date,time,high,residual
2015-03-23,22:00:00,2.274,0.047
2015-03-23,22:15:00,2.241,0.063
2015-03-23,22:30:00,2.186,0.078
2015-03-23,22:45:00,2.098,0.084
2015-03-23,23:00:00,1.972,0.074
2015-03-23,23:15:00,1.836,0.074
2015-03-23,23:30:00,1.695,0.087
2015-03-23,23:45:00,1.527,0.091
2015-03-24,00:00:00,1.342,0.094
2015-03-24,00:15:00,1.143,0.099
2015-03-24,00:30:00,0.942,0.108
2015-03-24,00:45:00,0.742,0.111
2015-03-24,01:00:00,0.552,0.1
2015-03-24,01:15:00,0.404,0.089
2015-03-24,01:30:00,0.278,0.045
2015-03-24,01:45:00,0.207,0
2015-03-24,02:00:00,0.23,0.001
2015-03-24,02:15:00,0.322,0.04
2015-03-24,02:30:00,0.432,0.084
2015-03-24,02:45:00,0.521,0.114
2015-03-24,03:00:00,0.545,0.095
2015-03-24,03:15:00,0.516,0.044
2015-03-24,03:30:00,0.497,0.024
2015-03-24,03:45:00,0.484,0.028
2015-03-24,04:00:00,0.459,0.037
2015-03-24,04:15:00,0.41,0.037
2015-03-24,04:30:00,0.37,0.056
2015-03-24,04:45:00,0.324,0.074
2015-03-24,05:00:00,0.252,0.056
2015-03-24,05:15:00,0.201,0.035
2015-03-24,05:30:00,0.176,0.001
2015-03-24,05:45:00,0.206,-0.029
2015-03-24,06:00:00,0.308,-0.04
2015-03-24,06:15:00,0.471,-0.036
2015-03-24,06:30:00,0.64,-0.059
2015-03-24,06:45:00,0.844,-0.066
2015-03-24,07:00:00,1.062,-0.063
2015-03-24,07:15:00,1.268,-0.065
2015-03-24,07:30:00,1.473,-0.055
2015-03-24,07:45:00,1.685,-0.021
2015-03-24,08:00:00,1.858,-0.003
2015-03-24,08:15:00,2.002,0.011
2015-03-24,08:30:00,2.107,0.016
2015-03-24,08:45:00,2.16,-0.001
2015-03-24,09:00:00,2.188,-0.014
2015-03-24,09:15:00,2.216,-0.005
2015-03-24,09:30:00,2.236,0.014
2015-03-24,09:45:00,2.229,0.017
2015-03-24,10:00:00,2.207,0.014
2015-03-24,10:15:00,2.174,0.01
2015-03-24,10:30:00,2.134,0.012
2015-03-24,10:45:00,2.079,0.017
2015-03-24,11:00:00,2.011,0.029
2015-03-24,11:15:00,1.914,0.032
2015-03-24,11:30:00,1.79,0.027
2015-03-24,11:45:00,1.655,0.027
2015-03-24,12:00:00,1.51,0.034
2015-03-24,12:15:00,1.342,0.034
2015-03-24,12:30:00,1.163,0.039
2015-03-24,12:45:00,0.984,0.054
2015-03-24,13:00:00,0.794,0.058
2015-03-24,13:15:00,0.627,0.069
2015-03-24,13:30:00,0.447,0.035
2015-03-24,13:45:00,0.287,-0.025
2015-03-24,14:00:00,0.189,-0.075
2015-03-24,14:15:00,0.147,-0.117
2015-03-24,14:30:00,0.173,-0.127
2015-03-24,14:45:00,0.248,-0.106
2015-03-24,15:00:00,0.342,-0.069
2015-03-24,15:15:00,0.403,-0.055
2015-03-24,15:30:00,0.419,-0.072
2015-03-24,15:45:00,0.412,-0.096
2015-03-24,16:00:00,0.412,-0.098
2015-03-24,16:15:00,0.407,-0.091
2015-03-24,16:30:00,0.392,-0.081
2015-03-24,16:45:00,0.377,-0.059
2015-03-24,17:00:00,0.353,-0.038
2015-03-24,17:15:00,0.329,-0.018
2015-03-24,17:30:00,0.304,-0.012
2015-03-24,17:45:00,0.286,-0.029
2015-03-24,18:00:00,0.303,-0.05
2015-03-24,18:15:00,0.373,-0.064
2015-03-24,18:30:00,0.512,-0.053
2015-03-24,18:45:00,0.671,-0.056
2015-03-24,19:00:00,0.842,-0.067
2015-03-24,19:15:00,1.021,-0.078
2015-03-24,19:30:00,1.213,-0.072
2015-03-24,19:45:00,1.404,-0.058
2015-03-24,20:00:00,1.584,-0.04
2015-03-24,20:15:00,1.741,-0.027
2015-03-24,20:30:00,1.867,-0.023
2015-03-24,20:45:00,1.947,-0.04
2015-03-24,21:00:00,2.009,-0.047
2015-03-24,21:15:00,2.044,-0.053
2015-03-24,21:30:00,2.066,-0.047
2015-03-24,21:45:00,2.076,-0.035
2015-03-24,22:00:00,2.083,-0.011
2015-03-24,22:15:00,2.066,-0.002
2015-03-24,22:30:00,2.033,0.001
2015-03-24,22:45:00,1.983,-0.002
2015-03-24,23:00:00,1.93,0.006
2015-03-24,23:15:00,1.864,0.018
2015-03-24,23:30:00,1.775,0.022
2015-03-24,23:45:00,1.664,0.02
2015-03-25,00:00:00,1.531,0.008
2015-03-25,00:15:00,1.394,0.004
2015-03-25,00:30:00,1.237,-0.009
2015-03-25,00:45:00,1.078,-0.012
2015-03-25,01:00:00,0.918,-0.009
2015-03-25,01:15:00,0.735,-0.028
2015-03-25,01:30:00,0.582,-0.028
2015-03-25,01:45:00,0.453,-0.031
2015-03-25,02:00:00,0.342,-0.054
2015-03-25,02:15:00,0.239,-0.116
2015-03-25,02:30:00,0.225,-0.133
2015-03-25,02:45:00,0.266,-0.13
2015-03-25,03:00:00,0.341,-0.114
2015-03-25,03:15:00,0.449,-0.07
2015-03-25,03:30:00,0.52,-0.056
2015-03-25,03:45:00,0.544,-0.074
2015-03-25,04:00:00,0.536,-0.108
2015-03-25,04:15:00,0.539,-0.115
2015-03-25,04:30:00,0.529,-0.119
2015-03-25,04:45:00,0.5,-0.127
2015-03-25,05:00:00,0.479,-0.112
2015-03-25,05:15:00,0.448,-0.094
2015-03-25,05:30:00,0.417,-0.07
2015-03-25,05:45:00,0.38,-0.058
2015-03-25,06:00:00,0.337,-0.07
2015-03-25,06:15:00,0.318,-0.091
2015-03-25,06:30:00,0.362,-0.09
2015-03-25,06:45:00,0.458,-0.079
2015-03-25,07:00:00,0.597,-0.061
2015-03-25,07:15:00,0.747,-0.059
2015-03-25,07:30:00,0.908,-0.059
2015-03-25,07:45:00,1.065,-0.068
2015-03-25,08:00:00,1.229,-0.065
2015-03-25,08:15:00,1.391,-0.054
2015-03-25,08:30:00,1.551,-0.033
2015-03-25,08:45:00,1.682,-0.024
2015-03-25,09:00:00,1.787,-0.019
2015-03-25,09:15:00,1.858,-0.024
2015-03-25,09:30:00,1.912,-0.02
2015-03-25,09:45:00,1.943,-0.015
2015-03-25,10:00:00,1.947,-0.015
2015-03-25,10:15:00,1.952,0.002
2015-03-25,10:30:00,1.939,0.011
2015-03-25,10:45:00,1.923,0.027
2015-03-25,11:00:00,1.906,0.051
2015-03-25,11:15:00,1.847,0.044
2015-03-25,11:30:00,1.773,0.035
2015-03-25,11:45:00,1.704,0.044
2015-03-25,12:00:00,1.613,0.042
2015-03-25,12:15:00,1.511,0.04
2015-03-25,12:30:00,1.409,0.048
2015-03-25,12:45:00,1.282,0.041
2015-03-25,13:00:00,1.125,0.014
2015-03-25,13:15:00,0.992,0.019
2015-03-25,13:30:00,0.853,0.023
2015-03-25,13:45:00,0.734,0.041
2015-03-25,14:00:00,0.616,0.044
2015-03-25,14:15:00,0.5,0.019
2015-03-25,14:30:00,0.397,-0.032
2015-03-25,14:45:00,0.336,-0.08
2015-03-25,15:00:00,0.331,-0.108
2015-03-25,15:15:00,0.373,-0.113
2015-03-25,15:30:00,0.475,-0.069
2015-03-25,15:45:00,0.56,-0.043
2015-03-25,16:00:00,0.634,-0.02
2015-03-25,16:15:00,0.637,-0.058
2015-03-25,16:30:00,0.635,-0.091
2015-03-25,16:45:00,0.646,-0.099
2015-03-25,17:00:00,0.666,-0.087
2015-03-25,17:15:00,0.667,-0.081
2015-03-25,17:30:00,0.675,-0.054
2015-03-25,17:45:00,0.652,-0.047
2015-03-25,18:00:00,0.615,-0.051
2015-03-25,18:15:00,0.574,-0.067
2015-03-25,18:30:00,0.578,-0.057
2015-03-25,18:45:00,0.608,-0.05
2015-03-25,19:00:00,0.668,-0.047
2015-03-25,19:15:00,0.766,-0.037
2015-03-25,19:30:00,0.879,-0.037
2015-03-25,19:45:00,1.012,-0.033
2015-03-25,20:00:00,1.134,-0.046
2015-03-25,20:15:00,1.272,-0.041
2015-03-25,20:30:00,1.407,-0.034
2015-03-25,20:45:00,1.547,-0.013
2015-03-25,21:00:00,1.679,0.013
2015-03-25,21:15:00,1.77,0.014
2015-03-25,21:30:00,1.842,0.016
2015-03-25,21:45:00,1.877,0.003
2015-03-25,22:00:00,1.894,-0.004
2015-03-25,22:15:00,1.903,0.003
2015-03-25,22:30:00,1.918,0.033
2015-03-25,22:45:00,1.925,0.07
2015-03-25,23:00:00,1.903,0.087
2015-03-25,23:15:00,1.851,0.084
2015-03-25,23:30:00,1.803,0.094
2015-03-25,23:45:00,1.751,0.11
2015-03-26,00:00:00,1.688,0.125
2015-03-26,00:15:00,1.594,0.117
2015-03-26,00:30:00,1.511,0.127
2015-03-26,00:45:00,1.412,0.127
2015-03-26,01:00:00,1.299,0.117
2015-03-26,01:15:00,1.19,0.117
2015-03-26,01:30:00,1.085,0.125
2015-03-26,01:45:00,0.957,0.112
2015-03-26,02:00:00,0.856,0.122
2015-03-26,02:15:00,0.781,0.145
2015-03-26,02:30:00,0.701,0.14
2015-03-26,02:45:00,0.631,0.113
2015-03-26,03:00:00,0.587,0.079
2015-03-26,03:15:00,0.587,0.057
2015-03-26,03:30:00,0.65,0.075
2015-03-26,03:45:00,0.744,0.112
2015-03-26,04:00:00,0.824,0.134
2015-03-26,04:15:00,0.896,0.154
2015-03-26,04:30:00,0.941,0.156
2015-03-26,04:45:00,0.97,0.153
2015-03-26,05:00:00,0.986,0.149
2015-03-26,05:15:00,0.994,0.148
2015-03-26,05:30:00,0.986,0.145
2015-03-26,05:45:00,0.974,0.153
2015-03-26,06:00:00,0.951,0.163
2015-03-26,06:15:00,0.919,0.174
2015-03-26,06:30:00,0.872,0.169
2015-03-26,06:45:00,0.842,0.171
2015-03-26,07:00:00,0.817,0.156
2015-03-26,07:15:00,0.814,0.135
2015-03-26,07:30:00,0.875,0.147
2015-03-26,07:45:00,0.948,0.146
2015-03-26,08:00:00,1.022,0.126
2015-03-26,08:15:00,1.09,0.089
2015-03-26,08:30:00,1.202,0.091
2015-03-26,08:45:00,1.313,0.092
2015-03-26,09:00:00,1.424,0.097
2015-03-26,09:15:00,1.511,0.085
2015-03-26,09:30:00,1.601,0.086
2015-03-26,09:45:00,1.666,0.077
2015-03-26,10:00:00,1.707,0.063
2015-03-26,10:15:00,1.722,0.043
2015-03-26,10:30:00,1.714,0.021
2015-03-26,10:45:00,1.716,0.028
2015-03-26,11:00:00,1.695,0.026
2015-03-26,11:15:00,1.663,0.024
2015-03-26,11:30:00,1.633,0.034
2015-03-26,11:45:00,1.593,0.042
2015-03-26,12:00:00,1.514,0.017
2015-03-26,12:15:00,1.454,0.019
2015-03-26,12:30:00,1.378,0.011
2015-03-26,12:45:00,1.301,0.007
2015-03-26,13:00:00,1.197,-0.02
2015-03-26,13:15:00,1.121,-0.016
2015-03-26,13:30:00,1.02,-0.033
2015-03-26,13:45:00,0.908,-0.056
2015-03-26,14:00:00,0.838,-0.035
2015-03-26,14:15:00,0.732,-0.051
2015-03-26,14:30:00,0.648,-0.052
2015-03-26,14:45:00,0.585,-0.047
2015-03-26,15:00:00,0.531,-0.056
2015-03-26,15:15:00,0.479,-0.091
2015-03-26,15:30:00,0.441,-0.139
2015-03-26,15:45:00,0.454,-0.159
2015-03-26,16:00:00,0.491,-0.17
2015-03-26,16:15:00,0.54,-0.177
2015-03-26,16:30:00,0.613,-0.16
2015-03-26,16:45:00,0.631,-0.194
2015-03-26,17:00:00,0.65,-0.223
2015-03-26,17:15:00,0.67,-0.245
2015-03-26,17:30:00,0.685,-0.266
2015-03-26,17:45:00,0.7,-0.277
2015-03-26,18:00:00,0.718,-0.273
2015-03-26,18:15:00,0.722,-0.269
2015-03-26,18:30:00,0.723,-0.256
2015-03-26,18:45:00,0.716,-0.242
2015-03-26,19:00:00,0.723,-0.215
2015-03-26,19:15:00,0.731,-0.196
2015-03-26,19:30:00,0.764,-0.168
2015-03-26,19:45:00,0.825,-0.134
2015-03-26,20:00:00,0.905,-0.1
2015-03-26,20:15:00,0.989,-0.079
2015-03-26,20:30:00,1.069,-0.074
2015-03-26,20:45:00,1.147,-0.076
2015-03-26,21:00:00,1.233,-0.072
2015-03-26,21:15:00,1.345,-0.041
2015-03-26,21:30:00,1.429,-0.034
2015-03-26,21:45:00,1.493,-0.042
2015-03-26,22:00:00,1.547,-0.05
2015-03-26,22:15:00,1.588,-0.057
2015-03-26,22:30:00,1.604,-0.073
2015-03-26,22:45:00,1.625,-0.066
2015-03-26,23:00:00,1.636,-0.05
2015-03-26,23:15:00,1.628,-0.038
2015-03-26,23:30:00,1.598,-0.034
2015-03-26,23:45:00,1.584,-0.003
2015-03-27,00:00:00,1.542,0.008
2015-03-27,00:15:00,1.46,-0.014
2015-03-27,00:30:00,1.402,-0.007
2015-03-27,00:45:00,1.355,0.016
2015-03-27,01:00:00,1.281,0.015
2015-03-27,01:15:00,1.211,0.018
2015-03-27,01:30:00,1.128,0.01
2015-03-27,01:45:00,1.051,0.007
2015-03-27,02:00:00,0.978,0.009
2015-03-27,02:15:00,0.905,0.011
2015-03-27,02:30:00,0.831,0.009
2015-03-27,02:45:00,0.771,0.015
2015-03-27,03:00:00,0.738,0.037
2015-03-27,03:15:00,0.711,0.048
2015-03-27,03:30:00,0.68,0.033
2015-03-27,03:45:00,0.666,0.013
2015-03-27,04:00:00,0.701,0.023
2015-03-27,04:15:00,0.735,0.018
2015-03-27,04:30:00,0.784,0.021
2015-03-27,04:45:00,0.886,0.076
2015-03-27,05:00:00,0.969,0.114
2015-03-27,05:15:00,0.957,0.062
2015-03-27,05:30:00,0.98,0.05
2015-03-27,05:45:00,0.989,0.03
2015-03-27,06:00:00,0.993,0.013
2015-03-27,06:15:00,1.008,0.018
2015-03-27,06:30:00,1.005,0.018
2015-03-27,06:45:00,0.979,0.007
2015-03-27,07:00:00,0.925,-0.02
2015-03-27,07:15:00,0.897,-0.017
2015-03-27,07:30:00,0.873,-0.012
2015-03-27,07:45:00,0.857,-0.009
2015-03-27,08:00:00,0.882,0.02
2015-03-27,08:15:00,0.903,0.026
2015-03-27,08:30:00,0.966,0.057
2015-03-27,08:45:00,0.985,0.03
2015-03-27,09:00:00,1.029,0.019
2015-03-27,09:15:00,1.097,0.025
2015-03-27,09:30:00,1.139,0.002
2015-03-27,09:45:00,1.252,0.05
2015-03-27,10:00:00,1.326,0.059
2015-03-27,10:15:00,1.391,0.063
2015-03-27,10:30:00,1.45,0.069
2015-03-27,10:45:00,1.476,0.053
2015-03-27,11:00:00,1.509,0.059
2015-03-27,11:15:00,1.515,0.053
2015-03-27,11:30:00,1.52,0.061
2015-03-27,11:45:00,1.516,0.074
2015-03-27,12:00:00,1.489,0.075
2015-03-27,12:15:00,1.451,0.073
2015-03-27,12:30:00,1.383,0.048
2015-03-27,12:45:00,1.347,0.06
2015-03-27,13:00:00,1.3,0.063
2015-03-27,13:15:00,1.235,0.051
2015-03-27,13:30:00,1.185,0.055
2015-03-27,13:45:00,1.111,0.035
2015-03-27,14:00:00,1.051,0.029
2015-03-27,14:15:00,0.98,0.013
2015-03-27,14:30:00,0.922,0.01
2015-03-27,14:45:00,0.865,0.006
2015-03-27,15:00:00,0.827,0.019
2015-03-27,15:15:00,0.808,0.045
2015-03-27,15:30:00,0.761,0.031
2015-03-27,15:45:00,0.74,0.029
2015-03-27,16:00:00,0.707,-0.002
2015-03-27,16:15:00,0.71,-0.013
2015-03-27,16:30:00,0.737,-0.014
2015-03-27,16:45:00,0.78,-0.009
2015-03-27,17:00:00,0.819,-0.013
2015-03-27,17:15:00,0.845,-0.034
2015-03-27,17:30:00,0.924,-0.002
2015-03-27,17:45:00,0.981,0.008
2015-03-27,18:00:00,0.991,-0.029
2015-03-27,18:15:00,1.039,-0.024
2015-03-27,18:30:00,1.045,-0.056
2015-03-27,18:45:00,1.082,-0.047
2015-03-27,19:00:00,1.112,-0.034
2015-03-27,19:15:00,1.127,-0.024
2015-03-27,19:30:00,1.096,-0.049
2015-03-27,19:45:00,1.076,-0.058
2015-03-27,20:00:00,1.081,-0.042
2015-03-27,20:15:00,1.074,-0.043
2015-03-27,20:30:00,1.052,-0.068
2015-03-27,20:45:00,1.069,-0.065
2015-03-27,21:00:00,1.105,-0.054
2015-03-27,21:15:00,1.146,-0.045
2015-03-27,21:30:00,1.182,-0.046
2015-03-27,21:45:00,1.223,-0.046
2015-03-27,22:00:00,1.23,-0.082
2015-03-27,22:15:00,1.287,-0.07
2015-03-27,22:30:00,1.358,-0.043
2015-03-27,22:45:00,1.398,-0.044
2015-03-27,23:00:00,1.448,-0.029
2015-03-27,23:15:00,1.483,-0.02
2015-03-27,23:30:00,1.478,-0.038
2015-03-27,23:45:00,1.429,-0.086
2015-03-28,00:00:00,1.428,-0.073
2015-03-28,00:15:00,1.439,-0.035
2015-03-28,00:30:00,1.391,-0.047
2015-03-28,00:45:00,1.36,-0.034
2015-03-28,01:00:00,1.312,-0.032
2015-03-28,01:15:00,1.25,-0.041
2015-03-28,01:30:00,1.197,-0.04
2015-03-28,01:45:00,1.139,-0.042
2015-03-28,02:00:00,1.064,-0.062
2015-03-28,02:15:00,1.012,-0.059
2015-03-28,02:30:00,0.955,-0.063
2015-03-28,02:45:00,0.913,-0.054
2015-03-28,03:00:00,0.859,-0.059
2015-03-28,03:15:00,0.809,-0.063
2015-03-28,03:30:00,0.775,-0.057
2015-03-28,03:45:00,0.744,-0.055
2015-03-28,04:00:00,0.71,-0.067
2015-03-28,04:15:00,0.702,-0.064
2015-03-28,04:30:00,0.688,-0.079
2015-03-28,04:45:00,0.688,-0.091
2015-03-28,05:00:00,0.72,-0.08
2015-03-28,05:15:00,0.765,-0.061
2015-03-28,05:30:00,0.801,-0.054
2015-03-28,05:45:00,0.819,-0.067
2015-03-28,06:00:00,0.874,-0.042
2015-03-28,06:15:00,0.9,-0.047
2015-03-28,06:30:00,0.953,-0.023
2015-03-28,06:45:00,0.982,-0.02
2015-03-28,07:00:00,0.988,-0.035
2015-03-28,07:15:00,1,-0.035
2015-03-28,07:30:00,1.008,-0.029
2015-03-28,07:45:00,1,-0.029
2015-03-28,08:00:00,1.003,-0.009
2015-03-28,08:15:00,0.989,-0.003
2015-03-28,08:30:00,0.983,0.011
2015-03-28,08:45:00,0.962,0.004
2015-03-28,09:00:00,0.971,0.019
2015-03-28,09:15:00,1.005,0.049
2015-03-28,09:30:00,1.017,0.048
2015-03-28,09:45:00,1.04,0.05
2015-03-28,10:00:00,1.108,0.091
2015-03-28,10:15:00,1.159,0.111
2015-03-28,10:30:00,1.162,0.077
2015-03-28,10:45:00,1.166,0.042
2015-03-28,11:00:00,1.218,0.052
2015-03-28,11:15:00,1.262,0.054
2015-03-28,11:30:00,1.339,0.092
2015-03-28,11:45:00,1.362,0.084
2015-03-28,12:00:00,1.364,0.064
2015-03-28,12:15:00,1.353,0.043
2015-03-28,12:30:00,1.364,0.056
2015-03-28,12:45:00,1.373,0.077
2015-03-28,13:00:00,1.348,0.072
2015-03-28,13:15:00,1.349,0.099
2015-03-28,13:30:00,1.303,0.082
2015-03-28,13:45:00,1.271,0.083
2015-03-28,14:00:00,1.237,0.083
2015-03-28,14:15:00,1.181,0.062
2015-03-28,14:30:00,1.138,0.055
2015-03-28,14:45:00,1.102,0.056
2015-03-28,15:00:00,1.049,0.039
2015-03-28,15:15:00,0.988,0.013
2015-03-28,15:30:00,0.939,-0.003
2015-03-28,15:45:00,0.94,0.029
2015-03-28,16:00:00,0.926,0.043
2015-03-28,16:15:00,0.927,0.066
2015-03-28,16:30:00,0.902,0.057
2015-03-28,16:45:00,0.861,0.024
2015-03-28,17:00:00,0.865,0.028
2015-03-28,17:15:00,0.852,0.006
2015-03-28,17:30:00,0.884,0.022
2015-03-28,17:45:00,0.898,0.014
2015-03-28,18:00:00,0.882,-0.029
2015-03-28,18:15:00,0.892,-0.05
2015-03-28,18:30:00,0.91,-0.067
2015-03-28,18:45:00,0.912,-0.103
2015-03-28,19:00:00,0.921,-0.133
2015-03-28,19:15:00,0.907,-0.187
2015-03-28,19:30:00,0.915,-0.215
2015-03-28,19:45:00,0.929,-0.231
2015-03-28,20:00:00,0.93,-0.251
2015-03-28,20:15:00,0.996,-0.196
2015-03-28,20:30:00,0.971,-0.222
2015-03-28,20:45:00,0.958,-0.23
2015-03-28,21:00:00,0.968,-0.213
2015-03-28,21:15:00,0.98,-0.195
2015-03-28,21:30:00,0.978,-0.194
2015-03-28,21:45:00,0.998,-0.177
2015-03-28,22:00:00,1.043,-0.138
2015-03-28,22:15:00,1.05,-0.142
2015-03-28,22:30:00,1.08,-0.126
2015-03-28,22:45:00,1.071,-0.153
2015-03-28,23:00:00,1.113,-0.133
2015-03-28,23:15:00,1.146,-0.127
2015-03-28,23:30:00,1.206,-0.097
2015-03-28,23:45:00,1.216,-0.119
2015-03-29,00:00:00,1.255,-0.111
2015-03-29,00:15:00,1.302,-0.088
2015-03-29,00:30:00,1.287,-0.118
2015-03-29,00:45:00,1.276,-0.134
2015-03-29,01:00:00,1.297,-0.107
2015-03-29,01:15:00,1.294,-0.095
2015-03-29,01:30:00,1.276,-0.09
2015-03-29,01:45:00,1.259,-0.08
2015-03-29,02:00:00,1.233,-0.074
2015-03-29,02:15:00,1.235,-0.037
2015-03-29,02:30:00,1.181,-0.053
2015-03-29,02:45:00,1.097,-0.096
2015-03-29,03:00:00,1.104,-0.048
2015-03-29,03:15:00,1.1,-0.011
2015-03-29,03:30:00,1.062,-0.008
2015-03-29,03:45:00,1.01,-0.022
2015-03-29,04:00:00,0.978,-0.018
2015-03-29,04:15:00,0.985,0.024
2015-03-29,04:30:00,0.977,0.048
2015-03-29,04:45:00,0.948,0.047
2015-03-29,05:00:00,0.911,0.035
2015-03-29,05:15:00,0.886,0.029
2015-03-29,05:30:00,0.877,0.034
2015-03-29,05:45:00,0.898,0.061
2015-03-29,06:00:00,0.916,0.081
2015-03-29,06:15:00,0.893,0.054
2015-03-29,06:30:00,0.895,0.049
2015-03-29,06:45:00,0.952,0.095
2015-03-29,07:00:00,0.943,0.071
2015-03-29,07:15:00,0.957,0.066
2015-03-29,07:30:00,1.038,0.124
2015-03-29,07:45:00,1.043,0.105
2015-03-29,08:00:00,1.068,0.107
2015-03-29,08:15:00,1.067,0.088
2015-03-29,08:30:00,1.054,0.065
2015-03-29,08:45:00,1.035,0.045
2015-03-29,09:00:00,1.117,0.134
2015-03-29,09:15:00,1.104,0.134
2015-03-29,09:30:00,1.089,0.133
2015-03-29,09:45:00,1.102,0.158
2015-03-29,10:00:00,1.107,0.171
2015-03-29,10:15:00,1.099,0.166
2015-03-29,10:30:00,1.109,0.175
2015-03-29,10:45:00,1.222,0.282
2015-03-29,11:00:00,1.249,0.297
2015-03-29,11:15:00,1.209,0.24
2015-03-29,11:30:00,1.258,0.263
2015-03-29,11:45:00,1.349,0.32
2015-03-29,12:00:00,1.374,0.303
2015-03-29,12:15:00,1.451,0.334
2015-03-29,12:30:00,1.466,0.302
2015-03-29,12:45:00,1.477,0.271
2015-03-29,13:00:00,1.495,0.254
2015-03-29,13:15:00,1.515,0.248
2015-03-29,13:30:00,1.524,0.241
2015-03-29,13:45:00,1.542,0.251
2015-03-29,14:00:00,1.541,0.249
2015-03-29,14:15:00,1.554,0.267
2015-03-29,14:30:00,1.545,0.267
2015-03-29,14:45:00,1.55,0.288
2015-03-29,15:00:00,1.555,0.313
2015-03-29,15:15:00,1.468,0.25
2015-03-29,15:30:00,1.45,0.259
2015-03-29,15:45:00,1.44,0.277
2015-03-29,16:00:00,1.391,0.256
2015-03-29,16:15:00,1.386,0.279
2015-03-29,16:30:00,1.362,0.283
2015-03-29,16:45:00,1.345,0.296
2015-03-29,17:00:00,1.309,0.29
2015-03-29,17:15:00,1.247,0.259
2015-03-29,17:30:00,1.222,0.262
2015-03-29,17:45:00,1.186,0.251
2015-03-29,18:00:00,1.156,0.241
2015-03-29,18:15:00,1.15,0.249
2015-03-29,18:30:00,1.068,0.175
2015-03-29,18:45:00,1.036,0.146
2015-03-29,19:00:00,1.064,0.171
2015-03-29,19:15:00,1.015,0.112
2015-03-29,19:30:00,0.995,0.075
2015-03-29,19:45:00,0.994,0.049
2015-03-29,20:00:00,1.043,0.065
2015-03-29,20:15:00,1.014,-0.002
2015-03-29,20:30:00,1.015,-0.04
2015-03-29,20:45:00,1.051,-0.039
2015-03-29,21:00:00,1.063,-0.053
2015-03-29,21:15:00,1.042,-0.09
2015-03-29,21:30:00,1.061,-0.078
2015-03-29,21:45:00,1.081,-0.057
2015-03-29,22:00:00,1.112,-0.021
2015-03-29,22:15:00,1.112,-0.016
2015-03-29,22:30:00,1.103,-0.019
2015-03-29,22:45:00,1.101,-0.016
2015-03-29,23:00:00,1.096,-0.017
2015-03-29,23:15:00,1.132,0.02
2015-03-29,23:30:00,1.174,0.06
2015-03-29,23:45:00,1.197,0.073
2015-03-30,00:00:00,1.229,0.086
2015-03-30,00:15:00,1.272,0.099
2015-03-30,00:30:00,1.306,0.093
2015-03-30,00:45:00,1.345,0.086
2015-03-30,01:00:00,1.396,0.091
2015-03-30,01:15:00,1.428,0.08
2015-03-30,01:30:00,1.458,0.076
2015-03-30,01:45:00,1.49,0.083
2015-03-30,02:00:00,1.485,0.062
2015-03-30,02:15:00,1.491,0.06
2015-03-30,02:30:00,1.482,0.051
2015-03-30,02:45:00,1.495,0.071
2015-03-30,03:00:00,1.485,0.076
2015-03-30,03:15:00,1.439,0.052
2015-03-30,03:30:00,1.389,0.031
2015-03-30,03:45:00,1.329,0.005
2015-03-30,04:00:00,1.295,0.008
2015-03-30,04:15:00,1.249,0
2015-03-30,04:30:00,1.234,0.023
2015-03-30,04:45:00,1.189,0.018
2015-03-30,05:00:00,1.109,-0.021
2015-03-30,05:15:00,1.065,-0.02
2015-03-30,05:30:00,1.059,0.021
2015-03-30,05:45:00,1.015,0.025
2015-03-30,06:00:00,0.975,0.032
2015-03-30,06:15:00,0.931,0.032
2015-03-30,06:30:00,0.876,0.016
2015-03-30,06:45:00,0.838,0.012
2015-03-30,07:00:00,0.822,0.026
2015-03-30,07:15:00,0.803,0.031
2015-03-30,07:30:00,0.748,-0.007
2015-03-30,07:45:00,0.764,0.019
2015-03-30,08:00:00,0.767,0.021
2015-03-30,08:15:00,0.794,0.036
2015-03-30,08:30:00,0.81,0.029
2015-03-30,08:45:00,0.851,0.04
2015-03-30,09:00:00,0.855,0.013
2015-03-30,09:15:00,0.9,0.032
2015-03-30,09:30:00,0.959,0.073
2015-03-30,09:45:00,0.936,0.043
2015-03-30,10:00:00,0.951,0.059
2015-03-30,10:15:00,0.94,0.056
2015-03-30,10:30:00,0.941,0.067
2015-03-30,10:45:00,0.944,0.081
2015-03-30,11:00:00,0.887,0.034
2015-03-30,11:15:00,0.894,0.049
2015-03-30,11:30:00,0.886,0.047
2015-03-30,11:45:00,0.868,0.03
2015-03-30,12:00:00,0.93,0.084
2015-03-30,12:15:00,0.975,0.109
2015-03-30,12:30:00,0.954,0.052
2015-03-30,12:45:00,1.04,0.086
2015-03-30,13:00:00,1.111,0.093
2015-03-30,13:15:00,1.185,0.095
2015-03-30,13:30:00,1.188,0.025
2015-03-30,13:45:00,1.306,0.075
2015-03-30,14:00:00,1.39,0.099
2015-03-30,14:15:00,1.378,0.036
2015-03-30,14:30:00,1.459,0.076
2015-03-30,14:45:00,1.519,0.105
2015-03-30,15:00:00,1.53,0.094
2015-03-30,15:15:00,1.554,0.107
2015-03-30,15:30:00,1.575,0.127
2015-03-30,15:45:00,1.589,0.149
2015-03-30,16:00:00,1.49,0.067
2015-03-30,16:15:00,1.551,0.151
2015-03-30,16:30:00,1.579,0.205
2015-03-30,16:45:00,1.506,0.161
