"","X","Site","Plot","AspectYr2","Yr2NVC","pHYr2","SOMYr2","MSG","LiveBasalAreaYr2","mean_dbh","tree.density","plot_richness","ShortNVC"
"1",132,57,4,270,"W10c",4.421,9.490909,3,5.464407722,13.38,0.99,25,"W10"
"2",142,57,14,180,"W10c",5.203,6.265377,5,1.34695785,9.81,0.57,19,"W10"
