SITE,PLOT,BRC,DBH_class,Count,Yr,BRC names
53,4,92077,6,1,1,Alnus glutinosa
53,4,920841,6,1,2,Fraxinus excelsior (c)
53,4,9205,7,1,1,Acer pseudoplatanus
53,4,9205,8,1,1,Acer pseudoplatanus
53,4,92077,8,1,1,Alnus glutinosa
53,4,200001651,9,2,2,Populus sp.
53,4,200001651,10,1,2,Populus sp.
53,5,9205,1,2,1,Acer pseudoplatanus
53,5,9201616,1,2,1,Prunus padus
53,5,9205,1,2,2,Acer pseudoplatanus
53,5,9201815,1,4,2,Sambucus nigra
53,5,9201815,1,72,1,Sambucus nigra
53,5,9205,2,1,1,Acer pseudoplatanus
53,5,9205,2,1,2,Acer pseudoplatanus
53,5,920841,2,2,2,Fraxinus excelsior (c)
53,5,9201815,2,4,2,Sambucus nigra
53,5,9205,3,1,1,Acer pseudoplatanus
53,5,9205,3,1,2,Acer pseudoplatanus
53,5,920841,3,1,2,Fraxinus excelsior (c)
53,5,9205,4,1,2,Acer pseudoplatanus
53,5,920841,4,1,2,Fraxinus excelsior (c)
53,5,9205,6,1,2,Acer pseudoplatanus
53,5,9205,7,1,1,Acer pseudoplatanus
53,5,920841,7,1,2,Fraxinus excelsior (c)
53,5,9204446,10,1,1,Quercus seedling/sp
53,5,920841,10,1,2,Fraxinus excelsior (c)
53,5,200001651,10,1,2,Populus sp.
53,5,9204446,11,1,1,Quercus seedling/sp
53,5,9204446,13,2,1,Quercus seedling/sp
53,6,9205,1,1,1,Acer pseudoplatanus
53,6,9204558,1,1,2,Salix seedling/sp
53,6,920841,1,8,2,Fraxinus excelsior (c)
53,6,9205,1,12,1,Acer pseudoplatanus
53,6,920841,1,30,1,Fraxinus excelsior (c)
53,6,9201815,1,34,2,Sambucus nigra
53,6,9201815,1,44,1,Sambucus nigra
53,6,9205,2,1,1,Acer pseudoplatanus
53,6,9205,2,1,2,Acer pseudoplatanus
53,6,920841,2,2,2,Fraxinus excelsior (c)
53,6,9201815,2,6,2,Sambucus nigra
53,6,9205,3,2,2,Acer pseudoplatanus
53,6,920841,3,3,2,Fraxinus excelsior (c)
53,6,9205,4,1,1,Acer pseudoplatanus
53,6,9204558,4,1,2,Salix seedling/sp
53,6,920841,5,1,2,Fraxinus excelsior (c)
53,6,920841,6,1,2,Fraxinus excelsior (c)
53,6,9204446,7,1,1,Quercus seedling/sp
53,6,200001651,8,1,2,Populus sp.
53,6,9205,9,1,1,Acer pseudoplatanus
53,6,9204446,9,1,1,Quercus seedling/sp
53,6,200001651,9,1,2,Populus sp.
53,6,9205,10,2,1,Acer pseudoplatanus
53,6,9205,11,1,1,Acer pseudoplatanus
53,6,200001651,11,1,2,Populus sp.
53,6,9205,12,1,1,Acer pseudoplatanus
53,7,920557,1,8,2,Corylus avellana
53,7,9201815,1,28,2,Sambucus nigra
53,7,9201815,1,32,1,Sambucus nigra
53,7,9201815,2,10,1,Sambucus nigra
53,7,920557,2,12,2,Corylus avellana
53,7,9201815,2,14,2,Sambucus nigra
53,7,9205,3,2,2,Acer pseudoplatanus
53,7,920841,4,1,2,Fraxinus excelsior (c)
53,7,9205,5,1,2,Acer pseudoplatanus
53,7,920841,6,1,2,Fraxinus excelsior (c)
53,8,9201960,1,1,2,Sorbus aucuparia
53,8,920841,1,4,1,Fraxinus excelsior (c)
53,8,920841,1,4,2,Fraxinus excelsior (c)
53,8,9201023,1,12,2,Ilex aquifolium
53,8,9201815,1,60,2,Sambucus nigra
53,8,9201815,1,62,1,Sambucus nigra
53,8,9201960,2,1,2,Sorbus aucuparia
53,8,920569,2,2,1,Crataegus monogyna
53,8,920569,3,1,1,Crataegus monogyna
53,8,920841,4,1,1,Fraxinus excelsior (c)
53,8,9204446,4,1,1,Quercus seedling/sp
53,8,9204442,4,2,1,Larix sp.
53,8,920841,5,2,1,Fraxinus excelsior (c)
53,8,9204442,5,5,1,Larix sp.
53,8,9202241,6,1,1,Aesculus hippocastanum
53,8,9204442,6,1,1,Larix sp.
53,8,920841,6,2,1,Fraxinus excelsior (c)
53,8,9204442,7,1,1,Larix sp.
53,8,9204445,7,1,1,Betula seedling/sp
53,8,920841,9,1,1,Fraxinus excelsior (c)
53,8,920841,9,2,2,Fraxinus excelsior (c)
53,8,9202241,11,1,1,Aesculus hippocastanum
53,8,920432,15,1,2,Castanea sativa
53,8,9204445,15,1,2,Betula seedling/sp
53,9,9201805,1,7,1,Salix viminalis
53,9,9201805,1,26,1,Salix viminalis
53,9,9201805,2,5,1,Salix viminalis
53,9,9201805,3,1,1,Salix viminalis
53,10,9201815,1,4,2,Sambucus nigra
53,10,920569,1,8,1,Crataegus monogyna
53,10,9201815,1,24,1,Sambucus nigra
53,10,9201611,2,1,2,Prunus avium
53,10,920569,2,4,1,Crataegus monogyna
53,10,9201815,2,6,2,Sambucus nigra
53,10,920569,3,2,1,Crataegus monogyna
53,10,920841,4,1,1,Fraxinus excelsior (c)
53,10,920569,4,2,1,Crataegus monogyna
53,10,920841,5,1,1,Fraxinus excelsior (c)
53,10,9204445,5,1,2,Betula seedling/sp
53,10,9201611,6,1,1,Prunus avium
53,10,9201611,7,1,1,Prunus avium
53,10,920841,7,1,2,Fraxinus excelsior (c)
53,10,9205,8,1,1,Acer pseudoplatanus
53,10,920841,9,1,1,Fraxinus excelsior (c)
53,10,920841,10,1,1,Fraxinus excelsior (c)
53,10,920841,11,1,1,Fraxinus excelsior (c)
53,10,9204446,16,1,2,Quercus seedling/sp
53,11,920569,1,1,1,Crataegus monogyna
53,11,92077,1,2,1,Alnus glutinosa
53,11,9201687,1,6,2,Rhododendron ponticum
53,11,9201023,1,7,1,Ilex aquifolium
53,11,9202185,1,18,1,Viburnum opulus
53,11,920569,2,2,1,Crataegus monogyna
53,11,9201023,2,3,1,Ilex aquifolium
53,11,9201815,2,4,2,Sambucus nigra
53,11,92077,3,2,1,Alnus glutinosa
53,11,92077,5,1,1,Alnus glutinosa
53,11,92077,6,1,1,Alnus glutinosa
53,11,920841,6,1,1,Fraxinus excelsior (c)
53,11,920841,7,1,1,Fraxinus excelsior (c)
53,11,92077,8,1,1,Alnus glutinosa
53,11,92077,9,1,1,Alnus glutinosa
53,11,9201805,11,1,1,Salix viminalis
53,11,92077,11,2,2,Alnus glutinosa
53,11,92077,15,1,2,Alnus glutinosa
53,12,920841,1,1,2,Fraxinus excelsior (c)
53,12,9201815,1,12,2,Sambucus nigra
53,12,9201815,1,30,1,Sambucus nigra
53,12,9201687,1,80,1,Rhododendron ponticum
53,12,920841,2,1,2,Fraxinus excelsior (c)
53,12,9204442,2,2,2,Larix sp.
53,12,9201815,2,4,1,Sambucus nigra
53,12,9201815,2,4,2,Sambucus nigra
53,12,9204558,3,1,2,Salix seedling/sp
53,12,9201815,3,2,2,Sambucus nigra
53,12,92077,4,1,1,Alnus glutinosa
53,12,9205,4,1,2,Acer pseudoplatanus
53,12,9204558,4,1,2,Salix seedling/sp
53,12,920841,4,2,2,Fraxinus excelsior (c)
53,12,9204558,5,1,2,Salix seedling/sp
53,12,92077,6,1,1,Alnus glutinosa
53,12,92077,13,1,2,Alnus glutinosa
53,13,92077,1,1,2,Alnus glutinosa
53,13,92077,1,8,1,Alnus glutinosa
53,13,9205,2,1,1,Acer pseudoplatanus
53,13,92077,2,1,1,Alnus glutinosa
53,13,92077,2,1,2,Alnus glutinosa
53,13,92077,3,1,1,Alnus glutinosa
53,13,92077,3,2,2,Alnus glutinosa
53,13,92077,5,4,1,Alnus glutinosa
53,13,200001651,6,1,2,Populus sp.
53,13,92077,6,5,1,Alnus glutinosa
53,13,92077,7,6,1,Alnus glutinosa
53,13,92077,8,1,1,Alnus glutinosa
53,13,92077,9,1,2,Alnus glutinosa
53,13,92077,10,1,2,Alnus glutinosa
53,13,92077,11,1,2,Alnus glutinosa
53,14,9201788,1,1,1,Salix caprea
53,14,920569,1,2,1,Crataegus monogyna
53,14,9205,1,2,2,Acer pseudoplatanus
53,14,92077,1,2,2,Alnus glutinosa
53,14,920841,1,4,1,Fraxinus excelsior (c)
53,14,9201788,1,6,1,Salix caprea
53,14,92077,1,7,1,Alnus glutinosa
53,14,9205,1,14,1,Acer pseudoplatanus
53,14,9205,2,1,1,Acer pseudoplatanus
53,14,9205,2,1,2,Acer pseudoplatanus
53,14,200001651,2,1,2,Populus sp.
53,14,92077,2,3,1,Alnus glutinosa
53,14,9201788,2,4,1,Salix caprea
53,14,920841,2,4,2,Fraxinus excelsior (c)
53,14,9204445,2,4,2,Betula seedling/sp
53,14,92077,2,8,2,Alnus glutinosa
53,14,920841,3,1,1,Fraxinus excelsior (c)
53,14,920841,3,1,2,Fraxinus excelsior (c)
53,14,9201788,3,2,1,Salix caprea
53,14,92077,3,2,2,Alnus glutinosa
53,14,92077,3,3,1,Alnus glutinosa
53,14,92077,4,1,1,Alnus glutinosa
53,14,9204445,4,1,2,Betula seedling/sp
53,14,200001651,4,1,2,Populus sp.
53,14,92077,5,2,1,Alnus glutinosa
53,14,92077,6,1,1,Alnus glutinosa
53,14,920841,6,1,1,Fraxinus excelsior (c)
53,14,200001651,6,1,2,Populus sp.
53,14,92077,7,2,1,Alnus glutinosa
53,14,92077,9,1,1,Alnus glutinosa
53,15,9205,1,2,2,Acer pseudoplatanus
53,15,92077,1,2,2,Alnus glutinosa
53,15,9204445,1,2,2,Betula seedling/sp
53,15,92077,1,3,1,Alnus glutinosa
53,15,9204558,1,3,2,Salix seedling/sp
53,15,920841,1,4,1,Fraxinus excelsior (c)
53,15,9204558,1,6,2,Salix seedling/sp
53,15,92077,1,10,2,Alnus glutinosa
53,15,9201815,1,12,2,Sambucus nigra
53,15,9205,1,14,2,Acer pseudoplatanus
53,15,9204445,2,1,2,Betula seedling/sp
53,15,920841,2,2,1,Fraxinus excelsior (c)
53,15,9205,2,2,2,Acer pseudoplatanus
53,15,920841,2,4,2,Fraxinus excelsior (c)
53,15,92077,2,9,2,Alnus glutinosa
53,15,9204558,2,21,2,Salix seedling/sp
53,15,92077,3,1,1,Alnus glutinosa
53,15,920841,3,1,1,Fraxinus excelsior (c)
53,15,9205,3,1,2,Acer pseudoplatanus
53,15,920841,3,1,2,Fraxinus excelsior (c)
53,15,200001651,3,2,2,Populus sp.
53,15,92077,3,3,2,Alnus glutinosa
53,15,92077,4,1,2,Alnus glutinosa
53,15,92077,4,2,1,Alnus glutinosa
53,15,200001651,4,3,2,Populus sp.
53,15,92077,5,3,1,Alnus glutinosa
53,15,92077,6,2,1,Alnus glutinosa
53,15,920841,7,1,2,Fraxinus excelsior (c)
53,16,92077,1,2,1,Alnus glutinosa
53,16,9201815,1,2,2,Sambucus nigra
53,16,92077,1,7,2,Alnus glutinosa
53,16,92077,1,12,2,Alnus glutinosa
53,16,92077,2,3,2,Alnus glutinosa
53,16,9201815,2,6,2,Sambucus nigra
53,16,92077,3,6,2,Alnus glutinosa
53,16,92077,5,1,2,Alnus glutinosa
53,16,92077,5,3,1,Alnus glutinosa
53,16,92077,6,1,2,Alnus glutinosa
53,16,92077,6,6,1,Alnus glutinosa
53,16,200001651,7,1,2,Populus sp.
53,16,92077,9,1,1,Alnus glutinosa
53,16,200001651,9,3,2,Populus sp.
53,16,92077,10,1,1,Alnus glutinosa
54,1,920557,1,2,1,Corylus avellana
54,1,9204446,5,1,1,Quercus seedling/sp
54,1,920810,5,1,2,Fagus sylvatica
54,1,9204446,8,1,2,Quercus seedling/sp
54,1,9204446,14,1,1,Quercus seedling/sp
54,2,920557,1,6,2,Corylus avellana
54,2,9204446,2,4,1,Quercus seedling/sp
54,2,9204445,3,1,1,Betula seedling/sp
54,2,9204446,3,1,1,Quercus seedling/sp
54,2,9204446,4,1,1,Quercus seedling/sp
54,2,9204446,11,1,1,Quercus seedling/sp
54,2,920810,25,1,1,Fagus sylvatica
54,3,9201687,1,6,2,Rhododendron ponticum
54,3,9201687,1,162,1,Rhododendron ponticum
54,3,9201687,2,2,1,Rhododendron ponticum
54,3,9201687,2,16,2,Rhododendron ponticum
54,3,9204446,3,1,1,Quercus seedling/sp
54,3,9204445,3,1,2,Betula seedling/sp
54,3,9201687,3,4,2,Rhododendron ponticum
54,3,9204446,4,1,1,Quercus seedling/sp
54,3,9201687,4,2,2,Rhododendron ponticum
54,3,9204446,7,1,1,Quercus seedling/sp
54,3,9204446,8,2,1,Quercus seedling/sp
54,3,9204446,9,1,1,Quercus seedling/sp
54,4,9204445,1,3,1,Betula seedling/sp
54,4,9201687,1,6,2,Rhododendron ponticum
54,4,920557,1,8,2,Corylus avellana
54,4,920557,1,24,1,Corylus avellana
54,4,9201687,1,78,1,Rhododendron ponticum
54,4,920569,2,1,1,Crataegus monogyna
54,4,920841,2,1,1,Fraxinus excelsior (c)
54,4,920841,2,1,2,Fraxinus excelsior (c)
54,4,9205178,2,1,2,Pseudotsuga spp.
54,4,9201687,2,2,1,Rhododendron ponticum
54,4,9201687,2,18,2,Rhododendron ponticum
54,4,9201611,3,1,2,Prunus avium
54,4,9204445,3,1,2,Betula seedling/sp
54,4,920841,3,2,2,Fraxinus excelsior (c)
54,4,920569,4,1,1,Crataegus monogyna
54,4,920841,4,2,2,Fraxinus excelsior (c)
54,4,9204446,5,1,1,Quercus seedling/sp
54,4,9204445,5,1,2,Betula seedling/sp
54,4,9204445,6,1,2,Betula seedling/sp
54,4,9204445,7,1,1,Betula seedling/sp
54,4,9204446,7,2,1,Quercus seedling/sp
54,4,9204446,9,1,1,Quercus seedling/sp
54,5,9204558,1,1,1,Salix seedling/sp
54,5,920557,1,24,1,Corylus avellana
54,5,9204445,1,74,1,Betula seedling/sp
54,5,9204558,2,1,1,Salix seedling/sp
54,5,9204446,6,1,2,Quercus seedling/sp
54,5,9204445,7,1,1,Betula seedling/sp
54,5,9204445,9,1,1,Betula seedling/sp
54,5,9204446,10,1,2,Quercus seedling/sp
54,6,9201023,1,2,2,Ilex aquifolium
54,6,9201960,2,2,1,Sorbus aucuparia
54,6,920557,2,2,2,Corylus avellana
54,6,9205,2,4,1,Acer pseudoplatanus
54,6,9205,3,1,1,Acer pseudoplatanus
54,6,920569,3,1,1,Crataegus monogyna
54,6,9201960,3,2,1,Sorbus aucuparia
54,6,9201960,3,2,2,Sorbus aucuparia
54,6,9201960,4,2,1,Sorbus aucuparia
54,6,9201960,4,2,2,Sorbus aucuparia
54,6,9205,5,2,1,Acer pseudoplatanus
54,6,9204445,5,2,2,Betula seedling/sp
54,6,9205,6,1,1,Acer pseudoplatanus
54,6,9204445,8,1,2,Betula seedling/sp
54,6,9205,18,1,1,Acer pseudoplatanus
54,7,9204446,1,1,1,Quercus seedling/sp
54,7,9201687,1,10,1,Rhododendron ponticum
54,7,9201960,2,1,2,Sorbus aucuparia
54,7,9204445,2,1,2,Betula seedling/sp
54,7,9204446,2,2,1,Quercus seedling/sp
54,7,9201960,2,3,1,Sorbus aucuparia
54,7,9201960,3,2,2,Sorbus aucuparia
54,7,9204445,4,1,2,Betula seedling/sp
54,7,9204446,7,1,1,Quercus seedling/sp
54,7,9204446,8,1,1,Quercus seedling/sp
54,7,9204446,10,1,1,Quercus seedling/sp
54,8,9201960,1,1,1,Sorbus aucuparia
54,8,9201960,3,1,1,Sorbus aucuparia
54,8,9204445,3,1,1,Betula seedling/sp
54,8,9204446,3,1,1,Quercus seedling/sp
54,8,9204445,4,1,1,Betula seedling/sp
54,8,9204445,5,1,1,Betula seedling/sp
54,8,9204445,6,2,1,Betula seedling/sp
54,8,9204445,7,1,1,Betula seedling/sp
54,8,9204446,8,2,1,Quercus seedling/sp
54,9,9201023,1,2,2,Ilex aquifolium
54,9,9204446,2,1,1,Quercus seedling/sp
54,9,9204446,3,1,1,Quercus seedling/sp
54,9,9204446,4,2,2,Quercus seedling/sp
54,9,9204446,4,3,1,Quercus seedling/sp
54,9,9205,7,1,2,Acer pseudoplatanus
54,9,9204445,9,1,1,Betula seedling/sp
54,9,9204446,9,2,1,Quercus seedling/sp
54,9,920810,11,1,1,Fagus sylvatica
54,10,9205,1,1,1,Acer pseudoplatanus
54,10,9201815,1,44,1,Sambucus nigra
54,10,9205,2,1,2,Acer pseudoplatanus
54,10,920810,2,1,2,Fagus sylvatica
54,10,9205,3,4,2,Acer pseudoplatanus
54,10,9205,4,1,2,Acer pseudoplatanus
54,10,9201023,4,2,1,Ilex aquifolium
54,10,9201023,5,2,1,Ilex aquifolium
54,10,9204446,6,1,2,Quercus seedling/sp
54,10,9204445,6,2,2,Betula seedling/sp
54,10,9205,7,1,1,Acer pseudoplatanus
54,10,9205,8,1,1,Acer pseudoplatanus
54,10,9204445,8,3,2,Betula seedling/sp
54,10,9204445,10,1,2,Betula seedling/sp
54,11,920841,1,5,1,Fraxinus excelsior (c)
54,11,920841,2,1,1,Fraxinus excelsior (c)
54,11,920841,4,1,1,Fraxinus excelsior (c)
54,11,9202241,4,1,1,Aesculus hippocastanum
54,11,9201960,5,1,2,Sorbus aucuparia
54,11,920841,8,1,1,Fraxinus excelsior (c)
54,11,9204446,10,1,2,Quercus seedling/sp
54,11,9204446,11,1,2,Quercus seedling/sp
54,12,9202241,1,1,1,Aesculus hippocastanum
54,12,9202398,1,4,1,Chamaecyparis lawsoniana
54,12,920569,3,4,2,Crataegus monogyna
54,12,920569,5,1,2,Crataegus monogyna
54,12,9204446,7,1,1,Quercus seedling/sp
54,12,9204446,10,1,1,Quercus seedling/sp
54,12,9204446,12,1,2,Quercus seedling/sp
54,13,9201687,1,2,1,Rhododendron ponticum
54,13,920557,1,2,2,Corylus avellana
54,13,9201023,1,2,2,Ilex aquifolium
54,13,9201687,2,2,1,Rhododendron ponticum
54,13,9205,2,5,2,Acer pseudoplatanus
54,13,9201023,2,5,2,Ilex aquifolium
54,13,9205,3,1,2,Acer pseudoplatanus
54,13,9205,4,1,2,Acer pseudoplatanus
54,13,9205,5,1,1,Acer pseudoplatanus
54,13,9204446,5,1,1,Quercus seedling/sp
54,13,9201960,6,1,1,Sorbus aucuparia
54,13,9205,6,1,2,Acer pseudoplatanus
54,13,9205,7,2,2,Acer pseudoplatanus
54,13,9204445,8,1,1,Betula seedling/sp
54,13,9204446,8,1,1,Quercus seedling/sp
54,13,9205,9,1,2,Acer pseudoplatanus
54,13,9201611,11,1,2,Prunus avium
54,14,9201815,1,36,1,Sambucus nigra
54,14,9205,2,1,2,Acer pseudoplatanus
54,14,920810,2,1,2,Fagus sylvatica
54,14,9201023,2,1,2,Ilex aquifolium
54,14,9205,4,1,2,Acer pseudoplatanus
54,14,920841,4,1,2,Fraxinus excelsior (c)
54,14,9205,5,1,2,Acer pseudoplatanus
54,14,9204445,8,1,2,Betula seedling/sp
54,14,9204446,8,2,1,Quercus seedling/sp
54,14,9204446,9,1,1,Quercus seedling/sp
54,15,9201687,1,8,2,Rhododendron ponticum
54,15,9201815,1,18,1,Sambucus nigra
54,15,9201960,5,1,1,Sorbus aucuparia
54,15,920841,6,2,1,Fraxinus excelsior (c)
54,15,9204445,8,1,2,Betula seedling/sp
54,15,920841,10,1,1,Fraxinus excelsior (c)
54,15,9204446,11,1,2,Quercus seedling/sp
54,16,9201960,1,2,1,Sorbus aucuparia
54,16,9205,1,5,1,Acer pseudoplatanus
54,16,920557,1,14,1,Corylus avellana
54,16,9205,2,3,1,Acer pseudoplatanus
54,16,9205,3,2,1,Acer pseudoplatanus
54,16,9204446,6,1,1,Quercus seedling/sp
54,16,9204446,8,1,1,Quercus seedling/sp
54,16,9205,8,1,2,Acer pseudoplatanus
54,16,9204446,9,1,1,Quercus seedling/sp
55,1,920569,1,2,1,Crataegus monogyna
55,1,920569,1,4,2,Crataegus monogyna
55,1,920557,1,54,1,Corylus avellana
55,1,920557,1,136,2,Corylus avellana
55,1,9204446,2,1,1,Quercus seedling/sp
55,1,920569,2,1,2,Crataegus monogyna
55,1,920841,2,5,2,Fraxinus excelsior (c)
55,1,920557,2,6,2,Corylus avellana
55,1,9204446,3,1,1,Quercus seedling/sp
55,1,9204558,3,1,1,Salix seedling/sp
55,1,920841,3,2,2,Fraxinus excelsior (c)
55,1,920841,4,1,2,Fraxinus excelsior (c)
55,1,920841,5,1,2,Fraxinus excelsior (c)
55,2,920841,1,2,1,Fraxinus excelsior (c)
55,2,920569,1,2,2,Crataegus monogyna
55,2,9201023,1,2,2,Ilex aquifolium
55,2,9201960,1,2,2,Sorbus aucuparia
55,2,9205313,1,6,1,Ulex sp./seedling
55,2,9201617,1,6,2,Prunus spinosa
55,2,9201617,1,8,1,Prunus spinosa
55,2,920569,1,12,1,Crataegus monogyna
55,2,920557,1,38,1,Corylus avellana
55,2,920557,1,46,2,Corylus avellana
55,2,920557,2,2,2,Corylus avellana
55,2,920569,2,2,2,Crataegus monogyna
55,2,920841,2,3,2,Fraxinus excelsior (c)
55,2,920569,2,14,1,Crataegus monogyna
55,2,920569,3,1,2,Crataegus monogyna
55,2,920841,3,2,2,Fraxinus excelsior (c)
55,2,920841,4,4,2,Fraxinus excelsior (c)
55,2,920841,5,1,2,Fraxinus excelsior (c)
55,2,920841,6,1,2,Fraxinus excelsior (c)
55,3,920569,1,2,2,Crataegus monogyna
55,3,9201617,1,2,2,Prunus spinosa
55,3,920569,1,18,1,Crataegus monogyna
55,3,920557,1,62,2,Corylus avellana
55,3,920557,1,240,1,Corylus avellana
55,3,920569,2,1,2,Crataegus monogyna
55,3,920841,2,1,2,Fraxinus excelsior (c)
55,3,920557,2,20,1,Corylus avellana
55,3,920841,3,1,1,Fraxinus excelsior (c)
55,3,920841,3,1,2,Fraxinus excelsior (c)
55,3,920841,4,2,2,Fraxinus excelsior (c)
55,3,920841,5,1,2,Fraxinus excelsior (c)
55,3,920841,9,1,2,Fraxinus excelsior (c)
55,4,920841,1,4,1,Fraxinus excelsior (c)
55,4,920841,1,4,2,Fraxinus excelsior (c)
55,4,920841,1,6,1,Fraxinus excelsior (c)
55,4,9204558,1,6,1,Salix seedling/sp
55,4,9204558,1,8,1,Salix seedling/sp
55,4,9202185,1,10,1,Viburnum opulus
55,4,920569,1,32,1,Crataegus monogyna
55,4,920557,1,114,1,Corylus avellana
55,4,920557,1,122,2,Corylus avellana
55,4,9205,2,1,1,Acer pseudoplatanus
55,4,9201023,2,1,1,Ilex aquifolium
55,4,920841,2,2,1,Fraxinus excelsior (c)
55,4,9204558,2,5,1,Salix seedling/sp
55,4,920557,2,6,2,Corylus avellana
55,4,920841,3,1,1,Fraxinus excelsior (c)
55,4,9204558,3,1,1,Salix seedling/sp
55,4,920557,3,2,2,Corylus avellana
55,5,920841,1,1,1,Fraxinus excelsior (c)
55,5,9201960,1,1,1,Sorbus aucuparia
55,5,920569,1,2,1,Crataegus monogyna
55,5,920841,1,6,1,Fraxinus excelsior (c)
55,5,9205,1,6,2,Acer pseudoplatanus
55,5,920569,1,6,2,Crataegus monogyna
55,5,920841,1,10,2,Fraxinus excelsior (c)
55,5,920557,1,58,1,Corylus avellana
55,5,920557,1,154,2,Corylus avellana
55,5,9201960,2,1,1,Sorbus aucuparia
55,5,9201788,2,1,2,Salix caprea
55,5,920557,2,2,2,Corylus avellana
55,5,920557,2,4,1,Corylus avellana
55,5,920841,3,1,1,Fraxinus excelsior (c)
55,5,9201788,3,1,2,Salix caprea
55,6,9201617,1,2,2,Prunus spinosa
55,6,920569,1,4,2,Crataegus monogyna
55,6,920557,1,102,2,Corylus avellana
55,6,920557,2,4,2,Corylus avellana
55,6,920841,3,1,2,Fraxinus excelsior (c)
55,6,9204446,4,1,2,Quercus seedling/sp
55,6,920841,5,1,2,Fraxinus excelsior (c)
55,6,920841,16,1,2,Fraxinus excelsior (c)
55,7,9201708,1,2,2,Rosa canina agg.
55,7,920569,1,4,2,Crataegus monogyna
55,7,9201617,1,4,2,Prunus spinosa
55,7,920841,1,5,1,Fraxinus excelsior (c)
55,7,920569,1,6,1,Crataegus monogyna
55,7,920569,1,6,2,Crataegus monogyna
55,7,920569,1,10,2,Crataegus monogyna
55,7,920841,1,12,1,Fraxinus excelsior (c)
55,7,920841,1,16,2,Fraxinus excelsior (c)
55,7,920557,1,22,2,Corylus avellana
55,7,9201023,1,24,1,Ilex aquifolium
55,7,920569,2,1,2,Crataegus monogyna
55,7,920841,2,1,2,Fraxinus excelsior (c)
55,7,920841,3,2,2,Fraxinus excelsior (c)
55,7,920841,4,1,2,Fraxinus excelsior (c)
55,7,9204446,4,1,2,Quercus seedling/sp
55,7,9205,5,2,2,Acer pseudoplatanus
55,7,9205,6,1,2,Acer pseudoplatanus
55,8,920569,1,2,1,Crataegus monogyna
55,8,9202185,1,2,1,Viburnum opulus
55,8,9201023,1,2,2,Ilex aquifolium
55,8,9201960,1,2,2,Sorbus aucuparia
55,8,9201960,1,4,2,Sorbus aucuparia
55,8,920762,1,6,1,Euonymus europaeus
55,8,920841,1,6,2,Fraxinus excelsior (c)
55,8,9201960,1,8,2,Sorbus aucuparia
55,8,920557,1,40,2,Corylus avellana
55,8,920841,1,48,1,Fraxinus excelsior (c)
55,8,920557,1,88,1,Corylus avellana
55,8,920841,2,1,1,Fraxinus excelsior (c)
55,8,920841,2,2,2,Fraxinus excelsior (c)
55,8,920557,2,14,1,Corylus avellana
55,8,920557,3,2,1,Corylus avellana
55,8,920841,3,2,1,Fraxinus excelsior (c)
55,8,920841,3,2,2,Fraxinus excelsior (c)
55,8,920841,4,2,1,Fraxinus excelsior (c)
55,8,920841,4,3,2,Fraxinus excelsior (c)
55,8,920841,5,1,1,Fraxinus excelsior (c)
55,8,920841,5,1,2,Fraxinus excelsior (c)
55,8,920841,6,2,1,Fraxinus excelsior (c)
55,8,920841,7,2,1,Fraxinus excelsior (c)
55,8,920841,8,2,1,Fraxinus excelsior (c)
55,9,920841,1,1,1,Fraxinus excelsior (c)
55,9,920569,1,2,1,Crataegus monogyna
55,9,920569,1,2,2,Crataegus monogyna
55,9,920841,1,8,2,Fraxinus excelsior (c)
55,9,920557,1,10,1,Corylus avellana
55,9,920557,1,74,2,Corylus avellana
55,9,9205313,1,76,1,Ulex sp./seedling
55,9,920557,2,2,2,Corylus avellana
55,9,920841,2,5,2,Fraxinus excelsior (c)
55,9,920569,3,1,1,Crataegus monogyna
55,9,920841,3,1,2,Fraxinus excelsior (c)
55,9,920841,4,1,2,Fraxinus excelsior (c)
55,9,920841,5,1,2,Fraxinus excelsior (c)
55,10,920841,1,1,2,Fraxinus excelsior (c)
55,10,920569,1,2,2,Crataegus monogyna
55,10,920810,1,2,2,Fagus sylvatica
55,10,920841,1,2,2,Fraxinus excelsior (c)
55,10,9201960,1,2,2,Sorbus aucuparia
55,10,9201960,1,4,2,Sorbus aucuparia
55,10,920557,1,48,2,Corylus avellana
55,10,920841,2,1,2,Fraxinus excelsior (c)
55,11,920841,1,1,1,Fraxinus excelsior (c)
55,11,920569,1,4,1,Crataegus monogyna
55,11,920841,1,6,2,Fraxinus excelsior (c)
55,11,9201617,1,14,1,Prunus spinosa
55,11,920557,1,46,2,Corylus avellana
55,11,920557,1,71,1,Corylus avellana
55,11,920557,1,302,1,Corylus avellana
55,11,920810,2,1,1,Fagus sylvatica
55,11,920841,2,1,1,Fraxinus excelsior (c)
55,11,920569,2,2,1,Crataegus monogyna
55,11,9201617,2,2,1,Prunus spinosa
55,11,920557,2,2,2,Corylus avellana
55,11,920841,2,5,2,Fraxinus excelsior (c)
55,11,920557,2,12,1,Corylus avellana
55,11,920557,2,14,1,Corylus avellana
55,11,920841,3,1,1,Fraxinus excelsior (c)
55,11,920569,3,1,2,Crataegus monogyna
55,11,920569,3,2,1,Crataegus monogyna
55,11,920841,3,3,2,Fraxinus excelsior (c)
55,11,920841,4,1,2,Fraxinus excelsior (c)
55,11,920841,5,1,2,Fraxinus excelsior (c)
55,11,920841,7,1,1,Fraxinus excelsior (c)
