SITE,PLOT,BRC,DBH_class,Count,Yr,BRC names
4,2,920557,1,146,2,Corylus avellana
4,2,920557,1,194,1,Corylus avellana
4,2,9204445,2,2,2,Betula seedling/sp
4,2,920569,2,3,1,Crataegus monogyna
4,2,920557,2,4,1,Corylus avellana
4,2,920841,2,17,1,Fraxinus excelsior (c)
4,2,920557,2,40,2,Corylus avellana
4,2,920569,3,1,1,Crataegus monogyna
4,2,920841,3,3,1,Fraxinus excelsior (c)
4,2,9204445,3,7,2,Betula seedling/sp
4,2,920841,4,2,1,Fraxinus excelsior (c)
4,2,9204445,4,9,2,Betula seedling/sp
4,2,9204445,5,5,2,Betula seedling/sp
4,2,9204445,6,1,2,Betula seedling/sp
4,2,9204445,7,1,2,Betula seedling/sp
4,3,920841,1,2,1,Fraxinus excelsior (c)
4,3,920569,1,2,2,Crataegus monogyna
4,3,9201960,1,2,2,Sorbus aucuparia
4,3,920841,1,4,1,Fraxinus excelsior (c)
4,3,920569,1,13,1,Crataegus monogyna
4,3,920569,1,18,1,Crataegus monogyna
4,3,920841,1,20,2,Fraxinus excelsior (c)
4,3,920557,1,104,2,Corylus avellana
4,3,920557,1,202,1,Corylus avellana
4,3,920841,2,2,2,Fraxinus excelsior (c)
4,3,920557,2,4,2,Corylus avellana
4,3,920841,2,5,1,Fraxinus excelsior (c)
4,3,920557,2,8,1,Corylus avellana
4,3,920569,2,9,1,Crataegus monogyna
4,3,920569,3,2,1,Crataegus monogyna
4,3,920841,3,4,1,Fraxinus excelsior (c)
4,3,920557,3,4,2,Corylus avellana
4,3,9204445,3,7,2,Betula seedling/sp
4,3,9204445,4,6,2,Betula seedling/sp
4,3,9204445,5,7,2,Betula seedling/sp
4,3,9204445,6,2,2,Betula seedling/sp
4,4,920841,1,2,1,Fraxinus excelsior (c)
4,4,9201960,1,12,1,Sorbus aucuparia
4,4,920557,1,86,1,Corylus avellana
4,4,9204445,2,3,1,Betula seedling/sp
4,4,920557,2,4,1,Corylus avellana
4,4,9204445,3,2,1,Betula seedling/sp
4,4,9204445,4,2,1,Betula seedling/sp
4,4,9204445,5,1,1,Betula seedling/sp
4,5,920569,1,2,1,Crataegus monogyna
4,5,920841,1,2,2,Fraxinus excelsior (c)
4,5,9204314,1,3,1,Ulmus sp.
4,5,920841,1,8,1,Fraxinus excelsior (c)
4,5,920557,1,106,1,Corylus avellana
4,5,920557,1,146,2,Corylus avellana
4,5,9204445,2,1,2,Betula seedling/sp
4,5,920841,2,2,1,Fraxinus excelsior (c)
4,5,9204314,2,3,1,Ulmus sp.
4,5,920557,2,4,1,Corylus avellana
4,5,920557,2,10,2,Corylus avellana
4,5,920569,3,1,1,Crataegus monogyna
4,5,9204314,3,1,1,Ulmus sp.
4,5,9204445,3,1,2,Betula seedling/sp
4,5,9204445,4,1,2,Betula seedling/sp
4,5,9204314,4,6,1,Ulmus sp.
4,5,920841,5,1,1,Fraxinus excelsior (c)
4,5,9204445,5,1,2,Betula seedling/sp
4,5,9204314,6,2,1,Ulmus sp.
4,6,9203,1,2,1,Acer campestre
4,6,920569,1,2,1,Crataegus monogyna
4,6,920841,1,2,2,Fraxinus excelsior (c)
4,6,920841,1,4,2,Fraxinus excelsior (c)
4,6,9201023,1,4,2,Ilex aquifolium
4,6,920841,1,6,2,Fraxinus excelsior (c)
4,6,920841,1,10,1,Fraxinus excelsior (c)
4,6,920569,1,12,2,Crataegus monogyna
4,6,920569,1,28,1,Crataegus monogyna
4,6,920557,1,78,1,Corylus avellana
4,6,920557,1,152,2,Corylus avellana
4,6,9203,2,1,1,Acer campestre
4,6,920569,2,1,1,Crataegus monogyna
4,6,920841,2,1,2,Fraxinus excelsior (c)
4,6,920557,2,2,2,Corylus avellana
4,6,920841,2,3,1,Fraxinus excelsior (c)
4,6,9203,2,3,2,Acer campestre
4,6,920557,2,6,1,Corylus avellana
4,6,9203,3,1,1,Acer campestre
4,6,9203,3,1,2,Acer campestre
4,6,920569,3,2,2,Crataegus monogyna
4,6,920841,3,3,1,Fraxinus excelsior (c)
4,6,920841,4,1,2,Fraxinus excelsior (c)
4,6,9203,4,2,2,Acer campestre
4,6,920841,5,1,2,Fraxinus excelsior (c)
4,6,9203,6,1,2,Acer campestre
4,6,920841,7,1,1,Fraxinus excelsior (c)
4,6,9204446,8,1,2,Quercus seedling/sp
4,6,920841,11,1,2,Fraxinus excelsior (c)
4,7,9201815,1,2,1,Sambucus nigra
4,7,920569,1,4,1,Crataegus monogyna
4,7,9201705,1,4,1,Rosa seedling/sp
4,7,920841,1,6,1,Fraxinus excelsior (c)
4,7,920841,1,12,2,Fraxinus excelsior (c)
4,7,9203,1,20,1,Acer campestre
4,7,920569,1,26,1,Crataegus monogyna
4,7,920569,1,48,2,Crataegus monogyna
4,7,920557,1,50,2,Corylus avellana
4,7,920557,1,66,1,Corylus avellana
4,7,9204445,2,1,2,Betula seedling/sp
4,7,9203,2,2,2,Acer campestre
4,7,920557,2,2,2,Corylus avellana
4,7,920841,2,3,2,Fraxinus excelsior (c)
4,7,920569,2,4,1,Crataegus monogyna
4,7,920841,2,5,1,Fraxinus excelsior (c)
4,7,9203,3,1,1,Acer campestre
4,7,920569,3,1,1,Crataegus monogyna
4,7,9204445,3,1,2,Betula seedling/sp
4,7,920841,3,2,2,Fraxinus excelsior (c)
4,7,920557,3,4,2,Corylus avellana
4,7,920841,4,1,2,Fraxinus excelsior (c)
4,7,9204446,7,1,1,Quercus seedling/sp
4,8,920841,1,1,1,Fraxinus excelsior (c)
4,8,9204445,1,1,1,Betula seedling/sp
4,8,9203,1,2,2,Acer campestre
4,8,9204445,1,2,2,Betula seedling/sp
4,8,9204446,1,2,2,Quercus seedling/sp
4,8,920569,1,3,2,Crataegus monogyna
4,8,920841,1,3,2,Fraxinus excelsior (c)
4,8,920569,1,4,2,Crataegus monogyna
4,8,9204445,1,8,1,Betula seedling/sp
4,8,920841,1,24,2,Fraxinus excelsior (c)
4,8,920841,1,30,1,Fraxinus excelsior (c)
4,8,920557,1,38,2,Corylus avellana
4,8,9204445,2,1,1,Betula seedling/sp
4,8,920569,2,1,2,Crataegus monogyna
4,8,920841,2,1,2,Fraxinus excelsior (c)
4,8,920557,2,8,2,Corylus avellana
4,8,920569,3,1,2,Crataegus monogyna
4,8,920569,4,1,2,Crataegus monogyna
4,8,9204314,7,1,1,Ulmus sp.
4,8,920569,10,1,1,Crataegus monogyna
4,8,9204446,13,1,1,Quercus seedling/sp
4,9,920569,1,2,2,Crataegus monogyna
4,9,920841,1,2,2,Fraxinus excelsior (c)
4,9,9201815,1,6,1,Sambucus nigra
4,9,9201815,1,34,2,Sambucus nigra
4,9,9201815,2,2,1,Sambucus nigra
4,9,920569,2,3,1,Crataegus monogyna
4,9,9201815,2,4,2,Sambucus nigra
4,9,920569,3,1,1,Crataegus monogyna
4,9,9201815,3,2,1,Sambucus nigra
4,9,9201815,3,2,2,Sambucus nigra
4,10,9203,1,1,1,Acer campestre
4,10,920841,1,1,1,Fraxinus excelsior (c)
4,10,920841,1,2,2,Fraxinus excelsior (c)
4,10,920841,1,4,1,Fraxinus excelsior (c)
4,10,920569,1,4,2,Crataegus monogyna
4,10,920548,1,6,1,Cornus sanguinea
4,10,920557,1,8,1,Corylus avellana
4,10,920557,1,18,2,Corylus avellana
4,10,920841,2,1,2,Fraxinus excelsior (c)
4,10,9204446,2,2,1,Quercus seedling/sp
4,10,920841,2,3,1,Fraxinus excelsior (c)
4,10,920548,2,4,1,Cornus sanguinea
4,10,920557,2,6,2,Corylus avellana
4,10,920841,3,1,2,Fraxinus excelsior (c)
4,10,920841,3,3,1,Fraxinus excelsior (c)
4,10,9204446,4,1,1,Quercus seedling/sp
4,10,920841,4,1,2,Fraxinus excelsior (c)
4,10,9203,4,2,1,Acer campestre
4,10,920841,4,2,1,Fraxinus excelsior (c)
4,10,9204446,5,2,1,Quercus seedling/sp
4,10,920841,6,1,1,Fraxinus excelsior (c)
4,10,9204446,9,1,1,Quercus seedling/sp
4,11,920557,1,36,1,Corylus avellana
4,11,9201960,3,1,1,Sorbus aucuparia
4,11,920569,3,2,1,Crataegus monogyna
4,11,920569,4,1,1,Crataegus monogyna
4,11,920569,5,1,1,Crataegus monogyna
4,11,9201960,5,1,1,Sorbus aucuparia
4,11,9204314,5,1,1,Ulmus sp.
4,11,920569,6,1,1,Crataegus monogyna
4,11,920841,8,1,1,Fraxinus excelsior (c)
4,11,920841,9,1,1,Fraxinus excelsior (c)
4,11,920841,10,1,1,Fraxinus excelsior (c)
4,12,920569,1,1,1,Crataegus monogyna
4,12,920569,1,2,1,Crataegus monogyna
4,12,920557,1,14,2,Corylus avellana
4,12,920841,1,18,1,Fraxinus excelsior (c)
4,12,920841,1,19,1,Fraxinus excelsior (c)
4,12,920557,1,78,1,Corylus avellana
4,12,920557,2,2,1,Corylus avellana
4,12,920569,2,2,1,Crataegus monogyna
4,12,920569,2,5,2,Crataegus monogyna
4,12,9204446,2,6,1,Quercus seedling/sp
4,12,920557,2,10,2,Corylus avellana
4,12,920841,2,18,1,Fraxinus excelsior (c)
4,12,920569,3,1,1,Crataegus monogyna
4,12,9204446,3,2,1,Quercus seedling/sp
4,12,920569,3,2,2,Crataegus monogyna
4,12,920841,3,7,1,Fraxinus excelsior (c)
4,12,9204446,4,2,1,Quercus seedling/sp
4,12,920569,5,1,2,Crataegus monogyna
4,12,9204446,8,1,1,Quercus seedling/sp
4,12,920841,11,1,2,Fraxinus excelsior (c)
4,12,9204446,15,1,2,Quercus seedling/sp
4,13,920841,1,1,1,Fraxinus excelsior (c)
4,13,9204445,1,1,1,Betula seedling/sp
4,13,920841,1,2,1,Fraxinus excelsior (c)
4,13,9201023,1,4,2,Ilex aquifolium
4,13,920569,1,8,1,Crataegus monogyna
4,13,920841,1,24,2,Fraxinus excelsior (c)
4,13,920557,1,78,2,Corylus avellana
4,13,920557,1,228,1,Corylus avellana
4,13,920841,2,1,1,Fraxinus excelsior (c)
4,13,920569,2,1,2,Crataegus monogyna
4,13,9204445,2,2,1,Betula seedling/sp
4,13,920557,2,2,2,Corylus avellana
4,13,9204314,2,2,2,Ulmus sp.
4,13,9204445,2,3,2,Betula seedling/sp
4,13,920557,2,34,1,Corylus avellana
4,13,9204445,3,1,1,Betula seedling/sp
4,13,9204445,3,1,2,Betula seedling/sp
4,13,920557,3,4,1,Corylus avellana
4,13,9204445,4,3,2,Betula seedling/sp
4,13,920841,5,1,1,Fraxinus excelsior (c)
4,13,9204445,5,3,2,Betula seedling/sp
4,13,920841,6,1,1,Fraxinus excelsior (c)
4,13,9204445,6,3,2,Betula seedling/sp
4,13,9204445,8,1,2,Betula seedling/sp
4,13,9204445,9,1,2,Betula seedling/sp
4,14,9203,1,1,2,Acer campestre
4,14,920841,1,2,2,Fraxinus excelsior (c)
4,14,920841,1,10,1,Fraxinus excelsior (c)
4,14,920557,1,124,2,Corylus avellana
4,14,920557,1,130,1,Corylus avellana
4,14,9203,2,3,2,Acer campestre
4,14,920557,2,24,1,Corylus avellana
4,14,920557,2,44,2,Corylus avellana
4,14,9204445,3,1,1,Betula seedling/sp
4,14,9203,3,1,2,Acer campestre
4,14,920841,3,1,2,Fraxinus excelsior (c)
4,14,920557,3,6,2,Corylus avellana
4,14,9204445,4,1,1,Betula seedling/sp
4,14,920841,5,2,2,Fraxinus excelsior (c)
4,14,9204445,6,1,2,Betula seedling/sp
4,14,9204445,7,2,1,Betula seedling/sp
4,15,9204445,1,1,1,Betula seedling/sp
4,15,920569,1,2,1,Crataegus monogyna
4,15,9201960,1,2,1,Sorbus aucuparia
4,15,920841,1,3,1,Fraxinus excelsior (c)
4,15,920557,1,8,1,Corylus avellana
4,15,920841,1,48,1,Fraxinus excelsior (c)
4,15,920557,1,70,2,Corylus avellana
4,15,9204445,2,1,1,Betula seedling/sp
4,15,920557,2,40,2,Corylus avellana
4,15,920841,3,2,1,Fraxinus excelsior (c)
4,15,9204445,3,2,1,Betula seedling/sp
4,15,920557,3,4,2,Corylus avellana
4,15,9204445,4,1,1,Betula seedling/sp
4,15,920841,4,1,2,Fraxinus excelsior (c)
4,15,920841,5,2,1,Fraxinus excelsior (c)
4,15,9204445,5,3,1,Betula seedling/sp
4,15,9204445,6,1,1,Betula seedling/sp
4,15,9204445,6,2,2,Betula seedling/sp
4,15,9204445,7,1,1,Betula seedling/sp
4,15,920841,11,1,2,Fraxinus excelsior (c)
4,16,920841,1,2,1,Fraxinus excelsior (c)
4,16,9201960,1,4,1,Sorbus aucuparia
4,16,9204445,1,4,1,Betula seedling/sp
4,16,920841,1,4,2,Fraxinus excelsior (c)
4,16,920557,1,6,1,Corylus avellana
4,16,9201815,1,6,1,Sambucus nigra
4,16,920557,1,48,2,Corylus avellana
4,16,9204314,2,1,1,Ulmus sp.
4,16,9204445,2,1,2,Betula seedling/sp
4,16,9204446,2,2,1,Quercus seedling/sp
4,16,9201960,2,4,2,Sorbus aucuparia
4,16,9204445,2,6,1,Betula seedling/sp
4,16,920557,2,24,2,Corylus avellana
4,16,9204445,3,2,1,Betula seedling/sp
4,16,9204445,3,2,2,Betula seedling/sp
4,16,920557,3,4,2,Corylus avellana
4,16,9204446,4,1,1,Quercus seedling/sp
4,16,9204445,4,1,2,Betula seedling/sp
4,16,9204445,4,3,1,Betula seedling/sp
4,16,9204314,5,1,1,Ulmus sp.
4,16,9204445,5,1,1,Betula seedling/sp
4,16,9204445,6,1,1,Betula seedling/sp
4,16,920841,7,1,1,Fraxinus excelsior (c)
4,16,9204314,7,1,1,Ulmus sp.
4,16,9204445,7,2,2,Betula seedling/sp
4,16,9204446,8,1,2,Quercus seedling/sp
4,16,9204445,8,2,1,Betula seedling/sp
4,16,9204445,9,1,2,Betula seedling/sp
5,1,920841,1,7,1,Fraxinus excelsior (c)
5,1,920548,1,18,1,Cornus sanguinea
5,1,9204446,1,20,1,Quercus seedling/sp
5,1,9203,1,68,1,Acer campestre
5,1,920557,1,530,1,Corylus avellana
5,1,920841,2,11,1,Fraxinus excelsior (c)
5,1,9204445,3,1,1,Betula seedling/sp
5,1,920841,3,4,1,Fraxinus excelsior (c)
5,1,9204445,5,1,1,Betula seedling/sp
5,2,920569,1,1,1,Crataegus monogyna
5,2,920841,1,2,1,Fraxinus excelsior (c)
5,2,9202185,1,6,1,Viburnum opulus
5,2,9204445,1,7,1,Betula seedling/sp
5,2,920569,1,8,1,Crataegus monogyna
5,2,9202184,1,12,1,Viburnum lantana
5,2,920548,1,20,1,Cornus sanguinea
5,2,920762,1,128,1,Euonymus europaeus
5,2,920557,1,390,1,Corylus avellana
5,2,920569,2,1,1,Crataegus monogyna
5,2,9204445,2,3,1,Betula seedling/sp
5,2,920841,2,4,1,Fraxinus excelsior (c)
5,2,9204445,3,1,1,Betula seedling/sp
5,2,920841,3,6,1,Fraxinus excelsior (c)
5,3,9204558,1,1,1,Salix seedling/sp
5,3,920841,1,13,1,Fraxinus excelsior (c)
5,3,920557,1,96,2,Corylus avellana
5,3,920557,1,228,1,Corylus avellana
5,3,9204446,2,3,1,Quercus seedling/sp
5,3,920841,2,12,1,Fraxinus excelsior (c)
5,3,9204446,3,1,1,Quercus seedling/sp
5,3,9204445,3,5,1,Betula seedling/sp
5,3,920841,3,10,1,Fraxinus excelsior (c)
5,3,920841,4,1,1,Fraxinus excelsior (c)
5,3,9204445,4,1,1,Betula seedling/sp
5,3,9204446,4,2,1,Quercus seedling/sp
5,3,9204445,5,1,1,Betula seedling/sp
5,3,9204442,6,1,2,Larix sp.
5,3,9204442,7,2,2,Larix sp.
5,3,9204442,8,1,2,Larix sp.
5,3,9204446,15,1,1,Quercus seedling/sp
5,4,9205,1,2,1,Acer pseudoplatanus
5,4,9201470,1,5,1,Picea abies
5,4,9205,1,8,1,Acer pseudoplatanus
5,4,920810,1,14,1,Fagus sylvatica
5,4,9201470,1,28,1,Picea abies
5,4,9204446,1,38,1,Quercus seedling/sp
5,4,920557,1,172,1,Corylus avellana
5,4,9204445,1,240,1,Betula seedling/sp
5,4,9201470,2,4,1,Picea abies
5,4,9204442,7,2,2,Larix sp.
5,4,9204442,8,3,2,Larix sp.
5,5,9204445,1,2,1,Betula seedling/sp
5,5,9205,1,3,1,Acer pseudoplatanus
5,5,9205,1,4,1,Acer pseudoplatanus
5,5,920810,1,4,1,Fagus sylvatica
5,5,920841,1,4,1,Fraxinus excelsior (c)
5,5,9201470,1,4,1,Picea abies
5,5,9204446,1,4,1,Quercus seedling/sp
5,5,9204445,1,5,1,Betula seedling/sp
5,5,920548,1,8,1,Cornus sanguinea
5,5,9201815,1,8,2,Sambucus nigra
5,5,9201470,1,12,1,Picea abies
5,5,9204558,1,12,1,Salix seedling/sp
5,5,920557,1,50,2,Corylus avellana
5,5,920557,1,178,1,Corylus avellana
5,5,9205,2,1,1,Acer pseudoplatanus
5,5,9204446,2,1,1,Quercus seedling/sp
5,5,9201470,2,2,1,Picea abies
5,5,9204445,2,4,1,Betula seedling/sp
5,5,9204445,3,4,1,Betula seedling/sp
5,5,9204445,4,6,1,Betula seedling/sp
5,5,9204445,6,1,1,Betula seedling/sp
5,5,9204446,7,1,1,Quercus seedling/sp
5,5,9204442,7,1,2,Larix sp.
5,5,9204442,7,4,2,Larix sp.
5,5,9204442,8,1,2,Larix sp.
5,5,9204442,9,2,2,Larix sp.
5,6,9204446,1,2,1,Quercus seedling/sp
5,6,920557,1,3,1,Corylus avellana
5,6,920557,1,32,1,Corylus avellana
5,6,9204445,2,3,1,Betula seedling/sp
5,6,9204446,2,3,1,Quercus seedling/sp
5,6,920557,2,6,1,Corylus avellana
5,6,9204446,3,1,1,Quercus seedling/sp
5,6,9204445,3,2,1,Betula seedling/sp
5,6,9204446,4,1,1,Quercus seedling/sp
5,6,9204445,4,2,1,Betula seedling/sp
5,6,9204445,4,4,1,Betula seedling/sp
5,6,9204445,5,1,1,Betula seedling/sp
5,7,9203,1,3,1,Acer campestre
5,7,920841,1,7,1,Fraxinus excelsior (c)
5,7,920557,1,96,2,Corylus avellana
5,7,920557,1,252,1,Corylus avellana
5,7,9203,2,7,1,Acer campestre
5,7,920841,2,14,1,Fraxinus excelsior (c)
5,7,920557,2,24,2,Corylus avellana
5,7,920557,2,30,1,Corylus avellana
5,7,920557,3,6,2,Corylus avellana
5,7,920841,3,14,1,Fraxinus excelsior (c)
5,7,9204658,4,1,2,Abies sp.
5,7,920841,4,2,1,Fraxinus excelsior (c)
5,7,920239,5,1,2,Betula pendula
5,7,9204658,5,1,2,Abies sp.
5,7,9201788,6,1,2,Salix caprea
5,8,920841,1,4,1,Fraxinus excelsior (c)
5,8,9203,1,7,1,Acer campestre
5,8,9203,1,10,1,Acer campestre
5,8,9201815,1,14,1,Sambucus nigra
5,8,920841,1,20,2,Fraxinus excelsior (c)
5,8,920557,1,128,1,Corylus avellana
5,8,920557,1,186,2,Corylus avellana
5,8,9204658,2,2,2,Abies sp.
5,8,9203,2,6,1,Acer campestre
5,8,920841,2,7,1,Fraxinus excelsior (c)
5,8,9203,3,2,1,Acer campestre
5,8,9204658,3,2,2,Abies sp.
5,8,920841,3,6,1,Fraxinus excelsior (c)
5,8,920841,4,2,1,Fraxinus excelsior (c)
5,8,9204446,18,1,1,Quercus seedling/sp
5,8,9204446,19,1,2,Quercus seedling/sp
5,9,9203,1,1,1,Acer campestre
5,9,920841,1,2,1,Fraxinus excelsior (c)
5,9,9202022,1,2,2,Symphoricarpos albus
5,9,9204314,1,9,1,Ulmus sp.
5,9,920557,1,148,2,Corylus avellana
5,9,920557,1,188,1,Corylus avellana
5,9,9204314,2,1,1,Ulmus sp.
5,9,9201815,2,2,2,Sambucus nigra
5,9,9203,2,4,1,Acer campestre
5,9,920841,2,4,1,Fraxinus excelsior (c)
5,9,920557,2,24,2,Corylus avellana
5,9,920557,2,32,1,Corylus avellana
5,9,9203,3,1,1,Acer campestre
5,9,9204314,3,1,1,Ulmus sp.
5,9,920841,3,1,2,Fraxinus excelsior (c)
5,9,920841,3,12,1,Fraxinus excelsior (c)
5,9,920841,4,2,1,Fraxinus excelsior (c)
5,9,9204314,5,1,1,Ulmus sp.
5,10,920841,1,1,1,Fraxinus excelsior (c)
5,10,920569,1,8,1,Crataegus monogyna
5,10,920762,1,24,1,Euonymus europaeus
5,10,9202185,1,36,1,Viburnum opulus
5,10,9202184,1,106,1,Viburnum lantana
5,10,920557,1,256,1,Corylus avellana
5,10,920569,2,1,1,Crataegus monogyna
5,10,9201958,2,1,1,Sorbus aria
5,10,920762,2,2,1,Euonymus europaeus
5,10,9202185,2,2,1,Viburnum opulus
5,10,920841,2,4,1,Fraxinus excelsior (c)
5,10,920557,2,20,1,Corylus avellana
5,10,920569,3,1,1,Crataegus monogyna
5,11,920841,1,10,1,Fraxinus excelsior (c)
5,11,9204558,1,16,1,Salix seedling/sp
5,11,920762,1,24,1,Euonymus europaeus
5,11,920841,1,28,1,Fraxinus excelsior (c)
5,11,9202184,1,98,1,Viburnum lantana
5,11,920841,2,29,1,Fraxinus excelsior (c)
5,11,920841,3,13,1,Fraxinus excelsior (c)
5,11,9204442,6,1,1,Larix sp.
5,11,920841,23,1,1,Fraxinus excelsior (c)
5,12,9205,1,4,1,Acer pseudoplatanus
5,12,920841,1,4,1,Fraxinus excelsior (c)
5,12,920841,1,5,2,Fraxinus excelsior (c)
5,12,9202184,1,6,1,Viburnum lantana
5,12,9201230,1,8,2,Malus sylvestris
5,12,920810,1,10,1,Fagus sylvatica
5,12,9205,1,20,2,Acer pseudoplatanus
5,12,9201470,1,36,1,Picea abies
5,12,920557,1,84,2,Corylus avellana
5,12,920557,1,164,1,Corylus avellana
5,12,920841,3,2,2,Fraxinus excelsior (c)
5,12,9202401,5,1,2,Picea sitchensis
5,12,920841,5,6,2,Fraxinus excelsior (c)
5,12,9205,6,1,1,Acer pseudoplatanus
5,12,920841,7,1,1,Fraxinus excelsior (c)
5,13,9204442,1,2,1,Larix sp.
5,13,9204445,1,2,1,Betula seedling/sp
5,13,9204446,1,2,1,Quercus seedling/sp
5,13,9204445,1,6,1,Betula seedling/sp
5,13,920548,1,18,1,Cornus sanguinea
5,13,920557,1,32,2,Corylus avellana
5,13,920557,1,92,1,Corylus avellana
5,13,9204445,2,1,1,Betula seedling/sp
5,13,9204442,2,18,1,Larix sp.
5,13,920841,3,1,2,Fraxinus excelsior (c)
5,13,9204442,3,16,1,Larix sp.
5,13,9204442,4,1,1,Larix sp.
5,13,920841,4,1,2,Fraxinus excelsior (c)
5,13,9204446,5,1,2,Quercus seedling/sp
5,13,920841,5,3,2,Fraxinus excelsior (c)
5,13,9204442,6,1,2,Larix sp.
5,13,920841,7,1,2,Fraxinus excelsior (c)
5,13,9204442,7,1,2,Larix sp.
5,13,920841,8,2,2,Fraxinus excelsior (c)
5,14,920841,1,2,1,Fraxinus excelsior (c)
5,14,9201611,1,2,1,Prunus avium
5,14,9201815,1,8,1,Sambucus nigra
5,14,920557,1,114,1,Corylus avellana
5,14,9201611,2,2,1,Prunus avium
5,14,920841,2,6,1,Fraxinus excelsior (c)
5,14,9201611,3,1,1,Prunus avium
5,14,920841,3,12,1,Fraxinus excelsior (c)
5,14,920841,4,1,1,Fraxinus excelsior (c)
5,14,920841,5,1,1,Fraxinus excelsior (c)
5,14,9204446,5,1,1,Quercus seedling/sp
5,14,9201611,6,1,1,Prunus avium
5,14,9204446,6,1,1,Quercus seedling/sp
5,15,9202398,1,1,1,Chamaecyparis lawsoniana
5,15,920762,1,2,1,Euonymus europaeus
5,15,920810,1,2,1,Fagus sylvatica
5,15,920841,1,2,1,Fraxinus excelsior (c)
5,15,9202185,1,2,1,Viburnum opulus
5,15,9202184,1,6,1,Viburnum lantana
5,15,920841,1,9,1,Fraxinus excelsior (c)
5,15,920569,1,10,1,Crataegus monogyna
5,15,9202398,1,18,1,Chamaecyparis lawsoniana
5,15,920548,1,36,1,Cornus sanguinea
5,15,920557,1,60,2,Corylus avellana
5,15,920557,1,228,1,Corylus avellana
5,15,920557,2,4,1,Corylus avellana
5,15,920841,2,8,1,Fraxinus excelsior (c)
5,15,9202398,2,9,1,Chamaecyparis lawsoniana
5,15,9202398,3,1,1,Chamaecyparis lawsoniana
5,15,9204446,3,1,1,Quercus seedling/sp
5,15,9204445,6,1,1,Betula seedling/sp
5,15,920841,6,1,2,Fraxinus excelsior (c)
5,15,9204442,6,1,2,Larix sp.
5,15,9204442,7,1,2,Larix sp.
5,15,9204442,9,1,2,Larix sp.
5,16,9204442,1,1,1,Larix sp.
5,16,9204445,1,2,1,Betula seedling/sp
5,16,9204446,1,8,1,Quercus seedling/sp
5,16,9201023,1,14,2,Ilex aquifolium
5,16,920557,1,60,2,Corylus avellana
5,16,920557,1,136,1,Corylus avellana
5,16,9201611,2,1,1,Prunus avium
5,16,9204442,2,14,1,Larix sp.
5,16,920557,2,14,2,Corylus avellana
5,16,920810,3,1,2,Fagus sylvatica
5,16,920557,3,8,2,Corylus avellana
5,16,9204442,3,9,1,Larix sp.
5,16,9204442,4,2,1,Larix sp.
5,16,920239,5,2,2,Betula pendula
5,16,9204442,6,1,2,Larix sp.
5,16,9204442,8,2,2,Larix sp.
6,1,9204445,1,1,2,Betula seedling/sp
6,1,9205,1,8,1,Acer pseudoplatanus
6,1,9205,2,3,2,Acer pseudoplatanus
6,1,9205,2,4,1,Acer pseudoplatanus
6,1,9204445,2,4,2,Betula seedling/sp
6,1,9205,3,1,1,Acer pseudoplatanus
6,1,9205,3,1,2,Acer pseudoplatanus
6,1,9204445,3,5,2,Betula seedling/sp
6,1,9201960,4,1,2,Sorbus aucuparia
6,1,9204445,4,2,2,Betula seedling/sp
6,1,9205,6,1,1,Acer pseudoplatanus
6,1,9204446,11,1,1,Quercus seedling/sp
6,1,9204446,12,1,2,Quercus seedling/sp
6,1,9204446,14,1,2,Quercus seedling/sp
6,2,920557,1,2,2,Corylus avellana
6,2,9205,1,4,1,Acer pseudoplatanus
6,2,920569,1,4,2,Crataegus monogyna
6,2,920841,1,10,1,Fraxinus excelsior (c)
6,2,9205,1,12,2,Acer pseudoplatanus
6,2,920841,1,46,2,Fraxinus excelsior (c)
6,2,920557,1,84,1,Corylus avellana
6,2,9203,2,1,1,Acer campestre
6,2,9205,2,1,2,Acer pseudoplatanus
6,2,920557,2,8,1,Corylus avellana
6,2,920841,3,1,1,Fraxinus excelsior (c)
6,2,9204314,3,1,1,Ulmus sp.
6,2,920557,3,2,1,Corylus avellana
6,2,9204314,4,1,1,Ulmus sp.
6,2,9205,4,1,2,Acer pseudoplatanus
6,2,920557,4,2,1,Corylus avellana
6,2,920841,5,2,2,Fraxinus excelsior (c)
6,2,9204314,6,1,1,Ulmus sp.
6,2,9204445,6,1,1,Betula seedling/sp
6,2,920841,6,1,2,Fraxinus excelsior (c)
6,2,920841,7,1,1,Fraxinus excelsior (c)
6,2,920841,7,2,2,Fraxinus excelsior (c)
6,2,920841,8,1,1,Fraxinus excelsior (c)
6,2,9204446,15,1,1,Quercus seedling/sp
6,3,9205,1,2,2,Acer pseudoplatanus
6,3,920557,1,2,2,Corylus avellana
6,3,9201023,1,2,2,Ilex aquifolium
6,3,920841,1,6,1,Fraxinus excelsior (c)
6,3,920841,1,8,1,Fraxinus excelsior (c)
6,3,920557,1,68,1,Corylus avellana
6,3,920557,1,68,2,Corylus avellana
6,3,920841,2,4,1,Fraxinus excelsior (c)
6,3,9205,2,5,2,Acer pseudoplatanus
6,3,920557,2,6,1,Corylus avellana
6,3,9205,3,1,2,Acer pseudoplatanus
6,3,9202122,3,1,2,Ulmus procera
6,3,920569,3,2,2,Crataegus monogyna
6,3,920841,3,8,1,Fraxinus excelsior (c)
6,3,920841,4,1,1,Fraxinus excelsior (c)
