Site,Plot,alpha,cover,allelos,lba,som,pH,amtrees,amcover,nvc,ms,flag
92,6,11,27.5,4,2.316924582,12.141,5.547,298.4513021,24,W10,em,t
92,7,7,10,0,0.565486678,16.52382,4.377,7.853981634,164,W16,em,t
92,8,14,26,6,1.884955592,33.06545,5.945,223.8384766,62,OV27,am,o
92,9,4,27.5,0,1.233075117,25.58788,4.039,15.70796327,54,W16,em,t
92,10,2,50,0,0.948368282,20.34349,4.105,54.97787144,54,W16,em,t
92,11,6,83,0,1.525635932,37.09213,4.071,7.853981634,42,W16,em,t
92,12,15,80.5,3,1.413716694,13.6475,5.445,145.2986602,43,W10,em,t
92,13,6,29,0,0.585121632,15.23494,4.189,7.853981634,134,W10,em,t
92,14,19,20,2,1.547234382,10.66794,5.392,62.83185307,42,W10,em,t
92,15,13,38.5,4,0.712748833,14.15681,4.494,129.590697,45,W10,em,t
92,16,12,47.5,2,2.120575041,9.429906,4.891,294.5243113,45,W8,am,t
93,1,4,22,0,2.503456646,6.876894,5.184,0,56,W15,em,t
93,2,3,6.5,2,1.617920217,6.208851,4.478,62.83185307,42,OV27,am,o
93,3,2,2,0,0.659734457,14.1778,4.474,137.4446786,14,W15,em,t
93,4,4,7,0,4.005530633,21.60231,4.405,133.5176878,23,W16,em,t
93,5,2,1,0,1.65915362,8.790148,4.033,19.63495408,60,W16,em,t
93,6,3,7,5,2.155917959,11.8246,5.116,274.8893572,82,OV27,am,o
93,7,5,36.5,,0.345575192,9.444993,5.901,82.46680716,,W13,am,t
93,8,9,74,3,3.157300617,15.18543,4.451,247.4004215,2,OV27,am,o
93,9,8,4.5,3,1.5393804,12.13069,5.712,200.2765317,142,W8,am,t
93,10,15,71.5,2,3.063052837,7.07864,4.994,223.8384766,54,OV27,am,o
93,11,9,31.5,2,4.724169953,12.1791,5.565,62.83185307,82,W6,d,w
93,12,4,7,2,1.884955592,10.14851,4.606,66.75884389,52,W13,am,t
93,13,7,44,1,1.44120563,7.361182,5.355,161.0066235,21,W13,am,t
93,14,7,78.5,,0.184568568,9.339633,5.168,384.8451001,,OV27,am,o
93,15,3,71,2,0.227765467,14.27037,4.23,498.7278338,12,OV27,am,o
93,16,6,18,5,4.20777066,11.33466,4.343,243.4734307,3,W10,em,t
94,1,10,6,0,3.950552762,18.2,4.2,129.590697,5,W12,am,t
94,2,21,98,0,3.575525139,10.8,4.8,19.63495408,103,W10,em,t
94,3,16,74.5,0,2.028290757,13.1,4.3,82.46680716,6,W10,em,t
94,5,21,20.5,0,0.355392669,7,4.5,0,1,W14,em,t
94,9,29,44,0,0.21794799,8.2,5.3,54.97787144,162,W10,em,t
94,10,17,42,0,1.99294784,10.4,4.4,11.78097245,15,W10,em,t
94,11,21,21,0,0.852157007,5.2,4.6,62.83185307,2,W10,em,t
94,12,45,55.5,0,0.021598449,8.6,5.8,15.70796327,3,OV27,am,o
94,13,25,15,3,0.416261027,6.9,5.7,204.2035225,100,W10,em,t
94,14,1,0.5,0,1.578650308,18.4,3.8,0,1,W15,em,t
94,15,11,6,0,0.16689711,5.6,4.1,0,151,W14,em,t
94,16,2,1,0,3.231913442,7.5,4.2,0,0,W15,em,t
95,1,14,42.5,0,0.645989989,12.4,4.525,243.4734307,136,W10,em,t
95,2,22,64.5,5,0.547815219,24.5,4.798,263.1083847,4,W10,em,t
95,3,16,128.5,2,0.750055246,10.1,4.345,212.0575041,13,W10,em,t
95,4,24,117.5,1,0.502654825,10.28,4.093,212.0575041,7,W10,em,t
95,5,18,58,0,0.278816348,12.28,4.435,286.6703296,173,W10,em,t
95,6,9,54,0,0.565486678,14.62,4.528,133.5176878,4,W10,em,t
95,7,9,24.5,1,2.399391389,17.72,4.388,353.4291735,4,W10,em,t
95,8,10,16,0,0.653843971,11.2,4.149,106.0287521,5,W10,em,t
95,9,12,56.5,1,0.787361659,9.07,4.079,164.9336143,6,W10,em,t
95,10,7,24,0,0.375027623,12.57,,94.24777961,34,W10,em,t
95,11,15,48,2,1.341067364,10.59,4.266,168.8606051,7,W10,em,t
95,12,4,11.5,0,1.896736565,12.65,4.527,133.5176878,2,W16,em,t
95,13,8,10,0,1.537416905,5.92,4.084,106.0287521,5,W10,em,t
95,14,13,9,0,4.569053816,18.11,3.986,62.83185307,6,W10,em,t
95,15,6,8,0,5.059927668,9.87,4.365,27.48893572,13,W14,em,t
95,16,4,11.5,0,2.177516408,10.93,4.203,106.0287521,5,W16,em,t
96,1,8,9.5,3,4.955862411,20.9542,4.571,278.816348,4,W21,am,o
96,2,6,9,1,3.553926689,12.42433,4.688,302.3782929,2,W15,em,t
96,3,10,11,2,3.544109212,15.52539,4.319,172.7875959,3,W10,em,t
96,4,12,14,3,1.054397034,20.5429,4.775,396.6260725,14,OV27,am,o
96,5,18,33.5,1,2.581996462,19.37162,5.143,11.78097245,11,W10,em,t
96,6,7,9,5,3.312416754,10.3257,4.362,376.9911184,0,OV27,am,o
96,7,10,21.5,4,2.422953334,11.51515,4.463,443.7499623,13,W10,em,t
96,8,13,70,4,2.794053966,8.687342,5.291,329.8672286,11,W8,am,t
96,9,7,10,2,2.053816197,14.58366,4.661,109.9557429,11,W14,em,t
96,10,6,66.5,0,2.120575041,19.32648,4.115,0,0,W10,em,t
96,11,18,30.5,2,3.500912313,11.68913,5.058,490.8738521,4,W8,am,t
96,12,20,46.5,3,1.985093858,23.88031,5.975,94.24777961,6,W10,em,t
96,13,14,34,0,2.118611546,21.88791,4.847,0,3,W10,em,t
96,14,5,8,1,1.973312886,14.02467,4.201,113.8827337,12,W16,em,t
96,15,9,16,1,3.999640147,13.18784,4.329,7.853981634,10,W10,em,t
96,16,5,27.5,0,0.398589568,10.41684,4.39,0,2,W16,em,t
97,1,18,18.5,1,0.903207888,11.52668,4.602,94.24777961,3,W6,d,w
97,2,17,112,0,,12.8625,5.356,,2,W10,em,t
97,3,13,56.5,5,1.462804079,15.09726,5.736,302.3782929,21,OV27,am,o
97,4,15,69.5,3,1.741620427,9.615072,5.298,223.8384766,4,W6,d,w
97,5,18,30,0,,16.15075,6.2,,5,W6,d,w
97,6,11,34,0,0.206167018,23.31346,3.904,39.26990817,2,W10,em,t
97,7,5,17,0,1.967422399,41.12704,4.161,7.853981634,133,W10,em,t
97,8,5,2.5,3,2.743003086,33.3544,4.211,239.5464398,2,W10,em,t
97,9,8,6.5,2,0.245436926,48.00804,4.004,47.1238898,4,W10,em,t
97,10,10,5.5,0,0.484983366,50.44297,3.79,47.1238898,100,W10,em,t
97,11,7,14,1,0.115846229,21.81818,3.818,27.48893572,3,OV27,am,o
97,12,12,74.5,0,0.068722339,20.43949,3.962,0,2,W10,em,t
97,13,4,2,0,0.875718952,25.13921,3.75,94.24777961,0,W16,em,t
97,14,12,12,1,0.086393798,24.69398,4.253,23.5619449,4,W10,em,t
97,15,20,34.5,1,0.043196899,17.04872,4.598,31.41592654,3,W21,am,o
97,16,6,7.5,0,0.021598449,19.99127,4.024,11.78097245,1,W16,em,t
98,1,31,168,0,0.021598449,9.762846,4.547,0,4,W10,em,t
98,2,34,122,0,0.007853982,13.37629,5.4,7.853981634,1,W10,em,t
98,3,28,94,0,0.023561945,12.59484,5.903,0,1,W10,em,t
98,4,8,110,0,1.443169125,56.7606,3.369,0,3,W10,em,t
98,5,27,88.5,0,0.424115008,2.138531,5.541,47.1238898,3,W10,em,t
98,6,21,104.5,0,0.728456797,7.070232,4.569,145.2986602,3,W10,em,t
98,7,21,97.5,0,0.231692458,5.430802,4.887,58.90486225,1,W10,em,t
98,8,20,100.5,0,,4.893443,6.232,,11,W10,em,t
98,9,19,100.5,0,2.197151362,8.385846,5.375,0,3,W10,em,t
98,10,31,73.5,0,1.026908099,9.911472,5.5,290.5973205,2,W10,em,t
98,13,26,87,0,0.212057504,4.094146,6.4,74.61282552,2,W10,em,t
98,14,42,97,0,0.043196899,,,0,2,OV27,am,o
98,15,38,108.5,0,0.400553063,5.273027,5.353,0,2,OV27,am,o
98,16,35,78,0,0.591012118,37.00259,3.864,0,1,OV21,am,o
99,1,2,2,1,4.822344723,24.6,4.2,62.83185307,180,W10,em,t
99,2,5,18.5,3,3.489131341,25.6,4.6,145.2986602,114,W10,em,t
99,3,2,1.5,2,4.144938807,22,5.6,23.5619449,162,W8,am,t
99,4,6,4,2,1.89870006,14.5,5.7,129.590697,73,W10,em,t
99,5,3,2,0,2.858849315,23.6,5.3,494.8008429,93,W10,em,t
99,6,6,9,2,0.594939109,23.2,4.1,70.68583471,75,W14,em,t
99,7,9,28.5,3,1.458877089,23.7,6.9,188.4955592,111,W8,am,t
99,8,3,21.5,4,1.174170254,34.3,4.3,27.48893572,126,OV27,am,o
99,9,5,17.5,4,2.552544031,29.7,4.8,47.1238898,165,W14,em,t
99,11,2,6,2,1.191841713,31.6,4.5,117.8097245,170,W16,em,t
99,15,4,2,4,2.534872572,22.7,5.3,145.2986602,184,W10,em,t
99,16,1,1,3,2.114684555,34.2,4.4,43.19689899,71,W10,em,t
100,1,2,5.5,0,0.973893723,11.8,4,0,3,W15,em,t
100,2,1,0.5,0,0.604756586,8.5,4,74.61282552,32,W15,em,t
100,3,6,3.5,0,1.193805208,13.4,4.1,0,30,W15,em,t
100,5,7,3.5,0,3.373285112,10,4.1,0,2,W14,em,t
100,6,2,1,0,1.720021978,74,4,0,1,W15,em,t
100,7,9,19,0,1.231111621,13.1,5.4,0,60,W10,em,t
100,8,4,6.5,0,3.665845928,7.6,4.7,0,64,W10,em,t
100,9,3,1.5,0,1.61202973,7.4,4.4,0,121,W15,em,t
100,10,6,3.5,0,1.939933464,13.8,4.6,0,2,W15,em,t
100,11,2,1,0,3.184789553,5.8,4.6,0,0,W15,em,t
100,12,1,0.5,0,2.477931206,9.9,4.4,0,1,W15,em,t
100,16,3,2,0,1.627737694,38.4,4.2,51.05088062,2,W10,em,t
101,1,2,10,0,1.733766446,10.3,3.996,0,140,W16,em,t
101,2,3,2,0,1.447096116,60.8,4.228,0,13,W10,em,t
101,3,1,0.5,0,1.115265392,11.6,4.7,0,2,W16,em,t
101,4,2,1,0,1.553124868,6.01,4.209,0,6,W16,em,t
101,5,5,4.5,1,1.947787445,8.36,4.124,11.78097245,82,W21,am,o
101,6,6,8.5,2,3.551963194,10.2,5.293,86.39379797,66,W10,em,t
101,7,6,9.5,4,0.871791961,6.91,4.208,196.3495408,25,W21,am,o
101,8,6,19.5,0,0.117809725,3.12,4.016,0,92,W10,em,t
101,9,16,15.5,4,0.706858347,5.47,5.492,223.8384766,62,W21,am,o
101,10,14,11,2,0.325940238,5.68,5.167,62.83185307,34,W21,am,o
101,11,4,17,0,0.659734457,23.66,4.516,0,4,W16,em,t
101,12,16,19.5,5,1.555088364,8.27,5.483,392.6990817,73,W8,am,t
101,13,8,16,1,2.026327262,9.91,5.277,35.34291735,84,W10,em,t
101,14,12,26.5,2,5.682355712,10.8,5.806,121.7367153,19,W10,em,t
101,15,8,11,5,0.995492172,6.05,5.472,353.4291735,164,W10,em,t
101,16,18,48,5,0.903207888,9.72,5.468,408.407045,66,W10,em,t
102,1,1,5,,3.656028451,17.9,4,286.6703296,,W16,em,t
102,2,1,0.5,0,3.041454388,80.2,3.7,113.8827337,2,W16,em,t
102,3,2,8.5,0,2.100940087,27,3.7,200.2765317,25,W16,em,t
102,4,5,2.5,0,2.74103959,24.9,4,0,10,W16,em,t
102,6,15,32.5,0,0.728456797,92.1,5.7,0,0,W4,em,t
102,7,35,63,1,0.746128255,89.8,5.1,0,1,W1,am,t
102,8,12,33,2,3.233876938,68.9,5.4,51.05088062,1,W6,d,w
102,9,4,6.5,0,2.976659039,9.7,5.2,0,2,W15,em,t
102,13,2,1.5,1,3.962333734,33.1,3.6,23.5619449,11,W10,em,t
102,14,2,1,0,3.481277359,11.8,4.3,0,2,W16,em,t
102,15,3,6,0,2.682134728,9.5,5.1,215.9844949,2,W16,em,t
102,16,1,0.5,0,4.443390109,31.8,3.5,0,1,W10,em,t
103,1,11,109.5,,0.964076246,23.5,8.7,0,,W21,am,o
103,2,15,88.5,0,1.953677931,15.8,8.7,0,10,W21,am,o
103,3,10,191.5,0,0.461421421,24.3,8.5,0,0,W21,am,o
103,4,11,109,0,0.296487807,23.3,8.6,0,90,W21,am,o
103,5,16,106.5,1,0.003926991,15.6,8.7,62.83185307,10,OV24,am,o
103,6,12,129,2,0.088357293,15.4,8.5,0,2,W13,am,t
103,7,16,193,3,5.28965663,18.2,8.8,15.70796327,3,W21,am,o
103,8,38,139.5,2,0.001963495,15.8,8.7,31.41592654,1,MG1,am,o
103,9,11,118,1,0.151189146,15,8.7,0,31,W21,am,o
103,10,28,122,2,0.068722339,18,8.6,117.8097245,0,W21,am,o
103,11,13,121,,0.182605073,22.9,8.6,23.5619449,,W21,am,o
103,12,5,102.5,,0.881609438,18,8.5,0,,W13,am,t
103,13,15,118.5,1,0.276852853,14.1,8.8,0,62,W21,am,o
103,14,6,116.5,,0.184568568,15.3,8.6,0,,W21,am,o
103,15,10,109.5,0,0.323976742,15.4,8.8,0,1,W21,am,o
103,16,6,116,0,0.783434668,17.2,8.7,0,40,W21,am,o
