Site,Plot,alpha,cover,allelos,lba,som,pH,amtrees,amcover,nvc,ms,flag
68,7,20,18,1,2.805834939,7.407121,5.258,227.7654674,2,W8,am,t
68,8,22,40.5,1,1.376410281,7.775184,5.333,251.3274123,1,W21,am,o
68,9,17,35.5,3,3.349723167,9.243855,4.803,43.19689899,3,OV27,am,o
68,10,15,56.5,1,1.506000978,9.620493,4.791,70.68583471,4,W10,em,t
68,11,22,102,2,3.577488634,9.596944,4.34,43.19689899,5,W10,em,t
68,12,23,46,3,1.199695695,10.42487,6.411,137.4446786,3,W6,d,w
68,13,24,61,0,2.829396884,18.90374,5.974,0,3,W10,em,t
68,14,26,64.5,0,0.991565181,8.000648,4.925,31.41592654,3,W10,em,t
68,15,23,98.5,0,0.887499925,8.71685,6.065,58.90486225,1,W8,am,t
68,16,23,82.5,1,2.012582794,10.43325,6.375,31.41592654,2,W10,em,t
69,1,5,12,2,4.932300466,11.16087,4.075,164.9336143,50,OV27,am,o
69,2,8,14,0,1.046543053,16.93953,3.896,184.5685684,100,W14,em,t
69,3,6,56.5,0,1.790707813,7.192091,4.344,117.8097245,11,W16,em,t
69,4,6,17.5,1,0.164933614,6.19535,4.91,125.6637061,33,OV27,am,o
69,5,3,2.5,1,0.826631567,7.805828,4.932,117.8097245,121,W14,em,t
69,6,4,11.5,4,1.44120563,5.97352,5.006,90.32078879,182,OV27,am,o
69,7,3,41.5,0,3.202461011,15.11103,4.307,0,1,W15,em,t
69,8,13,16.5,0,5.837471849,10.95517,5.324,98.17477042,12,W10,em,t
69,10,11,79.5,2,2.656609288,17.70403,5.928,392.6990817,2,OV27,am,o
69,11,14,75.5,3,0.895353906,9.782405,5.408,274.8893572,13,W14,em,t
69,12,8,78.5,0,2.654645792,11.70612,4.23,106.0287521,11,W16,em,t
69,13,17,123.5,1,1.957604922,11.46016,5.743,290.5973205,1,OV27,am,o
69,14,3,20.5,0,1.195768704,15.98549,3.973,129.590697,2,W16,em,t
69,15,15,23.5,1,2.986476516,17.60674,4.644,15.70796327,51,W8,am,t
69,16,24,55.5,0,,12.85597,5.666,,4,W10,em,t
70,1,13,82,0,0.803069622,10.10836,7.48,259.1813939,80,W21,am,o
70,2,10,92.5,2,2.097013096,9.005829,7.636,644.026494,40,OV27,am,o
70,3,5,26.5,2,1.111338401,7.415287,4.752,204.2035225,60,OV27,am,o
70,4,11,111.5,0,0.019634954,7.30057,5.031,0,40,OV27,am,o
70,5,8,95.5,0,0.003926991,20.24438,4.392,0,51,W10,em,t
70,6,11,48,1,0.280779843,6.161366,5.855,70.68583471,101,OV27,am,o
70,7,16,124.5,,0.261144889,10.58611,6.43,133.5176878,,OV27,am,o
70,8,10,71.5,1,0.734347283,6.987336,5.142,223.8384766,50,OV27,am,o
70,9,7,110,1,3.544109212,10.25032,6.518,357.3561643,30,OV27,am,o
70,10,10,126.5,0,1.843722189,9.198757,5.44,208.1305133,10,OV27,am,o
70,11,6,105.5,0,3.91717334,9.674687,6.098,227.7654674,20,W21,am,o
70,12,11,111.5,1,0.877682448,9.207661,5.444,223.8384766,40,OV27,am,o
70,13,8,121,,1.429424657,8.764614,4.815,0,,W10,em,t
70,14,8,80.5,2,1.344994355,7.06361,6.499,215.9844949,40,OV27,am,o
70,15,7,82,1,0.001963495,12.37815,6.479,7.853981634,40,W21,am,o
70,16,13,88,0,3.958406744,9.376308,7.302,133.5176878,30,W12,am,t
71,1,28,41,4,0.200276532,24,7.3,145.2986602,101,W21,am,o
71,2,18,96.5,4,0.79521564,9.8,4.5,35.34291735,14,W6,d,w
71,3,19,97,2,0.673478925,8.6,5.3,129.590697,6,W8,am,t
71,4,12,55,5,1.344994355,15.6,5.2,200.2765317,13,W21,am,o
71,5,8,65,2,2.002765317,9.5,4.7,274.8893572,14,OV27,am,o
71,6,5,72.5,4,0.512472302,9.8,4.7,298.4513021,15,OV27,am,o
71,7,12,47,5,0.416261027,8.3,5.6,208.1305133,104,W21,am,o
71,8,6,64,2,1.325359401,15.4,4.3,455.5309348,21,OV27,am,o
71,9,21,63,4,2.650718801,5.3,6,90.32078879,17,W8,am,t
71,10,11,51.5,8,1.559015354,6,5,612.6105675,82,OV27,am,o
71,11,5,57.5,5,1.774999849,7.2,4.6,376.9911184,71,OV27,am,o
71,12,9,48.5,6,1.405862712,6.4,5.2,443.7499623,25,OV27,am,o
71,13,14,83,5,0.856083998,17,5.1,251.3274123,73,OV27,am,o
71,14,16,89.5,7,1.541343896,9,4.9,310.2322745,17,OV27,am,o
71,15,7,44,3,0.783434668,9.5,5.2,43.19689899,42,W8,am,t
71,16,21,43,4,1.305724447,8.7,6.1,161.0066235,36,W8,am,t
72,1,30,108,0,2.758711049,13.4,4.347,19.63495408,6,W10,em,t
72,2,13,9.5,0,0.824668072,13.3,4.879,0,2,W10,em,t
72,3,13,56.5,0,2.165735436,24.1,5.03,0,4,W10,em,t
72,4,11,132.5,0,0.263108385,16.3,4.881,31.41592654,4,W10,em,t
72,5,11,60.5,0,1.209513172,14.4,4.584,0,3,W10,em,t
72,6,23,26,2,0.895353906,10.4,5.324,121.7367153,4,W10,em,t
72,7,10,101,1,1.256637061,20.4,4.513,35.34291735,12,W10,em,t
72,8,15,110.5,0,1.040652567,21,4.411,0,5,W10,em,t
72,9,11,99.5,1,2.287472151,19.3,4.451,43.19689899,4,W10,em,t
72,10,11,113.5,0,1.29590697,20.1,4.66,0,3,W10,em,t
72,11,15,98,0,1.313578428,15.7,4.571,0,5,W10,em,t
72,12,12,106.5,0,1.156498796,29.4,4.443,0,5,W10,em,t
72,13,14,94.5,0,1.136863842,15.7,4.544,0,12,W10,em,t
72,14,18,61,0,2.737112599,24.9,4.673,0,3,W10,em,t
72,15,5,37,0,0.559596191,23.1,4.422,0,0,W16,em,t
72,16,8,103.5,0,1.276272016,31.5,3.898,0,1,W10,em,t
73,1,12,92,0,3.025746424,59.3,4.225,0,3,W10,em,t
73,2,17,91,0,1.596321767,34.8,4.506,0,6,W10,em,t
73,3,21,94,0,1.10348442,31.7,4.837,0,1,W10,em,t
73,4,18,85.5,0,1.297870465,49.3,4.233,149.225651,34,W10,em,t
73,5,6,43,0,2.285508655,53.7,4.594,35.34291735,14,W16,em,t
73,6,10,114.5,0,1.150608309,16.6,,0,4,W16,em,t
73,7,9,80.5,0,1.773036354,36.5,4.43,0,1,W15,em,t
73,8,9,65,0,0.9837112,46.5,4.397,0,3,W16,em,t
73,9,19,71,0,,38.8,4.617,,3,W10,em,t
73,10,12,105.5,0,0.005890486,18.8,4.557,0,22,W10,em,t
73,11,12,85,0,1.062251016,44,4.297,0,3,W16,em,t
73,12,9,11.5,0,0.932660319,50.7,4.334,0,1,W10,em,t
73,13,4,11.5,0,0.728456797,50.5,4.582,0,2,W16,em,t
73,14,12,53,0,0.396626073,33.8,4.744,0,3,W10,em,t
73,15,9,89.5,0,0.746128255,25.7,4.539,0,2,W10,em,t
73,16,4,12,0,1.221294144,39.4,4.645,0,1,W16,em,t
74,1,44,108,1,0.168860605,14.9656,5.293,0,3,W10,em,t
74,2,22,68,1,1.040652567,11.60646,4.936,0,2,W10,em,t
74,4,14,20,1,0.559596191,13.88533,4.359,0,5,W16,em,t
74,5,10,64.5,1,0.541924733,38.51475,4.016,0,4,W16,em,t
74,6,21,82.5,0,0.824668072,13.07213,4.9,0,4,W16,em,t
74,7,6,77.5,0,0.541924733,90.2,3.825,0,2,W16,em,t
74,8,14,89,0,0.775580686,48.17335,4.186,0,6,W16,em,t
74,9,20,117,0,0.441786467,95.04332,4.171,0,2,W16,em,t
74,10,7,74.5,1,0.159043128,43.73563,4.44,0,3,W16,em,t
74,11,20,117.5,0,,8.57786,5.563,,0,OV27,am,o
74,12,14,92.5,0,,65.26704,4.243,,6,W16,em,t
74,13,6,99,1,0.844303026,95.80561,3.924,7.853981634,8,W16,em,t
74,14,15,105,0,2.212859325,22.91828,4.719,0,30,W16,em,t
74,15,27,103,0,,95.65968,4.18,,0,M15,am,w
75,1,22,15,1,2.479894701,12.02548,5.116,270.9623664,32,W10,em,t
75,2,14,9.5,2,5.075635631,12.93359,5.496,424.1150082,31,W10,em,t
75,3,10,6,3,1.829977721,16.78079,5.44,750.055246,61,W8,am,t
75,4,19,74.5,1,0.298451302,6.503258,5.526,125.6637061,0,OV27,am,o
75,5,13,69.5,1,0.02552544,28.15276,5.225,149.225651,4,W21,am,o
75,6,12,77,2,1.378373777,18.7856,3.74,141.3716694,0,W16,em,t
75,7,16,103.5,2,1.41568019,16.68302,3.885,172.7875959,0,W10,em,t
75,8,11,101,4,1.776963345,24.22599,4.022,176.7145868,2,W10,em,t
75,9,8,89,,1.509927969,14.49582,4.936,255.2544031,,W10,em,t
75,10,2,1.5,,2.212859325,16.90551,5.131,15.70796327,,W16,em,t
75,11,16,62,1,1.10741141,15.16639,4.069,23.5619449,22,W10,em,t
75,12,24,62,1,0.007853982,35.25842,5.492,70.68583471,70,W21,am,o
75,13,26,35.5,1,0.916952356,6.42104,5.664,667.5884389,4,W8,am,t
75,14,19,18,1,1.531526419,13.10553,5.304,129.590697,2,W10,em,t
75,15,22,23.5,3,3.591233102,8.490957,5.045,274.8893572,52,W8,am,t
75,16,8,15.5,,1.093666943,16.66239,5.658,184.5685684,,W21,am,o
76,1,13,80.5,0,,9.124621,5.491,,1,M15,am,w
76,2,18,74.5,0,,6.416057,5.354,,0,M15,am,w
76,3,10,104.5,0,0.005890486,74.71497,4.966,0,1,W4,em,t
76,4,6,13,0,0.021598449,21.12616,4.191,23.5619449,2,H2,am,o
76,5,7,68,0,,45.75163,4.613,,2,M16,er,o
76,6,12,55.5,0,,92.87396,4.423,,3,M16,er,o
76,7,14,71,0,0.001963495,88.78103,5.013,0,0,M15,am,w
76,8,12,31.5,1,0.005890486,22.65664,4.112,0,11,W16,em,t
76,9,11,67,1,0.865901475,95.53541,4.174,0,10,W4,em,t
76,10,12,107,0,0.398589568,95.01275,4.404,0,2,W4,em,t
76,11,18,104.5,1,0.441786467,93.57356,4.157,0,3,W16,em,t
76,12,15,58,0,1.670934593,75.08974,4.201,0,10,W16,em,t
76,13,9,93.5,0,,80.7949,4.199,,1,M16,er,o
76,14,11,87.5,0,1.670934593,94.77132,3.961,0,3,W4,em,t
76,15,25,101,0,0.159043128,12.71092,4.619,0,2,U16,er,o
76,16,23,141.5,0,,10.67801,4.501,,2,W16,em,t
77,2,16,36,0,0.039269908,8.467209,4.735,0,33,W16,em,t
77,3,20,106.5,0,1.1545353,3.308675,5.304,35.34291735,4,W16,em,t
77,4,29,44,0,2.601631416,7.587283,4.663,0,5,W10,em,t
77,6,23,88.5,0,1.097593933,53.77546,3.878,23.5619449,1,W10,em,t
77,7,11,34,0,0.536034247,14.68004,3.823,0,1,W16,em,t
77,8,17,104.5,1,0.826631567,6.420317,4.6,0,1,W16,em,t
77,9,12,61.5,0,0.327903733,7.848297,5.065,0,0,W16,em,t
77,10,13,46.5,1,0.096211275,8.295856,4.167,0,0,U16,er,o
77,11,16,44,1,1.050470044,5.899352,4.787,0,1,H12,er,o
77,12,30,74,0,0.23954644,7.983272,5.315,0,6,W10,em,t
77,13,9,39.5,1,1.288052988,90.1007,3.533,0,1,W10,em,t
77,14,16,14.5,0,0.200276532,74.83952,4.7,0,2,W10,em,t
77,15,17,15.5,0,0.074612826,83.28445,4.88,0,5,W4,em,t
78,4,2,6,0,0.253290908,17.76229,4.822,23.5619449,0,W15,em,t
78,5,2,1.5,0,0.828595062,24.3383,4.719,7.853981634,0,W16,em,t
78,6,1,1,0,0.636172512,25.20214,4.637,0,0,W16,em,t
78,7,1,20,0,0.559596191,19.10909,4.765,0,0,W16,em,t
78,8,5,23,0,1.333213382,27.10795,4.107,0,50,W16,em,t
78,9,5,9,0,4.30201844,27.96465,3.983,0,140,W16,em,t
78,10,2,2,0,1.900663555,14.01664,4.639,0,150,W16,em,t
78,11,2,26,0,0.559596191,19.56059,4.675,0,50,W16,em,t
78,13,1,0.5,0,0.752018741,18.07886,4.654,0,0,W15,em,t
78,14,1,25,0,0.162970119,42.6377,4.528,35.34291735,0,W16,em,t
78,15,5,27.5,0,1.333213382,16.13466,4.098,0,0,W16,em,t
78,16,1,10,0,0.559596191,28.83199,4.131,0,0,W16,em,t
79,1,2,10.5,0,8.961393044,18.9,4.7,0,4,W15,em,t
79,4,7,58,2,1.861393647,18.1,4.3,70.68583471,14,W10,em,t
79,5,14,97.5,1,0.02552544,5.9,4.7,23.5619449,6,W10,em,t
79,6,10,70,1,0.5988661,11.7,4.2,11.78097245,6,W10,em,t
79,7,7,78,2,3.39095657,12.5,4.4,0,51,W10,em,t
79,8,6,38,2,0.068722339,5.4,4.7,0,22,W10,em,t
79,9,12,30.5,1,0.078539816,9.4,4.5,35.34291735,21,W10,em,t
79,10,14,101.5,0,1.721985473,4.6,4.7,0,52,W10,em,t
79,11,7,68,4,4.333434367,28.9,4.1,0,1,W16,em,t
79,12,20,94.5,0,0.170824101,10.9,5,7.853981634,2,W10,em,t
79,13,10,41.5,2,2.366011967,4.7,4.3,0,14,W15,em,t
79,14,28,83.5,4,4.527820412,9.9,4.6,0,14,W6,d,w
79,15,24,87,0,0.168860605,8.9,5.3,0,44,OV27,am,o
79,16,6,87.5,0,0.920879347,24.3,4.1,0,31,W10,em,t
80,1,4,96,0,0.561559687,9.2,4,98.17477042,24,W10,em,t
80,2,4,56,0,0.424115008,8.7,4,0,43,W10,em,t
80,3,12,145,0,0.325940238,10.6,4.1,0,32,W10,em,t
80,4,10,65,5,2.051852702,9.6,4.2,365.210146,14,W14,em,t
80,5,7,42,0,0.257217899,6.4,4.2,78.53981634,77,W16,em,t
80,6,4,46,0,3.905392367,6.5,4.5,11.78097245,44,W10,em,t
80,7,3,90,0,2.552544031,8.7,4.1,54.97787144,1,W10,em,t
80,8,4,61.5,0,2.580032967,11.8,4.3,23.5619449,3,W10,em,t
80,9,20,102.5,0,0.019634954,7.2,5.3,0,20,OV27,am,o
80,10,10,74.5,3,0.81681409,6.5,4.3,0,2,W10,em,t
80,11,25,111,0,,5.9,5.2,,12,OV27,am,o
80,12,21,76,0,0.017671459,10.1,4,0,22,OV27,am,o
80,13,5,77.5,0,0.528180265,9.5,5.2,23.5619449,64,W16,em,t
80,14,27,61.5,0,0.021598449,6.3,5.1,0,146,OV27,am,o
80,15,7,27,0,1.305724447,8.6,4,11.78097245,4,W15,em,t
80,16,12,42,0,2.654645792,7.9,5.1,0,33,W10,em,t
81,1,10,38.5,2,3.840597019,23.88868,5.939,15.70796327,21,W21,am,o
81,2,5,15,0,7.25707903,19.66418,4.388,0,32,W14,em,t
81,3,5,4,0,4.194026193,25.19203,4.148,0,23,W15,em,t
81,4,8,4,0,1.452986602,29.11447,4.612,0,121,W14,em,t
81,5,8,49.5,0,1.580613804,24.9651,4.568,7.853981634,182,W10,em,t
81,6,13,60,3,0.589048623,19.53817,4.561,51.05088062,120,OV27,am,o
81,7,20,47.5,4,1.716094987,12.31707,6.357,141.3716694,102,W21,am,o
81,8,29,113,0,0.824668072,13.10844,4.99,0,51,OV27,am,o
81,9,16,8,0,4.726133448,61.52189,4.222,0,202,OV27,am,o
81,10,25,18.5,1,1.871211124,11.02139,5.23,7.853981634,6,W10,em,t
81,11,25,132,1,1.859430152,14.64856,6.016,117.8097245,5,M27,am,w
81,12,22,42.5,3,0.636172512,14.62548,5.025,109.9557429,85,W21,am,o
81,13,20,20.5,1,0.879645943,16.40909,5,54.97787144,141,W10,em,t
81,14,11,24.5,0,1.050470044,16.61052,5.22,23.5619449,103,W8,am,t
81,15,17,86,3,1.582577299,27.06911,5.122,223.8384766,62,W21,am,o
81,16,19,101,1,0.161006623,8.294704,4.881,7.853981634,3,W10,em,t
82,1,18,39.5,0,1.170243263,19.5,4.4,0,55,W10,em,t
82,2,14,96.5,0,1.172206759,5.8,4.6,0,31,W10,em,t
82,3,10,95,0,2.254092729,8,4.5,0,34,W10,em,t
82,4,13,10,0,3.051271865,13.2,5.6,0,4,W15,em,t
82,5,8,26,0,3.12588469,11.4,4.5,0,1,W15,em,t
82,6,7,14,0,1.741620427,14.8,4.7,0,11,W10,em,t
82,8,9,40.5,0,2.760674544,21.7,4.2,0,3,W15,em,t
82,9,6,143,0,1.60810274,8,4.4,0,3,W10,em,t
82,10,7,142.5,0,1.663080611,7.7,4.4,66.75884389,6,W10,em,t
82,11,21,121,0,1.574723318,9.7,4.5,0,12,W10,em,t
82,12,17,41,0,3.689407873,8.7,4.3,0,25,W10,em,t
82,13,19,17.5,0,2.472040719,11,4,0,34,W10,em,t
82,14,11,18.5,0,1.343030859,9.4,4.8,0,56,W10,em,t
82,15,4,2,0,2.495602664,11.6,4.4,0,3,W14,em,t
82,16,9,40.5,0,1.519745446,9.6,4,0,55,W10,em,t
83,1,26,54,1,0.115846229,19.79811,3.846,137.4446786,15,W10,em,t
83,2,32,107,4,1.578650308,15.62977,5.101,219.9114858,5,OV27,am,o
83,3,25,66,1,0.23954644,16.31083,4.039,106.0287521,43,OV27,am,o
83,4,33,69.5,0,,20.6641,3.902,,63,OV27,am,o
83,5,65,186,3,0.249363917,10.90118,5.113,219.9114858,19,W10,em,t
83,6,41,135,0,0.068722339,20.89654,4.815,86.39379797,2,OV27,am,o
83,7,37,75,0,0.019634954,16.80277,4.293,70.68583471,31,OV27,am,o
83,8,20,100,,,10.54362,5.18,,,OV27,am,o
83,9,19,109.5,,,11.82014,5.675,,,MG7,am,o
83,10,14,100,,,12.50554,5.183,,,MG7,am,o
83,11,21,113.5,,,8.646189,5.144,,,MG7,am,o
83,12,31,90.5,1,1.926188996,5.578477,4.926,15.70796327,25,OV27,am,o
83,13,36,102.5,0,0.940514301,9.846967,6.063,0,3,W6,d,w
83,14,24,121,0,,10.07028,5.28,,1,OV21,am,o
83,15,48,102,3,2.114684555,17.61018,5.893,90.32078879,3,OV27,am,o
84,1,2,76,0,4.184208715,10.98198,3.796,117.8097245,2,W16,em,t
84,2,1,50,0,2.307107105,16.13536,3.696,31.41592654,21,W16,em,t
84,3,8,86,1,1.507964474,10.81615,4.283,137.4446786,22,W10,em,t
84,4,4,41,1,2.756747554,27.42562,3.687,227.7654674,10,W16,em,t
84,5,5,40.5,0,2.401354885,19.8264,3.416,0,10,W15,em,t
84,6,6,34,1,2.360121481,5.918505,5.276,15.70796327,24,OV27,am,o
84,7,5,66,0,2.640901324,10.11435,3.414,74.61282552,20,W16,em,t
84,8,8,92,1,2.087195619,15.39674,3.934,35.34291735,21,W10,em,t
84,9,6,85,1,0.569413668,10.15102,4.149,0,10,W16,em,t
84,10,2,90,0,3.683517386,11.31328,3.612,54.97787144,41,W16,em,t
84,11,3,85.5,0,3.854341487,15.2608,3.991,192.42255,120,W10,em,t
84,12,9,52,2,3.813108083,14.62006,3.979,113.8827337,30,W10,em,t
84,13,8,97,1,,71.98654,2.929,,4,W16,em,t
84,14,10,43,1,0.498727834,13.35296,3.3,7.853981634,31,W16,em,t
84,15,7,15,2,0.734347283,4.968632,4.74,0,4,W10,em,t
84,16,7,40,1,1.60810274,40.80146,3.289,0,122,W10,em,t
85,1,9,83,0,1.456913593,43.11177,4.515,0,2,W10,em,t
85,2,13,144.5,1,1.553124868,22.50328,4.171,74.61282552,10,W10,em,t
85,3,12,98,,2.144136986,35.87699,3.666,0,,W10,em,t
85,4,10,78,0,2.01847328,19.04165,4.21,15.70796327,1,W16,em,t
85,5,9,148.5,0,2.159844949,16.45369,4.161,0,1,W10,em,t
85,6,8,89,0,2.042035225,27.45354,4.604,7.853981634,2,W16,em,t
85,7,11,118.5,,1.786780822,10.27066,4.295,19.63495408,,W10,em,t
85,8,11,72,,1.433351648,15.00967,4.366,0,,OV27,am,o
85,9,12,113,1,0.490873852,27.59241,4.207,0,4,W16,em,t
85,10,10,58.5,1,0.400553063,21.05583,4.515,0,3,W10,em,t
85,11,13,79.5,1,2.167698931,17.75308,4.364,15.70796327,3,W21,am,o
85,12,14,30,4,2.424916829,66.22662,4.255,133.5176878,20,W21,am,o
85,13,22,74.5,1,1.61202973,58.97935,5.331,15.70796327,1,W4,em,t
85,14,6,28.5,0,1.833904712,25.96144,4.479,11.78097245,1,W16,em,t
85,15,18,134,,,12.86918,5.046,,,OV27,am,o
85,16,14,57.5,0,0.907134879,16.48015,4.191,15.70796327,3,W10,em,t
86,1,11,114,0,1.613993226,23.44066,4.023,54.97787144,12,W16,em,t
86,2,14,47,4,3.840597019,18.46862,4.273,184.5685684,3,W16,em,t
86,3,6,71,0,0.887499925,18.33002,4.461,94.24777961,0,W16,em,t
86,4,6,33,0,1.519745446,39.31693,4.371,0,2,W16,em,t
86,5,15,67.5,0,0.23954644,20.8172,4.478,98.17477042,1,W16,em,t
86,6,4,7.5,0,0.748091751,12.42845,4.589,0,1,W16,em,t
86,7,24,159.5,0,1.500110492,18.46233,3.987,0,84,W10,em,t
86,8,6,64,0,0.135481183,14.28174,4.509,11.78097245,10,W16,em,t
86,9,8,53.5,0,0.001963495,16.6933,4.274,0,10,W16,em,t
86,10,9,25.5,0,1.150608309,63.84535,3.906,0,3,W16,em,t
86,11,17,95,0,1.932079482,29.87387,4.473,0,2,W16,em,t
86,12,11,59.5,0,2.181443399,24.36314,4.345,0,2,W16,em,t
86,13,8,44,0,1.327322896,34.36298,4.429,11.78097245,3,W16,em,t
86,14,8,88.5,0,1.437278639,24.50392,4.09,0,3,W10,em,t
86,15,9,104,0,1.875138115,22.61078,4.054,0,2,W16,em,t
86,16,12,44.5,0,1.264491043,15.16094,4.278,19.63495408,91,W16,em,t
87,1,8,55,0,2.521128105,15.18415,4.508,0,1,W10,em,t
87,2,9,75.5,,1.246819584,20.60328,4.124,0,,W10,em,t
87,3,6,84,0,1.197732199,16.38381,4.378,0,0,W10,em,t
87,4,12,104.5,,1.733766446,28.06814,4.616,35.34291735,,W10,em,t
87,5,15,99.5,,1.233075117,24.09946,4.706,0,,MG7,am,o
87,6,8,90,0,0.730420292,15.80102,4.317,62.83185307,2,W16,em,t
87,7,19,80,0,1.928152491,21.32345,5.01,0,22,W10,em,t
87,8,9,45,,1.011200135,15.45523,4.521,0,,W10,em,t
87,9,13,96.5,,3.015928947,12.07273,5.824,62.83185307,,W10,em,t
87,10,7,89,,2.212859325,40.5821,4.463,0,,W16,em,t
87,11,9,97,0,2.682134728,28.42939,4.517,0,0,W10,em,t
87,12,11,90.5,,3.738495258,10.91821,4.223,0,,W10,em,t
87,13,8,50.5,0,1.955641427,22.17472,4.493,0,0,W16,em,t
87,14,6,92.5,,1.600248758,67.88963,4.342,54.97787144,,W16,em,t
87,15,4,95.5,,1.00923664,13.8415,4.467,0,,W16,em,t
87,16,10,89.5,0,1.651299639,11.08892,5.093,0,0,W10,em,t
88,1,30,67.5,1,0.184568568,13.5,4,35.34291735,6,W10,em,t
88,2,24,82.5,1,1.348921346,8,5.2,808.9601083,17,W8,am,t
88,3,15,77.5,1,0.500691329,11.4,4,11.78097245,20,W10,em,t
88,4,16,134.5,0,0.636172512,9.3,4,11.78097245,12,W10,em,t
88,5,9,103.5,0,2.216786316,15.6,3.9,102.1017612,5,W16,em,t
88,6,17,34.5,1,0.569413668,5.1,4.3,298.4513021,22,W10,em,t
88,7,15,98,2,0.575304155,14.9,3.8,0,5,W10,em,t
88,8,26,58,2,1.651299639,9.3,5.2,121.7367153,7,W10,em,t
88,9,8,147.5,0,1.979203372,12.4,3.9,0,2,W10,em,t
88,10,5,26.5,0,5.401575869,12.3,4.1,0,4,W15,em,t
88,11,7,122,0,2.495602664,14.9,4,0,10,W10,em,t
88,12,20,108.5,1,0.592975613,13.5,3.9,11.78097245,3,W10,em,t
88,13,8,58.5,1,0.111919238,8.3,4.3,0,11,W10,em,t
88,14,5,132.5,0,1.755364895,13.6,3.9,0,3,W10,em,t
88,15,2,70.5,0,0.840376035,20.9,4.1,0,1,W16,em,t
88,16,31,124.5,7,2.397427894,18,4.1,164.9336143,17,W10,em,t
89,1,2,1.5,0,1.048506548,69.3,4,215.9844949,10,W16,em,t
89,2,4,2.5,0,1.032798585,21.5,3.7,102.1017612,11,W16,em,t
89,3,4,2,0,0.860010989,31.2,4.3,153.1526419,4,W16,em,t
89,4,2,1,0,0.310232275,24.3,4.2,7.853981634,2,W16,em,t
89,5,10,7,0,0.750055246,71.6,4.3,7.853981634,50,W16,em,t
89,6,3,41.5,0,3.418445506,23.8,4.1,0,4,W15,em,t
89,7,7,23,0,1.431388153,9.9,4.4,0,23,W16,em,t
89,8,5,12,0,0.514435797,13.3,4.3,0,72,W15,em,t
89,9,7,11.5,1,2.295326133,22.4,3.9,58.90486225,141,W10,em,t
89,10,3,51,0,0.893390411,19.2,4.3,47.1238898,33,W16,em,t
89,11,6,23,0,2.18929738,27,3.9,15.70796327,81,W16,em,t
89,12,10,24.5,2,0.133517688,16.4,4.1,51.05088062,102,W10,em,t
89,13,8,9.5,1,2.746930076,15.6,4.6,90.32078879,142,OV27,am,o
89,14,4,31.5,0,0.753982237,67.5,3.7,113.8827337,3,W16,em,t
89,15,8,14,0,2.758711049,20.8,4.4,31.41592654,102,W16,em,t
89,16,6,12.5,0,1.211476667,25.6,4,47.1238898,103,W16,em,t
90,1,19,59,1,1.011200135,27.45509,5.311,94.24777961,32,W10,em,t
90,3,5,37,1,2.375829444,10.31416,4.495,113.8827337,7,W10,em,t
90,4,15,47,3,1.667007602,18.45923,6.075,157.0796327,76,W6,d,w
90,5,2,40.5,0,1.074031988,12.13449,4.03,231.6924582,14,W16,em,t
90,6,15,43.5,4,2.367975463,24.81672,4.625,161.0066235,36,W10,em,t
90,7,8,53,4,1.354811832,13.47308,4.17,145.2986602,52,W10,em,t
90,8,10,16.5,5,2.299253123,27.28158,4.319,463.3849164,106,OV27,am,o
90,9,12,86,0,0.946404787,13.88052,3.786,0,81,W10,em,t
90,10,10,40,1,1.070104998,13.91529,3.822,117.8097245,70,W10,em,t
90,11,16,45,4,0.803069622,40.92294,5.02,286.6703296,12,OV27,am,o
90,12,4,66,0,1.270381529,16.68357,4.526,15.70796327,5,W16,em,t
90,13,2,60,0,1.829977721,15.49363,3.731,47.1238898,14,W16,em,t
90,14,2,115,0,3.469496387,9.421426,3.888,23.5619449,14,W16,em,t
90,15,4,86.5,0,2.444551784,14.46389,4.134,47.1238898,6,W16,em,t
90,16,2,90,0,1.615956721,25.65336,3.534,62.83185307,6,W10,em,t
91,2,20,93.5,2,0.805033117,5.4,5,0,16,W10,em,t
91,3,37,66,7,1.985093858,7,5.2,310.2322745,25,W8,am,t
91,4,37,89,1,2.957024085,7.2,4.5,141.3716694,6,W6,d,w
91,5,37,73.5,7,2.88241126,5.8,5.7,270.9623664,16,W6,d,w
91,6,26,103.5,2,0.669551934,6.1,4.6,0,21,W10,em,t
91,7,25,83.5,2,0.021598449,9,4.4,0,10,W10,em,t
91,8,35,113.5,2,0.820741081,7.5,4.8,54.97787144,33,W6,d,w
91,9,39,119,0,0.940514301,6.6,6.1,0,11,W6,d,w
91,11,4,2.5,4,3.19853402,47.6,4.2,7.853981634,3,W10,em,t
91,12,11,85.5,3,0.180641578,2.4,4.9,35.34291735,12,W10,em,t
91,13,1,35,2,0.494800843,75.7,4.7,0,5,W14,em,t
91,14,1,0.5,1,1.05636053,5.5,5.2,0,0,W10,em,t
91,16,17,44,7,1.527599428,9.6,5.3,793.252145,10,OV27,am,o
92,1,4,6.5,1,0.581194641,13.70963,4.909,54.97787144,4,W15,em,t
92,2,7,10.5,4,0.416261027,14.63873,4.78,109.9557429,102,W10,em,t
92,3,10,71.5,1,1.189878218,52.69997,6.333,78.53981634,12,OV27,am,o
92,4,6,6,1,1.398008731,9.405067,5.509,15.70796327,73,W10,em,t
92,5,5,16,1,0.93658731,11.46617,4.313,7.853981634,126,W10,em,t
