Site,Plot,Nest,cover,Amalgams,Yr
47,11,2,100.0,9201194.0,1
47,11,1,5.0,9201307.0,1
47,11,5,50.0,9201344.0,1
47,11,5,50.0,9201345.0,1
47,11,2,50.0,9201413.0,1
47,11,5,50.0,9201481.0,1
47,11,2,50.0,9201514.0,1
47,11,2,50.0,9201515.0,1
47,11,1,100.0,9201588.0,1
47,11,1,100.0,9201607.0,1
47,11,3,50.0,9201610.0,1
47,11,3,100.0,9201642.0,1
47,11,3,100.0,9201728.0,1
47,11,3,50.0,9201729.0,1
47,11,2,50.0,9201915.0,1
47,11,1,50.0,9201960.0,1
47,11,2,100.0,9202021.0,1
47,11,5,50.0,9202136.0,1
47,11,4,50.0,9202168.0,1
47,11,3,50.0,9202215.0,1
47,11,5,50.0,9204445.0,1
47,11,2,50.0,9204539.0,1
47,11,2,50.0,9205049.0,1
47,11,5,50.0,20000158.0,1
47,11,2,50.0,200001584.0,1
47,11,2,100.0,200001595.0,1
47,12,2,100.0,92039.0,1
47,12,4,50.0,92040.0,1
47,12,2,50.0,910244.0,1
47,12,4,50.0,910665.0,1
47,12,2,5.0,920121.0,1
47,12,2,100.0,920309.0,1
47,12,1,50.0,920361.0,1
47,12,2,100.0,920370.0,1
47,12,2,100.0,920393.0,1
47,12,4,50.0,920397.0,1
47,12,1,100.0,920408.0,1
47,12,5,50.0,920432.0,1
47,12,1,100.0,920520.0,1
47,12,2,50.0,920597.0,1
47,12,3,50.0,920627.0,1
47,12,1,50.0,920628.0,1
47,12,1,100.0,920657.0,1
47,12,2,100.0,920695.0,1
47,12,1,100.0,920731.0,1
47,12,1,100.0,920740.0,1
47,12,2,100.0,920821.0,1
47,12,3,50.0,920826.0,1
47,12,3,100.0,920833.0,1
47,12,1,50.0,920841.0,1
47,12,4,50.0,920878.0,1
47,12,2,100.0,920882.0,1
47,12,1,10.0,920983.0,1
47,12,5,50.0,9101546.0,1
47,12,2,100.0,9101619.0,1
47,12,2,100.0,9102051.0,1
47,12,5,50.0,9102053.0,1
47,12,1,100.0,9201015.0,1
47,12,1,100.0,9201058.0,1
47,12,5,50.0,9201063.0,1
47,12,5,50.0,9201067.0,1
47,12,1,100.0,9201296.0,1
47,12,1,10.0,9201307.0,1
47,12,1,100.0,9201345.0,1
47,12,3,50.0,9201413.0,1
47,12,5,50.0,9201441.0,1
47,12,5,50.0,9201442.0,1
47,12,1,100.0,9201481.0,1
47,12,4,100.0,9201487.0,1
47,12,2,50.0,9201514.0,1
47,12,2,50.0,9201515.0,1
47,12,2,50.0,9201576.0,1
47,12,3,100.0,9201607.0,1
47,12,2,100.0,9201610.0,1
47,12,3,100.0,9201642.0,1
47,12,4,100.0,9201651.0,1
47,12,4,50.0,9201660.0,1
47,12,5,50.0,9201729.0,1
47,12,4,50.0,9201734.0,1
47,12,1,100.0,9201858.0,1
47,12,5,50.0,9201915.0,1
47,12,4,50.0,9202021.0,1
47,12,4,50.0,9202092.0,1
47,12,1,50.0,9202102.0,1
47,12,4,100.0,9202168.0,1
47,12,2,100.0,9202215.0,1
47,12,1,50.0,9204445.0,1
47,12,2,50.0,9204528.0,1
47,12,4,50.0,9204539.0,1
47,12,5,50.0,9204558.0,1
47,12,1,50.0,9205049.0,1
47,12,1,50.0,20000158.0,1
47,12,1,5.0,20000228.0,1
47,12,4,50.0,200001584.0,1
47,13,1,50.0,9205.0,1
47,13,1,100.0,92040.0,1
47,13,1,5.0,920121.0,1
47,13,1,100.0,920183.0,1
47,13,1,5.0,920231.0,1
47,13,2,50.0,920370.0,1
47,13,5,50.0,920393.0,1
47,13,2,50.0,920397.0,1
47,13,2,50.0,920399.0,1
47,13,1,100.0,920467.0,1
47,13,1,50.0,920520.0,1
47,13,1,50.0,920695.0,1
47,13,4,100.0,920821.0,1
47,13,1,25.0,920983.0,1
47,13,1,5.0,920984.0,1
47,13,5,50.0,9101619.0,1
47,13,1,50.0,9201011.0,1
47,13,2,5.0,9201067.0,1
47,13,4,50.0,9201191.0,1
47,13,1,100.0,9201361.0,1
47,13,2,50.0,9201379.0,1
47,13,5,50.0,9201487.0,1
47,13,1,100.0,9201488.0,1
47,13,1,50.0,9201495.0,1
47,13,1,100.0,9201588.0,1
47,13,1,100.0,9201610.0,1
47,13,2,50.0,9201642.0,1
47,13,1,100.0,9201660.0,1
47,13,1,100.0,9201734.0,1
47,13,1,100.0,9201748.0,1
47,13,1,100.0,9201899.0,1
47,13,1,50.0,9202034.0,1
47,13,1,100.0,9202092.0,1
47,13,4,50.0,9202168.0,1
47,13,1,50.0,9202180.0,1
47,13,1,50.0,9202220.0,1
47,13,4,50.0,9204445.0,1
47,13,1,50.0,9204539.0,1
47,13,2,50.0,9204542.0,1
47,13,1,50.0,9205049.0,1
47,13,1,10.0,9205207.0,1
47,13,1,100.0,20000158.0,1
47,13,1,5.0,20000228.0,1
47,13,1,50.0,200001584.0,1
47,14,1,100.0,9207.0,1
47,14,1,5.0,92040.0,1
47,14,1,100.0,920121.0,1
47,14,4,50.0,920397.0,1
47,14,1,100.0,920467.0,1
47,14,4,50.0,920520.0,1
47,14,1,100.0,920597.0,1
47,14,4,50.0,920695.0,1
47,14,1,50.0,920821.0,1
47,14,1,100.0,920824.0,1
47,14,4,50.0,920833.0,1
47,14,2,50.0,920878.0,1
47,14,4,100.0,920882.0,1
47,14,4,100.0,920968.0,1
47,14,1,5.0,920984.0,1
47,14,4,10.0,920984.0,1
47,14,3,50.0,2000070.0,1
47,14,1,50.0,9101619.0,1
47,14,3,100.0,9201067.0,1
47,14,1,50.0,9201191.0,1
47,14,3,50.0,9201221.0,1
47,14,1,100.0,9201487.0,1
47,14,5,50.0,9201488.0,1
47,14,1,50.0,9201588.0,1
47,14,1,100.0,9201610.0,1
47,14,1,50.0,9201642.0,1
47,14,5,50.0,9201651.0,1
47,14,1,5.0,9201660.0,1
47,14,1,100.0,9201734.0,1
47,14,4,50.0,9201748.0,1
47,14,2,50.0,9201899.0,1
47,14,3,100.0,9202003.0,1
47,14,5,50.0,9202091.0,1
47,14,1,100.0,9202092.0,1
47,14,3,100.0,9202126.0,1
47,14,1,50.0,9202168.0,1
47,14,1,100.0,9202172.0,1
47,14,4,50.0,9205049.0,1
47,14,2,50.0,20000158.0,1
47,15,3,50.0,9205.0,1
47,15,1,100.0,9207.0,1
47,15,1,20.0,92040.0,1
47,15,3,50.0,920109.0,1
47,15,2,100.0,920121.0,1
47,15,5,50.0,920169.0,1
47,15,5,50.0,920370.0,1
47,15,4,50.0,920397.0,1
47,15,1,100.0,920467.0,1
47,15,4,50.0,920520.0,1
47,15,3,50.0,920541.0,1
47,15,1,100.0,920597.0,1
47,15,4,50.0,920627.0,1
47,15,5,50.0,920640.0,1
47,15,5,50.0,920821.0,1
47,15,1,100.0,920824.0,1
47,15,2,100.0,920833.0,1
47,15,3,50.0,920878.0,1
47,15,3,100.0,920882.0,1
47,15,1,50.0,920968.0,1
47,15,1,15.0,920983.0,1
47,15,1,10.0,9101619.0,1
47,15,1,100.0,9201067.0,1
47,15,1,100.0,9201487.0,1
47,15,4,50.0,9201487.0,1
47,15,1,100.0,9201588.0,1
47,15,2,100.0,9201610.0,1
47,15,1,100.0,9201642.0,1
47,15,1,100.0,9201660.0,1
47,15,1,100.0,9201734.0,1
47,15,4,50.0,9201748.0,1
47,15,4,50.0,9202034.0,1
47,15,4,50.0,9202091.0,1
47,15,4,100.0,9202126.0,1
47,15,1,50.0,9202168.0,1
47,15,1,100.0,9202172.0,1
47,15,1,50.0,9202180.0,1
47,15,4,50.0,9204328.0,1
47,15,5,50.0,9205049.0,1
47,15,1,100.0,20000158.0,1
47,15,5,50.0,20000228.0,1
47,15,1,100.0,200001593.0,1
47,16,1,100.0,9207.0,1
47,16,1,5.0,92040.0,1
47,16,5,50.0,92042.0,1
47,16,4,50.0,910211.0,1
47,16,4,100.0,920109.0,1
47,16,1,100.0,920121.0,1
47,16,1,50.0,920231.0,1
47,16,1,100.0,920467.0,1
47,16,1,10.0,920597.0,1
47,16,4,50.0,920607.0,1
47,16,1,100.0,920821.0,1
47,16,4,50.0,920833.0,1
47,16,4,50.0,920918.0,1
47,16,2,100.0,920968.0,1
47,16,1,20.0,920983.0,1
47,16,5,50.0,9201067.0,1
47,16,4,50.0,9201182.0,1
47,16,5,50.0,9201209.0,1
47,16,1,100.0,9201488.0,1
47,16,1,50.0,9201495.0,1
47,16,5,50.0,9201525.0,1
47,16,3,50.0,9201588.0,1
47,16,1,100.0,9201607.0,1
47,16,1,100.0,9201642.0,1
47,16,1,100.0,9201660.0,1
47,16,1,100.0,9201734.0,1
47,16,5,50.0,9201748.0,1
47,16,2,100.0,9201899.0,1
47,16,1,50.0,9202034.0,1
47,16,1,100.0,9202092.0,1
47,16,3,100.0,9202092.0,1
47,16,5,50.0,9202126.0,1
47,16,1,50.0,9202168.0,1
47,16,1,100.0,9202172.0,1
47,16,5,50.0,9202173.0,1
47,16,3,50.0,9202198.0,1
47,16,1,50.0,9204445.0,1
47,16,1,50.0,9204539.0,1
47,16,2,100.0,9204539.0,1
47,16,1,50.0,9205049.0,1
47,16,1,50.0,9205207.0,1
47,16,1,100.0,20000158.0,1
47,16,1,50.0,200001584.0,1
47,16,2,100.0,200001584.0,1
48,1,1,50.0,9204.0,1
48,1,2,50.0,920240.0,1
48,1,2,50.0,920250.0,1
48,1,1,100.0,920513.0,1
48,1,4,50.0,920569.0,1
48,1,1,5.0,920627.0,1
48,1,1,100.0,920687.0,1
48,1,1,100.0,920816.0,1
48,1,2,100.0,920833.0,1
48,1,1,5.0,920862.0,1
48,1,1,100.0,920918.0,1
48,1,1,50.0,920925.0,1
48,1,1,45.0,920952.0,1
48,1,3,50.0,920984.0,1
48,1,2,5.0,9101619.0,1
48,1,5,50.0,9201023.0,1
48,1,2,50.0,9201026.0,1
48,1,2,50.0,9201221.0,1
48,1,1,100.0,9201259.0,1
48,1,1,50.0,9201291.0,1
48,1,1,100.0,9201413.0,1
48,1,3,50.0,9201611.0,1
48,1,1,50.0,9201728.0,1
48,1,1,50.0,9201819.0,1
48,1,3,50.0,9202005.0,1
48,1,3,100.0,9202010.0,1
48,1,3,50.0,9202140.0,1
48,1,2,100.0,9202172.0,1
48,1,4,50.0,9204446.0,1
48,1,5,50.0,200001583.0,1
48,1,1,50.0,200001595.0,1
48,2,1,50.0,9205.0,1
48,2,2,50.0,910211.0,1
48,2,1,100.0,910665.0,1
48,2,5,50.0,920607.0,1
48,2,1,55.0,920862.0,1
48,2,1,10.0,920952.0,1
48,2,5,50.0,920984.0,1
48,2,3,50.0,2000070.0,1
48,2,1,15.0,9101619.0,1
48,2,4,5.0,9201026.0,1
48,2,3,50.0,9201259.0,1
48,2,1,50.0,9201728.0,1
48,2,3,50.0,9202126.0,1
48,2,4,50.0,9202185.0,1
48,2,3,50.0,9204446.0,1
48,3,2,50.0,9205.0,1
48,3,5,50.0,910665.0,1
48,3,4,50.0,920513.0,1
48,3,5,50.0,920810.0,1
48,3,1,100.0,920952.0,1
48,3,1,5.0,920984.0,1
48,3,2,100.0,9101619.0,1
48,3,5,50.0,9201023.0,1
48,3,1,5.0,9201188.0,1
48,3,3,50.0,9201705.0,1
48,3,1,5.0,9201728.0,1
48,3,4,50.0,9202185.0,1
48,3,4,50.0,200001583.0,1
48,4,1,100.0,9205.0,1
48,4,4,50.0,910211.0,1
48,4,3,50.0,920421.0,1
48,4,1,5.0,920513.0,1
48,4,2,50.0,920541.0,1
48,4,2,50.0,920557.0,1
48,4,1,50.0,920569.0,1
48,4,5,50.0,920607.0,1
48,4,1,100.0,920687.0,1
48,4,4,50.0,920810.0,1
48,4,1,100.0,920841.0,1
48,4,1,5.0,920862.0,1
48,4,1,100.0,920918.0,1
48,4,1,100.0,920952.0,1
48,4,4,100.0,920984.0,1
48,4,4,50.0,9201023.0,1
48,4,1,100.0,9201188.0,1
48,4,3,100.0,9201221.0,1
48,4,3,50.0,9201259.0,1
48,4,1,100.0,9201413.0,1
48,4,2,50.0,9201611.0,1
48,4,1,5.0,9201728.0,1
48,4,5,50.0,9201748.0,1
48,4,5,50.0,9201951.0,1
48,4,2,50.0,9201960.0,1
48,4,1,100.0,9202172.0,1
48,4,1,50.0,9204446.0,1
48,4,1,50.0,200001583.0,1
48,5,1,50.0,910211.0,1
48,5,5,50.0,910244.0,1
48,5,2,50.0,920109.0,1
48,5,2,50.0,920513.0,1
48,5,3,50.0,920520.0,1
48,5,3,50.0,920627.0,1
48,5,2,50.0,920695.0,1
48,5,3,100.0,920862.0,1
48,5,4,50.0,920868.0,1
48,5,2,50.0,920882.0,1
48,5,5,50.0,920984.0,1
48,5,5,50.0,9201067.0,1
48,5,1,100.0,9201188.0,1
48,5,2,50.0,9201413.0,1
48,5,2,50.0,9201705.0,1
48,5,1,100.0,9201728.0,1
48,5,2,50.0,9201867.0,1
48,5,5,50.0,9201947.0,1
48,5,5,50.0,9204446.0,1
48,5,1,100.0,200001583.0,1
48,5,3,50.0,200001593.0,1
48,6,4,100.0,92046.0,1
48,6,1,100.0,910211.0,1
48,6,2,50.0,910244.0,1
48,6,3,50.0,910665.0,1
48,6,2,50.0,920109.0,1
48,6,2,100.0,920421.0,1
48,6,3,100.0,920513.0,1
48,6,4,50.0,920520.0,1
48,6,2,50.0,920627.0,1
48,6,1,5.0,920862.0,1
48,6,3,50.0,920868.0,1
48,6,1,100.0,920878.0,1
48,6,2,50.0,920918.0,1
48,6,1,10.0,920952.0,1
48,6,5,50.0,920984.0,1
48,6,4,50.0,2000070.0,1
48,6,5,50.0,9101619.0,1
48,6,4,50.0,9201067.0,1
48,6,2,100.0,9201188.0,1
48,6,3,100.0,9201221.0,1
48,6,3,50.0,9201259.0,1
48,6,2,50.0,9201413.0,1
48,6,5,50.0,9201610.0,1
48,6,2,100.0,9201660.0,1
48,6,2,50.0,9201705.0,1
48,6,1,100.0,9201728.0,1
48,6,5,50.0,9201748.0,1
48,6,2,50.0,9201867.0,1
48,6,3,50.0,9202032.0,1
48,6,5,50.0,9202126.0,1
48,6,1,50.0,9202185.0,1
48,6,2,50.0,200001583.0,1
48,6,2,50.0,200001593.0,1
48,6,4,50.0,200001595.0,1
48,7,2,5.0,92040.0,1
48,7,3,50.0,910211.0,1
48,7,3,50.0,920421.0,1
48,7,5,50.0,920569.0,1
48,7,1,100.0,920627.0,1
48,7,3,50.0,920695.0,1
48,7,1,30.0,920952.0,1
48,7,5,50.0,920984.0,1
48,7,1,50.0,9101619.0,1
48,7,3,50.0,9201067.0,1
48,7,1,100.0,9201188.0,1
48,7,5,50.0,9201588.0,1
48,7,1,5.0,9201728.0,1
48,7,1,50.0,9201951.0,1
48,7,4,50.0,9202185.0,1
48,7,2,50.0,9204446.0,1
48,7,1,100.0,200001583.0,1
48,8,4,50.0,910244.0,1
48,8,3,50.0,910665.0,1
48,8,2,50.0,910712.0,1
48,8,1,50.0,920109.0,1
48,8,2,100.0,920412.0,1
48,8,2,50.0,920421.0,1
48,8,1,100.0,920506.0,1
48,8,1,100.0,920513.0,1
48,8,3,50.0,920520.0,1
48,8,1,100.0,920627.0,1
48,8,3,50.0,920705.0,1
48,8,2,50.0,920816.0,1
48,8,1,100.0,920833.0,1
48,8,1,5.0,920862.0,1
48,8,2,50.0,920882.0,1
48,8,5,50.0,920918.0,1
48,8,2,50.0,920952.0,1
48,8,1,100.0,920984.0,1
48,8,2,50.0,9201067.0,1
48,8,2,50.0,9201188.0,1
48,8,5,50.0,9201207.0,1
48,8,1,50.0,9201210.0,1
48,8,1,50.0,9201221.0,1
48,8,4,50.0,9201259.0,1
48,8,4,50.0,9201413.0,1
48,8,1,100.0,9201660.0,1
48,8,1,55.0,9201728.0,1
48,8,1,50.0,9201729.0,1
48,8,1,50.0,9201741.0,1
48,8,1,100.0,9202172.0,1
48,8,2,50.0,200001583.0,1
48,8,3,50.0,200001583.0,1
48,8,2,50.0,200001593.0,1
48,8,4,50.0,200001595.0,1
48,9,5,50.0,92046.0,1
48,9,3,50.0,920109.0,1
48,9,4,50.0,920412.0,1
48,9,1,100.0,920506.0,1
48,9,2,100.0,920513.0,1
48,9,4,50.0,920627.0,1
48,9,3,50.0,920833.0,1
48,9,1,20.0,920862.0,1
48,9,3,50.0,920868.0,1
48,9,2,50.0,920882.0,1
48,9,2,50.0,920918.0,1
48,9,2,100.0,920952.0,1
48,9,4,50.0,920984.0,1
48,9,1,50.0,2000070.0,1
48,9,1,50.0,9201188.0,1
48,9,5,50.0,9201221.0,1
48,9,2,100.0,9201259.0,1
48,9,2,50.0,9201413.0,1
48,9,2,100.0,9201660.0,1
48,9,5,50.0,9202012.0,1
48,9,3,50.0,9202172.0,1
48,9,2,50.0,200001583.0,1
48,10,5,50.0,92046.0,1
48,10,5,50.0,920109.0,1
48,10,4,50.0,920404.0,1
48,10,2,100.0,920412.0,1
48,10,5,50.0,920421.0,1
48,10,1,100.0,920506.0,1
48,10,1,15.0,920513.0,1
48,10,4,50.0,920520.0,1
48,10,1,25.0,920862.0,1
48,10,1,100.0,920882.0,1
48,10,4,50.0,920952.0,1
48,10,2,100.0,920984.0,1
48,10,2,50.0,9201038.0,1
48,10,5,50.0,9201067.0,1
48,10,1,100.0,9201188.0,1
48,10,2,50.0,9201210.0,1
48,10,1,100.0,9201221.0,1
48,10,2,100.0,9201259.0,1
48,10,1,50.0,9201413.0,1
48,10,5,50.0,9201610.0,1
48,10,1,5.0,9201660.0,1
48,10,1,5.0,9201728.0,1
48,10,4,50.0,9201867.0,1
48,10,4,50.0,9202032.0,1
48,10,3,100.0,9202172.0,1
48,10,2,50.0,9202215.0,1
48,10,1,5.0,200001583.0,1
48,10,1,50.0,200001593.0,1
48,11,2,100.0,92040.0,1
48,11,1,5.0,910244.0,1
48,11,5,50.0,920520.0,1
48,11,5,50.0,920627.0,1
48,11,4,50.0,920878.0,1
48,11,4,50.0,920952.0,1
48,11,2,100.0,920984.0,1
48,11,5,50.0,9201067.0,1
48,11,1,100.0,9201188.0,1
48,11,4,50.0,9201207.0,1
48,11,4,50.0,9201221.0,1
48,11,5,50.0,9201307.0,1
48,11,5,50.0,9201588.0,1
48,11,1,5.0,9201728.0,1
48,11,2,100.0,9201951.0,1
48,11,4,50.0,9202012.0,1
48,11,1,100.0,200001583.0,1
48,11,3,50.0,200001595.0,1
48,12,1,50.0,910211.0,1
48,12,1,100.0,910244.0,1
48,12,4,50.0,910665.0,1
48,12,2,50.0,920421.0,1
48,12,1,50.0,920513.0,1
48,12,1,50.0,920520.0,1
48,12,2,50.0,920627.0,1
48,12,4,50.0,920640.0,1
48,12,2,50.0,920695.0,1
48,12,3,5.0,920862.0,1
48,12,5,50.0,920868.0,1
48,12,2,50.0,920873.0,1
48,12,1,50.0,920878.0,1
48,12,1,50.0,920952.0,1
48,12,5,50.0,920984.0,1
48,12,1,50.0,2000070.0,1
48,12,2,50.0,9201067.0,1
48,12,1,100.0,9201188.0,1
48,12,1,100.0,9201221.0,1
48,12,4,50.0,9201259.0,1
48,12,3,50.0,9201660.0,1
48,12,1,50.0,9201705.0,1
48,12,1,5.0,9201728.0,1
48,12,1,50.0,9202012.0,1
48,12,2,50.0,9202185.0,1
48,12,3,50.0,9204446.0,1
48,12,1,100.0,200001583.0,1
48,12,2,50.0,200001593.0,1
48,12,2,50.0,200001595.0,1
48,13,2,50.0,9205.0,1
48,13,2,50.0,910211.0,1
48,13,2,100.0,910244.0,1
48,13,1,50.0,910665.0,1
48,13,5,50.0,920237.0,1
48,13,2,50.0,920421.0,1
48,13,4,100.0,920506.0,1
48,13,3,100.0,920513.0,1
48,13,3,50.0,920520.0,1
48,13,5,50.0,920627.0,1
48,13,4,50.0,920640.0,1
48,13,5,50.0,920695.0,1
48,13,2,50.0,920841.0,1
48,13,2,100.0,920862.0,1
48,13,4,50.0,920868.0,1
48,13,5,50.0,920873.0,1
48,13,2,50.0,920952.0,1
48,13,3,50.0,9201015.0,1
48,13,2,100.0,9201188.0,1
48,13,5,50.0,9201207.0,1
48,13,1,100.0,9201221.0,1
48,13,2,50.0,9201259.0,1
48,13,2,100.0,9201413.0,1
48,13,3,100.0,9201660.0,1
48,13,2,50.0,9201705.0,1
48,13,2,5.0,9201728.0,1
48,13,4,50.0,9201815.0,1
48,13,3,50.0,9201867.0,1
48,13,5,50.0,9201951.0,1
48,13,5,50.0,9201960.0,1
48,13,4,50.0,9202010.0,1
48,13,4,50.0,9202012.0,1
48,13,3,100.0,9202126.0,1
48,13,1,50.0,9202185.0,1
48,13,4,50.0,9204446.0,1
48,13,1,100.0,200001583.0,1
48,13,2,50.0,200001593.0,1
48,13,2,50.0,200001595.0,1
48,14,3,50.0,92039.0,1
48,14,1,50.0,910211.0,1
48,14,2,100.0,910244.0,1
48,14,2,50.0,910665.0,1
48,14,1,50.0,920109.0,1
48,14,2,50.0,920404.0,1
48,14,1,100.0,920412.0,1
48,14,3,50.0,920421.0,1
48,14,2,100.0,920506.0,1
48,14,1,100.0,920513.0,1
48,14,2,50.0,920520.0,1
48,14,2,50.0,920607.0,1
48,14,5,50.0,920627.0,1
48,14,2,50.0,920640.0,1
48,14,2,50.0,920687.0,1
48,14,4,50.0,920810.0,1
48,14,1,10.0,920862.0,1
48,14,3,50.0,920868.0,1
48,14,2,50.0,920882.0,1
48,14,1,50.0,920918.0,1
48,14,5,50.0,920933.0,1
48,14,1,15.0,920952.0,1
48,14,2,50.0,920983.0,1
48,14,4,50.0,9101619.0,1
48,14,2,50.0,9201067.0,1
48,14,1,50.0,9201188.0,1
48,14,4,50.0,9201207.0,1
48,14,4,50.0,9201210.0,1
48,14,1,100.0,9201221.0,1
48,14,1,50.0,9201259.0,1
48,14,1,100.0,9201660.0,1
48,14,1,10.0,9201728.0,1
48,14,2,50.0,9201729.0,1
48,14,3,50.0,9201867.0,1
48,14,1,50.0,9201947.0,1
48,14,4,50.0,9201951.0,1
48,14,2,50.0,9201960.0,1
48,14,2,100.0,9202172.0,1
48,14,3,50.0,9202215.0,1
48,14,5,50.0,9204446.0,1
48,14,3,50.0,200001583.0,1
48,14,1,50.0,200001593.0,1
48,15,4,50.0,910244.0,1
48,15,4,50.0,920477.0,1
48,15,4,50.0,920627.0,1
48,15,1,30.0,920952.0,1
48,15,1,100.0,920984.0,1
48,15,1,75.0,9101619.0,1
48,15,1,100.0,9201188.0,1
48,15,1,5.0,9201728.0,1
48,15,5,50.0,9201729.0,1
48,15,3,50.0,9204446.0,1
48,15,4,50.0,200001583.0,1
48,15,5,50.0,200001595.0,1
48,16,5,50.0,9205.0,1
48,16,3,50.0,92040.0,1
48,16,1,5.0,910211.0,1
48,16,3,100.0,910244.0,1
48,16,1,100.0,910665.0,1
48,16,2,50.0,920109.0,1
48,16,1,5.0,920477.0,1
48,16,1,50.0,920506.0,1
48,16,1,100.0,920513.0,1
48,16,2,50.0,920520.0,1
48,16,2,50.0,920557.0,1
48,16,1,100.0,920627.0,1
48,16,2,50.0,920640.0,1
48,16,1,50.0,920695.0,1
48,16,3,50.0,920810.0,1
48,16,1,40.0,920862.0,1
48,16,3,50.0,920868.0,1
48,16,1,100.0,920882.0,1
48,16,3,100.0,920952.0,1
48,16,1,100.0,920984.0,1
48,16,1,50.0,9201067.0,1
48,16,1,100.0,9201188.0,1
48,16,5,50.0,9201207.0,1
48,16,4,50.0,9201221.0,1
48,16,1,100.0,9201259.0,1
48,16,4,50.0,9201413.0,1
48,16,4,50.0,9201611.0,1
48,16,4,50.0,9201660.0,1
48,16,1,55.0,9201728.0,1
48,16,2,50.0,9201729.0,1
48,16,5,50.0,9201947.0,1
48,16,5,50.0,9201960.0,1
48,16,2,50.0,9202215.0,1
48,16,4,50.0,9204446.0,1
48,16,2,100.0,200001583.0,1
49,1,4,100.0,910211.0,1
49,1,2,100.0,910665.0,1
49,1,5,50.0,920513.0,1
49,1,1,50.0,920640.0,1
49,1,1,100.0,920687.0,1
49,1,1,100.0,920952.0,1
49,1,1,5.0,9201259.0,1
49,1,2,100.0,9201413.0,1
49,1,1,100.0,9201728.0,1
49,1,5,50.0,9201734.0,1
49,1,1,100.0,9202125.0,1
49,1,1,50.0,9204446.0,1
49,1,1,50.0,200001583.0,1
49,2,1,100.0,910211.0,1
49,2,2,100.0,910665.0,1
49,2,1,100.0,920687.0,1
49,2,4,50.0,920952.0,1
49,2,1,100.0,9201259.0,1
49,2,2,100.0,9201413.0,1
49,2,5,50.0,9201734.0,1
49,2,1,15.0,200001583.0,1
49,2,3,50.0,200001593.0,1
49,3,1,50.0,910211.0,1
49,3,1,100.0,910665.0,1
49,3,2,50.0,920640.0,1
49,3,1,100.0,920687.0,1
49,3,3,100.0,920952.0,1
49,3,4,100.0,9101619.0,1
49,3,2,100.0,9201259.0,1
49,3,2,50.0,9201413.0,1
49,3,2,5.0,9201728.0,1
49,3,4,50.0,9204446.0,1
49,3,1,30.0,200001583.0,1
49,4,5,50.0,910211.0,1
49,4,2,100.0,910665.0,1
49,4,1,100.0,920687.0,1
49,4,4,50.0,920952.0,1
49,4,4,100.0,9101619.0,1
49,4,2,100.0,9201259.0,1
49,4,3,50.0,9201413.0,1
49,4,5,50.0,9204446.0,1
49,4,1,25.0,200001583.0,1
49,5,5,50.0,910211.0,1
49,5,5,50.0,910665.0,1
49,5,4,50.0,920522.0,1
49,5,2,100.0,920640.0,1
49,5,1,100.0,920687.0,1
49,5,5,50.0,920868.0,1
49,5,1,5.0,920952.0,1
49,5,1,100.0,9201259.0,1
49,5,1,100.0,9201413.0,1
49,5,4,50.0,9201728.0,1
49,5,4,50.0,9201734.0,1
49,5,5,50.0,9201954.0,1
49,5,3,50.0,9204446.0,1
49,5,1,40.0,200001583.0,1
49,6,2,50.0,9205.0,1
49,6,2,50.0,910244.0,1
49,6,4,50.0,910665.0,1
49,6,5,50.0,920557.0,1
49,6,5,5.0,9101619.0,1
49,6,2,100.0,9201188.0,1
49,6,1,90.0,9201209.0,1
49,6,3,50.0,9201413.0,1
49,6,3,50.0,9201728.0,1
49,6,5,50.0,9204446.0,1
49,6,1,10.0,200001583.0,1
49,7,5,50.0,9205.0,1
49,7,4,50.0,910244.0,1
49,7,2,100.0,910665.0,1
49,7,2,50.0,920557.0,1
49,7,5,50.0,920810.0,1
49,7,2,50.0,920952.0,1
49,7,1,100.0,9201188.0,1
49,7,1,65.0,9201209.0,1
49,7,2,100.0,9201413.0,1
49,7,1,5.0,9201728.0,1
49,7,3,50.0,9202125.0,1
49,7,1,15.0,200001583.0,1
49,8,4,50.0,910665.0,1
49,8,2,50.0,920169.0,1
49,8,1,100.0,920687.0,1
49,8,2,100.0,920952.0,1
49,8,1,85.0,9101619.0,1
49,8,2,5.0,9201259.0,1
49,8,1,100.0,9201413.0,1
49,8,1,5.0,9201728.0,1
49,8,1,5.0,9202010.0,1
49,8,3,50.0,200001583.0,1
49,8,3,50.0,200001593.0,1
49,9,2,100.0,910665.0,1
49,9,1,100.0,920687.0,1
49,9,2,100.0,920952.0,1
49,9,1,60.0,9101619.0,1
49,9,1,15.0,9201259.0,1
49,9,1,25.0,9201728.0,1
49,9,2,5.0,200001583.0,1
49,10,1,50.0,9205.0,1
49,10,5,50.0,910211.0,1
49,10,5,50.0,910665.0,1
49,10,3,50.0,920513.0,1
49,10,1,100.0,920687.0,1
49,10,5,50.0,920873.0,1
49,10,2,100.0,920918.0,1
49,10,5,50.0,920931.0,1
49,10,2,5.0,920952.0,1
49,10,1,100.0,920983.0,1
49,10,2,100.0,920984.0,1
49,10,1,85.0,9101619.0,1
49,10,2,5.0,9201259.0,1
49,10,5,50.0,9201413.0,1
49,10,1,5.0,9201728.0,1
49,10,2,100.0,200001583.0,1
49,11,1,50.0,9205.0,1
49,11,2,50.0,910211.0,1
49,11,2,50.0,910244.0,1
