Site,Plot,Nest,cover,Amalgams,Yr
8,16,2,100.0,920477.0,2
8,16,2,50.0,920607.0,2
8,16,2,50.0,920692.0,2
8,16,2,50.0,9201010.0,2
8,16,5,50.0,920695.0,2
8,16,5,3.0,9201188.0,2
8,16,5,50.0,9201753.0,2
8,16,5,100.0,9201789.0,2
8,16,5,50.0,9202032.0,2
8,16,5,50.0,9202034.0,2
8,16,4,100.0,92039.0,2
8,16,4,50.0,920176.0,2
8,16,4,50.0,920250.0,2
8,16,4,50.0,920515.0,2
8,16,4,50.0,9201696.0,2
8,16,4,3.0,9201705.0,2
8,16,1,100.0,92046.0,2
8,16,1,100.0,920421.0,2
8,16,1,100.0,920513.0,2
8,16,1,3.0,920627.0,2
8,16,1,2.0,920816.0,2
8,16,1,5.0,920873.0,2
8,16,1,5.0,920918.0,2
8,16,1,5.0,920931.0,2
8,16,1,50.0,920968.0,2
8,16,1,50.0,920983.0,2
8,16,1,50.0,9201596.0,2
8,16,1,3.0,9201649.0,2
8,16,1,10.0,9201728.0,2
8,16,1,100.0,9202005.0,2
8,16,1,8.0,200001593.0,2
8,16,3,100.0,920925.0,2
8,16,3,100.0,920952.0,2
8,16,3,50.0,8201146.0,2
8,16,3,50.0,9201067.0,2
8,16,3,100.0,9201291.0,2
8,16,3,50.0,9201819.0,2
8,16,3,50.0,9202012.0,2
8,16,3,50.0,9202122.0,2
8,16,3,50.0,9202168.0,2
8,16,3,50.0,9202172.0,2
8,16,3,50.0,9204446.0,2
9,1,3,100.0,92039.0,2
9,1,1,50.0,9205.0,2
9,1,1,15.0,920250.0,2
9,1,1,10.0,920925.0,2
9,1,1,20.0,920952.0,2
9,1,1,40.0,9201291.0,2
9,1,4,5.0,820382.0,2
9,1,4,5.0,8101323.0,2
9,1,2,50.0,920176.0,2
9,1,2,50.0,920918.0,2
9,1,2,50.0,9101466.0,2
9,1,2,50.0,9101546.0,2
9,1,2,5.0,9201728.0,2
9,2,1,30.0,920952.0,2
9,2,1,60.0,9201291.0,2
9,2,4,50.0,920421.0,2
9,2,2,50.0,92075.0,2
9,2,2,5.0,920250.0,2
9,2,2,5.0,920925.0,2
9,2,2,10.0,9201728.0,2
9,2,3,50.0,920569.0,2
9,3,1,5.0,920250.0,2
9,3,1,5.0,920513.0,2
9,3,1,50.0,920569.0,2
9,3,1,5.0,920841.0,2
9,3,1,15.0,920952.0,2
9,3,1,20.0,9201291.0,2
9,3,1,5.0,9201819.0,2
9,3,2,5.0,820382.0,2
9,3,2,5.0,820599.0,2
9,3,3,50.0,92046.0,2
9,3,3,50.0,92075.0,2
9,3,3,50.0,910665.0,2
9,3,3,50.0,920176.0,2
9,3,3,50.0,920838.0,2
9,3,3,5.0,920925.0,2
9,3,3,5.0,9202005.0,2
9,4,1,50.0,920841.0,2
9,4,1,30.0,9201291.0,2
9,4,2,50.0,92075.0,2
9,4,2,5.0,920925.0,2
9,4,2,5.0,9201728.0,2
9,4,3,5.0,910211.0,2
9,4,3,10.0,920952.0,2
9,4,4,50.0,820395.0,2
9,4,4,50.0,820599.0,2
9,4,4,50.0,9201819.0,2
9,4,4,5.0,9202126.0,2
9,5,3,50.0,92046.0,2
9,5,3,50.0,92075.0,2
9,5,3,50.0,910665.0,2
9,5,3,50.0,920176.0,2
9,5,3,50.0,920838.0,2
9,5,3,5.0,920925.0,2
9,5,3,5.0,9202005.0,2
9,5,2,5.0,820382.0,2
9,5,2,5.0,820599.0,2
9,5,1,5.0,920250.0,2
9,5,1,5.0,920513.0,2
9,5,1,50.0,920569.0,2
9,5,1,5.0,920627.0,2
9,5,1,50.0,920841.0,2
9,5,1,15.0,920952.0,2
9,5,1,20.0,9201291.0,2
9,5,1,5.0,9201819.0,2
9,6,4,5.0,820382.0,2
9,6,4,50.0,9201023.0,2
9,6,1,50.0,92081.0,2
9,6,1,5.0,920250.0,2
9,6,1,15.0,920627.0,2
9,6,1,15.0,920841.0,2
9,6,1,15.0,920952.0,2
9,6,1,10.0,9201188.0,2
9,6,1,10.0,9201728.0,2
9,6,1,5.0,200001583.0,2
9,6,3,5.0,820599.0,2
9,6,3,50.0,920687.0,2
9,6,3,50.0,9201819.0,2
9,6,3,50.0,200001595.0,2
9,6,2,5.0,920838.0,2
9,7,1,20.0,820395.0,2
9,7,1,50.0,910665.0,2
9,7,1,50.0,920218.0,2
9,7,1,5.0,920627.0,2
9,7,1,10.0,920925.0,2
9,7,1,70.0,9201291.0,2
9,7,1,50.0,9201729.0,2
9,7,3,10.0,820599.0,2
9,7,3,10.0,920833.0,2
9,7,3,50.0,9202168.0,2
9,7,4,50.0,920705.0,2
9,7,2,50.0,9201728.0,2
9,8,3,5.0,820382.0,2
9,8,2,10.0,920109.0,2
9,8,2,50.0,920816.0,2
9,8,2,5.0,9201728.0,2
9,8,1,5.0,920250.0,2
9,8,1,20.0,920627.0,2
9,8,1,10.0,920925.0,2
9,8,1,5.0,920952.0,2
9,8,1,60.0,9201291.0,2
9,8,1,5.0,9202005.0,2
9,9,1,10.0,820395.0,2
9,9,1,20.0,820507.0,2
9,9,1,15.0,920513.0,2
9,9,1,40.0,920627.0,2
9,9,1,30.0,9201291.0,2
9,9,1,10.0,9201728.0,2
9,9,4,50.0,92039.0,2
9,9,4,50.0,9201188.0,2
9,9,2,10.0,820599.0,2
9,9,2,5.0,910211.0,2
9,9,2,5.0,9201026.0,2
9,10,3,5.0,9201728.0,2
9,10,2,50.0,820599.0,2
9,10,2,5.0,9202005.0,2
9,10,1,50.0,92039.0,2
9,10,1,5.0,820382.0,2
9,10,1,15.0,820395.0,2
9,10,1,10.0,910665.0,2
9,10,1,40.0,920627.0,2
9,10,1,10.0,920925.0,2
9,10,1,20.0,9201291.0,2
9,11,2,10.0,820395.0,2
9,11,2,15.0,910665.0,2
9,11,2,50.0,920250.0,2
9,11,2,50.0,200001595.0,2
9,11,3,50.0,92075.0,2
9,11,3,50.0,820382.0,2
9,11,3,5.0,920109.0,2
9,11,3,5.0,920687.0,2
9,11,3,5.0,9201413.0,2
9,11,3,50.0,9207006.0,2
9,11,1,10.0,820507.0,2
9,11,1,10.0,820599.0,2
9,11,1,20.0,920627.0,2
9,11,1,50.0,920841.0,2
9,11,1,40.0,9201291.0,2
9,12,2,5.0,820507.0,2
9,12,2,50.0,920687.0,2
9,12,2,50.0,920841.0,2
9,12,2,5.0,920952.0,2
9,12,2,10.0,920968.0,2
9,12,1,40.0,820395.0,2
9,12,1,20.0,920627.0,2
9,12,1,5.0,920918.0,2
9,12,1,30.0,920925.0,2
9,12,1,30.0,9201291.0,2
9,12,1,5.0,9201413.0,2
9,12,3,50.0,92039.0,2
9,12,3,50.0,910211.0,2
9,12,3,5.0,9201728.0,2
9,13,2,10.0,820395.0,2
9,13,2,5.0,920250.0,2
9,13,2,15.0,920627.0,2
9,13,3,5.0,920952.0,2
9,13,1,50.0,920968.0,2
9,13,1,60.0,9201291.0,2
9,13,1,50.0,9202005.0,2
9,13,4,10.0,9201728.0,2
9,13,4,50.0,9207006.0,2
9,14,3,50.0,9202005.0,2
9,14,1,50.0,92075.0,2
9,14,1,50.0,92081.0,2
9,14,1,10.0,820382.0,2
9,14,1,15.0,920250.0,2
9,14,1,50.0,920695.0,2
9,14,1,50.0,920838.0,2
9,14,1,10.0,920925.0,2
9,14,1,25.0,920952.0,2
9,14,1,20.0,9201819.0,2
9,14,1,50.0,9202034.0,2
9,15,1,50.0,920125.0,2
9,15,1,25.0,920952.0,2
9,15,1,5.0,9201488.0,2
9,15,1,50.0,9201748.0,2
9,15,1,50.0,9202005.0,2
9,15,1,15.0,9202126.0,2
9,15,3,5.0,92039.0,2
9,15,3,50.0,92075.0,2
9,15,3,50.0,920250.0,2
9,15,3,50.0,920695.0,2
9,15,3,50.0,920833.0,2
9,15,3,50.0,920873.0,2
9,15,3,5.0,920918.0,2
9,15,3,50.0,920925.0,2
9,15,3,5.0,9201291.0,2
9,15,3,15.0,9201728.0,2
9,15,3,50.0,9202034.0,2
9,15,2,50.0,920176.0,2
9,15,2,50.0,9201742.0,2
9,15,4,50.0,9207006.0,2
9,16,1,5.0,920925.0,2
9,16,1,20.0,9201291.0,2
9,16,1,60.0,9201728.0,2
9,16,3,5.0,920873.0,2
9,16,2,50.0,920841.0,2
9,16,2,50.0,920918.0,2
9,16,2,20.0,9202126.0,2
10,1,3,50.0,9202005.0,2
10,1,2,50.0,9201098.0,2
10,1,2,50.0,9201325.0,2
10,1,2,50.0,9202034.0,2
10,1,2,100.0,200001593.0,2
10,1,1,50.0,920873.0,2
10,1,1,50.0,8201146.0,2
10,1,1,100.0,8201146.0,2
10,1,1,50.0,9201748.0,2
10,1,1,80.0,9202126.0,2
10,1,5,50.0,92064.0,2
10,1,5,50.0,820533.0,2
10,1,5,50.0,920983.0,2
10,1,5,50.0,9201495.0,2
10,1,5,50.0,9201660.0,2
10,1,5,50.0,9202012.0,2
10,2,1,50.0,9203.0,2
10,2,1,50.0,820534.0,2
10,2,1,100.0,820592.0,2
10,2,1,100.0,920250.0,2
10,2,1,50.0,920841.0,2
10,2,1,50.0,8201147.0,2
10,2,1,20.0,9201291.0,2
10,2,1,100.0,9201728.0,2
10,2,2,50.0,820166.0,2
10,2,2,50.0,820351.0,2
10,2,2,50.0,920176.0,2
10,2,2,50.0,920421.0,2
10,2,2,50.0,920569.0,2
10,2,2,50.0,8201146.0,2
10,2,2,50.0,9204314.0,2
10,2,2,50.0,200001537.0,2
10,2,3,50.0,920513.0,2
10,2,5,50.0,920548.0,2
10,2,5,50.0,8201106.0,2
10,2,5,50.0,9201173.0,2
10,2,4,50.0,9201296.0,2
10,2,4,50.0,200001595.0,2
10,3,4,50.0,910665.0,2
10,3,1,100.0,9205.0,2
10,3,1,50.0,820459.0,2
10,3,1,10.0,820592.0,2
10,3,1,50.0,920569.0,2
10,3,1,100.0,920841.0,2
10,3,1,50.0,920925.0,2
10,3,1,50.0,8201146.0,2
10,3,1,50.0,8201147.0,2
10,3,1,90.0,9201291.0,2
10,3,1,50.0,9201728.0,2
10,3,1,50.0,200001595.0,2
10,3,3,100.0,920250.0,2
10,3,3,50.0,920421.0,2
10,3,3,50.0,9202032.0,2
10,3,3,50.0,200001537.0,2
10,3,3,100.0,200001593.0,2
10,3,5,50.0,820599.0,2
10,3,2,50.0,920513.0,2
10,4,1,50.0,820459.0,2
10,4,1,100.0,820592.0,2
10,4,1,50.0,820599.0,2
10,4,1,100.0,8201146.0,2
10,4,1,95.0,9201291.0,2
10,4,1,50.0,200001537.0,2
10,4,2,50.0,9205.0,2
10,4,2,50.0,920176.0,2
10,4,3,50.0,920569.0,2
10,5,2,50.0,8201146.0,2
10,5,1,100.0,820592.0,2
10,5,1,50.0,920176.0,2
10,5,1,50.0,920810.0,2
10,5,1,50.0,920841.0,2
10,5,1,70.0,9201291.0,2
10,5,5,50.0,910665.0,2
10,6,2,50.0,820599.0,2
10,6,2,50.0,910665.0,2
10,6,2,50.0,920421.0,2
10,6,2,50.0,920513.0,2
10,6,2,50.0,920862.0,2
10,6,4,50.0,820459.0,2
10,6,4,50.0,920687.0,2
10,6,1,50.0,8201146.0,2
10,6,1,50.0,9101619.0,2
10,6,1,95.0,9201291.0,2
10,6,3,50.0,920841.0,2
10,6,3,50.0,9202126.0,2
10,6,5,50.0,920176.0,2
10,6,5,50.0,920918.0,2
10,7,3,50.0,910665.0,2
10,7,3,50.0,920176.0,2
10,7,3,50.0,9202126.0,2
10,7,2,50.0,820459.0,2
10,7,2,50.0,820592.0,2
10,7,2,50.0,920421.0,2
10,7,2,50.0,8201146.0,2
10,7,2,50.0,8201147.0,2
10,7,2,50.0,200001105.0,2
10,7,1,50.0,920841.0,2
10,7,1,50.0,920862.0,2
10,7,1,50.0,8201103.0,2
10,7,1,50.0,8201146.0,2
10,7,1,50.0,9201023.0,2
10,7,1,55.0,9201291.0,2
10,8,4,50.0,820459.0,2
10,8,4,50.0,920569.0,2
10,8,4,50.0,920925.0,2
10,8,4,50.0,9201660.0,2
10,8,4,50.0,200001595.0,2
10,8,5,50.0,920513.0,2
10,8,2,50.0,920250.0,2
10,8,2,50.0,920421.0,2
10,8,2,50.0,8201146.0,2
10,8,2,50.0,9202032.0,2
10,8,2,50.0,200001593.0,2
10,8,1,50.0,820592.0,2
10,8,1,50.0,920176.0,2
10,8,1,50.0,920841.0,2
10,8,1,5.0,920862.0,2
10,8,1,50.0,8101308.0,2
10,8,1,50.0,8201147.0,2
10,8,3,50.0,920687.0,2
10,8,3,50.0,8201146.0,2
10,8,3,5.0,9201291.0,2
10,8,3,50.0,9201728.0,2
10,8,3,50.0,9201753.0,2
10,9,1,100.0,920862.0,2
10,9,1,100.0,8201103.0,2
10,9,1,100.0,8201146.0,2
10,9,1,100.0,9201291.0,2
10,9,2,50.0,920176.0,2
10,9,2,50.0,920841.0,2
10,9,2,50.0,8201146.0,2
10,9,2,100.0,9101619.0,2
10,9,5,50.0,820459.0,2
10,9,5,50.0,920513.0,2
10,9,5,50.0,9202034.0,2
10,9,3,50.0,910665.0,2
10,9,4,50.0,8201147.0,2
10,9,4,50.0,9201728.0,2
10,10,1,50.0,820382.0,2
10,10,1,50.0,820599.0,2
10,10,1,100.0,910665.0,2
10,10,1,50.0,920513.0,2
10,10,1,50.0,920569.0,2
10,10,1,50.0,920841.0,2
10,10,1,50.0,920925.0,2
10,10,1,50.0,920931.0,2
10,10,1,50.0,8201103.0,2
10,10,1,50.0,8201146.0,2
10,10,1,50.0,8201147.0,2
10,10,1,35.0,9201291.0,2
10,10,1,50.0,9201660.0,2
10,10,1,50.0,9201728.0,2
10,10,1,50.0,9201867.0,2
10,10,1,50.0,9202034.0,2
10,10,1,50.0,9202126.0,2
10,10,1,100.0,200001593.0,2
10,10,2,15.0,920687.0,2
10,10,2,50.0,920952.0,2
10,10,2,50.0,9201023.0,2
10,10,2,50.0,9201905.0,2
10,10,5,50.0,820592.0,2
10,10,5,50.0,920250.0,2
10,10,5,50.0,920421.0,2
10,10,5,50.0,920873.0,2
10,10,5,50.0,8201214.0,2
10,10,4,50.0,200001595.0,2
10,11,5,50.0,92075.0,2
10,11,5,50.0,920176.0,2
10,11,5,50.0,920240.0,2
10,11,5,50.0,9201488.0,2
10,11,5,50.0,9202171.0,2
10,11,1,50.0,920250.0,2
10,11,1,50.0,920627.0,2
10,11,1,100.0,920862.0,2
10,11,1,50.0,920873.0,2
10,11,1,50.0,920918.0,2
10,11,1,50.0,8201146.0,2
10,11,1,100.0,8201146.0,2
10,11,1,80.0,9201291.0,2
10,11,1,100.0,9201649.0,2
10,11,1,50.0,9201660.0,2
10,11,1,50.0,9201753.0,2
10,11,1,5.0,9202126.0,2
10,11,1,50.0,9202172.0,2
10,11,1,50.0,200001593.0,2
10,11,3,50.0,92064.0,2
10,11,3,50.0,920125.0,2
10,11,3,50.0,9201098.0,2
10,11,3,50.0,9201729.0,2
10,11,3,50.0,9202034.0,2
10,11,3,50.0,9205298.0,2
10,11,2,50.0,820459.0,2
10,11,2,100.0,820592.0,2
10,11,2,50.0,920105.0,2
10,11,2,50.0,920607.0,2
10,11,4,50.0,920687.0,2
10,12,1,50.0,9205.0,2
10,12,1,20.0,820599.0,2
10,12,1,5.0,920250.0,2
10,12,1,50.0,920841.0,2
10,12,1,10.0,8201146.0,2
10,12,1,60.0,9201291.0,2
10,12,1,10.0,9201413.0,2
10,12,1,100.0,9202126.0,2
10,12,1,50.0,200001593.0,2
10,12,2,50.0,820459.0,2
10,12,2,50.0,820592.0,2
10,12,2,50.0,910665.0,2
10,12,2,50.0,920513.0,2
10,12,2,50.0,8201147.0,2
10,12,2,50.0,200001537.0,2
10,12,2,50.0,200001583.0,2
10,12,3,50.0,820382.0,2
10,12,3,50.0,820534.0,2
10,12,3,5.0,9101619.0,2
10,12,3,50.0,9201728.0,2
10,12,5,50.0,92046.0,2
10,12,5,50.0,920421.0,2
10,12,5,50.0,920925.0,2
10,12,5,50.0,920931.0,2
10,12,5,50.0,9201696.0,2
10,12,4,50.0,920838.0,2
10,12,4,50.0,200001595.0,2
10,13,2,50.0,920240.0,2
10,13,2,50.0,200001595.0,2
10,13,3,50.0,9205.0,2
10,13,3,20.0,820534.0,2
10,13,3,50.0,920412.0,2
10,13,3,50.0,920569.0,2
10,13,3,50.0,920841.0,2
10,13,3,50.0,9201728.0,2
10,13,5,100.0,910665.0,2
10,13,5,100.0,9202126.0,2
10,13,4,50.0,920176.0,2
10,13,4,50.0,920421.0,2
10,13,4,50.0,920548.0,2
10,13,4,50.0,920838.0,2
10,13,4,50.0,200001583.0,2
10,13,1,50.0,92046.0,2
10,13,1,50.0,820459.0,2
10,13,1,10.0,820592.0,2
10,13,1,100.0,920250.0,2
10,13,1,50.0,920607.0,2
10,13,1,100.0,920862.0,2
10,13,1,50.0,920925.0,2
10,13,1,50.0,920931.0,2
10,13,1,50.0,8201146.0,2
10,13,1,60.0,9201291.0,2
10,13,1,50.0,9201296.0,2
10,13,1,50.0,9201753.0,2
10,13,1,50.0,9202168.0,2
10,13,1,50.0,200001105.0,2
10,13,1,100.0,200001593.0,2
10,14,2,50.0,920176.0,2
10,14,2,50.0,920838.0,2
10,14,2,50.0,9201144.0,2
10,14,2,50.0,9202032.0,2
10,14,5,50.0,920810.0,2
10,14,1,50.0,920250.0,2
10,14,1,50.0,920841.0,2
10,14,1,50.0,920862.0,2
10,14,1,50.0,8201146.0,2
10,14,1,50.0,9201291.0,2
10,14,1,50.0,9201728.0,2
10,14,1,50.0,200001595.0,2
10,14,3,50.0,920421.0,2
10,14,3,50.0,920569.0,2
10,14,3,50.0,8201147.0,2
10,15,3,5.0,820599.0,2
10,15,3,50.0,920457.0,2
10,15,1,50.0,9205.0,2
10,15,1,50.0,820459.0,2
10,15,1,10.0,820592.0,2
10,15,1,100.0,8201103.0,2
10,15,1,100.0,8201146.0,2
10,15,1,90.0,9201291.0,2
10,15,1,50.0,9201611.0,2
10,15,1,50.0,9202032.0,2
10,15,2,50.0,9202126.0,2
10,15,4,50.0,820534.0,2
10,15,4,50.0,9201728.0,2
10,15,4,50.0,200001593.0,2
10,15,5,50.0,9201705.0,2
10,16,1,50.0,9205.0,2
10,16,1,20.0,820592.0,2
10,16,1,100.0,820599.0,2
10,16,1,50.0,920841.0,2
10,16,1,20.0,8201146.0,2
10,16,1,80.0,9201291.0,2
10,16,1,50.0,9201611.0,2
10,16,2,50.0,820534.0,2
10,16,2,50.0,920250.0,2
10,16,2,50.0,9202126.0,2
10,16,2,50.0,200001593.0,2
10,16,3,50.0,820459.0,2
10,16,3,50.0,910665.0,2
10,16,3,50.0,8201147.0,2
10,16,3,50.0,9201660.0,2
10,16,4,50.0,920421.0,2
11,1,2,50.0,9203.0,2
11,1,2,100.0,920250.0,2
11,1,2,50.0,920513.0,2
11,1,4,50.0,920421.0,2
11,1,4,10.0,9201291.0,2
11,1,3,50.0,820382.0,2
11,1,3,50.0,920412.0,2
11,1,3,50.0,920627.0,2
11,1,3,50.0,8201146.0,2
11,1,3,50.0,200001593.0,2
11,1,5,50.0,920952.0,2
11,1,5,50.0,8201147.0,2
11,1,5,50.0,9201058.0,2
11,1,5,50.0,9201753.0,2
11,1,5,50.0,9202034.0,2
11,1,5,50.0,200001595.0,2
11,1,1,10.0,920833.0,2
11,1,1,50.0,920841.0,2
11,1,1,50.0,920918.0,2
11,1,1,40.0,9201728.0,2
11,2,1,50.0,820382.0,2
11,2,1,100.0,920250.0,2
11,2,1,50.0,920331.0,2
11,2,1,50.0,920412.0,2
11,2,1,50.0,920569.0,2
11,2,1,100.0,920833.0,2
11,2,1,50.0,920841.0,2
11,2,1,50.0,8201147.0,2
11,2,1,50.0,9201291.0,2
11,2,1,10.0,9201728.0,2
11,2,1,50.0,9202034.0,2
11,2,1,10.0,200001593.0,2
11,2,1,50.0,200001595.0,2
11,2,5,50.0,9202168.0,2
11,2,5,50.0,200001583.0,2
11,2,4,50.0,9201649.0,2
11,2,4,50.0,9202126.0,2
11,2,4,50.0,9204530.0,2
11,2,2,50.0,910665.0,2
11,2,2,100.0,920627.0,2
11,2,2,50.0,8201146.0,2
11,2,2,50.0,9201905.0,2
11,2,2,50.0,200001537.0,2
11,2,3,50.0,820459.0,2
11,2,3,50.0,820599.0,2
11,2,3,50.0,9201753.0,2
11,2,3,50.0,9202032.0,2
11,2,3,50.0,9204445.0,2
11,3,4,50.0,820382.0,2
11,3,4,50.0,920250.0,2
11,3,4,50.0,920918.0,2
11,3,4,50.0,9201905.0,2
11,3,4,50.0,9202012.0,2
11,3,4,50.0,9202168.0,2
11,3,4,50.0,9204530.0,2
11,3,3,50.0,920931.0,2
11,3,3,50.0,9202126.0,2
11,3,5,50.0,920412.0,2
11,3,5,50.0,9202032.0,2
11,3,1,50.0,920569.0,2
11,3,1,30.0,9201291.0,2
11,3,1,50.0,9201617.0,2
11,3,1,50.0,9201728.0,2
11,3,1,100.0,9201753.0,2
11,3,1,50.0,200001537.0,2
11,3,1,25.0,200001593.0,2
11,3,2,100.0,910665.0,2
11,3,2,50.0,920841.0,2
11,4,1,50.0,820382.0,2
11,4,1,100.0,920627.0,2
11,4,1,50.0,920841.0,2
11,4,1,60.0,9201728.0,2
11,4,1,50.0,9201753.0,2
11,4,3,50.0,820184.0,2
11,4,3,50.0,920557.0,2
11,4,3,50.0,9201905.0,2
11,4,2,50.0,920412.0,2
11,4,2,50.0,8201103.0,2
11,4,2,50.0,8201146.0,2
11,4,2,50.0,9202034.0,2
11,4,2,50.0,9204837.0,2
11,4,2,100.0,200001593.0,2
11,4,5,50.0,910662.0,2
11,4,5,50.0,9201660.0,2
11,4,5,50.0,9202012.0,2
11,4,5,100.0,200001583.0,2
11,4,4,50.0,910211.0,2
11,4,4,100.0,910665.0,2
11,4,4,50.0,920250.0,2
11,4,4,50.0,200001537.0,2
11,5,1,100.0,820599.0,2
11,5,1,50.0,910211.0,2
11,5,1,100.0,920412.0,2
11,5,1,65.0,920627.0,2
11,5,1,50.0,920841.0,2
11,5,1,50.0,920984.0,2
11,5,1,50.0,8201146.0,2
11,5,1,100.0,9201067.0,2
11,5,1,30.0,9201728.0,2
11,5,1,50.0,9202249.0,2
11,5,2,50.0,92046.0,2
11,5,2,50.0,920331.0,2
11,5,2,50.0,920833.0,2
11,5,2,50.0,920838.0,2
11,5,4,50.0,920513.0,2
11,5,4,50.0,920882.0,2
11,5,4,50.0,9201607.0,2
11,5,4,50.0,9202168.0,2
11,5,4,50.0,200001583.0,2
11,5,3,50.0,910665.0,2
11,5,3,50.0,8101323.0,2
11,5,3,50.0,9201188.0,2
11,5,3,50.0,9201413.0,2
11,5,3,50.0,9204583.0,2
11,5,3,50.0,200001537.0,2
11,5,5,50.0,820382.0,2
11,6,5,50.0,820351.0,2
11,6,5,50.0,910211.0,2
11,6,5,50.0,920331.0,2
11,6,5,50.0,920569.0,2
11,6,5,50.0,920838.0,2
11,6,5,50.0,920931.0,2
11,6,5,50.0,8201146.0,2
11,6,5,50.0,9201753.0,2
11,6,5,50.0,9202012.0,2
11,6,5,50.0,9202034.0,2
11,6,5,50.0,9202126.0,2
11,6,2,50.0,920250.0,2
11,6,2,50.0,9204530.0,2
11,6,2,50.0,200001537.0,2
11,6,2,50.0,200001583.0,2
11,6,1,50.0,920841.0,2
11,6,1,50.0,8201146.0,2
11,6,1,90.0,9201728.0,2
11,6,3,50.0,820459.0,2
11,6,3,50.0,920412.0,2
11,6,3,50.0,920513.0,2
11,6,3,50.0,920627.0,2
11,6,3,50.0,920833.0,2
11,6,3,50.0,8201147.0,2
11,6,3,50.0,9201291.0,2
11,6,3,50.0,9202168.0,2
11,6,3,100.0,200001593.0,2
11,6,4,50.0,910665.0,2
11,6,4,50.0,920105.0,2
11,6,4,50.0,920873.0,2
11,6,4,50.0,920983.0,2
11,6,4,50.0,9201413.0,2
11,6,4,50.0,9201649.0,2
11,7,5,50.0,920412.0,2
11,7,5,50.0,9202249.0,2
11,7,4,50.0,200001583.0,2
11,7,1,50.0,820382.0,2
11,7,1,50.0,920481.0,2
11,7,1,50.0,920627.0,2
11,7,1,50.0,920841.0,2
11,7,1,50.0,9201728.0,2
11,7,1,100.0,9201753.0,2
11,7,1,50.0,9202034.0,2
11,7,1,100.0,9202126.0,2
11,7,3,50.0,920569.0,2
11,7,3,50.0,8201146.0,2
11,7,3,50.0,200001537.0,2
11,7,2,100.0,910665.0,2
11,7,2,50.0,8201146.0,2
11,7,2,50.0,9201067.0,2
11,7,2,50.0,9201905.0,2
11,7,2,100.0,200001593.0,2
11,8,5,50.0,920412.0,2
11,8,5,50.0,920833.0,2
11,8,5,50.0,9201660.0,2
11,8,5,50.0,9201905.0,2
11,8,5,50.0,9202168.0,2
11,8,5,50.0,9202249.0,2
11,8,1,50.0,920513.0,2
11,8,1,50.0,920841.0,2
11,8,1,10.0,9201291.0,2
11,8,1,80.0,9201728.0,2
11,8,1,20.0,200001593.0,2
11,8,2,50.0,920607.0,2
11,8,2,50.0,920925.0,2
11,8,2,50.0,8201146.0,2
11,8,2,50.0,9201067.0,2
11,8,2,100.0,9201753.0,2
11,8,3,50.0,820382.0,2
11,8,3,50.0,920522.0,2
11,8,3,50.0,8201147.0,2
11,8,4,50.0,920250.0,2
11,8,4,50.0,920421.0,2
11,8,4,50.0,920627.0,2
11,8,4,50.0,9202126.0,2
11,9,5,50.0,920250.0,2
11,9,5,50.0,920412.0,2
11,9,5,50.0,920513.0,2
11,9,5,50.0,9201067.0,2
11,9,5,50.0,9201649.0,2
11,9,1,50.0,820459.0,2
11,9,1,50.0,920841.0,2
11,9,1,50.0,8201146.0,2
11,9,1,90.0,9201728.0,2
11,9,1,100.0,9202126.0,2
11,9,1,50.0,200001537.0,2
11,9,1,5.0,200001593.0,2
11,9,2,100.0,910665.0,2
11,9,2,100.0,920627.0,2
11,9,2,50.0,9201660.0,2
11,9,2,50.0,9201753.0,2
11,9,2,50.0,9201899.0,2
11,9,2,50.0,9202168.0,2
11,9,4,50.0,820382.0,2
11,9,4,50.0,9202032.0,2
11,10,3,100.0,92039.0,2
11,10,3,50.0,910665.0,2
11,10,2,50.0,920627.0,2
11,10,2,5.0,9201067.0,2
11,10,2,50.0,9201488.0,2
11,10,2,50.0,9201867.0,2
11,10,5,50.0,820383.0,2
11,10,5,50.0,920240.0,2
11,10,5,50.0,920250.0,2
11,10,5,50.0,9201063.0,2
11,10,5,50.0,9201649.0,2
11,10,5,50.0,9202126.0,2
11,10,1,50.0,92082.0,2
11,10,1,50.0,920176.0,2
11,10,1,100.0,920412.0,2
11,10,1,50.0,920513.0,2
11,10,1,50.0,920833.0,2
11,10,1,50.0,920925.0,2
11,10,1,50.0,8201146.0,2
11,10,1,50.0,8201147.0,2
11,10,1,50.0,9201660.0,2
11,10,1,85.0,9201728.0,2
11,10,1,100.0,9201753.0,2
11,10,1,50.0,200001537.0,2
11,10,1,5.0,200001593.0,2
11,10,4,50.0,820459.0,2
11,10,4,50.0,920421.0,2
11,10,4,100.0,9201696.0,2
11,10,4,50.0,9202168.0,2
11,11,2,50.0,920569.0,2
11,11,5,50.0,920513.0,2
11,11,5,50.0,920873.0,2
11,11,5,50.0,8201147.0,2
11,11,5,100.0,9202126.0,2
11,11,5,50.0,9202168.0,2
11,11,1,50.0,820459.0,2
11,11,1,50.0,920841.0,2
11,11,1,50.0,8201146.0,2
11,11,1,90.0,9201728.0,2
11,11,1,100.0,9201753.0,2
11,11,1,50.0,200001537.0,2
11,11,1,10.0,200001593.0,2
11,12,2,50.0,920421.0,2
11,12,2,50.0,920513.0,2
11,12,2,50.0,920838.0,2
11,12,2,50.0,2000070.0,2
11,12,3,50.0,920627.0,2
11,12,3,50.0,920984.0,2
11,12,3,50.0,9201296.0,2
