Site,Plot,Nest,cover,Amalgams,Yr,species,flag,alpha
61,13,1,100.0,92040.0,1,Agrostis capillaris,2.0,24
61,14,1,100.0,92040.0,1,Agrostis capillaris,2.0,28
61,15,3,5.0,92040.0,1,Agrostis capillaris,2.0,21
61,16,1,10.0,92040.0,1,Agrostis capillaris,2.0,18
62,1,1,5.0,92040.0,1,Agrostis capillaris,2.0,15
62,2,4,50.0,92040.0,1,Agrostis capillaris,2.0,20
62,3,1,5.0,92040.0,1,Agrostis capillaris,2.0,30
62,4,5,50.0,92040.0,1,Agrostis capillaris,2.0,9
62,5,2,100.0,92040.0,1,Agrostis capillaris,2.0,7
62,6,5,50.0,92040.0,1,Agrostis capillaris,2.0,4
62,7,2,10.0,92040.0,1,Agrostis capillaris,2.0,11
62,8,4,50.0,92040.0,1,Agrostis capillaris,2.0,9
62,9,3,100.0,92040.0,1,Agrostis capillaris,2.0,13
62,10,2,50.0,92040.0,1,Agrostis capillaris,2.0,15
62,11,1,5.0,92040.0,1,Agrostis capillaris,2.0,20
62,15,5,50.0,92040.0,1,Agrostis capillaris,2.0,16
62,16,2,50.0,92040.0,1,Agrostis capillaris,2.0,27
63,1,2,100.0,92040.0,1,Agrostis capillaris,2.0,20
63,11,5,50.0,92040.0,1,Agrostis capillaris,2.0,24
63,12,3,100.0,92040.0,1,Agrostis capillaris,2.0,18
63,15,5,50.0,92040.0,1,Agrostis capillaris,2.0,7
63,16,5,100.0,92040.0,1,Agrostis capillaris,2.0,50
64,1,5,50.0,92040.0,1,Agrostis capillaris,2.0,13
64,2,3,100.0,92040.0,1,Agrostis capillaris,2.0,14
64,3,3,100.0,92040.0,1,Agrostis capillaris,2.0,28
64,4,4,50.0,92040.0,1,Agrostis capillaris,2.0,25
64,5,2,5.0,92040.0,1,Agrostis capillaris,2.0,15
64,7,2,50.0,92040.0,1,Agrostis capillaris,2.0,10
64,8,1,55.0,92040.0,1,Agrostis capillaris,2.0,15
64,9,2,50.0,92040.0,1,Agrostis capillaris,2.0,16
64,10,3,100.0,92040.0,1,Agrostis capillaris,2.0,21
64,12,1,30.0,92040.0,1,Agrostis capillaris,2.0,9
64,13,1,65.0,92040.0,1,Agrostis capillaris,2.0,14
64,14,4,50.0,92040.0,1,Agrostis capillaris,2.0,17
64,16,1,30.0,92040.0,1,Agrostis capillaris,2.0,23
66,2,2,15.0,92040.0,1,Agrostis capillaris,2.0,32
66,4,2,15.0,92040.0,1,Agrostis capillaris,2.0,34
66,5,5,50.0,92040.0,1,Agrostis capillaris,2.0,23
66,6,1,100.0,92040.0,1,Agrostis capillaris,2.0,14
66,7,1,50.0,92040.0,1,Agrostis capillaris,2.0,36
66,7,2,5.0,92040.0,1,Agrostis capillaris,2.0,36
66,8,1,5.0,92040.0,1,Agrostis capillaris,2.0,29
66,9,1,10.0,92040.0,1,Agrostis capillaris,2.0,43
66,11,4,15.0,92040.0,1,Agrostis capillaris,2.0,44
66,14,5,5.0,92040.0,1,Agrostis capillaris,2.0,36
66,15,3,15.0,92040.0,1,Agrostis capillaris,2.0,20
67,3,1,100.0,92040.0,1,Agrostis capillaris,2.0,14
67,4,1,10.0,92040.0,1,Agrostis capillaris,2.0,25
67,5,1,5.0,92040.0,1,Agrostis capillaris,2.0,38
67,6,1,50.0,92040.0,1,Agrostis capillaris,2.0,7
67,7,2,50.0,92040.0,1,Agrostis capillaris,2.0,23
67,8,1,50.0,92040.0,1,Agrostis capillaris,2.0,46
67,9,2,10.0,92040.0,1,Agrostis capillaris,2.0,16
67,10,4,50.0,92040.0,1,Agrostis capillaris,2.0,30
67,11,1,20.0,92040.0,1,Agrostis capillaris,2.0,26
67,12,1,40.0,92040.0,1,Agrostis capillaris,2.0,34
67,12,4,100.0,92040.0,1,Agrostis capillaris,2.0,34
67,13,3,100.0,92040.0,1,Agrostis capillaris,2.0,38
67,14,5,50.0,92040.0,1,Agrostis capillaris,2.0,23
68,10,3,50.0,92040.0,1,Agrostis capillaris,2.0,15
68,12,4,50.0,92040.0,1,Agrostis capillaris,2.0,33
68,16,1,50.0,92040.0,1,Agrostis capillaris,2.0,16
70,4,1,100.0,92040.0,1,Agrostis capillaris,2.0,7
70,6,3,50.0,92040.0,1,Agrostis capillaris,2.0,32
72,1,1,15.0,92040.0,1,Agrostis capillaris,2.0,15
72,2,2,5.0,92040.0,1,Agrostis capillaris,2.0,14
72,3,5,50.0,92040.0,1,Agrostis capillaris,2.0,21
72,4,4,50.0,92040.0,1,Agrostis capillaris,2.0,32
72,5,1,20.0,92040.0,1,Agrostis capillaris,2.0,17
72,6,2,5.0,92040.0,1,Agrostis capillaris,2.0,28
72,7,1,10.0,92040.0,1,Agrostis capillaris,2.0,25
72,8,1,100.0,92040.0,1,Agrostis capillaris,2.0,22
72,9,4,50.0,92040.0,1,Agrostis capillaris,2.0,18
72,10,1,5.0,92040.0,1,Agrostis capillaris,2.0,31
72,13,1,100.0,92040.0,1,Agrostis capillaris,2.0,16
72,14,1,10.0,92040.0,1,Agrostis capillaris,2.0,18
72,15,5,50.0,92040.0,1,Agrostis capillaris,2.0,9
73,1,1,5.0,92040.0,1,Agrostis capillaris,2.0,17
73,2,2,5.0,92040.0,1,Agrostis capillaris,2.0,10
73,3,1,10.0,92040.0,1,Agrostis capillaris,2.0,11
73,4,1,5.0,92040.0,1,Agrostis capillaris,2.0,15
73,7,4,5.0,92040.0,1,Agrostis capillaris,2.0,10
73,10,4,5.0,92040.0,1,Agrostis capillaris,2.0,28
74,1,1,10.0,92040.0,1,Agrostis capillaris,2.0,23
74,2,2,50.0,92040.0,1,Agrostis capillaris,2.0,17
74,3,1,100.0,92040.0,1,Agrostis capillaris,2.0,25
74,14,2,50.0,92040.0,1,Agrostis capillaris,2.0,18
74,15,1,100.0,92040.0,1,Agrostis capillaris,2.0,33
74,16,1,10.0,92040.0,1,Agrostis capillaris,2.0,32
75,3,5,50.0,92040.0,1,Agrostis capillaris,2.0,22
75,4,1,20.0,92040.0,1,Agrostis capillaris,2.0,29
75,5,1,100.0,92040.0,1,Agrostis capillaris,2.0,26
75,9,3,100.0,92040.0,1,Agrostis capillaris,2.0,18
75,10,1,10.0,92040.0,1,Agrostis capillaris,2.0,30
75,12,2,50.0,92040.0,1,Agrostis capillaris,2.0,52
75,13,1,5.0,92040.0,1,Agrostis capillaris,2.0,56
75,14,4,50.0,92040.0,1,Agrostis capillaris,2.0,39
75,15,3,100.0,92040.0,1,Agrostis capillaris,2.0,39
76,1,4,50.0,92040.0,1,Agrostis capillaris,2.0,17
76,7,1,50.0,92040.0,1,Agrostis capillaris,2.0,7
76,8,1,100.0,92040.0,1,Agrostis capillaris,2.0,25
76,9,1,50.0,92040.0,1,Agrostis capillaris,2.0,24
76,10,5,50.0,92040.0,1,Agrostis capillaris,2.0,27
76,12,1,15.0,92040.0,1,Agrostis capillaris,2.0,17
76,15,5,50.0,92040.0,1,Agrostis capillaris,2.0,31
77,2,4,100.0,92040.0,1,Agrostis capillaris,2.0,27
77,3,1,100.0,92040.0,1,Agrostis capillaris,2.0,25
77,4,4,50.0,92040.0,1,Agrostis capillaris,2.0,21
77,5,1,5.0,92040.0,1,Agrostis capillaris,2.0,32
77,6,1,5.0,92040.0,1,Agrostis capillaris,2.0,26
77,7,1,10.0,92040.0,1,Agrostis capillaris,2.0,40
77,10,2,50.0,92040.0,1,Agrostis capillaris,2.0,18
77,11,1,100.0,92040.0,1,Agrostis capillaris,2.0,17
77,13,1,100.0,92040.0,1,Agrostis capillaris,2.0,40
78,3,1,5.0,92040.0,1,Agrostis capillaris,2.0,13
78,5,4,100.0,92040.0,1,Agrostis capillaris,2.0,6
78,7,1,20.0,92040.0,1,Agrostis capillaris,2.0,8
78,8,3,50.0,92040.0,1,Agrostis capillaris,2.0,5
78,9,1,15.0,92040.0,1,Agrostis capillaris,2.0,12
78,10,4,50.0,92040.0,1,Agrostis capillaris,2.0,16
78,11,1,30.0,92040.0,1,Agrostis capillaris,2.0,15
78,13,2,10.0,92040.0,1,Agrostis capillaris,2.0,9
78,14,1,15.0,92040.0,1,Agrostis capillaris,2.0,15
78,15,1,5.0,92040.0,1,Agrostis capillaris,2.0,16
78,16,1,10.0,92040.0,1,Agrostis capillaris,2.0,10
79,1,2,50.0,92040.0,1,Agrostis capillaris,2.0,10
79,2,1,5.0,92040.0,1,Agrostis capillaris,2.0,15
79,3,3,50.0,92040.0,1,Agrostis capillaris,2.0,13
79,4,2,5.0,92040.0,1,Agrostis capillaris,2.0,10
79,6,4,50.0,92040.0,1,Agrostis capillaris,2.0,6
79,12,1,100.0,92040.0,1,Agrostis capillaris,2.0,9
79,14,5,50.0,92040.0,1,Agrostis capillaris,2.0,14
80,11,5,50.0,92040.0,1,Agrostis capillaris,2.0,5
81,3,2,5.0,92040.0,1,Agrostis capillaris,2.0,11
81,4,1,5.0,92040.0,1,Agrostis capillaris,2.0,10
81,5,1,20.0,92040.0,1,Agrostis capillaris,2.0,13
81,6,4,5.0,92040.0,1,Agrostis capillaris,2.0,21
81,8,3,10.0,92040.0,1,Agrostis capillaris,2.0,26
81,9,3,10.0,92040.0,1,Agrostis capillaris,2.0,33
81,10,2,15.0,92040.0,1,Agrostis capillaris,2.0,26
81,11,1,15.0,92040.0,1,Agrostis capillaris,2.0,33
81,13,1,15.0,92040.0,1,Agrostis capillaris,2.0,37
81,16,5,100.0,92040.0,1,Agrostis capillaris,2.0,50
82,5,1,100.0,92040.0,1,Agrostis capillaris,2.0,22
82,6,1,10.0,92040.0,1,Agrostis capillaris,2.0,26
82,7,3,50.0,92040.0,1,Agrostis capillaris,2.0,14
82,8,1,5.0,92040.0,1,Agrostis capillaris,2.0,24
82,10,3,5.0,92040.0,1,Agrostis capillaris,2.0,12
83,1,1,30.0,92040.0,1,Agrostis capillaris,2.0,23
83,2,1,25.0,92040.0,1,Agrostis capillaris,2.0,28
83,3,1,5.0,92040.0,1,Agrostis capillaris,2.0,27
83,6,1,5.0,92040.0,1,Agrostis capillaris,2.0,22
83,10,1,100.0,92040.0,1,Agrostis capillaris,2.0,17
83,11,4,5.0,92040.0,1,Agrostis capillaris,2.0,16
83,12,1,5.0,92040.0,1,Agrostis capillaris,2.0,21
83,13,1,15.0,92040.0,1,Agrostis capillaris,2.0,17
83,15,1,5.0,92040.0,1,Agrostis capillaris,2.0,18
84,1,5,50.0,92040.0,1,Agrostis capillaris,2.0,4
84,2,2,100.0,92040.0,1,Agrostis capillaris,2.0,8
84,4,1,10.0,92040.0,1,Agrostis capillaris,2.0,12
84,5,1,5.0,92040.0,1,Agrostis capillaris,2.0,12
84,7,5,50.0,92040.0,1,Agrostis capillaris,2.0,7
84,9,2,100.0,92040.0,1,Agrostis capillaris,2.0,10
84,10,1,50.0,92040.0,1,Agrostis capillaris,2.0,5
84,12,2,100.0,92040.0,1,Agrostis capillaris,2.0,9
85,1,2,50.0,92040.0,1,Agrostis capillaris,2.0,11
85,2,1,5.0,92040.0,1,Agrostis capillaris,2.0,16
85,3,1,100.0,92040.0,1,Agrostis capillaris,2.0,12
85,4,1,25.0,92040.0,1,Agrostis capillaris,2.0,10
85,5,1,15.0,92040.0,1,Agrostis capillaris,2.0,14
85,6,4,50.0,92040.0,1,Agrostis capillaris,2.0,8
85,7,1,15.0,92040.0,1,Agrostis capillaris,2.0,12
85,8,1,100.0,92040.0,1,Agrostis capillaris,2.0,23
85,9,1,20.0,92040.0,1,Agrostis capillaris,2.0,27
85,10,1,100.0,92040.0,1,Agrostis capillaris,2.0,21
85,11,3,100.0,92040.0,1,Agrostis capillaris,2.0,41
85,12,1,10.0,92040.0,1,Agrostis capillaris,2.0,43
85,14,1,100.0,92040.0,1,Agrostis capillaris,2.0,36
85,15,1,10.0,92040.0,1,Agrostis capillaris,2.0,24
85,16,1,40.0,92040.0,1,Agrostis capillaris,2.0,27
86,1,1,5.0,92040.0,1,Agrostis capillaris,2.0,14
86,3,1,5.0,92040.0,1,Agrostis capillaris,2.0,12
86,4,1,100.0,92040.0,1,Agrostis capillaris,2.0,11
86,7,5,5.0,92040.0,1,Agrostis capillaris,2.0,16
86,8,1,5.0,92040.0,1,Agrostis capillaris,2.0,11
86,9,1,5.0,92040.0,1,Agrostis capillaris,2.0,15
86,12,5,100.0,92040.0,1,Agrostis capillaris,2.0,31
86,13,1,100.0,92040.0,1,Agrostis capillaris,2.0,23
86,14,1,100.0,92040.0,1,Agrostis capillaris,2.0,15
86,15,1,100.0,92040.0,1,Agrostis capillaris,2.0,11
86,16,1,5.0,92040.0,1,Agrostis capillaris,2.0,12
87,1,2,100.0,92040.0,1,Agrostis capillaris,2.0,16
87,2,1,10.0,92040.0,1,Agrostis capillaris,2.0,12
87,5,1,10.0,92040.0,1,Agrostis capillaris,2.0,29
87,6,1,50.0,92040.0,1,Agrostis capillaris,2.0,11
87,7,1,40.0,92040.0,1,Agrostis capillaris,2.0,30
87,8,1,45.0,92040.0,1,Agrostis capillaris,2.0,25
87,9,1,35.0,92040.0,1,Agrostis capillaris,2.0,21
87,10,1,20.0,92040.0,1,Agrostis capillaris,2.0,16
87,11,1,70.0,92040.0,1,Agrostis capillaris,2.0,19
87,12,1,25.0,92040.0,1,Agrostis capillaris,2.0,20
87,14,4,50.0,92040.0,1,Agrostis capillaris,2.0,16
87,15,1,40.0,92040.0,1,Agrostis capillaris,2.0,21
87,16,1,40.0,92040.0,1,Agrostis capillaris,2.0,21
88,8,5,50.0,92040.0,1,Agrostis capillaris,2.0,15
88,9,5,50.0,92040.0,1,Agrostis capillaris,2.0,6
89,3,1,50.0,92040.0,1,Agrostis capillaris,2.0,12
91,2,5,50.0,92040.0,1,Agrostis capillaris,2.0,9
91,3,1,5.0,92040.0,1,Agrostis capillaris,2.0,59
92,1,1,15.0,92040.0,1,Agrostis capillaris,2.0,14
92,2,2,5.0,92040.0,1,Agrostis capillaris,2.0,20
92,3,2,5.0,92040.0,1,Agrostis capillaris,2.0,17
92,4,1,5.0,92040.0,1,Agrostis capillaris,2.0,21
92,5,1,15.0,92040.0,1,Agrostis capillaris,2.0,21
92,10,3,5.0,92040.0,1,Agrostis capillaris,2.0,5
92,11,1,5.0,92040.0,1,Agrostis capillaris,2.0,25
92,12,2,5.0,92040.0,1,Agrostis capillaris,2.0,10
92,13,2,5.0,92040.0,1,Agrostis capillaris,2.0,7
92,14,1,10.0,92040.0,1,Agrostis capillaris,2.0,37
92,15,1,15.0,92040.0,1,Agrostis capillaris,2.0,24
92,15,3,5.0,92040.0,1,Agrostis capillaris,2.0,24
93,5,3,5.0,92040.0,1,Agrostis capillaris,2.0,14
93,8,1,100.0,92040.0,1,Agrostis capillaris,2.0,20
94,1,2,100.0,92040.0,1,Agrostis capillaris,2.0,13
94,5,5,50.0,92040.0,1,Agrostis capillaris,2.0,9
94,6,2,50.0,92040.0,1,Agrostis capillaris,2.0,14
94,13,1,50.0,92040.0,1,Agrostis capillaris,2.0,15
96,5,3,5.0,92040.0,1,Agrostis capillaris,2.0,44
96,8,1,5.0,92040.0,1,Agrostis capillaris,2.0,19
96,10,1,5.0,92040.0,1,Agrostis capillaris,2.0,11
96,15,4,50.0,92040.0,1,Agrostis capillaris,2.0,25
97,6,2,100.0,92040.0,1,Agrostis capillaris,2.0,14
97,7,1,5.0,92040.0,1,Agrostis capillaris,2.0,20
97,9,1,5.0,92040.0,1,Agrostis capillaris,2.0,23
97,9,2,10.0,92040.0,1,Agrostis capillaris,2.0,23
97,14,3,100.0,92040.0,1,Agrostis capillaris,2.0,17
98,2,2,100.0,92040.0,1,Agrostis capillaris,2.0,33
98,3,1,5.0,92040.0,1,Agrostis capillaris,2.0,34
98,4,1,50.0,92040.0,1,Agrostis capillaris,2.0,20
98,6,1,15.0,92040.0,1,Agrostis capillaris,2.0,41
98,8,3,50.0,92040.0,1,Agrostis capillaris,2.0,26
98,9,4,50.0,92040.0,1,Agrostis capillaris,2.0,22
98,11,1,100.0,92040.0,1,Agrostis capillaris,2.0,41
98,12,3,100.0,92040.0,1,Agrostis capillaris,2.0,34
98,13,2,5.0,92040.0,1,Agrostis capillaris,2.0,30
98,16,1,100.0,92040.0,1,Agrostis capillaris,2.0,51
99,4,5,50.0,92040.0,1,Agrostis capillaris,2.0,11
100,3,3,100.0,92040.0,1,Agrostis capillaris,2.0,11
100,4,3,50.0,92040.0,1,Agrostis capillaris,2.0,7
100,6,1,100.0,92040.0,1,Agrostis capillaris,2.0,12
100,7,1,100.0,92040.0,1,Agrostis capillaris,2.0,12
100,9,5,50.0,92040.0,1,Agrostis capillaris,2.0,13
100,10,2,50.0,92040.0,1,Agrostis capillaris,2.0,11
101,8,1,100.0,92040.0,1,Agrostis capillaris,2.0,29
101,11,4,50.0,92040.0,1,Agrostis capillaris,2.0,5
101,12,1,5.0,92040.0,1,Agrostis capillaris,2.0,45
101,13,1,20.0,92040.0,1,Agrostis capillaris,2.0,16
102,4,2,100.0,92040.0,1,Agrostis capillaris,2.0,13
1,1,4,3.0,92040.0,2,Agrostis capillaris,2.0,12
1,6,3,5.0,92040.0,2,Agrostis capillaris,2.0,19
1,7,1,20.0,92040.0,2,Agrostis capillaris,2.0,25
1,13,1,10.0,92040.0,2,Agrostis capillaris,2.0,15
2,6,2,50.0,92040.0,2,Agrostis capillaris,2.0,27
2,13,1,10.0,92040.0,2,Agrostis capillaris,2.0,26
2,14,4,10.0,92040.0,2,Agrostis capillaris,2.0,20
3,2,1,5.0,92040.0,2,Agrostis capillaris,2.0,22
3,3,3,100.0,92040.0,2,Agrostis capillaris,2.0,11
3,4,1,100.0,92040.0,2,Agrostis capillaris,2.0,12
3,6,3,100.0,92040.0,2,Agrostis capillaris,2.0,16
3,8,4,100.0,92040.0,2,Agrostis capillaris,2.0,8
3,12,2,50.0,92040.0,2,Agrostis capillaris,2.0,12
3,15,5,100.0,92040.0,2,Agrostis capillaris,2.0,9
4,11,1,15.0,92040.0,2,Agrostis capillaris,2.0,14
4,12,2,20.0,92040.0,2,Agrostis capillaris,2.0,13
5,6,1,5.0,92040.0,2,Agrostis capillaris,2.0,47
7,2,5,50.0,92040.0,2,Agrostis capillaris,2.0,15
7,3,5,50.0,92040.0,2,Agrostis capillaris,2.0,10
7,12,1,50.0,92040.0,2,Agrostis capillaris,2.0,11
7,14,2,50.0,92040.0,2,Agrostis capillaris,2.0,14
13,9,1,50.0,92040.0,2,Agrostis capillaris,2.0,7
13,15,5,50.0,92040.0,2,Agrostis capillaris,2.0,9
13,16,4,100.0,92040.0,2,Agrostis capillaris,2.0,6
15,2,1,5.0,92040.0,2,Agrostis capillaris,2.0,5
15,3,1,50.0,92040.0,2,Agrostis capillaris,2.0,12
15,4,1,90.0,92040.0,2,Agrostis capillaris,2.0,10
15,5,1,40.0,92040.0,2,Agrostis capillaris,2.0,6
15,6,1,40.0,92040.0,2,Agrostis capillaris,2.0,10
15,7,1,50.0,92040.0,2,Agrostis capillaris,2.0,8
15,8,1,60.0,92040.0,2,Agrostis capillaris,2.0,8
15,9,1,60.0,92040.0,2,Agrostis capillaris,2.0,10
15,10,1,80.0,92040.0,2,Agrostis capillaris,2.0,4
15,11,1,70.0,92040.0,2,Agrostis capillaris,2.0,5
15,12,1,50.0,92040.0,2,Agrostis capillaris,2.0,3
15,13,1,70.0,92040.0,2,Agrostis capillaris,2.0,7
15,14,1,20.0,92040.0,2,Agrostis capillaris,2.0,15
15,15,1,40.0,92040.0,2,Agrostis capillaris,2.0,23
15,16,4,50.0,92040.0,2,Agrostis capillaris,2.0,8
16,1,4,50.0,92040.0,2,Agrostis capillaris,2.0,13
18,6,1,20.0,92040.0,2,Agrostis capillaris,2.0,23
18,8,4,100.0,92040.0,2,Agrostis capillaris,2.0,8
18,13,2,100.0,92040.0,2,Agrostis capillaris,2.0,17
18,15,1,30.0,92040.0,2,Agrostis capillaris,2.0,17
18,16,1,10.0,92040.0,2,Agrostis capillaris,2.0,14
19,1,3,5.0,92040.0,2,Agrostis capillaris,2.0,10
19,3,1,10.0,92040.0,2,Agrostis capillaris,2.0,13
20,1,1,100.0,92040.0,2,Agrostis capillaris,2.0,19
20,11,1,100.0,92040.0,2,Agrostis capillaris,2.0,29
20,16,1,100.0,92040.0,2,Agrostis capillaris,2.0,35
22,1,1,5.0,92040.0,2,Agrostis capillaris,2.0,7
22,8,2,50.0,92040.0,2,Agrostis capillaris,2.0,14
23,14,5,100.0,92040.0,2,Agrostis capillaris,2.0,25
26,1,4,100.0,92040.0,2,Agrostis capillaris,2.0,15
26,7,1,5.0,92040.0,2,Agrostis capillaris,2.0,16
26,8,5,100.0,92040.0,2,Agrostis capillaris,2.0,15
26,15,3,100.0,92040.0,2,Agrostis capillaris,2.0,18
30,4,2,100.0,92040.0,2,Agrostis capillaris,2.0,10
30,7,2,50.0,92040.0,2,Agrostis capillaris,2.0,12
30,10,5,50.0,92040.0,2,Agrostis capillaris,2.0,14
32,7,1,50.0,92040.0,2,Agrostis capillaris,2.0,11
32,10,5,100.0,92040.0,2,Agrostis capillaris,2.0,19
34,9,5,100.0,92040.0,2,Agrostis capillaris,2.0,8
35,1,1,50.0,92040.0,2,Agrostis capillaris,2.0,5
36,3,1,5.0,92040.0,2,Agrostis capillaris,2.0,17
36,4,1,10.0,92040.0,2,Agrostis capillaris,2.0,11
36,8,2,5.0,92040.0,2,Agrostis capillaris,2.0,14
36,12,1,50.0,92040.0,2,Agrostis capillaris,2.0,15
37,6,2,30.0,92040.0,2,Agrostis capillaris,2.0,9
37,7,2,100.0,92040.0,2,Agrostis capillaris,2.0,7
37,8,1,10.0,92040.0,2,Agrostis capillaris,2.0,12
37,10,1,10.0,92040.0,2,Agrostis capillaris,2.0,14
38,2,4,50.0,92040.0,2,Agrostis capillaris,2.0,18
38,5,4,50.0,92040.0,2,Agrostis capillaris,2.0,17
38,7,3,100.0,92040.0,2,Agrostis capillaris,2.0,25
38,10,2,100.0,92040.0,2,Agrostis capillaris,2.0,11
38,12,2,5.0,92040.0,2,Agrostis capillaris,2.0,24
38,13,4,100.0,92040.0,2,Agrostis capillaris,2.0,32
38,15,4,100.0,92040.0,2,Agrostis capillaris,2.0,23
39,2,1,5.0,92040.0,2,Agrostis capillaris,2.0,22
39,3,1,5.0,92040.0,2,Agrostis capillaris,2.0,25
39,8,1,100.0,92040.0,2,Agrostis capillaris,2.0,20
39,10,1,100.0,92040.0,2,Agrostis capillaris,2.0,24
40,2,3,100.0,92040.0,2,Agrostis capillaris,2.0,36
40,3,2,5.0,92040.0,2,Agrostis capillaris,2.0,46
40,4,1,10.0,92040.0,2,Agrostis capillaris,2.0,30
40,5,1,5.0,92040.0,2,Agrostis capillaris,2.0,47
40,7,1,50.0,92040.0,2,Agrostis capillaris,2.0,17
40,9,1,100.0,92040.0,2,Agrostis capillaris,2.0,23
40,10,1,5.0,92040.0,2,Agrostis capillaris,2.0,26
40,11,5,50.0,92040.0,2,Agrostis capillaris,2.0,20
40,12,1,10.0,92040.0,2,Agrostis capillaris,2.0,24
40,16,1,10.0,92040.0,2,Agrostis capillaris,2.0,23
41,1,1,5.0,92040.0,2,Agrostis capillaris,2.0,27
41,4,1,10.0,92040.0,2,Agrostis capillaris,2.0,24
41,5,1,5.0,92040.0,2,Agrostis capillaris,2.0,19
41,6,1,100.0,92040.0,2,Agrostis capillaris,2.0,25
41,7,1,5.0,92040.0,2,Agrostis capillaris,2.0,15
41,8,1,100.0,92040.0,2,Agrostis capillaris,2.0,21
41,11,1,100.0,92040.0,2,Agrostis capillaris,2.0,21
41,12,1,10.0,92040.0,2,Agrostis capillaris,2.0,27
41,13,1,5.0,92040.0,2,Agrostis capillaris,2.0,30
41,14,1,5.0,92040.0,2,Agrostis capillaris,2.0,26
41,15,1,10.0,92040.0,2,Agrostis capillaris,2.0,22
42,2,1,100.0,92040.0,2,Agrostis capillaris,2.0,9
42,3,3,50.0,92040.0,2,Agrostis capillaris,2.0,13
42,4,2,50.0,92040.0,2,Agrostis capillaris,2.0,19
42,5,1,5.0,92040.0,2,Agrostis capillaris,2.0,9
42,6,2,50.0,92040.0,2,Agrostis capillaris,2.0,6
42,9,1,100.0,92040.0,2,Agrostis capillaris,2.0,23
42,10,3,100.0,92040.0,2,Agrostis capillaris,2.0,17
43,1,3,100.0,92040.0,2,Agrostis capillaris,2.0,33
43,2,1,60.0,92040.0,2,Agrostis capillaris,2.0,26
43,3,1,60.0,92040.0,2,Agrostis capillaris,2.0,14
43,4,2,10.0,92040.0,2,Agrostis capillaris,2.0,12
43,5,1,40.0,92040.0,2,Agrostis capillaris,2.0,20
43,7,1,30.0,92040.0,2,Agrostis capillaris,2.0,15
43,8,2,25.0,92040.0,2,Agrostis capillaris,2.0,24
43,9,1,60.0,92040.0,2,Agrostis capillaris,2.0,12
43,10,2,15.0,92040.0,2,Agrostis capillaris,2.0,9
43,11,2,15.0,92040.0,2,Agrostis capillaris,2.0,25
43,12,1,40.0,92040.0,2,Agrostis capillaris,2.0,9
43,13,3,5.0,92040.0,2,Agrostis capillaris,2.0,17
43,14,1,25.0,92040.0,2,Agrostis capillaris,2.0,14
43,15,1,20.0,92040.0,2,Agrostis capillaris,2.0,23
43,16,2,5.0,92040.0,2,Agrostis capillaris,2.0,12
44,1,1,15.0,92040.0,2,Agrostis capillaris,2.0,17
44,3,2,10.0,92040.0,2,Agrostis capillaris,2.0,24
44,5,1,10.0,92040.0,2,Agrostis capillaris,2.0,14
44,6,1,5.0,92040.0,2,Agrostis capillaris,2.0,20
44,7,1,10.0,92040.0,2,Agrostis capillaris,2.0,16
44,8,2,50.0,92040.0,2,Agrostis capillaris,2.0,16
44,9,2,15.0,92040.0,2,Agrostis capillaris,2.0,20
44,11,1,5.0,92040.0,2,Agrostis capillaris,2.0,9
44,13,1,5.0,92040.0,2,Agrostis capillaris,2.0,12
44,14,1,5.0,92040.0,2,Agrostis capillaris,2.0,20
44,15,1,10.0,92040.0,2,Agrostis capillaris,2.0,19
44,16,1,5.0,92040.0,2,Agrostis capillaris,2.0,8
46,6,3,10.0,92040.0,2,Agrostis capillaris,2.0,27
47,2,1,5.0,92040.0,2,Agrostis capillaris,2.0,29
47,3,1,5.0,92040.0,2,Agrostis capillaris,2.0,10
47,5,5,50.0,92040.0,2,Agrostis capillaris,2.0,33
47,6,1,5.0,92040.0,2,Agrostis capillaris,2.0,37
47,9,2,5.0,92040.0,2,Agrostis capillaris,2.0,33
47,10,1,5.0,92040.0,2,Agrostis capillaris,2.0,21
47,11,1,100.0,92040.0,2,Agrostis capillaris,2.0,19
47,12,4,100.0,92040.0,2,Agrostis capillaris,2.0,44
47,13,1,15.0,92040.0,2,Agrostis capillaris,2.0,41
47,14,1,10.0,92040.0,2,Agrostis capillaris,2.0,42
47,15,1,5.0,92040.0,2,Agrostis capillaris,2.0,33
47,16,1,100.0,92040.0,2,Agrostis capillaris,2.0,35
50,2,4,100.0,92040.0,2,Agrostis capillaris,2.0,29
50,4,2,100.0,92040.0,2,Agrostis capillaris,2.0,21
50,5,3,100.0,92040.0,2,Agrostis capillaris,2.0,35
50,11,4,50.0,92040.0,2,Agrostis capillaris,2.0,7
50,12,1,100.0,92040.0,2,Agrostis capillaris,2.0,37
50,13,1,100.0,92040.0,2,Agrostis capillaris,2.0,34
50,14,4,100.0,92040.0,2,Agrostis capillaris,2.0,26
50,15,2,100.0,92040.0,2,Agrostis capillaris,2.0,22
50,16,1,100.0,92040.0,2,Agrostis capillaris,2.0,15
51,1,4,50.0,92040.0,2,Agrostis capillaris,2.0,4
52,9,2,50.0,92040.0,2,Agrostis capillaris,2.0,12
54,1,1,40.0,92040.0,2,Agrostis capillaris,2.0,15
54,3,1,5.0,92040.0,2,Agrostis capillaris,2.0,10
54,7,2,20.0,92040.0,2,Agrostis capillaris,2.0,13
