Site,Plot,Nest,cover,Amalgams,Yr,species,flag,alpha
78,11,1,100.0,9207.0,1,Achillea millefolium,0.0,15
83,2,2,100.0,9207.0,1,Achillea millefolium,0.0,28
83,7,4,100.0,9207.0,1,Achillea millefolium,0.0,25
83,8,2,50.0,9207.0,1,Achillea millefolium,0.0,16
83,14,3,100.0,9207.0,1,Achillea millefolium,0.0,32
85,9,4,50.0,9207.0,1,Achillea millefolium,0.0,27
85,12,5,50.0,9207.0,1,Achillea millefolium,0.0,43
85,13,1,100.0,9207.0,1,Achillea millefolium,0.0,44
86,11,3,50.0,9207.0,1,Achillea millefolium,0.0,22
86,12,1,50.0,9207.0,1,Achillea millefolium,0.0,31
91,3,1,100.0,9207.0,1,Achillea millefolium,0.0,59
98,11,5,50.0,9207.0,1,Achillea millefolium,0.0,41
98,16,4,50.0,9207.0,1,Achillea millefolium,0.0,51
103,12,1,100.0,9207.0,1,Achillea millefolium,0.0,38
18,6,5,50.0,9207.0,2,Achillea millefolium,0.0,23
36,16,1,100.0,9207.0,2,Achillea millefolium,0.0,19
44,3,2,100.0,9207.0,2,Achillea millefolium,0.0,24
44,5,3,100.0,9207.0,2,Achillea millefolium,0.0,14
44,7,2,10.0,9207.0,2,Achillea millefolium,0.0,16
47,6,3,100.0,9207.0,2,Achillea millefolium,0.0,37
47,15,2,100.0,9207.0,2,Achillea millefolium,0.0,33
47,16,2,100.0,9207.0,2,Achillea millefolium,0.0,35
62,10,2,5.0,9207.0,2,Achillea millefolium,0.0,15
62,13,4,50.0,9207.0,2,Achillea millefolium,0.0,29
64,3,4,50.0,9207.0,2,Achillea millefolium,0.0,15
74,11,3,100.0,9207.0,2,Achillea millefolium,0.0,20
83,2,4,50.0,9207.0,2,Achillea millefolium,0.0,32
83,6,1,50.0,9207.0,2,Achillea millefolium,0.0,41
83,7,1,50.0,9207.0,2,Achillea millefolium,0.0,37
83,8,2,5.0,9207.0,2,Achillea millefolium,0.0,20
83,9,1,5.0,9207.0,2,Achillea millefolium,0.0,19
83,10,1,100.0,9207.0,2,Achillea millefolium,0.0,14
83,11,1,5.0,9207.0,2,Achillea millefolium,0.0,21
83,14,1,10.0,9207.0,2,Achillea millefolium,0.0,24
98,14,2,100.0,9207.0,2,Achillea millefolium,0.0,42
103,8,2,50.0,9207.0,2,Achillea millefolium,0.0,38
4,11,1,100.0,920325.0,1,Capsella bursa-pastoris,0.0,40
66,10,4,50.0,920325.0,1,Capsella bursa-pastoris,0.0,31
5,10,3,50.0,920325.0,2,Capsella bursa-pastoris,0.0,12
4,11,3,50.0,920777.0,1,Euphorbia peplus,0.0,40
4,11,3,100.0,920833.0,1,Filipendula ulmaria,0.0,40
6,8,3,50.0,920833.0,1,Filipendula ulmaria,0.0,23
8,1,4,50.0,920833.0,1,Filipendula ulmaria,0.0,27
8,4,2,50.0,920833.0,1,Filipendula ulmaria,0.0,26
8,10,2,100.0,920833.0,1,Filipendula ulmaria,0.0,24
8,12,1,100.0,920833.0,1,Filipendula ulmaria,0.0,34
8,13,1,100.0,920833.0,1,Filipendula ulmaria,0.0,30
8,16,3,50.0,920833.0,1,Filipendula ulmaria,0.0,22
9,1,5,50.0,920833.0,1,Filipendula ulmaria,0.0,21
9,3,4,50.0,920833.0,1,Filipendula ulmaria,0.0,11
9,5,3,100.0,920833.0,1,Filipendula ulmaria,0.0,24
9,6,3,100.0,920833.0,1,Filipendula ulmaria,0.0,19
9,7,5,50.0,920833.0,1,Filipendula ulmaria,0.0,19
9,9,2,100.0,920833.0,1,Filipendula ulmaria,0.0,28
9,10,1,20.0,920833.0,1,Filipendula ulmaria,0.0,27
9,12,1,10.0,920833.0,1,Filipendula ulmaria,0.0,17
9,13,1,100.0,920833.0,1,Filipendula ulmaria,0.0,19
9,14,4,50.0,920833.0,1,Filipendula ulmaria,0.0,19
11,1,3,5.0,920833.0,1,Filipendula ulmaria,0.0,29
11,2,3,5.0,920833.0,1,Filipendula ulmaria,0.0,18
11,3,5,50.0,920833.0,1,Filipendula ulmaria,0.0,6
11,5,1,100.0,920833.0,1,Filipendula ulmaria,0.0,30
11,10,4,50.0,920833.0,1,Filipendula ulmaria,0.0,14
11,11,5,50.0,920833.0,1,Filipendula ulmaria,0.0,14
11,16,4,50.0,920833.0,1,Filipendula ulmaria,0.0,17
15,6,1,50.0,920833.0,1,Filipendula ulmaria,0.0,40
15,9,2,50.0,920833.0,1,Filipendula ulmaria,0.0,30
15,10,2,50.0,920833.0,1,Filipendula ulmaria,0.0,25
15,11,2,100.0,920833.0,1,Filipendula ulmaria,0.0,27
15,13,1,5.0,920833.0,1,Filipendula ulmaria,0.0,26
19,1,4,100.0,920833.0,1,Filipendula ulmaria,0.0,24
19,2,3,50.0,920833.0,1,Filipendula ulmaria,0.0,17
19,3,2,5.0,920833.0,1,Filipendula ulmaria,0.0,42
19,5,1,50.0,920833.0,1,Filipendula ulmaria,0.0,15
19,7,2,50.0,920833.0,1,Filipendula ulmaria,0.0,24
19,8,2,100.0,920833.0,1,Filipendula ulmaria,0.0,16
19,13,3,50.0,920833.0,1,Filipendula ulmaria,0.0,13
19,16,5,50.0,920833.0,1,Filipendula ulmaria,0.0,17
21,1,2,100.0,920833.0,1,Filipendula ulmaria,0.0,14
21,2,1,70.0,920833.0,1,Filipendula ulmaria,0.0,25
21,3,1,30.0,920833.0,1,Filipendula ulmaria,0.0,25
21,4,2,100.0,920833.0,1,Filipendula ulmaria,0.0,44
21,5,1,100.0,920833.0,1,Filipendula ulmaria,0.0,12
21,6,1,25.0,920833.0,1,Filipendula ulmaria,0.0,11
21,7,2,100.0,920833.0,1,Filipendula ulmaria,0.0,15
21,8,3,50.0,920833.0,1,Filipendula ulmaria,0.0,14
21,11,1,5.0,920833.0,1,Filipendula ulmaria,0.0,15
21,14,4,50.0,920833.0,1,Filipendula ulmaria,0.0,12
23,14,3,100.0,920833.0,1,Filipendula ulmaria,0.0,27
24,3,1,5.0,920833.0,1,Filipendula ulmaria,0.0,25
24,4,1,50.0,920833.0,1,Filipendula ulmaria,0.0,18
24,8,1,50.0,920833.0,1,Filipendula ulmaria,0.0,14
24,11,2,5.0,920833.0,1,Filipendula ulmaria,0.0,31
24,12,2,50.0,920833.0,1,Filipendula ulmaria,0.0,27
25,6,4,100.0,920833.0,1,Filipendula ulmaria,0.0,16
25,9,4,50.0,920833.0,1,Filipendula ulmaria,0.0,15
25,11,3,100.0,920833.0,1,Filipendula ulmaria,0.0,12
25,13,1,50.0,920833.0,1,Filipendula ulmaria,0.0,15
25,14,2,100.0,920833.0,1,Filipendula ulmaria,0.0,12
25,15,2,50.0,920833.0,1,Filipendula ulmaria,0.0,19
26,3,1,5.0,920833.0,1,Filipendula ulmaria,0.0,32
26,5,1,5.0,920833.0,1,Filipendula ulmaria,0.0,28
26,8,5,50.0,920833.0,1,Filipendula ulmaria,0.0,21
26,11,3,50.0,920833.0,1,Filipendula ulmaria,0.0,31
31,10,1,5.0,920833.0,1,Filipendula ulmaria,0.0,28
31,11,4,100.0,920833.0,1,Filipendula ulmaria,0.0,15
31,13,4,50.0,920833.0,1,Filipendula ulmaria,0.0,12
31,14,3,50.0,920833.0,1,Filipendula ulmaria,0.0,13
31,15,1,5.0,920833.0,1,Filipendula ulmaria,0.0,30
35,5,3,50.0,920833.0,1,Filipendula ulmaria,0.0,15
35,11,5,50.0,920833.0,1,Filipendula ulmaria,0.0,15
36,9,4,50.0,920833.0,1,Filipendula ulmaria,0.0,37
37,4,2,100.0,920833.0,1,Filipendula ulmaria,0.0,56
37,6,2,50.0,920833.0,1,Filipendula ulmaria,0.0,50
37,12,1,10.0,920833.0,1,Filipendula ulmaria,0.0,30
38,14,4,50.0,920833.0,1,Filipendula ulmaria,0.0,38
39,6,4,50.0,920833.0,1,Filipendula ulmaria,0.0,47
40,2,3,5.0,920833.0,1,Filipendula ulmaria,0.0,61
40,4,1,50.0,920833.0,1,Filipendula ulmaria,0.0,57
40,5,1,100.0,920833.0,1,Filipendula ulmaria,0.0,73
40,6,2,100.0,920833.0,1,Filipendula ulmaria,0.0,52
40,7,1,15.0,920833.0,1,Filipendula ulmaria,0.0,45
40,8,2,50.0,920833.0,1,Filipendula ulmaria,0.0,53
40,11,5,50.0,920833.0,1,Filipendula ulmaria,0.0,37
40,12,5,50.0,920833.0,1,Filipendula ulmaria,0.0,52
40,14,1,30.0,920833.0,1,Filipendula ulmaria,0.0,42
41,1,3,50.0,920833.0,1,Filipendula ulmaria,0.0,35
41,2,3,50.0,920833.0,1,Filipendula ulmaria,0.0,40
41,3,1,100.0,920833.0,1,Filipendula ulmaria,0.0,47
41,4,3,50.0,920833.0,1,Filipendula ulmaria,0.0,44
41,5,2,100.0,920833.0,1,Filipendula ulmaria,0.0,44
41,7,1,100.0,920833.0,1,Filipendula ulmaria,0.0,36
41,8,4,50.0,920833.0,1,Filipendula ulmaria,0.0,20
41,9,1,100.0,920833.0,1,Filipendula ulmaria,0.0,39
41,12,2,100.0,920833.0,1,Filipendula ulmaria,0.0,40
41,13,1,50.0,920833.0,1,Filipendula ulmaria,0.0,61
41,13,4,50.0,920833.0,1,Filipendula ulmaria,0.0,61
41,14,3,100.0,920833.0,1,Filipendula ulmaria,0.0,53
41,16,1,100.0,920833.0,1,Filipendula ulmaria,0.0,50
42,15,1,5.0,920833.0,1,Filipendula ulmaria,0.0,40
43,3,2,100.0,920833.0,1,Filipendula ulmaria,0.0,33
43,4,5,50.0,920833.0,1,Filipendula ulmaria,0.0,26
43,5,2,100.0,920833.0,1,Filipendula ulmaria,0.0,33
43,6,1,100.0,920833.0,1,Filipendula ulmaria,0.0,43
43,9,1,100.0,920833.0,1,Filipendula ulmaria,0.0,33
43,16,5,50.0,920833.0,1,Filipendula ulmaria,0.0,27
44,3,5,50.0,920833.0,1,Filipendula ulmaria,0.0,19
44,8,4,50.0,920833.0,1,Filipendula ulmaria,0.0,28
44,9,2,100.0,920833.0,1,Filipendula ulmaria,0.0,27
44,13,1,5.0,920833.0,1,Filipendula ulmaria,0.0,25
44,15,2,100.0,920833.0,1,Filipendula ulmaria,0.0,29
46,3,5,100.0,920833.0,1,Filipendula ulmaria,0.0,52
47,3,1,5.0,920833.0,1,Filipendula ulmaria,0.0,35
47,4,1,100.0,920833.0,1,Filipendula ulmaria,0.0,67
47,10,3,50.0,920833.0,1,Filipendula ulmaria,0.0,35
47,11,2,100.0,920833.0,1,Filipendula ulmaria,0.0,47
47,12,3,100.0,920833.0,1,Filipendula ulmaria,0.0,61
47,14,4,50.0,920833.0,1,Filipendula ulmaria,0.0,39
47,15,2,100.0,920833.0,1,Filipendula ulmaria,0.0,41
47,16,4,50.0,920833.0,1,Filipendula ulmaria,0.0,43
48,1,2,100.0,920833.0,1,Filipendula ulmaria,0.0,23
48,8,1,100.0,920833.0,1,Filipendula ulmaria,0.0,30
48,9,3,50.0,920833.0,1,Filipendula ulmaria,0.0,20
49,12,1,5.0,920833.0,1,Filipendula ulmaria,0.0,22
49,14,3,100.0,920833.0,1,Filipendula ulmaria,0.0,18
49,16,5,50.0,920833.0,1,Filipendula ulmaria,0.0,28
50,3,3,100.0,920833.0,1,Filipendula ulmaria,0.0,17
50,4,3,50.0,920833.0,1,Filipendula ulmaria,0.0,25
50,5,5,50.0,920833.0,1,Filipendula ulmaria,0.0,17
50,6,4,10.0,920833.0,1,Filipendula ulmaria,0.0,26
50,7,1,100.0,920833.0,1,Filipendula ulmaria,0.0,26
50,9,1,10.0,920833.0,1,Filipendula ulmaria,0.0,31
50,15,1,5.0,920833.0,1,Filipendula ulmaria,0.0,22
52,7,4,5.0,920833.0,1,Filipendula ulmaria,0.0,23
52,8,4,100.0,920833.0,1,Filipendula ulmaria,0.0,28
52,12,2,50.0,920833.0,1,Filipendula ulmaria,0.0,26
52,15,4,50.0,920833.0,1,Filipendula ulmaria,0.0,21
53,1,5,50.0,920833.0,1,Filipendula ulmaria,0.0,20
53,3,1,100.0,920833.0,1,Filipendula ulmaria,0.0,25
53,9,1,5.0,920833.0,1,Filipendula ulmaria,0.0,15
53,10,4,100.0,920833.0,1,Filipendula ulmaria,0.0,24
53,11,2,100.0,920833.0,1,Filipendula ulmaria,0.0,22
53,13,1,15.0,920833.0,1,Filipendula ulmaria,0.0,17
53,14,1,85.0,920833.0,1,Filipendula ulmaria,0.0,23
53,15,1,15.0,920833.0,1,Filipendula ulmaria,0.0,19
53,16,1,100.0,920833.0,1,Filipendula ulmaria,0.0,20
54,15,3,100.0,920833.0,1,Filipendula ulmaria,0.0,19
55,1,1,100.0,920833.0,1,Filipendula ulmaria,0.0,58
55,2,2,100.0,920833.0,1,Filipendula ulmaria,0.0,47
55,5,4,50.0,920833.0,1,Filipendula ulmaria,0.0,63
55,10,3,50.0,920833.0,1,Filipendula ulmaria,0.0,29
55,13,2,50.0,920833.0,1,Filipendula ulmaria,0.0,25
56,9,5,50.0,920833.0,1,Filipendula ulmaria,0.0,28
56,16,4,100.0,920833.0,1,Filipendula ulmaria,0.0,24
57,2,5,50.0,920833.0,1,Filipendula ulmaria,0.0,34
57,5,1,100.0,920833.0,1,Filipendula ulmaria,0.0,47
57,6,3,100.0,920833.0,1,Filipendula ulmaria,0.0,40
57,8,1,100.0,920833.0,1,Filipendula ulmaria,0.0,33
57,10,1,5.0,920833.0,1,Filipendula ulmaria,0.0,19
58,1,3,100.0,920833.0,1,Filipendula ulmaria,0.0,53
58,4,1,100.0,920833.0,1,Filipendula ulmaria,0.0,35
58,5,4,50.0,920833.0,1,Filipendula ulmaria,0.0,39
58,7,1,5.0,920833.0,1,Filipendula ulmaria,0.0,32
58,16,1,5.0,920833.0,1,Filipendula ulmaria,0.0,38
59,3,4,100.0,920833.0,1,Filipendula ulmaria,0.0,54
59,5,5,50.0,920833.0,1,Filipendula ulmaria,0.0,39
59,7,2,100.0,920833.0,1,Filipendula ulmaria,0.0,31
59,9,2,100.0,920833.0,1,Filipendula ulmaria,0.0,27
59,10,2,100.0,920833.0,1,Filipendula ulmaria,0.0,36
59,11,1,100.0,920833.0,1,Filipendula ulmaria,0.0,29
59,12,1,100.0,920833.0,1,Filipendula ulmaria,0.0,27
59,13,1,10.0,920833.0,1,Filipendula ulmaria,0.0,26
59,14,1,100.0,920833.0,1,Filipendula ulmaria,0.0,32
59,15,1,100.0,920833.0,1,Filipendula ulmaria,0.0,28
59,16,2,100.0,920833.0,1,Filipendula ulmaria,0.0,22
60,16,4,50.0,920833.0,1,Filipendula ulmaria,0.0,27
61,9,4,100.0,920833.0,1,Filipendula ulmaria,0.0,30
63,2,1,10.0,920833.0,1,Filipendula ulmaria,0.0,43
63,3,1,5.0,920833.0,1,Filipendula ulmaria,0.0,27
63,4,1,5.0,920833.0,1,Filipendula ulmaria,0.0,15
63,8,1,5.0,920833.0,1,Filipendula ulmaria,0.0,14
63,11,4,100.0,920833.0,1,Filipendula ulmaria,0.0,24
66,1,5,50.0,920833.0,1,Filipendula ulmaria,0.0,18
66,4,4,50.0,920833.0,1,Filipendula ulmaria,0.0,34
66,11,1,100.0,920833.0,1,Filipendula ulmaria,0.0,44
66,13,1,100.0,920833.0,1,Filipendula ulmaria,0.0,25
66,14,1,100.0,920833.0,1,Filipendula ulmaria,0.0,36
67,2,4,50.0,920833.0,1,Filipendula ulmaria,0.0,22
67,7,5,50.0,920833.0,1,Filipendula ulmaria,0.0,23
67,10,4,50.0,920833.0,1,Filipendula ulmaria,0.0,30
68,1,1,15.0,920833.0,1,Filipendula ulmaria,0.0,30
68,3,1,5.0,920833.0,1,Filipendula ulmaria,0.0,30
68,4,1,60.0,920833.0,1,Filipendula ulmaria,0.0,23
68,8,5,50.0,920833.0,1,Filipendula ulmaria,0.0,19
68,11,1,15.0,920833.0,1,Filipendula ulmaria,0.0,19
68,12,2,5.0,920833.0,1,Filipendula ulmaria,0.0,33
68,13,1,35.0,920833.0,1,Filipendula ulmaria,0.0,34
68,15,1,25.0,920833.0,1,Filipendula ulmaria,0.0,20
68,16,4,50.0,920833.0,1,Filipendula ulmaria,0.0,16
70,6,2,100.0,920833.0,1,Filipendula ulmaria,0.0,32
70,8,1,100.0,920833.0,1,Filipendula ulmaria,0.0,26
70,9,1,100.0,920833.0,1,Filipendula ulmaria,0.0,28
70,11,2,100.0,920833.0,1,Filipendula ulmaria,0.0,28
70,12,1,100.0,920833.0,1,Filipendula ulmaria,0.0,25
70,13,3,50.0,920833.0,1,Filipendula ulmaria,0.0,22
70,14,2,100.0,920833.0,1,Filipendula ulmaria,0.0,25
70,15,2,100.0,920833.0,1,Filipendula ulmaria,0.0,25
70,16,2,5.0,920833.0,1,Filipendula ulmaria,0.0,28
72,6,3,100.0,920833.0,1,Filipendula ulmaria,0.0,28
74,6,1,100.0,920833.0,1,Filipendula ulmaria,0.0,39
74,12,1,100.0,920833.0,1,Filipendula ulmaria,0.0,37
74,13,3,50.0,920833.0,1,Filipendula ulmaria,0.0,43
74,15,4,50.0,920833.0,1,Filipendula ulmaria,0.0,33
75,1,2,100.0,920833.0,1,Filipendula ulmaria,0.0,27
75,2,4,50.0,920833.0,1,Filipendula ulmaria,0.0,29
75,4,2,100.0,920833.0,1,Filipendula ulmaria,0.0,29
75,5,2,100.0,920833.0,1,Filipendula ulmaria,0.0,26
75,7,3,100.0,920833.0,1,Filipendula ulmaria,0.0,25
75,8,2,100.0,920833.0,1,Filipendula ulmaria,0.0,35
75,12,2,100.0,920833.0,1,Filipendula ulmaria,0.0,52
75,13,2,100.0,920833.0,1,Filipendula ulmaria,0.0,56
75,14,1,50.0,920833.0,1,Filipendula ulmaria,0.0,39
75,15,2,100.0,920833.0,1,Filipendula ulmaria,0.0,39
77,5,5,50.0,920833.0,1,Filipendula ulmaria,0.0,32
77,7,1,100.0,920833.0,1,Filipendula ulmaria,0.0,40
81,8,1,100.0,920833.0,1,Filipendula ulmaria,0.0,26
81,9,3,100.0,920833.0,1,Filipendula ulmaria,0.0,33
81,10,2,100.0,920833.0,1,Filipendula ulmaria,0.0,26
81,11,1,5.0,920833.0,1,Filipendula ulmaria,0.0,33
81,13,5,50.0,920833.0,1,Filipendula ulmaria,0.0,37
81,14,1,15.0,920833.0,1,Filipendula ulmaria,0.0,20
81,15,1,5.0,920833.0,1,Filipendula ulmaria,0.0,23
81,16,2,100.0,920833.0,1,Filipendula ulmaria,0.0,50
85,11,3,100.0,920833.0,1,Filipendula ulmaria,0.0,41
85,13,1,100.0,920833.0,1,Filipendula ulmaria,0.0,44
93,10,1,100.0,920833.0,1,Filipendula ulmaria,0.0,21
93,11,1,5.0,920833.0,1,Filipendula ulmaria,0.0,22
96,5,3,100.0,920833.0,1,Filipendula ulmaria,0.0,44
96,7,4,100.0,920833.0,1,Filipendula ulmaria,0.0,20
96,12,1,100.0,920833.0,1,Filipendula ulmaria,0.0,32
97,8,1,100.0,920833.0,1,Filipendula ulmaria,0.0,25
97,10,5,50.0,920833.0,1,Filipendula ulmaria,0.0,30
98,15,1,50.0,920833.0,1,Filipendula ulmaria,0.0,61
4,14,1,15.0,920833.0,2,Filipendula ulmaria,0.0,8
4,15,1,5.0,920833.0,2,Filipendula ulmaria,0.0,10
6,11,3,50.0,920833.0,2,Filipendula ulmaria,0.0,38
8,1,2,2.0,920833.0,2,Filipendula ulmaria,0.0,45
8,13,5,100.0,920833.0,2,Filipendula ulmaria,0.0,32
9,7,3,10.0,920833.0,2,Filipendula ulmaria,0.0,8
9,15,3,50.0,920833.0,2,Filipendula ulmaria,0.0,18
11,1,1,10.0,920833.0,2,Filipendula ulmaria,0.0,13
11,2,1,100.0,920833.0,2,Filipendula ulmaria,0.0,18
11,5,2,50.0,920833.0,2,Filipendula ulmaria,0.0,18
11,6,3,50.0,920833.0,2,Filipendula ulmaria,0.0,24
11,8,5,50.0,920833.0,2,Filipendula ulmaria,0.0,18
11,10,1,50.0,920833.0,2,Filipendula ulmaria,0.0,21
11,12,1,50.0,920833.0,2,Filipendula ulmaria,0.0,23
11,16,3,50.0,920833.0,2,Filipendula ulmaria,0.0,15
12,9,1,50.0,920833.0,2,Filipendula ulmaria,0.0,20
15,14,3,50.0,920833.0,2,Filipendula ulmaria,0.0,15
17,14,3,5.0,920833.0,2,Filipendula ulmaria,0.0,20
21,1,1,100.0,920833.0,2,Filipendula ulmaria,0.0,18
21,2,1,100.0,920833.0,2,Filipendula ulmaria,0.0,16
21,3,2,100.0,920833.0,2,Filipendula ulmaria,0.0,17
21,5,2,50.0,920833.0,2,Filipendula ulmaria,0.0,23
21,6,2,50.0,920833.0,2,Filipendula ulmaria,0.0,15
21,7,1,70.0,920833.0,2,Filipendula ulmaria,0.0,17
25,11,1,20.0,920833.0,2,Filipendula ulmaria,0.0,22
25,16,3,50.0,920833.0,2,Filipendula ulmaria,0.0,27
26,3,3,100.0,920833.0,2,Filipendula ulmaria,0.0,22
26,15,5,100.0,920833.0,2,Filipendula ulmaria,0.0,18
31,2,1,50.0,920833.0,2,Filipendula ulmaria,0.0,27
31,13,3,50.0,920833.0,2,Filipendula ulmaria,0.0,17
31,14,2,50.0,920833.0,2,Filipendula ulmaria,0.0,16
35,11,4,50.0,920833.0,2,Filipendula ulmaria,0.0,14
36,9,1,10.0,920833.0,2,Filipendula ulmaria,0.0,18
36,10,1,100.0,920833.0,2,Filipendula ulmaria,0.0,13
36,11,2,5.0,920833.0,2,Filipendula ulmaria,0.0,17
36,15,2,100.0,920833.0,2,Filipendula ulmaria,0.0,22
36,16,4,5.0,920833.0,2,Filipendula ulmaria,0.0,19
37,2,4,50.0,920833.0,2,Filipendula ulmaria,0.0,20
38,13,5,50.0,920833.0,2,Filipendula ulmaria,0.0,32
39,1,4,100.0,920833.0,2,Filipendula ulmaria,0.0,25
39,6,2,50.0,920833.0,2,Filipendula ulmaria,0.0,32
40,3,3,50.0,920833.0,2,Filipendula ulmaria,0.0,46
40,5,2,50.0,920833.0,2,Filipendula ulmaria,0.0,47
40,6,1,85.0,920833.0,2,Filipendula ulmaria,0.0,24
40,7,5,50.0,920833.0,2,Filipendula ulmaria,0.0,17
40,14,5,100.0,920833.0,2,Filipendula ulmaria,0.0,42
41,1,3,50.0,920833.0,2,Filipendula ulmaria,0.0,27
41,3,1,100.0,920833.0,2,Filipendula ulmaria,0.0,19
41,8,1,100.0,920833.0,2,Filipendula ulmaria,0.0,21
41,9,1,100.0,920833.0,2,Filipendula ulmaria,0.0,24
41,10,2,100.0,920833.0,2,Filipendula ulmaria,0.0,28
41,11,1,100.0,920833.0,2,Filipendula ulmaria,0.0,21
41,13,2,50.0,920833.0,2,Filipendula ulmaria,0.0,30
41,14,1,100.0,920833.0,2,Filipendula ulmaria,0.0,26
43,1,3,100.0,920833.0,2,Filipendula ulmaria,0.0,33
43,2,3,100.0,920833.0,2,Filipendula ulmaria,0.0,26
43,3,2,100.0,920833.0,2,Filipendula ulmaria,0.0,14
43,6,3,100.0,920833.0,2,Filipendula ulmaria,0.0,22
44,12,3,100.0,920833.0,2,Filipendula ulmaria,0.0,21
45,7,1,20.0,920833.0,2,Filipendula ulmaria,0.0,13
46,3,3,50.0,920833.0,2,Filipendula ulmaria,0.0,11
46,15,5,50.0,920833.0,2,Filipendula ulmaria,0.0,13
47,6,1,100.0,920833.0,2,Filipendula ulmaria,0.0,37
47,12,2,5.0,920833.0,2,Filipendula ulmaria,0.0,44
47,13,1,5.0,920833.0,2,Filipendula ulmaria,0.0,41
47,14,4,100.0,920833.0,2,Filipendula ulmaria,0.0,42
47,15,2,100.0,920833.0,2,Filipendula ulmaria,0.0,33
47,16,2,100.0,920833.0,2,Filipendula ulmaria,0.0,35
48,1,5,50.0,920833.0,2,Filipendula ulmaria,0.0,10
48,9,3,50.0,920833.0,2,Filipendula ulmaria,0.0,21
50,2,3,100.0,920833.0,2,Filipendula ulmaria,0.0,29
50,8,3,100.0,920833.0,2,Filipendula ulmaria,0.0,17
52,2,2,15.0,920833.0,2,Filipendula ulmaria,0.0,13
52,7,3,50.0,920833.0,2,Filipendula ulmaria,0.0,18
53,2,2,5.0,920833.0,2,Filipendula ulmaria,0.0,31
53,9,1,25.0,920833.0,2,Filipendula ulmaria,0.0,20
53,13,1,35.0,920833.0,2,Filipendula ulmaria,0.0,20
53,15,3,5.0,920833.0,2,Filipendula ulmaria,0.0,19
53,16,1,50.0,920833.0,2,Filipendula ulmaria,0.0,15
56,6,2,20.0,920833.0,2,Filipendula ulmaria,0.0,12
57,3,2,5.0,920833.0,2,Filipendula ulmaria,0.0,16
57,5,1,50.0,920833.0,2,Filipendula ulmaria,0.0,10
57,6,2,5.0,920833.0,2,Filipendula ulmaria,0.0,16
57,10,2,10.0,920833.0,2,Filipendula ulmaria,0.0,19
57,13,4,5.0,920833.0,2,Filipendula ulmaria,0.0,13
58,1,1,100.0,920833.0,2,Filipendula ulmaria,0.0,21
58,2,1,50.0,920833.0,2,Filipendula ulmaria,0.0,17
58,4,4,100.0,920833.0,2,Filipendula ulmaria,0.0,14
58,7,1,100.0,920833.0,2,Filipendula ulmaria,0.0,16
58,15,1,100.0,920833.0,2,Filipendula ulmaria,0.0,24
59,4,3,100.0,920833.0,2,Filipendula ulmaria,0.0,19
59,5,3,100.0,920833.0,2,Filipendula ulmaria,0.0,31
59,7,1,10.0,920833.0,2,Filipendula ulmaria,0.0,28
59,9,1,10.0,920833.0,2,Filipendula ulmaria,0.0,34
59,10,1,100.0,920833.0,2,Filipendula ulmaria,0.0,25
59,11,1,100.0,920833.0,2,Filipendula ulmaria,0.0,29
59,12,1,5.0,920833.0,2,Filipendula ulmaria,0.0,22
59,13,1,5.0,920833.0,2,Filipendula ulmaria,0.0,22
59,14,1,100.0,920833.0,2,Filipendula ulmaria,0.0,19
59,15,1,100.0,920833.0,2,Filipendula ulmaria,0.0,20
59,16,1,10.0,920833.0,2,Filipendula ulmaria,0.0,25
61,13,3,50.0,920833.0,2,Filipendula ulmaria,0.0,20
63,1,4,50.0,920833.0,2,Filipendula ulmaria,0.0,29
63,2,4,50.0,920833.0,2,Filipendula ulmaria,0.0,17
63,3,1,50.0,920833.0,2,Filipendula ulmaria,0.0,20
66,1,5,50.0,920833.0,2,Filipendula ulmaria,0.0,18
66,5,5,50.0,920833.0,2,Filipendula ulmaria,0.0,20
66,9,1,100.0,920833.0,2,Filipendula ulmaria,0.0,43
66,11,1,100.0,920833.0,2,Filipendula ulmaria,0.0,30
66,12,1,100.0,920833.0,2,Filipendula ulmaria,0.0,39
66,16,5,50.0,920833.0,2,Filipendula ulmaria,0.0,25
68,1,1,10.0,920833.0,2,Filipendula ulmaria,0.0,24
68,3,1,10.0,920833.0,2,Filipendula ulmaria,0.0,26
68,4,1,15.0,920833.0,2,Filipendula ulmaria,0.0,34
68,13,1,5.0,920833.0,2,Filipendula ulmaria,0.0,24
68,16,1,10.0,920833.0,2,Filipendula ulmaria,0.0,23
70,7,3,50.0,920833.0,2,Filipendula ulmaria,0.0,16
70,16,4,50.0,920833.0,2,Filipendula ulmaria,0.0,13
74,1,2,50.0,920833.0,2,Filipendula ulmaria,0.0,44
75,4,1,100.0,920833.0,2,Filipendula ulmaria,0.0,19
75,5,2,100.0,920833.0,2,Filipendula ulmaria,0.0,13
75,13,2,50.0,920833.0,2,Filipendula ulmaria,0.0,26
81,8,2,100.0,920833.0,2,Filipendula ulmaria,0.0,29
81,11,1,50.0,920833.0,2,Filipendula ulmaria,0.0,25
81,12,2,50.0,920833.0,2,Filipendula ulmaria,0.0,22
81,13,1,100.0,920833.0,2,Filipendula ulmaria,0.0,20
81,14,2,50.0,920833.0,2,Filipendula ulmaria,0.0,11
81,15,1,10.0,920833.0,2,Filipendula ulmaria,0.0,17
81,16,4,50.0,920833.0,2,Filipendula ulmaria,0.0,19
