Site,Plot,Nest,cover,Amalgams,Yr,species,flag
40,4,3,1.0,92040.0,1,Agrostis capillaris,0.0
40,6,2,1.0,92040.0,1,Agrostis capillaris,0.0
40,7,1,1.0,92040.0,1,Agrostis capillaris,0.0
40,8,1,1.0,92040.0,1,Agrostis capillaris,0.0
40,9,4,0.5,92040.0,1,Agrostis capillaris,0.0
40,10,1,10.0,92040.0,1,Agrostis capillaris,0.0
40,11,3,0.5,92040.0,1,Agrostis capillaris,0.0
40,12,1,5.0,92040.0,1,Agrostis capillaris,0.0
40,13,1,70.0,92040.0,1,Agrostis capillaris,0.0
40,14,4,1.0,92040.0,1,Agrostis capillaris,0.0
40,16,1,1.0,92040.0,1,Agrostis capillaris,0.0
41,1,3,5.0,92040.0,1,Agrostis capillaris,0.0
41,2,1,30.0,92040.0,1,Agrostis capillaris,0.0
41,4,1,20.0,92040.0,1,Agrostis capillaris,0.0
41,5,1,5.0,92040.0,1,Agrostis capillaris,0.0
41,6,1,1.0,92040.0,1,Agrostis capillaris,0.0
41,7,1,60.0,92040.0,1,Agrostis capillaris,0.0
41,8,4,5.0,92040.0,1,Agrostis capillaris,0.0
41,10,1,5.0,92040.0,1,Agrostis capillaris,0.0
41,11,1,50.0,92040.0,1,Agrostis capillaris,0.0
41,12,1,30.0,92040.0,1,Agrostis capillaris,0.0
41,13,1,1.0,92040.0,1,Agrostis capillaris,0.0
41,14,1,5.0,92040.0,1,Agrostis capillaris,0.0
41,15,1,20.0,92040.0,1,Agrostis capillaris,0.0
41,16,1,5.0,92040.0,1,Agrostis capillaris,0.0
42,3,1,1.0,92040.0,1,Agrostis capillaris,0.0
42,5,5,0.5,92040.0,1,Agrostis capillaris,0.0
42,6,5,0.5,92040.0,1,Agrostis capillaris,0.0
42,9,1,5.0,92040.0,1,Agrostis capillaris,0.0
42,10,3,0.5,92040.0,1,Agrostis capillaris,0.0
42,11,1,1.0,92040.0,1,Agrostis capillaris,0.0
42,13,5,0.5,92040.0,1,Agrostis capillaris,0.0
42,14,1,1.0,92040.0,1,Agrostis capillaris,0.0
42,15,5,0.5,92040.0,1,Agrostis capillaris,0.0
42,16,5,0.5,92040.0,1,Agrostis capillaris,0.0
43,2,1,25.0,92040.0,1,Agrostis capillaris,0.0
43,4,1,5.0,92040.0,1,Agrostis capillaris,0.0
43,5,2,5.0,92040.0,1,Agrostis capillaris,0.0
43,6,1,10.0,92040.0,1,Agrostis capillaris,0.0
43,7,2,5.0,92040.0,1,Agrostis capillaris,0.0
43,8,1,10.0,92040.0,1,Agrostis capillaris,0.0
43,10,1,10.0,92040.0,1,Agrostis capillaris,0.0
43,11,2,1.0,92040.0,1,Agrostis capillaris,0.0
43,11,2,5.0,92040.0,1,Agrostis capillaris,0.0
43,12,3,0.5,92040.0,1,Agrostis capillaris,0.0
43,13,1,15.0,92040.0,1,Agrostis capillaris,0.0
43,14,1,20.0,92040.0,1,Agrostis capillaris,0.0
43,15,1,50.0,92040.0,1,Agrostis capillaris,0.0
43,16,1,15.0,92040.0,1,Agrostis capillaris,0.0
44,2,2,0.5,92040.0,1,Agrostis capillaris,0.0
44,3,2,0.5,92040.0,1,Agrostis capillaris,0.0
44,4,1,0.5,92040.0,1,Agrostis capillaris,0.0
44,5,4,0.5,92040.0,1,Agrostis capillaris,0.0
44,6,3,0.5,92040.0,1,Agrostis capillaris,0.0
44,9,5,0.5,92040.0,1,Agrostis capillaris,0.0
44,10,1,1.0,92040.0,1,Agrostis capillaris,0.0
44,14,2,1.0,92040.0,1,Agrostis capillaris,0.0
44,16,2,1.0,92040.0,1,Agrostis capillaris,0.0
45,1,2,5.0,92040.0,1,Agrostis capillaris,0.0
45,2,1,10.0,92040.0,1,Agrostis capillaris,0.0
45,7,5,1.0,92040.0,1,Agrostis capillaris,0.0
45,8,5,0.5,92040.0,1,Agrostis capillaris,0.0
47,1,3,1.0,92040.0,1,Agrostis capillaris,0.0
47,2,1,5.0,92040.0,1,Agrostis capillaris,0.0
47,3,4,0.5,92040.0,1,Agrostis capillaris,0.0
47,4,1,5.0,92040.0,1,Agrostis capillaris,0.0
47,6,1,1.0,92040.0,1,Agrostis capillaris,0.0
47,9,1,15.0,92040.0,1,Agrostis capillaris,0.0
47,10,4,0.5,92040.0,1,Agrostis capillaris,0.0
47,11,2,0.5,92040.0,1,Agrostis capillaris,0.0
47,12,4,0.5,92040.0,1,Agrostis capillaris,0.0
47,13,1,1.0,92040.0,1,Agrostis capillaris,0.0
47,14,1,5.0,92040.0,1,Agrostis capillaris,0.0
47,15,1,20.0,92040.0,1,Agrostis capillaris,0.0
47,16,1,5.0,92040.0,1,Agrostis capillaris,0.0
48,7,2,5.0,92040.0,1,Agrostis capillaris,0.0
48,11,2,1.0,92040.0,1,Agrostis capillaris,0.0
48,16,3,0.5,92040.0,1,Agrostis capillaris,0.0
50,11,2,1.0,92040.0,1,Agrostis capillaris,0.0
50,12,1,1.0,92040.0,1,Agrostis capillaris,0.0
50,13,4,1.0,92040.0,1,Agrostis capillaris,0.0
50,14,5,0.5,92040.0,1,Agrostis capillaris,0.0
51,1,1,5.0,92040.0,1,Agrostis capillaris,0.0
52,15,2,0.5,92040.0,1,Agrostis capillaris,0.0
52,16,1,70.0,92040.0,1,Agrostis capillaris,0.0
53,2,1,25.0,92040.0,1,Agrostis capillaris,0.0
54,1,1,5.0,92040.0,1,Agrostis capillaris,0.0
54,2,1,20.0,92040.0,1,Agrostis capillaris,0.0
54,3,1,5.0,92040.0,1,Agrostis capillaris,0.0
54,4,1,5.0,92040.0,1,Agrostis capillaris,0.0
54,6,1,5.0,92040.0,1,Agrostis capillaris,0.0
54,7,1,10.0,92040.0,1,Agrostis capillaris,0.0
54,11,2,1.0,92040.0,1,Agrostis capillaris,0.0
54,12,4,5.0,92040.0,1,Agrostis capillaris,0.0
55,1,2,1.0,92040.0,1,Agrostis capillaris,0.0
55,2,1,15.0,92040.0,1,Agrostis capillaris,0.0
55,3,4,10.0,92040.0,1,Agrostis capillaris,0.0
55,9,1,25.0,92040.0,1,Agrostis capillaris,0.0
55,10,1,20.0,92040.0,1,Agrostis capillaris,0.0
55,11,5,0.5,92040.0,1,Agrostis capillaris,0.0
55,12,3,10.0,92040.0,1,Agrostis capillaris,0.0
55,14,2,15.0,92040.0,1,Agrostis capillaris,0.0
55,15,1,5.0,92040.0,1,Agrostis capillaris,0.0
55,16,1,10.0,92040.0,1,Agrostis capillaris,0.0
56,13,5,0.5,92040.0,1,Agrostis capillaris,0.0
57,2,1,5.0,92040.0,1,Agrostis capillaris,0.0
57,5,4,5.0,92040.0,1,Agrostis capillaris,0.0
57,6,1,10.0,92040.0,1,Agrostis capillaris,0.0
58,1,4,1.0,92040.0,1,Agrostis capillaris,0.0
58,2,2,1.0,92040.0,1,Agrostis capillaris,0.0
58,3,4,0.5,92040.0,1,Agrostis capillaris,0.0
58,6,1,50.0,92040.0,1,Agrostis capillaris,0.0
58,7,5,0.5,92040.0,1,Agrostis capillaris,0.0
58,8,1,10.0,92040.0,1,Agrostis capillaris,0.0
58,9,1,55.0,92040.0,1,Agrostis capillaris,0.0
58,10,1,40.0,92040.0,1,Agrostis capillaris,0.0
58,11,1,80.0,92040.0,1,Agrostis capillaris,0.0
58,12,1,45.0,92040.0,1,Agrostis capillaris,0.0
58,13,1,70.0,92040.0,1,Agrostis capillaris,0.0
58,14,2,25.0,92040.0,1,Agrostis capillaris,0.0
58,15,1,40.0,92040.0,1,Agrostis capillaris,0.0
59,1,2,10.0,92040.0,1,Agrostis capillaris,0.0
59,2,1,1.0,92040.0,1,Agrostis capillaris,0.0
59,3,1,15.0,92040.0,1,Agrostis capillaris,0.0
59,4,1,10.0,92040.0,1,Agrostis capillaris,0.0
59,6,1,10.0,92040.0,1,Agrostis capillaris,0.0
59,7,2,1.0,92040.0,1,Agrostis capillaris,0.0
59,8,1,1.0,92040.0,1,Agrostis capillaris,0.0
60,4,1,0.5,92040.0,1,Agrostis capillaris,0.0
60,9,1,1.0,92040.0,1,Agrostis capillaris,0.0
60,10,1,1.0,92040.0,1,Agrostis capillaris,0.0
60,14,5,0.5,92040.0,1,Agrostis capillaris,0.0
61,1,1,1.0,92040.0,1,Agrostis capillaris,0.0
61,4,3,1.0,92040.0,1,Agrostis capillaris,0.0
61,5,1,1.0,92040.0,1,Agrostis capillaris,0.0
61,6,1,1.0,92040.0,1,Agrostis capillaris,0.0
61,7,1,1.0,92040.0,1,Agrostis capillaris,0.0
61,9,2,5.0,92040.0,1,Agrostis capillaris,0.0
61,10,2,1.0,92040.0,1,Agrostis capillaris,0.0
61,12,3,5.0,92040.0,1,Agrostis capillaris,0.0
61,13,1,1.0,92040.0,1,Agrostis capillaris,0.0
61,14,1,1.0,92040.0,1,Agrostis capillaris,0.0
61,15,3,5.0,92040.0,1,Agrostis capillaris,0.0
61,16,1,10.0,92040.0,1,Agrostis capillaris,0.0
62,1,1,5.0,92040.0,1,Agrostis capillaris,0.0
62,2,4,0.5,92040.0,1,Agrostis capillaris,0.0
62,3,1,5.0,92040.0,1,Agrostis capillaris,0.0
62,4,5,0.5,92040.0,1,Agrostis capillaris,0.0
62,5,2,1.0,92040.0,1,Agrostis capillaris,0.0
62,6,5,0.5,92040.0,1,Agrostis capillaris,0.0
62,7,2,10.0,92040.0,1,Agrostis capillaris,0.0
62,8,4,0.5,92040.0,1,Agrostis capillaris,0.0
62,9,3,1.0,92040.0,1,Agrostis capillaris,0.0
62,10,2,0.5,92040.0,1,Agrostis capillaris,0.0
62,11,1,5.0,92040.0,1,Agrostis capillaris,0.0
62,15,5,0.5,92040.0,1,Agrostis capillaris,0.0
62,16,2,0.5,92040.0,1,Agrostis capillaris,0.0
63,1,2,1.0,92040.0,1,Agrostis capillaris,0.0
63,11,5,0.5,92040.0,1,Agrostis capillaris,0.0
63,12,3,1.0,92040.0,1,Agrostis capillaris,0.0
63,15,5,0.5,92040.0,1,Agrostis capillaris,0.0
63,16,5,1.0,92040.0,1,Agrostis capillaris,0.0
64,1,5,0.5,92040.0,1,Agrostis capillaris,0.0
64,2,3,1.0,92040.0,1,Agrostis capillaris,0.0
64,3,3,1.0,92040.0,1,Agrostis capillaris,0.0
64,4,4,0.5,92040.0,1,Agrostis capillaris,0.0
64,5,2,5.0,92040.0,1,Agrostis capillaris,0.0
64,7,2,0.5,92040.0,1,Agrostis capillaris,0.0
64,8,1,55.0,92040.0,1,Agrostis capillaris,0.0
64,9,2,0.5,92040.0,1,Agrostis capillaris,0.0
64,10,3,1.0,92040.0,1,Agrostis capillaris,0.0
64,12,1,30.0,92040.0,1,Agrostis capillaris,0.0
64,13,1,65.0,92040.0,1,Agrostis capillaris,0.0
64,14,4,0.5,92040.0,1,Agrostis capillaris,0.0
64,16,1,30.0,92040.0,1,Agrostis capillaris,0.0
66,2,2,15.0,92040.0,1,Agrostis capillaris,0.0
66,4,2,15.0,92040.0,1,Agrostis capillaris,0.0
66,5,5,0.5,92040.0,1,Agrostis capillaris,0.0
66,6,1,1.0,92040.0,1,Agrostis capillaris,0.0
66,7,1,0.5,92040.0,1,Agrostis capillaris,0.0
66,7,2,5.0,92040.0,1,Agrostis capillaris,0.0
66,8,1,5.0,92040.0,1,Agrostis capillaris,0.0
66,9,1,10.0,92040.0,1,Agrostis capillaris,0.0
66,11,4,15.0,92040.0,1,Agrostis capillaris,0.0
66,14,5,5.0,92040.0,1,Agrostis capillaris,0.0
66,15,3,15.0,92040.0,1,Agrostis capillaris,0.0
67,3,1,1.0,92040.0,1,Agrostis capillaris,0.0
67,4,1,10.0,92040.0,1,Agrostis capillaris,0.0
67,5,1,5.0,92040.0,1,Agrostis capillaris,0.0
67,6,1,0.5,92040.0,1,Agrostis capillaris,0.0
67,7,2,0.5,92040.0,1,Agrostis capillaris,0.0
67,8,1,0.5,92040.0,1,Agrostis capillaris,0.0
67,9,2,10.0,92040.0,1,Agrostis capillaris,0.0
67,10,4,0.5,92040.0,1,Agrostis capillaris,0.0
67,11,1,20.0,92040.0,1,Agrostis capillaris,0.0
67,12,1,40.0,92040.0,1,Agrostis capillaris,0.0
67,12,4,1.0,92040.0,1,Agrostis capillaris,0.0
67,13,3,1.0,92040.0,1,Agrostis capillaris,0.0
67,14,5,0.5,92040.0,1,Agrostis capillaris,0.0
68,10,3,0.5,92040.0,1,Agrostis capillaris,0.0
68,12,4,0.5,92040.0,1,Agrostis capillaris,0.0
68,16,1,0.5,92040.0,1,Agrostis capillaris,0.0
70,4,1,1.0,92040.0,1,Agrostis capillaris,0.0
70,6,3,0.5,92040.0,1,Agrostis capillaris,0.0
72,1,1,15.0,92040.0,1,Agrostis capillaris,0.0
72,2,2,5.0,92040.0,1,Agrostis capillaris,0.0
72,3,5,0.5,92040.0,1,Agrostis capillaris,0.0
72,4,4,0.5,92040.0,1,Agrostis capillaris,0.0
72,5,1,20.0,92040.0,1,Agrostis capillaris,0.0
72,6,2,5.0,92040.0,1,Agrostis capillaris,0.0
72,7,1,10.0,92040.0,1,Agrostis capillaris,0.0
72,8,1,1.0,92040.0,1,Agrostis capillaris,0.0
72,9,4,0.5,92040.0,1,Agrostis capillaris,0.0
72,10,1,5.0,92040.0,1,Agrostis capillaris,0.0
72,13,1,1.0,92040.0,1,Agrostis capillaris,0.0
72,14,1,10.0,92040.0,1,Agrostis capillaris,0.0
72,15,5,0.5,92040.0,1,Agrostis capillaris,0.0
73,1,1,5.0,92040.0,1,Agrostis capillaris,0.0
73,2,2,5.0,92040.0,1,Agrostis capillaris,0.0
73,3,1,10.0,92040.0,1,Agrostis capillaris,0.0
73,4,1,5.0,92040.0,1,Agrostis capillaris,0.0
73,7,4,5.0,92040.0,1,Agrostis capillaris,0.0
73,10,4,5.0,92040.0,1,Agrostis capillaris,0.0
74,1,1,10.0,92040.0,1,Agrostis capillaris,0.0
74,2,2,0.5,92040.0,1,Agrostis capillaris,0.0
74,3,1,1.0,92040.0,1,Agrostis capillaris,0.0
74,14,2,0.5,92040.0,1,Agrostis capillaris,0.0
74,15,1,1.0,92040.0,1,Agrostis capillaris,0.0
74,16,1,10.0,92040.0,1,Agrostis capillaris,0.0
75,3,5,0.5,92040.0,1,Agrostis capillaris,0.0
75,4,1,20.0,92040.0,1,Agrostis capillaris,0.0
75,5,1,1.0,92040.0,1,Agrostis capillaris,0.0
75,9,3,1.0,92040.0,1,Agrostis capillaris,0.0
75,10,1,10.0,92040.0,1,Agrostis capillaris,0.0
75,12,2,0.5,92040.0,1,Agrostis capillaris,0.0
75,13,1,5.0,92040.0,1,Agrostis capillaris,0.0
75,14,4,0.5,92040.0,1,Agrostis capillaris,0.0
75,15,3,1.0,92040.0,1,Agrostis capillaris,0.0
76,1,4,0.5,92040.0,1,Agrostis capillaris,0.0
76,7,1,0.5,92040.0,1,Agrostis capillaris,0.0
76,8,1,1.0,92040.0,1,Agrostis capillaris,0.0
76,9,1,0.5,92040.0,1,Agrostis capillaris,0.0
76,10,5,0.5,92040.0,1,Agrostis capillaris,0.0
76,12,1,15.0,92040.0,1,Agrostis capillaris,0.0
76,15,5,0.5,92040.0,1,Agrostis capillaris,0.0
77,2,4,1.0,92040.0,1,Agrostis capillaris,0.0
77,3,1,1.0,92040.0,1,Agrostis capillaris,0.0
77,4,4,0.5,92040.0,1,Agrostis capillaris,0.0
77,5,1,5.0,92040.0,1,Agrostis capillaris,0.0
77,6,1,5.0,92040.0,1,Agrostis capillaris,0.0
77,7,1,10.0,92040.0,1,Agrostis capillaris,0.0
77,10,2,0.5,92040.0,1,Agrostis capillaris,0.0
77,11,1,1.0,92040.0,1,Agrostis capillaris,0.0
77,13,1,1.0,92040.0,1,Agrostis capillaris,0.0
78,3,1,5.0,92040.0,1,Agrostis capillaris,0.0
78,5,4,1.0,92040.0,1,Agrostis capillaris,0.0
78,7,1,20.0,92040.0,1,Agrostis capillaris,0.0
78,8,3,0.5,92040.0,1,Agrostis capillaris,0.0
78,9,1,15.0,92040.0,1,Agrostis capillaris,0.0
78,10,4,0.5,92040.0,1,Agrostis capillaris,0.0
78,11,1,30.0,92040.0,1,Agrostis capillaris,0.0
78,13,2,10.0,92040.0,1,Agrostis capillaris,0.0
78,14,1,15.0,92040.0,1,Agrostis capillaris,0.0
78,15,1,5.0,92040.0,1,Agrostis capillaris,0.0
78,16,1,10.0,92040.0,1,Agrostis capillaris,0.0
79,1,2,0.5,92040.0,1,Agrostis capillaris,0.0
79,2,1,5.0,92040.0,1,Agrostis capillaris,0.0
79,3,3,0.5,92040.0,1,Agrostis capillaris,0.0
79,4,2,5.0,92040.0,1,Agrostis capillaris,0.0
79,6,4,0.5,92040.0,1,Agrostis capillaris,0.0
79,12,1,1.0,92040.0,1,Agrostis capillaris,0.0
79,14,5,0.5,92040.0,1,Agrostis capillaris,0.0
80,11,5,0.5,92040.0,1,Agrostis capillaris,0.0
81,3,2,5.0,92040.0,1,Agrostis capillaris,0.0
81,4,1,5.0,92040.0,1,Agrostis capillaris,0.0
81,5,1,20.0,92040.0,1,Agrostis capillaris,0.0
81,6,4,5.0,92040.0,1,Agrostis capillaris,0.0
81,8,3,10.0,92040.0,1,Agrostis capillaris,0.0
81,9,3,10.0,92040.0,1,Agrostis capillaris,0.0
81,10,2,15.0,92040.0,1,Agrostis capillaris,0.0
81,11,1,15.0,92040.0,1,Agrostis capillaris,0.0
81,13,1,15.0,92040.0,1,Agrostis capillaris,0.0
81,16,5,1.0,92040.0,1,Agrostis capillaris,0.0
82,5,1,1.0,92040.0,1,Agrostis capillaris,0.0
82,6,1,10.0,92040.0,1,Agrostis capillaris,0.0
82,7,3,0.5,92040.0,1,Agrostis capillaris,0.0
82,8,1,5.0,92040.0,1,Agrostis capillaris,0.0
82,10,3,5.0,92040.0,1,Agrostis capillaris,0.0
83,1,1,30.0,92040.0,1,Agrostis capillaris,0.0
83,2,1,25.0,92040.0,1,Agrostis capillaris,0.0
83,3,1,5.0,92040.0,1,Agrostis capillaris,0.0
83,6,1,5.0,92040.0,1,Agrostis capillaris,0.0
83,10,1,1.0,92040.0,1,Agrostis capillaris,0.0
83,11,4,5.0,92040.0,1,Agrostis capillaris,0.0
83,12,1,5.0,92040.0,1,Agrostis capillaris,0.0
83,13,1,15.0,92040.0,1,Agrostis capillaris,0.0
83,15,1,5.0,92040.0,1,Agrostis capillaris,0.0
84,1,5,0.5,92040.0,1,Agrostis capillaris,0.0
84,2,2,1.0,92040.0,1,Agrostis capillaris,0.0
84,4,1,10.0,92040.0,1,Agrostis capillaris,0.0
84,5,1,5.0,92040.0,1,Agrostis capillaris,0.0
84,7,5,0.5,92040.0,1,Agrostis capillaris,0.0
84,9,2,1.0,92040.0,1,Agrostis capillaris,0.0
84,10,1,0.5,92040.0,1,Agrostis capillaris,0.0
84,12,2,1.0,92040.0,1,Agrostis capillaris,0.0
85,1,2,0.5,92040.0,1,Agrostis capillaris,0.0
85,2,1,5.0,92040.0,1,Agrostis capillaris,0.0
85,3,1,1.0,92040.0,1,Agrostis capillaris,0.0
85,4,1,25.0,92040.0,1,Agrostis capillaris,0.0
85,5,1,15.0,92040.0,1,Agrostis capillaris,0.0
85,6,4,0.5,92040.0,1,Agrostis capillaris,0.0
85,7,1,15.0,92040.0,1,Agrostis capillaris,0.0
85,8,1,1.0,92040.0,1,Agrostis capillaris,0.0
85,9,1,20.0,92040.0,1,Agrostis capillaris,0.0
85,10,1,1.0,92040.0,1,Agrostis capillaris,0.0
85,11,3,1.0,92040.0,1,Agrostis capillaris,0.0
85,12,1,10.0,92040.0,1,Agrostis capillaris,0.0
85,14,1,1.0,92040.0,1,Agrostis capillaris,0.0
85,15,1,10.0,92040.0,1,Agrostis capillaris,0.0
85,16,1,40.0,92040.0,1,Agrostis capillaris,0.0
86,1,1,5.0,92040.0,1,Agrostis capillaris,0.0
86,3,1,5.0,92040.0,1,Agrostis capillaris,0.0
86,4,1,1.0,92040.0,1,Agrostis capillaris,0.0
86,7,5,5.0,92040.0,1,Agrostis capillaris,0.0
86,8,1,5.0,92040.0,1,Agrostis capillaris,0.0
86,9,1,5.0,92040.0,1,Agrostis capillaris,0.0
86,12,5,1.0,92040.0,1,Agrostis capillaris,0.0
86,13,1,1.0,92040.0,1,Agrostis capillaris,0.0
86,14,1,1.0,92040.0,1,Agrostis capillaris,0.0
86,15,1,1.0,92040.0,1,Agrostis capillaris,0.0
86,16,1,5.0,92040.0,1,Agrostis capillaris,0.0
87,1,2,1.0,92040.0,1,Agrostis capillaris,0.0
87,2,1,10.0,92040.0,1,Agrostis capillaris,0.0
87,5,1,10.0,92040.0,1,Agrostis capillaris,0.0
87,6,1,0.5,92040.0,1,Agrostis capillaris,0.0
87,7,1,40.0,92040.0,1,Agrostis capillaris,0.0
87,8,1,45.0,92040.0,1,Agrostis capillaris,0.0
87,9,1,35.0,92040.0,1,Agrostis capillaris,0.0
87,10,1,20.0,92040.0,1,Agrostis capillaris,0.0
87,11,1,70.0,92040.0,1,Agrostis capillaris,0.0
87,12,1,25.0,92040.0,1,Agrostis capillaris,0.0
87,14,4,0.5,92040.0,1,Agrostis capillaris,0.0
87,15,1,40.0,92040.0,1,Agrostis capillaris,0.0
87,16,1,40.0,92040.0,1,Agrostis capillaris,0.0
88,8,5,0.5,92040.0,1,Agrostis capillaris,0.0
88,9,5,0.5,92040.0,1,Agrostis capillaris,0.0
89,3,1,0.5,92040.0,1,Agrostis capillaris,0.0
91,2,5,0.5,92040.0,1,Agrostis capillaris,0.0
91,3,1,5.0,92040.0,1,Agrostis capillaris,0.0
92,1,1,15.0,92040.0,1,Agrostis capillaris,0.0
92,2,2,5.0,92040.0,1,Agrostis capillaris,0.0
92,3,2,5.0,92040.0,1,Agrostis capillaris,0.0
92,4,1,5.0,92040.0,1,Agrostis capillaris,0.0
92,5,1,15.0,92040.0,1,Agrostis capillaris,0.0
92,10,3,5.0,92040.0,1,Agrostis capillaris,0.0
92,11,1,5.0,92040.0,1,Agrostis capillaris,0.0
92,12,2,5.0,92040.0,1,Agrostis capillaris,0.0
92,13,2,5.0,92040.0,1,Agrostis capillaris,0.0
92,14,1,10.0,92040.0,1,Agrostis capillaris,0.0
92,15,1,15.0,92040.0,1,Agrostis capillaris,0.0
92,15,3,5.0,92040.0,1,Agrostis capillaris,0.0
93,5,3,5.0,92040.0,1,Agrostis capillaris,0.0
93,8,1,1.0,92040.0,1,Agrostis capillaris,0.0
94,1,2,1.0,92040.0,1,Agrostis capillaris,0.0
94,5,5,0.5,92040.0,1,Agrostis capillaris,0.0
94,6,2,0.5,92040.0,1,Agrostis capillaris,0.0
94,13,1,0.5,92040.0,1,Agrostis capillaris,0.0
96,5,3,5.0,92040.0,1,Agrostis capillaris,0.0
96,8,1,5.0,92040.0,1,Agrostis capillaris,0.0
96,10,1,5.0,92040.0,1,Agrostis capillaris,0.0
96,15,4,0.5,92040.0,1,Agrostis capillaris,0.0
97,6,2,1.0,92040.0,1,Agrostis capillaris,0.0
97,7,1,5.0,92040.0,1,Agrostis capillaris,0.0
97,9,1,5.0,92040.0,1,Agrostis capillaris,0.0
97,9,2,10.0,92040.0,1,Agrostis capillaris,0.0
97,14,3,1.0,92040.0,1,Agrostis capillaris,0.0
98,2,2,1.0,92040.0,1,Agrostis capillaris,0.0
98,3,1,5.0,92040.0,1,Agrostis capillaris,0.0
98,4,1,0.5,92040.0,1,Agrostis capillaris,0.0
98,6,1,15.0,92040.0,1,Agrostis capillaris,0.0
98,8,3,0.5,92040.0,1,Agrostis capillaris,0.0
98,9,4,0.5,92040.0,1,Agrostis capillaris,0.0
98,11,1,1.0,92040.0,1,Agrostis capillaris,0.0
98,12,3,1.0,92040.0,1,Agrostis capillaris,0.0
98,13,2,5.0,92040.0,1,Agrostis capillaris,0.0
98,16,1,1.0,92040.0,1,Agrostis capillaris,0.0
99,4,5,0.5,92040.0,1,Agrostis capillaris,0.0
100,3,3,1.0,92040.0,1,Agrostis capillaris,0.0
100,4,3,0.5,92040.0,1,Agrostis capillaris,0.0
100,6,1,1.0,92040.0,1,Agrostis capillaris,0.0
100,7,1,1.0,92040.0,1,Agrostis capillaris,0.0
100,9,5,0.5,92040.0,1,Agrostis capillaris,0.0
100,10,2,0.5,92040.0,1,Agrostis capillaris,0.0
101,8,1,1.0,92040.0,1,Agrostis capillaris,0.0
101,11,4,0.5,92040.0,1,Agrostis capillaris,0.0
101,12,1,5.0,92040.0,1,Agrostis capillaris,0.0
101,13,1,20.0,92040.0,1,Agrostis capillaris,0.0
102,4,2,1.0,92040.0,1,Agrostis capillaris,0.0
1,1,4,3.0,92040.0,2,Agrostis capillaris,0.0
1,6,3,5.0,92040.0,2,Agrostis capillaris,0.0
1,7,1,20.0,92040.0,2,Agrostis capillaris,0.0
1,13,1,10.0,92040.0,2,Agrostis capillaris,0.0
2,6,2,0.5,92040.0,2,Agrostis capillaris,0.0
2,13,1,10.0,92040.0,2,Agrostis capillaris,0.0
2,14,4,10.0,92040.0,2,Agrostis capillaris,0.0
3,2,1,5.0,92040.0,2,Agrostis capillaris,0.0
3,3,3,1.0,92040.0,2,Agrostis capillaris,0.0
3,4,1,1.0,92040.0,2,Agrostis capillaris,0.0
3,6,3,1.0,92040.0,2,Agrostis capillaris,0.0
3,8,4,1.0,92040.0,2,Agrostis capillaris,0.0
3,12,2,0.5,92040.0,2,Agrostis capillaris,0.0
3,15,5,1.0,92040.0,2,Agrostis capillaris,0.0
4,11,1,15.0,92040.0,2,Agrostis capillaris,0.0
4,12,2,20.0,92040.0,2,Agrostis capillaris,0.0
5,6,1,5.0,92040.0,2,Agrostis capillaris,0.0
7,2,5,0.5,92040.0,2,Agrostis capillaris,0.0
7,3,5,0.5,92040.0,2,Agrostis capillaris,0.0
7,12,1,0.5,92040.0,2,Agrostis capillaris,0.0
7,14,2,0.5,92040.0,2,Agrostis capillaris,0.0
13,9,1,0.5,92040.0,2,Agrostis capillaris,0.0
13,15,5,0.5,92040.0,2,Agrostis capillaris,0.0
13,16,4,1.0,92040.0,2,Agrostis capillaris,0.0
15,2,1,5.0,92040.0,2,Agrostis capillaris,0.0
15,3,1,50.0,92040.0,2,Agrostis capillaris,0.0
15,4,1,90.0,92040.0,2,Agrostis capillaris,0.0
15,5,1,40.0,92040.0,2,Agrostis capillaris,0.0
15,6,1,40.0,92040.0,2,Agrostis capillaris,0.0
15,7,1,50.0,92040.0,2,Agrostis capillaris,0.0
15,8,1,60.0,92040.0,2,Agrostis capillaris,0.0
15,9,1,60.0,92040.0,2,Agrostis capillaris,0.0
15,10,1,80.0,92040.0,2,Agrostis capillaris,0.0
15,11,1,70.0,92040.0,2,Agrostis capillaris,0.0
15,12,1,50.0,92040.0,2,Agrostis capillaris,0.0
15,13,1,70.0,92040.0,2,Agrostis capillaris,0.0
15,14,1,20.0,92040.0,2,Agrostis capillaris,0.0
15,15,1,40.0,92040.0,2,Agrostis capillaris,0.0
15,16,4,0.5,92040.0,2,Agrostis capillaris,0.0
16,1,4,0.5,92040.0,2,Agrostis capillaris,0.0
18,6,1,20.0,92040.0,2,Agrostis capillaris,0.0
18,8,4,1.0,92040.0,2,Agrostis capillaris,0.0
18,13,2,1.0,92040.0,2,Agrostis capillaris,0.0
18,15,1,30.0,92040.0,2,Agrostis capillaris,0.0
18,16,1,10.0,92040.0,2,Agrostis capillaris,0.0
19,1,3,5.0,92040.0,2,Agrostis capillaris,0.0
19,3,1,10.0,92040.0,2,Agrostis capillaris,0.0
20,1,1,1.0,92040.0,2,Agrostis capillaris,0.0
20,11,1,1.0,92040.0,2,Agrostis capillaris,0.0
20,16,1,1.0,92040.0,2,Agrostis capillaris,0.0
22,1,1,5.0,92040.0,2,Agrostis capillaris,0.0
22,8,2,0.5,92040.0,2,Agrostis capillaris,0.0
