BRC names,BRC number,Woody
Hypochoeris spp./Leontodon spp.,20000223,
Hypogymnia bitteriana,5503048,
Hypogymnia physodes,5503050,
Hypogymnia sp.,5505982,
Hypogymnia tubulosa,5503051,
Hypogymnia vittata,5505323,
Iberis amara,9201022,
Iberis sp.,200001628,
Iberis umbellata,9202425,
Icmadophila ericetorum,5501992,
Ilex aquifolium,9201023,
Illecebrum verticillatum,9201024,
Impatiens capensis,9201025,
Impatiens glandulifera,9201026,
Impatiens noli-tangere,9201027,
Impatiens parviflora,9201028,
Impatiens sp.,200001629,
Inula conyzae,9201030,
Inula crithmoides,9201031,
Inula helenium,9201033,
Inula salicina,9201034,
Iris foetidissima,9201036,
Iris germanica,9201037,
Iris pseudacorus,9201038,
Iris sp.,200001630,
Iris spuria,9201039,
Iris versicolor,9201040,
Isatis tinctoria,9201041,
Isoetes echinospora,9101043,
Isoetes histrix,9101044,
Isoetes lacustris,9101045,
Isolepis cernua,9201046,
Isolepis setacea,9201047,
Isopterygiopsis muelleriana,820358,
Isopterygium elegans,820357,
Isopterygium pulchellum,820359,
Isopterygium sp,20000894,
Isothecium holtii,820361,
Isothecium myosuroides,820362,
Isothecium myosuroides var.brachythecioides,820362,
Isothecium myurum,820363,
Isothecium striatulum,820364,
Ixia paniculata,9205432,
Jamesoniella autumnalis,810785,
Jamesoniella undulifolia,810787,
Jasione montana,9201048,
Jubula hutchinsiae,810788,
Juglans regia,9201049,
Juncus acutiflorus,9201050,
Juncus acutus,9201052,
Juncus alpinoarticulatus,9201053,
Juncus alpinus nodulosus,9201074,
Juncus ambiguus,9201057,
Juncus articulatus,9201054,
Juncus articulatus/acutiflora,20000228,
Juncus balticus,9201055,
Juncus biglumis,9201056,
Juncus bufonius sens.lat.,9201057,
Juncus bufonius sens.str.,9201057,
Juncus bufonius/bulbosus,200001478,
Juncus bulbosus,9201058,
Juncus bulbosus fluitans,9201058,
Juncus capitatus,9201060,
Juncus castaneus,9201061,
Juncus compressus,9201062,
Juncus conglomeratus,9201063,
Juncus effusus,9201067,
Juncus effusus x inflexus (J. x diffusus),9201065,
Juncus filiformis,9201068,
Juncus foliosus,9201057,
Juncus gerardii,9201069,
Juncus hybrids,20000663,
Juncus inflexus,9201070,
Juncus maritimus,9201072,
Juncus pygmaeus,9201073,
Juncus sp.,9204586,
Juncus squarrosus,9201075,
Juncus subnodulosus,9201076,
Juncus subulatus,9202271,
Juncus tenuis,9201077,
Juncus trifidus,9201078,
Juncus triglumis,9201079,
Jungermannia atrovirens,810947,
Jungermannia borealis,810964,
Jungermannia caespiticia,810941,
Jungermannia confertissima,810965,
Jungermannia exsertifolia,810942,
Jungermannia gracillima,810943,
Jungermannia hyalina,810876,
Jungermannia leiantha,810789,
Jungermannia obovata,810877,
Jungermannia paroica,810878,
Jungermannia polaris,810945,
Jungermannia pumila,810944,
Jungermannia sp.,8101302,
Jungermannia sphaerocarpa,810946,
Jungermannia subelliptica,810879,
Juniperus communis,9201080,
Juniperus communis subsp.alpina,9201080,
Juniperus communis subsp.communis,9201080,
Kalmia angustifolia,9202257,
Kalmia polifolia,9201081,
Kerria japonica,9204378,
Kiaeria blyttii,820196,
Kiaeria falcata,820199,
Kiaeria starkei,820209,
Kickxia elatine,9201082,
Kickxia sp.,200001631,
Kickxia spuria,9201083,
Knautia arvensis,9201084,
Kobresia simpliciuscula,9201085,
Koeleria macrantha,9201087,
Koeleria sp,200001224,
Koeleria vallesiana,9201088,
Koenigia islandica,9201089,
Kurzia pauciflora,810808,
Kurzia sylvatica,810809,
Kurzia trichoclados,810810,
Laburnum anagyroides,9201091,
Lactuca saligna,9201092,
Lactuca serriola,9201094,
Lactuca sp.,200001632,
Lactuca virosa,9201095,
Lagarosiphon major,9201096,
Lagurus ovatus,9201097,
Lamiastrum galeobdolon,920862,
Lamium album,9201098,
Lamium amplexicaule,9201099,
Lamium confertum,9201102,
Lamium hybridum,9201100,
Lamium maculatum,9201101,
Lamium purpureum,9201103,
Lamium sp.,9205009,
Lamium/glechoma seedling,28,
Lapsana communis,9201104,
Larix decidua (c),9201105,
Larix kaempferi,9202302,
Larix sp.,9204442,
Larix x eurolepis (c),9202303,
Lathraea clandestina,9201106,
Lathraea squamaria,9201107,
Lathyrus aphaca,9201108,
Lathyrus hirsutus,9201109,
Lathyrus japonicus,9201110,
Lathyrus latifolius,9201111,
Lathyrus linifolius,9201112,
Lathyrus niger,9201113,
Lathyrus nissolia,9201114,
Lathyrus palustris,9201115,
Lathyrus pratensis,9201116,
Lathyrus seedling/sp,9204537,
Lathyrus sylvestris,9201117,
Lathyrus tuberosus,9201118,
Laurus nobilis,9202427,
Lavatera arborea,9201119,
Lavatera cretica,9201120,
Lecidea decipiens,5505244,
Lecidea granulosa,5505233,
Lecidea sp.,5505228,
Lecidea uliginosa,5505237,
Ledum palustre groenlandicum,9201121,
Ledum palustre palustre,9201122,
Leersia oryzoides,9201123,
Legousia hybrida,9201124,
Leiocolea alpestris,810794,
Leiocolea badensis,810790,
Leiocolea bantriensis,810791,
Leiocolea gillmanii,810792,
Leiocolea heterocolpos,810793,
Leiocolea rutheana,810795,
Leiocolea turbinata,810796,
Lejeunea cavifolia,810797,
Lejeunea flava,810799,
Lejeunea hibernica,810798,
Lejeunea holtii,810800,
Lejeunea lamacerina,810801,
Lejeunea mandonii,810802,
Lejeunea patens,810803,
Lejeunea sp.,8101305,
Lejeunea ulicina,810804,
Lemna gibba,9201125,
Lemna minor,9201126,
Lemna minuta,9202300,
Lemna sp.,9204538,
Lemna trisulca,9201128,
Leontodon autumnalis,9201129,
Leontodon hispidus,9201130,
Leontodon hispidus/saxatilis,200001481,
Leontodon saxatilis,9201131,
Leontodon sp.,9204539,
Leonurus cardiaca,9201132,
Lepidium bonariense,9204488,
Lepidium campestre,9201133,
Lepidium divaricatum,9204489,
Lepidium draba,920333,
Lepidium graminifolium,9202987,
Lepidium heterophyllum,9201139,
Lepidium latifolium,9201135,
Lepidium perfoliatum,9202570,
Lepidium ruderale,9201137,
Lepidium sativum,9201138,
Lepidium virginicum,9202571,
Lepidozia cupressina,810806,
Lepidozia pearsonii,810805,
Lepidozia reptans,810807,
Lepidozia sp.,8101306,
Lepraria incana,5503278,
Leptobryum pyriforme,820365,
Leptodon smithii,820367,
Leptodontium flexifolium,820368,
Leptodontium gemmascens,820369,
Leptodontium recurvifolium,820370,
Leptogium brebissonii,5503283,
Leptogium burgessii,5503285,
Leptogium hildebrandii,5503293,
Leptogium lichenoides,5503296,
Leptogium minutissimum,5503298,
Leptogium palmatum,5503299,
Leptogium plicatile,5503300,
Leptogium pusillum,5505335,
Leptogium saturninum,5503301,
Leptogium schraderi,5503302,
Leptogium sinuatum,5505293,
Leptogium sp.,5505249,
Leptogium tenuissimum,5503303,
Leptogium tremelloides,5505294,
Leptogium turgidum,5503305,
Leptoscyphus cuneifolius,810853,
Lescuraea incurvata,820505,
Lescuraea patens,820506,
Lescuraea plicata,820513,
Leskea polycarpa,820373,
Leucanthemum vulgare,920502,
Leucobryum glaucum,820374,
Leucobryum juniperoideum,8201005,
Leucodon sciuroides,820375,
Leucojum aestivum,9201140,
Leucojum vernum,9201141,
Leycesteria formosa,9201142,
Leymus arenarius,920682,
Lichina confinis,5503306,
Lichina pygmaea,5503307,
Ligularia dentata,9205433,
Ligusticum scoticum,9201143,
Ligustrum ovalifolium,9202250,
Ligustrum sp.,9205026,
Ligustrum vulgare,9201144,
Lilium martagon,9201145,
Lilium pyrenaicum,9201146,
Lilium regale,200001633,
Lilium speciosum,20000962,
Limonium auriculae-ursifolium,9201150,
Limonium bellidifolium,9201147,
Limonium binervosum agg.,9201148,
Limonium binervosum sens.str.,9202532,
Limonium britannicum,9202533,
Limonium dodartiforme,9202534,
Limonium humile,9201149,
Limonium loganicum,9202535,
Limonium normannicum,9202562,
Limonium paradoxum,9201151,
Limonium parvum,9202536,
Limonium procerum,9202537,
Limonium recurvum,9201152,
Limonium sp.,200001634,
Limonium transwallianum,9201153,
Limonium vulgare,9201154,
Limosella aquatica,9201155,
Limosella australis,9201157,
Linaria arenaria,9201158,
Linaria pelisseriana,9201159,
Linaria purpurea,9201160,
Linaria repens,9201161,
Linaria sp.,9205031,
Linaria supina,9201163,
Linaria vulgaris,9201164,
Linnaea borealis,9201165,
Linum bienne,9201168,
Linum catharticum,9201169,
Linum perenne,9201167,
Linum sp.,9205033,
Linum usitatissimum,9201170,
Liparis loeselii,9201171,
Listera cordata,9201172,
Listera ovata,9201173,
Listera sp.,200001635,
Lithospermum arvense,920278,
Lithospermum officinale,9201174,
Lithospermum purpureocaeruleum,920279,
Litter,20000887,
Littorella uniflora,9201175,
Lloydia serotina,9201176,
Lobaria amplissima,5503824,
Lobaria laetevirens,5505295,
Lobaria pulmonaria,5503825,
Lobaria scrobiculata,5503826,
Lobelia dortmanna,9201177,
Lobelia urens,9201178,
Lobularia maritima,9201179,
Logfia arvensis,920828,
Loiseleuria procumbens,9201180,
Lolium multiflorum,9201182,
Lolium multiflorum x perenne (L. x boucheanum),9201181,
Lolium perenne,9201183,
Lolium sp.,9205042,
Lolium temulentum,9201185,
Lonicera caprifolium,9201186,
Lonicera japonica,9201187,
Lonicera nitida,9202613,
Lonicera periclymenum,9201188,
Lonicera sp.,200001636,
Lonicera xylosteum,9201189,
Lophocolea bidentata sens.lat.,8101056,
Lophocolea bidentata var.bidentata,810812,
Lophocolea bispinosa,810966,
Lophocolea fragrans,810813,
Lophocolea heterophylla,810814,
Lophocolea semiteres,810967,
Lophocolea sp.,8101308,
Lophozia bicrenata,810816,
Lophozia capitata,810817,
Lophozia excisa,810818,
Lophozia incisa,810819,
Lophozia longidens,810820,
Lophozia longiflora,810823,
Lophozia obtusa,810821,
Lophozia opacifolia,810822,
Lophozia perssonii,810968,
Lophozia sp,200001390,
Lophozia sp.,8101309,
Lophozia sudetica,810815,
Lophozia ventricosa,810824,
Lophozia wenzelii,810825,
Lotus angustissimus,9201190,
Lotus corniculatus,9201191,
Lotus glaber,9201193,
Lotus pedunculatus,9201194,
Lotus sp.,9205044,
Lotus subbiflorus,9201192,
Ludwigia palustris,9201042,
Lunaria annua,9201195,
Lunaria rediviva,9204490,
Lunularia cruciata,810826,
Lupinus arboreus,9201196,
Lupinus nootkatensis,9201197,
Luronium natans,9201198,
Luzula arcuata,9201199,
Luzula campestris,9201201,
Luzula campestris/multiflora,9205049,
Luzula forsteri,9201202,
Luzula luzuloides,9201203,
Luzula multiflora,9201204,
Luzula pallidula,9201206,
Luzula pilosa,9201207,
Luzula sp.,200001141,
Luzula spicata,9201208,
Luzula sylvatica,9201209,
Lychnis alpina,9202221,
Lychnis flos-cuculi,9201210,
Lychnis viscaria,9202222,
Lycium barbarum,9201212,
Lycium chinense,9201211,
Lycopersicon esculentum,9204359,
Lycopodiella inundata,9101216,
Lycopodium annotinum,9101214,
Lycopodium clavatum,9101215,
Lycopodium sp.,9104641,
Lycopus europaeus,9201219,
Lysichiton americanus,9202619,
Lysimachia ciliata,9201220,
Lysimachia nemorum,9201221,
Lysimachia nummularia,9201222,
Lysimachia punctata,9201223,
Lysimachia seedling/sp,9205055,
Lysimachia terrestris,9201224,
Lysimachia thyrsiflora,9201350,
Lysimachia vulgaris,9201225,
Lythrum hyssopifolia,9201226,
Lythrum portula,9201444,
Lythrum salicaria,9201227,
Lythrum sp.,200001688,
Mahonia aquifolium,9201228,
Mahonia japonica,200001249,
Maianthemum bifolium,9201229,
Maize,9204439,
Malus domestica,9201230,
Malus sp.,200001637,
Malus sylvestris,9201230,
Malva moschata,9201232,
Malva neglecta,9201233,
Malva parviflora,9201234,
Malva pusilla,9201235,
Malva sp.,200001638,
Malva sylvestris,9201236,
Malva verticillata,9201237,
Marchantia polymorpha,810827,
Marchantia spp.,8101311,
Marchesinia mackaii,810828,
Marrow,9208025,
Marrubium vulgare,9201238,
Marsupella adusta,810829,
Marsupella alpina,810830,
Marsupella boeckii,8101352,
Marsupella boeckii var.stableri,810839,
Marsupella brevissima,810841,
Marsupella condensata,810833,
Marsupella emarginata,810831,
Marsupella funckii,810835,
Marsupella sp.,8101313,
Marsupella sparsifolia,810836,
Marsupella sphacelata,810837,
Marsupella sprucei,810838,
Mastigophora woodsii,810842,
Matricaria discoidea,9201242,
Matricaria recutita,9201239,
Matricaria sp.,200001639,
Matthiola incana,9201244,
Matthiola sinuata,9201245,
Meconopsis cambrica,9201246,
Medicago arabica,9201247,
Medicago lupulina,9201250,
Medicago minima,9201251,
Medicago polymorpha,9201249,
Medicago sativa,9201252,
Medicago sativa (sativa x falcata),9207129,
Medicago sativa subsp. varia,9201253,
Medicago sativa subsp.falcata,9201248,
Medicago sp.,9205065,
Meesia triquetra,820376,
Meesia uliginosa,820377,
Melampyrum arvense,9201254,
Melampyrum cristatum,9201255,
Melampyrum pratense,9201256,
Melampyrum sp.,200001640,
Melampyrum sylvaticum,9201257,
Melica nutans,9201262,
Melica uniflora,9201263,
Melilotus albus,9201264,
Melilotus altissimus,9201265,
Melilotus indicus,9201266,
Melilotus officinalis,9201267,
Melilotus sp.,9204541,
Melissa officinalis,9201268,
Melittis melissophyllum,9201269,
Menegazzia terebrata,5503322,
Mentha aquatica,9201272,
Mentha aquatica x arvensis (M. x verticillata),9201286,
Mentha aquatica x spicata (M. x piperita),9201279,
Mentha arvensis,9201273,
Mentha arvensis x spicata (M. x gracilis),9201276,
Mentha pulegium,9201280,
Mentha requienii,9201281,
Mentha sp.,9204443,
Mentha spicata,9201285,
Mentha spicata x suaveolens (M. x villosa),9201270,
Mentha x smithiana (M. aquatica x arvensis x spicata),9201284,
Menyanthes trifoliata,9201289,
Mercurialis annua,9201290,
Mercurialis perennis,9201291,
Mertensia maritima,9201292,
Mesembryanthemum sp.,9204777,
Mespilus germanica,9201293,
Metzgeria conjugata,810843,
Metzgeria fruticulosa sens.lat.,810844,
Metzgeria furcata,810845,
Metzgeria leptoneura,810846,
Metzgeria sp.,8101315,
Metzgeria temperata,810969,
Meum athamanticum,9201294,
Mibora minima,9201295,
Micarea ligniaria,5503335,
Micromitrium tenerum,820400,
Mielichhoferia elongata,820378,
Mielichhoferia mielichhoferi,8201006,
Milium effusum,9201296,
Milium vernale,9201297,
Mimosa sp.,200001641,
Mimulus guttatus,9204328,
Mimulus luteus,9201299,
Mimulus moschatus,9201300,
Mimulus seedling/sp,9201298,
Minuartia hybrida,9201303,
Minuartia recurva,9202270,
Minuartia rubella,9201301,
Minuartia sedoides,920501,
Minuartia stricta,9201302,
Minuartia verna,9201304,
Misopates orontium,920128,
Mnium ambiguum,820384,
Mnium hornum,820382,
Mnium marginatum,8201080,
Mnium marginatum var.dioicum,820390,
Mnium sp.,8201183,
Mnium spinosum,820393,
Mnium stellare,820394,
Mnium thomsonii,820387,
Moehringia trinervia,9201305,
Moenchia erecta,9201306,
Moerckia blyttii,810849,
Moerckia hibernica,810850,
Molinia caerulea,9201307,
Moneses uniflora,9201308,
Monotropa hypopitys,9201310,
Monotropa hypopitys subsp.hypopitys,9201311,
Montbretia sp,20000993,
Montia fontana,9201312,
Montia sp.,200001642,
Muscari comosum,9201314,
Muscari neglectum,9201313,
Myagrum perfoliatum,9204355,
Mycelis muralis,9201315,
Mylia anomala,810852,
Mylia sp.,8101317,
Mylia taylorii,810854,
Myosotis alpestris,9201316,
Myosotis arvensis,9201317,
Myosotis discolor,9201321,
Myosotis laxa,9201319,
Myosotis ramosissima,9201320,
Myosotis scorpioides,9201322,
Myosotis secunda,9201323,
Myosotis seedling/sp,9204542,
Myosotis sicula,9201324,
Myosotis stolonifera,9201318,
Myosotis sylvatica,9201325,
Myosoton aquaticum,9201326,
Myosurus minimus,9201327,
Myrica cerifera,9201329,
Myrica gale,9201328,w
Myrinia pulvinata,820396,
Myriophyllum alterniflorum,9201330,
Myriophyllum heterophyllum,9204496,
Myriophyllum sp.,9204543,
Myriophyllum spicatum,9201331,
Myriophyllum verticillatum,9201332,
Myrrhis odorata,9201333,
Myurella julacea,820397,
Myurella tenerrima,820398,
Myurium hochstetteri,820399,
Najas flexilis,9201334,
Najas marina,9201336,
Narcissus agg.,9202614,
Narcissus poeticus,9205434,
Narcissus pseudonarcissus,9205478,
Narcissus pseudonarcissus subsp.pseudonarcissus,9201343,
Nardia breidleri,810855,
Nardia compressa,810856,
Nardia geoscyphus,810857,
Nardia scalaris,810858,w
Nardus stricta,9201344,
Narthecium ossifragum,9201345,
Nasturtium sp,200001290,
Neckera complanata,820401,
Neckera crispa,820402,
Neckera pumila,820404,
Neckera sp.,8201187,
Neotinea maculata,9201351,
Neottia nidus-avis,9201352,
Nepeta cataria,9201353,
Nephroma laevigatum,5503831,
Nephroma parile,5503832,
Neslia paniculata,9202572,
Nitella apaca,720302,
Nitella mucronata,720305,
Nitella sp.,720309,
Nostoc sp.,71260899,
Nothofagus nervosa,9204407,
Nowellia curvifolia,810859,
Nuphar lutea,9201356,
Nuphar pumila,9201357,
Nymphaea alba,9201358,
Nymphoides peltata,9201360,
Ochrolechia androgyna,5503879,
Ochrolechia frigida,5503880,
Ochrolechia tartarea,5503886,
Octodiceras fontanum,820405,
Odontites sp.,200001643,
Odontites vernus,9201361,
Odontites vernus subsp.serotinus,9201361,w
Odontoschisma denudatum,810860,
Odontoschisma elongatum,810861,
Odontoschisma macounii,810862,
Odontoschisma sp.,200001523,
Odontoschisma sphagni,810863,
Oedipodium griffithianum,820406,
Oenanthe aquatica,9201362,
Oenanthe crocata,9201363,
Oenanthe fistulosa,9201364,
Oenanthe fluviatilis,9201365,
Oenanthe lachenalii,9201366,
Oenanthe pimpinelloides,9201367,
Oenanthe silaifolia,9201368,w
Oenanthe sp.,9205109,
Oenothera biennis,9201370,
Oenothera glazioviana,9201371,
Oenothera parviflora,9201369,
Oenothera stricta,9201373,
Oil seed rape,920251,
Oligotrichum hercynicum,820407,
Omphalina sp.,572464,
Omphalodes verna,9201374,
Oncophorus virens,820408,
Oncophorus wahlenbergii,820409,
Onobrychis viciifolia,9201375,
Onoclea sensibilis,9102505,w
Ononis reclinata,9201376,
Ononis repens,9201377,
Ononis spinosa,9201378,
Onopordum acanthium,9201379,
Onothera rubricaulis,9202377,
Ophioglossum azoricum,9101381,
Ophioglossum lusitanicum,9101380,
Ophioglossum vulgatum,9101381,
Ophrys apifera,9201382,
Ophrys fuciflora,9201383,
Ophrys insectifera,9201384,
Ophrys sphegodes,9201385,
Orchis laxiflora,9201386,
Orchis mascula,9201387,
Orchis militaris,9201388,
Orchis morio,9201389,
Orchis purpurea,9201390,
Orchis simia,9201391,
Orchis sp.,200001682,
Orchis ustulata,9201392,
Oreopteris limbosperma,9102051,
Origanum vulgare,9201393,
Ornithogalum angustifolium,9201396,
Ornithogalum nutans,9201394,
Ornithogalum pyrenaicum,9201395,
Ornithogalum sp.,9205118,
Ornithopus perpusillus,9201397,
Ornithopus pinnatus,9201398,
Orobanche alba,9201399,
Orobanche artemisiae-campestris,9201405,
Orobanche caryophyllacea,9201400,
Orobanche cernua,9204545,
Orobanche elatior,9201401,
Orobanche hederae,9201402,
Orobanche minor,9201404,
Orobanche purpurea,9201406,
Orobanche ramosa,9201407,w
Orobanche rapum-genistae,9201408,
Orobanche reticulata,9201409,
Orobanche sp.,200001585,
Orthilia secunda,9201410,
Orthodontium gracile,820410,
Orthodontium lineare,820411,
Orthothecium intricatum,820412,
Orthothecium rufescens,820413,
Orthotrichum affine,820414,
Orthotrichum anomalum,820415,
Orthotrichum cupulatum,820416,
Orthotrichum diaphanum,820417,
Orthotrichum gymnostomum,8201007,
Orthotrichum lyellii,820418,
Orthotrichum obtusifolium,820419,
Orthotrichum pallens,820420,
Orthotrichum pulchellum,820421,
Orthotrichum rivulare,820422,
Orthotrichum rupestre,820423,
Orthotrichum schimperi,820424,
Orthotrichum sp.,8201194,
Orthotrichum speciosum,820426,
Orthotrichum sprucei,820427,
Orthotrichum stramineum,820428,
Orthotrichum striatum,820429,
Orthotrichum tenellum,820430,
Orthotrichum urnigerum,8201008,
Osmunda regalis,9101411,
Otanthus maritimus,9201412,
Oxalis acetosella,9201413,
Oxalis articulata,9201415,
Oxalis corniculata,9201414,
Oxalis debilis,9202519,
Oxalis dillenii,9202517,
Oxalis exilis,9201414,
Oxalis incarnata,9202518,
Oxalis latifolia,9202520,
Oxalis pes-caprae,9202523,
Oxalis sp.,200001644,
Oxalis stricta,9201416,
Oxyria digyna,9201420,w
Oxystegus hibernicus,820626,
Oxystegus tenuirostris,820628,
Oxytropis campestris,9201421,
Oxytropis halleri,9201422,
Paeonia mascula,9201423,
Pallavicinia lyellii,810864,
Panicum miliaceum,9204435,
Pannaria hookeri,5503371,
Pannaria microphylla,5505296,
Pannaria nebulosa,5505297,
Pannaria pezizoides,5503375,
Pannaria pityrea,5505348,
Pannaria rubiginosa,5503376,
Pannaria sampaiana,5503377,
Papaver argemone,9201424,
Papaver dubium,9207046,
Papaver dubium subsp.dubium,9201426,
Papaver dubium subsp.lecoqii,9201429,
Papaver hybridum,9201427,
Papaver rhoeas,9201430,
Papaver somniferum,9201431,
Papaver sp.,9205129,
Parapholis incurva,9201432,
Parapholis strigosa,9201433,
Parentucellia viscosa,9201434,
Parietaria judaica,9201435,
Paris quadrifolia,9201436,
Parmelia acetabulum,5503378,
Parmelia alpicola,5505275,
Parmelia aspera,5505331,
Parmelia caperata,5503383,
Parmelia cetrarioides,5505276,
Parmelia cf.saxatilis,5505238,
Parmelia conspersa,5503384,
Parmelia crinita,5503385,
Parmelia delisei,5503386,w
Parmelia disjuncta,5503388,
Parmelia disseta,5505277,
Parmelia dubia,5505345,
Parmelia endochlora,5503390,
Parmelia exasperatula,5503392,w
Parmelia glabratula,5503393,
Parmelia horrescens,5503395,
Parmelia incurva,5503396,
Parmelia isidiotyla,5505278,
Parmelia laciniatula,5503397,
Parmelia laevigata,5503398,
Parmelia loxodes,5503399,
Parmelia mougeotii,5503401,
Parmelia olivetorum,5505279,
Parmelia omphalodes,5503402,
Parmelia perlata,5503404,
Parmelia prolixa,5505280,
Parmelia quercina,5503406,
Parmelia reddenda,5503407,
Parmelia reticulata,5503408,
Parmelia revoluta,5503409,
Parmelia saxatilis,5503411,
Parmelia sinuosa,5503413,
Parmelia sp.,5505328,
Parmelia stygia,5503415,
Parmelia subaurifera,5503417,
Parmelia subrudecta,5503418,
Parmelia sulcata,5503419,
Parmelia taylorensis,5503420,
Parmelia tiliacea,5503421,
Parmeliella atlantica,5503424,
Parmeliella corallinoides,5505346,
Parmeliella plumbea,5503426,
Parmeliopsis aleurites,5503430,
Parmeliopsis ambigua,5505282,
Parmeliopsis hyperopta,5505283,
Parnassia palustris,9201437,
Parthenocissus quinquefolia,9204381,
Pastinaca sativa,9201440,
Pedicularis palustris,9201441,
Pedicularis sp.,200001645,
Pedicularis sylvatica,9201442,
Pedinophyllum interruptum,810865,
Pellia endiviifolia,810868,
Pellia epiphylla,810867,
Pellia neesiana,810869,
Pellia sp.,8101323,
Peltigera aphthosa,5503834,
Peltigera canina,5503836,
Peltigera cf.rufescens,5505239,
Peltigera collina,5503837,
Peltigera horizontalis,5503841,
Peltigera lepidophora,5503843,
Peltigera leucophlebia,5503844,
Peltigera malacea,5503845,
Peltigera polydactyla,5503848,
Peltigera praetextata,5503849,
Peltigera rufescens,5503850,
Peltigera scutata,5505229,
Peltigera sp.,5505248,
Peltigera spuria,5505332,
Peltigera venosa,5503852,
Pelvetia canescens,200001074,
Pentaglottis sempervirens,9201443,
Persicaria amphibia,9201521,
Persicaria amplexicaulis,9202246,
Persicaria bistorta,9201525,
Persicaria hydropiper,9201530,
Persicaria laxiflora,9201535,
Persicaria maculosa,9201537,
Persicaria minor,9201534,
Persicaria vivipara,9201543,
Persicaria wallichii,9201538,
Pertusaria albescens,5503889,
Petalophyllum ralfsii,810870,
Petasites albus,9201445,
Petasites fragrans,9201446,
Petasites hybridus,9201447,
Petasites japonicus,9201448,
Petasites sp.,200001683,
Petasites spp.,200001696,
Petrorhagia nanteuilii,9201090,
Petrorhagia prolifera,9201090,
Petrorhagia saxifraga,9205409,
Petroselinum crispum,9201449,
Petroselinum segetum,9201450,
Petroselinum sp.,200001646,
Peucedanum officinale,9201451,
Peucedanum ostruthium,9201452,
Peucedanum palustre,9201453,
Phaeoceros laevis,810689,
Phalaris arundinacea,9201454,
Phalaris canariensis,9201455,
Phalaris minor,9201456,
Phalaris sp.,200001647,
Phascum curvicolle,820433,
Phascum cuspidatum,820434,
Phascum floerkeanum,820435,
Phegopteris connectilis,9102053,
Philonotis arnellii,820438,
Philonotis caespitosa,820436,
Philonotis calcarea,820437,
Philonotis fontana,820439,
Philonotis marchica,8201009,
Philonotis rigida,820440,
Philonotis seriata,820441,
Philonotis sp.,8201199,
Philonotis tomentella,820439,
Phleum alpinum,9201460,
Phleum arenarium,9201459,
Phleum bertolonii,9201461,
Phleum phleoides,9201462,
Phleum pratense sens.lat.,9202247,
Phleum sp.,9204587,
Phlomis fruticosa,9201464,
Phormium tenax,9202245,
Phragmites australis,9201465,
Phyllitis scolopendrium,9101466,
Phyllodoce caerulea,9201467,
Physalis alkekengi,9204416,
Physcia adglutinata,5505284,
Physcia adscendens,5503440,
Physcia aipolia,5503441,
Physcia caesia,5503442,
Physcia ciliata,5505320,
Physcia clementei,5503443,
Physcia dubia,5503444,
Physcia elaerna,5505230,
Physcia farrea,5505342,
Physcia grisea,5505260,
Physcia leptalea,5505261,
Physcia melops,5505262,
Physcia muscigena,5505263,
Physcia orbicularis,5505264,
Physcia pulverulenta,5505343,
Physcia stellaris,5503447,
Physcia subobscura,5505265,
Physcia tenella,5503448,
Physcia teretiuscula,5505266,
Physcia tribacia,5503450,
Physcia tribacioides,5503451,
Physcia wainioi,5503452,
Physcomitrella patens,820442,
Physcomitrium eurystomum,8201010,
Physcomitrium pyriforme,820443,
Physcomitrium sphaericum,820444,
Physocarpus opulifolius,9205435,
Physospermum cornubiense,920616,
Phyteuma orbiculare,9201469,
Phyteuma spicatum,9201468,
Picea abies,9201470,
Picea sitchensis,9202401,
Picea sp,9205155,
Picris echioides,9201471,
Picris hieracioides,9201472,
Pilosella aurantiaca,9204516,
Pilosella caespitosa,9203054,
Pilosella flagellaris,9203083,
Pilosella officinarum,920976,
Pilosella officinarum x peleteriana (P. x longisquama),9202841,
Pilosella peleteriana,9203144,
Pilosella praealta,9203154,
Pilularia globulifera,9101474,
Pimpinella major,9201475,
Pimpinella saxifraga,9201476,
Pimpinella sp.,200001648,
Pinguicula alpina,9201477,
Pinguicula grandiflora,9201478,
Pinguicula lusitanica,9201480,
Pinguicula vulgaris,9201481,
Pinus contorta,9202402,
Pinus contorta var latifloia (c),9202402,
Pinus nigra,9201482,
Pinus pinaster,9201483,
Pinus radiata,9202414,
Pinus sp./seedling,9204546,
Pinus sylvestris,9201484,
Pisum sativum,9204365,
Pittosporum crassifolium,9204389,
Placynthiella icmalea,5503461,
Placynthiella oligotropha,5503462,
Placynthiella uliginosa,5503463,
Plagiobryum demissum,820445,
Plagiobryum zieri,820446,
Plagiochila asplenioides,810872,
Plagiochila asplenioides sens.lat.,810872,
Plagiochila atlantica,810871,
Plagiochila britannica,810970,
Plagiochila carringtonii,810786,
Plagiochila exigua,810875,
Plagiochila killarniensis,810874,
Plagiochila porelloides,810872,
Plagiochila punctata,810873,
Plagiochila sp,200001105,
Plagiochila spinulosa agg.,810874,
Plagiomnium affine,820379,
Plagiomnium cuspidatum,820381,
Plagiomnium elatum,820392,
Plagiomnium ellipticum,820391,
Plagiomnium medium,820386,
Plagiomnium rostratum,820383,
Plagiomnium sp.,200001447,
Plagiomnium undulatum,820395,
Plagiopus oederi,820447,
Plagiothecium cavifolium,820454,
Plagiothecium curvifolium,820448,
Plagiothecium denticulatum,820449,w
