SITE,PLOT,y71,y03,diff
42,1,0.019634954,,
42,2,0.16689711,0.333794219,0.16689711
42,3,0.327903733,0.71863932,0.390735586
42,4,0.066758844,0.451603944,0.3848451
42,5,0.498727834,0.373064128,-0.125663706
42,6,0.895353906,0.325940238,-0.569413668
42,7,0.070685835,0.712748833,0.642062999
42,8,0.070685835,0.259181394,0.188495559
42,9,0.325940238,0.541924733,0.215984495
42,10,0.541924733,0.333794219,-0.208130513
42,11,0.583158136,0.070685835,-0.512472302
42,12,0.750055246,0.64991698,-0.100138266
42,13,0.777544182,0.681332907,-0.096211275
42,14,2.61733938,0.019634954,-2.597704425
42,15,1.533489914,2.986476516,1.452986602
42,16,4.408047192,1.670934593,-2.737112599
43,1,,1.431388153,
43,2,1.22718463,,
43,3,1.464767575,0.176714587,-1.288052988
43,4,2.267837197,,
43,5,0.787361659,,
43,6,0.559596191,0.066758844,-0.492837348
43,7,0.940514301,1.093666943,0.153152642
43,8,1.61202973,1.784817326,0.172787596
43,9,1.747510914,1.498146997,-0.249363917
43,10,1.431388153,,
43,11,0.249363917,,
43,12,1.65915362,1.127046364,-0.532107256
43,13,2.528982086,0.017671459,-2.511310627
43,14,0.373064128,1.197732199,0.824668072
43,15,4.358959807,0.176714587,-4.18224522
43,16,0.805033117,1.773036354,0.968003236
44,1,2.098976592,,
44,2,1.217367153,,
44,3,0.394662577,,
44,4,0.559596191,,
44,5,2.739076095,,
44,6,0.930696824,,
44,7,0.47909288,,
44,8,1.182024236,0.159043128,-1.022981108
44,9,2.214822821,,
44,10,0.84233953,1.686642556,0.844303026
44,11,1.119192383,0.117809725,-1.001382658
44,12,0.940514301,2.234457775,1.293943474
44,13,0.331830724,2.120575041,1.788744317
44,14,1.123119374,0.037306413,-1.085812961
44,15,1.064214511,0.322013247,-0.742201264
44,16,0.926769833,2.369938958,1.443169125
45,1,0.162970119,0.137444679,-0.02552544
45,2,1.348921346,0.074612826,-1.27430852
45,3,0.812887099,3.039490892,2.226603793
45,4,3.408628029,3.657991946,0.249363917
45,5,1.814269757,2.6939157,0.879645943
45,6,1.305724447,4.32361689,3.017892443
45,8,0.471238898,1.162389282,0.691150384
45,9,0.365210146,0.430005494,0.064795348
45,10,1.315541924,2.273727683,0.958185759
45,11,0.392699082,0.274889357,-0.117809725
45,12,0.086393798,0.665624943,0.579231146
45,13,0.219911486,0.09817477,-0.121736715
45,14,0.626355035,0.441786467,-0.184568568
45,15,4.667228586,1.211476667,-3.455751919
45,16,1.341067364,3.934844799,2.593777435
46,1,0.420188017,1.977239876,1.557051859
46,2,1.134900346,,
46,3,1.429424657,1.019054117,-0.41037054
46,4,1.975276381,1.904590546,-0.070685835
46,5,1.376410281,2.014546289,0.638136008
46,6,0.712748833,,
46,7,,1.517781951,
46,8,0.565486678,,
46,9,1.282162502,1.272345025,-0.009817477
46,10,0.3848451,1.117228887,0.732383787
46,11,0.677405916,0.019634954,-0.657770962
46,12,0.583158136,0.960149255,0.376991118
46,13,1.262527548,1.506000978,0.243473431
46,14,1.535453409,0.752018741,-0.783434668
46,15,0.897317402,1.94582395,1.048506548
46,16,1.119192383,,
47,1,0.704894852,0.563523182,-0.141371669
47,2,0.09424778,0.11977322,0.02552544
47,3,0.07264933,1.702350519,1.629701189
47,4,0.891426915,0.325940238,-0.565486678
47,5,,0.229728963,
47,6,0.164933614,0.600829595,0.435895981
47,7,0.131554192,0.11977322,-0.011780972
47,8,0.214021,0.106028752,-0.107992247
47,9,0.428041999,2.672317251,2.244275252
47,10,0.090320789,0.62439154,0.534070751
47,11,0.261144889,0.630282026,0.369137137
47,12,0.591012118,0.208130513,-0.382881605
47,13,,0.441786467,
47,16,1.904590546,2.328705554,0.424115008
48,1,2.81368892,5.295547117,2.481858196
48,2,1.409789703,2.688025214,1.278235511
48,3,4.555309348,1.456913593,-3.098395755
48,4,5.112942044,1.309651437,-3.803290606
48,5,0.162970119,0.765763209,0.60279309
48,6,0.139408174,3.440043956,3.300635782
48,7,0.477129384,,
48,8,0.16689711,1.272345025,1.105447915
48,9,0.210094009,1.816233253,1.606139244
48,10,0.151189146,,
48,11,0.09424778,0.691150384,0.596902604
48,12,0.135481183,0.9837112,0.848230016
48,13,0.373064128,1.500110492,1.127046364
48,14,1.543307391,0.043196899,-1.500110492
48,15,6.840818003,2.446515279,-4.394302724
48,16,0.343611696,1.928152491,1.584540795
49,1,0.164933614,0.323976742,0.159043128
49,2,0.441786467,0.561559687,0.11977322
49,3,0.704894852,1.494220006,0.789325154
49,4,0.164933614,1.291979979,1.127046364
49,5,0.702931356,0.074612826,-0.628318531
49,6,0.960149255,1.73180295,0.771653696
49,7,0.188495559,1.668971097,1.480475538
49,8,0.765763209,0.323976742,-0.441786467
49,9,0.139408174,1.975276381,1.835868207
49,10,1.266454538,0.261144889,-1.005309649
49,11,2.417062848,0.536034247,-1.881028601
49,12,1.344994355,0.589048623,-0.755945732
49,13,1.005309649,1.600248758,0.594939109
49,14,0.954258769,0.249363917,-0.704894852
49,15,1.237002107,0.02552544,-1.211476667
49,16,0.253290908,1.050470044,0.797179136
50,1,6.556111169,2.051852702,-4.504258467
50,2,2.095049601,1.786780822,-0.308268779
50,3,2.385646921,3.139629158,0.753982237
50,4,2.580032967,0.909098374,-1.670934593
50,5,1.596321767,,
50,6,1.908517537,,
50,7,1.150608309,,
50,8,1.439242134,0.237582944,-1.20165919
50,9,0.899280897,7.033240553,6.133959656
50,10,2.88241126,3.133738672,0.251327412
50,11,3.563744166,1.773036354,-1.790707813
50,12,4.78111132,1.486366024,-3.294745295
50,13,1.961531913,1.68075207,-0.280779843
50,14,2.132356014,2.839214361,0.706858347
50,15,0.877682448,4.031056074,3.153373626
50,16,1.246819584,2.142173491,0.895353906
51,1,1.297870465,1.386227758,0.088357293
51,2,0.681332907,0.979784209,0.298451302
51,3,0.773617191,1.168279768,0.394662577
51,4,0.913025365,1.456913593,0.543888228
51,5,0.557632696,1.774999849,1.217367153
51,6,0.977820713,1.178097245,0.200276532
51,7,1.896736565,2.020436775,0.123700211
51,8,0.537997742,1.333213382,0.79521564
51,9,2.530945582,1.374446786,-1.156498796
51,10,2.387610417,2.220713307,-0.16689711
51,11,1.127046364,1.843722189,0.716675824
51,12,1.828014225,1.541343896,-0.28667033
51,13,1.291979979,1.358738823,0.066758844
51,14,1.317505419,2.038108234,0.720602815
51,15,0.327903733,3.310453259,2.982549526
51,16,3.498948818,1.755364895,-1.743583923
52,1,0.506581815,1.036725576,0.53014376
52,2,0.441786467,1.582577299,1.140790832
52,3,0.343611696,0.944441291,0.600829595
52,4,0.003926991,0.606720081,0.60279309
52,5,0.117809725,0.526216769,0.408407045
52,6,0.164933614,0.561559687,0.396626073
52,7,0.557632696,2.6939157,2.136283004
52,8,0.522289779,0.594939109,0.07264933
52,9,0.214021,0.91106187,0.69704087
52,10,0.561559687,2.228567289,1.667007602
52,11,0.263108385,0.563523182,0.300414797
52,12,0.655807466,0.541924733,-0.113882734
52,13,0.618501054,0.549778714,-0.068722339
52,14,0.469275403,0.787361659,0.318086256
52,15,1.005309649,1.590431281,0.585121632
52,16,0.003926991,0.801106127,0.797179136
53,1,1.670934593,0.331830724,-1.339103869
53,2,0.441786467,0.001963495,-0.439822972
53,3,1.476548547,1.077958979,-0.398589568
53,4,1.704314015,1.990984344,0.28667033
53,5,3.206388002,2.334596041,-0.871791961
53,6,4.201880174,2.525055095,-1.676825079
53,7,0.019634954,0.581194641,0.561559687
53,8,3.487167845,3.89557489,0.408407045
53,9,0.070685835,,
53,10,3.575525139,2.415099352,-1.160425786
53,11,2.93346214,2.536836068,-0.396626073
53,12,0.355392669,1.829977721,1.474585052
53,13,1.256637061,2.448478774,1.191841713
53,14,1.841758693,0.620464549,-1.221294144
53,15,0.612610567,0.824668072,0.212057504
53,16,1.674861583,1.386227758,-0.288633825
54,1,1.592394776,0.600829595,-0.991565181
54,2,5.792311455,0.001963495,-5.79034796
54,3,1.506000978,0.214021,-1.291979979
54,4,1.545270886,0.69704087,-0.848230016
54,5,0.922842842,0.946404787,0.023561945
54,6,3.080724296,0.765763209,-2.314961087
54,7,1.521708942,0.180641578,-1.341067364
54,8,1.41568019,,
54,9,2.16377194,0.430005494,-1.733766446
54,10,1.032798585,1.806415776,0.773617191
54,11,0.653843971,1.733766446,1.079922475
54,12,1.044579557,1.246819584,0.202240027
54,13,1.458877089,2.187333885,0.728456797
54,14,1.011200135,0.846266521,-0.164933614
54,15,1.10741141,1.309651437,0.202240027
54,16,1.319468915,0.441786467,-0.877682448
55,1,0.11977322,0.361283155,0.241509935
55,2,0.027488936,0.653843971,0.626355035
55,3,0.070685835,0.913025365,0.84233953
55,4,0.182605073,0.070685835,-0.111919238
55,5,0.09424778,0.092284284,-0.001963495
55,6,,2.214822821,
55,7,0.007853982,0.687223393,0.679369411
55,8,1.409789703,0.333794219,-1.075995484
55,9,0.056941367,0.345575192,0.288633825
55,10,,0.031415927,
55,11,0.877682448,0.392699082,-0.484983366
55,12,0.04712389,0.268998871,0.221874981
55,13,0.396626073,0.376991118,-0.019634954
55,14,0.009817477,2.580032967,2.57021549
55,15,0.484983366,0.092284284,-0.392699082
55,16,,5.022621255,
56,1,2.656609288,2.102903582,-0.553705705
56,2,2.020436775,2.352267499,0.331830724
56,3,3.779728661,1.663080611,-2.11664805
56,4,0.975857218,2.036144739,1.060287521
56,5,3.948589266,2.729258618,-1.219330649
56,6,1.058324025,1.140790832,0.082466807
56,7,0.644026494,1.886919088,1.242892594
56,8,1.378373777,1.366592804,-0.011780972
56,9,0.661697953,1.070104998,0.408407045
56,10,1.806415776,0.979784209,-0.826631567
56,11,1.425497667,2.42884382,1.003346154
56,12,0.647953485,0.860010989,0.212057504
56,13,0.502654825,2.452405765,1.949750941
56,14,1.166316273,1.070104998,-0.096211275
56,15,2.238384766,2.827433388,0.589048623
56,16,0.64991698,0.606720081,-0.043196899
57,1,0.645989989,1.99687483,1.350884841
57,2,1.22718463,0.486946861,-0.740237769
57,3,0.909098374,1.812306262,0.903207888
57,4,0.750055246,5.464407722,4.714352476
57,5,0.001963495,2.684098223,2.682134728
57,6,0.991565181,3.259402378,2.267837197
57,8,1.837831702,1.10348442,-0.734347283
57,9,0.545851724,0.657770962,0.111919238
57,10,0.877682448,1.392118245,0.514435797
57,12,,1.824087234,
57,13,1.41568019,1.690569547,0.274889357
57,14,1.362665813,1.34695785,-0.015707963
57,15,0.418224522,2.083268628,1.665044106
57,16,1.083849465,2.269800692,1.185951227
58,1,1.388191254,2.293362637,0.905171383
58,2,2.513274123,2.424916829,-0.088357293
58,3,0.783434668,3.151410131,2.367975463
58,4,1.166316273,0.023561945,-1.142754328
58,5,2.468113728,2.206968839,-0.261144889
58,6,1.398008731,1.317505419,-0.080503312
58,7,1.843722189,2.454369261,0.610647072
58,8,1.272345025,2.542726554,1.270381529
58,9,1.833904712,3.375248607,1.541343896
58,10,1.003346154,3.881830423,2.878484269
58,11,1.256637061,1.405862712,0.149225651
58,12,1.627737694,3.765984193,2.1382465
58,13,1.272345025,2.464186738,1.191841713
58,14,1.307687942,1.784817326,0.477129384
58,15,1.219330649,0.571377164,-0.647953485
58,16,0.640099503,,
59,1,3.357577149,,
59,2,1.517781951,,
59,3,3.114103718,0.657770962,-2.456332756
59,4,4.728096944,0.070685835,-4.657411109
59,5,1.502073987,1.105447915,-0.396626073
59,6,2.542726554,0.948368282,-1.594358272
59,7,2.326742059,1.022981108,-1.303760951
59,8,0.981747704,,
59,9,1.396045235,0.021598449,-1.374446786
59,10,0.508545311,0.801106127,0.292560816
59,11,0.16689711,1.411753199,1.244856089
59,12,0.001963495,0.563523182,0.561559687
59,13,0.186532064,0.16689711,-0.019634954
59,14,0.363246651,0.447676953,0.084430303
59,15,0.251327412,2.344413518,2.093086105
59,16,0.43196899,,
60,1,1.961531913,2.833323874,0.871791961
60,2,0.502654825,,
60,3,1.515818455,3.257438883,1.741620427
60,4,1.077958979,1.24878308,0.170824101
60,5,0.369137137,3.290818305,2.921681168
60,6,2.002765317,0.206167018,-1.796598299
60,7,1.798561794,1.146681319,-0.651880476
60,8,0.322013247,1.050470044,0.728456797
60,9,0.899280897,1.46673107,0.567450173
60,10,0.752018741,1.142754328,0.390735586
60,11,0.494800843,3.015928947,2.521128105
60,12,2.102903582,4.488550504,2.385646921
60,13,0.86393798,1.297870465,0.433932485
60,14,1.56097885,1.533489914,-0.027488936
60,15,1.20165919,0.657770962,-0.543888228
60,16,1.044579557,0.514435797,-0.53014376
61,1,0.325940238,0.614574063,0.288633825
61,2,0.740237769,0.003926991,-0.736310778
61,3,0.304341788,0.074612826,-0.229728963
61,4,0.473202393,0.009817477,-0.463384916
61,5,0.846266521,0.278816348,-0.567450173
61,6,0.675442421,0.233655954,-0.441786467
61,7,0.488910357,0.712748833,0.223838477
61,8,2.21089583,1.511891465,-0.699004365
61,9,,0.877682448,
61,10,0.049087385,1.105447915,1.05636053
61,11,0.57726765,0.007853982,-0.569413668
61,12,,0.09424778,
61,13,0.91498886,0.822704576,-0.092284284
61,14,0.325940238,0.009817477,-0.316122761
61,15,0.834485549,0.007853982,-0.826631567
61,16,0.107992247,0.02552544,-0.082466807
62,1,1.580613804,1.645409152,0.064795348
62,2,0.667588439,,
62,3,0.496764338,0.918915851,0.422151513
62,4,1.352848336,2.026327262,0.673478925
62,5,0.704894852,0.918915851,0.214021
62,7,0.16689711,0.512472302,0.345575192
62,8,0.208130513,0.634209017,0.426078504
62,9,0.392699082,0.669551934,0.276852853
62,10,0.924806337,,
62,11,0.502654825,,
62,12,2.391537408,,
62,13,0.210094009,0.001963495,-0.208130513
62,14,0.367173641,0.873755457,0.506581815
62,15,0.663661448,2.88633825,2.222676802
62,16,0.082466807,0.48301987,0.400553063
63,1,2.919717672,1.965458904,-0.954258769
63,2,1.578650308,3.628539515,2.049889206
63,3,1.794634803,3.381139093,1.58650429
63,4,1.46673107,0.536034247,-0.930696824
63,5,2.589850444,0.398589568,-2.191260876
63,6,2.477931206,2.856885819,0.378954614
63,7,1.089739952,0.219911486,-0.869828466
63,8,1.600248758,0.329867229,-1.270381529
63,9,3.279037332,3.041454388,-0.237582944
63,10,2.921681168,1.458877089,-1.462804079
63,11,3.465569396,1.523672437,-1.941896959
63,12,2.358157986,2.717477645,0.35931966
63,13,0.909098374,1.94582395,1.036725576
63,14,1.399972226,,
63,15,1.747510914,2.953097094,1.205586181
63,16,,2.894192232,
64,1,2.028290757,,
64,2,3.013965452,0.021598449,-2.992367003
64,3,2.593777435,,
64,4,1.021017612,0.592975613,-0.428041999
64,5,2.240348261,1.670934593,-0.569413668
64,6,3.259402378,,
64,7,2.383683426,1.221294144,-1.162389282
64,8,1.146681319,1.317505419,0.170824101
64,9,1.688606051,1.152571805,-0.536034247
64,10,1.019054117,0.357356164,-0.661697953
64,11,1.079922475,,
64,12,0.638136008,1.835868207,1.197732199
64,13,0.9837112,2.611448893,1.627737694
64,14,1.584540795,2.623229866,1.038689071
64,15,2.699806187,1.421570676,-1.278235511
64,16,2.986476516,2.1382465,-0.848230016
65,1,1.223257639,0.924806337,-0.298451302
65,2,0.447676953,2.106830573,1.65915362
65,3,1.099557429,1.356775327,0.257217899
65,4,2.291399142,3.188716543,0.897317402
65,5,1.233075117,1.030835089,-0.202240027
65,6,2.676244242,3.296708791,0.620464549
65,7,2.78816348,3.275110341,0.486946861
65,8,1.396045235,1.87317462,0.477129384
65,9,4.470879045,2.744966581,-1.725912464
65,10,1.413716694,5.167919915,3.754203221
65,11,1.998838326,1.735729941,-0.263108385
65,12,2.269800692,4.054618019,1.784817326
65,13,2.171625922,2.591813939,0.420188017
65,14,2.146100481,2.411172362,0.26507188
65,15,5.949391088,2.784236489,-3.165154598
65,16,0.887499925,3.1219577,2.234457775
66,1,0.893390411,1.207549676,0.314159265
66,2,,0.989601686,
66,3,,0.956222264,
66,4,,1.551161373,
66,5,0.341648201,1.119192383,0.777544182
66,6,1.219330649,2.083268628,0.86393798
66,7,0.561559687,1.596321767,1.03476208
66,8,0.331830724,1.80445228,1.472621556
66,9,0.416261027,1.29983396,0.883572934
66,10,0.001963495,,
66,11,0.005890486,1.908517537,1.902627051
66,12,4.965679888,1.276272016,-3.689407873
66,13,0.659734457,0.007853982,-0.651880476
66,14,0.019634954,0.005890486,-0.013744468
66,15,1.382300768,4.411974183,3.029673415
66,16,1.692533042,1.651299639,-0.041233404
67,1,0.029452431,1.060287521,1.030835089
67,2,0.327903733,7.259042525,6.931138792
67,3,0.343611696,1.136863842,0.793252145
67,4,1.162389282,0.388772091,-0.773617191
67,5,1.598285263,0.628318531,-0.969966732
67,6,2.807798434,3.133738672,0.325940238
67,7,3.086614782,0.500691329,-2.585923453
67,8,3.343832681,0.750055246,-2.593777435
67,9,4.115486376,3.769911184,-0.345575192
67,10,2.232494279,1.667007602,-0.565486678
67,11,0.490873852,0.178678082,-0.31219577
67,12,,0.049087385,
67,13,,0.068722339,
67,14,0.806996613,0.237582944,-0.569413668
67,15,0.351465678,0.019634954,-0.331830724
67,16,0.728456797,1.223257639,0.494800843
68,1,1.541343896,0.300414797,-1.240929098
68,2,1.572759822,4.072289477,2.499529655
68,3,2.06559717,1.967422399,-0.09817477
68,4,1.140790832,1.132936851,-0.007853982
68,5,2.446515279,2.405281875,-0.041233404
68,6,0.968003236,2.089159115,1.121155878
68,7,1.721985473,2.805834939,1.083849465
68,8,1.537416905,1.376410281,-0.161006623
68,9,1.268418034,3.349723167,2.081305133
68,10,2.379756435,1.506000978,-0.873755457
68,11,1.598285263,3.577488634,1.979203372
68,12,2.277654674,1.199695695,-1.077958979
68,13,2.316924582,2.829396884,0.512472302
68,14,1.637555171,0.991565181,-0.645989989
68,15,0.854120503,0.887499925,0.033379422
68,16,1.370519795,2.012582794,0.642062999
69,1,0.885536429,4.932300466,4.046764037
69,2,0.237582944,1.046543053,0.808960108
69,3,2.633047343,1.790707813,-0.84233953
69,4,0.659734457,0.164933614,-0.494800843
69,5,1.319468915,0.826631567,-0.492837348
69,6,1.193805208,1.44120563,0.247400421
69,7,5.350524988,3.202461011,-2.148063977
69,8,0.001963495,5.837471849,5.835508354
69,9,1.140790832,1.072068493,-0.068722339
69,10,2.075414647,2.656609288,0.581194641
69,11,1.158462291,0.895353906,-0.263108385
69,12,1.521708942,2.654645792,1.132936851
69,13,2.843141351,1.957604922,-0.885536429
69,14,3.127848186,1.195768704,-1.932079482
69,15,2.055779693,2.986476516,0.930696824
69,16,0.070685835,,
69,60,,1.44120563,
70,1,2.261946711,0.803069622,-1.458877089
70,2,2.118611546,2.097013096,-0.021598449
70,3,1.011200135,1.111338401,0.100138266
70,4,0.750055246,0.019634954,-0.730420292
70,5,2.607521902,0.003926991,-2.603594912
70,6,0.257217899,0.280779843,0.023561945
70,7,1.238965603,0.261144889,-0.977820713
70,8,1.912444528,0.734347283,-1.178097245
70,9,3.695298359,3.544109212,-0.151189146
70,10,7.092145415,1.843722189,-5.248423227
70,11,0.445713458,3.91717334,3.471459882
70,12,1.521708942,0.877682448,-0.644026494
70,13,1.127046364,1.429424657,0.302378293
70,14,1.759291886,1.344994355,-0.414297531
70,15,0.781471173,0.001963495,-0.779507677
70,16,0.184568568,3.958406744,3.773838175
71,1,0.475165889,0.200276532,-0.274889357
71,2,0.700967861,0.79521564,0.09424778
71,3,1.384264263,0.673478925,-0.710785338
71,4,0.318086256,1.344994355,1.026908099
71,5,1.130973355,2.002765317,0.871791961
71,6,1.077958979,0.512472302,-0.565486678
71,7,1.73180295,0.416261027,-1.315541924
71,8,0.789325154,1.325359401,0.536034247
71,9,0.750055246,2.650718801,1.900663555
71,10,0.62439154,1.559015354,0.934623814
71,11,0.608683577,1.774999849,1.166316273
71,12,1.337140373,1.405862712,0.068722339
71,13,1.024944603,0.856083998,-0.168860605
71,14,2.666426765,1.541343896,-1.125082869
71,15,0.616537558,0.783434668,0.16689711
71,16,2.175552913,1.305724447,-0.869828466
72,1,0.79521564,2.758711049,1.963495408
72,2,0.090320789,0.824668072,0.734347283
72,3,0.592975613,2.165735436,1.572759822
72,4,0.750055246,0.263108385,-0.486946861
72,5,0.373064128,1.209513172,0.836449044
72,6,1.472621556,0.895353906,-0.57726765
72,7,1.026908099,1.256637061,0.229728963
72,8,1.099557429,1.040652567,-0.058904862
72,9,2.118611546,2.287472151,0.168860605
72,10,1.882992097,1.29590697,-0.587085127
72,11,0.752018741,1.313578428,0.561559687
72,12,1.270381529,1.156498796,-0.113882734
72,13,1.372483291,1.136863842,-0.235619449
72,14,0.461421421,2.737112599,2.275691178
72,15,0.559596191,0.559596191,0
72,16,0.787361659,1.276272016,0.488910357
73,1,1.429424657,3.025746424,1.596321767
73,2,1.506000978,1.596321767,0.090320789
73,3,0.522289779,1.10348442,0.581194641
73,4,1.763218877,1.297870465,-0.465348412
73,5,0.492837348,2.285508655,1.792671308
73,6,1.49225651,1.150608309,-0.341648201
73,7,0.716675824,1.773036354,1.05636053
73,8,0.343611696,0.9837112,0.640099503
73,9,0.591012118,,
73,10,0.107992247,0.005890486,-0.102101761
73,11,1.694496538,1.062251016,-0.632245522
73,12,0.716675824,0.932660319,0.215984495
73,13,1.29983396,0.728456797,-0.571377164
73,14,0.799142631,0.396626073,-0.402516559
73,15,0.645989989,0.746128255,0.100138266
73,16,0.689186888,1.221294144,0.532107256
74,1,0.051050881,0.168860605,0.117809725
74,2,0.846266521,1.040652567,0.194386045
74,3,0.873755457,0.592975613,-0.280779843
74,4,0.824668072,0.559596191,-0.26507188
74,5,0.212057504,0.541924733,0.329867229
74,6,1.213440162,0.824668072,-0.388772091
74,7,0.049087385,0.541924733,0.492837348
74,8,0.803069622,0.775580686,-0.027488936
74,9,,0.441786467,
74,10,0.382881605,0.159043128,-0.223838477
74,11,0.71863932,,
74,12,0.916952356,,
74,13,1.458877089,0.844303026,-0.614574063
74,14,2.30514361,2.212859325,-0.092284284
74,15,0.781471173,,
74,16,0.428041999,,
75,1,0.667588439,2.479894701,1.812306262
75,2,1.240929098,5.075635631,3.834706533
75,3,1.329286392,1.829977721,0.500691329
75,4,1.511891465,0.298451302,-1.213440162
75,5,1.066178007,0.02552544,-1.040652567
75,6,0.628318531,1.378373777,0.750055246
75,7,0.157079633,1.41568019,1.258600557
75,8,0.761836218,1.776963345,1.015127126
75,9,1.284125997,1.509927969,0.225801972
75,10,3.174972076,2.212859325,-0.96211275
75,11,0.159043128,1.10741141,0.948368282
75,12,0.569413668,0.007853982,-0.561559687
75,13,0.765763209,0.916952356,0.151189146
75,14,1.290016483,1.531526419,0.241509935
75,15,0.673478925,3.591233102,2.917754177
75,16,1.953677931,1.093666943,-0.860010989
76,1,1.480475538,,
76,2,3.793473129,,
76,3,,0.005890486,
76,4,,0.021598449,
76,5,0.396626073,,
76,6,0.096211275,,
76,7,2.797980957,0.001963495,-2.796017462
76,8,0.490873852,0.005890486,-0.484983366
76,9,0.162970119,0.865901475,0.702931356
76,10,0.445713458,0.398589568,-0.04712389
76,11,0.541924733,0.441786467,-0.100138266
76,12,0.541924733,1.670934593,1.12900986
76,13,1.403899217,,
76,14,1.038689071,1.670934593,0.632245522
76,15,3.416482011,0.159043128,-3.257438883
76,16,0.873755457,,
77,1,0.056941367,,
77,2,0.899280897,0.039269908,-0.860010989
77,3,0.909098374,1.1545353,0.245436926
77,4,0.561559687,2.601631416,2.040071729
77,5,0.345575192,1.427461162,1.08188597
77,6,0.369137137,1.097593933,0.728456797
77,7,0.11977322,0.536034247,0.416261027
77,8,0.074612826,0.826631567,0.752018741
77,9,0.139408174,0.327903733,0.188495559
77,10,0.056941367,0.096211275,0.039269908
77,11,0.11977322,1.050470044,0.930696824
77,12,0.561559687,0.23954644,-0.322013247
77,13,0.31219577,1.288052988,0.975857218
77,14,0.088357293,0.200276532,0.111919238
77,15,0.233655954,0.074612826,-0.159043128
77,16,0.017671459,,
78,1,0.308268779,0.561559687,0.253290908
78,2,0.310232275,0.164933614,-0.14529866
78,3,0.058904862,0.11977322,0.060868358
78,4,0.007853982,0.253290908,0.245436926
78,5,0.306305284,0.828595062,0.522289779
78,6,0.561559687,0.636172512,0.074612826
78,7,0.608683577,0.559596191,-0.049087385
78,8,0.021598449,1.333213382,1.311614933
78,9,1.900663555,4.30201844,2.401354885
78,10,0.541924733,1.900663555,1.358738823
78,11,,0.559596191,
78,12,0.021598449,0.003926991,-0.017671459
78,13,0.070685835,0.752018741,0.681332907
78,14,0.559596191,0.162970119,-0.396626073
78,15,0.559596191,1.333213382,0.773617191
78,16,0.653843971,0.559596191,-0.09424778
79,1,6.817256058,8.961393044,2.144136986
79,2,0.563523182,,
79,3,0.349502183,,
79,4,0.325940238,1.861393647,1.535453409
79,5,1.507964474,0.02552544,-1.482439033
79,6,1.936006473,0.5988661,-1.337140373
79,7,2.165735436,3.39095657,1.225221135
79,8,2.756747554,0.068722339,-2.688025214
79,9,4.749695393,0.078539816,-4.671155577
79,10,1.559015354,1.721985473,0.162970119
79,11,3.008074966,4.333434367,1.325359401
79,12,6.528622233,0.170824101,-6.357798133
79,13,3.618722038,2.366011967,-1.252710071
79,14,6.171266069,4.527820412,-1.643445657
79,15,3.043417883,0.168860605,-2.874557278
79,16,1.238965603,0.920879347,-0.318086256
80,1,,0.561559687,
80,2,0.742201264,0.424115008,-0.318086256
80,3,0.001963495,0.325940238,0.323976742
80,4,1.315541924,2.051852702,0.736310778
80,5,6.412776004,0.257217899,-6.155558106
80,6,0.897317402,3.905392367,3.008074966
80,7,1.690569547,2.552544031,0.861974484
80,8,0.689186888,2.580032967,1.890846078
80,9,0.610647072,0.019634954,-0.591012118
80,10,1.600248758,0.81681409,-0.783434668
80,11,0.426078504,,
80,12,1.547234382,0.017671459,-1.529562923
80,13,0.139408174,0.528180265,0.388772091
80,14,0.151189146,0.021598449,-0.129590697
80,15,1.199695695,1.305724447,0.106028752
80,16,1.668971097,2.654645792,0.985674695
81,1,1.180060741,3.840597019,2.660536279
81,2,2.032217748,7.25707903,5.224861282
81,3,3.36543113,4.194026193,0.828595062
81,4,3.612831552,1.452986602,-2.159844949
81,5,3.302599277,1.580613804,-1.721985473
81,6,1.525635932,0.589048623,-0.93658731
81,7,0.738274274,1.716094987,0.977820713
81,8,,0.824668072,
81,9,2.662499774,4.726133448,2.063633674
81,10,,1.871211124,
81,11,0.003926991,1.859430152,1.855503161
81,12,,0.636172512,
81,13,1.001382658,0.879645943,-0.121736715
81,14,0.867864971,1.050470044,0.182605073
81,15,0.657770962,1.582577299,0.924806337
81,16,0.027488936,0.161006623,0.133517688
82,1,1.152571805,1.170243263,0.017671459
82,2,1.054397034,1.172206759,0.117809725
82,3,1.286089493,2.254092729,0.968003236
82,4,0.924806337,3.051271865,2.126465527
82,5,2.697842691,3.12588469,0.428041999
82,6,2.273727683,1.741620427,-0.532107256
82,7,1.559015354,,
82,8,2.169662426,2.760674544,0.591012118
82,9,0.877682448,1.60810274,0.730420292
82,10,1.747510914,1.663080611,-0.084430303
82,11,0.922842842,1.574723318,0.651880476
82,12,0.989601686,3.689407873,2.699806187
82,13,1.315541924,2.472040719,1.156498796
82,14,0.877682448,1.343030859,0.465348412
82,15,0.541924733,2.495602664,1.953677931
82,16,1.411753199,1.519745446,0.107992247
83,1,,0.115846229,
83,2,,1.578650308,
83,3,2.45044227,0.23954644,-2.21089583
83,4,0.068722339,,
83,5,0.019634954,0.249363917,0.229728963
83,6,,0.068722339,
83,7,,0.019634954,
83,8,0.164933614,,
83,9,0.164933614,,
83,10,1.443169125,,
83,11,0.720602815,,
83,12,0.107992247,1.926188996,1.818196748
83,13,0.469275403,0.940514301,0.471238898
83,15,0.068722339,2.114684555,2.045962216
83,16,2.417062848,,
84,1,2.334596041,4.184208715,1.849612675
