,species,mycorrhiza
29735,Salix herbacea,non-AM
29736,Salix herbacea,EcM
29737,Salix herbacea,EcM
29738,Salix herbacea,non-AM
29739,Salix herbacea,EcM
29740,Salix herbacea,EcM
29741,Salix herbacea,EcM
29742,Salix herbacea,EcM
29743,Salix herbacea,EcM
29744,Salix herbacea,dual
29745,Salix herbacea,EcM
29746,Salix herbacea,EcM
29747,Salix herbacea,EcM
29748,Salix herbacea,EcM
29749,Salix herbacea ,EcM
29750,Salix herbacea ,EcM
29751,Salix herbacea ,EcM
29752,Salix herbacea ,EcM
29753,Salix herbacea ,EcM
29754,Salix herbacea ,EcM
29755,Salix herbacea ,EcM
29756,Salix herbacea ,EcM
29757,Salix hookeriana,EcM
29758,Salix hookeriana,EcM
29759,Salix humboldtiana,dual
29760,Salix humboldtiana,dual
29761,Salix humboldtiana,AM
29762,Salix humboldtiana,EcM
29763,Salix humilis,EcM
29764,Salix humilis,EcM
29765,Salix integra,EcM
29766,Salix kazbekensis,EcM
29767,Salix koriyanagi,EcM
29768,Salix lanata,EcM
29769,Salix lanata,dual
29770,Salix lapponum,EcM
29771,Salix lapponum,EcM
29772,Salix lapponum,EcM
29773,Salix lasiandra,EcM
29774,Salix ledebouriana,AM
29775,Salix lucida,nm
29776,Salix lutea,EcM
29777,Salix myrsinifolia,EcM
29778,Salix myrsinifolia,dual
29779,Salix myrsinifolia,EcM
29780,Salix myrsinifolia,nm
29781,Salix myrsinites,non-AM
29782,Salix myrsinites,EcM
29783,Salix myrsinites,dual
29784,Salix myrsinites,EcM
29785,Salix myrsinites,EcM
29786,Salix myrtilloides,nm
29787,Salix nigra,EcM
29788,Salix nigra,AM
29789,Salix nigra,AM
29790,Salix nigra,AM
29791,Salix nipponica,EcM
29792,Salix nivalis,EcM
29793,Salix nummularia,EcM
29794,Salix nummularia,EcM
29795,Salix nummularia,EcM
29796,Salix nummularia,EcM
29797,Salix oritrepha,AM
29798,Salix pedicellata subsp. canariensis,EcM
29799,Salix pedicellata subsp. canariensis,non-EcM
29800,Salix pentandra,AM
29801,Salix pentandra,EcM
29802,Salix pentandra,EcM
29803,Salix pentandra,EcM
29804,Salix pentandra,EcM
29805,Salix pentandra,EcM
29806,Salix pentandra,non-EcM
29807,Salix pentandra,EcM
29808,Salix pentandra,EcM
29809,Salix petrophila,EcM
29810,Salix phylicifolia,EcM
29811,Salix phylicifolia,EcM
29812,Salix phylicifolia,EcM
29813,Salix phylicifolia,EcM
29814,Salix phylicifolia,EcM
29815,Salix phylicifolia,EcM
29816,Salix phylicifolia,EcM
29817,Salix phylicifolia,EcM
29818,Salix phylicifolia,EcM
29819,Salix phylicifolia,dual
29820,Salix phylicifolia,EcM
29821,Salix phylicifolia,EcM
29822,Salix phylicifolia,EcM
29823,Salix pierotii,EcM
29824,Salix planifolia,EcM
29825,Salix polaris,EcM
29826,Salix polaris,EcM
29827,Salix polaris,EcM
29828,Salix polaris,EcM
29829,Salix polaris,EcM
29830,Salix polaris,EcM
29831,Salix polaris,EcM
29832,Salix polaris,EcM
29833,Salix polaris,EcM
29834,Salix polaris,EcM
29835,Salix polaris,EcM
29836,Salix polaris,EcM
29837,Salix polaris,EcM
29838,Salix polaris,EcM
29839,Salix polaris,EcM
29840,Salix purpurea,EcM
29841,Salix purpurea,nm
29842,Salix purpurea,AM
29843,Salix purpurea,EcM
29844,Salix purpurea,EcM
29845,Salix purpurea,non-EcM
29846,Salix reinii,EcM
29847,Salix reinii,EcM
29848,Salix repens,EcM
29849,Salix repens,EcM
29850,Salix repens,AM
29851,Salix repens,AM
29852,Salix repens,AM
29853,Salix repens,EcM
29854,Salix repens,EcM
29855,Salix repens,AM
29856,Salix repens,EcM
29857,Salix repens,EcM
29858,Salix repens,EcM
29859,Salix repens,EcM
29860,Salix repens,EcM
29861,Salix repens,EcM
29862,Salix repens,EcM
29863,Salix repens,EcM
29864,Salix repens,EcM
29865,Salix repens,EcM
29866,Salix reptans,EcM
29867,Salix reptans,EcM
29868,Salix reptans,EcM
29869,Salix reticulata,EcM
29870,Salix reticulata,EcM
29871,Salix reticulata,EcM
29872,Salix reticulata,non-AM
29873,Salix reticulata,EcM
29874,Salix reticulata,dual
29875,Salix reticulata,EcM
29876,Salix reticulata,EcM
29877,Salix reticulata,EcM
29878,Salix reticulata,EcM
29879,Salix reticulata,EcM
29880,Salix reticulata,EcM
29881,Salix reticulata,EcM
29882,Salix reticulata,EcM
29883,Salix reticulata,EcM
29884,Salix reticulata,EcM
29885,Salix reticulata,EcM
29886,Salix retusa,EcM
29887,Salix rorida,EcM
29888,Salix rosmarinifolia,EcM
29889,Salix rotundifolia,EcM
29890,Salix rotundifolia,EcM
29891,Salix rotundifolia,EcM
29892,Salix rotundifolia,EcM
29893,Salix saxatilis,EcM
29894,Salix scouleriana,EcM
29895,Salix scouleriana,EcM
29896,Salix sericea,AM
29897,Salix sericea,nm
29898,Salix sieboldiana,EcM
29899,Salix sieboldiana,EcM
29900,Salix sitchensis,EcM
29901,Salix sitchensis,EcM
29902,Salix songarica,EcM
29903,Salix starkeana,EcM
29904,Salix tetrasperma,non-AM
29905,Salix tetrasperma,AM
29906,Salix triandra,nm
29907,Salix triandra,EcM
29908,Salix triandra,EcM
29909,Salix triandra,non-EcM
29910,Salix triandra ,EcM
29911,Salix turczaninowii,EcM
29912,Salix udensis,EcM
29913,Salix udensis,EcM
29914,Salix udensis,EcM
29915,Salix udensis,EcM
29916,Salix udensis,EcM
29917,Salix udensis,EcM
29918,Salix udensis,dual
29919,Salix variegata,nm
29920,Salix vestita,EcM
29921,Salix viminalis,AM
29922,Salix viminalis,EcM
29923,Salix viminalis,EcM
29924,Salix viminalis,EcM
29925,Salix viminalis,EcM
29926,Salix viminalis,AM
29927,Salix viminalis,EcM
29928,Salix viminalis,AM
29929,Salix viminalis,AM
29930,Salix viminalis,EcM
29931,Salix viminalis,EcM
29932,Salix viminalis,EcM
29933,Salix wilhelmsiana,EcM
29934,Salix wilhelmsiana,EcM
29935,Salix wilhelmsiana,EcM
29936,Salix x fragilis,non-EcM
29937,Salomonia ,EcM
29938,Salpichlaena hookeriana,AM
29939,Salpichlaena volubilis,AM
29940,Salpichroa origanifolia,AM
29941,Salpichroa origanifolia,AM
29942,Salpichroa origanifolia,AM
29943,Salsola,AM
29944,Salsola arbuscula,nm
29945,Salsola arbuscula,nm
29946,Salsola foetida,AM
29947,Salsola gemmascens,nm
29948,Salsola gemmascens,nm
29949,Salsola gemmascens,nm
29950,Salsola imbricata,AM
29951,Salsola imbricata,AM
29952,Salsola kali,AM
29953,Salsola kali,nm
29954,Salsola kali,nm
29955,Salsola kali,nm
29956,Salsola kali,nm
29957,Salsola kali,AM
29958,Salsola kali,nm
29959,Salsola kali,nm
29960,Salsola komarovii,nm
29961,Salsola laricifolia,AM
29962,Salsola laricifolia,AM
29963,Salsola orientalis,nm
29964,Salsola orientalis,nm
29965,Salsola orientalis,nm
29966,Salsola orientalis,nm
29967,Salsola passerina,non-AM
29968,Salsola paulsenii,nm
29969,Salsola paulsenii,nm
29970,Salsola paulsenii,nm
29971,Salsola paulsenii,nm
29972,Salsola praecox,AM
29973,Salsola richleri,nm
29974,Salsola tamariscina,nm
29975,Salsola tamariscina,nm
29976,Salvadora oleoides,AM
29977,Salvadora persica,non-AM
29978,Salvadora persica,nm
29979,Salvadora persica,nm
29980,Salvadora persica,nm
29981,Salvadora persica,nm
29982,Salvadora persica,nm
29983,Salvia aethiopis,AM
29984,Salvia azurea,AM
29985,Salvia chinensis,AM
29986,Salvia dumetorum,AM
29987,Salvia dumetorum,AM
29988,Salvia dumetorum,AM
29989,Salvia glutinosa,AM
29990,Salvia glutinosa,AM
29991,Salvia hydrangea,AM
29992,Salvia komarovii,AM
29993,Salvia nubicola,AM
29994,Salvia officinalis,AM
29995,Salvia pratensis,AM
29996,Salvia schimperi,nm
29997,Salvia splendens,AM
29998,Salvia splendens,AM
29999,Salvia verbenaca,AM
30000,Salvia verbenaca,AM
30001,Salvia verticillata,AM
30002,Salvia verticillata,AM
30003,Salvia verticillata,AM
30004,Salvia verticillata,AM
30005,Salvia virgata,AM
30006,Salvia virgata,AM
30007,Salvia viridis,AM
30008,Salvia viridis,AM
30009,Salvinia adnata,AM
30010,Salvinia auriculata,nm
30011,Salvinia biloba,nm
30012,Salvinia cucullata,non-AM
30013,Salvinia cucullata,AM
30014,Salvinia minima,nm
30015,Salvinia molesta,nm
30016,Salvinia natans,nm
30017,Salvinia natans,nm
30018,Salvinia natans,nm
30019,Sambucus canadensis,AM
30020,Sambucus microbotrys,AM
30021,Sambucus miquelii,nm
30022,Sambucus nigra,AM
30023,Sambucus nigra,AM
30024,Sambucus nigra,AM
30025,Sambucus nigra,AM
30026,Sambucus nigra,AM
30027,Sambucus nigra,AM
30028,Sambucus nigra,AM
30029,Sambucus nigra,nm
30030,Sambucus nigra,AM
30031,Sambucus nigra,nm
30032,Sambucus nigra,AM
30033,Sambucus nigra,nm
30034,Sambucus nigra,AM
30035,Sambucus nigra,AM
30036,Sambucus nigra,AM
30037,Sambucus nigra,non-EcM
30038,Sambucus pubens,AM
30039,Sambucus racemosa,AM
30040,Sambucus racemosa,AM
30041,Sambucus racemosa,AM
30042,Sambucus racemosa,AM
30043,Sambucus racemosa,dual
30044,Sambucus sibirica,AM
30045,Sambucus sieboldiana,AM
30046,Sambucus williamsii,dual
30047,Sameraria armena,nm
30048,Sameraria armena,nm
30049,Sameraria nummularia,nm
30050,Sameraria stylophora,nm
30051,Samolus valerandi,AM
30052,Samolus valerandi,AM
30053,Sanguinaria canadensis,AM
30054,Sanguisorba minor,AM
30055,Sanguisorba minor,AM
30056,Sanguisorba minor,AM
30057,Sanguisorba minor,AM
30058,Sanguisorba minor,AM
30059,Sanguisorba minor,AM
30060,Sanguisorba minor subbalearica,AM
30061,Sanguisorba minor subbalearica,AM
30062,Sanguisorba minor subbalearica,nm
30063,Sanguisorba officinalis,AM
30064,Sanguisorba officinalis,AM
30065,Sanguisorba officinalis,AM
30066,Sanguisorba officinalis,AM
30067,Sanguisorba officinalis,AM
30068,Sanguisorba officinalis,AM
30069,Sanguisorba officinalis,AM
30070,Sanguisorba officinalis,AM
30071,Sanguisorba officinalis,AM
30072,Sanguisorba officinalis,AM
30073,Sanguisorba officinalis,AM
30074,Sanguisorba officinalis,AM
30075,Sanguisorba officinalis,non-AM
30076,Sanguisorba officinalis,AM
30077,Sanguisorba officinalis,AM
30078,Sanguisorba officinalis,AM
30079,Sanguisorba officinalis,AM
30080,Sanguisorba officinalis,AM
30081,Sanguisorba officinalis,AM
30082,Sanguisorba officinalis,AM
30083,Sanicula elata,AM
30084,Sanicula elata,AM
30085,Sanicula europaea,AM
30086,Sanicula europaea,AM
30087,Sanicula europaea,AM
30088,Sanicula europaea,AM
30089,Sanicula europaea,AM
30090,Sanicula europaea,AM
30091,Sanicula europaea,AM
30092,Sanicula europaea,AM
30093,Sanicula europea,AM
30094,Sansevieria roxburghiana,non-AM
30095,Sansevieria roxburghiana,non-AM
30096,Sansevieria roxburghiana,AM
30097,Sansevieria trifasciata,AM
30098,Sansevieria trifasciata,nm
30099,Sansevieria zeylanica,AM
30100,Santalum album,AM
30101,Santalum album,non-AM
30102,Santalum album,AM
30103,Santalum album,AM
30104,Santalum album,AM
30105,Santalum ellipticum,nm
30106,Santalum paniculatum,AM
30107,Santiria griffithii,AM
30108,Santiria tomentosa,AM
30109,Santiria trimera,AM
30110,Santiria trimera,AM
30111,Santiria trimera,AM
30112,Santiria trimera,AM
30113,Sanvitalia procumbens,AM
30114,Sapindus emarginatus,non-AM
30115,Sapindus emarginatus,nm
30116,Sapindus laurifolius,AM
30117,Sapindus mukorossi,AM
30118,Sapindus mukorossi,AM
30119,Sapindus mukorossi,AM
30120,Sapindus mukorossi,AM
30121,Sapindus saponaria,AM
30122,Sapindus saponaria,AM
30123,Sapindus saponaria,AM
30124,Sapium laurocerasus,AM
30125,Saponaria officinalis,nm
30126,Saponaria officinalis,nm
30127,Saprosma ternatum,AM
30128,Saraca asoca,AM
30129,Saraca asoca,AM
30130,Sarcandra glabra,AM
30131,Sarcandra glabra,nm
30132,Sarcandra glabra,AM
30133,Sarcandra glabra,AM
30134,Sarcobatus vermiculatus,nm
30135,Sarcobatus vermiculatus,nm
30136,Sarcococca,AM
30137,Sarcococca,AM
30138,Sarcocornia fruticosa,nm
30139,Sarcocornia fruticosa,nm
30140,Sarcocornia perennis,nm
30141,Sarcodes sanguinea,EcM
30142,Sarcodes sanguinea,"ErM,EcM"
30143,Sarcolaena,EcM
30144,Sarcolaena eriophora,dual
30145,Sarcolaena grandiflora,dual
30146,Sarcolaena multiflora,dual
30147,Sarcolaena multiflora,EcM
30148,Sarcopoterium spinosum,AM
30149,Sarcopoterium spinosum,AM
30150,Sarcopteryx,AM
30151,Sarcopteryx martyana ,AM
30152,Sarcopteryx stipitata,nm
30153,Sarcosperma laurinum,AM
30154,Sarcostemma intermedium,non-AM
30155,Sarcostemma secamone,non-AM
30156,Sarcostemma viminale subbrunonianum,non-AM
30157,Sarcotheca celebica,AM
30158,Sasa borealis,AM
30159,Sasa masamuneana,AM
30160,Sasa nipponica,AM
30161,Sasa senanensis,AM
30162,Sasa veitchii,AM
30163,Sasa veitchii,AM
30164,Sassafras albidum,nm
30165,Sassafras albidum,nm
30166,Sassafras albidum,non-EcM
30167,Sassafras tzumu,AM
30168,Sassafras tzumu,AM
30169,Satureja hortensis,AM
30170,Satureja montana,AM
30171,Satyria panurensis,AM
30172,Sauromatum venosum,AM
30173,Sauropus,AM
30174,Sauropus androgynus,AM
30175,Sauropus bacciformis,non-AM
30176,Sauropus bacciformis,nm
30177,Sauropus glaucus,AM
30178,Sauropus ochrophyllus,AM
30179,Saussurea albescens,AM
30180,Saussurea albescens,AM
30181,Saussurea albescens,non-AM
30182,Saussurea alpina,AM
30183,Saussurea alpina,AM
30184,Saussurea alpina,AM
30185,Saussurea alpina,AM
30186,Saussurea alpina,AM
30187,Saussurea alpina,AM
30188,Saussurea alpina,AM
30189,Saussurea alpina,AM
30190,Saussurea alpina,AM
30191,Saussurea alpina,AM
30192,Saussurea amara,AM
30193,Saussurea amara,AM
30194,Saussurea amara,AM
30195,Saussurea amara,AM
30196,Saussurea candicans,nm
30197,Saussurea foliosa,AM
30198,Saussurea gracilis,AM
30199,Saussurea ledebourii,nm
30200,Saussurea parviflora,AM
30201,Saussurea pseudo-tilesii,AM
30202,Saussurea salsa,nm
30203,Saussurea schanginiana,AM
30204,Savignya parviflora,nm
30205,Saxifraga,non-AM
30206,Saxifraga,non-EcM
30207,Saxifraga aizoides,nm
30208,Saxifraga aizoides,non-AM
30209,Saxifraga aizoides,nm
30210,Saxifraga aizoides,AM
30211,Saxifraga aizoides,nm
30212,Saxifraga bronchialis,AM
30213,Saxifraga bryoides,non-AM
30214,Saxifraga caesia,AM
30215,Saxifraga cernua,AM
30216,Saxifraga cernua,AM
30217,Saxifraga cernua,nm
30218,Saxifraga cernua,AM
30219,Saxifraga cespitosa,AM
30220,Saxifraga cespitosa,AM
30221,Saxifraga cymbalaria,AM
30222,Saxifraga exarata,nm
30223,Saxifraga exarata,nm
30224,Saxifraga exarata submoschata,nm
30225,Saxifraga flagellaris,nm
30226,Saxifraga foliolosa,AM
30227,Saxifraga granulata,AM
30228,Saxifraga granulata,AM
30229,Saxifraga granulata,nm
30230,Saxifraga hieraciifolia,AM
30231,Saxifraga hieraciifolia,AM
30232,Saxifraga hieraciifolia,nm
30233,Saxifraga hirculus,AM
30234,Saxifraga hirculus,nm
30235,Saxifraga hirculus,nm
30236,Saxifraga hirculus,nm
30237,Saxifraga juniperifolia,nm
30238,Saxifraga juniperifolia,nm
30239,Saxifraga kusnezowiana,nm
30240,Saxifraga marginata,AM
30241,Saxifraga nivalis,AM
30242,Saxifraga nivalis,AM
30243,Saxifraga nivalis,nm
30244,Saxifraga oppositifolia,AM
30245,Saxifraga oppositifolia,EcM
30246,Saxifraga oppositifolia,nm
30247,Saxifraga oppositifolia,AM
30248,Saxifraga oppositifolia,AM
30249,Saxifraga oppositifolia,AM
30250,Saxifraga oppositifolia,nm
30251,Saxifraga oppositifolia,non-EcM
30252,Saxifraga paniculata,AM
30253,Saxifraga paniculata,nm
30254,Saxifraga paniculata,nm
30255,Saxifraga paniculata,nm
30256,Saxifraga paniculata,nm
30257,Saxifraga paniculata,nm
30258,Saxifraga paniculata,AM
30259,Saxifraga paniculata,nm
30260,Saxifraga paniculata,AM
30261,Saxifraga pseudolaevis,EcM
30262,Saxifraga pseudolaevis,nm
30263,Saxifraga pseudolaevis,AM
30264,Saxifraga punctata,AM
30265,Saxifraga punctata,nm
30266,Saxifraga punctata,nm
30267,Saxifraga punctata,AM
30268,Saxifraga rhomboidea,nm
30269,Saxifraga rhomboidea,AM
30270,Saxifraga rivularis,nm
30271,Saxifraga scleropoda,nm
30272,Saxifraga serotina,AM
30273,Saxifraga serpyllifolia,AM
30274,Saxifraga sibirica,nm
30275,Saxifraga sibirica,nm
30276,Saxifraga sibirica,nm
30277,Saxifraga sibirica,nm
30278,Saxifraga sibirica,nm
30279,Saxifraga sibirica,nm
30280,Saxifraga stellaris,AM
30281,Saxifraga stellaris,nm
30282,Saxifraga stellaris,nm
30283,Saxifraga tenuis,nm
30284,Saxifraga tricuspidata,nm
30285,Saxifraga tricuspidata,nm
30286,Saxifraga tricuspidata,nm
30287,Scabiosa columbaria,AM
30288,Scabiosa columbaria,AM
30289,Scabiosa comosa,AM
30290,Scabiosa lucida,AM
30291,Scabiosa lucida,AM
30292,Scabiosa montana,AM
30293,Scabiosa montana,AM
30294,Scabiosa ochroleuca,AM
30295,Scabiosa ochroleuca,AM
30296,Scabiosa ochroleuca,AM
30297,Scabiosa ochroleuca,AM
30298,Scabiosa ochroleuca,AM
30299,Scabiosa ochroleuca,AM
30300,Scabiosa ochroleuca,AM
30301,Scabiosa ochroleuca,AM
30302,Scabiosa ochroleuca,AM
30303,Scabiosa ochroleuca,AM
30304,Scabiosa ochroleuca,AM
30305,Scabiosa ochroleuca,AM
30306,Scabiosa tschiliensis,AM
30307,Scadoxus multiflorus skatherinae,AM
30308,Scaevola angulata,AM
30309,Scaevola calliptera,AM
30310,Scaevola chamissoniana,AM
30311,Scaevola crassifolia,AM
30312,Scaevola crassifolia,AM
30313,Scaevola crassifolia,AM
30314,Scaevola crassifolia,dual
30315,Scaevola frutescens,AM
30316,Scaevola frutescens,AM
30317,Scaevola gaudichaudii,AM
30318,Scaevola parvibarbata,AM
30319,Scaevola plumieri,non-AM
30320,Scaevola procera,AM
30321,Scaevola taccada,AM
30322,Scaevola taccada,AM
30323,Scaevola taccada,AM
30324,Scaevola taccada,AM
30325,Scaevola taccada,AM
30326,Scaevola taccada,AM
30327,Scandix pecten-veneris,AM
30328,Scandix pecten-veneris,AM
30329,Scandix stellata,AM
30330,Scaphopetalum blackii,AM
30331,Scaphopetalum dewevrei,AM
30332,Scaphyglottis prolifera,nm
30333,Sceptridium,AM
30334,Schefflera actinophylla,nm
30335,Schefflera angustissima,AM
30336,Schefflera decaphylla,AM
30337,Schefflera digitata,AM
30338,Schefflera heptaphylla,AM
30339,Schefflera heptaphylla,AM
30340,Schefflera morototoni,AM
30341,Schefflera morototoni,AM
30342,Schefflera spruceana,AM
30343,Schefflera x minutistellata,AM
30344,Scheuchzeria palustris,nm
30345,Scheuchzeria palustris,nm
30346,Scheuchzeria palustris,AM
30347,Scheuchzeria palustris,AM
30348,Schiedea spergulina,AM
30349,Schima,AM
30350,Schima crenata,AM
30351,Schima superba,AM
30352,Schima superba,AM
30353,Schima superba,AM
30354,Schima superba,AM
30355,Schima wallichii,AM
30356,Schima wallichii,AM
30357,Schima wallichii,AM
30358,Schimpera arabica,nm
30359,Schinopsis marginata,AM
30360,Schinopsis marginata,AM
30361,Schinopsis marginata,AM
30362,Schinus areira,AM
30363,Schinus areira,AM
30364,Schinus areira,AM
30365,Schinus fasciculata,AM
30366,Schinus fasciculata,AM
30367,Schinus fasciculata,AM
30368,Schinus patagonicus,AM
30369,Schinus terebinthifolius,AM
30370,Schinus terebinthifolius,AM
30371,Schinus terebinthifolius,AM
30372,Schinus terebinthifolius,AM
30373,Schinus terebinthifolius,AM
30374,Schinziophyton rautanenii,AM
30375,Schisandra chinensis,AM
30376,Schisandra chinensis,nm
30377,Schisandra chinensis,AM
30378,Schisandra repanda,AM
30379,Schisandra sphenanthera,AM
30380,Schismatoglottis,AM
30381,Schismatoglottis,AM
30382,Schismatoglottis calyptrata,AM
30383,Schismus arabicus,AM
30384,Schismus arabicus,nm
30385,Schismus arabicus,nm
30386,Schismus arabicus,AM
30387,Schismus arabicus,AM
30388,Schismus barbatus,AM
30389,Schismus barbatus,nm
30390,Schismus barbatus,nm
30391,Schivereckia podolica,nm
30392,Schizachne purpurascens subcapillipes,AM
30393,Schizachyrium brevifolium,AM
30394,Schizachyrium condensatum,AM
30395,Schizachyrium fragile,AM
30396,Schizachyrium scoparium,AM
30397,Schizachyrium scoparium,AM
30398,Schizachyrium scoparium,AM
30399,Schizachyrium scoparium,AM
30400,Schizachyrium scoparium,AM
30401,Schizachyrium stoloniferum,AM
30402,Schizachyrium tenerum,AM
30403,Schizachyrium tenerum,AM
30404,Schizaea dichotoma,AM
30405,Schizaea elegans,AM
30406,Schizaea fistulosa,AM
30407,Schizaea fistulosa,AM
30408,Schizaea incurvata,AM
30409,Schizanthus candidus,AM
30410,Schizanthus pinnatus,AM
30411,Schizocodon soldanelloides,AM
30412,Schizocodon soldanelloides,ErM
30413,Schizolaena ,dual
30414,Schizolaena elongata,dual
30415,Schizolaena exinvolucrata,dual
30416,Schizolobium parahyba,AM
30417,Schizolobium parahyba,AM
30418,Schizoloma intertextum,nm
30419,Schizomussaenda henryi,AM
30420,Schizonepeta,AM
30421,Schizophragma hydrangeoides,AM
30422,Schleichera oleosa,AM
30423,Schleichera oleosa,nm
30424,Schleichera oleosa,AM
30425,Schleichera oleosa,AM
30426,Schleichera oleosa,nm
30427,Schleichera trijuga,AM
30428,Schlumbergera truncata,AM
30429,Schlumbergera truncata,AM
30430,Schoenefeldia gracilis,AM
30431,Schoenia ayersii,AM
30432,Schoenia cassiniana,AM
30433,Schoenia filifolia subsubulifolia,AM
30434,Schoenoplectiella articulata,nm
30435,Schoenoplectiella articulata,nm
30436,Schoenoplectiella juncoides,AM
30437,Schoenoplectiella juncoides,non-AM
30438,Schoenoplectiella juncoides,nm
30439,Schoenoplectiella juncoides,nm
30440,Schoenoplectiella lateriflora,nm
30441,Schoenoplectiella senegalensis,non-AM
30442,Schoenoplectiella senegalensis,nm
30443,Schoenoplectiella supina,AM
30444,Schoenoplectiella supina,AM
30445,Schoenoplectus acutus,nm
30446,Schoenoplectus acutus,nm
30447,Schoenoplectus lacustris,nm
30448,Schoenoplectus lacustris,nm
30449,Schoenoplectus scirpoides,nm
30450,Schoenoplectus tabernaemontani,AM
30451,Schoenoplectus tabernaemontani,AM
30452,Schoenus ,AM
30453,Schoenus apogon,nm
30454,Schoenus brevisetis,nm
30455,Schoenus ferrugineus,nm
30456,Schoenus ferrugineus,AM
30457,Schoenus maschalinus,AM
30458,Schoenus nigricans,nm
30459,Schoenus nigricans,AM
30460,Schoenus pauciflorus,AM
30461,Schoenus rhynchosporoides,nm
30462,Schoepfia jasminodora,AM
30463,Scholtzia umbellifera,AM
30464,Schotia afra,AM
30465,Schouwia thebaica,nm
30466,Schulzia crinita,AM
30467,Schulzia crinita,AM
30468,Schulzia crinita,AM
30469,Schulzia crinita,AM
30470,Schumacheria castaneifolia,AM
30471,Schumacheria castaneifolia,AM
30472,Schumanniophyton magnificum,AM
30473,Sciadopitys verticillata,AM
30474,Sciadopitys verticillata,AM
30475,Sciaphila,AM
30476,Sciaphila africana,AM
30477,Sciaphila albescens,AM
30478,Sciaphila arfakiana,AM
30479,Sciaphila corallophyton,AM
30480,Sciaphila corymbosa,AM
30481,Sciaphila densiflora,AM
30482,Sciaphila janthina,AM
30483,Sciaphila ledermannii,AM
30484,Sciaphila oligantha,AM
30485,Sciaphila picta,AM
30486,Sciaphila polygyna,AM
30487,Sciaphila purpurea,AM
30488,Sciaphila rubra,AM
30489,Sciaphila schwackeana,AM
30490,Sciaphila secundiflora,AM
30491,Sciaphila tenella,AM
30492,Sciaphila tenella,AM
30493,Sciaphila thaidanica,AM
30494,Sciaphila tosaensis,AM
30495,Scilla siberica,AM
30496,Scilla siberica,AM
30497,Scilla siberica,AM
30498,Scilla siberica,AM
30499,Scirpoides holoschoenus,nm
30500,Scirpoides holoschoenus,nm
30501,Scirpoides holoschoenus,nm
30502,Scirpoides holoschoenus,nm
30503,Scirpoides holoschoenus,nm
30504,Scirpoides holoschoenus,AM
30505,Scirpoides holoschoenus,nm
30506,Scirpus,AM
30507,Scirpus,nm
30508,Scirpus ,nm
30509,Scirpus atrovirens,AM
30510,Scirpus atrovirens,AM
30511,Scirpus atrovirens,AM
30512,Scirpus atrovirens,AM
30513,Scirpus atrovirens,AM
30514,Scirpus atrovirens,AM
30515,Scirpus cyperinus,AM
30516,Scirpus cyperinus,AM
30517,Scirpus cyperinus,AM
30518,Scirpus cyperinus,AM
30519,Scirpus cyperinus,AM
30520,Scirpus lateriflorus,AM
30521,Scirpus pendulus,AM
30522,Scirpus pendulus,AM
30523,Scirpus sylvaticus,nm
30524,Scirpus sylvaticus,nm
30525,Scirpus sylvaticus,nm
30526,Scirpus sylvaticus,nm
30527,Scirpus sylvaticus,nm
30528,Scleranthus annuus,AM
30529,Scleranthus annuus,nm
30530,Scleranthus annuus,nm
30531,Scleranthus perennis,nm
30532,Scleria gaertneri,AM
30533,Scleria latifolia,AM
30534,Scleria levis,nm
30535,Scleria lingulata,nm
30536,Scleria lithosperma,AM
30537,Scleria lithosperma,non-AM
30538,Scleria lithosperma,AM
30539,Scleria lithosperma,AM
30540,Scleria lithosperma,AM
30541,Scleria lithosperma,AM
30542,Scleria purpurascens,AM
30543,Scleria terrestris,nm
30544,Sclerocarya birrea,AM
30545,Sclerocarya birrea,AM
30546,Sclerolaena diacantha,AM
30547,Sclerolaena holtiana,nm
30548,Sclerolaena obliquicuspis,nm
30549,Sclerolobium melinonii,AM
30550,Sclerolobium rugosum,AM
30551,Scleronema micranthum,AM
30552,Scleronema micranthum,AM
30553,Scolochloa festucacea,AM
30554,Scolochloa festucacea,nm
30555,Scolopia chinensis,AM
30556,Scolopia mundii,AM
30557,Scolymus hispanicus,AM
30558,Scolymus maculatus,nm
30559,Scoparia dulcis,AM
30560,Scoparia dulcis,non-AM
30561,Scoparia dulcis,AM
30562,Scoparia dulcis,AM
30563,Scoparia dulcis,AM
30564,Scoparia dulcis,AM
30565,Scoparia dulcis,nm
30566,Scoparia dulcis,nm
30567,Scoparia dulcis,AM
30568,Scopolia japonica,AM
30569,Scorodophloeus fischeri,AM
30570,Scorodophloeus zenkeri,AM
30571,Scorodophloeus zenkeri,AM
30572,Scorpioides ,nm
30573,Scorpiurus muricatus,AM
30574,Scorzonera acanthoclada,AM
30575,Scorzonera acanthoclada,AM
30576,Scorzonera capito,AM
30577,Scorzonera circumflexa,AM
30578,Scorzonera humilis,AM
30579,Scorzonera ketzkhowelii,AM
30580,Scorzonera muriculata,AM
30581,Scorzonera radiata,AM
30582,Scorzonera sericeo-lanata,AM
30583,Scorzonera sericeo-lanata,AM
30584,Scorzonera sericeo-lanata,AM
30585,Scorzonera sericeo-lanata,AM
30586,Scorzonera tragopogonoides,AM
30587,Scorzonera tuberosa,AM
30588,Scorzoneroides autumnalis,AM
30589,Scorzoneroides autumnalis,AM
30590,Scorzoneroides autumnalis,AM
30591,Scorzoneroides autumnalis,AM
