,species,mycorrhiza
6480,Camptotheca acuminata,AM
6481,Camptotheca acuminata,AM
6482,Camptotheca acuminata,AM
6483,Campyloneurum amphostenon,nm
6484,Campyloneurum amphostenon,nm
6485,Campyloneurum amphostenon,nm
6486,Campyloneurum angustifolium,nm
6487,Campyloneurum angustifolium,nm
6488,Campyloneurum angustifolium,nm
6489,Campyloneurum phyllitidis,AM
6490,Campyloneurum tenuipes,nm
6491,Campylosiphon congestus,AM
6492,Campylosiphon purpurascens,AM
6493,Campylospermum sulcatum,AM
6494,Campylotropis delavayi,AM
6495,Campylotropis pinetorum,AM
6496,Campylotropis rockii,AM
6497,Cananga latifolia,AM
6498,Cananga latifolia,AM
6499,Canarium,AM
6500,Canarium album,AM
6501,Canarium album,AM
6502,Canarium album,AM
6503,Canarium album,AM
6504,Canarium australianum,AM
6505,Canarium bengalense,AM
6506,Canarium caudatum,AM
6507,Canarium madagascariense,AM
6508,Canarium pilosum,AM
6509,Canarium pimela,AM
6510,Canarium schweinfurthii,AM
6511,Canarium subulatum,AM
6512,Canarium subulatum,AM
6513,Canarium x album,AM
6514,Canarium zeylanicum,AM
6515,Canarium zeylanicum,AM
6516,Canavalia cathartica,AM
6517,Canavalia ensiformis,AM
6518,Canavalia ensiformis,AM
6519,Canavalia ensiformis,AM
6520,Canavalia gladiata,AM
6521,Canavalia gladiata,AM
6522,Canavalia lineata,AM
6523,Canavalia lineata,AM
6524,Canavalia lineata,AM
6525,Canavalia rosea,AM
6526,Canavalia rosea,AM
6527,Canavalia rosea,AM
6528,Cancrinia chrysocephala,AM
6529,Canna flaccida,AM
6530,Canna indica,AM
6531,Canna indica,AM
6532,Canna indica,AM
6533,Canna indica,AM
6534,Canna indica,nm
6535,Canna indica,nm
6536,Canna x generalis,AM
6537,Cannabis sativa,AM
6538,Cannabis sativa,AM
6539,Cannabis sativa,AM
6540,Cannabis sativa,AM
6541,Cannabis sativa,AM
6542,Cannabis sativa,AM
6543,Cannabis sativa,AM
6544,Cannabis sativa,AM
6545,Cannomois parviflora,nm
6546,Canscora alata,AM
6547,Canscora heteroclita,non-AM
6548,Canscora heteroclita,nm
6549,Cansjera rheedii,non-AM
6550,Canthium coprosmoides,AM
6551,Canthium horridum,AM
6552,Canthium horridum,AM
6553,Canthium horridum,nm
6554,Canthium parvifolium,AM
6555,Canthium parvifolium,AM
6556,Capillipedium assimile,AM
6557,Capillipedium parviflorum,AM
6558,Capillipedium parviflorum,AM
6559,Capillipedium spicigerum,AM
6560,Capnoides sempervirens,AM
6561,Capparis brevispina,non-AM
6562,Capparis brevispina,AM
6563,Capparis decidua,AM
6564,Capparis decidua,AM
6565,Capparis mariana,nm
6566,Capparis rotundifolia,AM
6567,Capparis sepiaria,non-AM
6568,Capparis sepiaria,non-AM
6569,Capparis spinosa,non-AM
6570,Capparis spinosa,AM
6571,Capparis zeylanica,non-AM
6572,Capparis zeylanica,AM
6573,Capraria biflora,AM
6574,Capsella,nm
6575,Capsella bursa-pastoris,AM
6576,Capsella bursa-pastoris,nm
6577,Capsella bursa-pastoris,AM
6578,Capsella bursa-pastoris,AM
6579,Capsella bursa-pastoris,AM
6580,Capsella bursa-pastoris,nm
6581,Capsella bursa-pastoris,AM
6582,Capsella bursa-pastoris,nm
6583,Capsella bursa-pastoris,AM
6584,Capsella bursa-pastoris,AM
6585,Capsella bursa-pastoris,AM
6586,Capsella bursa-pastoris,AM
6587,Capsella bursa-pastoris,nm
6588,Capsella bursa-pastoris,nm
6589,Capsella bursa-pastoris,AM
6590,Capsella bursa-pastoris,nm
6591,Capsella bursa-pastoris,nm
6592,Capsella bursa-pastoris,nm
6593,Capsella bursa-pastoris ,AM
6594,Capsella rubella,nm
6595,Capsicum annuum,AM
6596,Capsicum annuum,AM
6597,Capsicum annuum,AM
6598,Capsicum annuum,AM
6599,Capsicum annuum,AM
6600,Capsicum annuum,non-AM
6601,Capsicum annuum,AM
6602,Capsicum annuum,AM
6603,Capsicum annuum,AM
6604,Capsicum annuum,AM
6605,Capsicum annuum,AM
6606,Capsicum annuum,AM
6607,Capsicum annuum,AM
6608,Capsicum annuum,AM
6609,Capsicum baccatum,AM
6610,Capsicum chinense,AM
6611,Capsicum pubescens,AM
6612,Caragana,AM
6613,Caragana,AM
6614,Caragana arborescens,AM
6615,Caragana arborescens,AM
6616,Caragana arborescens,AM
6617,Caragana arborescens,AM
6618,Caragana korshinskii,AM
6619,Caragana pygmaea,AM
6620,Caragana sinica,AM
6621,Caragana spinosa,AM
6622,Caragana stenophylla,AM
6623,Caragana tibetica,AM
6624,Caragana turkestanica,AM
6625,Caraipa grandifolia,AM
6626,Caraipa grandifolia sublacerdaei,AM
6627,Caraipa longipedicellata,AM
6628,Caraipa longipedicellata,AM
6629,Caraipa parvifolia,AM
6630,Carallia brachiata,AM
6631,Carallia brachiata,AM
6632,Carallia brachiata,AM
6633,Carallia brachiata,AM
6634,Carallia brachiata,AM
6635,Carallia brachiata,AM
6636,Carallia brachiata,AM
6637,Carallia x brachiata,AM
6638,Caralluma adscendens,non-AM
6639,Caralluma adscendens,AM
6640,Caralluma umbellata,nm
6641,Caralluma umbellata,AM
6642,Caralluma umbellata,AM
6643,Carapa guianensis,AM
6644,Carapa guianensis,AM
6645,Carapa guianensis,AM
6646,Carapa guianensis,AM
6647,Carapa guianensis,AM
6648,Carapa guianensis,AM
6649,Carapa procera,AM
6650,Cardamine ,nm
6651,Cardamine africana,nm
6652,Cardamine amara,nm
6653,Cardamine amara,nm
6654,Cardamine amara,AM
6655,Cardamine amara,nm
6656,Cardamine amara,AM
6657,Cardamine amara,AM
6658,Cardamine amara,AM
6659,Cardamine amara,AM
6660,Cardamine amara,AM
6661,Cardamine amara,nm
6662,Cardamine amara subopicii,AM
6663,Cardamine angulata,nm
6664,Cardamine angustata ,AM
6665,Cardamine auriculata,nm
6666,Cardamine bellidifolia,AM
6667,Cardamine bellidifolia,AM
6668,Cardamine bellidifolia,nm
6669,Cardamine breweri,AM
6670,Cardamine bulbifera,AM
6671,Cardamine bulbifera,nm
6672,Cardamine bulbifera,AM
6673,Cardamine bulbifera,AM
6674,Cardamine bulbifera,nm
6675,Cardamine bulbifera,nm
6676,Cardamine bulbifera,nm
6677,Cardamine bulbifera,AM
6678,Cardamine bulbifera,nm
6679,Cardamine bulbifera,AM
6680,Cardamine bulbosa,non-AM
6681,Cardamine bulbosa,AM
6682,Cardamine californica,AM
6683,Cardamine clematitis,nm
6684,Cardamine concatenata,nm
6685,Cardamine concatenata,nm
6686,Cardamine concatenata,non-AM
6687,Cardamine concatenata,non-AM
6688,Cardamine concatenata,AM
6689,Cardamine concatenata,non-AM
6690,Cardamine concatenata,nm
6691,Cardamine cordifolia,nm
6692,Cardamine corymbosa,nm
6693,Cardamine dissecta,non-AM
6694,Cardamine dissecta,non-AM
6695,Cardamine douglassii,non-AM
6696,Cardamine douglassii,non-AM
6697,Cardamine douglassii,non-AM
6698,Cardamine douglassii,nm
6699,Cardamine flaccida,nm
6700,Cardamine flexuosa,non-AM
6701,Cardamine flexuosa,AM
6702,Cardamine flexuosa,nm
6703,Cardamine flexuosa,AM
6704,Cardamine glanduligera,AM
6705,Cardamine graeca,nm
6706,Cardamine gunnii,nm
6707,Cardamine heptaphylla,nm
6708,Cardamine hirsuta,nm
6709,Cardamine hirsuta,AM
6710,Cardamine hirsuta,nm
6711,Cardamine hirsuta,nm
6712,Cardamine hirsuta,AM
6713,Cardamine hirsuta,nm
6714,Cardamine hirsuta,nm
6715,Cardamine hirsuta,AM
6716,Cardamine hirsuta,nm
6717,Cardamine hirsuta,nm
6718,Cardamine impatiens,AM
6719,Cardamine impatiens,nm
6720,Cardamine impatiens,nm
6721,Cardamine lilacina,nm
6722,Cardamine lyrata,AM
6723,Cardamine macrocarpa,nm
6724,Cardamine macrophylla,nm
6725,Cardamine maxima,nm
6726,Cardamine microphylla,nm
6727,Cardamine nuttallii,nm
6728,Cardamine obliqua,AM
6729,Cardamine parviflora,nm
6730,Cardamine paucijuga,nm
6731,Cardamine pensylvanica,AM
6732,Cardamine pentaphyllos,nm
6733,Cardamine pratensis,AM
6734,Cardamine pratensis,AM
6735,Cardamine pratensis,nm
6736,Cardamine pratensis,nm
6737,Cardamine pratensis,nm
6738,Cardamine pratensis,nm
6739,Cardamine pratensis,nm
6740,Cardamine pratensis,nm
6741,Cardamine pratensis,AM
6742,Cardamine raphanifolia,AM
6743,Cardamine rotundifolia,nm
6744,Cardamine rupicola,AM
6745,Cardamine trichocarpa,nm
6746,Cardamine trifolia,nm
6747,Cardamine trifolia,AM
6748,Cardamine uliginosa,nm
6749,Cardamine uliginosa,nm
6750,Cardamine uliginosa,nm
6751,Cardamine uliginosa,AM
6752,Cardanthera balsamica,non-AM
6753,Cardiocrinum cordatum,AM
6754,Cardiomanes reniforme,AM
6755,Cardiospermum corindum,non-AM
6756,Cardiospermum corindum,AM
6757,Cardiospermum corindum,AM
6758,Cardiospermum halicacabum,AM
6759,Cardiospermum halicacabum,AM
6760,Cardiospermum halicacabum,AM
6761,Cardiospermum halicacabum,non-AM
6762,Cardiospermum halicacabum,AM
6763,Cardiospermum halicacabum,AM
6764,Cardiospermum halicacabum,AM
6765,Cardiospermum halicacabum,AM
6766,Cardiospermum halicacabum,AM
6767,Carduus acanthoides,AM
6768,Carduus acanthoides,AM
6769,Carduus crispus,AM
6770,Carduus nutans,AM
6771,Carduus nutans subleiophyllus,AM
6772,Carduus tenuiflorus,AM
6773,Cardwellia sublimis,nm
6774,Carex,nm
6775,Carex,AM
6776,Carex,nm
6777,Carex,nm
6778,Carex,nm
6779,Carex,AM
6780,Carex,AM
6781,Carex,AM
6782,Carex,nm
6783,Carex ,nm
6784,Carex ,nm
6785,Carex ,nm
6786,Carex acicularis,AM
6787,Carex acuta,nm
6788,Carex acuta,nm
6789,Carex acuta,nm
6790,Carex acuta,nm
6791,Carex acuta,AM
6792,Carex acuta,AM
6793,Carex acuta,AM
6794,Carex acutiformis,AM
6795,Carex alba,nm
6796,Carex albonigra,nm
6797,Carex amphibola,nm
6798,Carex annectens,AM
6799,Carex aphylla,nm
6800,Carex aquatilis,AM
6801,Carex aquatilis,nm
6802,Carex aquatilis,AM
6803,Carex aquatilis,nm
6804,Carex aquatilis var. minor,nm
6805,Carex arenaria,AM
6806,Carex arenaria,nm
6807,Carex arenaria,nm
6808,Carex arenaria,non-AM
6809,Carex arenaria,AM
6810,Carex arenaria ,AM
6811,Carex arenaria ,AM
6812,Carex arenaria ,AM
6813,Carex arenaria ,AM
6814,Carex arenaria ,AM
6815,Carex atherodes,AM
6816,Carex atherodes,nm
6817,Carex atherodes,AM
6818,Carex atrata,nm
6819,Carex atrata,nm
6820,Carex atrata,nm
6821,Carex atrata,nm
6822,Carex atrata,nm
6823,Carex atrata,nm
6824,Carex atrata,nm
6825,Carex atrata,nm
6826,Carex baccans,non-AM
6827,Carex baccans,AM
6828,Carex baccans,AM
6829,Carex baccans,AM
6830,Carex baccans,AM
6831,Carex berggrenii,AM
6832,Carex bicknellii,AM
6833,Carex bigelowii,nm
6834,Carex bigelowii,non-AM
6835,Carex bigelowii,nm
6836,Carex bigelowii,nm
6837,Carex bigelowii,nm
6838,Carex bigelowii,nm
6839,Carex bigelowii,nm
6840,Carex bigelowii,nm
6841,Carex bigelowii,nm
6842,Carex bigelowii subdacica,AM
6843,Carex bigelowii subdacica,AM
6844,Carex bigelowii subdacica,AM
6845,Carex bigelowii subdacica,nm
6846,Carex bigelowii subdacica,nm
6847,Carex blanda,AM
6848,Carex blepharicarpa,nm
6849,Carex boelckeiana,nm
6850,Carex bostrychostigma,nm
6851,Carex breviculmis,nm
6852,Carex brevior,AM
6853,Carex brizoides,nm
6854,Carex brunnescens,nm
6855,Carex brunnescens,nm
6856,Carex brunnescens,nm
6857,Carex brunnescens,nm
6858,Carex brunnescens,AM
6859,Carex buchananii,AM
6860,Carex buxbaumii,AM
6861,Carex buxbaumii,nm
6862,Carex buxbaumii,nm
6863,Carex canescens,nm
6864,Carex canescens,nm
6865,Carex canescens,nm
6866,Carex canescens,nm
6867,Carex canescens,nm
6868,Carex canescens,nm
6869,Carex canescens,AM
6870,Carex canescens,nm
6871,Carex canescens,nm
6872,Carex capillaris,AM
6873,Carex capitata,nm
6874,Carex capitata,nm
6875,Carex caryophyllea,nm
6876,Carex caryophyllea,nm
6877,Carex caryophyllea,nm
6878,Carex caryophyllea,nm
6879,Carex cephalophora,AM
6880,Carex cespitosa,nm
6881,Carex cespitosa,nm
6882,Carex cespitosa,nm
6883,Carex cespitosa,nm
6884,Carex cespitosa,nm
6885,Carex chordorrhiza,nm
6886,Carex colchica,nm
6887,Carex colchica,AM
6888,Carex comans,AM
6889,Carex composita,AM
6890,Carex conica,AM
6891,Carex coriacea,AM
6892,Carex crawei,AM
6893,Carex cristatella,AM
6894,Carex cristatella,AM
6895,Carex cruciata,AM
6896,Carex cryptostachys,nm
6897,Carex cuprina,nm
6898,Carex curvula,AM
6899,Carex curvula,AM
6900,Carex curvula,AM
6901,Carex curvula,AM
6902,Carex davalliana ,AM
6903,Carex diandra,AM
6904,Carex digitata,nm
6905,Carex digitata,nm
6906,Carex digitata,nm
6907,Carex digitata,nm
6908,Carex digitata,nm
6909,Carex digitata,nm
6910,Carex digitata,nm
6911,Carex digitata,nm
6912,Carex diluta,nm
6913,Carex dioica,nm
6914,Carex dioica,nm
6915,Carex dioica,AM
6916,Carex dioica,nm
6917,Carex dioica,nm
6918,Carex dipsacea,nm
6919,Carex dissita,nm
6920,Carex distans,nm
6921,Carex distans,nm
6922,Carex disticha,AM
6923,Carex disticha,nm
6924,Carex disticha ,nm
6925,Carex disticha ,nm
6926,Carex divulsa,AM
6927,Carex doenitzii,nm
6928,Carex duriuscula,AM
6929,Carex duriuscula,AM
6930,Carex duriuscula,nm
6931,Carex ebenea,nm
6932,Carex echinata,nm
6933,Carex echinata,nm
6934,Carex echinata,nm
6935,Carex echinata,nm
6936,Carex elongata,nm
6937,Carex elongata,nm
6938,Carex enervis,nm
6939,Carex ericetorum,nm
6940,Carex ericetorum,nm
6941,Carex ericetorum,nm
6942,Carex ericetorum,nm
6943,Carex ericetorum,nm
6944,Carex ericetorum,nm
6945,Carex filicina,AM
6946,Carex filifolia,nm
6947,Carex finitima,AM
6948,Carex firma,nm
6949,Carex firma,nm
6950,Carex firma,non-AM
6951,Carex flacca,nm
6952,Carex flacca,nm
6953,Carex flacca,AM
6954,Carex flacca,nm
6955,Carex flacca,AM
6956,Carex flacca,nm
6957,Carex flagellifera,nm
6958,Carex flava,AM
6959,Carex flava,non-AM
6960,Carex flava,nm
6961,Carex flava,nm
6962,Carex flava,nm
6963,Carex flava,nm
6964,Carex flava,nm
6965,Carex flava,nm
6966,Carex flava,AM
6967,Carex flava,nm
6968,Carex flava,nm
6969,Carex flava,nm
6970,Carex flava,nm
6971,Carex flava,non-AM
6972,Carex flaviformis,AM
6973,Carex forsteri,nm
6974,Carex fuliginosa,AM
6975,Carex fuliginosa,nm
6976,Carex fuliginosa,nm
6977,Carex fuscula,AM
6978,Carex fuscula,AM
6979,Carex gaudichaudiana,nm
6980,Carex gayana,nm
6981,Carex geminata,nm
6982,Carex globularis,AM
6983,Carex globularis,nm
6984,Carex globularis,nm
6985,Carex globularis,nm
6986,Carex globularis,nm
6987,Carex globularis,nm
6988,Carex globularis,nm
6989,Carex globularis,nm
6990,Carex globularis,nm
6991,Carex globularis,nm
6992,Carex globularis,nm
6993,Carex globularis,AM
6994,Carex globularis,nm
6995,Carex globularis,nm
6996,Carex goodenoughii,nm
6997,Carex goodenoughii,nm
6998,Carex goodenoughii,nm
6999,Carex goyenii,nm
7000,Carex granularis,AM
7001,Carex granularis,AM
7002,Carex granularis,AM
7003,Carex gravida,AM
7004,Carex halleriana,nm
7005,Carex hectori,AM
7006,Carex heleonastes,AM
7007,Carex hirta,nm
7008,Carex hirta,nm
7009,Carex hirta,AM
7010,Carex hirta,nm
7011,Carex hostiana,nm
7012,Carex humilis,nm
7013,Carex humilis,nm
7014,Carex humilis,nm
7015,Carex humilis,nm
7016,Carex humilis,nm
7017,Carex humilis,AM
7018,Carex humilis,nm
7019,Carex hystericina,non-AM
7020,Carex hystericina,nm
7021,Carex hystericina,nm
7022,Carex hystericina,AM
7023,Carex inanis,AM
7024,Carex inops subheliophila,AM
7025,Carex insignis,AM
7026,Carex interior,nm
7027,Carex inversa,nm
7028,Carex japonica,nm
7029,Carex kobomugi,nm
7030,Carex kobomugi,AM
7031,Carex lachenalii,AM
7032,Carex lachenalii,AM
7033,Carex lachenalii,nm
7034,Carex lachenalii,nm
7035,Carex lachenalii,nm
7036,Carex lachenalii,AM
7037,Carex lacustris,nm
7038,Carex lasiocarpa,nm
7039,Carex lasiocarpa,nm
7040,Carex lasiocarpa,nm
7041,Carex lasiocarpa,non-AM
7042,Carex lasiocarpa,AM
7043,Carex lasiocarpa,AM
7044,Carex lasiocarpa,AM
7045,Carex lasiocarpa,nm
7046,Carex lasiocarpa,nm
7047,Carex lasiocarpa,nm
7048,Carex lasiocarpa,nm
7049,Carex lasiocarpa var. americana,non-AM
7050,Carex lasiocarpa var. americana,nm
7051,Carex laxa,nm
7052,Carex leporina,nm
7053,Carex leporina,nm
7054,Carex leporina,nm
7055,Carex leporina,nm
7056,Carex leporina,nm
7057,Carex leporina,nm
7058,Carex leporinella,AM
7059,Carex leptalea,nm
7060,Carex leptalea,nm
7061,Carex limosa,nm
7062,Carex limosa,nm
7063,Carex limosa,nm
7064,Carex limosa,nm
7065,Carex limosa,nm
7066,Carex limosa,nm
7067,Carex limosa,AM
7068,Carex limosa,nm
7069,Carex lindleyana,non-AM
7070,Carex lindleyana,AM
7071,Carex lindleyana,AM
7072,Carex liparicarpos,nm
7073,Carex loliacea,nm
7074,Carex loliacea,AM
7075,Carex longipes,AM
7076,Carex lurida,AM
7077,Carex lurida,AM
7078,Carex lurida,AM
7079,Carex lyngbyei,nm
7080,Carex macloviana,nm
7081,Carex maorica,nm
7082,Carex maritima,nm
7083,Carex medwedewii,nm
7084,Carex medwedewii,nm
7085,Carex medwedewii,nm
7086,Carex melanantha,nm
7087,Carex melanantha,nm
7088,Carex melanantha,nm
7089,Carex melanostachya,nm
7090,Carex melanostachya,AM
7091,Carex membranacea,nm
7092,Carex membranacea,nm
7093,Carex mertensii,AM
7094,Carex mertensii,nm
7095,Carex meyenii,AM
7096,Carex microchaeta,nm
7097,Carex mollissima,nm
7098,Carex montana,nm
7099,Carex muricata,nm
7100,Carex muricata,nm
7101,Carex muricata,nm
7102,Carex muricata,AM
7103,Carex muskingumensis,non-EcM
7104,Carex myosurus,AM
7105,Carex myosurus,AM
7106,Carex myosurus,AM
7107,Carex myosurus,AM
7108,Carex nardina,nm
7109,Carex nardina,nm
7110,Carex nardina,nm
7111,Carex nardina,nm
7112,Carex nardina,nm
7113,Carex nigra,nm
7114,Carex nigra,AM
7115,Carex nigra,nm
7116,Carex nigra,nm
7117,Carex nigra,nm
7118,Carex nigra,nm
7119,Carex nigra,AM
7120,Carex nigra,AM
7121,Carex nigra,nm
7122,Carex nigra,nm
7123,Carex nigra,AM
7124,Carex nigra,nm
7125,Carex nigra,AM
7126,Carex nivalis,nm
7127,Carex nubigena,AM
7128,Carex nubigena subalbata,nm
7129,Carex obtusata,AM
7130,Carex orbicularis,nm
7131,Carex oreophila,nm
7132,Carex oreophila,nm
7133,Carex oxyandra,nm
7134,Carex pachystylis,nm
7135,Carex pachystylis,nm
7136,Carex pachystylis,nm
7137,Carex pachystylis,nm
7138,Carex pachystylis,nm
7139,Carex pachystylis,nm
7140,Carex pachystylis,nm
7141,Carex pallescens,nm
7142,Carex pallescens,nm
7143,Carex pallescens,nm
7144,Carex pallescens,nm
7145,Carex pallescens,nm
7146,Carex pallescens,nm
7147,Carex pallescens,nm
7148,Carex pallescens,nm
7149,Carex pallescens,nm
7150,Carex pallescens,AM
7151,Carex pallescens,AM
7152,Carex pallescens,nm
7153,Carex pallescens,nm
7154,Carex pallescens,nm
7155,Carex panicea,nm
7156,Carex panicea,nm
7157,Carex panicea,AM
7158,Carex panicea,AM
7159,Carex panicea,AM
7160,Carex panicea,AM
7161,Carex panicea,nm
7162,Carex panicea,nm
7163,Carex panicea,AM
7164,Carex panicea,AM
7165,Carex panicea,nm
7166,Carex panicea,nm
7167,Carex paniculata,nm
7168,Carex pauciflora,nm
7169,Carex pauciflora,nm
7170,Carex pauciflora,nm
7171,Carex pauciflora,nm
7172,Carex pauciflora,AM
7173,Carex paysonis,AM
7174,Carex pediformis,nm
7175,Carex pediformis,nm
7176,Carex pediformis,nm
7177,Carex pediformis,nm
7178,Carex pellita,nm
7179,Carex pendula,nm
7180,Carex pendula,nm
7181,Carex pendula,nm
7182,Carex pensylvanica,AM
7183,carex petriei,AM
7184,Carex physodes,nm
7185,Carex physodes,nm
7186,Carex physodes,nm
7187,Carex physodes,nm
7188,Carex physodes,nm
7189,Carex physodes,nm
7190,Carex physodes,nm
7191,Carex physodes,nm
7192,Carex physodes,nm
7193,Carex physodes,AM
7194,Carex pilosa,nm
7195,Carex pilosa,nm
7196,Carex pilosa,nm
7197,Carex pilulifera,nm
7198,Carex pilulifera ,nm
7199,Carex pilulifera ,nm
7200,Carex plantaginea,nm
7201,Carex podocarpa,nm
7202,Carex polyphylla,nm
7203,Carex praecox,nm
7204,Carex praecox,nm
7205,Carex praecox,nm
7206,Carex praecox,nm
7207,Carex praecox,nm
7208,Carex praecox,nm
7209,Carex prairea,nm
7210,Carex pseudobrizoides,AM
7211,Carex pseudobrizoides,AM
7212,Carex pseudocyperus,nm
7213,Carex pseudofoetida,nm
7214,Carex pulicaris,nm
7215,Carex pyrenaica,nm
7216,Carex pyrenaica,nm
7217,Carex pyrenaica,nm
7218,Carex pyrenaica,AM
7219,Carex pyrenaica,nm
7220,Carex rafflesiana,nm
7221,Carex remota,nm
7222,Carex remota,AM
7223,Carex remota subrochebrunii,AM
7224,Carex rhizina,nm
7225,Carex rhizina,nm
7226,Carex rhizina,nm
7227,Carex riparia,nm
7228,Carex rosea,AM
7229,Carex rostrata,AM
7230,Carex rostrata,nm
7231,Carex rostrata,nm
7232,Carex rostrata,nm
7233,Carex rostrata,nm
7234,Carex rostrata,nm
7235,Carex rostrata,nm
7236,Carex rostrata,nm
7237,Carex rostrata,AM
7238,Carex rostrata,nm
7239,Carex rostrata,nm
7240,Carex rupestris,AM
7241,Carex rupestris,nm
7242,Carex rupestris,nm
7243,Carex rupestris,nm
7244,Carex schmidtii,nm
7245,Carex scirpoidea,nm
7246,Carex scoparia,non-AM
7247,Carex scoparia,AM
7248,Carex secta,nm
7249,Carex sempervirens,nm
7250,Carex sempervirens,nm
7251,Carex sempervirens,nm
7252,Carex setigera,nm
7253,Carex setigera,nm
7254,Carex setigera,AM
7255,Carex sinclairii,AM
7256,Carex solandri,nm
7257,Carex songorica,nm
7258,Carex songorica,nm
7259,Carex speciosa,nm
7260,Carex speciosa,nm
7261,Carex speciosa,non-AM
7262,Carex speciosa,AM
7263,Carex speciosa,AM
7264,Carex spicata,nm
7265,Carex spicata,nm
7266,Carex spicata,AM
7267,Carex sprengelii,nm
7268,Carex stenantha,nm
7269,Carex stenophylla,nm
7270,Carex stenophylla,nm
7271,Carex stenophylla substenophylloides,nm
7272,Carex stenophylla substenophylloides,nm
7273,Carex stenophylla substenophylloides,nm
7274,Carex sterilis,AM
7275,Carex sterilis,nm
7276,Carex sterilis,nm
7277,Carex sterilis,AM
7278,Carex stipata,AM
7279,Carex stipata,AM
7280,Carex stipata,AM
7281,Carex stricta,non-AM
7282,Carex stricta,AM
7283,Carex stricta,AM
7284,Carex stricta,nm
7285,Carex stricta,AM
7286,Carex subspathacea,nm
7287,Carex supina,nm
7288,Carex supina,AM
7289,Carex sylvatica,nm
7290,Carex sylvatica,nm
7291,Carex sylvatica,nm
7292,Carex sylvatica,nm
7293,Carex sylvatica,nm
7294,Carex sylvatica ,nm
7295,Carex sylvatica ,nm
7296,Carex sylvatica ,nm
7297,Carex sylvatica ,nm
7298,Carex tenera,nm
7299,Carex tenuiflora,nm
7300,Carex tenuiflora,nm
7301,Carex tenuiflora,nm
7302,Carex tenuiflora,nm
7303,Carex teres,AM
7304,Carex ternaria,nm
7305,Carex testacea,nm
7306,Carex tetanica,AM
7307,Carex tribuloides,AM
7308,Carex tribuloides,AM
7309,Carex trichocarpa,AM
7310,Carex trichocarpa,AM
7311,Carex trifida,nm
7312,Carex trisperma,nm
7313,Carex tristachya,AM
7314,Carex tristis,nm
7315,Carex tristis,nm
7316,Carex tristis,nm
7317,Carex turkestanica,nm
7318,Carex turkestanica,nm
7319,Carex turkestanica,nm
7320,Carex turkestanica,nm
7321,Carex turkestanica,nm
7322,Carex turkestanica,nm
7323,Carex umbrosa,nm
7324,Carex umbrosa,nm
7325,Carex umbrosa,nm
7326,Carex umbrosa,nm
7327,Carex umbrosa subhuetiana,nm
7328,Carex ursina,nm
7329,Carex ursina,nm
7330,Carex utriculata,nm
7331,Carex utriculata,nm
7332,Carex utriculata,nm
7333,Carex utriculata,nm
7334,Carex utriculata,nm
7335,Carex vaginata,nm
7336,Carex vaginata,nm
7337,Carex vaginata,non-AM
7338,Carex vaginata,nm
7339,Carex vaginata,nm
7340,Carex vaginata,nm
7341,Carex vesicaria,nm
7342,Carex vesicaria,nm
7343,Carex vesicaria,AM
7344,Carex vesicaria,AM
7345,Carex vesicaria,AM
7346,Carex vesicaria,nm
7347,Carex vesicaria,AM
7348,Carex viridula,nm
7349,Carex viridula,AM
7350,Carex viridula,nm
7351,Carex viridula subbrachyrhyncha,nm
7352,Carex viridula subbrachyrhyncha,nm
7353,Carex vulpina,nm
7354,Carex vulpina,nm
7355,Carex vulpina,nm
7356,Carex vulpina,nm
7357,Carex vulpina,nm
7358,Carex vulpinoidea,AM
7359,Carex vulpinoidea,AM
7360,Carex vulpinoidea,AM
7361,Carex vulpinoidea,AM
7362,Carex wahuensis,AM
7363,Carex wahuensis,nm
7364,Carex wakatipu,AM
7365,Careya arborea,AM
7366,Careya arborea,AM
7367,Carica papaya,AM
7368,Carica papaya,AM
7369,Carica papaya,AM
7370,Carica papaya,AM
7371,Carica papaya,AM
7372,Carica papaya,AM
7373,Carica papaya,AM
7374,Carica papaya,AM
7375,Carica papaya,AM
7376,Carica papaya,AM
7377,Carica papaya,AM
7378,Carica papaya,AM
7379,Carica papaya,AM
7380,Carica papaya,AM
7381,Cariniana estrellensis,AM
7382,Cariniana estrellensis,AM
7383,Cariniana estrellensis,AM
7384,Cariniana legalis,AM
7385,Cariniana micrantha,AM
7386,Carissa carandas,non-AM
7387,Carissa carandas,AM
7388,Carissa spinarum,non-AM
7389,Carissa spinarum,AM
7390,Carissa spinarum,AM
7391,Carissa spinarum,AM
7392,Carlemannia tetragona,AM
7393,Carlemannia tetragona,AM
7394,Carlina ,AM
7395,Carlina ,AM
7396,Carlina ,AM
7397,Carlina ,AM
7398,Carlina ,AM
7399,Carlina ,AM
7400,Carlina ,AM
7401,Carlina ,AM
7402,Carlina ,AM
7403,Carlina ,AM
7404,Carlina ,AM
7405,Carlina biebersteinii,AM
7406,Carlina vulgaris,AM
7407,Carlina vulgaris,AM
7408,Carlina vulgaris,AM
7409,Carlina vulgaris,AM
7410,Carlowrightia arizonica,AM
7411,Carlowrightia arizonica,AM
7412,Carludovica palmata,AM
7413,Carmichaelia petriei,AM
7414,Carnegiea gigantea,AM
7415,Carnegiea gigantea,AM
7416,Carnegiea gigantea,AM
7417,Carnegiea gigantea,AM
7418,Carnegiea gigantea,AM
7419,Carnegiea gigantea,AM
7420,Carnegiea gigantea,AM
7421,Carnegiea gigantea,AM
