Site,Plot,Yr,Amalgams,cover
58,14,1,9201728.0,1.0
58,14,2,9201728.0,1.0
58,15,1,9201728.0,1.0
58,15,2,9201728.0,25.0
58,16,2,9201023.0,1.0
58,16,2,9201728.0,1.0
59,1,1,9201728.0,0.5
59,3,1,9201728.0,0.5
59,3,2,9201728.0,5.0
59,4,1,9201728.0,0.5
59,5,2,9201728.0,1.0
59,8,1,9201815.0,0.5
59,9,1,9201728.0,0.5
59,15,2,9201728.0,0.5
59,16,1,9201728.0,0.5
60,1,1,9201675.0,0.5
60,1,1,9201728.0,0.5
60,1,2,9201023.0,1.0
60,1,2,9201728.0,0.5
60,2,1,9201023.0,0.5
60,2,1,9201728.0,5.0
60,2,2,9201728.0,1.0
60,3,1,9201023.0,0.5
60,3,1,9201728.0,1.0
60,3,1,9201815.0,0.5
60,3,2,9201023.0,1.0
60,3,2,9201728.0,0.5
60,4,1,9201728.0,5.0
60,4,2,9201023.0,0.5
60,4,2,9201728.0,1.0
60,5,1,9201023.0,0.5
60,5,1,9201728.0,1.0
60,5,2,9201023.0,0.5
60,5,2,9201728.0,0.5
60,6,1,9201023.0,0.5
60,6,1,9201728.0,1.0
60,6,2,9201728.0,1.0
60,7,1,9201023.0,0.5
60,7,1,9201728.0,1.0
60,7,2,9201023.0,0.5
60,7,2,9201728.0,0.5
60,8,1,9201728.0,10.0
60,9,1,9201728.0,1.0
60,9,2,9201023.0,1.0
60,9,2,9201728.0,1.0
60,10,1,9201728.0,5.0
60,10,2,9201728.0,5.0
60,11,1,9201023.0,0.5
60,11,1,9201728.0,1.0
60,11,2,9201728.0,5.0
60,12,1,9201728.0,5.0
60,12,2,9201728.0,0.5
60,13,1,9201023.0,0.5
60,13,1,9201728.0,1.0
60,13,2,9201023.0,0.5
60,13,2,9201728.0,0.5
60,14,1,9201728.0,1.0
60,14,2,9201023.0,0.5
60,14,2,9201728.0,1.0
60,15,1,9201728.0,5.0
60,15,2,9201728.0,5.0
60,16,1,9201023.0,0.5
60,16,1,9201728.0,1.0
60,16,2,9201728.0,1.0
61,1,1,9201728.0,0.5
61,1,2,9201728.0,30.0
61,2,1,9201728.0,1.0
61,2,1,9201815.0,0.5
61,3,1,9201728.0,0.5
61,4,1,9201728.0,1.0
61,4,2,9201728.0,40.0
61,5,1,9201023.0,0.5
61,5,1,9201728.0,1.0
61,5,2,9201728.0,40.0
61,6,1,9201728.0,1.0
61,6,2,9201728.0,5.0
61,7,1,9201728.0,1.0
61,7,2,9201728.0,1.0
61,8,1,9201023.0,0.5
61,8,1,9201728.0,1.0
61,8,2,9201728.0,1.0
61,9,1,9201728.0,1.0
61,9,2,9201728.0,10.0
61,10,2,9201728.0,40.0
61,11,1,9201023.0,1.0
61,11,1,9201728.0,1.0
61,11,2,9201728.0,10.0
61,12,1,9201728.0,1.0
61,12,2,9201728.0,10.0
61,13,1,9201728.0,1.0
61,13,2,9201728.0,1.0
61,14,2,9201728.0,40.0
61,15,1,9201023.0,0.5
61,15,1,9201728.0,1.0
61,15,2,9201728.0,5.0
61,16,1,9201728.0,1.0
61,16,2,9201023.0,0.5
61,16,2,9201728.0,0.5
62,1,1,9201728.0,0.5
62,1,2,9201023.0,0.5
62,2,1,9201728.0,0.5
62,3,1,9201728.0,1.0
62,4,2,9201728.0,0.5
62,5,2,9201023.0,0.5
62,6,1,9201728.0,0.5
62,7,2,9201728.0,5.0
62,8,2,9201728.0,5.0
62,9,1,9201728.0,0.5
62,10,1,9201023.0,0.5
62,10,1,9201728.0,0.5
62,11,1,9201728.0,0.5
62,12,1,9201728.0,0.5
62,13,1,9201728.0,0.5
62,14,1,9201023.0,0.5
62,14,1,9201728.0,0.5
62,14,2,9201023.0,0.5
62,14,2,9201728.0,0.5
62,15,1,9201728.0,0.5
62,16,1,9201728.0,0.5
63,1,1,9201023.0,1.0
63,1,1,9201728.0,1.0
63,2,2,9201023.0,0.5
63,2,2,9201728.0,40.0
63,3,1,9201728.0,10.0
63,3,2,9201728.0,20.0
63,4,1,9201728.0,1.0
63,5,1,9201023.0,1.0
63,5,1,9201728.0,1.0
63,6,1,9201023.0,1.0
63,6,1,9201728.0,10.0
63,6,2,9201023.0,5.0
63,6,2,9201728.0,1.0
63,7,1,9201023.0,0.5
63,7,1,9201728.0,1.0
63,7,2,9201023.0,0.5
63,7,2,9201728.0,15.0
63,8,2,9201728.0,0.5
63,9,1,9201023.0,1.0
63,9,1,9201728.0,5.0
63,9,2,9201023.0,0.5
63,9,2,9201728.0,6.0
63,10,1,9201023.0,1.0
63,10,1,9201728.0,10.0
63,10,2,9201023.0,5.0
63,10,2,9201728.0,70.0
63,11,1,9201023.0,0.5
63,11,1,9201728.0,10.0
63,11,2,9201023.0,0.5
63,11,2,9201728.0,40.0
63,12,1,9201728.0,1.0
63,12,2,9201728.0,6.0
63,13,1,9201728.0,5.0
63,14,1,9201728.0,10.0
63,15,1,9201023.0,1.0
63,15,1,9201728.0,1.0
63,15,2,9201023.0,0.5
63,15,2,9201728.0,1.0
63,16,1,9201728.0,5.0
63,16,2,9201023.0,0.5
64,1,1,9201728.0,0.5
64,2,1,9201023.0,0.5
64,2,1,9201728.0,1.0
64,2,2,9201023.0,0.5
64,2,2,9201728.0,5.0
64,3,1,9201023.0,0.5
64,3,1,9201687.0,0.5
64,3,1,9201728.0,5.0
64,4,1,9201728.0,15.0
64,5,1,9201023.0,0.5
64,5,1,9201728.0,1.0
64,5,2,9201023.0,0.5
64,5,2,9201728.0,0.5
64,6,1,9201023.0,0.5
64,6,1,9201728.0,0.5
64,7,1,9201023.0,0.5
64,7,1,9201728.0,20.0
64,7,2,9201023.0,0.5
64,8,1,9201728.0,0.5
64,9,1,9201728.0,1.0
64,10,1,9201728.0,5.0
64,10,2,9201023.0,1.0
64,10,2,9201728.0,0.5
64,13,2,9201023.0,0.5
64,14,1,9201728.0,1.0
64,15,1,9201023.0,0.5
64,15,2,9201728.0,0.5
64,16,2,9201023.0,0.5
65,1,1,9201023.0,30.0
65,1,1,9201728.0,10.0
65,1,2,9201728.0,20.0
65,2,1,9201728.0,25.0
65,2,2,9201728.0,50.0
65,3,1,9201728.0,40.0
65,3,2,9201728.0,0.5
65,4,1,9201728.0,70.0
65,4,2,9201728.0,70.0
65,5,1,9201023.0,0.5
65,5,1,9201728.0,5.0
65,5,2,9201023.0,0.5
65,5,2,9201728.0,55.0
65,6,1,9201728.0,0.5
65,6,2,9201728.0,10.0
65,7,1,9201728.0,10.0
65,7,2,9201023.0,0.5
65,7,2,9201728.0,40.0
65,8,1,9201728.0,25.0
65,8,2,9201728.0,30.0
65,9,1,9201728.0,1.0
65,9,2,9201728.0,90.0
65,10,1,9201728.0,10.0
65,11,1,9201023.0,0.5
65,11,1,9201728.0,0.5
65,11,2,9201728.0,15.0
65,12,1,9201728.0,1.0
65,12,2,9201728.0,15.0
65,13,1,9201728.0,15.0
65,13,2,9201023.0,0.5
65,13,2,9201728.0,1.0
65,14,1,9201728.0,30.0
65,14,2,9201023.0,0.5
65,14,2,9201728.0,50.0
65,15,1,9201728.0,5.0
65,15,2,9201728.0,1.0
65,16,1,9201023.0,0.5
65,16,1,9201728.0,15.0
65,16,2,9201023.0,0.5
65,16,2,9201728.0,75.0
66,1,1,9201728.0,1.0
66,1,2,9201728.0,90.0
66,2,1,9201728.0,1.0
66,2,2,9201728.0,20.0
66,3,2,9201728.0,1.0
66,4,1,9201023.0,1.0
66,4,1,9201728.0,1.0
66,4,2,9201023.0,0.5
66,4,2,9201728.0,10.0
66,5,1,9201728.0,1.0
66,5,2,9201023.0,1.5
66,5,2,9201728.0,5.0
66,6,1,9201728.0,1.0
66,6,2,9201728.0,5.0
66,7,1,9201728.0,0.5
66,7,2,9201728.0,10.0
66,8,1,9201728.0,10.0
66,8,2,9201728.0,1.0
66,9,1,9201728.0,1.0
66,9,2,9201728.0,1.0
66,11,1,9201728.0,5.0
66,11,2,9201728.0,0.5
66,12,1,9201728.0,1.0
66,12,2,9201728.0,1.0
66,13,1,9201728.0,5.0
66,13,2,9201728.0,100.0
66,14,1,9201728.0,0.5
66,14,2,9201728.0,80.0
66,15,1,9201023.0,0.5
66,15,1,9201728.0,5.0
66,15,2,9201728.0,90.0
66,16,1,9201728.0,5.0
66,16,2,9201728.0,85.0
67,1,2,9201023.0,0.5
67,1,2,9201687.0,5.0
67,2,1,9201728.0,0.5
67,2,2,9201687.0,100.0
67,3,1,9201687.0,0.5
67,3,1,9201728.0,0.5
67,3,2,9201687.0,50.0
67,3,2,9201728.0,5.0
67,4,1,9201023.0,0.5
67,4,1,9201728.0,1.0
67,4,2,9201728.0,15.0
67,5,1,9201728.0,0.5
67,5,1,9201815.0,0.5
67,5,2,9201728.0,0.5
67,6,2,9201023.0,0.5
67,6,2,9201687.0,0.5
67,7,1,9201728.0,0.5
67,7,2,9201728.0,5.0
67,8,1,9201728.0,10.0
67,8,2,9201728.0,5.0
67,9,1,9201023.0,0.5
67,9,2,9201728.0,15.0
67,10,1,9201728.0,10.0
67,10,2,9201728.0,5.0
67,11,2,9201728.0,10.0
67,12,1,9201728.0,0.5
67,12,2,9201728.0,5.0
67,13,2,9201728.0,5.0
67,14,1,9201728.0,0.5
67,15,1,9201023.0,0.5
68,1,1,9201728.0,5.0
68,2,1,9201728.0,1.0
68,2,2,9201728.0,0.5
68,3,1,9201728.0,0.5
68,3,2,9201728.0,0.5
68,4,1,9201728.0,1.0
68,4,2,9201728.0,0.5
68,5,1,9201728.0,1.0
68,5,2,9201728.0,1.0
68,6,1,9201728.0,1.0
68,6,2,9201728.0,0.5
68,7,1,9201728.0,5.0
68,8,1,9201728.0,1.0
68,9,1,9201728.0,1.0
68,9,2,9201728.0,1.0
68,10,1,9201728.0,0.5
68,10,2,9201023.0,0.5
68,10,2,9201728.0,1.0
68,11,1,9201728.0,1.0
68,11,2,9201023.0,0.5
68,11,2,9201728.0,1.0
68,12,1,9201728.0,10.0
68,12,2,9201728.0,1.0
68,13,1,9201728.0,15.0
68,13,2,9201728.0,1.0
68,14,1,9201728.0,0.5
68,14,2,9201728.0,0.5
68,15,1,9201728.0,1.0
68,15,2,9201728.0,0.5
68,16,1,9201728.0,15.0
68,16,2,9201728.0,0.5
69,1,1,9201728.0,20.0
69,1,2,9201728.0,25.0
69,2,1,9201728.0,5.0
69,2,2,9201728.0,50.0
69,3,1,9201728.0,1.0
69,3,2,9201728.0,5.0
69,4,1,9201728.0,5.0
69,4,2,9201023.0,0.5
69,4,2,9201728.0,15.0
69,5,1,9201728.0,20.0
69,5,2,9201728.0,60.0
69,6,1,9201728.0,35.0
69,6,2,9201728.0,90.0
69,7,1,9201728.0,1.0
69,7,2,9201023.0,0.5
69,8,1,9201728.0,1.0
69,8,2,9201023.0,0.5
69,8,2,9201728.0,5.0
69,10,1,9201728.0,5.0
69,10,2,9201023.0,0.5
69,10,2,9201728.0,0.5
69,11,1,9201728.0,5.0
69,11,2,9201728.0,5.0
69,12,1,9201728.0,10.0
69,12,2,9201728.0,5.0
69,13,1,9201728.0,95.0
69,13,2,9201728.0,0.5
69,14,1,9201728.0,5.0
69,14,2,9201728.0,0.5
69,15,1,9201728.0,5.0
69,15,2,9201728.0,25.0
69,16,1,9201728.0,5.0
69,16,2,9201023.0,0.5
69,16,2,9201728.0,0.5
70,1,1,9201728.0,1.0
70,1,2,9201728.0,40.0
70,2,1,9201728.0,1.0
70,2,2,9201728.0,20.0
70,3,1,9201728.0,5.0
70,3,1,9201815.0,0.5
70,3,2,9201728.0,30.0
70,4,1,9201728.0,65.0
70,4,1,9201815.0,0.5
70,4,2,9201728.0,20.0
70,5,1,9201728.0,5.0
70,5,2,9201728.0,25.0
70,6,1,9201728.0,0.5
70,6,2,9201728.0,50.0
70,7,1,9201728.0,5.0
70,8,1,9201728.0,0.5
70,8,1,9201815.0,0.5
70,8,2,9201728.0,25.0
70,9,1,9201728.0,1.0
70,9,2,9201728.0,15.0
70,10,1,9201728.0,10.0
70,10,2,9201728.0,5.0
70,11,1,9201728.0,1.0
70,11,2,9201728.0,10.0
70,12,1,9201728.0,5.0
70,12,2,9201728.0,15.0
70,13,1,9201728.0,5.0
70,14,1,9201728.0,1.0
70,14,2,9201728.0,20.0
70,15,1,9201728.0,0.5
70,15,2,9201728.0,15.0
70,16,2,9201728.0,10.0
71,1,1,9201728.0,1.0
71,1,2,9201728.0,50.0
71,2,1,9201728.0,1.0
71,2,2,9201728.0,5.0
71,2,2,9201815.0,0.5
71,3,1,9201728.0,5.0
71,3,2,9201728.0,1.0
71,4,1,9201023.0,0.5
71,4,1,9201728.0,10.0
71,4,2,9201023.0,0.5
71,4,2,9201728.0,5.0
71,5,1,9201023.0,0.5
71,5,1,9201728.0,1.0
71,5,2,9201728.0,5.0
71,6,1,9201023.0,0.5
71,6,1,9201728.0,15.0
71,6,2,9201728.0,0.5
71,7,1,9201023.0,0.5
71,7,1,9201728.0,5.0
71,7,2,9201728.0,45.0
71,8,2,9201728.0,5.0
71,9,1,9201728.0,75.0
71,9,2,9201023.0,0.5
71,9,2,9201728.0,1.0
71,10,1,9201023.0,0.5
71,10,1,9201728.0,5.0
71,10,1,9201815.0,0.5
71,10,2,9201728.0,35.0
71,11,1,9201728.0,5.0
71,11,2,9201728.0,30.0
71,12,1,9201023.0,0.5
71,12,1,9201728.0,20.0
71,12,2,9201728.0,10.0
71,13,1,9201728.0,5.0
71,13,2,9201728.0,35.0
71,14,1,9201728.0,1.0
71,14,2,9201728.0,5.0
71,14,2,9201815.0,0.5
71,15,1,9201023.0,0.5
71,15,1,9201728.0,30.5
71,15,2,9201023.0,0.5
71,15,2,9201728.0,15.0
71,16,1,9201728.0,10.0
71,16,2,9201023.0,0.5
71,16,2,9201728.0,10.0
72,1,1,9201728.0,0.5
72,1,2,9201728.0,1.0
72,2,1,9201728.0,0.5
72,2,2,9201728.0,1.0
72,3,1,9201728.0,0.5
72,3,2,9201023.0,0.5
72,4,1,9201728.0,0.5
72,4,2,9201728.0,1.0
72,5,1,9201728.0,1.0
72,5,2,9201023.0,0.5
72,6,1,9201728.0,0.5
72,7,1,9201728.0,1.0
72,7,2,9201023.0,0.5
72,7,2,9201728.0,0.5
72,8,1,9201728.0,0.5
72,8,2,9201023.0,0.5
72,8,2,9201728.0,0.5
72,9,1,9201023.0,0.5
72,9,1,9201728.0,1.0
72,9,2,9201728.0,0.5
72,10,1,9201728.0,1.0
72,10,2,9201728.0,0.5
72,12,1,9201728.0,0.5
72,12,2,9201023.0,0.5
72,13,1,9201728.0,0.5
72,14,1,9201023.0,0.5
72,14,1,9201728.0,0.5
72,15,1,9201023.0,0.5
72,16,2,9201023.0,0.5
73,1,1,9201023.0,0.5
73,1,1,9201728.0,1.0
73,1,2,9201728.0,0.5
73,2,1,9201023.0,1.0
73,2,1,9201728.0,1.0
73,2,2,9201023.0,1.0
73,2,2,9201728.0,1.0
73,3,1,9201728.0,0.5
73,3,2,9201023.0,1.0
73,4,1,9201728.0,0.5
73,4,2,9201023.0,0.5
73,4,2,9201728.0,15.0
73,5,1,9201728.0,1.0
73,5,2,9201023.0,0.5
73,5,2,9201728.0,1.0
73,6,1,9201728.0,0.5
73,6,2,9201023.0,0.5
73,6,2,9201728.0,1.0
73,7,1,9201728.0,0.5
73,8,1,9201728.0,0.5
73,8,2,9201023.0,0.5
73,8,2,9201728.0,0.5
73,9,2,9201023.0,0.5
73,10,1,9201728.0,0.5
73,10,2,9201728.0,10.0
73,11,2,9201728.0,1.0
73,13,1,9201728.0,0.5
73,13,2,9201728.0,0.5
73,14,1,9201023.0,0.5
73,14,1,9201728.0,0.5
73,14,2,9201023.0,0.5
73,14,2,9201728.0,1.0
73,15,1,9201728.0,0.5
73,15,2,9201728.0,1.0
73,16,1,9201023.0,0.5
73,16,1,9201728.0,1.0
73,16,2,9201023.0,0.5
74,1,1,9201687.0,0.5
74,1,2,9201687.0,1.0
74,1,2,9201728.0,1.0
74,2,1,9201687.0,0.5
74,2,2,9201687.0,1.0
74,3,1,9201687.0,0.5
74,4,1,9201687.0,0.5
74,4,2,9201687.0,0.5
74,4,2,9201728.0,0.5
74,5,1,9201023.0,0.5
74,5,1,9201687.0,0.5
74,5,2,9201687.0,0.5
74,5,2,9201728.0,1.0
74,6,1,9201728.0,0.5
74,7,2,9201728.0,0.5
74,8,1,9201728.0,0.5
74,8,2,9201023.0,0.5
74,8,2,9201728.0,1.0
74,9,2,9201023.0,0.5
74,10,1,9201728.0,0.5
74,10,2,9201687.0,0.5
74,10,2,9201728.0,0.5
74,12,1,9201728.0,0.5
74,12,2,9201023.0,0.5
74,12,2,9201728.0,1.0
74,13,1,9201023.0,0.5
74,13,1,9201728.0,0.5
74,13,2,9201687.0,0.5
74,13,2,9201728.0,1.0
74,14,1,9201023.0,0.5
74,14,1,9201728.0,0.5
74,14,2,9201023.0,0.5
74,14,2,9201728.0,5.0
75,1,1,9201728.0,1.0
75,1,2,9201728.0,5.0
75,2,1,9201728.0,1.0
75,2,2,9201023.0,0.5
75,3,1,9201728.0,1.0
75,3,2,9201728.0,10.0
75,4,1,9201728.0,1.0
75,5,1,9201728.0,0.5
75,5,2,9201728.0,1.0
75,6,2,9201023.0,0.5
75,7,1,9201728.0,0.5
75,7,2,9201023.0,1.0
75,8,1,9201728.0,1.0
75,8,2,9201728.0,1.0
75,10,1,9201023.0,0.5
75,10,1,9201728.0,0.5
75,11,1,9201728.0,1.0
75,11,2,9201728.0,10.0
75,12,1,9201728.0,1.0
75,12,2,9201728.0,25.0
75,13,1,9201728.0,5.0
75,13,2,9201728.0,1.0
75,14,1,9201728.0,1.0
75,14,2,9201728.0,0.5
75,15,1,9201728.0,1.0
75,15,2,9201728.0,25.0
75,16,1,9201023.0,0.5
75,16,1,9201728.0,1.0
76,1,1,9202138.0,0.5
76,8,2,9202138.0,1.0
76,9,2,9202138.0,1.0
76,11,2,9202138.0,1.0
76,15,1,9202138.0,1.0
77,2,1,9201023.0,0.5
77,2,1,9201728.0,0.5
77,2,2,9201728.0,1.0
77,3,2,9201023.0,0.5
77,3,2,9201728.0,0.5
77,4,1,9201728.0,0.5
77,4,2,9201023.0,0.5
77,4,2,9201728.0,0.5
77,6,2,9201023.0,0.5
77,7,1,9202138.0,0.5
77,7,2,9201023.0,0.5
77,8,1,9202138.0,1.0
77,8,2,9201023.0,0.5
77,8,2,9202138.0,0.5
77,9,1,9202138.0,5.0
77,9,2,9201023.0,0.5
77,10,1,9202138.0,1.0
77,10,2,9202138.0,5.0
77,11,1,9201023.0,0.5
77,11,1,9202138.0,0.5
77,11,2,9201023.0,0.5
77,11,2,9202138.0,5.0
77,12,1,9201023.0,0.5
77,12,2,9201023.0,0.5
77,13,1,9201728.0,0.5
77,13,2,9201023.0,0.5
77,13,2,9202138.0,1.0
77,14,1,9201023.0,0.5
77,15,1,9201023.0,0.5
78,2,1,9201023.0,0.5
78,5,2,9201023.0,1.0
78,8,1,9201728.0,0.5
78,8,2,9201728.0,25.0
78,9,1,9201728.0,0.5
78,9,2,9201728.0,70.0
78,10,1,9201728.0,0.5
78,10,2,9201728.0,75.0
78,11,2,9201023.0,0.5
78,11,2,9201728.0,25.0
79,1,1,9201728.0,1.0
79,1,2,9201023.0,0.5
79,1,2,9201728.0,1.0
79,3,1,9201728.0,10.0
79,4,1,9201687.0,0.5
79,4,1,9201728.0,60.0
79,4,2,9201687.0,15.0
79,4,2,9201728.0,0.5
79,5,1,9201687.0,0.5
79,5,1,9201728.0,5.0
79,5,2,9201728.0,1.0
79,6,1,9201728.0,50.0
79,6,2,9201023.0,0.5
79,6,2,9201687.0,0.5
79,6,2,9201728.0,1.0
79,7,1,9201728.0,1.0
79,7,2,9201023.0,1.0
79,7,2,9201687.0,25.0
79,7,2,9201728.0,10.0
79,8,1,9201023.0,0.5
79,8,1,9201728.0,50.0
79,8,2,9201687.0,1.0
79,8,2,9201728.0,5.0
79,9,1,9201023.0,0.5
79,9,1,9201728.0,50.0
79,9,2,9201687.0,0.5
79,9,2,9201728.0,10.0
79,10,1,9201728.0,30.0
79,10,2,9201023.0,0.5
79,10,2,9201728.0,5.0
79,11,1,9201728.0,5.0
79,11,2,9201687.0,5.0
79,11,2,9201728.0,0.5
79,12,1,9201023.0,0.5
79,12,1,9201728.0,50.0
79,12,2,9201728.0,1.0
79,13,1,9201023.0,0.5
79,13,1,9201728.0,0.5
79,13,2,9201023.0,0.5
79,13,2,9201687.0,1.0
79,13,2,9201728.0,5.0
79,14,1,9201687.0,1.0
79,14,1,9201728.0,5.0
79,14,2,9201023.0,0.5
79,14,2,9201687.0,10.0
79,14,2,9201728.0,5.0
79,15,1,9201023.0,0.5
79,15,1,9201728.0,5.0
79,15,2,9201728.0,20.0
79,16,1,9201023.0,0.5
79,16,1,9201687.0,0.5
79,16,1,9201728.0,1.0
79,16,2,9201023.0,0.5
79,16,2,9201728.0,10.0
80,1,1,9201728.0,25.0
80,1,2,9201023.0,0.5
80,1,2,9201728.0,10.0
80,2,1,9201023.0,1.0
80,2,1,9201728.0,5.0
80,2,2,9201023.0,0.5
80,2,2,9201728.0,20.0
80,3,1,9201023.0,0.5
80,3,1,9201728.0,5.0
80,3,2,9201728.0,15.0
80,4,1,9201023.0,0.5
80,4,1,9201728.0,20.0
80,4,2,9201728.0,5.0
80,5,1,9201023.0,0.5
80,5,1,9201728.0,5.0
80,5,2,9201728.0,35.0
80,6,1,9201728.0,20.0
80,6,2,9201023.0,0.5
80,6,2,9201728.0,20.0
80,7,1,9201023.0,0.5
80,7,1,9201728.0,70.0
80,8,1,9201023.0,0.5
80,8,1,9201728.0,5.0
80,8,2,9201023.0,0.5
80,8,2,9201728.0,0.5
80,9,1,9201728.0,10.0
80,9,2,9201728.0,10.0
80,10,1,9201728.0,20.0
80,10,2,9201728.0,1.0
80,10,2,9201815.0,0.5
80,11,1,9201728.0,10.0
80,11,2,9201728.0,5.0
80,12,1,9201728.0,5.0
80,12,2,9201728.0,10.0
80,13,1,9201728.0,20.0
80,13,2,9201728.0,30.0
80,14,1,9201728.0,40.0
80,14,2,9201728.0,70.0
80,15,1,9201023.0,0.5
80,15,1,9201728.0,50.0
80,15,2,9201728.0,1.0
80,16,1,9201728.0,5.0
80,16,2,9201728.0,10.0
81,1,1,9201023.0,0.5
81,1,1,9201728.0,50.0
81,1,2,9201728.0,10.0
81,1,2,9201815.0,0.5
81,2,1,9201023.0,0.5
81,2,1,9201728.0,25.0
81,2,2,9201728.0,10.0
81,3,1,9201728.0,60.0
81,3,2,9201728.0,10.0
81,4,1,9201023.0,0.5
81,4,1,9201728.0,30.0
81,4,2,9201728.0,50.0
81,5,1,9201728.0,40.0
81,5,2,9201023.0,0.5
81,5,2,9201728.0,80.0
81,6,1,9201728.0,25.0
81,6,2,9201023.0,0.5
81,6,2,9201728.0,50.0
81,6,2,9201815.0,0.5
81,7,1,9201728.0,10.0
81,7,2,9201728.0,50.0
81,8,1,9201728.0,1.0
81,8,2,9201728.0,20.0
81,9,1,9201728.0,20.0
81,9,2,9201728.0,90.0
81,10,2,9201728.0,1.0
81,11,2,9201728.0,1.0
81,12,1,9201728.0,1.0
81,12,2,9201728.0,40.0
81,13,1,9201728.0,5.0
81,13,2,9201728.0,70.0
81,14,1,9201728.0,30.0
81,14,2,9201728.0,50.0
81,15,1,9201728.0,30.0
81,15,2,9201023.0,0.5
81,15,2,9201728.0,20.0
81,16,1,9201728.0,1.0
81,16,2,9201728.0,1.0
82,1,1,9201023.0,0.5
82,1,1,9201728.0,5.0
82,1,2,9201023.0,0.5
82,1,2,9201728.0,25.0
82,2,1,9201023.0,0.5
82,2,1,9201728.0,15.0
82,2,2,9201728.0,15.0
82,3,1,9201023.0,1.0
82,3,1,9201728.0,5.0
82,3,2,9201728.0,15.0
82,4,1,9201728.0,1.0
82,4,2,9201023.0,1.0
82,4,2,9201728.0,1.0
82,5,1,9201728.0,1.0
82,5,2,9201023.0,0.5
82,6,1,9201023.0,0.5
82,6,2,9201023.0,1.0
82,6,2,9201728.0,5.0
82,7,1,9201023.0,0.5
82,7,1,9201728.0,1.0
82,8,1,9201728.0,10.0
82,8,2,9201728.0,1.0
82,9,1,9201728.0,10.0
82,9,2,9201728.0,1.0
82,10,1,9201728.0,15.0
82,10,2,9201023.0,0.5
82,10,2,9201728.0,1.0
82,11,1,9201728.0,20.0
82,11,2,9201728.0,5.0
82,12,1,9201728.0,15.0
82,12,2,9201023.0,1.0
82,12,2,9201728.0,10.0
82,13,1,9201728.0,70.0
82,13,2,9201023.0,0.5
82,13,2,9201728.0,15.0
82,14,1,9201728.0,70.0
82,14,2,9201023.0,0.5
82,14,2,9201728.0,25.0
82,15,1,9201728.0,60.0
82,15,2,9201023.0,1.0
82,16,1,9201728.0,10.0
82,16,2,9201023.0,0.5
82,16,2,9201728.0,25.0
83,1,1,9201728.0,1.0
83,1,1,9201815.0,0.5
83,1,2,9201023.0,0.5
83,1,2,9201728.0,1.0
83,2,1,9201728.0,1.0
83,2,2,9201728.0,1.0
83,3,1,9201728.0,5.0
83,3,2,9201728.0,5.0
83,4,1,9201023.0,0.5
83,4,1,9201728.0,1.0
83,4,2,9201728.0,10.0
83,5,1,9201728.0,1.0
83,5,2,9201023.0,0.5
83,5,2,9201728.0,5.5
83,6,1,9201728.0,1.0
83,6,2,9201728.0,1.0
83,7,1,9201728.0,1.0
83,7,2,9201728.0,10.0
83,8,1,9201728.0,1.0
83,9,1,9201728.0,1.0
83,10,1,9201728.0,5.0
83,11,1,9201728.0,5.0
83,12,1,9201728.0,5.0
83,12,2,9201728.0,5.0
83,13,1,9201728.0,1.0
83,13,2,9201728.0,0.5
83,14,1,9201728.0,1.0
83,15,1,9201728.0,5.0
83,15,2,9201728.0,0.5
83,16,1,9201728.0,5.0
84,1,1,9201728.0,40.0
84,1,2,9201023.0,1.0
84,2,1,9201023.0,0.5
84,2,1,9201728.0,50.0
84,2,2,9201023.0,0.5
84,2,2,9201728.0,10.0
84,3,1,9201728.0,5.0
84,3,2,9201023.0,0.5
84,3,2,9201728.0,10.0
84,4,1,9201687.0,0.5
84,4,1,9201728.0,30.0
84,4,2,9201023.0,0.5
84,4,2,9201687.0,0.5
84,4,2,9201728.0,5.0
84,5,1,9201023.0,0.5
84,5,1,9201687.0,5.0
84,5,1,9201728.0,1.0
84,5,2,9201023.0,0.5
84,5,2,9201728.0,5.0
84,6,1,9201023.0,1.0
84,6,1,9201728.0,10.0
84,6,2,9201023.0,1.0
84,6,2,9201728.0,1.0
84,7,1,9201023.0,0.5
84,7,1,9201728.0,5.0
84,7,2,9201728.0,5.0
84,8,1,9201728.0,10.0
84,8,2,9201023.0,0.5
84,8,2,9201687.0,5.0
84,8,2,9201728.0,10.0
84,9,1,9201023.0,1.0
84,9,1,9201728.0,35.0
84,9,2,9201687.0,25.0
84,9,2,9201728.0,5.0
84,10,1,9201023.0,1.0
84,10,1,9201728.0,45.0
84,10,2,9201023.0,0.5
84,10,2,9201728.0,10.0
84,11,1,9201728.0,95.0
84,11,2,9201728.0,30.0
84,12,1,9201023.0,0.5
84,12,1,9201687.0,20.0
84,12,1,9201728.0,1.0
84,12,2,9201023.0,0.5
84,12,2,9201687.0,5.0
84,12,2,9201728.0,10.0
84,13,1,9201728.0,5.0
84,13,2,9201687.0,0.5
84,13,2,9201728.0,1.0
84,14,1,9201023.0,0.5
84,14,1,9201687.0,1.0
84,14,1,9201728.0,5.0
84,14,2,9201023.0,0.5
84,14,2,9201687.0,10.0
84,14,2,9201728.0,15.0
84,15,1,9201023.0,0.5
84,15,1,9201728.0,0.5
84,15,2,9201687.0,5.0
84,15,2,9201728.0,1.0
84,16,1,9201728.0,0.5
84,16,2,9201023.0,1.0
84,16,2,9201687.0,1.0
