Site,Plot,Yr,Amalgams,cover
25,15,2,9201728.0,0.5
25,16,1,9201728.0,75.0
25,16,2,9201728.0,40.0
26,1,1,9201023.0,0.5
26,1,1,9201728.0,5.0
26,2,1,9201728.0,0.5
26,2,2,9201728.0,5.0
26,3,1,9201728.0,5.0
26,4,1,9201728.0,10.0
26,4,2,9201023.0,0.5
26,4,2,9201728.0,5.0
26,5,2,9201728.0,20.0
26,6,1,9201728.0,5.0
26,6,2,9201728.0,50.0
26,7,1,9201728.0,40.0
26,7,1,9201815.0,0.5
26,7,2,9201728.0,35.0
26,8,1,9201728.0,30.0
26,8,2,9201728.0,40.0
26,9,1,9201728.0,20.0
26,9,2,9201728.0,0.0
26,10,1,9201023.0,0.5
26,10,1,9201728.0,35.0
26,10,1,9201815.0,0.5
26,10,2,9201728.0,40.0
26,11,1,9201023.0,0.5
26,11,1,9201728.0,1.0
26,11,2,9201728.0,0.5
26,12,1,9201728.0,30.0
26,13,1,9201023.0,0.5
26,13,2,9201728.0,1.0
26,14,1,9201023.0,0.5
26,14,1,9201728.0,1.0
26,14,2,9201023.0,0.5
26,14,2,9201728.0,15.0
26,15,1,9201728.0,20.0
26,15,2,9201728.0,1.0
26,16,1,9201728.0,35.0
26,16,1,9201815.0,1.0
26,16,2,9201615.0,0.5
27,3,2,9201728.0,5.0
27,4,1,9201815.0,1.0
27,4,2,9201728.0,30.0
27,5,1,9201815.0,1.0
27,5,2,9201728.0,10.0
27,7,2,9201728.0,5.0
27,8,1,9201815.0,1.0
27,8,2,9201728.0,5.0
27,9,1,9201815.0,1.0
27,9,2,9201815.0,0.5
27,11,1,9201815.0,1.0
27,11,2,9201728.0,5.0
27,12,1,9201815.0,1.0
27,12,2,9201728.0,10.0
27,13,1,9201815.0,1.0
27,14,1,9201815.0,1.0
27,14,2,9201728.0,10.0
27,15,1,9201728.0,1.0
27,15,1,9201815.0,1.0
27,16,1,9201728.0,1.0
27,16,1,9201815.0,1.0
27,16,2,9201728.0,1.0
28,1,1,9201728.0,0.5
28,1,2,9201728.0,70.0
28,1,2,9201815.0,1.0
28,2,1,9201815.0,0.5
28,2,2,9201728.0,35.0
28,2,2,9201815.0,1.0
28,3,1,9201815.0,0.5
28,3,2,9201728.0,75.0
28,3,2,9201815.0,0.5
28,4,1,9201815.0,0.5
28,4,2,9201728.0,1.0
28,4,2,9201815.0,0.5
28,5,1,9201728.0,0.5
28,5,1,9201815.0,0.5
28,5,2,9201728.0,25.0
28,6,1,9201728.0,1.0
28,6,2,9201728.0,10.0
28,7,1,9201728.0,1.0
28,8,1,9201728.0,1.0
28,8,2,9201728.0,5.0
28,8,2,9201815.0,0.5
28,9,2,9201728.0,55.0
28,11,1,9201728.0,0.5
28,11,1,9201815.0,0.5
28,11,2,9201815.0,1.0
28,12,1,9201728.0,75.0
28,12,2,9201728.0,10.0
28,12,2,9201815.0,0.5
28,13,1,9201728.0,75.0
28,13,2,9201728.0,5.0
28,13,2,9201815.0,0.5
28,14,1,9201728.0,20.0
28,15,2,9201728.0,5.0
28,15,2,9201815.0,0.5
28,16,1,9201728.0,1.0
28,16,2,9201728.0,0.5
29,1,1,9201728.0,0.5
29,2,1,9201728.0,40.0
29,2,2,9201728.0,5.0
29,3,1,9201728.0,80.0
29,3,2,9201728.0,0.5
29,4,1,9201728.0,1.0
29,4,1,9201815.0,0.5
29,4,2,9201728.0,0.5
29,5,1,9201728.0,10.0
29,6,1,9201728.0,1.0
29,6,1,9201815.0,0.5
29,6,2,9201728.0,1.0
29,7,1,9201728.0,1.0
29,7,1,9201815.0,0.5
29,7,2,9201728.0,1.0
29,8,1,9201728.0,30.0
29,8,2,9201728.0,5.0
29,9,1,9201728.0,0.5
29,9,2,9201728.0,0.5
29,10,1,9201728.0,5.0
29,10,2,9201728.0,50.0
29,11,1,9201728.0,70.0
29,11,2,9201728.0,1.0
29,12,2,9201728.0,1.0
29,13,1,9201728.0,5.0
29,13,2,9201023.0,0.5
29,13,2,9201728.0,0.5
29,14,1,9201728.0,30.0
29,14,1,9201815.0,0.5
29,14,2,9201728.0,0.5
29,15,1,9201728.0,1.0
29,15,1,9201815.0,0.5
29,15,2,9201728.0,0.5
29,16,1,9201728.0,5.0
30,1,1,9201728.0,0.5
30,1,2,9201728.0,5.0
30,2,1,9201728.0,0.5
30,2,2,9201728.0,15.0
30,3,1,9201728.0,0.5
30,3,2,9201023.0,0.5
30,3,2,9201728.0,1.0
30,4,1,9201728.0,0.5
30,4,2,9201023.0,0.5
30,4,2,9201728.0,20.0
30,5,1,9201728.0,0.5
30,5,2,9201023.0,0.5
30,5,2,9201728.0,5.0
30,6,1,9201728.0,1.0
30,6,2,9201023.0,0.5
30,6,2,9201728.0,1.0
30,7,1,9201728.0,1.0
30,7,2,9201023.0,0.5
30,7,2,9201728.0,20.0
30,8,1,9201728.0,100.0
30,8,2,9201728.0,20.0
30,9,1,9201728.0,0.5
30,9,2,9201728.0,1.0
30,10,1,9201728.0,1.0
30,10,2,9201023.0,0.5
30,10,2,9201728.0,5.0
30,11,1,9201728.0,0.5
30,11,2,9201728.0,10.0
30,12,1,9201728.0,0.5
30,12,2,9201728.0,5.0
30,13,1,9201728.0,10.0
30,13,2,9201728.0,30.0
30,14,1,9201728.0,1.0
30,14,2,9201728.0,40.0
30,15,1,9201728.0,75.0
30,15,2,9201728.0,0.5
30,16,1,9201728.0,15.0
30,16,2,9201728.0,35.0
31,1,2,9201728.0,1.0
31,1,2,9201815.0,0.5
31,2,1,9201728.0,5.0
31,2,2,9201728.0,10.0
31,3,1,9201728.0,1.0
31,3,2,9201728.0,1.0
31,4,1,9201728.0,1.0
31,4,2,9201815.0,0.5
31,5,1,9201815.0,1.0
31,5,2,9201728.0,90.0
31,5,2,9201815.0,0.5
31,6,1,9201728.0,5.0
31,6,1,9201815.0,5.0
31,6,2,9201728.0,0.5
31,7,1,9201728.0,10.0
31,7,2,9201728.0,95.0
31,8,2,9201728.0,90.0
31,8,2,9201815.0,1.0
31,9,1,9201728.0,5.0
31,9,2,9201728.0,0.5
31,11,1,9201728.0,10.0
31,12,1,9201728.0,5.0
31,13,1,9201728.0,10.0
31,13,2,9201728.0,1.0
31,14,1,9201728.0,5.0
31,14,2,9201728.0,5.0
31,15,1,9201728.0,20.0
31,15,2,9201728.0,0.5
31,16,1,9201728.0,10.0
31,16,2,9201728.0,15.0
31,16,2,9201815.0,0.5
32,1,1,9201728.0,10.0
32,1,2,9201023.0,0.5
32,1,2,9201728.0,0.5
32,2,1,9201728.0,1.0
32,2,2,9201023.0,0.5
32,2,2,9201728.0,0.5
32,3,1,9201023.0,0.5
32,3,1,9201728.0,30.0
32,3,2,9201023.0,0.5
32,3,2,9201728.0,0.5
32,5,1,9201728.0,1.0
32,6,1,9201023.0,0.5
32,6,1,9201728.0,0.5
32,6,2,9201023.0,1.0
32,7,1,9201728.0,10.0
32,7,2,9201023.0,0.5
32,7,2,9201728.0,1.0
32,8,1,9201023.0,0.5
32,8,1,9201728.0,1.0
32,8,2,9201023.0,0.5
32,9,1,9201728.0,0.5
32,9,2,9201023.0,0.5
32,9,2,9201728.0,1.0
32,10,1,9201023.0,0.5
32,10,1,9201728.0,1.0
32,10,2,9201728.0,70.0
32,11,1,9201728.0,1.0
32,11,2,9201023.0,0.5
32,11,2,9201728.0,0.5
32,12,1,9201728.0,0.5
32,12,2,9201023.0,0.5
32,13,1,9201728.0,0.5
32,13,2,9201023.0,0.5
32,13,2,9201728.0,0.5
32,14,2,9201023.0,0.5
32,15,1,9201728.0,30.0
32,16,1,9201728.0,0.5
32,16,2,9201728.0,0.5
33,1,1,9201728.0,1.0
33,1,2,9201728.0,0.5
33,1,2,9201815.0,0.5
33,2,1,9201728.0,25.0
33,2,1,9201815.0,1.0
33,3,1,9201728.0,25.0
33,3,2,9201728.0,5.0
33,3,2,9201815.0,0.5
33,4,1,9201815.0,1.0
33,4,2,9201728.0,0.5
33,4,2,9201815.0,0.5
33,5,1,9201728.0,15.0
33,5,2,9201728.0,1.0
33,7,2,9201728.0,1.0
33,8,1,9201815.0,0.5
33,8,2,9201728.0,10.0
33,9,1,9201815.0,0.5
33,9,2,9201728.0,1.0
33,9,2,9201815.0,0.5
33,10,2,9201728.0,0.5
33,10,2,9201815.0,0.5
33,11,1,9201728.0,0.5
33,11,2,9201815.0,0.5
33,12,1,9201815.0,1.0
33,13,1,9201815.0,1.0
33,14,2,9201728.0,2.0
33,15,1,9201815.0,0.5
33,15,2,9201728.0,2.0
34,1,1,9201728.0,0.5
34,1,2,9201728.0,1.0
34,2,1,9201728.0,0.5
34,2,2,9201728.0,0.5
34,3,1,9201728.0,0.5
34,3,2,9201728.0,0.5
34,4,1,9201728.0,0.5
34,5,1,9201728.0,1.0
34,5,2,9201728.0,0.5
34,6,1,9201728.0,5.0
34,7,1,9201728.0,0.5
34,8,1,9201728.0,0.5
34,8,1,9201815.0,1.0
34,9,1,9201728.0,0.5
34,11,1,9201728.0,1.0
34,12,1,9201728.0,0.5
34,13,1,9201728.0,1.0
34,13,2,9201728.0,10.0
34,14,1,9201023.0,0.5
34,14,1,9201728.0,1.0
34,14,2,9201728.0,1.0
34,15,1,9201728.0,1.0
34,15,2,9201728.0,5.0
34,16,1,9201728.0,0.5
35,1,1,9201728.0,15.0
35,1,2,9201728.0,90.0
35,2,1,9201728.0,10.0
35,2,2,9201023.0,0.5
35,2,2,9201728.0,50.0
35,3,1,9201023.0,0.5
35,3,1,9201728.0,0.5
35,3,2,9201023.0,0.5
35,3,2,9201728.0,5.0
35,4,1,9201728.0,1.0
35,5,1,9201728.0,1.0
35,5,2,9201023.0,0.5
35,5,2,9201728.0,1.0
35,6,1,9201728.0,0.5
35,7,1,9201728.0,0.5
35,7,2,9201023.0,0.5
35,7,2,9201728.0,0.5
35,8,1,9201023.0,0.5
35,8,1,9201728.0,1.0
35,8,2,9201023.0,0.5
35,8,2,9201728.0,5.0
35,9,1,9201023.0,0.5
35,9,1,9201728.0,1.0
35,9,2,9201023.0,0.5
35,9,2,9201728.0,0.5
35,10,1,9201023.0,0.5
35,10,1,9201728.0,1.0
35,10,2,9201023.0,0.5
35,10,2,9201728.0,5.0
35,11,1,9201728.0,1.0
35,12,1,9201728.0,0.5
35,12,2,9201728.0,20.0
35,13,1,9201728.0,0.5
35,13,2,9201023.0,0.5
35,14,2,9201023.0,0.5
35,14,2,9201728.0,0.5
35,15,1,9201023.0,0.5
35,16,1,9201728.0,1.0
35,16,2,9201023.0,0.5
35,16,2,9201728.0,0.5
36,1,2,9201728.0,5.0
36,2,1,9201023.0,0.5
36,2,1,9201728.0,0.5
36,2,2,9201023.0,0.5
36,2,2,9201728.0,1.0
36,3,1,9201728.0,0.5
36,3,2,9201023.0,0.5
36,3,2,9201728.0,1.0
36,4,1,9201728.0,0.5
36,4,2,9201728.0,1.0
36,5,1,9201023.0,0.5
36,5,1,9201728.0,1.0
36,5,2,9201728.0,1.0
36,6,1,9201728.0,0.5
36,6,2,9201728.0,5.0
36,7,2,9201728.0,0.5
36,8,1,9201728.0,0.5
36,8,2,9201728.0,0.5
36,9,1,9201728.0,5.0
36,9,2,9201728.0,0.5
36,10,1,9201023.0,0.5
36,10,1,9201728.0,0.5
36,10,2,9201728.0,5.0
36,11,1,9201023.0,0.5
36,11,2,9201728.0,5.0
36,13,1,9201728.0,0.5
36,13,2,9201728.0,1.0
36,15,1,9201728.0,0.5
36,15,2,9201023.0,0.5
37,1,1,9201687.0,0.5
37,1,1,9201728.0,1.0
37,2,1,9201023.0,1.0
37,2,1,9201728.0,0.5
37,3,1,9201023.0,0.5
37,3,1,9201728.0,0.5
37,3,2,9201728.0,0.5
37,4,1,9201728.0,1.0
37,4,2,9201728.0,1.0
37,5,1,9201023.0,0.5
37,5,1,9201728.0,1.0
37,6,1,9201728.0,1.0
37,7,1,9201023.0,0.5
37,7,1,9201728.0,1.0
37,8,1,9201728.0,1.0
37,8,2,9201023.0,0.5
37,8,2,9201728.0,0.5
37,9,1,9201728.0,1.0
37,9,2,9201728.0,1.0
37,10,1,9201728.0,1.0
37,10,2,9201728.0,1.0
37,11,1,9201728.0,1.0
37,11,2,9201023.0,0.5
37,11,2,9201728.0,0.5
37,12,2,9201023.0,0.5
37,14,2,9201023.0,0.5
37,14,2,9201728.0,1.0
37,15,1,9201728.0,0.5
37,16,1,9201728.0,0.5
37,16,2,9201023.0,0.5
38,1,1,9201728.0,0.5
38,2,1,9201728.0,0.5
38,2,2,9201023.0,0.5
38,3,1,9201023.0,0.5
38,4,1,9201687.0,0.5
38,4,2,9201687.0,75.0
38,8,1,9201687.0,0.5
38,14,2,9201687.0,1.0
39,1,1,9201728.0,1.0
39,1,2,9201023.0,0.5
39,2,1,9201023.0,0.5
39,2,1,9201728.0,0.5
39,2,2,9201728.0,1.0
39,3,1,9201728.0,0.5
39,4,1,9201728.0,1.0
39,5,1,9201728.0,0.5
39,5,2,9201728.0,1.0
39,6,1,9201728.0,1.0
39,6,2,9201728.0,1.0
39,7,1,9201728.0,0.5
39,7,2,9201728.0,25.0
39,8,1,9201728.0,0.5
39,9,1,9201728.0,0.5
39,9,2,9201728.0,5.0
39,10,1,9201728.0,1.5
39,11,1,9201728.0,1.0
39,12,1,9201728.0,0.5
39,13,1,9201728.0,1.0
39,15,1,9201728.0,1.0
39,16,1,9201728.0,0.5
40,2,2,9201728.0,1.0
40,4,1,9201728.0,0.5
40,9,1,9201728.0,1.0
41,1,1,9201728.0,0.5
41,1,2,9201728.0,0.5
41,2,1,9201728.0,0.5
41,2,2,9201728.0,0.5
41,3,1,9201728.0,0.5
41,4,1,9201728.0,0.5
41,6,1,9201728.0,0.5
41,7,1,9201728.0,0.5
41,8,1,9201728.0,1.0
41,11,1,9201728.0,0.5
41,13,1,9201728.0,0.5
41,16,1,9201728.0,0.5
41,16,2,9201728.0,0.5
42,1,1,9202138.0,0.5
42,2,1,9202138.0,0.5
42,6,1,9202138.0,1.0
42,7,1,920155.0,0.5
42,7,1,9202138.0,1.0
42,8,1,9202138.0,5.0
42,9,1,9202138.0,1.0
43,3,2,9201728.0,1.0
43,4,1,9201728.0,1.0
43,5,1,9201728.0,10.0
43,6,1,9201728.0,75.0
43,6,2,9201728.0,1.0
43,7,1,9201728.0,1.0
43,7,2,9201728.0,5.0
43,10,1,9201023.0,0.5
43,10,1,9201728.0,0.5
43,10,2,9201728.0,0.5
43,12,1,9201023.0,0.5
43,12,2,9201023.0,0.5
43,13,1,9201023.0,0.5
43,13,1,9201728.0,1.0
43,13,2,9201023.0,0.5
43,14,1,9201728.0,1.0
43,15,1,9201728.0,0.5
43,16,2,9201023.0,0.5
44,2,1,9201728.0,0.5
44,3,1,9201728.0,5.0
44,4,1,9201728.0,5.0
44,5,1,9201728.0,1.0
44,6,1,9201023.0,0.5
44,6,1,9201728.0,0.5
44,8,1,9201728.0,1.0
44,9,1,9201728.0,1.0
44,10,1,9201728.0,1.0
44,10,2,9201728.0,0.5
44,11,1,9201728.0,0.5
44,11,2,9201728.0,1.0
44,12,2,9201728.0,0.5
44,13,1,9201728.0,1.0
44,14,1,9201728.0,1.0
44,14,2,9201728.0,0.5
44,15,1,9201728.0,0.5
44,15,2,9201728.0,5.0
44,16,1,9201687.0,0.5
44,16,1,9201728.0,1.0
44,16,2,9201728.0,0.5
45,1,1,9201728.0,5.0
45,1,2,9201728.0,5.0
45,2,1,9201023.0,1.0
45,2,1,9201728.0,1.0
45,3,1,9201728.0,1.0
45,3,2,9201728.0,5.0
45,4,1,9201728.0,1.0
45,4,2,9201728.0,5.0
45,5,1,9201728.0,1.0
45,5,2,9201728.0,10.0
45,6,1,9201728.0,1.0
45,6,2,9201023.0,0.5
45,6,2,9201728.0,5.0
45,8,2,9201728.0,5.0
45,9,1,9201728.0,0.5
45,9,2,9201728.0,30.0
45,10,1,9201023.0,0.5
45,10,1,9201728.0,1.0
45,10,2,9201023.0,0.5
45,10,2,9201728.0,5.0
45,11,2,9201728.0,10.0
45,12,2,9201728.0,10.0
45,13,1,9201728.0,0.5
45,13,2,9201728.0,50.0
45,14,1,9201023.0,0.5
45,15,1,9201023.0,0.5
45,15,1,9201728.0,5.0
45,15,2,9201728.0,45.0
45,16,1,9201023.0,0.5
45,16,1,9201728.0,0.5
45,16,2,9201728.0,20.0
46,2,1,9201023.0,0.5
46,2,1,9201728.0,1.0
46,2,2,9201728.0,1.0
46,3,1,9201728.0,1.0
46,3,2,9201728.0,30.0
46,4,1,9201728.0,1.0
46,4,2,9201023.0,1.0
46,4,2,9201728.0,10.0
46,5,1,9201728.0,0.5
46,5,2,9201023.0,0.5
46,5,2,9201728.0,10.0
46,6,1,9201023.0,0.5
46,6,1,9201728.0,5.0
46,7,1,9201728.0,1.0
46,7,2,9201728.0,45.0
46,8,1,9201728.0,1.0
46,9,1,9201728.0,1.0
46,9,2,9201023.0,0.5
46,9,2,9201728.0,30.0
46,10,1,9201023.0,0.5
46,10,1,9201728.0,1.0
46,10,2,9201728.0,10.0
46,11,2,9201728.0,30.0
46,12,2,9201728.0,30.0
46,13,1,9201023.0,0.5
46,13,1,9201728.0,1.0
46,13,2,9201728.0,30.0
46,14,1,9201728.0,5.0
46,14,2,9201728.0,70.0
46,15,1,9201728.0,1.5
46,15,2,9201728.0,30.0
46,16,1,9201023.0,0.5
46,16,1,9201728.0,1.0
46,16,2,9201728.0,5.0
47,6,1,9201728.0,0.5
47,7,2,9201687.0,1.0
47,7,2,9201728.0,1.0
47,8,2,9201687.0,0.5
47,10,2,9201023.0,0.5
47,11,1,9201728.0,1.0
48,1,1,9201023.0,0.5
48,1,1,9201728.0,50.0
48,1,2,9201023.0,0.5
48,1,2,9201728.0,1.0
48,2,1,9201728.0,50.0
48,2,2,9201728.0,5.0
48,3,1,9201023.0,0.5
48,3,1,9201728.0,5.0
48,3,2,9201728.0,10.0
48,4,1,9201023.0,0.5
48,4,1,9201728.0,5.0
48,4,2,9201023.0,0.5
48,5,1,9201728.0,1.0
48,5,2,9201728.0,10.0
48,6,1,9201728.0,1.0
48,6,2,9201023.0,0.5
48,6,2,9201728.0,5.0
48,7,1,9201728.0,5.0
48,8,1,9201728.0,55.0
48,8,2,9201728.0,65.0
48,9,2,9201728.0,80.0
48,10,1,9201728.0,5.0
48,11,1,9201728.0,5.0
48,11,2,9201728.0,1.0
48,12,1,9201728.0,5.0
48,12,2,9201023.0,0.5
48,12,2,9201728.0,40.0
48,13,1,9201728.0,5.0
48,13,1,9201815.0,0.5
48,14,1,9201728.0,10.0
48,14,2,9201728.0,20.0
48,15,1,9201728.0,5.0
48,15,2,9201728.0,5.0
48,16,1,9201728.0,55.0
48,16,2,9201023.0,0.5
48,16,2,9201728.0,1.0
49,1,1,9201728.0,1.0
49,1,2,9201728.0,1.0
49,3,1,9201728.0,5.0
49,3,2,9201728.0,0.5
49,4,2,9201728.0,1.0
49,5,1,9201728.0,0.5
49,5,2,9201728.0,1.0
49,6,1,9201728.0,0.5
49,6,2,9201728.0,20.0
49,7,1,9201728.0,5.0
49,7,2,9201728.0,1.0
49,8,1,9201728.0,5.0
49,8,2,9201728.0,20.0
49,9,1,9201728.0,25.0
49,9,2,9201728.0,10.0
49,10,1,9201728.0,5.0
49,10,2,9201728.0,1.0
49,11,1,9201728.0,1.0
49,11,2,9201728.0,70.0
49,12,1,9201728.0,25.0
49,12,2,9201728.0,5.0
49,13,1,9201728.0,10.0
49,13,2,9201728.0,1.0
49,14,1,9201728.0,45.0
49,14,2,9201728.0,10.0
49,15,1,9201728.0,20.0
49,15,2,9201728.0,25.0
49,16,1,9201728.0,5.0
49,16,2,9201728.0,1.0
50,1,1,9201687.0,70.0
50,1,2,9201687.0,1.0
50,4,1,9201728.0,1.0
50,5,1,9201687.0,1.0
50,7,1,9201728.0,1.0
50,9,2,9201687.0,0.5
50,10,2,9201687.0,20.0
50,11,1,9201687.0,5.0
50,11,1,9201728.0,1.0
50,11,2,9201687.0,10.0
50,12,2,9201687.0,1.0
50,13,1,9201728.0,0.5
50,13,2,9201687.0,10.0
50,13,2,9201728.0,0.5
50,14,1,9201687.0,1.0
50,14,2,9201728.0,1.0
50,15,1,9201728.0,0.5
50,15,2,9201687.0,20.0
50,15,2,9201728.0,1.0
50,16,1,9201728.0,1.0
50,16,2,9201728.0,0.5
51,1,1,9201728.0,5.0
51,1,2,9201023.0,1.0
51,1,2,9201728.0,5.0
51,2,1,9201728.0,40.0
51,2,2,9201728.0,90.0
51,3,1,9201728.0,55.0
51,3,2,9201728.0,20.0
51,4,1,9201728.0,70.0
51,4,2,9201728.0,100.0
51,5,1,9201728.0,10.0
51,5,2,9201728.0,100.0
51,6,1,9201728.0,70.0
51,6,2,9201728.0,95.0
51,7,1,9201728.0,60.0
51,7,2,9201728.0,100.0
51,8,1,9201728.0,60.0
51,8,2,9201728.0,100.0
51,9,1,9201728.0,50.0
51,9,2,9201728.0,100.0
51,10,1,9201728.0,30.0
51,10,2,9201728.0,100.0
51,11,1,9201728.0,55.0
51,11,2,9201023.0,0.5
51,11,2,9201728.0,90.0
51,12,1,9201023.0,0.5
51,12,1,9201728.0,40.0
51,12,2,9201728.0,100.0
51,13,1,9201728.0,60.0
51,13,2,9201023.0,0.5
51,13,2,9201728.0,100.0
51,14,1,9201728.0,60.0
51,14,2,9201728.0,95.0
51,15,1,9201728.0,60.0
51,15,2,9201728.0,55.0
51,16,1,9201728.0,70.0
51,16,2,9201728.0,95.0
52,1,1,9201728.0,0.5
52,1,2,9201728.0,0.5
52,2,1,9201728.0,0.5
52,2,2,9201023.0,0.5
52,2,2,9201728.0,20.0
52,4,1,9201728.0,1.0
52,4,2,9201023.0,0.5
52,5,1,9201728.0,1.0
52,5,2,9201728.0,1.0
52,6,1,9201728.0,20.0
52,6,2,9201728.0,30.0
52,7,2,9201728.0,20.0
52,8,1,9201728.0,0.5
52,8,2,9201023.0,0.5
52,8,2,9201728.0,20.0
52,9,1,9201728.0,0.5
52,9,2,9201728.0,60.0
52,11,1,9201728.0,0.5
52,11,2,9201728.0,20.0
52,12,1,9201728.0,0.5
52,12,2,9201728.0,20.0
52,13,1,9201728.0,0.5
52,13,2,9201023.0,0.5
52,13,2,9201728.0,0.5
52,14,1,9201728.0,1.0
52,14,2,9201023.0,0.5
52,14,2,9201728.0,30.0
52,15,1,9201728.0,0.5
52,15,2,9201023.0,0.5
52,15,2,9201728.0,20.0
52,16,1,9201728.0,5.0
52,16,2,9201023.0,0.5
52,16,2,9201728.0,40.0
53,1,1,9201728.0,15.0
53,3,1,9201728.0,1.0
53,4,1,9201728.0,0.5
53,4,2,9201815.0,0.5
53,5,1,9201728.0,30.0
53,5,2,9201728.0,5.0
53,6,1,9201728.0,30.0
53,6,1,9201815.0,0.5
53,7,1,9201728.0,5.0
53,7,2,9201815.0,0.5
53,8,1,9201728.0,5.0
53,8,1,9201815.0,0.5
53,8,2,9201728.0,10.0
53,8,2,9201815.0,0.5
53,9,2,9201728.0,0.5
53,10,1,9201728.0,20.0
53,10,2,9201728.0,40.0
53,11,1,9201728.0,1.0
53,11,2,9201687.0,1.0
53,11,2,9201728.0,0.5
53,11,2,9201815.0,0.5
53,12,1,9201728.0,10.0
53,12,2,9201728.0,0.5
53,12,2,9201815.0,0.5
53,13,2,9201728.0,0.5
53,14,1,9201728.0,1.0
53,14,2,9201728.0,0.5
53,15,2,9201728.0,0.5
53,16,1,9201728.0,1.0
54,1,1,9201023.0,0.5
54,1,1,9201728.0,5.0
54,2,1,9201023.0,0.5
54,2,1,9201728.0,5.0
54,3,1,9201687.0,0.5
54,3,1,9201728.0,20.0
54,3,2,9201687.0,0.5
54,4,1,9201728.0,5.0
54,5,1,9201728.0,40.0
54,6,1,9201023.0,0.5
54,6,1,9201728.0,30.0
54,6,2,9201023.0,0.5
54,7,1,9201023.0,0.5
54,7,1,9201728.0,5.0
54,8,1,9201023.0,0.5
54,8,1,9201728.0,1.0
54,8,2,9201728.0,0.5
54,9,1,9201023.0,0.5
54,9,1,9201728.0,65.0
54,10,1,9201023.0,0.5
54,10,1,9201728.0,15.0
54,10,2,9201023.0,0.5
54,11,1,9201728.0,95.0
54,11,2,9201023.0,1.0
54,11,2,9201728.0,0.5
54,12,1,9201728.0,5.5
54,12,2,9201728.0,0.5
54,13,1,9201023.0,0.5
54,13,1,9201728.0,30.0
54,13,2,9201023.0,0.5
54,14,1,9201728.0,65.0
54,14,2,9201023.0,0.5
54,14,2,9201728.0,0.5
54,15,1,9201728.0,90.0
54,15,2,9201728.0,0.5
54,16,1,9201728.0,50.0
54,16,2,9201023.0,0.5
54,16,2,9201728.0,0.5
55,1,1,9201728.0,1.0
55,1,2,9201728.0,25.0
55,2,1,9201728.0,5.0
55,2,2,9201728.0,20.0
55,3,1,9201728.0,10.0
55,3,2,9201728.0,5.0
55,4,1,9201728.0,1.0
55,4,2,9201728.0,80.0
55,5,1,9201728.0,1.0
55,5,2,9201728.0,1.0
55,8,1,9201728.0,5.0
55,8,2,9201728.0,5.0
55,9,1,9201728.0,10.0
55,9,2,9201728.0,1.0
55,10,1,9201728.0,0.5
55,11,1,9201728.0,1.0
55,11,2,9201728.0,20.0
55,12,1,9201728.0,10.0
55,12,2,9201728.0,5.0
55,13,2,9201728.0,1.0
55,14,1,9201728.0,5.0
55,14,2,9201728.0,1.0
55,15,1,9201023.0,0.5
55,15,1,9201728.0,5.0
56,1,1,9201728.0,0.5
56,2,2,9201728.0,5.0
56,3,2,9201728.0,10.0
56,4,1,9201023.0,0.5
56,4,1,9201728.0,0.5
56,4,2,9201728.0,10.0
56,5,2,9201023.0,0.5
56,9,2,9201728.0,1.0
56,10,1,9201728.0,1.0
56,10,2,9201728.0,5.0
56,11,1,9201728.0,1.0
56,12,1,9201728.0,1.0
56,12,2,9201728.0,1.0
56,16,2,9201728.0,1.0
57,1,1,9201728.0,1.0
57,1,2,9201728.0,10.0
57,2,1,9201728.0,1.0
57,2,2,9201728.0,10.0
57,3,1,9201728.0,1.0
57,3,2,9201728.0,5.0
57,4,1,9201728.0,1.0
57,4,2,9201728.0,10.0
57,5,1,9201728.0,1.0
57,6,1,9201728.0,5.0
57,6,2,9201023.0,0.5
57,6,2,9201728.0,5.0
57,8,1,9201728.0,5.0
57,8,2,9201023.0,0.5
57,8,2,9201728.0,20.0
57,9,1,9201728.0,1.0
57,9,2,9201728.0,10.0
57,10,1,9201728.0,5.0
57,12,1,9201728.0,1.0
57,13,1,9201728.0,5.0
57,14,1,9201023.0,0.5
57,14,1,9201728.0,1.0
57,14,2,9201023.0,0.5
57,14,2,9201728.0,0.5
57,15,1,9201728.0,5.0
57,15,2,9201728.0,5.0
57,16,1,9201728.0,1.0
57,16,2,9201728.0,5.0
58,1,1,9201728.0,5.0
58,1,2,9201728.0,0.5
58,2,1,9201728.0,1.0
58,2,2,9201023.0,0.5
58,3,1,9201728.0,10.0
58,3,2,9201728.0,0.5
58,4,1,9201728.0,0.5
58,4,2,9201728.0,1.0
58,5,1,9201023.0,0.5
58,5,1,9201728.0,0.5
58,5,2,9201023.0,1.0
58,5,2,9201728.0,1.0
58,6,1,9201728.0,1.0
58,6,2,9201023.0,1.0
58,6,2,9201728.0,1.0
58,7,1,9201728.0,5.0
58,7,2,9201728.0,0.5
58,8,1,9201728.0,0.5
58,8,2,9201023.0,0.5
58,8,2,9201728.0,1.0
58,9,1,9201728.0,1.0
58,9,2,9201023.0,0.5
58,9,2,9201728.0,1.0
58,10,1,9201728.0,0.5
58,10,2,9201023.0,1.0
58,10,2,9201728.0,0.5
58,11,1,9201023.0,0.5
58,11,1,9201728.0,0.5
58,12,1,9201728.0,1.0
58,12,2,9201728.0,1.0
58,13,1,9201728.0,1.0
58,13,2,9201728.0,75.0
