year,Plot,Nest,Site,Cove,BRC,BRC names,Woody
1,10,4,43,1.0,9102051.0,Oreopteris limbosperma,
1,10,4,43,0.5,9201728.0,Rubus fruticosus agg.,
1,10,4,43,0.5,9201960.0,Sorbus aucuparia,w
1,10,4,43,0.5,200001595.0,Viola riviniana/reichenbiana,
1,10,5,43,0.5,910665.0,Dryopteris filix-mas,
1,10,5,43,0.5,920607.0,Dactylis glomerata,
1,10,5,43,0.5,920628.0,Deschampsia flexuosa,
1,10,5,43,0.5,9201023.0,Ilex aquifolium,w
1,11,1,43,55.0,910665.0,Dryopteris filix-mas,
1,11,1,43,0.5,920640.0,Digitalis purpurea,
1,11,2,43,1.0,92040.0,Agrostis capillaris,
1,11,2,43,5.0,92040.0,Agrostis capillaris,
1,11,2,43,1.0,920121.0,Anthoxanthum odoratum,
1,11,2,43,0.5,920322.0,Campanula rotundifolia,
1,11,2,43,1.0,920432.0,Castanea sativa,w
1,11,2,43,5.0,920628.0,Deschampsia flexuosa,
1,11,2,43,0.5,920826.0,Festuca vivipara,
1,11,2,43,1.0,9201209.0,Luzula sylvatica,
1,11,2,43,0.5,9201729.0,Rubus idaeus,
1,11,2,43,0.5,9201951.0,Solidago virgaurea,
1,11,2,43,0.5,9204446.0,Quercus seedling/sp,w
1,11,2,43,0.5,200001583.0,Dryopteris dilatata/carthusiana,
1,11,3,43,0.5,910211.0,Athyrium filix-femina,
1,11,3,43,0.5,910244.0,Blechnum spicant,
1,11,3,43,0.5,910586.0,Cryptogramma crispa,
1,11,3,43,1.0,920309.0,Calluna vulgaris,
1,11,3,43,0.5,9201015.0,Hypericum pulchrum,
1,11,3,43,1.0,9201188.0,Lonicera periclymenum,w
1,11,3,43,5.0,9202136.0,Vaccinium myrtillus,
1,11,4,43,0.5,9102053.0,Phegopteris connectilis,
1,11,4,43,0.5,9201256.0,Melampyrum pratense,
1,11,4,43,0.5,9201413.0,Oxalis acetosella,
1,11,5,43,0.5,920878.0,Galium saxatile,
1,11,5,43,0.5,9101544.0,Polypodium vulgare sens.lat.,
1,12,1,43,5.0,92035.0,Agrostis canina sens.lat.,
1,12,1,43,10.0,920628.0,Deschampsia flexuosa,
1,12,1,43,0.5,920821.0,Festuca ovina agg.,
1,12,1,43,1.0,920878.0,Galium saxatile,
1,12,1,43,25.0,9101619.0,Pteridium aquilinum,
1,12,1,43,0.5,9204445.0,Betula seedling/sp,w
1,12,2,43,0.5,920121.0,Anthoxanthum odoratum,
1,12,2,43,10.0,9102051.0,Oreopteris limbosperma,
1,12,2,43,0.5,9201951.0,Solidago virgaurea,
1,12,2,43,1.0,9202136.0,Vaccinium myrtillus,
1,12,2,43,0.5,9202560.0,Hieracium 'indeterminate',
1,12,2,43,0.5,9204446.0,Quercus seedling/sp,w
1,12,3,43,0.5,92040.0,Agrostis capillaris,
1,12,3,43,0.5,9201413.0,Oxalis acetosella,
1,12,4,43,0.5,920432.0,Castanea sativa,w
1,12,4,43,0.5,9201023.0,Ilex aquifolium,w
1,12,4,43,0.5,9201188.0,Lonicera periclymenum,w
1,12,4,43,0.5,9201588.0,Potentilla erecta,
1,12,4,43,0.5,9201960.0,Sorbus aucuparia,w
1,12,4,43,0.5,200001595.0,Viola riviniana/reichenbiana,
1,12,5,43,0.5,910244.0,Blechnum spicant,
1,12,5,43,0.5,9101544.0,Polypodium vulgare sens.lat.,
1,12,5,43,0.5,9201221.0,Lysimachia nemorum,
1,12,5,43,0.5,9201307.0,Molinia caerulea,
1,13,1,43,15.0,92040.0,Agrostis capillaris,
1,13,1,43,5.0,910665.0,Dryopteris filix-mas,
1,13,1,43,5.0,920121.0,Anthoxanthum odoratum,
1,13,1,43,1.0,920432.0,Castanea sativa,w
1,13,1,43,0.5,920569.0,Crataegus monogyna,w
1,13,1,43,5.0,920628.0,Deschampsia flexuosa,
1,13,1,43,1.0,920821.0,Festuca ovina agg.,
1,13,1,43,0.5,920841.0,Fraxinus excelsior (c),w
1,13,1,43,1.0,920878.0,Galium saxatile,
1,13,1,43,0.5,9201023.0,Ilex aquifolium,w
1,13,1,43,1.0,9201413.0,Oxalis acetosella,
1,13,2,43,0.5,910211.0,Athyrium filix-femina,
1,13,2,43,1.0,9101619.0,Pteridium aquilinum,
1,13,2,43,1.0,9102051.0,Oreopteris limbosperma,
1,13,2,43,1.0,9201188.0,Lonicera periclymenum,w
1,13,2,43,0.5,9201951.0,Solidago virgaurea,
1,13,2,43,0.5,9201960.0,Sorbus aucuparia,w
1,13,3,43,0.5,9201514.0,Polygala serpyllifolia,
1,13,3,43,0.5,9201515.0,Polygala oxyptera,
1,13,3,43,0.5,9201588.0,Potentilla erecta,
1,13,3,43,0.5,9202136.0,Vaccinium myrtillus,
1,13,3,43,0.5,9204445.0,Betula seedling/sp,w
1,13,3,43,0.5,9204446.0,Quercus seedling/sp,w
1,13,4,43,0.5,92035.0,Agrostis canina sens.lat.,
1,13,4,43,0.5,920640.0,Digitalis purpurea,
1,13,4,43,0.5,9101544.0,Polypodium vulgare sens.lat.,
1,13,4,43,1.0,9201728.0,Rubus fruticosus agg.,
1,13,4,43,0.5,9202119.0,Ulmus glabra,w
1,13,4,43,0.5,9202560.0,Hieracium 'indeterminate',
1,13,4,43,1.0,200001595.0,Viola riviniana/reichenbiana,
1,13,5,43,0.5,920309.0,Calluna vulgaris,
1,13,5,43,0.5,920726.0,Erica cinerea,
1,13,5,43,0.5,920826.0,Festuca vivipara,
1,13,5,43,0.5,9201705.0,Rosa seedling/sp,w
1,14,1,43,20.0,92040.0,Agrostis capillaris,
1,14,1,43,5.0,920121.0,Anthoxanthum odoratum,
1,14,1,43,0.5,920520.0,Cirsium palustre,
1,14,1,43,1.0,920821.0,Festuca ovina agg.,
1,14,1,43,0.5,920841.0,Fraxinus excelsior (c),w
1,14,1,43,20.0,9102051.0,Oreopteris limbosperma,
1,14,1,43,1.0,9201221.0,Lysimachia nemorum,
1,14,1,43,1.0,9201413.0,Oxalis acetosella,
1,14,1,43,0.5,9201588.0,Potentilla erecta,
1,14,1,43,1.0,9201596.0,Potentilla sterilis,
1,14,1,43,0.5,9201960.0,Sorbus aucuparia,w
1,14,1,43,1.0,200001595.0,Viola riviniana/reichenbiana,
1,14,2,43,0.5,910211.0,Athyrium filix-femina,
1,14,2,43,5.0,910665.0,Dryopteris filix-mas,
1,14,2,43,0.5,920169.0,Arrhenatherum elatius,
1,14,2,43,1.0,920250.0,Brachypodium sylvaticum,
1,14,2,43,0.5,920322.0,Campanula rotundifolia,
1,14,2,43,0.5,920513.0,Circaea lutetiana,
1,14,2,43,1.0,920628.0,Deschampsia flexuosa,
1,14,2,43,10.0,9101619.0,Pteridium aquilinum,
1,14,2,43,1.0,9201607.0,Primula vulgaris,
1,14,2,43,1.0,9201819.0,Sanicula europaea,
1,14,2,43,1.0,200001593.0,Poa nemoralis/trivialis,
1,14,3,43,0.5,92035.0,Agrostis canina sens.lat.,
1,14,3,43,0.5,2000070.0,Cardamine hirsuta/flexuosa,
1,14,3,43,1.0,9201728.0,Rubus fruticosus agg.,
1,14,3,43,0.5,9202005.0,Stachys sylvatica,
1,14,4,43,0.5,920432.0,Castanea sativa,w
1,14,4,43,1.0,920627.0,Deschampsia cespitosa,
1,14,4,43,0.5,920838.0,Fragaria vesca,
1,14,4,43,0.5,920873.0,Galium aparine,
1,14,4,43,1.0,920878.0,Galium saxatile,
1,14,4,43,1.0,920918.0,Geranium robertianum,
1,14,4,43,1.0,9201660.0,Ranunculus repens,
1,14,5,43,0.5,920421.0,Carex sylvatica,
1,14,5,43,0.5,920557.0,Corylus avellana,w
1,14,5,43,0.5,920607.0,Dactylis glomerata,
1,14,5,43,0.5,920824.0,Festuca rubra agg.,
1,14,5,43,0.5,920984.0,Holcus mollis,
1,14,5,43,0.5,9201610.0,Prunella vulgaris,
1,14,5,43,0.5,9202168.0,Veronica chamaedrys,
1,15,1,43,1.0,92035.0,Agrostis canina sens.lat.,
1,15,1,43,50.0,92040.0,Agrostis capillaris,
1,15,1,43,5.0,920121.0,Anthoxanthum odoratum,
1,15,1,43,1.0,920628.0,Deschampsia flexuosa,
1,15,1,43,1.0,920821.0,Festuca ovina agg.,
1,15,1,43,5.0,920878.0,Galium saxatile,
1,15,1,43,15.0,9101619.0,Pteridium aquilinum,
1,15,1,43,5.0,9102051.0,Oreopteris limbosperma,
1,15,1,43,1.0,9201413.0,Oxalis acetosella,
1,15,1,43,0.5,9201728.0,Rubus fruticosus agg.,
1,15,2,43,0.5,9204445.0,Betula seedling/sp,w
1,15,2,43,0.5,200001595.0,Viola riviniana/reichenbiana,
1,15,3,43,0.5,920841.0,Fraxinus excelsior (c),w
1,15,3,43,0.5,9204446.0,Quercus seedling/sp,w
1,15,5,43,0.5,9201960.0,Sorbus aucuparia,w
1,16,1,43,15.0,92040.0,Agrostis capillaris,
1,16,1,43,1.0,920121.0,Anthoxanthum odoratum,
1,16,1,43,0.5,920640.0,Digitalis purpurea,
1,16,1,43,1.0,920878.0,Galium saxatile,
1,16,1,43,5.0,920984.0,Holcus mollis,
1,16,1,43,75.0,9101619.0,Pteridium aquilinum,
1,16,1,43,15.0,9102051.0,Oreopteris limbosperma,
1,16,1,43,0.5,9102053.0,Phegopteris connectilis,
1,16,1,43,1.0,9201413.0,Oxalis acetosella,
1,16,1,43,0.5,200001595.0,Viola riviniana/reichenbiana,
1,16,2,43,5.0,92035.0,Agrostis canina sens.lat.,
1,16,2,43,0.5,910665.0,Dryopteris filix-mas,
1,16,2,43,5.0,920821.0,Festuca ovina agg.,
1,16,2,43,0.5,920826.0,Festuca vivipara,
1,16,2,43,5.0,920983.0,Holcus lanatus,
1,16,3,43,0.5,200001583.0,Dryopteris dilatata/carthusiana,
1,16,4,43,0.5,920520.0,Cirsium palustre,
1,16,4,43,0.5,920628.0,Deschampsia flexuosa,
1,16,4,43,0.5,9201067.0,Juncus effusus,
1,16,4,43,0.5,9201344.0,Nardus stricta,
1,16,4,43,0.5,9201960.0,Sorbus aucuparia,w
1,16,4,43,0.5,9204446.0,Quercus seedling/sp,w
1,16,5,43,0.5,920400.0,Carex panicea,
1,16,5,43,0.5,920833.0,Filipendula ulmaria,
1,16,5,43,0.5,920882.0,Galium palustre,
1,16,5,43,0.5,9201221.0,Lysimachia nemorum,
1,16,5,43,0.5,9201588.0,Potentilla erecta,
1,16,5,43,0.5,9201642.0,Ranunculus acris,
1,16,5,43,0.5,9202215.0,Viola palustris,
1,16,5,43,0.5,9204445.0,Betula seedling/sp,w
1,1,2,44,0.5,910211.0,Athyrium filix-femina,
1,1,2,44,0.5,9204446.0,Quercus seedling/sp,w
1,1,2,44,0.5,200001583.0,Dryopteris dilatata/carthusiana,
1,1,5,44,0.5,9201413.0,Oxalis acetosella,
1,2,1,44,10.0,910211.0,Athyrium filix-femina,
1,2,1,44,5.0,910665.0,Dryopteris filix-mas,
1,2,1,44,15.0,920627.0,Deschampsia cespitosa,
1,2,1,44,0.5,920640.0,Digitalis purpurea,
1,2,1,44,0.5,920983.0,Holcus lanatus,
1,2,1,44,1.0,9201259.0,Silene dioica,
1,2,1,44,1.0,9201729.0,Rubus idaeus,
1,2,1,44,5.0,200001583.0,Dryopteris dilatata/carthusiana,
1,2,2,44,0.5,92040.0,Agrostis capillaris,
1,2,2,44,1.0,920506.0,Chrysosplenium oppositifolium,
1,2,2,44,0.5,920687.0,Hyacinthoides non-scripta,
1,2,2,44,0.5,920810.0,Fagus sylvatica,w
1,2,2,44,0.5,920984.0,Holcus mollis,
1,2,2,44,10.0,9101619.0,Pteridium aquilinum,
1,2,2,44,0.5,9201728.0,Rubus fruticosus agg.,
1,2,2,44,1.0,9202126.0,Urtica dioica,
1,2,3,44,0.5,920841.0,Fraxinus excelsior (c),w
1,2,3,44,0.5,9201867.0,Scrophularia nodosa,
1,2,3,44,0.5,9201960.0,Sorbus aucuparia,w
1,2,4,44,0.5,920878.0,Galium saxatile,
1,2,4,44,0.5,9201291.0,Mercurialis perennis,
1,2,4,44,0.5,9202005.0,Stachys sylvatica,
1,2,4,44,0.5,9202172.0,Veronica montana,
1,2,5,44,0.5,9205.0,Acer pseudoplatanus,w
1,2,5,44,0.5,920250.0,Brachypodium sylvaticum,
1,2,5,44,0.5,920412.0,Carex remota,
1,2,5,44,0.5,9201221.0,Lysimachia nemorum,
1,2,5,44,0.5,9201413.0,Oxalis acetosella,
1,3,1,44,5.0,910211.0,Athyrium filix-femina,
1,3,1,44,60.0,920627.0,Deschampsia cespitosa,
1,3,1,44,1.0,920687.0,Hyacinthoides non-scripta,
1,3,1,44,5.0,9201728.0,Rubus fruticosus agg.,
1,3,1,44,1.0,9201729.0,Rubus idaeus,
1,3,1,44,5.0,200001583.0,Dryopteris dilatata/carthusiana,
1,3,2,44,0.5,92040.0,Agrostis capillaris,
1,3,2,44,5.0,910665.0,Dryopteris filix-mas,
1,3,2,44,1.0,9201413.0,Oxalis acetosella,
1,3,3,44,1.0,920272.0,Bromopsis ramosa,
1,3,3,44,0.5,920640.0,Digitalis purpurea,
1,3,3,44,0.5,9201221.0,Lysimachia nemorum,
1,3,4,44,0.5,920841.0,Fraxinus excelsior (c),w
1,3,4,44,0.5,9101619.0,Pteridium aquilinum,
1,3,4,44,1.0,9201291.0,Mercurialis perennis,
1,3,4,44,0.5,9201960.0,Sorbus aucuparia,w
1,3,4,44,0.5,9202172.0,Veronica montana,
1,3,5,44,0.5,920150.0,Arctium agg.,
1,3,5,44,0.5,920250.0,Brachypodium sylvaticum,
1,3,5,44,0.5,920557.0,Corylus avellana,w
1,3,5,44,0.5,920833.0,Filipendula ulmaria,
1,3,5,44,0.5,920984.0,Holcus mollis,
1,3,5,44,0.5,9201015.0,Hypericum pulchrum,
1,3,5,44,0.5,9201259.0,Silene dioica,
1,4,1,44,0.5,92040.0,Agrostis capillaris,
1,4,1,44,1.0,910665.0,Dryopteris filix-mas,
1,4,1,44,15.0,920169.0,Arrhenatherum elatius,
1,4,1,44,1.0,920250.0,Brachypodium sylvaticum,
1,4,1,44,5.0,920607.0,Dactylis glomerata,
1,4,1,44,50.0,920627.0,Deschampsia cespitosa,
1,4,1,44,1.0,920687.0,Hyacinthoides non-scripta,
1,4,1,44,30.0,9201291.0,Mercurialis perennis,
1,4,1,44,5.0,9201728.0,Rubus fruticosus agg.,
1,4,1,44,1.0,200001595.0,Viola riviniana/reichenbiana,
1,4,2,44,0.5,920824.0,Festuca rubra agg.,
1,4,2,44,0.5,920841.0,Fraxinus excelsior (c),w
1,4,2,44,0.5,9201596.0,Potentilla sterilis,
1,4,2,44,0.5,9201607.0,Primula vulgaris,
1,4,2,44,10.0,9201729.0,Rubus idaeus,
1,4,2,44,0.5,9202198.0,Vicia sepium,
1,4,3,44,0.5,9201014.0,Hypericum perforatum,
1,4,3,44,0.5,9201259.0,Silene dioica,
1,4,3,44,0.5,9201697.0,Ribes uva-crispa,w
1,4,4,44,0.5,9202005.0,Stachys sylvatica,
1,4,5,44,0.5,920513.0,Circaea lutetiana,
1,4,5,44,0.5,9202172.0,Veronica montana,
1,5,1,44,1.0,910211.0,Athyrium filix-femina,
1,5,1,44,1.0,910665.0,Dryopteris filix-mas,
1,5,1,44,1.0,920250.0,Brachypodium sylvaticum,
1,5,1,44,20.0,920627.0,Deschampsia cespitosa,
1,5,1,44,1.0,920687.0,Hyacinthoides non-scripta,
1,5,1,44,0.5,920841.0,Fraxinus excelsior (c),w
1,5,1,44,10.0,9101619.0,Pteridium aquilinum,
1,5,1,44,5.0,9201291.0,Mercurialis perennis,
1,5,1,44,1.0,9201413.0,Oxalis acetosella,
1,5,1,44,1.0,9201617.0,Prunus spinosa,w
1,5,1,44,1.0,9201728.0,Rubus fruticosus agg.,
1,5,1,44,0.5,9201729.0,Rubus idaeus,
1,5,1,44,1.0,9202172.0,Veronica montana,
1,5,1,44,1.0,200001593.0,Poa nemoralis/trivialis,
1,5,2,44,1.0,920477.0,Chamerion angustifolium,
1,5,2,44,0.5,920557.0,Corylus avellana,w
1,5,2,44,0.5,920569.0,Crataegus monogyna,w
1,5,2,44,0.5,9201259.0,Silene dioica,
1,5,2,44,1.0,200001583.0,Dryopteris dilatata/carthusiana,
1,5,3,44,0.5,920810.0,Fagus sylvatica,w
1,5,3,44,0.5,920816.0,Festuca gigantea,
1,5,3,44,0.5,920952.0,Hedera helix,
1,5,3,44,5.0,920984.0,Holcus mollis,
1,5,3,44,1.0,9201221.0,Lysimachia nemorum,
1,5,3,44,1.0,9202010.0,Stellaria holostea,
1,5,4,44,0.5,92040.0,Agrostis capillaris,
1,5,4,44,0.5,920272.0,Bromopsis ramosa,
1,5,4,44,0.5,920640.0,Digitalis purpurea,
1,5,4,44,1.0,9201207.0,Luzula pilosa,
1,5,5,44,0.5,9205.0,Acer pseudoplatanus,w
1,5,5,44,0.5,920513.0,Circaea lutetiana,
1,5,5,44,0.5,920695.0,Epilobium montanum,
1,5,5,44,1.0,920812.0,Festuca altissima,
1,5,5,44,0.5,9201188.0,Lonicera periclymenum,w
1,6,1,44,20.0,910211.0,Athyrium filix-femina,
1,6,1,44,15.0,920627.0,Deschampsia cespitosa,
1,6,1,44,1.0,920687.0,Hyacinthoides non-scripta,
1,6,1,44,0.5,920841.0,Fraxinus excelsior (c),w
1,6,1,44,0.5,9201207.0,Luzula pilosa,
1,6,1,44,1.0,9201291.0,Mercurialis perennis,
1,6,1,44,0.5,9201413.0,Oxalis acetosella,
1,6,1,44,0.5,9201728.0,Rubus fruticosus agg.,
1,6,1,44,0.5,9202172.0,Veronica montana,
1,6,1,44,5.0,200001583.0,Dryopteris dilatata/carthusiana,
1,6,2,44,0.5,9205.0,Acer pseudoplatanus,w
1,6,2,44,0.5,92046.0,Ajuga reptans,
1,6,2,44,0.5,92075.0,Allium ursinum,
1,6,2,44,10.0,910665.0,Dryopteris filix-mas,
1,6,2,44,0.5,920421.0,Carex sylvatica,
1,6,2,44,1.0,920513.0,Circaea lutetiana,
1,6,2,44,0.5,920695.0,Epilobium montanum,
1,6,2,44,0.5,2000070.0,Cardamine hirsuta/flexuosa,
1,6,2,44,1.0,9201221.0,Lysimachia nemorum,
1,6,2,44,0.5,9201960.0,Sorbus aucuparia,w
1,6,3,44,0.5,92040.0,Agrostis capillaris,
1,6,3,44,0.5,920557.0,Corylus avellana,w
1,6,3,44,0.5,920640.0,Digitalis purpurea,
1,6,3,44,0.5,920810.0,Fagus sylvatica,w
1,6,3,44,0.5,9101619.0,Pteridium aquilinum,
1,6,3,44,0.5,200001593.0,Poa nemoralis/trivialis,
1,6,4,44,0.5,920250.0,Brachypodium sylvaticum,
1,6,4,44,0.5,920925.0,Geum urbanum,
1,6,4,44,1.0,920984.0,Holcus mollis,
1,6,4,44,0.5,9201023.0,Ilex aquifolium,w
1,6,4,44,0.5,9201188.0,Lonicera periclymenum,w
1,6,4,44,1.0,9202005.0,Stachys sylvatica,
1,6,4,44,0.5,9202119.0,Ulmus glabra,w
1,6,5,44,0.5,920169.0,Arrhenatherum elatius,
1,6,5,44,0.5,920816.0,Festuca gigantea,
1,6,5,44,0.5,9201067.0,Juncus effusus,
1,7,1,44,0.5,920176.0,Arum maculatum,
1,7,1,44,1.0,920687.0,Hyacinthoides non-scripta,
1,7,1,44,1.0,920841.0,Fraxinus excelsior (c),w
1,7,1,44,60.0,9201291.0,Mercurialis perennis,
1,7,2,44,0.5,910194.0,Asplenium trichomanes,
1,7,2,44,1.0,910665.0,Dryopteris filix-mas,
1,7,2,44,0.5,920918.0,Geranium robertianum,
1,7,2,44,1.0,9101466.0,Phyllitis scolopendrium,
1,7,2,44,0.5,9201259.0,Silene dioica,
1,7,2,44,1.0,9201263.0,Melica uniflora,
1,7,2,44,0.5,9202005.0,Stachys sylvatica,
1,7,2,44,0.5,9202126.0,Urtica dioica,
1,7,2,44,1.0,9207006.0,Elymus caninus,
1,7,2,44,0.5,200001595.0,Viola riviniana/reichenbiana,
1,7,3,44,0.5,920627.0,Deschampsia cespitosa,
1,7,3,44,0.5,9101546.0,Polystichum aculeatum,
1,7,4,44,0.5,920250.0,Brachypodium sylvaticum,
1,7,4,44,0.5,920272.0,Bromopsis ramosa,
1,7,4,44,0.5,920607.0,Dactylis glomerata,
1,7,4,44,0.5,920952.0,Hedera helix,
1,7,4,44,0.5,9202172.0,Veronica montana,
1,7,5,44,0.5,920150.0,Arctium agg.,
1,7,5,44,0.5,920838.0,Fragaria vesca,
1,7,5,44,0.5,920968.0,Heracleum sphondylium,
1,7,5,44,0.5,9201116.0,Lathyrus pratensis,
1,7,5,44,0.5,9201315.0,Mycelis muralis,
1,7,5,44,0.5,9201607.0,Primula vulgaris,
1,7,5,44,0.5,200001583.0,Dryopteris dilatata/carthusiana,
1,8,1,44,0.5,9205.0,Acer pseudoplatanus,w
1,8,1,44,1.0,910211.0,Athyrium filix-femina,
1,8,1,44,40.0,910712.0,Equisetum arvense,
1,8,1,44,1.0,920513.0,Circaea lutetiana,
1,8,1,44,1.0,920548.0,Cornus sanguinea,w
1,8,1,44,1.0,920687.0,Hyacinthoides non-scripta,
1,8,1,44,5.0,920816.0,Festuca gigantea,
1,8,1,44,5.0,920984.0,Holcus mollis,
1,8,1,44,1.0,9201259.0,Silene dioica,
1,8,1,44,1.0,9201413.0,Oxalis acetosella,
1,8,1,44,1.0,9201660.0,Ranunculus repens,
1,8,1,44,1.0,9201728.0,Rubus fruticosus agg.,
1,8,1,44,1.0,9202172.0,Veronica montana,
1,8,1,44,10.0,200001583.0,Dryopteris dilatata/carthusiana,
1,8,2,44,1.0,910665.0,Dryopteris filix-mas,
1,8,2,44,0.5,920695.0,Epilobium montanum,
1,8,2,44,0.5,920968.0,Heracleum sphondylium,
1,8,2,44,0.5,9201207.0,Luzula pilosa,
1,8,2,44,1.0,9201221.0,Lysimachia nemorum,
1,8,3,44,1.0,920627.0,Deschampsia cespitosa,
1,8,3,44,0.5,920868.0,Galeopsis tetrahit agg.,
1,8,3,44,1.0,9202126.0,Urtica dioica,
1,8,3,44,1.0,200001593.0,Poa nemoralis/trivialis,
1,8,4,44,1.0,920250.0,Brachypodium sylvaticum,
1,8,4,44,0.5,920421.0,Carex sylvatica,
1,8,4,44,0.5,920833.0,Filipendula ulmaria,
1,8,4,44,1.0,9201291.0,Mercurialis perennis,
1,8,4,44,0.5,9201729.0,Rubus idaeus,
1,8,5,44,0.5,920640.0,Digitalis purpurea,
1,8,5,44,0.5,920873.0,Galium aparine,
1,8,5,44,0.5,920925.0,Geum urbanum,
1,8,5,44,0.5,9202005.0,Stachys sylvatica,
1,9,1,44,1.0,910665.0,Dryopteris filix-mas,
1,9,1,44,20.0,910712.0,Equisetum arvense,
1,9,1,44,1.0,920513.0,Circaea lutetiana,
1,9,1,44,1.0,920687.0,Hyacinthoides non-scripta,
1,9,1,44,5.0,920925.0,Geum urbanum,
1,9,1,44,5.0,9201259.0,Silene dioica,
1,9,1,44,10.0,9201291.0,Mercurialis perennis,
1,9,1,44,1.0,9201413.0,Oxalis acetosella,
1,9,1,44,1.0,9201728.0,Rubus fruticosus agg.,
1,9,1,44,1.0,9201729.0,Rubus idaeus,
1,9,1,44,0.5,9201960.0,Sorbus aucuparia,w
1,9,1,44,1.0,9202172.0,Veronica montana,
1,9,1,44,10.0,200001583.0,Dryopteris dilatata/carthusiana,
1,9,1,44,1.0,200001593.0,Poa nemoralis/trivialis,
1,9,2,44,1.0,910211.0,Athyrium filix-femina,
1,9,2,44,5.0,920477.0,Chamerion angustifolium,
1,9,2,44,1.0,920833.0,Filipendula ulmaria,
1,9,2,44,0.5,920841.0,Fraxinus excelsior (c),w
1,9,2,44,1.0,920924.0,Geum rivale,
1,9,2,44,1.0,9201221.0,Lysimachia nemorum,
1,9,2,44,1.0,9201454.0,Phalaris arundinacea,
1,9,2,44,1.0,9202126.0,Urtica dioica,
1,9,3,44,1.0,920272.0,Bromopsis ramosa,
1,9,3,44,0.5,920412.0,Carex remota,
1,9,3,44,1.0,9201660.0,Ranunculus repens,
1,9,5,44,0.5,92040.0,Agrostis capillaris,
1,9,5,44,0.5,920109.0,Angelica sylvestris,
1,9,5,44,0.5,920272.0,Bromopsis ramosa,
1,9,5,44,0.5,920520.0,Cirsium palustre,
1,9,5,44,0.5,920557.0,Corylus avellana,w
1,9,5,44,0.5,920873.0,Galium aparine,
1,9,5,44,0.5,920984.0,Holcus mollis,
1,10,1,44,1.0,92040.0,Agrostis capillaris,
1,10,1,44,15.0,910211.0,Athyrium filix-femina,
1,10,1,44,1.0,920687.0,Hyacinthoides non-scripta,
1,10,1,44,1.0,9201207.0,Luzula pilosa,
1,10,1,44,1.0,9201413.0,Oxalis acetosella,
1,10,1,44,1.0,9201728.0,Rubus fruticosus agg.,
1,10,1,44,25.0,200001583.0,Dryopteris dilatata/carthusiana,
1,10,2,44,0.5,9205.0,Acer pseudoplatanus,w
1,10,2,44,0.5,9201067.0,Juncus effusus,
1,10,3,44,1.0,910665.0,Dryopteris filix-mas,
1,10,3,44,1.0,920432.0,Castanea sativa,w
1,10,3,44,1.0,920984.0,Holcus mollis,
1,10,4,44,0.5,920477.0,Chamerion angustifolium,
1,10,4,44,0.5,920627.0,Deschampsia cespitosa,
1,10,4,44,0.5,920868.0,Galeopsis tetrahit agg.,
1,10,4,44,0.5,9101619.0,Pteridium aquilinum,
1,10,4,44,0.5,9102051.0,Oreopteris limbosperma,
1,10,4,44,0.5,9201729.0,Rubus idaeus,
1,10,5,44,0.5,920169.0,Arrhenatherum elatius,
1,10,5,44,0.5,920250.0,Brachypodium sylvaticum,
1,10,5,44,0.5,920272.0,Bromopsis ramosa,
1,10,5,44,0.5,920322.0,Campanula rotundifolia,
1,10,5,44,0.5,920695.0,Epilobium montanum,
1,10,5,44,0.5,920968.0,Heracleum sphondylium,
1,10,5,44,0.5,9202005.0,Stachys sylvatica,
1,10,5,44,0.5,200001696.0,Petasites spp.,
1,11,1,44,20.0,910211.0,Athyrium filix-femina,
1,11,1,44,1.0,920687.0,Hyacinthoides non-scripta,
1,11,1,44,0.5,920983.0,Holcus lanatus,
1,11,1,44,0.5,9201728.0,Rubus fruticosus agg.,
1,11,1,44,30.0,200001583.0,Dryopteris dilatata/carthusiana,
1,11,3,44,1.0,920250.0,Brachypodium sylvaticum,
1,11,3,44,1.0,920627.0,Deschampsia cespitosa,
1,11,3,44,1.0,9201259.0,Silene dioica,
1,11,3,44,1.0,9201413.0,Oxalis acetosella,
1,11,3,44,0.5,9204446.0,Quercus seedling/sp,w
1,11,4,44,0.5,910665.0,Dryopteris filix-mas,
1,11,4,44,1.0,920513.0,Circaea lutetiana,
1,11,4,44,0.5,920640.0,Digitalis purpurea,
1,11,4,44,0.5,920841.0,Fraxinus excelsior (c),w
1,11,4,44,0.5,9201207.0,Luzula pilosa,
1,11,4,44,1.0,9201291.0,Mercurialis perennis,
1,11,4,44,0.5,9201305.0,Moehringia trinervia,
1,11,4,44,0.5,9201729.0,Rubus idaeus,
1,11,4,44,0.5,9202012.0,Stellaria media,
1,11,4,44,0.5,9202119.0,Ulmus glabra,w
1,11,4,44,0.5,9202126.0,Urtica dioica,
1,11,4,44,0.5,9204445.0,Betula seedling/sp,w
1,11,5,44,0.5,920695.0,Epilobium montanum,
1,11,5,44,0.5,920816.0,Festuca gigantea,
1,11,5,44,0.5,920931.0,Glechoma hederacea,
1,11,5,44,0.5,920968.0,Heracleum sphondylium,
1,11,5,44,0.5,9201263.0,Melica uniflora,
1,11,5,44,0.5,9207006.0,Elymus caninus,
1,11,5,44,0.5,200001593.0,Poa nemoralis/trivialis,
1,11,5,44,0.5,200001595.0,Viola riviniana/reichenbiana,
1,12,1,44,1.0,910211.0,Athyrium filix-femina,
1,12,1,44,80.0,920627.0,Deschampsia cespitosa,
