BRC names,BRC number,Woody
Phlomis fruticosa,9201464,
Phragmites australis,9201465,
Phyllodoce caerulea,9201467,
Phyteuma spicatum,9201468,
Phyteuma orbiculare,9201469,
Picea abies,9201470,w
Picris echioides,9201471,
Picris hieracioides,9201472,
Pimpinella major,9201475,
Pimpinella saxifraga,9201476,
Pinguicula alpina,9201477,
Pinguicula grandiflora,9201478,
Pinguicula lusitanica,9201480,
Pinguicula vulgaris,9201481,
Pinus nigra,9201482,w
Pinus pinaster,9201483,w
Pinus sylvestris,9201484,w
Plantago coronopus,9201485,
Plantago lanceolata,9201487,
Plantago major,9201488,
Plantago maritima,9201489,
Plantago media,9201490,
Platanthera bifolia,9201492,
Platanthera chlorantha,9201493,
Poa alpina,9201494,
Poa annua,9201495,
Poa bulbosa,9201497,
Poa chaixii,9201498,
Poa compressa,9201499,
Poa flexuosa,9201500,
Poa glauca,9201501,
Poa infirma,9201502,
Poa alpina x flexuosa (P. x jemtlandica),9201503,
Poa nemoralis,9201504,
Poa palustris,9201505,
Poa pratensis sens.lat.,9201506,
Poa angustifolia,9201506.2,
Poa humilis,9201506.5,
Poa trivialis,9201507,
Polemonium caeruleum,9201508,
Polycarpon tetraphyllum,9201509,
Polygala amarella,9201510,
Polygala calcarea,9201512,
Polygala serpyllifolia,9201514,
Polygala oxyptera,9201515,
Polygonatum multiflorum,9201516,
Polygonatum odoratum,9201518,
Polygonatum verticillatum,9201519,
Polygonum arenastrum,9201520,
Persicaria amphibia,9201521,
Polygonum aviculare agg.,9201522,
Fallopia baldschuanica,9201524,
Persicaria bistorta,9201525,
Fallopia convolvulus,9201527,
Fallopia japonica,9201528,
Fallopia dumetorum,9201529,
Persicaria hydropiper,9201530,
Polygonum lapathifolium,9201531,
Polygonum maritimum,9201533,
Persicaria minor,9201534,
Persicaria laxiflora,9201535,
Persicaria maculosa,9201537,
Persicaria wallichii,9201538,
Polygonum oxyspermum,9201539,
Polygonum rurivagum,9201540,
Fallopia sachalinensis,9201541,
Persicaria vivipara,9201543,
Polypogon monspeliensis,9201545,
Populus alba,9201549,w
Populus canescens,9201551,w
Populus candicans,9201552,
Populus nigra cv. italica,9201553,
Populus nigra subsp.betulifolia,9201554,
Populus tremula,9201555,w
Portulaca oleracea,9201556,
Potamogeton acutifolius,9201557,
Potamogeton alpinus,9201558,
Potamogeton berchtoldii,9201559,
Potamogeton coloratus,9201561,
Potamogeton compressus,9201562,
Potamogeton crispus,9201563,
Potamogeton epihydrus,9201565,
Potamogeton filiformis,9201566,
Potamogeton friesii,9201567,
Potamogeton gramineus,9201568,
Potamogeton lucens,9201569,
Potamogeton natans,9201570,
Potamogeton nodosus,9201572,
Potamogeton obtusifolius,9201573,
Potamogeton pectinatus,9201574,
Potamogeton perfoliatus,9201575,
Potamogeton polygonifolius,9201576,
Potamogeton praelongus,9201577,
Potamogeton pusillus,9201578,
Potamogeton rutilus,9201579,
Potamogeton trichoides,9201581,
Potentilla anglica,9201583,
Potentilla anserina,9201584,
Potentilla argentea,9201585,
Potentilla crantzii,9201587,
Potentilla erecta,9201588,
Potentilla fruticosa,9201589,
Potentilla intermedia,9201590,
Potentilla norvegica,9201591,
Potentilla palustris,9201592,
Potentilla recta,9201593,
Potentilla reptans,9201594,
Potentilla rupestris,9201595,
Potentilla sterilis,9201596,
Potentilla neumanniana,9201597,
Sanguisorba minor subsp.muricata,9201598,
Primula elatior,9201600,
Primula elatior x vulgaris (P. x digenea),9201602,
Primula farinosa,9201603,
Primula scotica,9201604,
Primula veris,9201605,
Primula veris x vulgaris (P. x polyantha),9201606,
Primula vulgaris,9201607,
Prunella laciniata,9201609,
Prunella vulgaris,9201610,
Prunus avium,9201611,w
Prunus cerasifera,9201612,
Prunus cerasus,9201613,w
Prunus domestica,9201614,w
Prunus laurocerasus,9201615,w
Prunus padus,9201616,w
Prunus spinosa,9201617,w
Pseudotsuga menziesii,9201618,w
Puccinellia distans,9201620,
Puccinellia fasciculata,9201621,
Puccinellia maritima,9201622,
Puccinellia rupestris,9201624,
Pulicaria dysenterica,9201625,
Pulicaria vulgaris,9201626,
Pulmonaria longifolia,9201627,
Pulmonaria officinalis,9201628,
Pyrola media,9201630,
Pyrola minor,9201631,
Pyrus communis,9201633,w
Pyrus cordata,9201634,
Quercus cerris,9201635,w
Quercus ilex,9201637,w
Quercus petraea,9201638,
Quercus petraea x robur (g),9201639,
Quercus robur,9201640,w
Radiola linoides,9201641,
Ranunculus acris,9201642,
Ranunculus aquatilis,9201643.1,
Ranunculus peltatus,9201643.2,
Ranunculus penicillatus,9201643.3,
Ranunculus pseudofluitans,9201643.6,
Ranunculus arvensis,9201644,
Ranunculus auricomus,9201645,
Ranunculus baudotii,9201646,
Ranunculus bulbosus,9201647,
Ranunculus circinatus,9201648,
Ranunculus ficaria,9201649,
Ranunculus paludosus,9201650,
Ranunculus flammula,9201651,
Ranunculus fluitans,9201652,
Ranunculus hederaceus,9201653,
Ranunculus omiophyllus,9201654,
Ranunculus lingua,9201655,
Ranunculus muricatus,9201657,
Ranunculus ophioglossifolius,9201658,
Ranunculus parviflorus,9201659,
Ranunculus repens,9201660,
Ranunculus reptans,9201661,
Ranunculus sardous,9201662,
Ranunculus sceleratus,9201663,
Ranunculus trichophyllus,9201664,
Ranunculus tripartitus,9201665,
Raphanus raphanistrum subsp.maritimus,9201666,
Radish,9201668,
Rapistrum perenne,9201669,
Rapistrum rugosum,9201670,
Reseda alba,9201671,
Reseda lutea,9201672,
Reseda luteola,9201673,
Reseda phyteuma,9201674,
Rhamnus cathartica,9201675,w
Rhinanthus minor subsp.borealis,9201676,
Rhinanthus minor,9201678,
Rhinanthus angustifolius,9201683,
Rhinanthus minor subsp.monticola,9201684,
Rhinanthus minor subsp.stenophyllus,9201685,
Rhododendron luteum,9201686,
Rhododendron ponticum,9201687,w
Coincya monensis subsp.recurvata,9201688,
Coincya wrightii,9201690,
Rhynchospora alba,9201691,
Rhynchospora fusca,9201692,
Ribes alpinum,9201693,
Ribes nigrum,9201694,
Ribes spicatum,9201695,
Ribes rubrum,9201696,
Ribes uva-crispa,9201697,w
Robinia pseudoacacia,9201698,w
Roemeria hybrida,9201699,
Romulea columnae,9201700,
Rorippa amphibia,9201701,
Rorippa austriaca,9201702,
Rorippa palustris,9201703,
Rorippa sylvestris,9201704,
Rosa seedling/sp,9201705,w
Rosa agrestis,9201706,
Rosa arvensis,9201707,w
Rosa canina agg.,9201708,w
Rosa canina sens.str.,9201709,
Rosa micrantha,9201712,
Rosa obtusifolia,9201713,
Rosa rubiginosa,9201714,
Rosa rubiginosa sens.str.,9201715,
Rosa rugosa,9201716,
Rosa sherardii,9201718,
Rosa pimpinellifolia,9201719,
Rosa stylosa,9201720,
Rosa tomentosa,9201721,
Rosa villosa agg.,9201722,
Rosa virginiana,9201724,
Rubia peregrina,9201725,
Rubus caesius,9201726,
Rubus chamaemorus,9201727,
Rubus fruticosus agg.,9201728,
Rubus idaeus,9201729,
Rubus saxatilis,9201730,
Rubus spectabilis,9201731,
Rubus ulmifolius (dis),9201732,
Rudbeckia laciniata,9201733,
Rumex acetosa,9201734,
Rumex acetosella,9201735,
Rumex pseudoalpinus,9201737,
Rumex aquaticus,9201739,
Rumex conglomeratus,9201741,
Rumex crispus,9201742,
Rumex cristatus,9201743,
Rumex frutescens,9201744,
Rumex hydrolapathum,9201745,
Rumex longifolius,9201746,
Rumex maritimus,9201747,
Rumex obtusifolius,9201748,
Rumex palustris,9201749,
Rumex pulcher,9201751,
Rumex rupestris,9201752,
Rumex sanguineus,9201753,
Rumex scutatus,9201754,
Rumex tenuifolius,9201756,
Rumex salicifolius,9201757,
Ruppia maritima,9201758,
Ruppia cirrhosa,9201759,
Ruscus aculeatus,9201760,
Sagina apetala subsp.erecta,9201761,
Sagina apetala subsp.apetala,9201762,
Sagina nivalis,9201764,
Sagina maritima,9201765,
Sagina nodosa,9201766,
Sagina procumbens,9201767,
Sagina saginoides,9201768,
Sagina subulata,9201769,
Sagittaria rigida,9201770,
Sagittaria sagittifolia,9201771,
Salicornia dolichostachya,9201774,
Salicornia fragilis,9201776,
Sarcocornia perennis,9201777,
Salicornia nitens,9201778,
Salicornia obscura,9201779,
Salicornia pusilla,9201780,
Salicornia ramosissima,9201781,
Salix alba,9201784,w
Salix arbuscula,9201785,w
Salix atrocinerea,9201786,w
Salix aurita,9201787,w
Salix caprea,9201788,w
Salix caprea subsp.sphacelata,9201788.2,w
Salix cinerea,9201789,w
Salix fragilis,9201793,w
Salix herbacea,9201794,w
Salix lanata,9201795,w
Salix lapponum,9201796,w
Salix myrsinifolia,9201797,w
Salix myrsinites,9201798,w
Salix pentandra,9201799,w
Salix phylicifolia,9201800,w
Salix purpurea,9201801,w
Salix repens agg.,9201802,w
Salix reticulata,9201803,w
Salix triandra,9201804,w
Salix viminalis,9201805,w
Salvia pratensis,9201810,
Salvia nemorosa,9201811,
Salvia verbenaca,9201812,
Salvia verticillata,9201813,
Sambucus ebulus,9201814,
Sambucus nigra,9201815,w
Sambucus racemosa,9201816,w
Samolus valerandi,9201817,
Sanguisorba officinalis,9201818,
Sanicula europaea,9201819,
Saponaria officinalis,9201821,
Cytisus scoparius,9201822,w
Cytisus scoparius subsp.maritimus,9201822.1,
Saussurea alpina,9201825,
Saxifraga aizoides,9201826,
Saxifraga cernua,9201827,
Saxifraga cespitosa,9201828,
Saxifraga granulata,9201830,
Saxifraga hirculus,9201832,
Saxifraga hirsuta,9201833,
Saxifraga hypnoides,9201835,
Saxifraga nivalis,9201836,
Saxifraga oppositifolia,9201837,
Saxifraga rivularis,9201838,
Saxifraga spathularis,9201840,
Saxifraga spathularis x umbrosa (S. x urbium),9201841,
Saxifraga stellaris,9201842,
Saxifraga tridactylites,9201843,
Saxifraga umbrosa,9201844,
Scabiosa atropurpurea,9201845,
Scabiosa columbaria,9201846,
Scandix pecten-veneris,9201847,
Scheuchzeria palustris,9201848,
Schoenoplectus pungens,9201849,
Schoenoplectus lacustris,9201851,
Schoenoplectus tabernaemontani,9201852,
Schoenoplectus triqueter,9201853,
Schoenus ferrugineus,9201854,
Schoenus nigricans,9201855,
Scilla autumnalis,9201856,
Scilla verna,9201857,
Trichophorum cespitosum,9201858,
Trichophorum alpinum,9201859,
Bolboschoenus maritimus,9201860,
Scirpus sylvaticus,9201861,
Scleranthus annuus,9201862,
Scleranthus perennis,9201863,
Scorzonera humilis,9201864,
Scrophularia auriculata,9201865,
Scrophularia nodosa,9201867,
Scrophularia scorodonia,9201868,
Scrophularia umbrosa,9201869,
Scrophularia vernalis,9201870,
Scutellaria altissima,9201871,
Scutellaria galericulata,9201872,
Scutellaria minor,9201874,
Sedum acre,9201875,
Sedum album,9201876,
Sedum anglicum,9201877,
Sedum dasyphyllum,9201878,
Sedum forsterianum,9201879,
Sedum rupestre,9201881,
Sedum rosea,9201882,
Sedum sexangulare,9201883,
Sedum spurium,9201884,
Sedum telephium,9201885,
Sedum villosum,9201886,
Selinum carvifolia,9201889,
Sempervivum tectorum,9201890,
Senecio aquaticus,9201891,
Senecio cineraria,9201892,
Tephroseris palustris,9201893,
Senecio doria,9201894,
Senecio erucifolius,9201896,
Senecio fluviatilis,9201897,
Tephroseris integrifolia subsp.integrifolia,9201898,
Senecio jacobaea,9201899,
Senecio paludosus,9201900,
Senecio squalidus,9201902,
Senecio sylvaticus,9201903,
Senecio viscosus,9201904,
Senecio vulgaris,9201905,
Serratula tinctoria,9201906,
Seseli libanotis,9201907,
Sesleria caerulea,9201908,
Setaria viridis,9201911,
Sherardia arvensis,9201912,
Sibbaldia procumbens,9201913,
Sibthorpia europaea,9201914,
Danthonia decumbens,9201915,
Silaum silaus,9201916,
Silene acaulis,9201917,
Silene gallica,9201918,
Silene armeria,9201920,
Silene conica,9201921,
Silene italica,9201925,
Silene uniflora,9201926,
Silene nutans,9201928,
Silene otites,9201929,
Silybum marianum,9201930,
Simethis planifolia,9201931,
Sinapis alba,9201932,
Sinapis arvensis,9201933,
Sison amomum,9201934,
Sisymbrium altissimum,9201935,
Sisymbrium irio,9201936,
Sisymbrium loeselii,9201937,
Sisymbrium officinale,9201938,
Sisymbrium orientale,9201939,
Sisymbrium strictissimum,9201941,
Sisyrinchium bermudiana,9201942,
Sium latifolium,9201944,
Smyrnium olusatrum,9201945,
Solanum sarachoides,9201946,
Solanum dulcamara,9201947,
Solanum villosum,9201948,
Solanum nigrum,9201949,
Solanum triflorum,9201950,
Solidago virgaurea,9201951,
Sonchus arvensis,9201952,
Sonchus asper,9201953,
Sonchus oleraceus,9201954,
Sonchus palustris,9201955,
Sorbus anglica,9201956,w
Sorbus aria,9201958,w
Sorbus arranensis,9201959,w
Sorbus aucuparia,9201960,w
Sorbus bristoliensis,9201961,w
Sorbus devoniensis,9201962,w
Sorbus domestica,9201963,w
Sorbus eminens,9201964,w
Sorbus hibernica,9201965,w
Sorbus intermedia sens.str.,9201966,w
Sorbus lancastriensis,9201967,w
Sorbus leptophylla,9201969,w
Sorbus leyana,9201970,w
Sorbus minima,9201971,w
Sorbus porrigentiformis,9201972,w
Sorbus pseudofennica,9201973,w
Sorbus rupicola,9201974,w
Sorbus subcuneata,9201976,w
Sorbus torminalis,9201977,w
Sorbus vexans,9201979,w
Sparganium angustifolium,9201980,
Sparganium erectum,9201981,
Sparganium natans,9201982,
Sparganium emersum,9201983,
Spartina alterniflora,9201984,
Spartina maritima,9201985,
Spartina alterniflora x maritima (S. x townsendii),9201986,
Spergula arvensis,9201987,
Spergula morisonii,9201988,
Spergularia bocconei,9201989,
Spergularia marina,9201990,
Spergularia media,9201991,
Spergularia rubra,9201992,
Spergularia rupicola,9201993,
Spiraea agg.,9201994,
Spiranthes aestivalis,9201995,
Spiranthes romanzoffiana,9201996,
Spiranthes spiralis,9201997,
Stachys alpina,9201998,
Stachys palustris x sylvatica (S. x ambigua),9201999,
Stachys arvensis,9202001,
Stachys germanica,9202002,
Stachys palustris,9202003,
Stachys sylvatica,9202005,
Staphylea pinnata,9202006,
Stellaria uliginosa,9202007,
Stellaria pallida,9202008,
Stellaria graminea,9202009,
Stellaria holostea,9202010,
Stellaria media,9202012,
Stellaria neglecta,9202013,
Stellaria nemorum,9202014,
Stellaria palustris,9202015,
Stratiotes aloides,9202017,
Suaeda vera,9202018,
Suaeda maritima,9202019,
Subularia aquatica,9202020,
Succisa pratensis,9202021,
Symphoricarpos albus,9202022,w
Symphytum asperum,9202023,
Symphytum officinale,9202024,
Symphytum asperum x officinale (S. x uplandicum),9202025,
Symphytum orientale,9202026,
Symphytum tuberosum,9202028,
Syringa vulgaris,9202029,w
Tamarix gallica,9202031,
Tamus communis,9202032,
Tanacetum vulgare,9202033,
Taraxacum agg.,9202034,
Taxus baccata,9202039,w
Teesdalia nudicaulis,9202041,
Tetragonolobus maritimus,9202042,
Teucrium botrys,9202043,
Teucrium chamaedrys,9202044,
Teucrium scordium,9202045,
Teucrium scorodonia,9202046,
Thalictrum alpinum,9202047,
Thalictrum flavum,9202048,
Thalictrum minus,9202049,
Thesium humifusum,9202055,
Thlaspi caerulescens,9202057,
Thlaspi arvense,9202058,
Thlaspi perfoliatum,9202059,
Thymus polytrichus,9202060,
Thymus pulegioides,9202061,
Thymus serpyllum,9202062,
Tilia cordata,9202063,w
Tilia platyphyllos,9202064,w
Tilia x vulgaris,9202065,w
Tofieldia pusilla,9202066,
Tordylium maximum,9202067,
Torilis arvensis,9202068,
Torilis japonica,9202069,
Torilis nodosa,9202070,
Trachystemon orientalis,9202071,
Tragopogon porrifolius,9202073,
Tragopogon pratensis,9202074,
Trientalis europaea,9202076,
Trifolium arvense,9202077,
Trifolium aureum,9202078,
Trifolium bocconei,9202079,
Trifolium campestre,9202080,
Trifolium dubium,9202081,
Trifolium fragiferum,9202083,
Trifolium glomeratum,9202084,
Trifolium incarnatum subsp.incarnatum,9202086,
Trifolium medium,9202087,
Trifolium micranthum,9202088,
Trifolium incarnatum subsp.molinerii,9202089,
Trifolium ochroleucon,9202090,
Trifolium pratense,9202091,
Trifolium repens,9202092,
Trifolium resupinatum,9202093,
Trifolium scabrum,9202094,
Trifolium squamosum,9202095,
Trifolium stellatum,9202096,
Trifolium striatum,9202097,
Trifolium strictum,9202098,
Trifolium subterraneum,9202099,
Trifolium suffocatum,9202100,
Triglochin maritimum,9202101,
Triglochin palustre,9202102,
Trifolium ornithopodioides,9202103,
Trinia glauca,9202104,
Trisetum flavescens,9202105,
Trollius europaeus,9202106,
Tulipa sylvestris,9202107,
Arabis glabra,9202108,
Tussilago farfara,9202109,
Typha angustifolia,9202110,
Typha latifolia,9202111,
Ulex europaeus,9202112,w
Ulex gallii,9202113,w
Ulex minor,9202114,w
Ulmus minor (c),9202115,w
Ulmus glabra,9202119,w
Ulmus plotii,9202121,w
Ulmus procera,9202122,w
Umbilicus rupestris,9202125,
Urtica dioica,9202126,
Urtica pilulifera,9202127,
Urtica urens,9202128,
Utricularia intermedia sens.lat.,9202129,
Utricularia minor,9202130,
Utricularia australis,9202131,
Utricularia vulgaris sens.lat.,9202132,
Vaccinium myrtillus x vitis-idaea (V. x intermedium),9202135,
Vaccinium myrtillus,9202136,
Vaccinium uliginosum,9202137,
Vaccinium vitis-idaea,9202138,
Valeriana dioica,9202139,
Valeriana officinalis,9202140,
Valeriana pyrenaica,9202141,
Valerianella carinata,9202142,
Valerianella dentata,9202143,
Valerianella eriocarpa,9202144,
Valerianella locusta,9202145,
Valerianella rimosa,9202146,
Vallisneria spiralis,9202147,
Verbascum blattaria,9202148,
Verbascum lychnitis,9202149,
Verbascum nigrum,9202150,
Verbascum phlomoides,9202151,
Verbascum pulverulentum,9202153,
Verbascum thapsus,9202157,
Verbascum virgatum,9202158,
Verbena officinalis,9202159,
Veronica agrestis,9202161,
Veronica alpina,9202162,
Veronica anagallis-aquatica,9202163,
Veronica arvensis,9202165,
Veronica beccabunga,9202166,
Veronica catenata,9202167,
Veronica chamaedrys,9202168,
Veronica filiformis,9202169,
Veronica fruticans,9202170,
Veronica hederifolia,9202171,
Veronica montana,9202172,
Veronica officinalis,9202173,
Veronica peregrina,9202174,
Veronica persica,9202175,
Veronica polita,9202176,
Veronica praecox,9202177,
Veronica scutellata,9202179,
Veronica serpyllifolia,9202180,
Veronica serpyllifolia subsp.humifusa,9202180.1,
Veronica spicata,9202181,
Veronica triphyllos,9202182,
Veronica verna,9202183,
Viburnum lantana,9202184,w
Viburnum opulus,9202185,w
Vicia sativa subsp.nigra,9202186,
Vicia bithynica,9202187,
Vicia cracca,9202189,
Vicia hirsuta,9202191,
Vicia lathyroides,9202194,
Vicia lutea,9202195,
Vicia orobus,9202196,
Vicia sativa subsp.sativa,9202197,
Vicia sepium,9202198,
Vicia sylvatica,9202199,
Vicia tenuifolia,9202200,
Vicia parviflora,9202201,
Vicia tetrasperma,9202202,
Vicia villosa,9202203,
Vinca major,9202204,
Vinca minor,9202205,
Viola arvensis,9202206,
Viola canina,9202207,
Viola hirta,9202210,
Viola lactea,9202211,
Viola lutea,9202212,
Viola kitaibeliana,9202213,
Viola odorata,9202214,
Viola palustris,9202215,
Viola persicifolia,9202216,
Viola reichenbachiana,9202217,
Viola riviniana,9202218,
Viola rupestris,9202219,
Viola tricolor,9202220,
Viola tricolor subsp.curtisii,9202220.1,
Lychnis alpina,9202221,
Lychnis viscaria,9202222,
Viscum album,9202223,
Vulpia ciliata subsp.ambigua,9202225,
Vulpia bromoides,9202226,
Vulpia fasciculata,9202227,
Vulpia myuros,9202228,
Wahlenbergia hederacea,9202230,
Wolffia arrhiza,9202231,
Zannichellia palustris,9202237,
Zostera angustifolia,9202238,
Zostera marina,9202239,
Zostera noltii,9202240,
Aesculus hippocastanum,9202241,w
Salicornia agg.,9202242,
Euphrasia officinalis agg.,9202243,
Gaultheria mucronata,9202244,
Phormium tenax,9202245,
Persicaria amplexicaulis,9202246,
Phleum pratense sens.lat.,9202247,
Callitriche seedling/sp,9202249,
Ligustrum ovalifolium,9202250,
Solidago canadensis,9202251,
Arctium tomentosum,9202252,
Alchemilla mollis,9202255,
Kalmia angustifolia,9202257,
Vulpia unilateralis,9202263,
Artemisia norvegica,9202264,
Calystegia pulchra,9202266,
Eleocharis austriaca,9202267,
Trifolium occidentale,9202268,
Polygonum boreale,9202269,
Minuartia recurva,9202270,
Juncus subulatus,9202271,
Sorbus wilmottiana,9202272,w
Alchemilla tytthantha,9202275,
Spartina anglica,9202278,
Atriplex longipes,9202286,
Atriplex praecox,9202287,
Gagea bohemica,9202290,
Hydrilla verticillata,9202291,
Rubus arcticus,9202293,
Senecio cambrensis,9202294,
Lemna minuta,9202300,
Larix kaempferi,9202302,w
Larix x eurolepis (c),9202303,
Salix lapponum x reticulata (S. x boydii),9202308,w
Salix x forbyana (S. cinerea x purpurea x viminalis),9202318,w
Salix caprea x cinerea (S. x reichardtii),9202342,w
Salix viminalis x purpurea (s),9202344,w
Salix alba x babylonica (S. x sepulcralis),9202350,w
Salix caprea x viminalis (S. x sericans),9202351,w
Salix cinerea x viminalis (S. x smithiana),9202354,w
Salix caprea x phylicifolia,9202366,w
Onothera rubricaulis,9202377,
Cicerbita macrophylla,9202381,
Bromus pseudosecalinus,9202382,
Abies alba,9202395,w
Abies grandis,9202396,w
Abies procera,9202397,w
Chamaecyparis lawsoniana,9202398,w
Picea sitchensis,9202401,w
Pinus contorta,9202402,w
Pinus contorta var latifloia (c),9202402.2,
Thuja plicata,9202403,w
Tsuga heterophylla,9202404,w
Arctium minus,9202405,
Platanus x hispanica (P. occidentalis x orientalis),9202407,
Cupressus macrocarpa,9202408,
Sequoiadendron giganteum,9202410,
Cryptomeria japonica,9202411,
Pinus radiata,9202414,w
Sequoia sempervirens,9202417,
Quercus rubra,9202419,
Crassula helmsii,9202423,
Iberis umbellata,9202425,
Laurus nobilis,9202427,w
Polygobum cognatum,9202431,
Solidago gigantea,9202434,
Tolmiea menziesii,9202436,
Viola cornuta,9202437,
Rumex obtusifolius x sanguineus (R. x dufftii),9202455,
Rumex crispus x obtusifolius (R. x pratensis),9202464,
Gaudinia fragilis,9202508,
Vicia sativa,9202516,
Oxalis dillenii,9202517,
Oxalis incarnata,9202518,
Oxalis debilis,9202519,
Oxalis latifolia,9202520,
Oxalis pes-caprae,9202523,
Acaena novae-zelandiae,9202527,
Acaena anserinifolia,9202528,
Limonium binervosum sens.str.,9202532,
Limonium britannicum,9202533,
Limonium dodartiforme,9202534,
Limonium loganicum,9202535,
Limonium parvum,9202536,
Limonium procerum,9202537,
Rorippa islandica sens.str.,9202546,
Cochlearia officinalis sens.lat.,9202547,
Epipactis youngiana,9202549,
Egeria densa,9202551,
Alchemilla gracilis,9202552,
Rosa caesia subsp.glauca,9202554,
Sagina apetala,9202559,
Hieracium 'indeterminate',9202560,
Ranunculus flammula x reptans (R. x levenensis),9202561,
Limonium normannicum,9202562,
Camelina microcarpa,9202567,
Lepidium perfoliatum,9202570,
Lepidium virginicum,9202571,
Neslia paniculata,9202572,
Rumex confertus,9202573,
Carex hostiana x viridula (C. x fulva),9202609,
Senecio aquaticus x jacobaea (S. x ostenfeldii),9202612,
Lonicera nitida,9202613,
Narcissus agg.,9202614,
Amsinckia micrantha,9202616,
Prunus lusitanica,9202618,
Lysichiton americanus,9202619,
Aubrieta deltoidea,9202622,
Senecio squalidus x viscosus (S. x subnebrodensis),9202625,
Gentianella ciliata,9202629,
Asperula cynanchica subsp.occidentalis,9202634,
Dipsacus strigosus,9202635,
Sisymbrium volgense,9202644,
Calamagrostis purpurea,9202646,
Vicia sativa subsp.segetalis,9202649,
Galium fleurotii,9202650,
Sisyrinchium montanum,9202651,
Bidens frondosa,9202652,
Spiraea douglasii,9202658,
Viola riviniana x rupestris (V. x burnatii),9202682,
Viola lactea x riviniana,9202685,
Helianthemum apenninum x nummularium (H. x sulphureum),9202690,
Cerastium alpinum x fontanum (C. x symei),9202693,
Rosa arvensis x canina (R. x verticillacantha),9202712,
Rosa canina x stylosa (R. x andegavensis),9202725,
Rosa canina x tomentosa (R. x scabriuscula),9202730,
Rosa canina x rubiginosa (R. x nitidula),9202731,
Epilobium ciliatum x tetragonum,9202783,
Pilosella officinarum x peleteriana (P. x longisquama),9202841,
Dactylorhiza fuchsii x purpurella (D. x venusta),9202863,
Dactylorhiza majalis x purpurella,9202877,
Elytrigia atherica x repens (E. x oliveri),9202908,
Sagina procumbens x saginoides (S. x normaniana),9202923,
Dactylorhiza lapponica,9202964,
x Cupressocyparis leylandii,9202967,w
Lepidium graminifolium,9202987,
Avena sativa,9202988,
Potentilla x mixta sens. lat. (P. anglica or erecta x reptans),9202990,
Hieracium alpinum (alp),9203003,
Hieracium anglicum (ala),9203007,
Hieracium argenteum (sax),9203012,
Hieracium umbellatum,9203023,
Hieracium caesiomurorum (cae),9203034,
Hieracium caledonicum,9203036,
Hieracium calenduliflorum (nig),9203037,
Hieracium callistophyllum (roh),9203039,
Hieracium carpathicum (car),9203050,
Hieracium cillense (ste),9203051,
Pilosella caespitosa,9203054,
Hieracium dewarii (car),9203066,
Hieracium diaphanoides (dia),9203067,
Hieracium diaphanum (dia),9203068,
Hieracium orcadense (cae),9203078,
Pilosella flagellaris,9203083,
Hieracium grandidens (mur),9203092,
Hieracium hanburyi (nig),9203097.1,
Hieracium holosericeum,9203104,
Hieracium hypochoeroides (hyp),9203106,
Hieracium iricum (ala),9203108,
Hieracium lasiophyllum (sch),9203115,
Hieracium latobrigorum (inu),9203116,
Hieracium lepidulum (vul),9203117,
Hieracium lissolepium (lae),9203124,
Hieracium maculatum (mac),9203127,
Hieracium oistophyllum (fus),9203138,
Pilosella peleteriana,9203144,
Hieracium pellucidum (mur),9203145,
Pilosella praealta,9203154,
Hieracium prenanthoides (pre),9203157,
Hieracium proximum (ang),9203159,
Hieracium subumbellatiforme (cro),9203161,
Hieracium reticulatum (inu),9203175,
Hieracium pollichiae (mac),9203180,
Hieracium sanguineum (bif),9203183,
Hieracium schmidtii (sch),9203187,
Hieracium scoticum,9203188,
Hieracium scotostictum (gla),9203189,
Hieracium senescens,9203192,
Hieracium sommerfeltii (som),9203196,
Hieracium sparsifolium (lae),9203197,
Hieracium speluncorum (amp),9203198,
Hieracium acuminatum (arg),9203205,
Hieracium submurorum (atr),9203215,
Hieracium subramosum (cae),9203219,
Hieracium subrude (ono),9203220,
Hieracium vagum (sab),9203235,
Hieracium vinicaule (tru),9203238,
Hieracium virgultorum (sab),9203239,
Hieracium vulgatum (vul),9203240,
Hieracium zetlandicum (epi),9203241,
Hieracium integratum (mur),9203272,
Hieracium oblongum (mur),9203278,
Atriplex prostrata agg.,9203311,
Rubus adscitus (app),9203314,
Rubus affinus (sub),9203315,
Rubus arrhenii (sil),9203331,
Rubus atrocaulis (sil),9203336,
Rubus bloxamii (app),9203348,
Rubus boraeanus (app),9203349,
Rubus cardiophyllus (sil),9203361,
Rubus condensatus (app),9203375,
Rubus curtiglandulosus (app),9203389,
Rubus danicus (sil),9203393,
Rubus dasyphyllus (app),9203395,
Rubus echinatus (app),9203399,
Rubus divaricatus (sub),9203402,
Rubus durotrigum (app),9203408,
Rubus eboracensis,9203409,
Rubus egregius (sil),9203412,
Rubus fissus (sub),9203427,
Rubus fuscus (app),9203437,
Rubus gratus (sil),9203444,
Rubus hartmanii (app),9203451,
Rubus hebecaulis (app),9203454,
Rubus incurvatus (sil),9203478,
Rubus laciniatus (sil),9203489,
Rubus lentiginosus (sil),9203500,
Rubus leptadenes (app),9203501,
Rubus leucostachys (app),9203504,
Rubus lindebergii (sil),9203507,
Rubus lindleianus (sil),9203508,
Rubus macrophyllus (sil),9203520,
Rubus macrothyrsus (app),9203522,
Rubus menkei (app),9203531,
Rubus mercicus (sil),9203532,
Rubus micans (app),9203534,
