,SITE,PLOT,NVC,Yr,shortcodes
1958,20,10,W12,2,W12
1959,20,11,W8d,2,W8
1960,20,12,W12,2,W12
1961,20,13,W13,2,W13
1962,20,14,W12,2,W12
1963,20,15,OV27,2,OV27
1964,20,16,OV27,2,OV27
1965,21,1,W21,2,W21
1966,21,2,W21,2,W21
1967,21,3,W8d,2,W8
1968,21,4,W21,2,W21
1969,21,5,W8d,2,W8
1970,21,6,W8d,2,W8
1971,21,7,S5,2,S5
1972,21,8,W21,2,W21
1973,21,9,W21,2,W21
1974,21,10,W8d,2,W8
1975,21,11,W8d,2,W8
1976,21,12,W21,2,W21
1977,21,13,W21b,2,W21
1978,21,14,W8d,2,W8
1979,21,15,W10,2,W10
1980,21,16,W21,2,W21
1981,22,1,W13,2,W13
1982,22,2,W8d,2,W8
1983,22,3,W8d,2,W8
1984,22,4,W6a,2,W6
1985,22,5,W13,2,W13
1986,22,6,OV27d,2,OV27
1987,22,7,W21,2,W21
1988,22,8,OV27d,2,OV27
1989,22,9,OV27d,2,OV27
1990,22,10,W8d,2,W8
1991,22,11,W21,2,W21
1992,22,12,W21,2,W21
1993,22,13,W8e,2,W8
1994,22,14,OV27,2,OV27
1995,22,15,W8e,2,W8
1996,22,16,OV27d,2,OV27
1997,23,1,W21,2,W21
1998,23,2,W10,2,W10
1999,23,3,W10,2,W10
2000,23,4,W10c,2,W10
2001,23,5,W10,2,W10
2002,23,6,W10,2,W10
2003,23,7,W8d,2,W8
2004,23,8,W8e,2,W8
2005,23,9,W8d,2,W8
2006,23,10,W10,2,W10
2007,23,11,W8d,2,W8
2008,23,12,W8e,2,W8
2009,23,13,W10,2,W10
2010,23,14,W10,2,W10
2011,23,15,W10,2,W10
2012,23,16,W8d,2,W8
2013,24,1,MG7A,2,MG7
2014,24,2,MG7A,2,MG7
2015,24,3,MG7A,2,MG7
2016,24,4,MG7A,2,MG7
2017,24,5,MG7A,2,MG7
2018,24,6,W8d,2,W8
2019,24,7,MG7A,2,MG7
2020,24,8,W21,2,W21
2021,24,9,W21,2,W21
2022,24,10,OV27d,2,OV27
2023,24,11,MG7A,2,MG7
2024,24,12,MG7A,2,MG7
2025,24,13,W8d,2,W8
2026,24,14,W21,2,W21
2027,24,15,W21,2,W21
2028,24,16,W21,2,W21
2029,25,1,W21,2,W21
2030,25,2,W21a,2,W21
2031,25,3,W21,2,W21
2032,25,4,W8d,2,W8
2033,25,5,W8d,2,W8
2034,25,6,W8d,2,W8
2035,25,7,W21,2,W21
2036,25,8,W8d,2,W8
2037,25,9,W8d,2,W8
2038,25,10,W8d,2,W8
2039,25,11,W10,2,W10
2040,25,12,W21,2,W21
2041,25,13,W8d,2,W8
2042,25,14,W21,2,W21
2043,25,15,W8d,2,W8
2044,25,16,W8d,2,W8
2045,26,1,W6,2,W6
2046,26,2,OV27d,2,OV27
2047,26,3,S28,2,S28
2048,26,4,W15a,2,W15
2049,26,5,W6,2,W6
2050,26,6,OV27d,2,OV27
2051,26,7,OV27d,2,OV27
2052,26,8,OV27,2,OV27
2053,26,9,OV27,2,OV27
2054,26,10,W8e,2,W8
2055,26,11,OV27d,2,OV27
2056,26,12,W16b,2,W16
2057,26,13,W8e,2,W8
2058,26,14,OV27d,2,OV27
2059,26,15,W21,2,W21
2060,26,16,W21,2,W21
2061,27,1,W13,2,W13
2062,27,2,W13,2,W13
2063,27,3,W21a,2,W21
2064,27,4,W13,2,W13
2065,27,5,W21,2,W21
2066,27,6,W13,2,W13
2067,27,7,W13,2,W13
2068,27,8,W13,2,W13
2069,27,9,W13,2,W13
2070,27,10,W13b,2,W13
2071,27,11,W21,2,W21
2072,27,12,W21b,2,W21
2073,27,13,W13b,2,W13
2074,27,14,W21b,2,W21
2075,27,15,W13,2,W13
2076,27,16,OV27,2,OV27
2077,28,1,OV27d,2,OV27
2078,28,2,OV27d,2,OV27
2079,28,3,OV27d,2,OV27
2080,28,4,OV27d,2,OV27
2081,28,5,W21a,2,W21
2082,28,6,OV27,2,OV27
2083,28,7,W21a,2,W21
2084,28,8,W21,2,W21
2085,28,9,W21a,2,W21
2086,28,10,W21,2,W21
2087,28,11,W13,2,W13
2088,28,12,W21,2,W21
2089,28,13,W21,2,W21
2090,28,14,OV27d,2,OV27
2091,28,15,W21,2,W21
2092,28,16,W21,2,W21
2093,29,2,OV27,2,OV27
2094,29,3,OV27d,2,OV27
2095,29,4,W14,2,W14
2096,29,5,W12c,2,W12
2097,29,6,OV27,2,OV27
2098,29,7,W12,2,W12
2099,29,8,W10c,2,W10
2100,29,9,W25,2,W25
2101,29,10,W21,2,W21
2102,29,11,W15a,2,W15
2103,29,12,W12,2,W12
2104,29,13,W12c,2,W12
2105,29,14,OV27,2,OV27
2106,29,15,W21,2,W21
2107,29,16,W13,2,W13
2108,30,1,W10d,2,W10
2109,30,2,W10c,2,W10
2110,30,3,W10d,2,W10
2111,30,4,W10d,2,W10
2112,30,5,W10a,2,W10
2113,30,6,W10,2,W10
2114,30,7,W10c,2,W10
2115,30,8,W16b,2,W16
2116,30,9,W10d,2,W10
2117,30,10,W10a,2,W10
2118,30,11,W10a,2,W10
2119,30,12,W15a,2,W15
2120,30,13,W10d,2,W10
2121,30,14,W10d,2,W10
2122,30,15,W21,2,W21
2123,30,16,W8d,2,W8
2124,31,1,W8d,2,W8
2125,31,2,W8d,2,W8
2126,31,3,W13,2,W13
2127,31,4,W13,2,W13
2128,31,5,OV27d,2,OV27
2129,31,6,W21a,2,W21
2130,31,7,OV27d,2,OV27
2131,31,8,W6,2,W6
2132,31,9,W8d,2,W8
2133,31,10,W8d,2,W8
2134,31,11,W13,2,W13
2135,31,12,W13,2,W13
2136,31,13,W10,2,W10
2137,31,14,W8d,2,W8
2138,31,15,W8d,2,W8
2139,31,16,W13,2,W13
2140,32,1,W10a,2,W10
2141,32,2,W10a,2,W10
2142,32,3,W10a,2,W10
2143,32,4,W16b,2,W16
2144,32,5,W15a,2,W15
2145,32,6,W10c,2,W10
2146,32,7,W10a,2,W10
2147,32,8,W10a,2,W10
2148,32,9,W10a,2,W10
2149,32,10,OV27,2,OV27
2150,32,11,W10c,2,W10
2151,32,12,W10d,2,W10
2152,32,13,W10a,2,W10
2153,32,14,W10a,2,W10
2154,32,15,W10a,2,W10
2155,32,16,W10a,2,W10
2156,33,1,W13,2,W13
2157,33,2,W10a,2,W10
2158,33,3,W21c,2,W21
2159,33,4,W10a,2,W10
2160,33,5,OV27d,2,OV27
2161,33,6,W21,2,W21
2162,33,7,OV27d,2,OV27
2163,33,8,W21,2,W21
2164,33,9,W21,2,W21
2165,33,10,W21,2,W21
2166,33,11,W13,2,W13
2167,33,12,W13,2,W13
2168,33,13,W21,2,W21
2169,33,14,W13,2,W13
2170,33,15,W13,2,W13
2171,33,16,W13,2,W13
2172,34,1,W8d,2,W8
2173,34,2,W21,2,W21
2174,34,3,W21b,2,W21
2175,34,4,W8d,2,W8
2176,34,5,W8d,2,W8
2177,34,6,W13,2,W13
2178,34,7,W13,2,W13
2179,34,8,OV27d,2,OV27
2180,34,9,W21a,2,W21
2181,34,10,W21,2,W21
2182,34,11,W21a,2,W21
2183,34,12,W8d,2,W8
2184,34,13,W8d,2,W8
2185,34,14,W21,2,W21
2186,34,15,W8d,2,W8
2187,34,16,W8d,2,W8
2188,35,1,OV27d,2,OV27
2189,35,2,W21,2,W21
2190,35,3,W10,2,W10
2191,35,4,W16b,2,W16
2192,35,5,W10d,2,W10
2193,35,6,W10d,2,W10
2194,35,7,W10d,2,W10
2195,35,8,W21,2,W21
2196,35,9,W13,2,W13
2197,35,10,W21,2,W21
2198,35,11,W21,2,W21
2199,35,12,W13,2,W13
2200,35,13,W10a,2,W10
2201,35,14,W10d,2,W10
2202,35,15,S26d,2,S26
2203,35,16,OV27d,2,OV27
2204,36,1,W10a,2,W10
2205,36,2,W10c,2,W10
2206,36,3,W10d,2,W10
2207,36,4,W10c,2,W10
2208,36,5,OV27d,2,OV27
2209,36,6,W16b,2,W16
2210,36,7,OV27d,2,OV27
2211,36,8,W10c,2,W10
2212,36,9,W6,2,W6
2213,36,10,W8d,2,W8
2214,36,11,W6,2,W6
2215,36,12,W10d,2,W10
2216,36,13,W16b,2,W16
2217,36,14,W21,2,W21
2218,36,15,W6,2,W6
2219,36,16,OV27,2,OV27
2220,37,1,W16b,2,W16
2221,37,2,W10c,2,W10
2222,37,3,W16a,2,W16
2223,37,4,W10c,2,W10
2224,37,5,W10a,2,W10
2225,37,6,OV27d,2,OV27
2226,37,7,W16b,2,W16
2227,37,8,W10d,2,W10
2228,37,9,OV27d,2,OV27
2229,37,10,W10c,2,W10
2230,37,11,OV27d,2,OV27
2231,37,12,OV27d,2,OV27
2232,37,13,W10d,2,W10
2233,37,14,W16,2,W16
2234,37,15,W16,2,W16
2235,37,16,W16,2,W16
2236,38,1,W10c,2,W10
2237,38,2,W10a,2,W10
2238,38,3,OV27d,2,OV27
2239,38,4,W10a,2,W10
2240,38,5,W8,2,W8
2241,38,6,W10d,2,W10
2242,38,7,W10,2,W10
2243,38,8,W10c,2,W10
2244,38,10,W16b,2,W16
2245,38,11,W16b,2,W16
2246,38,12,W10c,2,W10
2247,38,13,W10,2,W10
2248,38,14,W6,2,W6
2249,38,15,OV27,2,OV27
2250,38,16,W6,2,W6
2251,39,1,W10,2,W10
2252,39,2,W10d,2,W10
2253,39,3,OV27,2,OV27
2254,39,4,OV27,2,OV27
2255,39,5,W16a,2,W16
2256,39,6,OV27,2,OV27
2257,39,7,W10,2,W10
2258,39,8,W16,2,W16
2259,39,9,W16a,2,W16
2260,39,10,OV27,2,OV27
2261,39,11,W16a,2,W16
2262,39,12,OV27,2,OV27
2263,39,13,U2b,2,U2
2264,39,14,MG7A,2,MG7
2265,39,15,OV27,2,OV27
2266,39,16,MG10a,2,MG10
2267,40,1,W16,2,W16
2268,40,2,W10d,2,W10
2269,40,3,MG9,2,MG9
2270,40,4,MG1a,2,MG1
2271,40,5,W24,2,W24
2272,40,6,W6,2,W6
2273,40,7,OV27,2,OV27
2274,40,8,W10,2,W10
2275,40,9,W10d,2,W10
2276,40,10,W10c,2,W10
2277,40,11,W8d,2,W8
2278,40,12,W10d,2,W10
2279,40,13,W6,2,W6
2280,40,14,W10c,2,W10
2281,40,15,W10d,2,W10
2282,40,16,OV27,2,OV27
2283,41,1,W6,2,W6
2284,41,2,W21,2,W21
2285,41,3,W6,2,W6
2286,41,4,W10c,2,W10
2287,41,5,W6,2,W6
2288,41,6,W21,2,W21
2289,41,7,OV27,2,OV27
2290,41,8,W6,2,W6
2291,41,9,W6,2,W6
2292,41,10,W6,2,W6
2293,41,11,W6,2,W6
2294,41,12,W21,2,W21
2295,41,13,W6,2,W6
2296,41,14,S7,2,S7
2297,41,15,OV27,2,OV27
2298,41,16,W6,2,W6
2299,42,1,M15c,2,M15
2300,42,2,W25b,2,W25
2301,42,3,W10d,2,W10
2302,42,4,W16,2,W16
2303,42,5,W10d,2,W10
2304,42,6,H2b,2,H2
2305,42,7,H2,2,H2
2306,42,8,W10d,2,W10
2307,42,9,W10d,2,W10
2308,42,10,W10d,2,W10
2309,42,11,M6,2,M6
2310,42,12,W4,2,W4
2311,42,13,W10d,2,W10
2312,42,14,W10c,2,W10
2313,42,15,W10,2,W10
2314,42,16,W10,2,W10
2315,43,1,W4,2,W4
2316,43,2,W4,2,W4
2317,43,3,W10d,2,W10
2318,43,4,W10d,2,W10
2319,43,5,OV27,2,OV27
2320,43,6,W22,2,W22
2321,43,7,W10c,2,W10
2322,43,8,W10,2,W10
2323,43,9,OV27,2,OV27
2324,43,10,W10d,2,W10
2325,43,11,W10d,2,W10
2326,43,12,W10d,2,W10
2327,43,13,W16a,2,W16
2328,43,14,OV27,2,OV27
2329,43,15,OV27,2,OV27
2330,43,16,OV27,2,OV27
2331,44,1,OV27,2,OV27
2332,44,2,MG7A,2,MG7
2333,44,3,MG1b,2,MG1
2334,44,4,MG7A,2,MG7
2335,44,5,MG7A,2,MG7
2336,44,6,MG10a,2,MG10
2337,44,7,OV27,2,OV27
2338,44,8,MG7A,2,MG7
2339,44,9,OV27,2,OV27
2340,44,10,OV27d,2,OV27
2341,44,11,W10d,2,W10
2342,44,12,W14,2,W14
2343,44,13,OV27d,2,OV27
2344,44,14,OV27d,2,OV27
2345,44,15,W6,2,W6
2346,44,16,OV27d,2,OV27
2347,45,1,W6,2,W6
2348,45,2,W16b,2,W16
2349,45,3,W10a,2,W10
2350,45,4,W6,2,W6
2351,45,5,W10a,2,W10
2352,45,6,W10,2,W10
2353,45,7,W21a,2,W21
2354,45,8,W10c,2,W10
2355,45,9,W6,2,W6
2356,45,10,W10a,2,W10
2357,45,11,W10d,2,W10
2358,45,12,W10d,2,W10
2359,45,13,W10c,2,W10
2360,45,14,W22,2,W22
2361,45,15,W8d,2,W8
2362,45,16,W10c,2,W10
2363,46,1,W12,2,W12
2364,46,2,W13,2,W13
2365,46,3,W21,2,W21
2366,46,4,W8d,2,W8
2367,46,5,W10,2,W10
2368,46,6,MG7,2,MG7
2369,46,7,W16b,2,W16
2370,46,9,W8d,2,W8
2371,46,10,W21c,2,W21
2372,46,11,S5,2,S5
2373,46,12,W8d,2,W8
2374,46,13,W10a,2,W10
2375,46,14,OV27d,2,OV27
2376,46,15,OV27d,2,OV27
2377,46,16,W21c,2,W21
2378,47,1,W16,2,W16
2379,47,2,W10c,2,W10
2380,47,3,W16,2,W16
2381,47,4,OV27,2,OV27
2382,47,5,W16,2,W16
2383,47,6,OV27,2,OV27
2384,47,7,W10,2,W10
2385,47,8,W10d,2,W10
2386,47,9,W10,2,W10
2387,47,10,W10d,2,W10
2388,47,11,OV27,2,OV27
2389,47,12,W4,2,W4
2390,47,13,W4,2,W4
2391,47,14,OV27,2,OV27
2392,47,15,W10d,2,W10
2393,47,16,MG1b,2,MG1
2394,48,1,W8d,2,W8
2395,48,2,W8d,2,W8
2396,48,3,OV27d,2,OV27
2397,48,4,OV27d,2,OV27
2398,48,5,W10a,2,W10
2399,48,6,W10a,2,W10
2400,48,8,W6,2,W6
2401,48,9,W6,2,W6
2402,48,11,W14,2,W14
2403,48,12,W10a,2,W10
2404,48,13,W16b,2,W16
2405,48,14,OV27d,2,OV27
2406,48,15,W6,2,W6
2407,48,16,W16b,2,W16
2408,49,1,W10c,2,W10
2409,49,2,OV27d,2,OV27
2410,49,3,W10a,2,W10
2411,49,4,W10a,2,W10
2412,49,5,OV27d,2,OV27
2413,49,6,OV27d,2,OV27
2414,49,7,OV27d,2,OV27
2415,49,8,W10d,2,W10
2416,49,9,W10c,2,W10
2417,49,10,OV27d,2,OV27
2418,49,11,W21,2,W21
2419,49,12,W21,2,W21
2420,49,13,W6,2,W6
2421,49,14,W6,2,W6
2422,49,15,W21,2,W21
2423,49,16,W6,2,W6
2424,50,1,OV27d,2,OV27
2425,50,2,W10,2,W10
2426,50,3,W10,2,W10
2427,50,4,W10c,2,W10
2428,50,5,MG1b,2,MG1
2429,50,6,MG7A,2,MG7
2430,50,7,OV21,2,OV21
2431,50,8,W10c,2,W10
2432,50,9,W15a,2,W15
2433,50,10,W10a,2,W10
2434,50,11,W10a,2,W10
2435,50,12,W6,2,W6
2436,50,13,W10,2,W10
2437,50,14,W10,2,W10
2438,50,15,W10,2,W10
2439,50,16,W10d,2,W10
2440,51,1,W15a,2,W15
2441,51,2,W21,2,W21
2442,51,3,W21,2,W21
2443,51,4,W21,2,W21
2444,51,5,OV27d,2,OV27
2445,51,6,W21,2,W21
2446,51,7,OV27d,2,OV27
2447,51,8,OV27d,2,OV27
2448,51,9,W21,2,W21
2449,51,10,W21,2,W21
2450,51,11,OV27d,2,OV27
2451,51,12,OV27d,2,OV27
2452,51,13,W8e,2,W8
2453,51,14,W21,2,W21
2454,51,15,OV27d,2,OV27
2455,51,16,W21,2,W21
2456,52,1,W16b,2,W16
2457,52,2,W16b,2,W16
2458,52,3,W16b,2,W16
2459,52,4,W16b,2,W16
2460,52,5,W16b,2,W16
2461,52,6,W16b,2,W16
2462,52,7,W10,2,W10
2463,52,8,W16b,2,W16
2464,52,9,W10d,2,W10
2465,52,10,W16b,2,W16
2466,52,11,W16b,2,W16
2467,52,12,W10c,2,W10
2468,52,13,W16b,2,W16
2469,52,14,W10a,2,W10
2470,52,15,W10a,2,W10
2471,52,16,W16b,2,W16
2472,53,1,W6,2,W6
2473,53,2,W6,2,W6
2474,53,3,W6,2,W6
2475,53,4,OV27d,2,OV27
2476,53,5,OV27d,2,OV27
2477,53,6,OV27d,2,OV27
2478,53,7,OV27d,2,OV27
2479,53,8,W6,2,W6
2480,53,9,S5,2,S5
2481,53,10,W21,2,W21
2482,53,11,W6,2,W6
2483,53,12,OV27d,2,OV27
2484,53,13,W6,2,W6
2485,53,14,W6,2,W6
2486,53,15,W6,2,W6
2487,53,16,W6,2,W6
2488,54,1,W10,2,W10
2489,54,2,OV27,2,OV27
2490,54,3,W10d,2,W10
2491,54,4,OV27d,2,OV27
2492,54,5,W10d,2,W10
2493,54,6,W10c,2,W10
2494,54,7,W10d,2,W10
2495,54,8,W22,2,W22
2496,54,9,W10a,2,W10
2497,54,10,W10a,2,W10
2498,54,11,W10d,2,W10
2499,54,12,W10a,2,W10
2500,54,13,W10c,2,W10
2501,54,14,W14,2,W14
2502,54,15,W10a,2,W10
2503,54,16,W10d,2,W10
2504,55,1,W21,2,W21
2505,55,2,W8d,2,W8
2506,55,3,W21,2,W21
2507,55,4,MG1b,2,MG1
2508,55,5,W21,2,W21
2509,55,6,W8d,2,W8
2510,55,7,W8d,2,W8
2511,55,8,W10c,2,W10
2512,55,9,W21,2,W21
2513,55,10,W8d,2,W8
2514,55,11,W21,2,W21
2515,55,12,W21,2,W21
2516,55,13,W21,2,W21
2517,55,14,W21c,2,W21
2518,55,15,W21,2,W21
2519,55,16,W10c,2,W10
2520,56,1,W10c,2,W10
2521,56,2,W10c,2,W10
2522,56,3,W16b,2,W16
2523,56,4,OV27d,2,OV27
2524,56,5,W8d,2,W8
2525,56,6,W8d,2,W8
2526,56,7,OV27d,2,OV27
2527,56,8,OV27d,2,OV27
2528,56,9,W16b,2,W16
2529,56,10,W10c,2,W10
2530,56,11,W14,2,W14
2531,56,12,W10c,2,W10
2532,56,13,W10c,2,W10
2533,56,14,W10c,2,W10
2534,56,15,W10a,2,W10
2535,56,16,OV27,2,OV27
2536,57,1,W8d,2,W8
2537,57,2,W8d,2,W8
2538,57,3,W8d,2,W8
2539,57,4,W10c,2,W10
2540,57,5,W6,2,W6
2541,57,6,W8d,2,W8
2542,57,7,MG7A,2,MG7
2543,57,8,W21,2,W21
2544,57,9,W6,2,W6
2545,57,10,W8d,2,W8
2546,57,11,OV20,2,OV20
2547,57,12,W21,2,W21
2548,57,13,W6,2,W6
2549,57,14,W10c,2,W10
2550,57,15,OV27d,2,OV27
2551,57,16,W8d,2,W8
2552,58,1,W6,2,W6
2553,58,2,W10,2,W10
2554,58,3,W10,2,W10
2555,58,4,W4,2,W4
2556,58,5,W10c,2,W10
2557,58,6,W16,2,W16
2558,58,7,W7,2,W7
2559,58,8,W10d,2,W10
2560,58,9,W16a,2,W16
2561,58,10,W16b,2,W16
2562,58,11,W10d,2,W10
2563,58,12,OV27,2,OV27
2564,58,13,W7,2,W7
2565,58,14,W10a,2,W10
2566,58,15,W6,2,W6
2567,58,16,OV27,2,OV27
2568,59,2,MG10a,2,MG10
2569,59,3,W10d,2,W10
2570,59,4,W4,2,W4
2571,59,5,W4,2,W4
2572,59,6,W6,2,W6
2573,59,7,OV26,2,OV26
2574,59,9,S4,2,S4
2575,59,10,OV26,2,OV26
2576,59,11,W4,2,W4
2577,59,12,S4,2,S4
2578,59,13,S4,2,S4
2579,59,14,S4,2,S4
2580,59,15,W2a,2,W2
2581,59,16,OV26a,2,OV26
2582,60,1,W21,2,W21
2583,60,2,W13,2,W13
2584,60,3,W16b,2,W16
2585,60,4,W8e,2,W8
2586,60,5,W10,2,W10
2587,60,6,W10,2,W10
2588,60,7,W8e,2,W8
2589,60,8,OV27d,2,OV27
2590,60,9,W10,2,W10
2591,60,10,W10,2,W10
2592,60,11,W10,2,W10
2593,60,12,W8d,2,W8
2594,60,13,W10,2,W10
2595,60,14,W10,2,W10
2596,60,15,W10,2,W10
2597,60,16,W21,2,W21
2598,61,1,W10c,2,W10
2599,61,2,W4,2,W4
2600,61,3,OV27,2,OV27
2601,61,4,OV27,2,OV27
2602,61,5,W10d,2,W10
2603,61,6,W4,2,W4
2604,61,7,W10d,2,W10
2605,61,8,W10,2,W10
2606,61,9,W10c,2,W10
2607,61,10,W10d,2,W10
2608,61,11,W10d,2,W10
2609,61,12,W10c,2,W10
2610,61,13,W10c,2,W10
2611,61,14,W14,2,W14
2612,61,15,W16b,2,W16
2613,61,16,W10d,2,W10
2614,62,1,W10d,2,W10
2615,62,2,W10d,2,W10
2616,62,3,W10,2,W10
2617,62,4,W10a,2,W10
2618,62,5,W16b,2,W16
2619,62,6,OV27,2,OV27
2620,62,7,W10d,2,W10
2621,62,8,W10,2,W10
2622,62,9,W16b,2,W16
2623,62,10,MG7A,2,MG7
2624,62,11,OV27,2,OV27
2625,62,12,OV27,2,OV27
2626,62,13,OV27,2,OV27
2627,62,14,OV27d,2,OV27
2628,62,15,W10a,2,W10
2629,62,16,W21,2,W21
2630,63,1,W21,2,W21
2631,63,2,W21,2,W21
2632,63,3,W8e,2,W8
2633,63,4,W21a,2,W21
2634,63,5,W21,2,W21
2635,63,6,OV27d,2,OV27
2636,63,7,W6,2,W6
2637,63,8,OV27d,2,OV27
2638,63,9,OV27d,2,OV27
2639,63,10,OV27d,2,OV27
2640,63,11,OV27d,2,OV27
2641,63,12,W10,2,W10
2642,63,13,OV27d,2,OV27
2643,63,15,W10a,2,W10
2644,63,16,W21,2,W21
2645,64,1,MG7A,2,MG7
2646,64,2,OV27d,2,OV27
2647,64,3,MG7A,2,MG7
2648,64,4,W10d,2,W10
2649,64,5,W10d,2,W10
2650,64,6,W10d,2,W10
2651,64,7,W10d,2,W10
2652,64,8,W15a,2,W15
2653,64,9,W10c,2,W10
2654,64,10,W21,2,W21
2655,64,11,OV27,2,OV27
2656,64,12,W10d,2,W10
2657,64,13,W10d,2,W10
2658,64,14,W7a,2,W7
2659,64,15,OV27d,2,OV27
2660,64,16,W10d,2,W10
2661,65,1,W21,2,W21
2662,65,2,W8d,2,W8
2663,65,3,W14,2,W14
2664,65,4,W10,2,W10
2665,65,5,OV27d,2,OV27
2666,65,6,W8e,2,W8
2667,65,7,W10a,2,W10
2668,65,8,OV27d,2,OV27
2669,65,9,OV27d,2,OV27
2670,65,10,W16b,2,W16
2671,65,11,W21b,2,W21
2672,65,12,OV27d,2,OV27
2673,65,13,OV27d,2,OV27
2674,65,14,OV27d,2,OV27
2675,65,15,W8d,2,W8
2676,65,16,W10a,2,W10
2677,66,1,W6,2,W6
2678,66,2,M23,2,M23
2679,66,3,MG10a,2,MG10
2680,66,4,W10,2,W10
2681,66,5,W6,2,W6
2682,66,6,W10c,2,W10
2683,66,7,W6,2,W6
2684,66,8,W10d,2,W10
2685,66,9,W6,2,W6
2686,66,10,MG7A,2,MG7
2687,66,11,W1,2,W1
2688,66,12,W6,2,W6
2689,66,13,OV27d,2,OV27
2690,66,14,W4,2,W4
2691,66,15,W10,2,W10
2692,66,16,W8e,2,W8
2693,67,1,OV27d,2,OV27
2694,67,2,W15,2,W15
2695,67,3,OV27d,2,OV27
2696,67,4,W14,2,W14
2697,67,5,W14,2,W14
2698,67,6,W16a,2,W16
2699,67,7,OV27d,2,OV27
2700,67,8,W10c,2,W10
2701,67,9,W10c,2,W10
2702,67,10,W12,2,W12
2703,67,11,W10d,2,W10
2704,67,12,W10c,2,W10
2705,67,13,W10c,2,W10
2706,67,14,W16,2,W16
2707,67,15,W16a,2,W16
2708,67,16,W16,2,W16
2709,68,1,W6,2,W6
2710,68,2,W10a,2,W10
2711,68,3,W6,2,W6
2712,68,4,W6,2,W6
2713,68,5,W21,2,W21
2714,68,6,OV27d,2,OV27
2715,68,7,W8e,2,W8
2716,68,8,W21,2,W21
2717,68,9,OV27d,2,OV27
2718,68,10,W10a,2,W10
2719,68,11,W10c,2,W10
2720,68,12,W6,2,W6
2721,68,13,W10c,2,W10
2722,68,14,W10,2,W10
2723,68,15,W8d,2,W8
2724,68,16,W10,2,W10
2725,69,1,OV27d,2,OV27
2726,69,2,W14,2,W14
2727,69,3,W16b,2,W16
2728,69,4,OV27d,2,OV27
2729,69,5,W14,2,W14
2730,69,6,OV27d,2,OV27
2731,69,7,W15a,2,W15
2732,69,8,W10c,2,W10
2733,69,9,W16b,2,W16
2734,69,10,OV27d,2,OV27
2735,69,11,W14,2,W14
2736,69,12,W16b,2,W16
2737,69,13,OV27d,2,OV27
2738,69,14,W16b,2,W16
2739,69,15,W8e,2,W8
2740,69,16,W10c,2,W10
2741,70,1,W21,2,W21
2742,70,2,OV27d,2,OV27
2743,70,3,OV27d,2,OV27
2744,70,4,OV27,2,OV27
2745,70,5,W10d,2,W10
2746,70,6,OV27d,2,OV27
2747,70,7,OV27,2,OV27
2748,70,8,OV27d,2,OV27
2749,70,9,OV27d,2,OV27
2750,70,10,OV27d,2,OV27
2751,70,11,W21a,2,W21
2752,70,12,OV27d,2,OV27
2753,70,13,W10d,2,W10
2754,70,14,OV27d,2,OV27
2755,70,15,W21a,2,W21
2756,70,16,W12,2,W12
2757,71,1,W21,2,W21
2758,71,2,W6,2,W6
2759,71,3,W8d,2,W8
2760,71,4,W21,2,W21
2761,71,5,OV27d,2,OV27
2762,71,6,OV27d,2,OV27
2763,71,7,W21b,2,W21
2764,71,8,OV27d,2,OV27
2765,71,9,W8d,2,W8
2766,71,10,OV27d,2,OV27
2767,71,11,OV27d,2,OV27
2768,71,12,OV27d,2,OV27
2769,71,13,OV27d,2,OV27
2770,71,14,OV27d,2,OV27
2771,71,15,W8d,2,W8
2772,71,16,W8d,2,W8
2773,72,1,W10,2,W10
2774,72,2,W10d,2,W10
2775,72,3,W10d,2,W10
2776,72,4,W10d,2,W10
2777,72,5,W10d,2,W10
2778,72,6,W10,2,W10
2779,72,7,W10d,2,W10
2780,72,8,W10d,2,W10
2781,72,9,W10d,2,W10
2782,72,10,W10d,2,W10
2783,72,11,W10d,2,W10
2784,72,12,W10d,2,W10
2785,72,13,W10d,2,W10
2786,72,14,W10,2,W10
2787,72,15,W16a,2,W16
2788,72,16,W10d,2,W10
2789,73,1,W10d,2,W10
2790,73,2,W10d,2,W10
2791,73,3,W10d,2,W10
2792,73,4,W10d,2,W10
2793,73,5,W16b,2,W16
2794,73,6,W16,2,W16
2795,73,7,W15,2,W15
2796,73,8,W16,2,W16
2797,73,9,W10d,2,W10
2798,73,10,W10d,2,W10
2799,73,11,W16b,2,W16
2800,73,12,W10d,2,W10
2801,73,13,W16b,2,W16
2802,73,14,W10d,2,W10
2803,73,15,W10d,2,W10
2804,73,16,W16b,2,W16
2805,74,1,W10,2,W10
2806,74,2,W10d,2,W10
2807,74,3,W16b,2,W16
2808,74,4,W16,2,W16
2809,74,5,W16,2,W16
2810,74,6,W16,2,W16
2811,74,7,W16a,2,W16
2812,74,8,W16,2,W16
2813,74,9,W16,2,W16
2814,74,10,W16,2,W16
2815,74,11,OV27,2,OV27
2816,74,12,W16,2,W16
2817,74,13,W16,2,W16
2818,74,14,W16,2,W16
2819,74,15,M15,2,M15
2820,75,1,W10,2,W10
2821,75,2,W10c,2,W10
2822,75,3,W8e,2,W8
2823,75,4,OV27,2,OV27
2824,75,5,W21c,2,W21
2825,75,6,W16b,2,W16
2826,75,7,W10c,2,W10
2827,75,8,W10d,2,W10
2828,75,9,W10c,2,W10
2829,75,10,W16b,2,W16
