,SITE,PLOT,NVC,Yr,shortcodes
1080,68,10,W10a,1,W10
1081,68,11,W6,1,W6
1082,68,12,W10,1,W10
1083,68,13,W6,1,W6
1084,68,14,W6,1,W6
1085,68,15,W10c,1,W10
1086,68,16,W10a,1,W10
1087,69,1,W10c,1,W10
1088,69,2,OV27,1,OV27
1089,69,3,W8e,1,W8
1090,69,4,OV27d,1,OV27
1091,69,5,W10a,1,W10
1092,69,6,W10a,1,W10
1093,69,7,OV27d,1,OV27
1094,69,8,W10d,1,W10
1095,69,9,W10d,1,W10
1096,69,10,OV27d,1,OV27
1097,69,11,W10c,1,W10
1098,69,12,OV27d,1,OV27
1099,69,13,W16b,1,W16
1100,69,14,W10c,1,W10
1101,69,15,W10,1,W10
1102,69,16,OV27,1,OV27
1103,70,1,W12,1,W12
1104,70,2,W21,1,W21
1105,70,3,OV27d,1,OV27
1106,70,4,W10d,1,W10
1107,70,5,OV27d,1,OV27
1108,70,6,W8,1,W8
1109,70,7,W8e,1,W8
1110,70,8,W6,1,W6
1111,70,9,W21,1,W21
1112,70,10,W8d,1,W8
1113,70,11,W6,1,W6
1114,70,12,OV27d,1,OV27
1115,70,13,OV27,1,OV27
1116,70,14,W12,1,W12
1117,70,15,OV27d,1,OV27
1118,70,16,W8d,1,W8
1119,71,1,W8d,1,W8
1120,71,2,W6,1,W6
1121,71,3,W8d,1,W8
1122,71,4,W6,1,W6
1123,71,5,W8d,1,W8
1124,71,6,W21,1,W21
1125,71,7,OV27d,1,OV27
1126,71,8,OV27d,1,OV27
1127,71,9,W10b,1,W10
1128,71,10,W21,1,W21
1129,71,11,OV27d,1,OV27
1130,71,12,OV27d,1,OV27
1131,71,13,W8d,1,W8
1132,71,14,W10,1,W10
1133,71,15,W10a,1,W10
1134,71,16,W8d,1,W8
1135,72,1,W10d,1,W10
1136,72,2,W10d,1,W10
1137,72,3,W10a,1,W10
1138,72,4,W10,1,W10
1139,72,5,W10d,1,W10
1140,72,6,W10,1,W10
1141,72,7,W10a,1,W10
1142,72,8,W10,1,W10
1143,72,9,W10d,1,W10
1144,72,10,W10,1,W10
1145,72,11,W10d,1,W10
1146,72,12,W10,1,W10
1147,72,13,W10d,1,W10
1148,72,14,W10,1,W10
1149,72,15,W10d,1,W10
1150,72,16,W16b,1,W16
1151,73,1,W10c,1,W10
1152,73,2,W16b,1,W16
1153,73,3,W10d,1,W10
1154,73,4,W10d,1,W10
1155,73,5,W10c,1,W10
1156,73,6,W16b,1,W16
1157,73,7,W16,1,W16
1158,73,8,W16,1,W16
1159,73,9,W16,1,W16
1160,73,10,W10c,1,W10
1161,73,11,W16,1,W16
1162,73,12,W16,1,W16
1163,73,13,W10d,1,W10
1164,73,14,W16,1,W16
1165,73,15,W10d,1,W10
1166,73,16,W16,1,W16
1167,74,1,W16,1,W16
1168,74,2,W16b,1,W16
1169,74,3,W16,1,W16
1170,74,4,W16,1,W16
1171,74,5,W16a,1,W16
1172,74,6,W10,1,W10
1173,74,7,W4,1,W4
1174,74,8,W16b,1,W16
1175,74,9,M15,1,M15
1176,74,10,W16,1,W16
1177,74,11,W16,1,W16
1178,74,12,W4,1,W4
1179,74,13,W10,1,W10
1180,74,14,W16,1,W16
1181,74,15,W4,1,W4
1182,74,16,W10d,1,W10
1183,75,1,W8d,1,W8
1184,75,2,W8e,1,W8
1185,75,3,W10,1,W10
1186,75,4,W10,1,W10
1187,75,5,W10,1,W10
1188,75,6,W16,1,W16
1189,75,7,W10c,1,W10
1190,75,8,W10,1,W10
1191,75,9,W16,1,W16
1192,75,10,W10,1,W10
1193,75,11,W10d,1,W10
1194,75,12,W10,1,W10
1195,75,13,W8e,1,W8
1196,75,14,W6,1,W6
1197,75,15,W10,1,W10
1198,75,16,W8,1,W8
1199,76,1,U16c,1,U16
1200,76,2,W10d,1,W10
1201,76,3,M16a,1,M16
1202,76,4,M16a,1,M16
1203,76,5,M16a,1,M16
1204,76,6,M15,1,M15
1205,76,7,W10d,1,W10
1206,76,8,M15,1,M15
1207,76,9,M15,1,M15
1208,76,10,M15,1,M15
1209,76,11,U20c,1,U20
1210,76,12,U16c,1,U16
1211,76,13,W4,1,W4
1212,76,14,H10a,1,H10
1213,76,15,H10a,1,H10
1214,76,16,H10a,1,H10
1215,77,1,H12a,1,H12
1216,77,2,W10d,1,W10
1217,77,3,W10d,1,W10
1218,77,4,W10d,1,W10
1219,77,5,W10d,1,W10
1220,77,6,W10d,1,W10
1221,77,7,W4,1,W4
1222,77,8,W16a,1,W16
1223,77,9,H12a,1,H12
1224,77,10,H12a,1,H12
1225,77,11,W16a,1,W16
1226,77,12,W16a,1,W16
1227,77,13,W10d,1,W10
1228,77,14,W4,1,W4
1229,77,15,W16,1,W16
1230,77,16,W4c,1,W4
1231,78,1,W16,1,W16
1232,78,2,W16b,1,W16
1233,78,3,W16a,1,W16
1234,78,4,W16a,1,W16
1235,78,5,W16b,1,W16
1236,78,6,W16,1,W16
1237,78,7,W16,1,W16
1238,78,8,W10d,1,W10
1239,78,9,W16,1,W16
1240,78,10,W16,1,W16
1241,78,11,U1e,1,U1
1242,78,12,W4,1,W4
1243,78,13,W10d,1,W10
1244,78,14,W16,1,W16
1245,78,15,W16,1,W16
1246,78,16,W16,1,W16
1247,79,1,W10d,1,W10
1248,79,2,W16,1,W16
1249,79,3,W10d,1,W10
1250,79,4,W10c,1,W10
1251,79,5,W10d,1,W10
1252,79,6,W16a,1,W16
1253,79,7,W10d,1,W10
1254,79,8,W16b,1,W16
1255,79,9,W16b,1,W16
1256,79,10,W16a,1,W16
1257,79,11,W10d,1,W10
1258,79,12,W10d,1,W10
1259,79,13,W15a,1,W15
1260,79,14,W10d,1,W10
1261,79,15,W10d,1,W10
1262,79,16,W10d,1,W10
1263,80,1,OV27,1,OV27
1264,80,2,W10a,1,W10
1265,80,3,W10d,1,W10
1266,80,4,W10c,1,W10
1267,80,5,W10,1,W10
1268,80,6,W10,1,W10
1269,80,7,W15a,1,W15
1270,80,8,W16b,1,W16
1271,80,9,W15a,1,W15
1272,80,10,W16b,1,W16
1273,80,11,W15a,1,W15
1274,80,12,W15a,1,W15
1275,80,13,W10b,1,W10
1276,80,14,W10c,1,W10
1277,80,15,W16b,1,W16
1278,80,16,W10,1,W10
1279,81,1,W10,1,W10
1280,81,2,W10a,1,W10
1281,81,3,W10,1,W10
1282,81,4,W10a,1,W10
1283,81,5,W10a,1,W10
1284,81,6,OV27d,1,OV27
1285,81,7,W21a,1,W21
1286,81,8,MG10a,1,MG10
1287,81,9,W6,1,W6
1288,81,10,OV26,1,OV26
1289,81,11,M27,1,M27
1290,81,12,OV26a,1,OV26
1291,81,13,W6,1,W6
1292,81,14,W6,1,W6
1293,81,15,W6,1,W6
1294,81,16,W6,1,W6
1295,82,1,W15,1,W15
1296,82,2,W15a,1,W15
1297,82,3,W15a,1,W15
1298,82,4,W8d,1,W8
1299,82,5,W10d,1,W10
1300,82,6,W10c,1,W10
1301,82,7,W10c,1,W10
1302,82,8,W10d,1,W10
1303,82,9,W10a,1,W10
1304,82,10,W10d,1,W10
1305,82,11,W15a,1,W15
1306,82,12,W16b,1,W16
1307,82,13,W10d,1,W10
1308,82,14,W10a,1,W10
1309,82,15,W10d,1,W10
1310,82,16,W15a,1,W15
1311,83,1,W10d,1,W10
1312,83,2,OV27,1,OV27
1313,83,3,W10d,1,W10
1314,83,4,W10d,1,W10
1315,83,5,W10d,1,W10
1316,83,6,OV27,1,OV27
1317,83,7,OV27,1,OV27
1318,83,8,W10d,1,W10
1319,83,9,W10d,1,W10
1320,83,10,W10d,1,W10
1321,83,11,W10d,1,W10
1322,83,12,W10c,1,W10
1323,83,13,W10c,1,W10
1324,83,14,OV27,1,OV27
1325,83,15,W10d,1,W10
1326,83,16,OV27,1,OV27
1327,84,1,W10a,1,W10
1328,84,2,W10a,1,W10
1329,84,3,W10a,1,W10
1330,84,4,W16b,1,W16
1331,84,5,W10d,1,W10
1332,84,6,W10d,1,W10
1333,84,7,W10d,1,W10
1334,84,8,W16b,1,W16
1335,84,9,W10a,1,W10
1336,84,10,W10a,1,W10
1337,84,11,W10a,1,W10
1338,84,12,W10a,1,W10
1339,84,13,W16a,1,W16
1340,84,14,W16a,1,W16
1341,84,15,W16b,1,W16
1342,84,16,W16,1,W16
1343,85,1,W10d,1,W10
1344,85,2,W10d,1,W10
1345,85,3,W10d,1,W10
1346,85,4,W10d,1,W10
1347,85,5,W10d,1,W10
1348,85,6,W10d,1,W10
1349,85,7,W10d,1,W10
1350,85,8,W10,1,W10
1351,85,9,W10d,1,W10
1352,85,10,W10d,1,W10
1353,85,11,W10,1,W10
1354,85,12,W10,1,W10
1355,85,13,M27,1,M27
1356,85,14,W10,1,W10
1357,85,15,OV27,1,OV27
1358,85,16,W10d,1,W10
1359,86,1,W16,1,W16
1360,86,2,W16,1,W16
1361,86,3,W16,1,W16
1362,86,4,W16b,1,W16
1363,86,5,W10d,1,W10
1364,86,6,W16,1,W16
1365,86,7,W16,1,W16
1366,86,8,W16a,1,W16
1367,86,9,W16,1,W16
1368,86,10,W10d,1,W10
1369,86,11,W10d,1,W10
1370,86,12,W10d,1,W10
1371,86,13,W16,1,W16
1372,86,14,W16,1,W16
1373,86,15,W16a,1,W16
1374,86,16,W10d,1,W10
1375,87,1,W10d,1,W10
1376,87,2,W10d,1,W10
1377,87,3,W16b,1,W16
1378,87,4,W10d,1,W10
1379,87,5,W10,1,W10
1380,87,6,W16,1,W16
1381,87,7,W10,1,W10
1382,87,8,W10d,1,W10
1383,87,9,W10d,1,W10
1384,87,10,W22,1,W22
1385,87,11,W23,1,W23
1386,87,12,W10d,1,W10
1387,87,13,W16,1,W16
1388,87,14,W16,1,W16
1389,87,15,W10c,1,W10
1390,87,16,W10d,1,W10
1391,88,1,W10,1,W10
1392,88,2,W10c,1,W10
1393,88,3,W10d,1,W10
1394,88,4,W10d,1,W10
1395,88,5,W10d,1,W10
1396,88,6,W10c,1,W10
1397,88,7,W10c,1,W10
1398,88,8,W10a,1,W10
1399,88,9,W16b,1,W16
1400,88,10,W16b,1,W16
1401,88,11,W10a,1,W10
1402,88,12,W10a,1,W10
1403,88,13,W16b,1,W16
1404,88,14,W10c,1,W10
1405,88,15,W16b,1,W16
1406,88,16,W10c,1,W10
1407,89,1,W16b,1,W16
1408,89,2,W16b,1,W16
1409,89,3,W16b,1,W16
1410,89,4,W16b,1,W16
1411,89,5,W16b,1,W16
1412,89,6,W15c,1,W15
1413,89,7,W16,1,W16
1414,89,8,W10a,1,W10
1415,89,9,W10a,1,W10
1416,89,10,W10c,1,W10
1417,89,11,W10,1,W10
1418,89,12,W10,1,W10
1419,89,13,W10c,1,W10
1420,89,14,W16b,1,W16
1421,89,15,W16b,1,W16
1422,89,16,W10a,1,W10
1423,90,1,W10a,1,W10
1424,90,2,W10,1,W10
1425,90,3,W10a,1,W10
1426,90,4,W16b,1,W16
1427,90,5,W10a,1,W10
1428,90,6,W10a,1,W10
1429,90,7,W10a,1,W10
1430,90,8,W10a,1,W10
1431,90,9,W10c,1,W10
1432,90,10,W10a,1,W10
1433,90,11,W10a,1,W10
1434,90,12,W16b,1,W16
1435,90,13,W10a,1,W10
1436,90,14,W10a,1,W10
1437,90,15,W10a,1,W10
1438,90,16,OV27d,1,OV27
1439,91,1,W16,1,W16
1440,91,2,OV27,1,OV27
1441,91,3,W6,1,W6
1442,91,4,W15a,1,W15
1443,91,5,OV27,1,OV27
1444,91,6,W10c,1,W10
1445,91,7,OV27,1,OV27
1446,91,8,W10c,1,W10
1447,91,9,W21a,1,W21
1448,91,10,W10d,1,W10
1449,91,11,W15a,1,W15
1450,91,12,W16b,1,W16
1451,91,13,W15a,1,W15
1452,91,14,W15a,1,W15
1453,91,15,W15a,1,W15
1454,91,16,W16b,1,W16
1455,92,1,W10a,1,W10
1456,92,2,W10c,1,W10
1457,92,3,W10a,1,W10
1458,92,4,W10a,1,W10
1459,92,5,W10,1,W10
1460,92,6,OV27d,1,OV27
1461,92,7,W16b,1,W16
1462,92,8,W16b,1,W16
1463,92,9,W16b,1,W16
1464,92,10,W16b,1,W16
1465,92,11,OV27d,1,OV27
1466,92,12,W10a,1,W10
1467,92,13,W10a,1,W10
1468,92,14,W6,1,W6
1469,92,15,OV27,1,OV27
1470,92,16,W6,1,W6
1471,93,1,W21,1,W21
1472,93,2,OV27d,1,OV27
1473,93,3,W14,1,W14
1474,93,4,OV27d,1,OV27
1475,93,5,OV27d,1,OV27
1476,93,6,W10,1,W10
1477,93,7,W8d,1,W8
1478,93,8,OV27d,1,OV27
1479,93,9,W10,1,W10
1480,93,10,OV27d,1,OV27
1481,93,11,W6,1,W6
1482,93,12,W21,1,W21
1483,93,13,W10c,1,W10
1484,93,14,W15a,1,W15
1485,93,15,W16b,1,W16
1486,93,16,OV27d,1,OV27
1487,94,1,W10c,1,W10
1488,94,2,W10c,1,W10
1489,94,3,W10c,1,W10
1490,94,4,W10d,1,W10
1491,94,5,W10d,1,W10
1492,94,6,W10d,1,W10
1493,94,7,W10d,1,W10
1494,94,8,W14,1,W14
1495,94,9,W14,1,W14
1496,94,10,W14,1,W14
1497,94,11,W10d,1,W10
1498,94,12,W14,1,W14
1499,94,13,W14,1,W14
1500,94,14,W14,1,W14
1501,94,15,W15a,1,W15
1502,94,16,W15a,1,W15
1503,95,1,W10d,1,W10
1504,95,2,W10,1,W10
1505,95,3,OV27d,1,OV27
1506,95,4,W10d,1,W10
1507,95,5,W10c,1,W10
1508,95,6,W10d,1,W10
1509,95,7,W10c,1,W10
1510,95,8,W10a,1,W10
1511,95,9,W10d,1,W10
1512,95,10,W10d,1,W10
1513,95,11,W10d,1,W10
1514,95,12,W15a,1,W15
1515,95,13,W10d,1,W10
1516,95,14,W14,1,W14
1517,95,15,W15a,1,W15
1518,95,16,W10,1,W10
1519,96,1,W10d,1,W10
1520,96,2,W10a,1,W10
1521,96,3,W10c,1,W10
1522,96,4,W10,1,W10
1523,96,5,W6,1,W6
1524,96,6,W10c,1,W10
1525,96,7,W8e,1,W8
1526,96,8,W10c,1,W10
1527,96,9,W10c,1,W10
1528,96,10,W10a,1,W10
1529,96,11,W10c,1,W10
1530,96,12,W7,1,W7
1531,96,13,W10,1,W10
1532,96,14,W7,1,W7
1533,96,15,W10c,1,W10
1534,96,16,W10c,1,W10
1535,97,1,W10,1,W10
1536,97,2,W10c,1,W10
1537,97,3,W10,1,W10
1538,97,4,W10a,1,W10
1539,97,5,W10,1,W10
1540,97,6,W10,1,W10
1541,97,7,W10d,1,W10
1542,97,8,W10,1,W10
1543,97,9,W10d,1,W10
1544,97,10,W10,1,W10
1545,97,11,W10,1,W10
1546,97,12,W10,1,W10
1547,97,13,W10d,1,W10
1548,97,14,W10c,1,W10
1549,97,15,W16b,1,W16
1550,97,16,W15,1,W15
1551,98,1,W10d,1,W10
1552,98,2,W10,1,W10
1553,98,3,W10c,1,W10
1554,98,4,W10d,1,W10
1555,98,5,W10c,1,W10
1556,98,6,W10,1,W10
1557,98,7,W10c,1,W10
1558,98,8,W10d,1,W10
1559,98,9,W10c,1,W10
1560,98,10,W10,1,W10
1561,98,11,W10,1,W10
1562,98,12,OV27,1,OV27
1563,98,13,W10d,1,W10
1564,98,14,W10c,1,W10
1565,98,15,OV27,1,OV27
1566,98,16,W10,1,W10
1567,99,1,W16b,1,W16
1568,99,2,W16b,1,W16
1569,99,3,W10a,1,W10
1570,99,4,W16b,1,W16
1571,99,5,W16b,1,W16
1572,99,6,W10d,1,W10
1573,99,7,W21a,1,W21
1574,99,8,W10a,1,W10
1575,99,9,W21a,1,W21
1576,99,10,W10a,1,W10
1577,99,11,W15c,1,W15
1578,99,12,W10a,1,W10
1579,99,13,W16b,1,W16
1580,99,14,W13,1,W13
1581,99,15,W10a,1,W10
1582,99,16,W10a,1,W10
1583,100,1,W10d,1,W10
1584,100,2,W10d,1,W10
1585,100,3,W15,1,W15
1586,100,4,W15,1,W15
1587,100,5,W15,1,W15
1588,100,6,W10d,1,W10
1589,100,7,W10d,1,W10
1590,100,8,W10c,1,W10
1591,100,9,W16a,1,W16
1592,100,10,W10d,1,W10
1593,100,11,W15a,1,W15
1594,100,12,W15a,1,W15
1595,100,13,W15a,1,W15
1596,100,14,W15a,1,W15
1597,100,15,W15a,1,W15
1598,100,16,W15,1,W15
1599,101,1,W10d,1,W10
1600,101,2,W16a,1,W16
1601,101,3,W10d,1,W10
1602,101,4,W10,1,W10
1603,101,5,W10,1,W10
1604,101,6,W21,1,W21
1605,101,7,W21,1,W21
1606,101,8,W10,1,W10
1607,101,9,W8e,1,W8
1608,101,10,W10c,1,W10
1609,101,11,W22c,1,W22
1610,101,12,W21,1,W21
1611,101,13,W10,1,W10
1612,101,14,W21,1,W21
1613,101,15,W10,1,W10
1614,101,16,W10,1,W10
1615,102,1,W16b,1,W16
1616,102,2,W16b,1,W16
1617,102,3,W16b,1,W16
1618,102,4,W4,1,W4
1619,102,5,W4,1,W4
1620,102,6,W4,1,W4
1621,102,7,W6,1,W6
1622,102,8,W6,1,W6
1623,102,9,W10d,1,W10
1624,102,10,W10d,1,W10
1625,102,11,W16b,1,W16
1626,102,12,W16b,1,W16
1627,102,13,W16b,1,W16
1628,102,14,W16a,1,W16
1629,102,15,W16,1,W16
1630,102,16,W16b,1,W16
1631,103,1,W21a,1,W21
1632,103,2,W21a,1,W21
1633,103,3,W21a,1,W21
1634,103,4,W21,1,W21
1635,103,5,W21c,1,W21
1636,103,6,W13,1,W13
1637,103,7,W21a,1,W21
1638,103,8,W21a,1,W21
1639,103,9,W21,1,W21
1640,103,10,OV27,1,OV27
1641,103,11,OV27,1,OV27
1642,103,12,MG1a,1,MG1
1643,103,13,W21,1,W21
1644,103,14,W21,1,W21
1645,103,15,W21a,1,W21
1646,103,16,W21,1,W21
1647,1,1,W10a,2,W10
1648,1,2,W10a,2,W10
1649,1,3,W10a,2,W10
1650,1,4,W10d,2,W10
1651,1,5,W10b,2,W10
1652,1,6,W10d,2,W10
1653,1,7,W10a,2,W10
1654,1,8,W10a,2,W10
1655,1,9,W10,2,W10
1656,1,10,W10a,2,W10
1657,1,11,W10a,2,W10
1658,1,12,W8d,2,W8
1659,1,13,W10a,2,W10
1660,1,14,W10a,2,W10
1661,1,15,W10a,2,W10
1662,1,16,W21a,2,W21
1663,2,1,W10a,2,W10
1664,2,2,W10c,2,W10
1665,2,3,W10a,2,W10
1666,2,4,W10c,2,W10
1667,2,5,W10d,2,W10
1668,2,6,W10,2,W10
1669,2,7,W10a,2,W10
1670,2,8,W16b,2,W16
1671,2,9,W15a,2,W15
1672,2,10,W16,2,W16
1673,2,11,W10a,2,W10
1674,2,12,W10,2,W10
1675,2,13,OV27,2,OV27
1676,2,14,W10d,2,W10
1677,2,15,W10b,2,W10
1678,2,16,W16b,2,W16
1679,3,1,OV27d,2,OV27
1680,3,2,OV27,2,OV27
1681,3,3,W10d,2,W10
1682,3,4,W10d,2,W10
1683,3,5,OV27,2,OV27
1684,3,6,W10d,2,W10
1685,3,7,W10d,2,W10
1686,3,8,W10a,2,W10
1687,3,9,OV27d,2,OV27
1688,3,10,W10d,2,W10
1689,3,11,W10a,2,W10
1690,3,12,W10a,2,W10
1691,3,13,W16a,2,W16
1692,3,14,W10d,2,W10
1693,3,15,W10d,2,W10
1694,3,16,W16a,2,W16
1695,4,1,W8d,2,W8
1696,4,2,W10c,2,W10
1697,4,3,W10c,2,W10
1698,4,4,W10c,2,W10
1699,4,5,W10c,2,W10
1700,4,6,W8d,2,W8
1701,4,7,W8d,2,W8
1702,4,8,W8d,2,W8
1703,4,9,W21a,2,W21
1704,4,10,W21,2,W21
1705,4,11,OV21a,2,OV21
1706,4,12,W21,2,W21
1707,4,13,W10c,2,W10
1708,4,14,W8d,2,W8
1709,4,15,OV27d,2,OV27
1710,4,16,W10a,2,W10
1711,5,1,SD5,2,SD5
1712,5,2,MG1a,2,MG1
1713,5,3,W10,2,W10
1714,5,4,W10d,2,W10
1715,5,5,W10c,2,W10
1716,5,6,OV27,2,OV27
1717,5,7,W10c,2,W10
1718,5,8,W8d,2,W8
1719,5,9,W13,2,W13
1720,5,10,OV10,2,OV10
1721,5,11,OV41a,2,OV41
1722,5,12,W8e,2,W8
1723,5,13,W10,2,W10
1724,5,14,OV24a,2,OV24
1725,5,15,W10c,2,W10
1726,5,16,W10c,2,W10
1727,6,1,W10a,2,W10
1728,6,2,W21,2,W21
1729,6,3,W8d,2,W8
1730,6,4,W10,2,W10
1731,6,5,W10,2,W10
1732,6,6,W10,2,W10
1733,6,7,W10a,2,W10
1734,6,8,W10c,2,W10
1735,6,9,W8d,2,W8
1736,6,10,W10a,2,W10
1737,6,11,OV26,2,OV26
1738,6,12,W10a,2,W10
1739,6,13,W10a,2,W10
1740,6,14,W21,2,W21
1741,6,15,W10,2,W10
1742,6,16,W8d,2,W8
1743,7,1,W10a,2,W10
1744,7,2,W8d,2,W8
1745,7,3,W8d,2,W8
1746,7,4,W8d,2,W8
1747,7,5,W8d,2,W8
1748,7,6,W8d,2,W8
1749,7,7,OV27d,2,OV27
1750,7,8,W10a,2,W10
1751,7,9,OV27,2,OV27
1752,7,10,OV27,2,OV27
1753,7,11,OV24a,2,OV24
1754,7,12,W8d,2,W8
1755,7,13,MG10a,2,MG10
1756,7,14,W8d,2,W8
1757,7,15,W8d,2,W8
1758,7,16,W8d,2,W8
1759,8,1,W8d,2,W8
1760,8,2,W8d,2,W8
1761,8,3,W8d,2,W8
1762,8,4,W8d,2,W8
1763,8,5,W8d,2,W8
1764,8,6,W21,2,W21
1765,8,7,W10,2,W10
1766,8,8,W12,2,W12
1767,8,9,W8d,2,W8
1768,8,10,W8d,2,W8
1769,8,11,W8d,2,W8
1770,8,12,W8d,2,W8
1771,8,13,W21,2,W21
1772,8,14,W8d,2,W8
1773,8,15,W8d,2,W8
1774,8,16,W8d,2,W8
1775,9,1,W21,2,W21
1776,9,2,W21,2,W21
1777,9,3,W12,2,W12
1778,9,4,OV27d,2,OV27
1779,9,5,W12,2,W12
1780,9,6,OV27d,2,OV27
1781,9,7,W8d,2,W8
1782,9,8,W21,2,W21
1783,9,9,W21,2,W21
1784,9,10,OV27d,2,OV27
1785,9,11,W21,2,W21
1786,9,12,W21,2,W21
1787,9,13,W13,2,W13
1788,9,14,OV27d,2,OV27
1789,9,15,OV27d,2,OV27
1790,9,16,W21,2,W21
1791,10,1,OV24a,2,OV24
1792,10,2,W8e,2,W8
1793,10,3,W8d,2,W8
1794,10,4,W13,2,W13
1795,10,5,W13,2,W13
1796,10,6,W21,2,W21
1797,10,7,W13,2,W13
1798,10,8,W13,2,W13
1799,10,9,W13,2,W13
1800,10,10,W21,2,W21
1801,10,11,W8d,2,W8
1802,10,12,W21,2,W21
1803,10,13,W8d,2,W8
1804,10,14,W21,2,W21
1805,10,15,W8d,2,W8
1806,10,16,W13,2,W13
1807,11,1,W8d,2,W8
1808,11,2,W8d,2,W8
1809,11,3,W21,2,W21
1810,11,4,W10,2,W10
1811,11,5,W10,2,W10
1812,11,6,W10,2,W10
1813,11,7,W10d,2,W10
1814,11,8,W10,2,W10
1815,11,9,OV27,2,OV27
1816,11,10,OV27,2,OV27
1817,11,11,W21,2,W21
1818,11,12,W10,2,W10
1819,11,13,OV27,2,OV27
1820,11,14,W10,2,W10
1821,11,15,W10a,2,W10
1822,11,16,W8d,2,W8
1823,12,1,W8d,2,W8
1824,12,2,OV27d,2,OV27
1825,12,3,W21,2,W21
1826,12,4,W12,2,W12
1827,12,5,W6,2,W6
1828,12,6,W21,2,W21
1829,12,7,W21,2,W21
1830,12,8,W21,2,W21
1831,12,9,W8d,2,W8
1832,12,10,W8d,2,W8
1833,12,11,W8d,2,W8
1834,12,12,W21,2,W21
1835,12,13,W21,2,W21
1836,12,14,W8d,2,W8
1837,12,15,W8d,2,W8
1838,12,16,OV27d,2,OV27
1839,13,1,OV21a,2,OV21
1840,13,2,OV24a,2,OV24
1841,13,3,OV20,2,OV20
1842,13,4,W10a,2,W10
1843,13,5,W10a,2,W10
1844,13,6,W21,2,W21
1845,13,7,OV24a,2,OV24
1846,13,8,W10d,2,W10
1847,13,9,W10b,2,W10
1848,13,10,OV27,2,OV27
1849,13,11,W10,2,W10
1850,13,12,W10b,2,W10
1851,13,13,W10b,2,W10
1852,13,14,W21,2,W21
1853,13,15,W10a,2,W10
1854,13,16,W10a,2,W10
1855,14,1,OV27d,2,OV27
1856,14,2,OV27,2,OV27
1857,14,3,W16b,2,W16
1858,14,4,W16b,2,W16
1859,14,5,W10d,2,W10
1860,14,6,W16b,2,W16
1861,14,7,OV27d,2,OV27
1862,14,8,W16b,2,W16
1863,14,9,W16b,2,W16
1864,14,10,OV27d,2,OV27
1865,14,11,W16b,2,W16
1866,14,12,OV27d,2,OV27
1867,14,13,OV27d,2,OV27
1868,14,14,OV27d,2,OV27
1869,14,15,W16b,2,W16
1870,14,16,W12c,2,W12
1871,15,2,W10d,2,W10
1872,15,3,OV27,2,OV27
1873,15,4,OV27d,2,OV27
1874,15,5,OV27d,2,OV27
1875,15,6,OV27,2,OV27
1876,15,7,OV27d,2,OV27
1877,15,8,OV27d,2,OV27
1878,15,9,OV27d,2,OV27
1879,15,10,W16,2,W16
1880,15,11,W6,2,W6
1881,15,12,W10a,2,W10
1882,15,13,OV27d,2,OV27
1883,15,14,W6,2,W6
1884,15,15,OV27,2,OV27
1885,15,16,W10d,2,W10
1886,16,1,W14,2,W14
1887,16,2,W10c,2,W10
1888,16,3,W10c,2,W10
1889,16,4,W10c,2,W10
1890,16,5,W10a,2,W10
1891,16,6,W21,2,W21
1892,16,7,W21,2,W21
1893,16,8,W21,2,W21
1894,16,9,W10,2,W10
1895,16,10,W10a,2,W10
1896,16,11,W10,2,W10
1897,16,12,W10c,2,W10
1898,16,13,W12a,2,W12
1899,16,14,W12,2,W12
1900,16,15,W10c,2,W10
1901,16,16,W10c,2,W10
1902,17,1,W10c,2,W10
1903,17,2,W10a,2,W10
1904,17,3,W8d,2,W8
1905,17,4,W16b,2,W16
1906,17,5,W16b,2,W16
1907,17,6,W16,2,W16
1908,17,7,W21,2,W21
1909,17,8,W10c,2,W10
1910,17,9,W10a,2,W10
1911,17,10,W8d,2,W8
1912,17,11,W10c,2,W10
1913,17,12,W8d,2,W8
1914,17,13,W21a,2,W21
1915,17,14,W8d,2,W8
1916,17,16,W10a,2,W10
1917,18,1,W10a,2,W10
1918,18,2,W16b,2,W16
1919,18,3,OV27d,2,OV27
1920,18,4,W8d,2,W8
1921,18,5,W8d,2,W8
1922,18,6,W21,2,W21
1923,18,7,W10c,2,W10
1924,18,8,MG7A,2,MG7
1925,18,9,W12,2,W12
1926,18,10,W8e,2,W8
1927,18,11,W8e,2,W8
1928,18,12,W21,2,W21
1929,18,13,OV27d,2,OV27
1930,18,14,OV27d,2,OV27
1931,18,15,W10d,2,W10
1932,18,16,MG7A,2,MG7
1933,19,1,W8d,2,W8
1934,19,2,W8d,2,W8
1935,19,3,W10c,2,W10
1936,19,4,W10c,2,W10
1937,19,5,W8d,2,W8
1938,19,6,W10,2,W10
1939,19,7,W8d,2,W8
1940,19,8,W8d,2,W8
1941,19,9,W10a,2,W10
1942,19,10,W10a,2,W10
1943,19,11,W10c,2,W10
1944,19,12,W10c,2,W10
1945,19,13,W8d,2,W8
1946,19,14,W8d,2,W8
1947,19,15,W8d,2,W8
1948,19,16,W10c,2,W10
1949,20,1,OV27,2,OV27
1950,20,2,OV27d,2,OV27
1951,20,3,W12,2,W12
1952,20,4,W12,2,W12
1953,20,5,W12,2,W12
1954,20,6,W13,2,W13
1955,20,7,W13,2,W13
1956,20,8,OV27d,2,OV27
1957,20,9,OV27d,2,OV27
