,SITE,PLOT,BRC,DBH_class,Count,Yr,BRC names,Woody
13325,46,10,9204314,1,3,2,Ulmus sp.,w
13326,46,10,9205,2,2,2,Acer pseudoplatanus,w
13327,46,10,9204314,2,7,2,Ulmus sp.,w
13328,46,10,9204446,3,1,1,Quercus seedling/sp,w
13329,46,10,9205,3,2,1,Acer pseudoplatanus,w
13330,46,10,920841,3,2,1,Fraxinus excelsior (c),w
13331,46,10,9205,3,3,2,Acer pseudoplatanus,w
13332,46,10,9204314,3,3,2,Ulmus sp.,w
13333,46,10,9204314,4,2,2,Ulmus sp.,w
13334,46,10,9204314,5,1,2,Ulmus sp.,w
13335,46,10,9204446,5,1,2,Quercus seedling/sp,w
13336,46,10,920841,6,1,1,Fraxinus excelsior (c),w
13337,46,10,9204314,9,1,2,Ulmus sp.,w
13338,46,11,9201788,1,1,2,Salix caprea,w
13339,46,11,920569,1,13,1,Crataegus monogyna,w
13340,46,11,920569,1,20,1,Crataegus monogyna,w
13341,46,11,9205,1,22,1,Acer pseudoplatanus,w
13342,46,11,9201788,2,1,2,Salix caprea,w
13343,46,11,920569,2,4,1,Crataegus monogyna,w
13344,46,11,9205,2,6,1,Acer pseudoplatanus,w
13345,46,11,9205,3,5,1,Acer pseudoplatanus,w
13346,46,11,9205,4,4,1,Acer pseudoplatanus,w
13347,46,11,9205,5,5,1,Acer pseudoplatanus,w
13348,46,11,9205,7,1,1,Acer pseudoplatanus,w
13349,46,12,9205,1,2,2,Acer pseudoplatanus,w
13350,46,12,920841,1,2,2,Fraxinus excelsior (c),w
13351,46,12,9205,1,4,2,Acer pseudoplatanus,w
13352,46,12,9205,1,6,2,Acer pseudoplatanus,w
13353,46,12,9201023,1,6,2,Ilex aquifolium,w
13354,46,12,920557,1,10,2,Corylus avellana,w
13355,46,12,9201023,1,12,2,Ilex aquifolium,w
13356,46,12,920557,1,16,1,Corylus avellana,w
13357,46,12,920569,1,56,1,Crataegus monogyna,w
13358,46,12,920557,2,4,1,Corylus avellana,w
13359,46,12,920569,2,31,1,Crataegus monogyna,w
13360,46,12,920841,3,1,1,Fraxinus excelsior (c),w
13361,46,12,9204558,3,1,1,Salix seedling/sp,w
13362,46,12,920569,3,5,1,Crataegus monogyna,w
13363,46,12,9204314,5,1,1,Ulmus sp.,w
13364,46,12,9204446,6,1,1,Quercus seedling/sp,w
13365,46,12,9204446,6,3,2,Quercus seedling/sp,w
13366,46,12,9204446,10,2,2,Quercus seedling/sp,w
13367,46,13,9205,1,2,2,Acer pseudoplatanus,w
13368,46,13,9204314,1,6,1,Ulmus sp.,w
13369,46,13,920569,1,10,1,Crataegus monogyna,w
13370,46,13,9201023,1,14,2,Ilex aquifolium,w
13371,46,13,9204314,1,22,1,Ulmus sp.,w
13372,46,13,9204314,2,2,1,Ulmus sp.,w
13373,46,13,9204446,2,2,1,Quercus seedling/sp,w
13374,46,13,9201023,2,3,2,Ilex aquifolium,w
13375,46,13,9204446,3,1,2,Quercus seedling/sp,w
13376,46,13,9204314,3,2,1,Ulmus sp.,w
13377,46,13,9204446,3,5,1,Quercus seedling/sp,w
13378,46,13,9204446,4,3,1,Quercus seedling/sp,w
13379,46,13,9204314,5,1,1,Ulmus sp.,w
13380,46,13,9204446,5,1,2,Quercus seedling/sp,w
13381,46,13,9204446,5,3,1,Quercus seedling/sp,w
13382,46,13,9204446,9,1,2,Quercus seedling/sp,w
13383,46,13,9204446,10,1,1,Quercus seedling/sp,w
13384,46,13,9204446,10,1,2,Quercus seedling/sp,w
13385,46,14,920841,1,2,2,Fraxinus excelsior (c),w
13386,46,14,9201960,1,2,2,Sorbus aucuparia,w
13387,46,14,920569,1,3,1,Crataegus monogyna,w
13388,46,14,920569,1,4,1,Crataegus monogyna,w
13389,46,14,9205,1,8,2,Acer pseudoplatanus,w
13390,46,14,9201023,2,1,2,Ilex aquifolium,w
13391,46,14,9204314,2,2,1,Ulmus sp.,w
13392,46,14,920569,3,1,1,Crataegus monogyna,w
13393,46,14,920841,3,1,1,Fraxinus excelsior (c),w
13394,46,14,9204446,3,1,1,Quercus seedling/sp,w
13395,46,14,9204314,3,5,1,Ulmus sp.,w
13396,46,14,9204446,4,1,1,Quercus seedling/sp,w
13397,46,14,9204314,4,2,1,Ulmus sp.,w
13398,46,14,920841,5,1,2,Fraxinus excelsior (c),w
13399,46,14,9204314,5,2,1,Ulmus sp.,w
13400,46,14,9204446,5,3,1,Quercus seedling/sp,w
13401,46,14,9204446,6,1,1,Quercus seedling/sp,w
13402,46,14,920841,6,1,2,Fraxinus excelsior (c),w
13403,46,14,9204314,6,5,1,Ulmus sp.,w
13404,46,14,9204314,7,1,1,Ulmus sp.,w
13405,46,14,9204446,7,1,2,Quercus seedling/sp,w
13406,46,15,9205,1,4,2,Acer pseudoplatanus,w
13407,46,15,9201023,1,4,2,Ilex aquifolium,w
13408,46,15,9201815,1,6,2,Sambucus nigra,w
13409,46,15,9205,1,8,2,Acer pseudoplatanus,w
13410,46,15,9201023,1,8,2,Ilex aquifolium,w
13411,46,15,9205,1,9,1,Acer pseudoplatanus,w
13412,46,15,920569,1,18,1,Crataegus monogyna,w
13413,46,15,9204314,1,85,1,Ulmus sp.,w
13414,46,15,9205,2,2,1,Acer pseudoplatanus,w
13415,46,15,9205,2,2,2,Acer pseudoplatanus,w
13416,46,15,9205,3,1,1,Acer pseudoplatanus,w
13417,46,15,9204446,4,1,2,Quercus seedling/sp,w
13418,46,15,9205,4,3,1,Acer pseudoplatanus,w
13419,46,15,9204314,4,3,2,Ulmus sp.,w
13420,46,15,9205,5,1,2,Acer pseudoplatanus,w
13421,46,15,920841,5,1,2,Fraxinus excelsior (c),w
13422,46,15,9204314,5,1,2,Ulmus sp.,w
13423,46,15,9205,5,2,1,Acer pseudoplatanus,w
13424,46,15,9204314,6,1,2,Ulmus sp.,w
13425,46,15,9205,6,2,2,Acer pseudoplatanus,w
13426,46,15,9205,6,3,1,Acer pseudoplatanus,w
13427,46,15,9204314,7,1,1,Ulmus sp.,w
13428,46,15,9205,7,2,2,Acer pseudoplatanus,w
13429,46,15,9205,8,2,2,Acer pseudoplatanus,w
13430,46,16,920841,1,5,1,Fraxinus excelsior (c),w
13431,46,16,920569,1,16,1,Crataegus monogyna,w
13432,46,16,920557,1,38,1,Corylus avellana,w
13433,46,16,920569,1,48,1,Crataegus monogyna,w
13434,46,16,920557,2,4,1,Corylus avellana,w
13435,46,16,9204446,2,4,1,Quercus seedling/sp,w
13436,46,16,920841,2,9,1,Fraxinus excelsior (c),w
13437,46,16,920569,2,15,1,Crataegus monogyna,w
13438,46,16,920557,3,2,1,Corylus avellana,w
13439,46,16,9204314,3,2,1,Ulmus sp.,w
13440,46,16,9204446,3,2,1,Quercus seedling/sp,w
13441,46,16,920841,3,4,1,Fraxinus excelsior (c),w
13442,46,16,920841,4,1,1,Fraxinus excelsior (c),w
13443,46,16,9204314,4,1,1,Ulmus sp.,w
13444,46,16,9204446,4,2,1,Quercus seedling/sp,w
13445,46,16,9204314,5,1,1,Ulmus sp.,w
13446,46,16,9204446,5,3,1,Quercus seedling/sp,w
13447,46,16,9204446,6,1,1,Quercus seedling/sp,w
13448,47,1,920810,1,2,2,Fagus sylvatica,w
13449,47,1,9204445,1,2,2,Betula seedling/sp,w
13450,47,1,9201960,1,4,1,Sorbus aucuparia,w
13451,47,1,9204445,1,5,1,Betula seedling/sp,w
13452,47,1,9204445,2,2,2,Betula seedling/sp,w
13453,47,1,9204445,2,7,1,Betula seedling/sp,w
13454,47,1,9204445,3,1,2,Betula seedling/sp,w
13455,47,1,9204445,3,3,1,Betula seedling/sp,w
13456,47,1,9205,4,1,1,Acer pseudoplatanus,w
13457,47,1,9204445,4,1,1,Betula seedling/sp,w
13458,47,1,9204445,4,1,2,Betula seedling/sp,w
13459,47,1,9204445,5,2,2,Betula seedling/sp,w
13460,47,1,9204445,6,3,2,Betula seedling/sp,w
13461,47,1,9204445,8,1,1,Betula seedling/sp,w
13462,47,2,9201960,1,1,1,Sorbus aucuparia,w
13463,47,2,9201960,1,2,1,Sorbus aucuparia,w
13464,47,2,920557,1,4,1,Corylus avellana,w
13465,47,2,9204445,1,4,2,Betula seedling/sp,w
13466,47,2,9204445,1,12,1,Betula seedling/sp,w
13467,47,2,920557,1,12,2,Corylus avellana,w
13468,47,2,9204445,1,16,2,Betula seedling/sp,w
13469,47,2,9204445,1,32,1,Betula seedling/sp,w
13470,47,2,9201960,2,1,1,Sorbus aucuparia,w
13471,47,2,9204445,2,4,2,Betula seedling/sp,w
13472,47,2,9204445,2,27,1,Betula seedling/sp,w
13473,47,2,9204445,3,8,1,Betula seedling/sp,w
13474,47,2,9204445,4,3,2,Betula seedling/sp,w
13475,47,3,9201960,1,1,1,Sorbus aucuparia,w
13476,47,3,920841,1,2,1,Fraxinus excelsior (c),w
13477,47,3,920557,1,8,1,Corylus avellana,w
13478,47,3,9201960,2,1,2,Sorbus aucuparia,w
13479,47,3,9204445,2,1,2,Betula seedling/sp,w
13480,47,3,9205155,2,1,2,Picea sp,w
13481,47,3,9201023,2,5,1,Ilex aquifolium,w
13482,47,3,9201023,3,2,1,Ilex aquifolium,w
13483,47,3,9204546,3,2,2,Pinus sp./seedling,w
13484,47,3,9205155,4,1,2,Picea sp,w
13485,47,3,9204546,4,5,2,Pinus sp./seedling,w
13486,47,3,9204546,5,5,2,Pinus sp./seedling,w
13487,47,3,9205155,6,1,2,Picea sp,w
13488,47,3,9204546,6,2,2,Pinus sp./seedling,w
13489,47,3,9205155,7,3,2,Picea sp,w
13490,47,3,9205155,8,1,2,Picea sp,w
13491,47,4,9204445,1,4,2,Betula seedling/sp,w
13492,47,4,9204445,1,6,2,Betula seedling/sp,w
13493,47,4,9204445,2,1,1,Betula seedling/sp,w
13494,47,4,9204445,2,5,2,Betula seedling/sp,w
13495,47,4,9204445,3,2,1,Betula seedling/sp,w
13496,47,4,9204445,3,3,2,Betula seedling/sp,w
13497,47,4,9204445,4,1,2,Betula seedling/sp,w
13498,47,4,9204445,4,3,1,Betula seedling/sp,w
13499,47,4,9204445,5,2,1,Betula seedling/sp,w
13500,47,4,9204445,5,2,2,Betula seedling/sp,w
13501,47,4,9204445,6,1,1,Betula seedling/sp,w
13502,47,4,9204445,7,2,1,Betula seedling/sp,w
13503,47,5,9204445,1,3,2,Betula seedling/sp,w
13504,47,5,9204445,1,16,2,Betula seedling/sp,w
13505,47,5,9204445,2,5,2,Betula seedling/sp,w
13506,47,5,9204445,3,1,2,Betula seedling/sp,w
13507,47,5,9204445,5,1,2,Betula seedling/sp,w
13508,47,6,9204445,1,2,1,Betula seedling/sp,w
13509,47,6,9204445,2,3,1,Betula seedling/sp,w
13510,47,6,9204445,3,2,1,Betula seedling/sp,w
13511,47,6,9204445,4,1,1,Betula seedling/sp,w
13512,47,6,9204445,5,1,2,Betula seedling/sp,w
13513,47,6,9204445,8,1,2,Betula seedling/sp,w
13514,47,7,9201960,1,1,2,Sorbus aucuparia,w
13515,47,7,9205,1,2,2,Acer pseudoplatanus,w
13516,47,7,9201555,1,2,2,Populus tremula,w
13517,47,7,9201611,1,2,2,Prunus avium,w
13518,47,7,9201616,1,2,2,Prunus padus,w
13519,47,7,9204446,1,6,2,Quercus seedling/sp,w
13520,47,7,9201960,1,12,2,Sorbus aucuparia,w
13521,47,7,9204445,1,16,2,Betula seedling/sp,w
13522,47,7,920557,1,76,2,Corylus avellana,w
13523,47,7,9201555,2,1,1,Populus tremula,w
13524,47,7,9204445,2,1,1,Betula seedling/sp,w
13525,47,7,92077,2,1,2,Alnus glutinosa,w
13526,47,7,9201960,2,1,2,Sorbus aucuparia,w
13527,47,7,920557,2,10,2,Corylus avellana,w
13528,47,7,920557,3,4,2,Corylus avellana,w
13529,47,7,9204445,4,1,1,Betula seedling/sp,w
13530,47,8,9201960,1,2,1,Sorbus aucuparia,w
13531,47,8,9204445,1,2,1,Betula seedling/sp,w
13532,47,8,92077,1,2,2,Alnus glutinosa,w
13533,47,8,920841,1,2,2,Fraxinus excelsior (c),w
13534,47,8,9201960,1,4,2,Sorbus aucuparia,w
13535,47,8,9204445,1,4,2,Betula seedling/sp,w
13536,47,8,9201960,1,34,2,Sorbus aucuparia,w
13537,47,8,9204445,2,3,1,Betula seedling/sp,w
13538,47,8,9204442,4,1,1,Larix sp.,w
13539,47,8,9204445,4,1,1,Betula seedling/sp,w
13540,47,8,9201960,4,1,2,Sorbus aucuparia,w
13541,47,9,9201960,1,1,2,Sorbus aucuparia,w
13542,47,9,9201960,1,2,1,Sorbus aucuparia,w
13543,47,9,9201960,1,3,1,Sorbus aucuparia,w
13544,47,9,9204445,1,12,1,Betula seedling/sp,w
13545,47,9,9204445,1,18,1,Betula seedling/sp,w
13546,47,9,920557,1,22,1,Corylus avellana,w
13547,47,9,9204445,2,3,1,Betula seedling/sp,w
13548,47,9,9201960,2,4,1,Sorbus aucuparia,w
13549,47,9,9201960,3,1,2,Sorbus aucuparia,w
13550,47,9,9204445,3,2,1,Betula seedling/sp,w
13551,47,9,9201960,4,1,2,Sorbus aucuparia,w
13552,47,9,9204445,4,2,1,Betula seedling/sp,w
13553,47,9,9205,6,1,2,Acer pseudoplatanus,w
13554,47,9,9204445,6,2,1,Betula seedling/sp,w
13555,47,9,9204442,6,3,2,Larix sp.,w
13556,47,9,9204442,7,2,2,Larix sp.,w
13557,47,9,9204442,8,1,2,Larix sp.,w
13558,47,9,9204442,9,2,2,Larix sp.,w
13559,47,9,9204442,10,1,2,Larix sp.,w
13560,47,10,9204314,1,2,1,Ulmus sp.,w
13561,47,10,920810,1,2,2,Fagus sylvatica,w
13562,47,10,9204445,1,2,2,Betula seedling/sp,w
13563,47,10,9204314,1,4,1,Ulmus sp.,w
13564,47,10,9204445,1,4,2,Betula seedling/sp,w
13565,47,10,920557,1,8,2,Corylus avellana,w
13566,47,10,9201616,1,14,1,Prunus padus,w
13567,47,10,9201960,2,2,1,Sorbus aucuparia,w
13568,47,10,9204314,2,6,1,Ulmus sp.,w
13569,47,10,9204314,3,1,1,Ulmus sp.,w
13570,47,10,9204445,3,1,2,Betula seedling/sp,w
13571,47,10,9205,9,1,2,Acer pseudoplatanus,w
13572,47,11,9201960,1,2,2,Sorbus aucuparia,w
13573,47,11,9201960,1,4,2,Sorbus aucuparia,w
13574,47,11,9204445,1,5,2,Betula seedling/sp,w
13575,47,11,9201960,1,6,1,Sorbus aucuparia,w
13576,47,11,9204445,1,8,2,Betula seedling/sp,w
13577,47,11,9204445,1,10,1,Betula seedling/sp,w
13578,47,11,9204445,1,54,1,Betula seedling/sp,w
13579,47,11,9201960,2,1,2,Sorbus aucuparia,w
13580,47,11,9204445,2,1,2,Betula seedling/sp,w
13581,47,11,9204445,2,4,1,Betula seedling/sp,w
13582,47,11,9201960,3,1,2,Sorbus aucuparia,w
13583,47,11,9204445,4,4,2,Betula seedling/sp,w
13584,47,11,9204445,6,2,1,Betula seedling/sp,w
13585,47,11,9204445,8,1,2,Betula seedling/sp,w
13586,47,12,9204445,1,2,1,Betula seedling/sp,w
13587,47,12,9204445,1,12,1,Betula seedling/sp,w
13588,47,12,9204558,1,26,1,Salix seedling/sp,w
13589,47,12,9204445,2,1,1,Betula seedling/sp,w
13590,47,12,9204445,3,1,2,Betula seedling/sp,w
13591,47,12,9204445,5,1,2,Betula seedling/sp,w
13592,47,12,9204445,9,1,1,Betula seedling/sp,w
13593,47,13,9204445,8,2,2,Betula seedling/sp,w
13594,47,16,9204445,8,1,2,Betula seedling/sp,w
13595,47,16,9204445,11,1,1,Betula seedling/sp,w
13596,47,16,9204445,12,1,1,Betula seedling/sp,w
13597,47,16,9204445,16,1,2,Betula seedling/sp,w
13598,48,1,9201023,1,2,2,Ilex aquifolium,w
13599,48,1,9205,1,3,2,Acer pseudoplatanus,w
13600,48,1,9205,1,4,1,Acer pseudoplatanus,w
13601,48,1,9204,1,6,2,Acer platanoides,w
13602,48,1,9205,1,6,2,Acer pseudoplatanus,w
13603,48,1,920569,1,8,1,Crataegus monogyna,w
13604,48,1,9203,2,1,1,Acer campestre,w
13605,48,1,9205,2,2,2,Acer pseudoplatanus,w
13606,48,1,9203,3,1,1,Acer campestre,w
13607,48,1,9204,3,1,2,Acer platanoides,w
13608,48,1,9205,3,1,2,Acer pseudoplatanus,w
13609,48,1,920810,4,1,2,Fagus sylvatica,w
13610,48,1,9204445,6,1,1,Betula seedling/sp,w
13611,48,1,9201616,6,1,2,Prunus padus,w
13612,48,1,9204445,6,1,2,Betula seedling/sp,w
13613,48,1,920810,6,2,2,Fagus sylvatica,w
13614,48,1,920810,7,1,1,Fagus sylvatica,w
13615,48,1,9204445,8,1,1,Betula seedling/sp,w
13616,48,1,920810,8,2,2,Fagus sylvatica,w
13617,48,1,9204,9,1,2,Acer platanoides,w
13618,48,1,920810,9,1,2,Fagus sylvatica,w
13619,48,1,9204,10,1,2,Acer platanoides,w
13620,48,1,9202065,11,1,1,Tilia x vulgaris,w
13621,48,1,920432,11,2,1,Castanea sativa,w
13622,48,1,9204,12,1,2,Acer platanoides,w
13623,48,1,920810,12,2,2,Fagus sylvatica,w
13624,48,2,9205,1,2,1,Acer pseudoplatanus,w
13625,48,2,9202185,1,2,1,Viburnum opulus,w
13626,48,2,9205,1,2,2,Acer pseudoplatanus,w
13627,48,2,920569,1,4,1,Crataegus monogyna,w
13628,48,2,9201815,1,4,1,Sambucus nigra,w
13629,48,2,9205,1,4,2,Acer pseudoplatanus,w
13630,48,2,920569,1,4,2,Crataegus monogyna,w
13631,48,2,9201023,1,4,2,Ilex aquifolium,w
13632,48,2,920810,1,5,2,Fagus sylvatica,w
13633,48,2,9205,1,28,1,Acer pseudoplatanus,w
13634,48,2,9204446,2,1,1,Quercus seedling/sp,w
13635,48,2,9201023,2,1,2,Ilex aquifolium,w
13636,48,2,920810,2,3,2,Fagus sylvatica,w
13637,48,2,9205,2,4,1,Acer pseudoplatanus,w
13638,48,2,9205,2,4,2,Acer pseudoplatanus,w
13639,48,2,9205,3,1,2,Acer pseudoplatanus,w
13640,48,2,9201023,3,1,2,Ilex aquifolium,w
13641,48,2,9205,3,2,1,Acer pseudoplatanus,w
13642,48,2,9201815,3,2,1,Sambucus nigra,w
13643,48,2,9201484,4,1,1,Pinus sylvestris,w
13644,48,2,9204445,4,1,2,Betula seedling/sp,w
13645,48,2,920569,4,2,2,Crataegus monogyna,w
13646,48,2,9201484,5,1,1,Pinus sylvestris,w
13647,48,2,9204445,5,2,2,Betula seedling/sp,w
13648,48,2,9201484,6,3,1,Pinus sylvestris,w
13649,48,2,9201023,7,1,2,Ilex aquifolium,w
13650,48,2,9201484,7,2,1,Pinus sylvestris,w
13651,48,2,9201484,8,2,1,Pinus sylvestris,w
13652,48,2,920810,9,1,2,Fagus sylvatica,w
13653,48,2,9201482,9,1,2,Pinus nigra,w
13654,48,2,9204445,10,1,2,Betula seedling/sp,w
13655,48,3,9205,1,2,1,Acer pseudoplatanus,w
13656,48,3,9201960,1,2,1,Sorbus aucuparia,w
13657,48,3,9205,1,2,2,Acer pseudoplatanus,w
13658,48,3,920557,1,6,1,Corylus avellana,w
13659,48,3,9201023,1,8,2,Ilex aquifolium,w
13660,48,3,9205,1,12,2,Acer pseudoplatanus,w
13661,48,3,9201023,1,14,1,Ilex aquifolium,w
13662,48,3,9201023,1,19,2,Ilex aquifolium,w
13663,48,3,9201023,1,26,1,Ilex aquifolium,w
13664,48,3,9205,2,3,2,Acer pseudoplatanus,w
13665,48,3,9201023,2,4,1,Ilex aquifolium,w
13666,48,3,9201023,2,6,2,Ilex aquifolium,w
13667,48,3,9204445,3,1,2,Betula seedling/sp,w
13668,48,3,9201023,3,3,2,Ilex aquifolium,w
13669,48,3,9201960,4,1,2,Sorbus aucuparia,w
13670,48,3,9201023,4,5,2,Ilex aquifolium,w
13671,48,3,9201023,5,1,2,Ilex aquifolium,w
13672,48,3,9201960,5,1,2,Sorbus aucuparia,w
13673,48,3,9201023,6,1,2,Ilex aquifolium,w
13674,48,3,9202039,9,1,2,Taxus baccata,w
13675,48,3,9204446,13,1,1,Quercus seedling/sp,w
13676,48,3,920810,21,1,1,Fagus sylvatica,w
13677,48,4,9205,1,1,1,Acer pseudoplatanus,w
13678,48,4,920841,1,2,2,Fraxinus excelsior (c),w
13679,48,4,9201616,1,2,2,Prunus padus,w
13680,48,4,9201960,1,4,2,Sorbus aucuparia,w
13681,48,4,9201023,1,12,2,Ilex aquifolium,w
13682,48,4,920810,1,20,2,Fagus sylvatica,w
13683,48,4,9205,1,24,2,Acer pseudoplatanus,w
13684,48,4,9201023,1,26,2,Ilex aquifolium,w
13685,48,4,920557,1,40,2,Corylus avellana,w
13686,48,4,9201023,2,8,2,Ilex aquifolium,w
13687,48,4,9201023,3,2,2,Ilex aquifolium,w
13688,48,4,9201611,8,1,1,Prunus avium,w
13689,48,4,9205,12,1,1,Acer pseudoplatanus,w
13690,48,4,9205,13,1,2,Acer pseudoplatanus,w
13691,48,4,920810,22,1,1,Fagus sylvatica,w
13692,48,5,9201470,1,1,1,Picea abies,w
13693,48,5,920841,1,2,1,Fraxinus excelsior (c),w
13694,48,5,9204446,1,2,1,Quercus seedling/sp,w
13695,48,5,9204550,1,2,1,Populus deltoides,w
13696,48,5,920810,1,2,2,Fagus sylvatica,w
13697,48,5,9204445,1,3,1,Betula seedling/sp,w
13698,48,5,9204446,1,4,2,Quercus seedling/sp,w
13699,48,5,9201675,1,8,1,Rhamnus cathartica,w
13700,48,5,9204446,1,8,1,Quercus seedling/sp,w
13701,48,5,9201960,1,26,1,Sorbus aucuparia,w
13702,48,5,92077,1,34,1,Alnus glutinosa,w
13703,48,5,9204558,1,44,1,Salix seedling/sp,w
13704,48,5,9204558,1,51,1,Salix seedling/sp,w
13705,48,5,920557,1,64,1,Corylus avellana,w
13706,48,5,920557,1,64,2,Corylus avellana,w
13707,48,5,9204445,1,150,1,Betula seedling/sp,w
13708,48,5,9201470,2,1,1,Picea abies,w
13709,48,5,9204446,2,1,1,Quercus seedling/sp,w
13710,48,5,9204550,2,1,1,Populus deltoides,w
13711,48,5,920557,2,4,2,Corylus avellana,w
13712,48,5,9204446,2,4,2,Quercus seedling/sp,w
13713,48,5,9204445,2,7,2,Betula seedling/sp,w
13714,48,5,9204558,2,9,1,Salix seedling/sp,w
13715,48,5,92077,2,24,1,Alnus glutinosa,w
13716,48,5,9204446,3,1,1,Quercus seedling/sp,w
13717,48,5,9201788,3,1,2,Salix caprea,w
13718,48,5,920557,3,2,2,Corylus avellana,w
13719,48,5,9204446,3,3,2,Quercus seedling/sp,w
13720,48,5,9204445,3,6,2,Betula seedling/sp,w
13721,48,5,9204446,4,3,2,Quercus seedling/sp,w
13722,48,5,9204445,4,10,2,Betula seedling/sp,w
13723,48,5,9204445,5,1,2,Betula seedling/sp,w
13724,48,5,9204446,5,2,2,Quercus seedling/sp,w
13725,48,6,9204446,1,1,2,Quercus seedling/sp,w
13726,48,6,9205,1,2,2,Acer pseudoplatanus,w
13727,48,6,9204446,1,2,2,Quercus seedling/sp,w
13728,48,6,92077,1,4,1,Alnus glutinosa,w
13729,48,6,9204445,1,4,2,Betula seedling/sp,w
13730,48,6,9204445,1,6,1,Betula seedling/sp,w
13731,48,6,9204446,1,8,1,Quercus seedling/sp,w
13732,48,6,920569,1,10,2,Crataegus monogyna,w
13733,48,6,920557,1,18,1,Corylus avellana,w
13734,48,6,9201675,1,18,1,Rhamnus cathartica,w
13735,48,6,9204445,1,22,1,Betula seedling/sp,w
13736,48,6,92077,1,23,1,Alnus glutinosa,w
13737,48,6,9204558,1,23,1,Salix seedling/sp,w
13738,48,6,9204558,1,32,1,Salix seedling/sp,w
13739,48,6,9202185,1,38,1,Viburnum opulus,w
13740,48,6,920557,1,64,2,Corylus avellana,w
13741,48,6,920841,2,1,2,Fraxinus excelsior (c),w
13742,48,6,9204550,2,2,1,Populus deltoides,w
13743,48,6,92077,2,2,2,Alnus glutinosa,w
13744,48,6,9204445,2,3,1,Betula seedling/sp,w
13745,48,6,9205,2,3,2,Acer pseudoplatanus,w
13746,48,6,9204446,2,3,2,Quercus seedling/sp,w
13747,48,6,920557,2,4,2,Corylus avellana,w
13748,48,6,9204445,2,4,2,Betula seedling/sp,w
13749,48,6,9204445,2,5,2,Betula seedling/sp,w
13750,48,6,9204558,2,16,1,Salix seedling/sp,w
13751,48,6,92077,2,23,1,Alnus glutinosa,w
13752,48,6,9204446,3,1,1,Quercus seedling/sp,w
13753,48,6,92077,3,1,2,Alnus glutinosa,w
13754,48,6,920428,3,1,2,Carpinus betulus,w
13755,48,6,9204445,3,4,2,Betula seedling/sp,w
13756,48,6,9205,4,1,2,Acer pseudoplatanus,w
13757,48,6,9204446,4,1,2,Quercus seedling/sp,w
13758,48,6,9204445,4,2,2,Betula seedling/sp,w
13759,48,6,9204445,4,11,2,Betula seedling/sp,w
13760,48,6,9205,5,1,2,Acer pseudoplatanus,w
13761,48,6,9205,6,1,2,Acer pseudoplatanus,w
13762,48,6,9204445,6,2,2,Betula seedling/sp,w
13763,48,6,9204445,17,1,2,Betula seedling/sp,w
13764,48,7,9204445,1,1,1,Betula seedling/sp,w
13765,48,7,920569,1,2,1,Crataegus monogyna,w
13766,48,7,9201675,1,4,1,Rhamnus cathartica,w
13767,48,7,9204445,1,6,1,Betula seedling/sp,w
13768,48,7,9205313,1,6,1,Ulex sp./seedling,w
13769,48,7,9204446,1,10,1,Quercus seedling/sp,w
13770,48,7,9204558,1,19,1,Salix seedling/sp,w
13771,48,7,920557,1,48,1,Corylus avellana,w
13772,48,7,9201960,1,50,1,Sorbus aucuparia,w
13773,48,7,9204445,2,3,1,Betula seedling/sp,w
13774,48,7,920810,8,1,1,Fagus sylvatica,w
13775,48,8,9204558,1,1,1,Salix seedling/sp,w
13776,48,8,92077,1,1,2,Alnus glutinosa,w
13777,48,8,920841,1,1,2,Fraxinus excelsior (c),w
13778,48,8,920810,1,2,1,Fagus sylvatica,w
13779,48,8,9204445,1,6,1,Betula seedling/sp,w
13780,48,8,92077,1,6,2,Alnus glutinosa,w
13781,48,8,920841,1,6,2,Fraxinus excelsior (c),w
13782,48,8,9204446,1,6,2,Quercus seedling/sp,w
13783,48,8,9204314,1,12,1,Ulmus sp.,w
13784,48,8,9204445,1,12,1,Betula seedling/sp,w
13785,48,8,92077,1,21,1,Alnus glutinosa,w
13786,48,8,9204558,1,26,1,Salix seedling/sp,w
13787,48,8,920557,1,28,2,Corylus avellana,w
13788,48,8,92077,1,36,1,Alnus glutinosa,w
13789,48,8,9204445,2,3,1,Betula seedling/sp,w
13790,48,8,9204558,2,4,1,Salix seedling/sp,w
13791,48,8,92077,2,4,2,Alnus glutinosa,w
13792,48,8,920841,2,9,2,Fraxinus excelsior (c),w
13793,48,8,92077,2,15,1,Alnus glutinosa,w
13794,48,8,92077,3,1,1,Alnus glutinosa,w
13795,48,8,9204442,3,1,1,Larix sp.,w
13796,48,8,92077,3,4,2,Alnus glutinosa,w
13797,48,8,920841,3,4,2,Fraxinus excelsior (c),w
13798,48,8,92077,4,1,2,Alnus glutinosa,w
13799,48,8,9204445,4,1,2,Betula seedling/sp,w
13800,48,8,920841,4,5,2,Fraxinus excelsior (c),w
13801,48,8,920841,5,2,2,Fraxinus excelsior (c),w
13802,48,8,920841,6,1,2,Fraxinus excelsior (c),w
13803,48,8,200001651,8,1,2,Populus sp.,w
13804,48,9,920428,1,1,2,Carpinus betulus,w
13805,48,9,920569,1,2,2,Crataegus monogyna,w
13806,48,9,9204445,1,2,2,Betula seedling/sp,w
13807,48,9,9204558,1,3,1,Salix seedling/sp,w
13808,48,9,92077,1,4,1,Alnus glutinosa,w
13809,48,9,920569,1,4,1,Crataegus monogyna,w
