,SITE,PLOT,BRC,DBH_class,Count,Yr,BRC names,Woody
7515,23,13,9201611,2,1,2,Prunus avium,w
7516,23,13,920557,2,6,1,Corylus avellana,w
7517,23,13,9201611,3,1,2,Prunus avium,w
7518,23,13,9204446,4,1,2,Quercus seedling/sp,w
7519,23,13,9201611,5,2,2,Prunus avium,w
7520,23,13,9201611,6,1,2,Prunus avium,w
7521,23,13,9204446,8,1,1,Quercus seedling/sp,w
7522,23,13,9204446,10,1,1,Quercus seedling/sp,w
7523,23,13,9204446,13,1,1,Quercus seedling/sp,w
7524,23,13,9204446,13,1,2,Quercus seedling/sp,w
7525,23,14,920841,1,1,1,Fraxinus excelsior (c),w
7526,23,14,920569,1,2,1,Crataegus monogyna,w
7527,23,14,920569,1,2,2,Crataegus monogyna,w
7528,23,14,920810,1,2,2,Fagus sylvatica,w
7529,23,14,920841,1,2,2,Fraxinus excelsior (c),w
7530,23,14,9203,1,4,1,Acer campestre,w
7531,23,14,9201555,1,4,1,Populus tremula,w
7532,23,14,9201960,1,6,2,Sorbus aucuparia,w
7533,23,14,9201705,1,16,1,Rosa seedling/sp,w
7534,23,14,920841,1,30,1,Fraxinus excelsior (c),w
7535,23,14,920557,1,52,2,Corylus avellana,w
7536,23,14,920557,1,160,1,Corylus avellana,w
7537,23,14,920557,2,14,2,Corylus avellana,w
7538,23,14,9203,3,1,1,Acer campestre,w
7539,23,14,920841,4,1,1,Fraxinus excelsior (c),w
7540,23,14,9204445,4,1,1,Betula seedling/sp,w
7541,23,14,9204446,4,2,1,Quercus seedling/sp,w
7542,23,14,9204446,5,1,1,Quercus seedling/sp,w
7543,23,14,9204446,6,1,1,Quercus seedling/sp,w
7544,23,14,9201555,6,2,1,Populus tremula,w
7545,23,14,920841,7,1,2,Fraxinus excelsior (c),w
7546,23,14,9204446,8,1,2,Quercus seedling/sp,w
7547,23,14,920810,12,1,2,Fagus sylvatica,w
7548,23,15,920569,1,2,1,Crataegus monogyna,w
7549,23,15,9204445,1,2,1,Betula seedling/sp,w
7550,23,15,920569,1,4,2,Crataegus monogyna,w
7551,23,15,9201611,1,4,2,Prunus avium,w
7552,23,15,9201611,1,5,2,Prunus avium,w
7553,23,15,9201555,1,8,1,Populus tremula,w
7554,23,15,9204446,1,10,1,Quercus seedling/sp,w
7555,23,15,920841,1,14,1,Fraxinus excelsior (c),w
7556,23,15,920557,1,18,2,Corylus avellana,w
7557,23,15,9201611,1,26,1,Prunus avium,w
7558,23,15,920841,1,72,1,Fraxinus excelsior (c),w
7559,23,15,920557,1,144,1,Corylus avellana,w
7560,23,15,920841,2,1,1,Fraxinus excelsior (c),w
7561,23,15,9201611,2,5,2,Prunus avium,w
7562,23,15,920841,3,1,1,Fraxinus excelsior (c),w
7563,23,15,9201611,3,5,2,Prunus avium,w
7564,23,15,9204445,4,1,1,Betula seedling/sp,w
7565,23,15,9201611,4,1,2,Prunus avium,w
7566,23,15,9204446,4,3,1,Quercus seedling/sp,w
7567,23,15,9201611,5,1,2,Prunus avium,w
7568,23,15,9204446,5,4,1,Quercus seedling/sp,w
7569,23,15,9204446,15,1,2,Quercus seedling/sp,w
7570,23,16,9203,1,1,2,Acer campestre,w
7571,23,16,9201611,1,1,2,Prunus avium,w
7572,23,16,920569,1,2,1,Crataegus monogyna,w
7573,23,16,9204446,1,2,1,Quercus seedling/sp,w
7574,23,16,9204445,1,4,1,Betula seedling/sp,w
7575,23,16,920841,1,4,2,Fraxinus excelsior (c),w
7576,23,16,9201611,1,4,2,Prunus avium,w
7577,23,16,920569,1,6,2,Crataegus monogyna,w
7578,23,16,9203,1,8,2,Acer campestre,w
7579,23,16,920841,1,24,1,Fraxinus excelsior (c),w
7580,23,16,9201555,1,30,1,Populus tremula,w
7581,23,16,920557,1,50,1,Corylus avellana,w
7582,23,16,920557,1,62,2,Corylus avellana,w
7583,23,16,9203,2,1,2,Acer campestre,w
7584,23,16,920841,2,1,2,Fraxinus excelsior (c),w
7585,23,16,920557,2,2,2,Corylus avellana,w
7586,23,16,920569,2,2,2,Crataegus monogyna,w
7587,23,16,920569,3,1,2,Crataegus monogyna,w
7588,23,16,9201611,3,1,2,Prunus avium,w
7589,23,16,9201611,4,1,2,Prunus avium,w
7590,23,16,9204445,4,2,1,Betula seedling/sp,w
7591,23,16,9204446,4,2,1,Quercus seedling/sp,w
7592,23,16,9204446,5,2,1,Quercus seedling/sp,w
7593,23,16,9201555,6,1,1,Populus tremula,w
7594,23,16,9204446,6,2,1,Quercus seedling/sp,w
7595,23,16,9204446,8,1,2,Quercus seedling/sp,w
7596,23,16,9204446,9,2,2,Quercus seedling/sp,w
7597,23,16,9204446,10,1,2,Quercus seedling/sp,w
7598,20,7,920841,2,1,2,Fraxinus excelsior (c),w
7599,20,7,920557,2,2,2,Corylus avellana,w
7600,20,7,920557,2,14,2,Corylus avellana,w
7601,20,7,920841,5,1,2,Fraxinus excelsior (c),w
7602,20,7,920841,6,1,2,Fraxinus excelsior (c),w
7603,24,1,920841,1,1,1,Fraxinus excelsior (c),w
7604,24,1,9201617,1,2,1,Prunus spinosa,w
7605,24,1,9201815,1,4,1,Sambucus nigra,w
7606,24,1,920557,1,70,1,Corylus avellana,w
7607,24,1,920841,2,1,1,Fraxinus excelsior (c),w
7608,24,1,9204446,2,2,1,Quercus seedling/sp,w
7609,24,1,920569,3,1,1,Crataegus monogyna,w
7610,24,1,920841,3,1,1,Fraxinus excelsior (c),w
7611,24,1,9204445,3,1,1,Betula seedling/sp,w
7612,24,1,9204446,3,1,1,Quercus seedling/sp,w
7613,24,1,9204445,4,1,1,Betula seedling/sp,w
7614,24,1,920841,4,4,1,Fraxinus excelsior (c),w
7615,24,1,920841,5,1,1,Fraxinus excelsior (c),w
7616,24,1,920841,6,1,1,Fraxinus excelsior (c),w
7617,24,1,9204446,6,1,1,Quercus seedling/sp,w
7618,24,1,9204446,7,1,1,Quercus seedling/sp,w
7619,24,1,9204446,10,1,1,Quercus seedling/sp,w
7620,24,2,9201617,1,1,1,Prunus spinosa,w
7621,24,2,920841,1,2,1,Fraxinus excelsior (c),w
7622,24,2,920569,1,4,1,Crataegus monogyna,w
7623,24,2,920569,1,7,1,Crataegus monogyna,w
7624,24,2,9201617,1,10,1,Prunus spinosa,w
7625,24,2,9201815,1,20,1,Sambucus nigra,w
7626,24,2,920557,1,174,1,Corylus avellana,w
7627,20,7,9201788,6,1,2,Salix caprea,w
7628,20,7,9205,8,1,2,Acer pseudoplatanus,w
7629,20,8,9205,1,1,2,Acer pseudoplatanus,w
7630,20,8,920557,1,20,2,Corylus avellana,w
7631,20,8,920557,1,98,2,Corylus avellana,w
7632,20,8,9205,2,2,2,Acer pseudoplatanus,w
7633,20,8,920557,2,2,2,Corylus avellana,w
7634,20,8,920557,2,16,2,Corylus avellana,w
7635,20,8,9203,3,3,2,Acer campestre,w
7636,20,8,9203,4,1,2,Acer campestre,w
7637,20,8,920841,5,1,2,Fraxinus excelsior (c),w
7638,20,8,920841,6,1,2,Fraxinus excelsior (c),w
7639,20,8,9204446,10,1,2,Quercus seedling/sp,w
7640,20,9,9205,4,1,2,Acer pseudoplatanus,w
7641,20,9,9205,5,1,2,Acer pseudoplatanus,w
7642,20,9,920841,7,1,2,Fraxinus excelsior (c),w
7643,20,9,920841,8,1,2,Fraxinus excelsior (c),w
7644,20,9,9204446,9,1,2,Quercus seedling/sp,w
7645,20,9,9204446,12,1,2,Quercus seedling/sp,w
7646,20,10,920557,1,10,2,Corylus avellana,w
7647,20,10,920810,3,1,2,Fagus sylvatica,w
7648,20,10,920810,4,2,2,Fagus sylvatica,w
7649,20,10,920810,5,1,2,Fagus sylvatica,w
7650,20,10,920810,6,3,2,Fagus sylvatica,w
7651,20,10,920810,7,2,2,Fagus sylvatica,w
7652,20,11,920841,1,2,2,Fraxinus excelsior (c),w
7653,20,11,9204445,1,8,2,Betula seedling/sp,w
7654,20,11,9204446,1,8,2,Quercus seedling/sp,w
7655,20,11,920557,1,60,2,Corylus avellana,w
7656,20,11,920557,1,122,2,Corylus avellana,w
7657,20,11,920557,2,26,2,Corylus avellana,w
7658,20,11,920557,3,14,2,Corylus avellana,w
7659,20,12,920841,1,1,2,Fraxinus excelsior (c),w
7660,20,12,9201815,1,2,2,Sambucus nigra,w
7661,20,12,920841,1,4,2,Fraxinus excelsior (c),w
7662,20,12,920557,1,18,2,Corylus avellana,w
7663,20,12,920841,5,1,2,Fraxinus excelsior (c),w
7664,20,12,920810,6,1,2,Fagus sylvatica,w
7665,20,12,920810,8,1,2,Fagus sylvatica,w
7666,20,13,920810,3,2,2,Fagus sylvatica,w
7667,20,13,920810,4,1,2,Fagus sylvatica,w
7668,20,13,920810,5,3,2,Fagus sylvatica,w
7669,20,13,920810,6,3,2,Fagus sylvatica,w
7670,24,2,920569,2,1,1,Crataegus monogyna,w
7671,24,2,9201788,2,1,1,Salix caprea,w
7672,24,2,9204446,2,1,1,Quercus seedling/sp,w
7673,24,2,9201617,2,2,1,Prunus spinosa,w
7674,24,2,9201788,3,2,1,Salix caprea,w
7675,24,2,9203,4,1,1,Acer campestre,w
7676,24,2,9201788,4,1,1,Salix caprea,w
7677,24,2,9204445,5,1,1,Betula seedling/sp,w
7678,24,2,9201788,6,1,1,Salix caprea,w
7679,24,2,9204446,6,1,1,Quercus seedling/sp,w
7680,24,3,920569,1,1,1,Crataegus monogyna,w
7681,24,3,9201023,1,2,1,Ilex aquifolium,w
7682,24,3,9202119,1,3,1,Ulmus glabra,w
7683,24,3,9201144,1,10,1,Ligustrum vulgare,w
7684,24,3,9203,1,18,1,Acer campestre,w
7685,24,3,9202119,1,36,1,Ulmus glabra,w
7686,24,3,920557,1,70,1,Corylus avellana,w
7687,24,3,920841,2,1,1,Fraxinus excelsior (c),w
7688,24,3,9202119,2,1,1,Ulmus glabra,w
7689,24,3,9204446,2,1,1,Quercus seedling/sp,w
7690,24,3,920557,2,2,1,Corylus avellana,w
7691,24,3,920569,2,2,1,Crataegus monogyna,w
7692,24,3,9203,2,10,1,Acer campestre,w
7693,24,3,920569,3,1,1,Crataegus monogyna,w
7694,24,3,9204314,3,1,1,Ulmus sp.,w
7695,24,3,920841,3,3,1,Fraxinus excelsior (c),w
7696,24,3,9203,3,7,1,Acer campestre,w
7697,24,3,9202119,4,1,1,Ulmus glabra,w
7698,24,3,920841,4,2,1,Fraxinus excelsior (c),w
7699,24,3,9204445,4,2,1,Betula seedling/sp,w
7700,24,3,9203,4,7,1,Acer campestre,w
7701,24,3,9203,5,1,1,Acer campestre,w
7702,24,3,920841,5,2,1,Fraxinus excelsior (c),w
7703,24,3,9204445,6,1,1,Betula seedling/sp,w
7704,24,3,9204446,7,1,1,Quercus seedling/sp,w
7705,24,4,9201617,1,4,1,Prunus spinosa,w
7706,24,4,9201815,1,10,1,Sambucus nigra,w
7707,24,4,920557,1,192,1,Corylus avellana,w
7708,24,4,9204445,2,1,1,Betula seedling/sp,w
7709,24,4,920841,2,4,1,Fraxinus excelsior (c),w
7710,24,4,9204445,3,1,1,Betula seedling/sp,w
7711,24,4,920841,3,6,1,Fraxinus excelsior (c),w
7712,24,4,920841,4,6,1,Fraxinus excelsior (c),w
7713,24,4,920841,5,3,1,Fraxinus excelsior (c),w
7714,24,4,920841,6,1,1,Fraxinus excelsior (c),w
7715,24,4,920841,7,1,1,Fraxinus excelsior (c),w
7716,24,5,9204445,1,2,1,Betula seedling/sp,w
7717,24,5,920841,1,3,1,Fraxinus excelsior (c),w
7718,24,5,9201617,1,6,1,Prunus spinosa,w
7719,24,5,920569,1,20,1,Crataegus monogyna,w
7720,24,5,9203,1,29,1,Acer campestre,w
7721,24,5,920548,1,30,1,Cornus sanguinea,w
7722,24,5,920557,1,100,1,Corylus avellana,w
7723,24,5,9204445,2,1,1,Betula seedling/sp,w
7724,24,5,9201815,2,2,1,Sambucus nigra,w
7725,24,5,920841,2,6,1,Fraxinus excelsior (c),w
7726,24,5,920557,2,10,1,Corylus avellana,w
7727,24,5,9203,2,17,1,Acer campestre,w
7728,24,5,9204445,3,1,1,Betula seedling/sp,w
7729,24,5,9203,3,3,1,Acer campestre,w
7730,24,5,920841,3,4,1,Fraxinus excelsior (c),w
7731,24,5,920841,4,2,1,Fraxinus excelsior (c),w
7732,24,5,9204445,4,4,1,Betula seedling/sp,w
7733,24,6,9201815,1,2,1,Sambucus nigra,w
7734,24,6,9204446,1,2,1,Quercus seedling/sp,w
7735,24,6,9204445,1,3,1,Betula seedling/sp,w
7736,24,6,9204446,1,6,1,Quercus seedling/sp,w
7737,24,6,920569,1,10,1,Crataegus monogyna,w
7738,20,13,920810,7,3,2,Fagus sylvatica,w
7739,24,6,9204314,1,28,1,Ulmus sp.,w
7740,24,6,9204314,1,53,1,Ulmus sp.,w
7741,24,6,9204446,2,1,1,Quercus seedling/sp,w
7742,24,6,92077,2,2,1,Alnus glutinosa,w
7743,24,6,9204445,2,7,1,Betula seedling/sp,w
7744,24,6,9204314,2,10,1,Ulmus sp.,w
7745,24,6,9201788,3,1,1,Salix caprea,w
7746,24,6,92077,3,4,1,Alnus glutinosa,w
7747,24,6,9204314,3,6,1,Ulmus sp.,w
7748,24,6,9204445,3,7,1,Betula seedling/sp,w
7749,24,6,92077,4,1,1,Alnus glutinosa,w
7750,24,6,9204445,4,4,1,Betula seedling/sp,w
7751,24,6,9204314,4,7,1,Ulmus sp.,w
7752,24,6,9204445,5,2,1,Betula seedling/sp,w
7753,24,7,9203,1,2,1,Acer campestre,w
7754,24,7,920569,1,2,1,Crataegus monogyna,w
7755,24,7,920841,1,2,1,Fraxinus excelsior (c),w
7756,24,7,9204445,1,2,1,Betula seedling/sp,w
7757,24,7,920841,1,5,1,Fraxinus excelsior (c),w
7758,24,7,9203,1,15,1,Acer campestre,w
7759,24,7,9202119,1,22,1,Ulmus glabra,w
7760,24,7,920569,1,36,1,Crataegus monogyna,w
7761,24,7,920557,1,130,1,Corylus avellana,w
7762,24,7,9203,2,2,1,Acer campestre,w
7763,24,7,92077,2,2,1,Alnus glutinosa,w
7764,24,7,920557,2,4,1,Corylus avellana,w
7765,24,7,920841,2,6,1,Fraxinus excelsior (c),w
7766,24,7,9204445,2,7,1,Betula seedling/sp,w
7767,24,7,920841,3,1,1,Fraxinus excelsior (c),w
7768,24,7,9204445,3,5,1,Betula seedling/sp,w
7769,24,7,920841,4,2,1,Fraxinus excelsior (c),w
7770,24,7,9204445,4,3,1,Betula seedling/sp,w
7771,24,7,9202119,12,1,1,Ulmus glabra,w
7772,24,8,9203,1,2,1,Acer campestre,w
7773,24,8,9204446,1,2,1,Quercus seedling/sp,w
7774,24,8,920841,1,3,1,Fraxinus excelsior (c),w
7775,24,8,920548,1,4,1,Cornus sanguinea,w
7776,24,8,920841,1,6,1,Fraxinus excelsior (c),w
7777,24,8,920569,1,10,1,Crataegus monogyna,w
7778,24,8,920569,1,13,1,Crataegus monogyna,w
7779,24,8,920557,1,200,1,Corylus avellana,w
7780,24,8,920557,2,2,1,Corylus avellana,w
7781,24,8,920569,2,3,1,Crataegus monogyna,w
7782,24,8,9204446,2,4,1,Quercus seedling/sp,w
7783,24,8,920841,2,5,1,Fraxinus excelsior (c),w
7784,24,8,9204446,3,1,1,Quercus seedling/sp,w
7785,24,8,920841,3,4,1,Fraxinus excelsior (c),w
7786,24,8,920569,4,1,1,Crataegus monogyna,w
7787,24,8,920841,4,2,1,Fraxinus excelsior (c),w
7788,24,8,920841,5,1,1,Fraxinus excelsior (c),w
7789,24,8,9204446,5,3,1,Quercus seedling/sp,w
7790,24,8,9204446,6,1,1,Quercus seedling/sp,w
7791,24,8,9204446,7,2,1,Quercus seedling/sp,w
7792,24,8,9204446,8,2,1,Quercus seedling/sp,w
7793,24,9,920569,1,1,1,Crataegus monogyna,w
7794,24,9,9204445,1,1,1,Betula seedling/sp,w
7795,24,9,920569,1,4,1,Crataegus monogyna,w
7796,24,9,920557,1,110,1,Corylus avellana,w
7797,24,9,920569,2,1,1,Crataegus monogyna,w
7798,24,9,9204445,2,1,1,Betula seedling/sp,w
7799,24,9,920557,2,24,1,Corylus avellana,w
7800,24,9,9204446,3,1,1,Quercus seedling/sp,w
7801,20,14,9204446,1,2,2,Quercus seedling/sp,w
7802,20,14,920810,1,4,2,Fagus sylvatica,w
7803,20,14,9205,1,6,2,Acer pseudoplatanus,w
7804,20,14,9205,1,11,2,Acer pseudoplatanus,w
7805,20,14,920557,1,12,2,Corylus avellana,w
7806,20,14,920841,1,12,2,Fraxinus excelsior (c),w
7807,24,9,920569,3,2,1,Crataegus monogyna,w
7808,24,9,9204445,3,3,1,Betula seedling/sp,w
7809,24,9,9204445,4,1,1,Betula seedling/sp,w
7810,24,9,9204446,4,1,1,Quercus seedling/sp,w
7811,24,9,920841,5,1,1,Fraxinus excelsior (c),w
7812,24,9,9204445,5,2,1,Betula seedling/sp,w
7813,24,10,920841,1,1,1,Fraxinus excelsior (c),w
7814,24,10,920557,1,2,1,Corylus avellana,w
7815,24,10,9204445,1,2,1,Betula seedling/sp,w
7816,24,10,9204446,1,2,1,Quercus seedling/sp,w
7817,24,10,9204314,1,10,1,Ulmus sp.,w
7818,24,10,9202119,1,12,1,Ulmus glabra,w
7819,24,10,920841,1,16,1,Fraxinus excelsior (c),w
7820,24,10,9202119,1,31,1,Ulmus glabra,w
7821,24,10,920841,2,1,1,Fraxinus excelsior (c),w
7822,24,10,9204446,2,1,1,Quercus seedling/sp,w
7823,24,10,9204314,2,2,1,Ulmus sp.,w
7824,24,10,9202119,2,5,1,Ulmus glabra,w
7825,24,10,9204445,2,6,1,Betula seedling/sp,w
7826,24,10,9204314,3,1,1,Ulmus sp.,w
7827,24,10,9202119,3,6,1,Ulmus glabra,w
7828,24,10,9204445,3,7,1,Betula seedling/sp,w
7829,24,10,9204446,4,1,1,Quercus seedling/sp,w
7830,24,10,9204445,4,3,1,Betula seedling/sp,w
7831,24,10,9204445,5,1,1,Betula seedling/sp,w
7832,24,10,9204446,5,1,1,Quercus seedling/sp,w
7833,24,10,9202119,5,2,1,Ulmus glabra,w
7834,24,10,9204446,6,1,1,Quercus seedling/sp,w
7835,24,11,9204446,1,1,1,Quercus seedling/sp,w
7836,24,11,920569,1,2,1,Crataegus monogyna,w
7837,24,11,9201617,1,2,1,Prunus spinosa,w
7838,24,11,9203,1,4,1,Acer campestre,w
7839,24,11,920841,1,14,1,Fraxinus excelsior (c),w
7840,24,11,9203,1,22,1,Acer campestre,w
7841,24,11,920557,1,36,1,Corylus avellana,w
7842,24,11,9202119,1,67,1,Ulmus glabra,w
7843,24,11,9204446,2,3,1,Quercus seedling/sp,w
7844,24,11,920557,2,4,1,Corylus avellana,w
7845,24,11,9202119,2,13,1,Ulmus glabra,w
7846,24,11,9203,2,14,1,Acer campestre,w
7847,24,11,920841,2,16,1,Fraxinus excelsior (c),w
7848,24,11,9204445,3,1,1,Betula seedling/sp,w
7849,24,11,9204446,3,1,1,Quercus seedling/sp,w
7850,24,11,9202119,3,3,1,Ulmus glabra,w
7851,24,11,920841,3,21,1,Fraxinus excelsior (c),w
7852,24,11,9202119,4,1,1,Ulmus glabra,w
7853,24,11,920841,4,2,1,Fraxinus excelsior (c),w
7854,24,11,9202119,6,1,1,Ulmus glabra,w
7855,24,12,9201617,1,2,1,Prunus spinosa,w
7856,24,12,920841,1,5,1,Fraxinus excelsior (c),w
7857,24,12,9202119,1,6,1,Ulmus glabra,w
7858,24,12,920569,1,10,1,Crataegus monogyna,w
7859,24,12,9204314,1,12,1,Ulmus sp.,w
7860,24,12,9202119,1,13,1,Ulmus glabra,w
7861,24,12,9204314,1,18,1,Ulmus sp.,w
7862,24,12,9203,1,28,1,Acer campestre,w
7863,24,12,920557,1,30,1,Corylus avellana,w
7864,24,12,9203,1,31,1,Acer campestre,w
7865,24,12,920569,2,2,1,Crataegus monogyna,w
7866,24,12,9202119,2,5,1,Ulmus glabra,w
7867,24,12,9204314,2,6,1,Ulmus sp.,w
7868,24,12,920841,2,10,1,Fraxinus excelsior (c),w
7869,24,12,9203,2,12,1,Acer campestre,w
7870,24,12,9202119,3,1,1,Ulmus glabra,w
7871,24,12,9204314,3,2,1,Ulmus sp.,w
7872,24,12,9203,3,4,1,Acer campestre,w
7873,24,12,920841,3,8,1,Fraxinus excelsior (c),w
7874,24,12,9203,4,1,1,Acer campestre,w
7875,20,14,920557,1,16,2,Corylus avellana,w
7876,24,12,920841,4,3,1,Fraxinus excelsior (c),w
7877,24,12,920841,5,2,1,Fraxinus excelsior (c),w
7878,24,13,9204445,1,2,1,Betula seedling/sp,w
7879,24,13,920841,1,3,1,Fraxinus excelsior (c),w
7880,24,13,9204446,1,12,1,Quercus seedling/sp,w
7881,24,13,920841,1,18,1,Fraxinus excelsior (c),w
7882,24,13,9204314,1,29,1,Ulmus sp.,w
7883,24,13,9204314,1,66,1,Ulmus sp.,w
7884,24,13,92077,2,1,1,Alnus glutinosa,w
7885,24,13,9204445,2,1,1,Betula seedling/sp,w
7886,24,13,920841,2,4,1,Fraxinus excelsior (c),w
7887,24,13,9204314,2,22,1,Ulmus sp.,w
7888,24,13,9204445,3,2,1,Betula seedling/sp,w
7889,24,13,920841,3,5,1,Fraxinus excelsior (c),w
7890,24,13,9204314,3,10,1,Ulmus sp.,w
7891,24,13,9204445,4,1,1,Betula seedling/sp,w
7892,24,13,920841,4,3,1,Fraxinus excelsior (c),w
7893,24,13,920841,5,1,1,Fraxinus excelsior (c),w
7894,24,14,9204445,1,1,1,Betula seedling/sp,w
7895,24,14,9204446,1,2,1,Quercus seedling/sp,w
7896,24,14,920841,1,6,1,Fraxinus excelsior (c),w
7897,24,14,920569,1,10,1,Crataegus monogyna,w
7898,24,14,9204314,1,10,1,Ulmus sp.,w
7899,24,14,920841,1,20,1,Fraxinus excelsior (c),w
7900,24,14,920557,1,44,1,Corylus avellana,w
7901,24,14,9204314,1,50,1,Ulmus sp.,w
7902,24,14,9204446,2,1,1,Quercus seedling/sp,w
7903,24,14,920841,2,7,1,Fraxinus excelsior (c),w
7904,24,14,9204445,2,11,1,Betula seedling/sp,w
7905,24,14,9204314,2,31,1,Ulmus sp.,w
7906,24,14,920841,3,5,1,Fraxinus excelsior (c),w
7907,24,14,9204314,3,5,1,Ulmus sp.,w
7908,24,14,9204445,3,6,1,Betula seedling/sp,w
7909,24,14,9204314,4,2,1,Ulmus sp.,w
7910,24,14,9204445,4,4,1,Betula seedling/sp,w
7911,24,15,9201788,1,1,1,Salix caprea,w
7912,24,15,9204445,1,1,1,Betula seedling/sp,w
7913,24,15,920569,1,4,1,Crataegus monogyna,w
7914,24,15,9202185,1,4,1,Viburnum opulus,w
7915,24,15,9204446,1,5,1,Quercus seedling/sp,w
7916,24,15,920841,1,10,1,Fraxinus excelsior (c),w
7917,24,15,920557,1,32,1,Corylus avellana,w
7918,24,15,9204314,1,37,1,Ulmus sp.,w
7919,24,15,9204314,1,84,1,Ulmus sp.,w
7920,24,15,9201788,2,1,1,Salix caprea,w
7921,24,15,9204446,2,4,1,Quercus seedling/sp,w
7922,24,15,9204445,2,9,1,Betula seedling/sp,w
7923,24,15,9204314,2,17,1,Ulmus sp.,w
7924,24,15,9204314,3,6,1,Ulmus sp.,w
7925,24,15,9204445,3,12,1,Betula seedling/sp,w
7926,24,15,9204314,4,1,1,Ulmus sp.,w
7927,24,15,9204445,4,1,1,Betula seedling/sp,w
7928,24,16,9204446,1,1,1,Quercus seedling/sp,w
7929,24,16,9201788,1,3,1,Salix caprea,w
7930,24,16,920841,1,4,1,Fraxinus excelsior (c),w
7931,24,16,920569,1,6,1,Crataegus monogyna,w
7932,24,16,9201788,1,6,1,Salix caprea,w
7933,24,16,9204445,1,13,1,Betula seedling/sp,w
7934,20,14,9205,2,16,2,Acer pseudoplatanus,w
7935,20,14,9205,3,2,2,Acer pseudoplatanus,w
7936,20,14,9205,4,1,2,Acer pseudoplatanus,w
7937,20,15,920810,1,10,2,Fagus sylvatica,w
7938,20,15,920841,1,34,2,Fraxinus excelsior (c),w
7939,20,15,9201615,1,40,2,Prunus laurocerasus,w
7940,20,15,9205,2,2,2,Acer pseudoplatanus,w
7941,20,15,920841,2,2,2,Fraxinus excelsior (c),w
7942,20,15,9201615,2,18,2,Prunus laurocerasus,w
7943,20,16,920557,1,10,2,Corylus avellana,w
7944,24,16,9204314,1,37,1,Ulmus sp.,w
7945,24,16,920557,1,48,1,Corylus avellana,w
7946,24,16,9204314,1,78,1,Ulmus sp.,w
7947,24,16,9204446,2,1,1,Quercus seedling/sp,w
7948,24,16,9204314,2,5,1,Ulmus sp.,w
7949,24,16,9204445,2,24,1,Betula seedling/sp,w
7950,24,16,9204445,3,23,1,Betula seedling/sp,w
7951,24,16,9204445,4,3,1,Betula seedling/sp,w
7952,25,1,920841,1,2,1,Fraxinus excelsior (c),w
7953,25,1,920569,1,6,1,Crataegus monogyna,w
7954,25,1,9201815,1,6,1,Sambucus nigra,w
7955,25,1,920569,1,11,2,Crataegus monogyna,w
7956,25,1,920569,1,12,2,Crataegus monogyna,w
7957,25,1,920557,1,40,1,Corylus avellana,w
7958,25,1,9205,2,1,1,Acer pseudoplatanus,w
7959,25,1,9201815,2,2,1,Sambucus nigra,w
7960,25,1,9203,2,2,2,Acer campestre,w
7961,25,1,920569,2,3,2,Crataegus monogyna,w
7962,25,1,920557,2,4,1,Corylus avellana,w
7963,25,1,9203,3,1,1,Acer campestre,w
7964,25,1,920569,3,1,1,Crataegus monogyna,w
7965,25,1,920841,3,1,2,Fraxinus excelsior (c),w
7966,25,1,920569,3,2,2,Crataegus monogyna,w
7967,25,1,920569,3,6,2,Crataegus monogyna,w
7968,25,1,9205,4,1,1,Acer pseudoplatanus,w
7969,25,1,9203,4,2,1,Acer campestre,w
7970,25,1,920569,4,2,2,Crataegus monogyna,w
7971,25,1,9203,5,1,1,Acer campestre,w
7972,25,1,9205,5,1,1,Acer pseudoplatanus,w
7973,25,1,920841,5,1,2,Fraxinus excelsior (c),w
7974,25,1,9205,6,1,1,Acer pseudoplatanus,w
7975,25,1,920841,6,1,2,Fraxinus excelsior (c),w
7976,25,1,920841,7,1,2,Fraxinus excelsior (c),w
7977,25,1,920841,10,2,2,Fraxinus excelsior (c),w
7978,25,2,920841,1,1,1,Fraxinus excelsior (c),w
7979,25,2,920557,1,2,1,Corylus avellana,w
7980,25,2,9203,1,3,1,Acer campestre,w
7981,25,2,920569,1,3,1,Crataegus monogyna,w
7982,25,2,9201617,1,4,1,Prunus spinosa,w
7983,25,2,920569,1,4,2,Crataegus monogyna,w
7984,25,2,920569,1,14,1,Crataegus monogyna,w
7985,25,2,9201617,1,26,2,Prunus spinosa,w
7986,25,2,9201815,1,64,1,Sambucus nigra,w
7987,25,2,920841,2,1,1,Fraxinus excelsior (c),w
7988,25,2,9203,2,2,1,Acer campestre,w
7989,25,2,920569,2,2,1,Crataegus monogyna,w
7990,25,2,920569,2,2,2,Crataegus monogyna,w
7991,25,2,9203,3,2,1,Acer campestre,w
7992,25,2,920841,3,2,1,Fraxinus excelsior (c),w
7993,25,2,920569,3,2,2,Crataegus monogyna,w
7994,25,2,9203,3,3,2,Acer campestre,w
7995,25,2,920841,4,1,1,Fraxinus excelsior (c),w
7996,25,2,9201815,4,2,2,Sambucus nigra,w
7997,25,2,920569,5,2,2,Crataegus monogyna,w
7998,25,2,920841,5,3,1,Fraxinus excelsior (c),w
7999,25,2,920841,5,3,2,Fraxinus excelsior (c),w
8000,25,2,920841,6,2,2,Fraxinus excelsior (c),w
8001,25,2,9201815,6,2,2,Sambucus nigra,w
8002,25,2,920841,8,1,1,Fraxinus excelsior (c),w
8003,25,2,920841,8,1,2,Fraxinus excelsior (c),w
