site,plot,BRC,DBH_class,Count,Yr,species,ms,flag,dbhcounts
51,3,9205.0,4,1,1,Acer pseudoplatanus,am,0,4
51,3,920841.0,4,4,1,Fraxinus excelsior (c),am,0,16
51,3,920841.0,5,2,1,Fraxinus excelsior (c),am,0,10
51,3,920841.0,6,1,1,Fraxinus excelsior (c),am,0,6
51,4,9205.0,1,1,1,Acer pseudoplatanus,am,0,1
51,4,920557.0,1,32,1,Corylus avellana,em,0,32
51,4,9205.0,2,1,1,Acer pseudoplatanus,am,0,2
51,4,920557.0,2,8,1,Corylus avellana,em,0,16
51,4,920841.0,3,3,1,Fraxinus excelsior (c),am,0,9
51,4,920841.0,4,10,1,Fraxinus excelsior (c),am,0,40
51,4,920841.0,5,4,1,Fraxinus excelsior (c),am,0,20
51,4,920841.0,6,2,1,Fraxinus excelsior (c),am,0,12
51,4,920841.0,7,3,1,Fraxinus excelsior (c),am,0,21
51,5,9205.0,1,2,1,Acer pseudoplatanus,am,0,2
51,5,920841.0,1,2,1,Fraxinus excelsior (c),am,0,2
51,5,9204446.0,1,2,1,Quercus seedling/sp,em,0,2
51,5,9205.0,2,2,1,Acer pseudoplatanus,am,0,4
51,5,9202119.0,2,2,1,Ulmus glabra,am,0,4
51,5,920841.0,2,4,1,Fraxinus excelsior (c),am,0,8
51,5,9202119.0,3,1,1,Ulmus glabra,am,0,3
51,5,9205.0,3,3,1,Acer pseudoplatanus,am,0,9
51,5,920841.0,3,3,1,Fraxinus excelsior (c),am,0,9
51,5,9202119.0,4,1,1,Ulmus glabra,am,0,4
51,5,920841.0,4,13,1,Fraxinus excelsior (c),am,0,52
51,5,920841.0,5,4,1,Fraxinus excelsior (c),am,0,20
51,6,9205.0,1,1,1,Acer pseudoplatanus,am,0,1
51,6,200001596.0,1,2,1,Ribes sp.,am,0,2
51,6,9201815.0,1,4,1,Sambucus nigra,u,1,4
51,6,9205.0,2,2,1,Acer pseudoplatanus,am,0,4
51,6,9204558.0,2,2,1,Salix seedling/sp,u,0,4
51,6,920841.0,3,1,1,Fraxinus excelsior (c),am,0,3
51,6,9204558.0,3,1,1,Salix seedling/sp,u,0,3
51,6,9204558.0,5,1,1,Salix seedling/sp,u,0,5
51,6,920841.0,6,1,1,Fraxinus excelsior (c),am,0,6
51,6,9205.0,8,1,1,Acer pseudoplatanus,am,0,8
51,7,920841.0,1,2,1,Fraxinus excelsior (c),am,0,2
51,7,920841.0,1,3,1,Fraxinus excelsior (c),am,0,3
51,7,9205.0,1,5,1,Acer pseudoplatanus,am,0,5
51,7,9202119.0,1,7,1,Ulmus glabra,am,0,7
51,7,9205.0,1,10,1,Acer pseudoplatanus,am,0,10
51,7,920841.0,2,2,1,Fraxinus excelsior (c),am,0,4
40,6,9204445.0,2,3,2,Betula seedling/sp,em,0,6
40,6,9204445.0,3,2,2,Betula seedling/sp,em,0,6
40,6,92077.0,4,2,2,Alnus glutinosa,d,0,8
40,6,92077.0,5,1,2,Alnus glutinosa,d,0,5
40,7,9201822.0,1,2,2,Cytisus scoparius,am,0,2
40,7,9204445.0,4,1,2,Betula seedling/sp,em,0,4
40,8,920841.0,1,2,2,Fraxinus excelsior (c),am,0,2
40,8,920557.0,1,4,2,Corylus avellana,em,0,4
40,8,9201614.0,2,1,2,Prunus domestica,am,0,2
40,8,9201788.0,2,1,2,Salix caprea,em,0,2
40,8,9201960.0,2,1,2,Sorbus aucuparia,am,0,2
40,8,9204445.0,2,2,2,Betula seedling/sp,em,0,4
40,8,920557.0,2,6,2,Corylus avellana,em,0,12
40,8,9201960.0,4,1,2,Sorbus aucuparia,am,0,4
40,8,9204445.0,4,1,2,Betula seedling/sp,em,0,4
51,7,920841.0,3,1,1,Fraxinus excelsior (c),am,0,3
51,7,9202119.0,3,1,1,Ulmus glabra,am,0,3
51,7,920841.0,5,2,1,Fraxinus excelsior (c),am,0,10
51,7,9205.0,6,1,1,Acer pseudoplatanus,am,0,6
51,7,920841.0,6,1,1,Fraxinus excelsior (c),am,0,6
51,7,9202119.0,6,1,1,Ulmus glabra,am,0,6
51,7,920841.0,7,2,1,Fraxinus excelsior (c),am,0,14
51,7,920841.0,9,1,1,Fraxinus excelsior (c),am,0,9
51,8,920841.0,1,2,1,Fraxinus excelsior (c),am,0,2
51,8,9205.0,1,3,1,Acer pseudoplatanus,am,0,3
51,8,920569.0,1,10,1,Crataegus monogyna,em,0,10
51,8,920557.0,1,16,1,Corylus avellana,em,0,16
51,8,920557.0,2,2,1,Corylus avellana,em,0,4
51,8,920841.0,2,2,1,Fraxinus excelsior (c),am,0,4
51,8,9205.0,3,2,1,Acer pseudoplatanus,am,0,6
51,8,920841.0,3,2,1,Fraxinus excelsior (c),am,0,6
51,8,9205.0,5,2,1,Acer pseudoplatanus,am,0,10
51,8,9205.0,6,1,1,Acer pseudoplatanus,am,0,6
51,9,920810.0,1,3,1,Fagus sylvatica,em,0,3
51,9,9204446.0,2,1,1,Quercus seedling/sp,em,0,2
51,9,9205.0,2,4,1,Acer pseudoplatanus,am,0,8
51,9,920810.0,3,1,1,Fagus sylvatica,em,0,3
51,9,9204446.0,3,1,1,Quercus seedling/sp,em,0,3
51,9,920841.0,3,2,1,Fraxinus excelsior (c),am,0,6
51,9,9204558.0,3,2,1,Salix seedling/sp,u,0,6
51,9,9205.0,4,1,1,Acer pseudoplatanus,am,0,4
51,9,920841.0,4,1,1,Fraxinus excelsior (c),am,0,4
51,9,9204446.0,4,3,1,Quercus seedling/sp,em,0,12
51,9,9204558.0,5,1,1,Salix seedling/sp,u,0,5
51,9,9204446.0,5,2,1,Quercus seedling/sp,em,0,10
51,9,9205.0,6,1,1,Acer pseudoplatanus,am,0,6
51,9,9204446.0,6,1,1,Quercus seedling/sp,em,0,6
51,9,9204446.0,7,1,1,Quercus seedling/sp,em,0,7
51,9,9205.0,8,1,1,Acer pseudoplatanus,am,0,8
51,9,920810.0,8,1,1,Fagus sylvatica,em,0,8
51,10,920557.0,1,4,1,Corylus avellana,em,0,4
51,10,9205.0,1,6,1,Acer pseudoplatanus,am,0,6
51,10,9205.0,2,6,1,Acer pseudoplatanus,am,0,12
51,10,920841.0,3,1,1,Fraxinus excelsior (c),am,0,3
51,10,9205.0,3,4,1,Acer pseudoplatanus,am,0,12
51,10,9204446.0,3,6,1,Quercus seedling/sp,em,0,18
51,10,9205.0,4,1,1,Acer pseudoplatanus,am,0,4
51,10,9204445.0,4,2,1,Betula seedling/sp,em,0,8
51,10,9204446.0,4,3,1,Quercus seedling/sp,em,0,12
51,10,9205.0,5,1,1,Acer pseudoplatanus,am,0,5
51,10,9204446.0,5,5,1,Quercus seedling/sp,em,0,25
51,10,9205.0,6,1,1,Acer pseudoplatanus,am,0,6
51,10,9204445.0,6,1,1,Betula seedling/sp,em,0,6
51,10,9204446.0,6,2,1,Quercus seedling/sp,em,0,12
51,10,9204446.0,7,1,1,Quercus seedling/sp,em,0,7
51,10,9204446.0,9,1,1,Quercus seedling/sp,em,0,9
51,11,9204558.0,1,2,1,Salix seedling/sp,u,0,2
51,11,9204558.0,3,1,1,Salix seedling/sp,u,0,3
51,11,9205.0,5,1,1,Acer pseudoplatanus,am,0,5
51,11,920841.0,6,1,1,Fraxinus excelsior (c),am,0,6
51,11,9204446.0,6,1,1,Quercus seedling/sp,em,0,6
51,11,9204446.0,8,1,1,Quercus seedling/sp,em,0,8
51,12,9204558.0,1,1,1,Salix seedling/sp,u,0,1
51,12,92077.0,2,1,1,Alnus glutinosa,d,0,2
40,8,920557.0,4,2,2,Corylus avellana,em,0,8
40,8,9201960.0,5,1,2,Sorbus aucuparia,am,0,5
40,8,9204445.0,5,2,2,Betula seedling/sp,em,0,10
40,8,9204445.0,6,3,2,Betula seedling/sp,em,0,18
40,8,9201960.0,8,1,2,Sorbus aucuparia,am,0,8
40,9,9204445.0,1,4,2,Betula seedling/sp,em,0,4
40,9,920557.0,1,18,2,Corylus avellana,em,0,18
40,9,9204445.0,2,3,2,Betula seedling/sp,em,0,6
40,9,9204445.0,5,3,2,Betula seedling/sp,em,0,15
51,12,9205.0,2,2,1,Acer pseudoplatanus,am,0,4
51,12,9204558.0,3,1,1,Salix seedling/sp,u,0,3
51,12,9204446.0,3,3,1,Quercus seedling/sp,em,0,9
51,12,9205.0,4,2,1,Acer pseudoplatanus,am,0,8
51,12,9205.0,5,1,1,Acer pseudoplatanus,am,0,5
51,12,9204446.0,5,1,1,Quercus seedling/sp,em,0,5
51,12,9204446.0,6,1,1,Quercus seedling/sp,em,0,6
51,12,9204446.0,7,2,1,Quercus seedling/sp,em,0,14
51,12,9204446.0,10,1,1,Quercus seedling/sp,em,0,10
51,13,920841.0,1,1,1,Fraxinus excelsior (c),am,0,1
51,13,920841.0,1,2,1,Fraxinus excelsior (c),am,0,2
51,13,9205.0,1,10,1,Acer pseudoplatanus,am,0,10
51,13,920841.0,2,1,1,Fraxinus excelsior (c),am,0,2
51,13,9204558.0,3,1,1,Salix seedling/sp,u,0,3
51,13,920841.0,3,2,1,Fraxinus excelsior (c),am,0,6
51,13,920841.0,5,1,1,Fraxinus excelsior (c),am,0,5
51,13,920841.0,6,2,1,Fraxinus excelsior (c),am,0,12
51,13,920841.0,7,2,1,Fraxinus excelsior (c),am,0,14
51,13,920841.0,8,1,1,Fraxinus excelsior (c),am,0,8
51,14,920557.0,1,4,1,Corylus avellana,em,0,4
51,14,9205.0,2,1,1,Acer pseudoplatanus,am,0,2
51,14,920841.0,5,1,1,Fraxinus excelsior (c),am,0,5
51,14,9205.0,6,1,1,Acer pseudoplatanus,am,0,6
51,14,920841.0,6,1,1,Fraxinus excelsior (c),am,0,6
51,14,920841.0,7,1,1,Fraxinus excelsior (c),am,0,7
51,14,9205.0,7,2,1,Acer pseudoplatanus,am,0,14
51,15,920841.0,1,1,1,Fraxinus excelsior (c),am,0,1
51,15,920841.0,1,2,1,Fraxinus excelsior (c),am,0,2
51,15,9204558.0,1,8,1,Salix seedling/sp,u,0,8
51,15,920841.0,2,1,1,Fraxinus excelsior (c),am,0,2
51,15,9204558.0,2,1,1,Salix seedling/sp,u,0,2
51,15,920841.0,3,1,1,Fraxinus excelsior (c),am,0,3
51,15,920841.0,6,1,1,Fraxinus excelsior (c),am,0,6
51,16,920841.0,1,1,1,Fraxinus excelsior (c),am,0,1
51,16,920569.0,1,4,1,Crataegus monogyna,em,0,4
51,16,920557.0,1,16,1,Corylus avellana,em,0,16
51,16,920841.0,2,1,1,Fraxinus excelsior (c),am,0,2
51,16,920557.0,2,8,1,Corylus avellana,em,0,16
51,16,920841.0,3,3,1,Fraxinus excelsior (c),am,0,9
51,16,920841.0,4,4,1,Fraxinus excelsior (c),am,0,16
51,16,920841.0,5,5,1,Fraxinus excelsior (c),am,0,25
51,16,920841.0,6,3,1,Fraxinus excelsior (c),am,0,18
51,16,920841.0,7,2,1,Fraxinus excelsior (c),am,0,14
51,16,920841.0,8,2,1,Fraxinus excelsior (c),am,0,16
51,16,920841.0,9,2,1,Fraxinus excelsior (c),am,0,18
51,16,920841.0,10,2,1,Fraxinus excelsior (c),am,0,20
51,16,920841.0,11,1,1,Fraxinus excelsior (c),am,0,11
52,1,9204446.0,1,1,1,Quercus seedling/sp,em,0,1
52,1,9204442.0,1,2,2,Larix sp.,em,0,2
52,1,9204446.0,1,2,2,Quercus seedling/sp,em,0,2
52,1,9204658.0,1,2,2,Abies sp.,em,0,2
52,1,9201960.0,1,3,1,Sorbus aucuparia,am,0,3
52,1,920557.0,1,4,2,Corylus avellana,em,0,4
52,1,9204658.0,1,4,2,Abies sp.,em,0,4
52,1,9201960.0,1,14,2,Sorbus aucuparia,am,0,14
52,1,9201960.0,2,2,1,Sorbus aucuparia,am,0,4
40,10,9201960.0,1,6,2,Sorbus aucuparia,am,0,6
40,10,9201614.0,1,8,2,Prunus domestica,am,0,8
40,10,920557.0,1,44,2,Corylus avellana,em,0,44
40,10,9201614.0,2,2,2,Prunus domestica,am,0,4
40,10,920557.0,2,4,2,Corylus avellana,em,0,8
40,10,9201614.0,3,1,2,Prunus domestica,am,0,3
40,10,9204445.0,3,1,2,Betula seedling/sp,em,0,3
40,10,9201614.0,4,2,2,Prunus domestica,am,0,8
40,10,9201614.0,5,1,2,Prunus domestica,am,0,5
40,10,9204445.0,8,1,2,Betula seedling/sp,em,0,8
40,10,9201614.0,14,1,2,Prunus domestica,am,0,14
40,11,9201788.0,1,4,2,Salix caprea,em,0,4
52,1,9204658.0,2,2,2,Abies sp.,em,0,4
52,1,9204445.0,2,3,1,Betula seedling/sp,em,0,6
52,1,9204446.0,2,6,1,Quercus seedling/sp,em,0,12
52,1,9204445.0,2,6,2,Betula seedling/sp,em,0,12
52,1,9204658.0,2,6,2,Abies sp.,em,0,12
52,1,9204442.0,3,1,2,Larix sp.,em,0,3
52,1,9204658.0,3,1,2,Abies sp.,em,0,3
52,1,9204445.0,3,2,1,Betula seedling/sp,em,0,6
52,1,9204446.0,3,2,1,Quercus seedling/sp,em,0,6
52,1,9204445.0,3,6,2,Betula seedling/sp,em,0,18
52,1,9204445.0,4,2,1,Betula seedling/sp,em,0,8
52,1,9204446.0,4,4,1,Quercus seedling/sp,em,0,16
52,1,9204445.0,4,6,2,Betula seedling/sp,em,0,24
52,1,9204445.0,5,1,2,Betula seedling/sp,em,0,5
52,1,9204446.0,5,2,1,Quercus seedling/sp,em,0,10
52,1,9204445.0,6,2,2,Betula seedling/sp,em,0,12
52,1,9204445.0,7,1,2,Betula seedling/sp,em,0,7
52,2,9204558.0,1,2,1,Salix seedling/sp,u,0,2
52,2,920841.0,1,2,2,Fraxinus excelsior (c),am,0,2
52,2,9201023.0,1,2,2,Ilex aquifolium,am,1,2
52,2,9201960.0,1,2,2,Sorbus aucuparia,am,0,2
52,2,9204445.0,1,3,1,Betula seedling/sp,em,0,3
52,2,920557.0,1,6,2,Corylus avellana,em,0,6
52,2,920810.0,1,8,2,Fagus sylvatica,em,0,8
52,2,9204445.0,1,24,1,Betula seedling/sp,em,0,24
52,2,920557.0,1,50,1,Corylus avellana,em,0,50
52,2,9201960.0,2,1,1,Sorbus aucuparia,am,0,2
52,2,9204558.0,2,1,1,Salix seedling/sp,u,0,2
52,2,9201960.0,2,1,2,Sorbus aucuparia,am,0,2
52,2,9204445.0,2,2,1,Betula seedling/sp,em,0,4
52,2,9201960.0,2,2,2,Sorbus aucuparia,am,0,4
52,2,9204446.0,3,1,1,Quercus seedling/sp,em,0,3
52,2,9204446.0,3,1,2,Quercus seedling/sp,em,0,3
52,2,9204658.0,4,2,2,Abies sp.,em,0,8
52,2,9204446.0,4,5,2,Quercus seedling/sp,em,0,20
52,2,9204446.0,5,2,2,Quercus seedling/sp,em,0,10
52,2,9204446.0,6,1,2,Quercus seedling/sp,em,0,6
52,2,9204446.0,7,1,1,Quercus seedling/sp,em,0,7
52,2,9204446.0,7,3,2,Quercus seedling/sp,em,0,21
52,2,9204658.0,9,1,2,Abies sp.,em,0,9
52,3,9201960.0,1,2,2,Sorbus aucuparia,am,0,2
52,3,9204446.0,1,2,2,Quercus seedling/sp,em,0,2
52,3,9201960.0,1,6,1,Sorbus aucuparia,am,0,6
52,3,9201960.0,1,6,2,Sorbus aucuparia,am,0,6
52,3,9201960.0,1,11,1,Sorbus aucuparia,am,0,11
52,3,9201960.0,2,8,1,Sorbus aucuparia,am,0,16
52,3,9204446.0,2,9,1,Quercus seedling/sp,em,0,18
52,3,9204446.0,3,2,2,Quercus seedling/sp,em,0,6
52,3,9204446.0,3,9,1,Quercus seedling/sp,em,0,27
52,3,9204446.0,4,1,2,Quercus seedling/sp,em,0,4
52,3,9204446.0,4,3,1,Quercus seedling/sp,em,0,12
52,3,9204445.0,5,1,2,Betula seedling/sp,em,0,5
52,3,9204446.0,5,2,1,Quercus seedling/sp,em,0,10
52,3,9204446.0,5,4,2,Quercus seedling/sp,em,0,20
52,3,9204445.0,6,1,2,Betula seedling/sp,em,0,6
52,3,9204446.0,6,3,2,Quercus seedling/sp,em,0,18
52,4,9204446.0,1,2,2,Quercus seedling/sp,em,0,2
52,4,9204445.0,1,7,2,Betula seedling/sp,em,0,7
52,4,9205.0,1,8,1,Acer pseudoplatanus,am,0,8
52,4,9201960.0,1,10,2,Sorbus aucuparia,am,0,10
52,4,9204658.0,1,10,2,Abies sp.,em,0,10
52,4,9204445.0,1,12,2,Betula seedling/sp,em,0,12
52,4,9204446.0,1,18,2,Quercus seedling/sp,em,0,18
52,4,9204446.0,1,46,1,Quercus seedling/sp,em,0,46
52,4,9204658.0,2,2,2,Abies sp.,em,0,4
52,4,9204445.0,2,5,2,Betula seedling/sp,em,0,10
52,4,9204446.0,2,5,2,Quercus seedling/sp,em,0,10
52,4,9204658.0,3,3,2,Abies sp.,em,0,9
52,4,9204658.0,4,1,2,Abies sp.,em,0,4
52,4,9204658.0,5,4,2,Abies sp.,em,0,20
52,4,9204658.0,6,1,2,Abies sp.,em,0,6
52,5,9204658.0,1,4,2,Abies sp.,em,0,4
52,5,9201960.0,1,10,2,Sorbus aucuparia,am,0,10
52,5,9204658.0,1,26,2,Abies sp.,em,0,26
52,5,9204446.0,1,43,1,Quercus seedling/sp,em,0,43
52,5,9204445.0,1,204,1,Betula seedling/sp,em,0,204
52,5,9204658.0,2,4,2,Abies sp.,em,0,8
52,5,9204445.0,2,5,2,Betula seedling/sp,em,0,10
52,5,9204658.0,2,5,2,Abies sp.,em,0,10
52,5,9204446.0,2,7,2,Quercus seedling/sp,em,0,14
52,5,9204446.0,2,16,1,Quercus seedling/sp,em,0,32
52,5,9204445.0,3,2,2,Betula seedling/sp,em,0,6
52,5,9204446.0,3,12,2,Quercus seedling/sp,em,0,36
52,5,9204446.0,4,1,1,Quercus seedling/sp,em,0,4
52,5,9204445.0,4,1,2,Betula seedling/sp,em,0,4
52,5,9204446.0,4,9,2,Quercus seedling/sp,em,0,36
52,5,9204445.0,5,1,2,Betula seedling/sp,em,0,5
52,6,9204446.0,1,1,1,Quercus seedling/sp,em,0,1
52,6,9201960.0,1,8,2,Sorbus aucuparia,am,0,8
52,6,9204446.0,2,1,1,Quercus seedling/sp,em,0,2
52,6,9204446.0,2,1,2,Quercus seedling/sp,em,0,2
52,6,9204446.0,3,3,2,Quercus seedling/sp,em,0,9
52,6,9204446.0,3,5,1,Quercus seedling/sp,em,0,15
52,6,9204446.0,4,2,1,Quercus seedling/sp,em,0,8
52,6,9204446.0,4,9,2,Quercus seedling/sp,em,0,36
52,6,9204446.0,5,2,2,Quercus seedling/sp,em,0,10
52,6,9204446.0,6,3,2,Quercus seedling/sp,em,0,18
52,7,9204558.0,1,2,1,Salix seedling/sp,u,0,2
52,7,920841.0,1,2,2,Fraxinus excelsior (c),am,0,2
52,7,9201960.0,1,2,2,Sorbus aucuparia,am,0,2
52,7,9204445.0,1,4,1,Betula seedling/sp,em,0,4
52,7,920557.0,1,10,1,Corylus avellana,em,0,10
52,7,920557.0,1,10,2,Corylus avellana,em,0,10
52,7,9201023.0,1,10,2,Ilex aquifolium,am,1,10
52,7,92077.0,2,2,1,Alnus glutinosa,d,0,4
52,7,9204445.0,2,6,1,Betula seedling/sp,em,0,12
52,7,9204558.0,2,6,1,Salix seedling/sp,u,0,12
52,7,92077.0,3,5,1,Alnus glutinosa,d,0,15
52,7,9204445.0,3,5,1,Betula seedling/sp,em,0,15
52,7,9204558.0,3,5,1,Salix seedling/sp,u,0,15
52,7,92077.0,4,3,1,Alnus glutinosa,d,0,12
52,7,9204445.0,4,3,1,Betula seedling/sp,em,0,12
52,7,9204445.0,5,1,1,Betula seedling/sp,em,0,5
52,7,9204446.0,5,1,2,Quercus seedling/sp,em,0,5
52,7,9204658.0,5,1,2,Abies sp.,em,0,5
52,7,9204658.0,6,1,2,Abies sp.,em,0,6
52,7,9204442.0,7,1,2,Larix sp.,em,0,7
52,7,9204446.0,7,1,2,Quercus seedling/sp,em,0,7
52,7,9204658.0,7,1,2,Abies sp.,em,0,7
52,7,9204446.0,9,1,2,Quercus seedling/sp,em,0,9
52,7,9204658.0,9,1,2,Abies sp.,em,0,9
52,8,9201960.0,1,1,2,Sorbus aucuparia,am,0,1
52,8,9201960.0,1,6,2,Sorbus aucuparia,am,0,6
52,8,920557.0,1,8,2,Corylus avellana,em,0,8
52,8,920841.0,1,10,2,Fraxinus excelsior (c),am,0,10
52,8,920557.0,1,16,1,Corylus avellana,em,0,16
52,8,92077.0,2,1,1,Alnus glutinosa,d,0,2
52,8,9204445.0,2,1,1,Betula seedling/sp,em,0,2
52,8,9204446.0,2,1,1,Quercus seedling/sp,em,0,2
52,8,920557.0,2,10,1,Corylus avellana,em,0,20
52,8,92077.0,3,1,1,Alnus glutinosa,d,0,3
52,8,9204446.0,3,2,1,Quercus seedling/sp,em,0,6
52,8,92077.0,4,2,1,Alnus glutinosa,d,0,8
52,8,9204446.0,4,2,1,Quercus seedling/sp,em,0,8
52,8,9204446.0,4,2,2,Quercus seedling/sp,em,0,8
52,8,9204446.0,5,2,1,Quercus seedling/sp,em,0,10
52,8,9204446.0,5,2,2,Quercus seedling/sp,em,0,10
52,8,9204446.0,7,1,2,Quercus seedling/sp,em,0,7
52,9,9201960.0,1,3,1,Sorbus aucuparia,am,0,3
52,9,9204446.0,1,3,1,Quercus seedling/sp,em,0,3
52,9,920557.0,1,42,2,Corylus avellana,em,0,42
52,9,9204446.0,2,1,2,Quercus seedling/sp,em,0,2
52,9,920557.0,2,6,2,Corylus avellana,em,0,12
52,9,9201960.0,2,11,1,Sorbus aucuparia,am,0,22
52,9,9204446.0,3,2,2,Quercus seedling/sp,em,0,6
52,9,9201960.0,4,1,1,Sorbus aucuparia,am,0,4
52,9,9204446.0,4,2,1,Quercus seedling/sp,em,0,8
52,9,9204446.0,4,3,2,Quercus seedling/sp,em,0,12
52,9,9204446.0,5,3,2,Quercus seedling/sp,em,0,15
52,9,9204446.0,6,1,2,Quercus seedling/sp,em,0,6
52,9,9204446.0,7,2,2,Quercus seedling/sp,em,0,14
52,10,9204446.0,1,5,1,Quercus seedling/sp,em,0,5
52,10,9204446.0,2,3,1,Quercus seedling/sp,em,0,6
52,10,9201960.0,3,2,2,Sorbus aucuparia,am,0,6
52,10,9204446.0,3,4,1,Quercus seedling/sp,em,0,12
52,10,9204446.0,4,3,1,Quercus seedling/sp,em,0,12
52,10,9204446.0,5,2,2,Quercus seedling/sp,em,0,10
52,10,9204446.0,5,4,1,Quercus seedling/sp,em,0,20
52,10,9204446.0,6,1,2,Quercus seedling/sp,em,0,6
52,10,9204446.0,6,2,1,Quercus seedling/sp,em,0,12
52,10,9204446.0,7,2,2,Quercus seedling/sp,em,0,14
52,10,9204445.0,8,1,2,Betula seedling/sp,em,0,8
52,10,9204446.0,8,1,2,Quercus seedling/sp,em,0,8
52,10,9204446.0,9,1,2,Quercus seedling/sp,em,0,9
52,11,9204446.0,1,2,1,Quercus seedling/sp,em,0,2
52,11,9201023.0,1,4,2,Ilex aquifolium,am,1,4
52,11,9201960.0,1,6,2,Sorbus aucuparia,am,0,6
52,11,920557.0,1,8,1,Corylus avellana,em,0,8
52,11,9204446.0,2,1,2,Quercus seedling/sp,em,0,2
52,11,9204446.0,2,12,1,Quercus seedling/sp,em,0,24
52,11,9204446.0,3,1,2,Quercus seedling/sp,em,0,3
52,11,9204446.0,3,14,1,Quercus seedling/sp,em,0,42
52,11,920841.0,4,1,1,Fraxinus excelsior (c),am,0,4
52,11,9204446.0,4,6,2,Quercus seedling/sp,em,0,24
52,11,9204446.0,4,8,1,Quercus seedling/sp,em,0,32
52,11,9204446.0,5,1,2,Quercus seedling/sp,em,0,5
52,11,9204446.0,6,2,2,Quercus seedling/sp,em,0,12
52,12,9204446.0,1,2,1,Quercus seedling/sp,em,0,2
52,12,9204446.0,2,6,1,Quercus seedling/sp,em,0,12
52,12,9204446.0,3,2,2,Quercus seedling/sp,em,0,6
52,12,9204446.0,3,16,1,Quercus seedling/sp,em,0,48
52,12,9204446.0,4,2,2,Quercus seedling/sp,em,0,8
52,12,9204446.0,4,9,1,Quercus seedling/sp,em,0,36
52,12,9204446.0,5,1,1,Quercus seedling/sp,em,0,5
52,12,9204446.0,5,9,2,Quercus seedling/sp,em,0,45
52,12,9204446.0,6,4,2,Quercus seedling/sp,em,0,24
52,12,9204446.0,7,1,1,Quercus seedling/sp,em,0,7
52,13,9201960.0,1,1,1,Sorbus aucuparia,am,0,1
52,13,9204446.0,1,1,2,Quercus seedling/sp,em,0,1
52,13,920841.0,1,2,2,Fraxinus excelsior (c),am,0,2
52,13,9201023.0,1,2,2,Ilex aquifolium,am,1,2
52,13,9201960.0,1,4,2,Sorbus aucuparia,am,0,4
52,13,9201230.0,1,11,1,Malus sylvestris,am,0,11
52,13,920557.0,1,12,1,Corylus avellana,em,0,12
52,13,9201230.0,2,1,1,Malus sylvestris,am,0,2
52,13,9205178.0,2,1,1,Pseudotsuga spp.,em,0,2
52,13,920557.0,2,2,1,Corylus avellana,em,0,4
52,13,9204446.0,2,5,1,Quercus seedling/sp,em,0,10
52,13,9204446.0,3,10,2,Quercus seedling/sp,em,0,30
52,13,9204446.0,3,13,1,Quercus seedling/sp,em,0,39
52,13,9204446.0,4,6,2,Quercus seedling/sp,em,0,24
52,13,9204446.0,4,11,1,Quercus seedling/sp,em,0,44
52,13,9204446.0,5,5,2,Quercus seedling/sp,em,0,25
52,13,9204446.0,5,6,1,Quercus seedling/sp,em,0,30
52,13,9204446.0,6,1,2,Quercus seedling/sp,em,0,6
52,13,9204446.0,6,2,1,Quercus seedling/sp,em,0,12
52,14,9201960.0,1,1,2,Sorbus aucuparia,am,0,1
52,14,9201960.0,1,2,1,Sorbus aucuparia,am,0,2
52,14,920841.0,1,2,2,Fraxinus excelsior (c),am,0,2
52,14,9201023.0,1,2,2,Ilex aquifolium,am,1,2
52,14,9201960.0,1,10,2,Sorbus aucuparia,am,0,10
52,14,920557.0,1,12,2,Corylus avellana,em,0,12
52,14,9204446.0,2,4,1,Quercus seedling/sp,em,0,8
52,14,9204445.0,3,1,1,Betula seedling/sp,em,0,3
52,14,9201960.0,3,1,2,Sorbus aucuparia,am,0,3
52,14,9204446.0,3,3,1,Quercus seedling/sp,em,0,9
52,14,9204445.0,4,2,1,Betula seedling/sp,em,0,8
52,14,9204446.0,4,13,1,Quercus seedling/sp,em,0,52
52,14,9204446.0,5,3,1,Quercus seedling/sp,em,0,15
52,14,9204446.0,5,3,2,Quercus seedling/sp,em,0,15
52,14,9204446.0,6,3,2,Quercus seedling/sp,em,0,18
52,14,9204446.0,7,2,2,Quercus seedling/sp,em,0,14
52,15,920841.0,1,1,2,Fraxinus excelsior (c),am,0,1
52,15,9205.0,1,2,2,Acer pseudoplatanus,am,0,2
52,15,9201960.0,1,2,2,Sorbus aucuparia,am,0,2
52,15,920557.0,1,4,1,Corylus avellana,em,0,4
52,15,9205.0,1,5,1,Acer pseudoplatanus,am,0,5
52,15,920557.0,1,10,2,Corylus avellana,em,0,10
52,15,9205.0,2,7,1,Acer pseudoplatanus,am,0,14
52,15,9204658.0,3,1,2,Abies sp.,em,0,3
52,15,9205.0,3,3,1,Acer pseudoplatanus,am,0,9
52,15,9205.0,4,2,1,Acer pseudoplatanus,am,0,8
52,15,9204446.0,4,3,2,Quercus seedling/sp,em,0,12
52,15,9205.0,5,3,1,Acer pseudoplatanus,am,0,15
52,15,9204446.0,5,4,2,Quercus seedling/sp,em,0,20
52,15,9205.0,6,1,1,Acer pseudoplatanus,am,0,6
52,15,9204446.0,6,4,2,Quercus seedling/sp,em,0,24
52,15,9204446.0,7,1,2,Quercus seedling/sp,em,0,7
52,15,9204446.0,8,1,1,Quercus seedling/sp,em,0,8
52,15,9204446.0,10,1,2,Quercus seedling/sp,em,0,10
