site,plot,BRC,DBH_class,Count,Yr,species,ms,flag,dbhcounts
22,2,9204314.0,5,1,1,Ulmus sp.,am,0,5
22,2,9204314.0,8,1,1,Ulmus sp.,am,0,8
22,2,920841.0,9,1,1,Fraxinus excelsior (c),am,0,9
22,2,9204314.0,9,1,1,Ulmus sp.,am,0,9
22,3,9205.0,1,1,2,Acer pseudoplatanus,am,0,1
22,3,920841.0,1,2,1,Fraxinus excelsior (c),am,0,2
22,3,9201144.0,1,2,1,Ligustrum vulgare,am,0,2
22,3,920762.0,1,2,2,Euonymus europaeus,am,0,2
22,3,920841.0,1,2,2,Fraxinus excelsior (c),am,0,2
22,3,9204445.0,1,2,2,Betula seedling/sp,em,0,2
22,3,920841.0,1,4,1,Fraxinus excelsior (c),am,0,4
22,3,920841.0,1,4,2,Fraxinus excelsior (c),am,0,4
22,3,920548.0,1,12,1,Cornus sanguinea,am,0,12
22,3,920557.0,1,18,2,Corylus avellana,em,0,18
22,3,920762.0,1,74,1,Euonymus europaeus,am,0,74
22,3,9205.0,2,2,2,Acer pseudoplatanus,am,0,4
22,3,920762.0,2,6,1,Euonymus europaeus,am,0,12
22,3,920557.0,2,6,2,Corylus avellana,em,0,12
22,3,920841.0,2,16,1,Fraxinus excelsior (c),am,0,32
22,3,920841.0,3,4,1,Fraxinus excelsior (c),am,0,12
22,3,920841.0,4,2,1,Fraxinus excelsior (c),am,0,8
22,3,9204314.0,5,1,2,Ulmus sp.,am,0,5
22,3,920841.0,5,3,1,Fraxinus excelsior (c),am,0,15
22,3,920841.0,6,1,1,Fraxinus excelsior (c),am,0,6
22,4,92077.0,1,2,1,Alnus glutinosa,d,0,2
22,4,9201144.0,1,2,1,Ligustrum vulgare,am,0,2
22,4,920841.0,1,2,2,Fraxinus excelsior (c),am,0,2
22,4,920841.0,1,6,1,Fraxinus excelsior (c),am,0,6
22,4,920557.0,1,10,2,Corylus avellana,em,0,10
22,4,920557.0,1,38,1,Corylus avellana,em,0,38
22,4,9201615.0,1,64,1,Prunus laurocerasus,u,1,64
22,4,92077.0,2,1,2,Alnus glutinosa,d,0,2
22,4,920569.0,2,1,2,Crataegus monogyna,em,0,2
22,4,920557.0,2,2,1,Corylus avellana,em,0,4
22,4,920841.0,2,3,2,Fraxinus excelsior (c),am,0,6
22,4,92077.0,2,4,1,Alnus glutinosa,d,0,8
22,4,920841.0,2,5,1,Fraxinus excelsior (c),am,0,10
22,4,9201615.0,2,16,1,Prunus laurocerasus,u,1,32
22,4,9201687.0,2,18,2,Rhododendron ponticum,er,1,36
22,4,920841.0,3,1,1,Fraxinus excelsior (c),am,0,3
22,4,9201788.0,3,1,1,Salix caprea,em,0,3
22,4,92077.0,3,2,2,Alnus glutinosa,d,0,6
22,4,92077.0,3,3,1,Alnus glutinosa,d,0,9
22,4,9201615.0,3,4,1,Prunus laurocerasus,u,1,12
22,4,92077.0,4,1,2,Alnus glutinosa,d,0,4
22,4,920841.0,5,2,1,Fraxinus excelsior (c),am,0,10
22,4,920841.0,6,1,1,Fraxinus excelsior (c),am,0,6
22,4,9204558.0,7,1,2,Salix seedling/sp,u,0,7
22,5,920841.0,1,2,1,Fraxinus excelsior (c),am,0,2
22,5,920841.0,1,2,2,Fraxinus excelsior (c),am,0,2
22,5,920841.0,1,4,2,Fraxinus excelsior (c),am,0,4
22,5,920841.0,1,7,1,Fraxinus excelsior (c),am,0,7
22,5,920841.0,1,8,2,Fraxinus excelsior (c),am,0,8
22,5,920557.0,1,18,2,Corylus avellana,em,0,18
22,5,920557.0,1,38,1,Corylus avellana,em,0,38
22,5,920841.0,2,2,1,Fraxinus excelsior (c),am,0,4
22,5,920841.0,2,3,2,Fraxinus excelsior (c),am,0,6
22,5,9201815.0,2,6,2,Sambucus nigra,u,1,12
22,5,920557.0,2,26,1,Corylus avellana,em,0,52
22,5,920841.0,5,1,1,Fraxinus excelsior (c),am,0,5
22,5,920841.0,9,1,1,Fraxinus excelsior (c),am,0,9
22,6,9204446.0,1,1,1,Quercus seedling/sp,em,0,1
22,6,920762.0,1,2,2,Euonymus europaeus,am,0,2
22,6,9204446.0,1,4,1,Quercus seedling/sp,em,0,4
22,6,9205.0,1,4,2,Acer pseudoplatanus,am,0,4
22,6,920569.0,1,6,1,Crataegus monogyna,em,0,6
22,6,9201144.0,1,8,1,Ligustrum vulgare,am,0,8
22,6,920557.0,1,8,2,Corylus avellana,em,0,8
22,6,920841.0,1,9,1,Fraxinus excelsior (c),am,0,9
22,6,920841.0,1,58,1,Fraxinus excelsior (c),am,0,58
22,6,9204446.0,2,2,1,Quercus seedling/sp,em,0,4
22,6,920841.0,2,3,2,Fraxinus excelsior (c),am,0,6
22,6,9205.0,2,4,2,Acer pseudoplatanus,am,0,8
22,6,920557.0,2,6,2,Corylus avellana,em,0,12
22,6,920841.0,2,8,1,Fraxinus excelsior (c),am,0,16
22,6,9204446.0,3,1,1,Quercus seedling/sp,em,0,3
22,6,9205.0,3,4,2,Acer pseudoplatanus,am,0,12
22,6,920841.0,3,6,1,Fraxinus excelsior (c),am,0,18
22,6,9205.0,4,1,2,Acer pseudoplatanus,am,0,4
22,6,920841.0,4,2,1,Fraxinus excelsior (c),am,0,8
22,6,920841.0,5,2,1,Fraxinus excelsior (c),am,0,10
22,6,920841.0,6,1,1,Fraxinus excelsior (c),am,0,6
22,6,920841.0,6,2,2,Fraxinus excelsior (c),am,0,12
22,6,920841.0,7,2,2,Fraxinus excelsior (c),am,0,14
22,6,920841.0,8,1,2,Fraxinus excelsior (c),am,0,8
22,7,920557.0,1,2,1,Corylus avellana,em,0,2
22,7,920762.0,1,2,1,Euonymus europaeus,am,0,2
22,7,9201977.0,1,2,1,Sorbus torminalis,am,0,2
22,7,9204446.0,1,2,1,Quercus seedling/sp,em,0,2
22,7,920569.0,1,2,2,Crataegus monogyna,em,0,2
22,7,920841.0,1,2,2,Fraxinus excelsior (c),am,0,2
22,7,9205.0,1,4,1,Acer pseudoplatanus,am,0,4
22,7,9201815.0,1,6,1,Sambucus nigra,u,1,6
22,7,9205.0,1,6,2,Acer pseudoplatanus,am,0,6
22,7,9201144.0,1,12,1,Ligustrum vulgare,am,0,12
22,7,920841.0,1,20,1,Fraxinus excelsior (c),am,0,20
22,7,920557.0,1,34,2,Corylus avellana,em,0,34
22,7,920841.0,1,46,1,Fraxinus excelsior (c),am,0,46
22,7,92077.0,2,1,2,Alnus glutinosa,d,0,2
22,7,9201611.0,2,1,2,Prunus avium,am,0,2
22,7,9205.0,2,2,1,Acer pseudoplatanus,am,0,4
22,7,920557.0,2,2,2,Corylus avellana,em,0,4
22,7,920841.0,2,3,1,Fraxinus excelsior (c),am,0,6
22,7,9205.0,2,6,2,Acer pseudoplatanus,am,0,12
22,7,9205.0,3,1,1,Acer pseudoplatanus,am,0,3
22,7,9205.0,3,2,2,Acer pseudoplatanus,am,0,6
22,7,920841.0,4,2,1,Fraxinus excelsior (c),am,0,8
22,7,920841.0,5,1,1,Fraxinus excelsior (c),am,0,5
22,7,920841.0,6,1,1,Fraxinus excelsior (c),am,0,6
22,7,200001651.0,8,1,2,Populus sp.,d,0,8
22,8,920810.0,1,2,1,Fagus sylvatica,em,0,2
22,8,9201815.0,1,2,1,Sambucus nigra,u,1,2
22,8,9205.0,1,2,2,Acer pseudoplatanus,am,0,2
22,8,920841.0,1,6,2,Fraxinus excelsior (c),am,0,6
22,8,920557.0,1,8,2,Corylus avellana,em,0,8
22,8,9205.0,2,1,1,Acer pseudoplatanus,am,0,2
22,8,920841.0,2,1,1,Fraxinus excelsior (c),am,0,2
22,8,920810.0,2,6,1,Fagus sylvatica,em,0,12
22,8,9201815.0,3,2,1,Sambucus nigra,u,1,6
22,8,920810.0,3,8,1,Fagus sylvatica,em,0,24
22,8,920810.0,4,1,1,Fagus sylvatica,em,0,4
22,8,920810.0,5,2,1,Fagus sylvatica,em,0,10
22,8,9205.0,7,1,2,Acer pseudoplatanus,am,0,7
22,8,9205.0,9,1,2,Acer pseudoplatanus,am,0,9
22,8,9205.0,10,1,2,Acer pseudoplatanus,am,0,10
22,9,92077.0,1,1,1,Alnus glutinosa,d,0,1
22,9,92077.0,1,2,1,Alnus glutinosa,d,0,2
22,9,9205.0,1,4,2,Acer pseudoplatanus,am,0,4
22,9,920841.0,1,4,2,Fraxinus excelsior (c),am,0,4
22,9,9205.0,1,11,2,Acer pseudoplatanus,am,0,11
22,9,9201144.0,1,14,1,Ligustrum vulgare,am,0,14
22,9,920557.0,1,14,2,Corylus avellana,em,0,14
22,9,920841.0,1,14,2,Fraxinus excelsior (c),am,0,14
22,9,920841.0,1,21,1,Fraxinus excelsior (c),am,0,21
22,9,920841.0,1,26,2,Fraxinus excelsior (c),am,0,26
22,9,920841.0,1,48,1,Fraxinus excelsior (c),am,0,48
22,9,920841.0,2,1,2,Fraxinus excelsior (c),am,0,2
22,9,92077.0,2,3,1,Alnus glutinosa,d,0,6
22,9,9201555.0,2,3,2,Populus tremula,d,0,6
22,9,9205.0,2,6,2,Acer pseudoplatanus,am,0,12
22,9,920841.0,2,18,1,Fraxinus excelsior (c),am,0,36
22,9,92077.0,3,2,1,Alnus glutinosa,d,0,6
22,9,920841.0,3,3,1,Fraxinus excelsior (c),am,0,9
22,9,920841.0,4,3,1,Fraxinus excelsior (c),am,0,12
22,9,920841.0,6,1,1,Fraxinus excelsior (c),am,0,6
22,9,920841.0,7,1,1,Fraxinus excelsior (c),am,0,7
22,9,9204446.0,8,1,2,Quercus seedling/sp,em,0,8
22,9,9205.0,11,1,2,Acer pseudoplatanus,am,0,11
22,10,920841.0,1,2,2,Fraxinus excelsior (c),am,0,2
22,10,9201023.0,1,2,2,Ilex aquifolium,am,1,2
22,10,9201555.0,1,2,2,Populus tremula,d,0,2
22,10,9201815.0,1,4,1,Sambucus nigra,u,1,4
22,10,9204445.0,1,4,1,Betula seedling/sp,em,0,4
22,10,920841.0,1,4,2,Fraxinus excelsior (c),am,0,4
22,10,9201023.0,1,4,2,Ilex aquifolium,am,1,4
22,10,920841.0,1,6,1,Fraxinus excelsior (c),am,0,6
22,10,920557.0,1,14,2,Corylus avellana,em,0,14
22,10,9201144.0,1,24,1,Ligustrum vulgare,am,0,24
22,10,920557.0,1,86,1,Corylus avellana,em,0,86
22,10,9204445.0,2,1,1,Betula seedling/sp,em,0,2
22,10,920557.0,2,4,2,Corylus avellana,em,0,8
22,10,920841.0,2,4,2,Fraxinus excelsior (c),am,0,8
22,10,9201555.0,2,8,2,Populus tremula,d,0,16
22,10,920841.0,2,13,1,Fraxinus excelsior (c),am,0,26
22,10,920557.0,2,42,1,Corylus avellana,em,0,84
22,10,920841.0,3,1,1,Fraxinus excelsior (c),am,0,3
22,10,920557.0,3,2,1,Corylus avellana,em,0,6
22,10,9201788.0,3,2,1,Salix caprea,em,0,6
22,10,9201555.0,3,3,2,Populus tremula,d,0,9
22,10,920841.0,4,1,1,Fraxinus excelsior (c),am,0,4
22,10,9201555.0,4,1,2,Populus tremula,d,0,4
22,10,920841.0,5,1,1,Fraxinus excelsior (c),am,0,5
22,10,920841.0,6,1,1,Fraxinus excelsior (c),am,0,6
22,10,920841.0,7,1,1,Fraxinus excelsior (c),am,0,7
22,10,9204446.0,16,1,2,Quercus seedling/sp,em,0,16
22,11,9204446.0,1,1,1,Quercus seedling/sp,em,0,1
22,11,9201470.0,1,2,1,Picea abies,em,0,2
22,11,920557.0,1,2,2,Corylus avellana,em,0,2
22,11,9204445.0,1,2,2,Betula seedling/sp,em,0,2
22,11,9204558.0,1,3,2,Salix seedling/sp,u,0,3
22,11,920841.0,1,4,1,Fraxinus excelsior (c),am,0,4
22,11,920569.0,1,4,2,Crataegus monogyna,em,0,4
22,11,920841.0,1,5,2,Fraxinus excelsior (c),am,0,5
22,11,9201705.0,1,6,1,Rosa seedling/sp,am,0,6
22,11,9201470.0,1,10,1,Picea abies,em,0,10
22,11,920557.0,1,14,1,Corylus avellana,em,0,14
22,11,9201788.0,2,1,1,Salix caprea,em,0,2
22,11,920841.0,2,2,1,Fraxinus excelsior (c),am,0,4
22,11,9204446.0,2,3,2,Quercus seedling/sp,em,0,6
22,11,920841.0,2,11,2,Fraxinus excelsior (c),am,0,22
22,11,9201470.0,2,20,1,Picea abies,em,0,40
22,11,9204558.0,2,25,2,Salix seedling/sp,u,0,50
22,11,9204558.0,3,4,2,Salix seedling/sp,u,0,12
22,11,9201470.0,3,10,1,Picea abies,em,0,30
22,11,920841.0,4,1,2,Fraxinus excelsior (c),am,0,4
22,11,9201470.0,4,8,1,Picea abies,em,0,32
22,11,920841.0,7,1,2,Fraxinus excelsior (c),am,0,7
22,11,920841.0,9,1,2,Fraxinus excelsior (c),am,0,9
22,11,920841.0,10,1,2,Fraxinus excelsior (c),am,0,10
22,11,9201470.0,13,1,1,Picea abies,em,0,13
22,12,920569.0,1,2,1,Crataegus monogyna,em,0,2
22,12,9205.0,1,2,2,Acer pseudoplatanus,am,0,2
22,12,920841.0,1,2,2,Fraxinus excelsior (c),am,0,2
22,12,9205.0,1,4,2,Acer pseudoplatanus,am,0,4
22,12,920569.0,1,4,2,Crataegus monogyna,em,0,4
22,12,920557.0,1,10,1,Corylus avellana,em,0,10
22,12,920548.0,1,14,1,Cornus sanguinea,am,0,14
22,12,9205.0,1,14,2,Acer pseudoplatanus,am,0,14
22,12,920557.0,1,28,2,Corylus avellana,em,0,28
22,12,9205.0,1,30,1,Acer pseudoplatanus,am,0,30
22,12,920762.0,1,30,1,Euonymus europaeus,am,0,30
22,12,9205.0,1,40,1,Acer pseudoplatanus,am,0,40
22,12,920841.0,2,1,1,Fraxinus excelsior (c),am,0,2
22,12,9201815.0,2,2,2,Sambucus nigra,u,1,4
22,12,9205.0,2,8,1,Acer pseudoplatanus,am,0,16
22,12,9205.0,3,1,1,Acer pseudoplatanus,am,0,3
22,12,9205.0,4,1,1,Acer pseudoplatanus,am,0,4
22,12,920841.0,4,1,1,Fraxinus excelsior (c),am,0,4
22,12,920841.0,5,1,1,Fraxinus excelsior (c),am,0,5
22,12,920841.0,6,2,1,Fraxinus excelsior (c),am,0,12
22,12,920841.0,7,2,1,Fraxinus excelsior (c),am,0,14
22,13,920569.0,1,2,1,Crataegus monogyna,em,0,2
22,13,920762.0,1,2,1,Euonymus europaeus,am,0,2
22,13,9205.0,1,2,2,Acer pseudoplatanus,am,0,2
22,13,9201144.0,1,4,1,Ligustrum vulgare,am,0,4
22,13,9205.0,1,4,2,Acer pseudoplatanus,am,0,4
22,13,920841.0,1,9,1,Fraxinus excelsior (c),am,0,9
22,13,920557.0,1,16,2,Corylus avellana,em,0,16
22,13,920841.0,1,30,1,Fraxinus excelsior (c),am,0,30
22,13,9205.0,1,70,1,Acer pseudoplatanus,am,0,70
22,13,920557.0,1,74,1,Corylus avellana,em,0,74
22,13,92077.0,2,1,1,Alnus glutinosa,d,0,2
22,13,920569.0,2,1,1,Crataegus monogyna,em,0,2
22,13,920841.0,2,1,2,Fraxinus excelsior (c),am,0,2
22,13,9201023.0,2,1,2,Ilex aquifolium,am,1,2
22,13,920557.0,2,6,1,Corylus avellana,em,0,12
22,13,920841.0,2,10,1,Fraxinus excelsior (c),am,0,20
22,13,920557.0,2,10,2,Corylus avellana,em,0,20
22,13,9205.0,3,1,1,Acer pseudoplatanus,am,0,3
22,13,92077.0,3,1,1,Alnus glutinosa,d,0,3
22,13,9204446.0,3,1,2,Quercus seedling/sp,em,0,3
22,13,920841.0,3,9,1,Fraxinus excelsior (c),am,0,27
22,13,920841.0,4,2,1,Fraxinus excelsior (c),am,0,8
22,13,920841.0,5,1,1,Fraxinus excelsior (c),am,0,5
22,13,920841.0,5,1,2,Fraxinus excelsior (c),am,0,5
22,13,920841.0,6,1,2,Fraxinus excelsior (c),am,0,6
22,13,920841.0,6,2,1,Fraxinus excelsior (c),am,0,12
22,13,920841.0,7,1,1,Fraxinus excelsior (c),am,0,7
22,13,920841.0,7,1,2,Fraxinus excelsior (c),am,0,7
22,13,920841.0,10,1,2,Fraxinus excelsior (c),am,0,10
22,13,920841.0,11,1,1,Fraxinus excelsior (c),am,0,11
22,14,9201144.0,1,4,1,Ligustrum vulgare,am,0,4
22,14,920841.0,1,10,1,Fraxinus excelsior (c),am,0,10
22,14,920841.0,1,14,1,Fraxinus excelsior (c),am,0,14
22,14,920841.0,2,16,1,Fraxinus excelsior (c),am,0,32
22,14,920841.0,3,6,1,Fraxinus excelsior (c),am,0,18
22,14,920841.0,6,1,1,Fraxinus excelsior (c),am,0,6
22,14,920841.0,7,2,1,Fraxinus excelsior (c),am,0,14
22,14,920841.0,8,1,1,Fraxinus excelsior (c),am,0,8
22,15,9205.0,1,2,1,Acer pseudoplatanus,am,0,2
22,15,9204446.0,1,2,1,Quercus seedling/sp,em,0,2
22,15,9205.0,1,2,2,Acer pseudoplatanus,am,0,2
22,15,920569.0,1,2,2,Crataegus monogyna,em,0,2
22,15,920841.0,1,2,2,Fraxinus excelsior (c),am,0,2
22,15,920841.0,1,3,1,Fraxinus excelsior (c),am,0,3
22,15,920548.0,1,4,1,Cornus sanguinea,am,0,4
22,15,9205.0,1,7,2,Acer pseudoplatanus,am,0,7
22,15,9201815.0,1,8,1,Sambucus nigra,u,1,8
22,15,9205.0,1,12,2,Acer pseudoplatanus,am,0,12
22,15,920557.0,1,12,2,Corylus avellana,em,0,12
22,15,920841.0,1,16,1,Fraxinus excelsior (c),am,0,16
22,15,920569.0,1,18,1,Crataegus monogyna,em,0,18
22,15,920557.0,1,24,1,Corylus avellana,em,0,24
22,15,920762.0,1,32,1,Euonymus europaeus,am,0,32
22,15,9204446.0,2,1,1,Quercus seedling/sp,em,0,2
22,15,9205.0,2,1,2,Acer pseudoplatanus,am,0,2
22,15,920841.0,2,1,2,Fraxinus excelsior (c),am,0,2
22,15,920569.0,2,2,1,Crataegus monogyna,em,0,4
22,15,920762.0,2,2,1,Euonymus europaeus,am,0,4
22,15,920557.0,2,8,1,Corylus avellana,em,0,16
22,15,920841.0,2,8,1,Fraxinus excelsior (c),am,0,16
22,15,920841.0,3,1,2,Fraxinus excelsior (c),am,0,3
22,15,9204446.0,3,1,2,Quercus seedling/sp,em,0,3
22,15,920841.0,3,3,1,Fraxinus excelsior (c),am,0,9
22,15,920841.0,5,2,1,Fraxinus excelsior (c),am,0,10
22,15,920841.0,6,1,2,Fraxinus excelsior (c),am,0,6
22,15,920841.0,7,2,2,Fraxinus excelsior (c),am,0,14
22,15,920841.0,8,1,1,Fraxinus excelsior (c),am,0,8
22,15,9204446.0,10,1,1,Quercus seedling/sp,em,0,10
22,15,920841.0,10,1,2,Fraxinus excelsior (c),am,0,10
22,15,9204446.0,19,1,2,Quercus seedling/sp,em,0,19
22,16,920810.0,1,1,1,Fagus sylvatica,em,0,1
22,16,9205.0,1,2,2,Acer pseudoplatanus,am,0,2
22,16,9205.0,1,4,2,Acer pseudoplatanus,am,0,4
22,16,920569.0,1,10,1,Crataegus monogyna,em,0,10
22,16,9201815.0,1,10,1,Sambucus nigra,u,1,10
22,16,920841.0,1,70,1,Fraxinus excelsior (c),am,0,70
22,16,920841.0,2,1,1,Fraxinus excelsior (c),am,0,2
22,16,9205.0,2,2,2,Acer pseudoplatanus,am,0,4
22,16,9201815.0,2,2,2,Sambucus nigra,u,1,4
22,16,9202398.0,4,1,2,Chamaecyparis lawsoniana,am,0,4
22,16,920841.0,9,1,2,Fraxinus excelsior (c),am,0,9
22,16,9205.0,10,1,1,Acer pseudoplatanus,am,0,10
22,16,9205.0,14,1,2,Acer pseudoplatanus,am,0,14
22,16,9204446.0,26,1,1,Quercus seedling/sp,em,0,26
23,1,920841.0,1,1,2,Fraxinus excelsior (c),am,0,1
23,1,9201023.0,1,2,2,Ilex aquifolium,am,1,2
23,1,920569.0,1,8,1,Crataegus monogyna,em,0,8
23,1,920841.0,1,10,1,Fraxinus excelsior (c),am,0,10
23,1,920557.0,1,14,2,Corylus avellana,em,0,14
23,1,9201611.0,1,18,1,Prunus avium,am,0,18
23,1,920557.0,1,140,1,Corylus avellana,em,0,140
23,1,920841.0,2,3,2,Fraxinus excelsior (c),am,0,6
23,1,920557.0,2,4,2,Corylus avellana,em,0,8
23,1,920569.0,3,1,2,Crataegus monogyna,em,0,3
23,1,920841.0,3,1,2,Fraxinus excelsior (c),am,0,3
23,1,9204446.0,4,1,1,Quercus seedling/sp,em,0,4
23,1,9204446.0,5,2,1,Quercus seedling/sp,em,0,10
23,1,920810.0,8,1,1,Fagus sylvatica,em,0,8
23,1,920810.0,9,1,1,Fagus sylvatica,em,0,9
23,1,9204446.0,11,2,2,Quercus seedling/sp,em,0,22
23,1,9204446.0,15,1,2,Quercus seedling/sp,em,0,15
23,2,9201023.0,1,1,1,Ilex aquifolium,am,1,1
23,2,920841.0,1,2,1,Fraxinus excelsior (c),am,0,2
23,2,9201977.0,1,2,1,Sorbus torminalis,am,0,2
23,2,920841.0,1,2,2,Fraxinus excelsior (c),am,0,2
23,2,9201023.0,1,2,2,Ilex aquifolium,am,1,2
23,2,9201611.0,1,3,1,Prunus avium,am,0,3
23,2,9203.0,1,5,1,Acer campestre,am,0,5
23,2,9204446.0,1,6,1,Quercus seedling/sp,em,0,6
23,2,9201023.0,1,10,1,Ilex aquifolium,am,1,10
23,2,920557.0,1,18,2,Corylus avellana,em,0,18
23,2,9201611.0,1,58,1,Prunus avium,am,0,58
23,2,920557.0,1,160,1,Corylus avellana,em,0,160
23,2,920569.0,2,1,1,Crataegus monogyna,em,0,2
23,2,9201977.0,2,1,1,Sorbus torminalis,am,0,2
23,2,9201023.0,2,2,2,Ilex aquifolium,am,1,4
23,2,9201611.0,2,4,1,Prunus avium,am,0,8
23,2,9201023.0,3,1,1,Ilex aquifolium,am,1,3
23,2,9201611.0,3,2,1,Prunus avium,am,0,6
23,2,9201611.0,3,2,2,Prunus avium,am,0,6
23,2,9201611.0,4,1,2,Prunus avium,am,0,4
23,2,9204446.0,6,2,1,Quercus seedling/sp,em,0,12
23,2,9204446.0,9,1,1,Quercus seedling/sp,em,0,9
23,2,9204446.0,13,1,1,Quercus seedling/sp,em,0,13
23,2,9204446.0,14,1,2,Quercus seedling/sp,em,0,14
23,3,9201611.0,1,1,2,Prunus avium,am,0,1
23,3,9202185.0,1,2,2,Viburnum opulus,am,0,2
23,3,920569.0,1,4,1,Crataegus monogyna,em,0,4
23,3,920569.0,1,7,1,Crataegus monogyna,em,0,7
23,3,920557.0,1,8,2,Corylus avellana,em,0,8
23,3,920841.0,1,8,2,Fraxinus excelsior (c),am,0,8
23,3,920557.0,1,122,1,Corylus avellana,em,0,122
23,3,9201023.0,2,2,2,Ilex aquifolium,am,1,4
23,3,920569.0,2,5,1,Crataegus monogyna,em,0,10
23,3,920557.0,2,10,1,Corylus avellana,em,0,20
23,3,9201611.0,3,1,2,Prunus avium,am,0,3
23,3,9201611.0,4,1,2,Prunus avium,am,0,4
23,3,9201611.0,5,2,2,Prunus avium,am,0,10
23,3,9204446.0,9,1,1,Quercus seedling/sp,em,0,9
23,3,9204446.0,9,1,2,Quercus seedling/sp,em,0,9
23,3,9204446.0,10,1,2,Quercus seedling/sp,em,0,10
23,3,9204446.0,11,1,1,Quercus seedling/sp,em,0,11
23,3,9204446.0,13,1,1,Quercus seedling/sp,em,0,13
23,4,9204446.0,1,1,1,Quercus seedling/sp,em,0,1
23,4,920810.0,1,2,1,Fagus sylvatica,em,0,2
23,4,9201023.0,1,2,1,Ilex aquifolium,am,1,2
23,4,9201611.0,1,2,1,Prunus avium,am,0,2
23,4,9202185.0,1,2,1,Viburnum opulus,am,0,2
23,4,9203.0,1,4,1,Acer campestre,am,0,4
23,4,920569.0,1,6,1,Crataegus monogyna,em,0,6
23,4,920569.0,1,9,1,Crataegus monogyna,em,0,9
23,4,9204446.0,1,10,1,Quercus seedling/sp,em,0,10
23,4,9204445.0,1,22,1,Betula seedling/sp,em,0,22
23,4,920841.0,1,74,1,Fraxinus excelsior (c),am,0,74
23,4,920557.0,1,80,1,Corylus avellana,em,0,80
23,4,920557.0,1,178,2,Corylus avellana,em,0,178
23,4,9201023.0,2,1,1,Ilex aquifolium,am,1,2
23,4,920841.0,2,1,2,Fraxinus excelsior (c),am,0,2
23,4,920569.0,2,3,1,Crataegus monogyna,em,0,6
23,4,920557.0,2,8,2,Corylus avellana,em,0,16
23,4,920841.0,3,1,2,Fraxinus excelsior (c),am,0,3
23,4,9203.0,4,1,2,Acer campestre,am,0,4
23,4,9204446.0,7,1,1,Quercus seedling/sp,em,0,7
23,4,9204446.0,8,1,1,Quercus seedling/sp,em,0,8
23,4,9204446.0,8,1,2,Quercus seedling/sp,em,0,8
23,4,9204446.0,10,1,1,Quercus seedling/sp,em,0,10
23,4,9204446.0,10,1,2,Quercus seedling/sp,em,0,10
23,5,9201023.0,1,1,2,Ilex aquifolium,am,1,1
23,5,920810.0,1,2,1,Fagus sylvatica,em,0,2
23,5,920841.0,1,2,1,Fraxinus excelsior (c),am,0,2
23,5,9204446.0,1,2,1,Quercus seedling/sp,em,0,2
23,5,9201023.0,1,2,2,Ilex aquifolium,am,1,2
23,5,9201960.0,1,2,2,Sorbus aucuparia,am,0,2
23,5,9203.0,1,4,2,Acer campestre,am,0,4
23,5,9202185.0,1,6,1,Viburnum opulus,am,0,6
23,5,920557.0,1,44,2,Corylus avellana,em,0,44
23,5,920557.0,1,118,1,Corylus avellana,em,0,118
23,5,9203.0,2,1,2,Acer campestre,am,0,2
23,5,9201611.0,2,1,2,Prunus avium,am,0,2
23,5,920557.0,2,8,2,Corylus avellana,em,0,16
23,5,9201611.0,3,1,2,Prunus avium,am,0,3
23,5,9201960.0,3,2,2,Sorbus aucuparia,am,0,6
23,5,9204446.0,4,2,1,Quercus seedling/sp,em,0,8
23,5,9201611.0,4,4,2,Prunus avium,am,0,16
23,5,9204445.0,5,1,1,Betula seedling/sp,em,0,5
23,5,9204446.0,5,2,1,Quercus seedling/sp,em,0,10
23,5,920810.0,6,1,1,Fagus sylvatica,em,0,6
23,5,920810.0,7,2,1,Fagus sylvatica,em,0,14
23,5,9204446.0,10,1,2,Quercus seedling/sp,em,0,10
23,5,9204446.0,14,1,2,Quercus seedling/sp,em,0,14
23,5,9204446.0,15,1,2,Quercus seedling/sp,em,0,15
23,6,920557.0,1,2,2,Corylus avellana,em,0,2
23,6,920841.0,1,4,2,Fraxinus excelsior (c),am,0,4
23,6,920569.0,1,8,1,Crataegus monogyna,em,0,8
23,6,9201611.0,1,8,1,Prunus avium,am,0,8
23,6,9201611.0,1,16,1,Prunus avium,am,0,16
23,6,920557.0,1,24,1,Corylus avellana,em,0,24
23,6,9201977.0,2,1,1,Sorbus torminalis,am,0,2
23,6,920569.0,2,1,2,Crataegus monogyna,em,0,2
23,6,920557.0,2,2,1,Corylus avellana,em,0,4
23,6,920841.0,2,4,2,Fraxinus excelsior (c),am,0,8
23,6,9201611.0,2,7,1,Prunus avium,am,0,14
23,6,9201977.0,3,1,1,Sorbus torminalis,am,0,3
23,6,920841.0,3,2,2,Fraxinus excelsior (c),am,0,6
23,6,9201611.0,3,8,1,Prunus avium,am,0,24
23,6,920569.0,4,1,2,Crataegus monogyna,em,0,4
23,6,920841.0,4,2,2,Fraxinus excelsior (c),am,0,8
23,6,920841.0,5,3,2,Fraxinus excelsior (c),am,0,15
23,6,9202063.0,6,1,2,Tilia cordata,em,0,6
23,6,9204446.0,7,1,1,Quercus seedling/sp,em,0,7
23,6,9204446.0,8,1,1,Quercus seedling/sp,em,0,8
23,6,9204446.0,9,1,1,Quercus seedling/sp,em,0,9
23,6,9204446.0,11,1,1,Quercus seedling/sp,em,0,11
23,7,920841.0,1,1,1,Fraxinus excelsior (c),am,0,1
