species,mycorrhiza
Pinus thunbergii,EcM
Pinus thunbergii,EcM
Pinus thunbergii,EcM
Pinus thunbergii,EcM
Pinus thunbergii,EcM
Pinus thunbergii,EcM
Pinus thunbergii,EcM
Pinus thunbergii,EcM
Pinus thunbergii,EcM
Pinus thunbergii,EcM
Pinus thunbergii,EcM
Pinus thunbergii,EcM
Pinus thunbergii,EcM
Pinus Thunbergii,EcM
Pinus torreyana,EcM
Pinus uncinata subuliginosa,EcM
Pinus virginiana,EcM
Pinus virginiana,EcM
Pinus virginiana,EcM
Pinus virginiana,EcM
Pinus virginiana,EcM
Pinus wallichiana,EcM
Pinus wallichiana,EcM
Pinus wallichiana,EcM
Pinus wallichiana,EcM
Pinus yunnanensis,EcM
Piper,AM
Piper,nm
Piper ,nm
Piper ,AM
Piper amalago,AM
Piper betle,AM
Piper biseriatum,AM
Piper epigynium,AM
Piper gibbosum,non-AM
Piper glabrescens,AM
Piper hancei,nm
Piper hispidum,AM
Piper hostmannianum,AM
Piper kadsura,nm
Piper lanceaefolium,AM
Piper longum,AM
Piper longum,AM
Piper longum,AM
Piper longum,AM
Piper longum,AM
Piper longum,AM
Piper longum,AM
Piper nigrum,AM
Piper nigrum,AM
Piper nigrum,AM
Piper nigrum,AM
Piper nigrum,nm
Piper otophorum,AM
Piper sarmentosum,AM
Piper sarmentosum,AM
Piper subsessilifolium,AM
Piper umbellatum,AM
Piptadenia gonoacantha,AM
Piptadeniastrum africanum,AM
Piptadeniastrum africanum,AM
Piptadeniastrum africanum,AM
Piptadeniastrum africanum,AM
Piptatherum alpestre,AM
Piptatherum alpestre,AM
Piptatherum alpestre,AM
Piptatherum alpestre,AM
Piptatherum miliaceum,AM
Piptatherum pamiralaicum,AM
Piptocarpha axillaris,AM
Piptocarpha axillaris,AM
Piptomeris hakeoides,AM
Pipturus albidus,AM
Pipturus argenteus,AM
Piranhea mexicana,AM
Piriqueta cistoides,AM
Pisonia,EcM
Pisonia ,EcM
Pisonia aculeata,AM
Pisonia grandis,nm
Pisonia grandis,EcM
Pisonia grandis,EcM
Pisonia grandis,EcM
Pisonia sechellarum,AM
Pisonia subcordata,dual
Pisonia umbellifera,AM
Pisonia umbellifera,nm
Pistacia atlantica,AM
Pistacia chinensis,AM
Pistacia chinensis,EcM
Pistacia chinensis,AM
Pistacia lentiscus,AM
Pistacia lentiscus,AM
Pistacia lentiscus,AM
Pistacia palaestina,AM
Pistacia terebinthus,dual
Pistacia terebinthus,AM
Pistacia terebinthus,AM
Pistacia vera,AM
Pistacia vera,AM
Pistia stratiotes,non-AM
Pistia stratiotes,nm
Pistia stratiotes,nm
Pistia stratiotes,nm
Pistia stratiotes,nm
Pistia stratiotes,nm
Pisum sativum,AM
Pisum sativum,AM
Pisum sativum,AM
Pisum sativum,AM
Pisum sativum,AM
Pisum sativum,AM
Pisum sativum subsativum,AM
Pitcairnia,nm
Pithecellobium,AM
Pithecellobium ,AM
Pithecellobium ,AM
Pithecellobium ,AM
Pithecellobium ,AM
Pithecellobium ampliss,AM
Pithecellobium clypearia,AM
Pithecellobium dulce,AM
Pithecellobium dulce,non-AM
Pithecellobium dulce,AM
Pithecellobium dulce,AM
Pithecellobium dulce,AM
Pithecellobium splendens,AM
Pithecellobium splendens,AM
Pithecellobium x clypearia,AM
Pithecellobium x lucidum,AM
Pithecolobium clypearia,AM
Pittosporopsis kerrii,AM
Pittosporopsis kerrii,AM
Pittosporopsis kerrii,AM
Pittosporum eugenioides,nm
Pittosporum gayanum,AM
Pittosporum illicioides,dual
Pittosporum pentandrum,AM
Pittosporum rubiginosum,AM
Pittosporum tenuifolium,nm
Pittosporum tobira,AM
Pittosporum tobira,AM
Pittosporum tobira,nm
Pittosporum tobira,nm
Pittosporum undulatum,non-EcM
Pityopsis graminifolia,AM
Pityopus californica,EcM
Pityrodia jamesii,AM
Pityrodia quadrangulata,AM
Pityrogramma calomelanos,AM
Pityrogramma calomelanos,AM
Pityrogramma calomelanos,AM
Pityrogramma ebenea,nm
Pityrogramma trifoliata,AM
Placodiscus ,AM
Placospermum coriaceum,nm
Plagiobothrys figuratus,AM
Plagiogyria adnata,AM
Plagiogyria adnata,AM
Plagiogyria adnata,AM
Plagiosiphon ,AM
Plagiosiphon longitubus,AM
Plagiosiphon multijugus,AM
Planchonella,AM
Planchonella brownlessiana,AM
Planchonella chartacea,AM
Planchonella obovata,AM
Planchonia careya,AM
Plantago,AM
Plantago afra,AM
Plantago afra,AM
Plantago afra,AM
Plantago afra,AM
Plantago argentina,AM
Plantago argentina,AM
Plantago asiatica,AM
Plantago asiatica,AM
Plantago asiatica,AM
Plantago asiatica,AM
Plantago atrata,AM
Plantago atrata,AM
Plantago atrata,AM
Plantago atrata,AM
Plantago atrata,AM
Plantago atrata,AM
Plantago atrata,AM
Plantago atrata,AM
Plantago atrata,AM
Plantago atrata,AM
Plantago atrata,AM
Plantago atrata,AM
Plantago atrata,nm
Plantago atrata,AM
Plantago atrata,AM
Plantago atrata,AM
Plantago australis,AM
Plantago australis,AM
Plantago cornuti,AM
Plantago cornuti,AM
Plantago coronopus,AM
Plantago coronopus,AM
Plantago coronopus,AM
Plantago debilis,AM
Plantago drummondii,AM
Plantago drummondii,AM
Plantago erecta,AM
Plantago erecta,AM
Plantago glabrifolia,AM
Plantago hispidula,AM
Plantago indica,nm
Plantago indica,AM
Plantago lanceolata,AM
Plantago lanceolata,AM
Plantago lanceolata,AM
Plantago lanceolata,AM
Plantago lanceolata,AM
Plantago lanceolata,AM
Plantago lanceolata,AM
Plantago lanceolata,AM
Plantago lanceolata,AM
Plantago lanceolata,AM
Plantago lanceolata,AM
Plantago lanceolata,AM
Plantago lanceolata,AM
Plantago lanceolata,AM
Plantago lanceolata,AM
Plantago lanceolata,AM
Plantago lanceolata,AM
Plantago lanceolata,AM
Plantago lanceolata,AM
Plantago lanceolata,AM
Plantago lanceolata,AM
Plantago lanceolata,AM
Plantago lanceolata,AM
Plantago lanceolata,AM
Plantago lanceolata,AM
Plantago lanceolata,AM
Plantago lanceolata,AM
Plantago lanceolata,AM
Plantago lanceolata,AM
Plantago lanceolata,AM
Plantago lanceolata,AM
Plantago lanceolata,AM
Plantago lanceolata,AM
Plantago lanceolata,AM
Plantago lanceolata,AM
Plantago lanceolata,AM
Plantago lanceolata,AM
Plantago lanceolata,AM
Plantago lanceolata,AM
Plantago lanceolata,AM
Plantago lanceolata,AM
Plantago lanceolata,nm
Plantago major,AM
Plantago major,AM
Plantago major,AM
Plantago major,AM
Plantago major,AM
Plantago major,AM
Plantago major,AM
Plantago major,AM
Plantago major,AM
Plantago major,AM
Plantago major,AM
Plantago major,AM
Plantago major,AM
Plantago major,nm
Plantago major,AM
Plantago major,AM
Plantago major,AM
Plantago major,AM
Plantago major,AM
Plantago major,AM
Plantago major,AM
Plantago major,AM
Plantago major,AM
Plantago major,AM
Plantago major,AM
Plantago major,AM
Plantago major,AM
Plantago major,AM
Plantago major,AM
Plantago major,AM
Plantago major,AM
Plantago maritima,AM
Plantago maritima,AM
Plantago maritima,AM
Plantago maritima,AM
Plantago maritima,AM
Plantago maritima,AM
Plantago maritima,AM
Plantago maritima,AM
Plantago maritima,AM
Plantago maritima,AM
Plantago maritima,AM
Plantago maritima,nm
Plantago maritima,AM
Plantago maritima,AM
Plantago maritima,nm
Plantago maritima,AM
Plantago maritima,nm
Plantago maritima,AM
Plantago maxima,AM
Plantago media,AM
Plantago media,AM
Plantago media,AM
Plantago media,AM
Plantago media,AM
Plantago media,AM
Plantago media,AM
Plantago media,AM
Plantago media,AM
Plantago media,AM
Plantago media,AM
Plantago media,AM
Plantago media,AM
Plantago media,AM
Plantago media,AM
Plantago media,AM
Plantago media,AM
Plantago media,AM
Plantago media,AM
Plantago media,AM
Plantago media,AM
Plantago minuta,AM
Plantago montana,AM
Plantago montana,AM
Plantago montana,AM
Plantago montana,AM
Plantago montana,AM
Plantago montana,AM
Plantago princeps,AM
Plantago rugelii,AM
Plantago rugelii,AM
Plantago saxatilis,AM
Plantago tomentosa,AM
Plantago tomentosa,AM
Platanthera bifolia,OM
Platanthera bifolia,OM
Platanthera bifolia,OM
Platanthera bifolia,OM
Platanthera bifolia,OM
Platanthera bifolia,OM
Platanthera bifolia,OM
Platanthera bifolia,OM
Platanthera bifolia,OM
Platanthera bifolia,OM
Platanthera bifolia,OM
Platanthera bifolia,OM
Platanthera chlorantha,OM
Platanthera chlorantha,OM
Platanthera chlorantha,OM
Platanthera chlorantha,OM
Platanthera chlorantha,OM
Platanthera chlorantha,OM
Platanthera chlorantha,OM
Platanthera chlorantha,OM
Platanthera chlorantha,OM
Platanthera hyperborea,OM
Platanthera leucophaea,OM
Platanthera obtusata,OM
Platanthera stricta,AM
Platanus acerifolia,AM
Platanus occidentalis,AM
Platanus occidentalis,EcM
Platanus orientalis,AM
Platanus orientalis,AM
Plathymenia foliolosa,AM
Plathymenia foliolosa,AM
Platonia insignis,AM
Platostoma palustre,AM
Platycarya longipes,EcM
Platycarya strobilacea,EcM
Platycarya strobilacea,EcM
Platycarya strobilacea,dual
Platycladus orientalis,AM
Platycladus orientalis,EcM
Platycladus orientalis,AM
Platycladus orientalis,AM
Platycladus orientalis,AM
Platycladus orientalis,AM
Platycladus orientalis,AM
Platycladus orientalis,AM
Platycladus orientalis,AM
Platycodon grandiflorus,AM
Platycyamus regnellii,AM
Platycyamus regnellii,nm
Platycyamus regnellii,AM
Platylobium formosum,EcM
Platylobium obtusangulum,AM
Platylobium obtusangulum,AM
Platylobium obtusangulum,EcM
Platylophus trifoliatus,AM
Platylophus trifoliatus,nm
Platymiscium trinitatis,AM
Platypodium elegans,AM
Platypodium elegans,AM
Platypodium elegans,nm
Platysace heterophylla,EcM
Platysace linearifolia,EcM
Platystele microtatantha,nm
Plecospermum spinosum,non-AM
Plectranthus amboinicus,AM
Plectranthus barbatus,AM
Plectranthus mollis,AM
Plectranthus rotundifolius,AM
Plectranthus scutellarioides,AM
Plectranthus scutellarioides,AM
Plectranthus vettiveroides,non-AM
Plectrocarpa tetracantha,AM
Plectronia rheedii,AM
Pleioblastus simonii,AM
Pleiocarpa rostrata,AM
Pleiospermium alatum,non-AM
Pleocnemia winitii,AM
Pleopeltis crassinervata,nm
Pleopeltis macrocarpa,nm
Pleopeltis macrocarpa,nm
Pleopeltis macrocarpa,nm
Pleopeltis mexicana,nm
Pleopeltis percussa,nm
Pleopeltis polypodioides,nm
Pleopeltis pycnocarpa,AM
Pleuricospora fimbriolata,EcM
Pleurophyllum hookeri,AM
Pleuropogon sabinei,AM
Pleuropogon sabinei,nm
Pleuropteropyrum savatieri,nm
Pleurospermum candollei,AM
Pleurospermum simplex,AM
Pleurospermum uralense,AM
Pleurospermum uralense,AM
Pleurospermum uralense,AM
Pleurospermum uralense,AM
Pleurostachys,AM
Pleurostylia opposita,AM
Pleurothallis homalantha,AM
Plinia rivularis,AM
Plinia rivularis,AM
Plinia rivularis,AM
Ploiarium alternifolium,AM
Pluchea ,AM
Pluchea odorata,AM
Pluchea rubelliflora,AM
Pluchea tetranthera,AM
Plumbago indica,AM
Plumbago zeylanica,AM
Plumbago zeylanica,AM
Plumeria obtusa,AM
Plumeria rubra,AM
Poa abbreviata,nm
Poa acroleuca,AM
Poa acroleuca,AM
Poa alpigena,AM
Poa alpigena,AM
Poa alpigena,AM
Poa alpigena,AM
Poa alpina,AM
Poa alpina,AM
Poa alpina,AM
Poa alpina,AM
Poa alpina,AM
Poa alpina,AM
Poa alpina,AM
Poa alpina,AM
Poa alpina,AM
Poa alpina,AM
Poa alpina,AM
Poa alpina,AM
Poa alpina,AM
Poa alpina,AM
Poa alpina,AM
Poa alpina,AM
Poa alpina,AM
Poa alpina,nm
Poa alpina,AM
Poa alpina,AM
Poa alpina,AM
Poa alpina,AM
Poa alpina,AM
Poa alpina,AM
Poa alpina,nm
Poa alpina,AM
Poa alpina,AM
Poa alpina,nm
Poa alpina,AM
Poa alpina,nm
Poa alpina,AM
Poa alpina,nm
Poa alpina,AM
Poa alpina,nm
Poa alpina,AM
Poa angustifolia,AM
Poa angustifolia,AM
Poa angustifolia,AM
Poa angustifolia,AM
Poa angustifolia,AM
Poa angustifolia,AM
Poa angustifolia,AM
Poa angustifolia,AM
Poa angustifolia,AM
Poa angustifolia,AM
Poa angustifolia,AM
Poa angustifolia,AM
Poa angustifolia,AM
Poa angustifolia,AM
Poa annua,AM
Poa annua,AM
Poa annua,AM
Poa annua,AM
Poa annua,AM
Poa annua,nm
Poa annua,AM
Poa annua,AM
Poa annua,AM
Poa annua,AM
Poa annua,AM
Poa annua,AM
Poa annua,AM
Poa annua,AM
Poa annua,AM
Poa annua,AM
Poa annua,nm
Poa annua,AM
Poa annua,AM
Poa annua,AM
Poa annua,AM
Poa annua,AM
Poa annua,nm
Poa annua,AM
Poa annua,nm
Poa annua,AM
Poa annua,AM
Poa annua,AM
Poa annua,AM
Poa annua,AM
Poa annua,AM
Poa arctica,nm
Poa arctica,nm
Poa arctica,nm
Poa arctica,nm
Poa arctica,AM
Poa arctica,AM
Poa arctica ,nm
Poa arctica ,AM
Poa attenuata,AM
Poa attenuata,AM
Poa bactriana,AM
Poa bucharica,AM
Poa bucharica,AM
Poa bulbosa,AM
Poa bulbosa,AM
Poa bulbosa,AM
Poa bulbosa,AM
Poa bulbosa,nm
Poa caucasica,AM
Poa colensoi,AM
Poa compressa,AM
Poa compressa,AM
Poa compressa,AM
Poa compressa,AM
Poa compressa,AM
Poa compressa,AM
Poa compressa,AM
Poa compressa,AM
Poa compressa,AM
Poa compressa,AM
Poa compressa,AM
Poa compressa,AM
Poa compressa,AM
Poa compressa,nm
Poa compressa,AM
Poa compressa,nm
Poa compressa,AM
Poa cookii,AM
Poa cookii,AM
Poa cookii,nm
Poa cookii,AM
Poa cusickii,AM
Poa flabellata,nm
Poa flexuosa,AM
Poa flexuosa,AM
Poa flexuosa,nm
Poa foliosa,nm
Poa fragilis,AM
Poa glauca,AM
Poa glauca,AM
Poa glauca,AM
Poa iberica,AM
Poa iberica,AM
Poa iberica,AM
Poa lanuginosa,AM
Poa litorosa,nm
Poa nemoralis,AM
Poa nemoralis,AM
Poa nemoralis,AM
Poa nemoralis,AM
Poa nemoralis,AM
Poa nemoralis,AM
Poa nemoralis,AM
Poa nemoralis,AM
Poa nemoralis,AM
Poa nemoralis,AM
Poa nemoralis,AM
Poa nemoralis,AM
Poa nemoralis,nm
Poa nemoralis,nm
Poa nemoralis,nm
Poa nemoralis,nm
Poa nemoralis,AM
Poa nemoralis,AM
Poa nemoralis,AM
Poa nemoralis,AM
Poa nemoralis,AM
Poa nemoralis,AM
Poa nemoralis,AM
Poa nemoralis,AM
Poa nemoralis,AM
Poa nemoralis,AM
Poa nemoralis,AM
Poa nemoralis,nm
Poa nemoralis,nm
Poa nemoralis,nm
Poa nemoralis,AM
Poa nemoralis,AM
Poa nemoralis,nm
Poa nemoralis,nm
Poa nemoralis,nm
Poa nemoralis,AM
Poa nemoralis,AM
Poa nemoralis,nm
Poa nemoralis,nm
Poa nemoralis,nm
Poa nemoralis,AM
Poa nemoralis,AM
Poa nemoralis,nm
Poa nemoralis,AM
Poa nemoralis,AM
Poa obvallata,AM
Poa obvallata,AM
Poa palustris,AM
Poa palustris,AM
Poa palustris,AM
Poa palustris,AM
Poa palustris,nm
Poa palustris,nm
Poa palustris,AM
Poa palustris,AM
Poa porphyroclados,AM
Poa pratensis,AM
Poa pratensis,AM
Poa pratensis,AM
Poa pratensis,AM
Poa pratensis,AM
Poa pratensis,AM
Poa pratensis,AM
Poa pratensis,AM
Poa pratensis,AM
Poa pratensis,AM
Poa pratensis,AM
Poa pratensis,nm
Poa pratensis,AM
Poa pratensis,AM
Poa pratensis,AM
Poa pratensis,AM
Poa pratensis,AM
Poa pratensis,AM
Poa pratensis,AM
Poa pratensis,AM
Poa pratensis,AM
Poa pratensis,AM
Poa pratensis,nm
Poa pratensis,nm
Poa pratensis,nm
Poa pratensis,nm
Poa pratensis,AM
Poa pratensis,AM
Poa pratensis,AM
Poa pratensis,AM
Poa pratensis,AM
Poa pratensis,nm
Poa pratensis,AM
Poa sibirica,AM
Poa sibirica,AM
Poa sibirica,nm
Poa sieberiana,AM
Poa sieberiana,nm
Poa sphondylodes,AM
Poa sphondylodes,AM
Poa stiriaca,nm
Poa stuckertii,AM
Poa szechuensis,AM
Poa trivialis,AM
Poa trivialis,AM
Poa trivialis,AM
Poa trivialis,AM
Poa trivialis,AM
Poa trivialis,AM
Poa trivialis,AM
Poa trivialis,AM
Poa trivialis,AM
Poa trivialis,AM
Poa trivialis,AM
Poa trivialis,nm
Poa trivialis,AM
Poa versicolor,AM
Poa versicolor,AM
Poa versicolor,AM
Poa versicolor,AM
Poa versicolor,AM
Poa versicolor,AM
Podalyria calyptrata,AM
Podalyria cuneifolia,AM
Podalyria sericea,AM
Podalyria sericea,AM
Podocarpus ,AM
Podocarpus brassii,AM
Podocarpus cunninghamii,AM
Podocarpus elatus,AM
Podocarpus elatus,AM
Podocarpus elatus,AM
Podocarpus elongatus,AM
Podocarpus grayae ,AM
Podocarpus latifolius,AM
Podocarpus latifolius,AM
Podocarpus lawrencei,AM
Podocarpus lawrencei,AM
Podocarpus lawrencei,AM
Podocarpus macrophyllus,AM
Podocarpus macrophyllus,AM
Podocarpus macrophyllus,EcM
Podocarpus macrophyllus,AM
Podocarpus madagascariensis,AM
Podocarpus neriifolius,AM
Podocarpus neriifolius,AM
Podocarpus nubigenus,AM
Podocarpus polystachyus,AM
Podocarpus saligna,AM
Podocarpus spinulosus,AM
Podocarpus spinulosus,AM
Podocarpus totara,AM
Podocarpus totara,AM
Podocarpus totara,AM
Podococcus barteri,AM
Podococcus barteri,AM
Podolepis ,dual
Podolepis auriculata,EcM
Podolepis canescens,EcM
Podolepis canescens,dual
Podolepis gracilis,EcM
Podolepis gracilis,dual
Podolepis jaceoides,EcM
Podolepis jaceoides,dual
Podolepis kendallii,EcM
Podolepis lessonii,EcM
Podolepis muelleri,EcM
Podolepis muelleri,dual
Podolepis rugata,EcM
Podolepis rugata,dual
Podolepis rugata,dual
Podolepis tepperi,EcM
Podolepis tepperi,dual
Podophyllum peltatum,AM
Podophyllum peltatum,AM
Podophyllum peltatum,AM
Podophyllum peltatum,AM
Podophyllum peltatum,AM
Podophyllum peltatum,AM
Podosperma angustifolium,EcM
Podosperma angustifolium,EcM
Podosperma angustifolium,dual
Podospermum alpigenum,AM
Podospermum alpigenum,AM
Podospermum canum,AM
Podospermum canum,AM
Podospermum canum,AM
Podospermum canum,AM
Podospermum canum,AM
Podospermum canum,AM
Podospermum laciniatum subdecumbens,AM
Podospermum purpureum,AM
Podotheca chrysantha,AM
Podotheca gnaphalioides,EcM
Podotheca uniseta,EcM
Podotheca wilsonii,EcM
Poecilanthe parviflora,AM
Poecilanthe parviflora,AM
Poecilanthe parviflora,AM
Poga oleosa,AM
Pogonatherum crinitum,AM
Pogonatherum crinitum,non-AM
Pogonatherum crinitum,nm
Pogonatherum paniceum,AM
Pogonolepis ,dual
Pogonolepis muelleriana,AM
Pogonolepis muelleriana,dual
Pogonolepis stricta,AM
Pogostemon paludosus,AM
Pogostemon plectrantoides,AM
Polemonium acutiflorum,AM
Polemonium boreale,AM
Polemonium caeruleum,AM
Polemonium caeruleum,AM
Polemonium caeruleum,AM
Polemonium caeruleum,nm
Polemonium caeruleum,nm
Polemonium caeruleum,AM
Polemonium caeruleum,AM
Polemonium caucasicum,AM
Polemonium chinense,non-AM
Polemonium confertum,nm
Polemonium viscosum,AM
Pollia japonica,nm
Pollia secundiflora,AM
Pollia thyrsiflora,AM
Polpoda capensis,nm
Polyalthia,AM
Polyalthia,AM
Polyalthia australis,AM
Polyalthia cerasoides,AM
Polyalthia longifolia,non-AM
Polyalthia longifolia,AM
Polyalthia nitidissima,AM
Polyalthia suberosa,AM
Polyalthia viridis,AM
Polyalthia viridis,AM
Polybotrya crassirhizoma,AM
Polycalymma stuartii,AM
Polycalymma stuartii,AM
Polycalymma stuartii,AM
Polycarena capensis,nm
Polycarena cephalophora,nm
Polycarpaea corymbosa,non-AM
Polycarpaea corymbosa,AM
Polycarpaea corymbosa,AM
Polycarpaea corymbosa,AM
Polycarpaea corymbosa,AM
Polycarpon prostratum,non-AM
Polycarpon prostratum,non-AM
Polycarpon tetraphyllum,nm
Polyctenium fremontii,nm
Polygala ,AM
Polygala ,AM
Polygala affinis,AM
Polygala alpicola,AM
Polygala alpicola,AM
Polygala alpicola,AM
Polygala alpicola,AM
Polygala alpicola,AM
Polygala alpicola,AM
Polygala alpicola,AM
Polygala alpicola,AM
Polygala amarella,nm
Polygala amarella,AM
Polygala amarella,AM
Polygala amarella,AM
Polygala arvensis,AM
Polygala arvensis,AM
Polygala arvensis,AM
Polygala calcarea ,AM
Polygala chinensis,AM
Polygala comosa,AM
Polygala comosa,AM
Polygala comosa,AM
Polygala comosa,AM
Polygala comosa,AM
Polygala comosa,AM
Polygala erioptera,AM
Polygala garcinii,AM
Polygala lancifolia,AM
Polygala lancifolia,AM
Polygala nicaeensis,AM
Polygala orbicularis,AM
Polygala paniculata,AM
Polygala rosmarinifolia,AM
Polygala serpyllifolia,AM
Polygala sibirica,AM
Polygala smallii,AM
Polygala tatarinowii,AM
Polygala verticillata,AM
Polygala vulgaris,AM
Polygala vulgaris,AM
Polygala vulgaris,AM
Polygala vulgaris,AM
Polygala vulgaris,AM
Polygala vulgaris,EcM
Polygonatum,AM
Polygonatum falcatum,AM
Polygonatum glaberrimum,AM
Polygonatum glaberrimum,AM
Polygonatum hirtum,AM
Polygonatum multiflorum,AM
Polygonatum multiflorum,AM
Polygonatum multiflorum,AM
Polygonatum multiflorum,non-EcM
Polygonatum multiflorum,nm
Polygonatum multiflorum,AM
Polygonatum multiflorum,AM
Polygonatum multiflorum,nm
Polygonatum odoratum,AM
Polygonatum odoratum,AM
Polygonatum odoratum,AM
Polygonatum odoratum,AM
Polygonatum odoratum,AM
Polygonatum odoratum,AM
Polygonatum odoratum,AM
Polygonatum odoratum,AM
Polygonatum odoratum,AM
Polygonatum odoratum ,AM
Polygonatum odoratum ,nm
Polygonatum odoratum ,AM
Polygonatum odoratum ,AM
Polygonatum pubescens,AM
Polygonatum sewerzowii,AM
Polygonatum sibiricum,non-AM
Polygonatum verticillatum,AM
Polygonatum verticillatum,AM
Polygonatum verticillatum,nm
Polygonatum verticillatum,AM
Polygonatum verticillatum ,AM
Polygonatum verticillatum ,AM
Polygonatum verticillatum ,AM
Polygonatum verticillatum ,nm
Polygonum,non-AM
Polygonum,AM
Polygonum,AM
Polygonum arenarium,nm
Polygonum aviculare,AM
Polygonum aviculare,nm
Polygonum aviculare,nm
Polygonum aviculare,nm
Polygonum aviculare,nm
Polygonum aviculare,nm
Polygonum aviculare,nm
Polygonum aviculare,AM
Polygonum aviculare,AM
Polygonum aviculare,AM
Polygonum aviculare,AM
Polygonum aviculare,nm
Polygonum aviculare,AM
Polygonum aviculare,nm
Polygonum aviculare,AM
Polygonum aviculare,AM
Polygonum aviculare,AM
Polygonum aviculare,AM
Polygonum aviculare,AM
Polygonum aviculare,nm
Polygonum aviculare,nm
Polygonum aviculare,nm
Polygonum biaristatum,nm
Polygonum biaristatum,nm
Polygonum biaristatum,nm
Polygonum biaristatum,nm
Polygonum coriarium,nm
Polygonum coriarium,nm
Polygonum douglasii,nm
Polygonum ellipticum,AM
Polygonum equisetiforme,EcM
Polygonum equisetiforme,EcM
Polygonum maritimum,AM
Polygonum maritimum,AM
Polygonum maritimum,EcM
Polygonum maritimum,AM
Polygonum maritimum,EcM
Polygonum maritimum,nm
Polygonum maritimum ,EcM
Polygonum maritimum ,EcM
Polygonum maritimum ,nm
Polygonum maritimum ,EcM
Polygonum maritimum ,EcM
Polygonum maritimum ,AM
Polygonum maritimum ,EcM
Polygonum maritimum ,EcM
Polygonum maritimum ,EcM
Polygonum maritimum ,AM
Polygonum maritimum ,AM
Polygonum patulum,nm
Polygonum patulum,AM
Polygonum perfoliatum,nm
Polygonum plebeium,non-AM
Polygonum plebeium,AM
Polygonum plebeium,nm
Polygonum posumbu,AM
Polygonum posumbu,AM
Polygonum stelligerum,AM
Polygonum weyrichii,nm
Polygonum weyrichii,AM
Polygonum weyrichii,AM
Polygonum weyrichii,AM
Polygonum weyrichii,nm
Polygonum weyrichii,EcM
Polylepis australis,AM
Polymeria ambigua,AM
Polymeria ambigua,AM
Polyphlebium venosum,AM
Polypodiodes amoena,AM
Polypodiodes amoena,AM
Polypodium,nm
Polypodium australe,AM
Polypodium fauriei,AM
Polypodium furfuraceum,nm
Polypodium glycyrrhiza,AM
Polypodium lachnopus,AM
Polypodium lepidotrichum,AM
Polypodium plebeium,nm
Polypodium pleurosorum,nm
Polypodium pleurosorum,nm
Polypodium polypodioides,nm
Polypodium subpetiolatum,nm
Polypodium virginianum,AM
Polypodium vulgare,AM
Polypodium vulgare,AM
Polypodium vulgare,AM
Polypodium vulgare,nm
Polypodium vulgare,nm
Polypodium vulgare,nm
Polypodium vulgare,AM
Polypodium vulgare,AM
Polypodium vulgare,nm
Polypodium vulgare,nm
Polypodium vulgare,nm
Polypodium vulgare,nm
Polypodium vulgare,nm
Polypodium vulgare,AM
Polypodium vulgare,nm
Polypodium vulgare,AM
Polypodium vulgare,nm
Polypogon fugax,AM
Polypogon fugax,nm
Polypogon monspeliensis,nm
Polypogon monspeliensis,nm
Polypogon monspeliensis,AM
Polypogon monspeliensis,AM
Polyscias aculeata,AM
Polyscias australianum,AM
Polyscias cumingiana,AM
Polyscias fruticosa,AM
Polyscias fruticosa,AM
Polyscias fruticosa,AM
Polyscias fruticosa,AM
Polyscias guilfoylei,AM
Polysphaeria macrophylla,AM
Polystichum,AM
Polystichum acrostichoides,AM
Polystichum aculeatum,AM
Polystichum aculeatum,AM
Polystichum aculeatum,AM
Polystichum aculeatum,AM
Polystichum attenuatum,AM
Polystichum auriculatum,AM
Polystichum auriculatum,AM
Polystichum braunii,AM
Polystichum braunii,nm
Polystichum chilense,AM
Polystichum chingae,AM
Polystichum craspedosorum,AM
Polystichum craspedosorum,AM
Polystichum cystostegium,AM
Polystichum dielsii,AM
Polystichum eximium,AM
Polystichum japonicum,AM
Polystichum lehmannii,AM
Polystichum lehmannii,AM
Polystichum lonchitis,AM
Polystichum lonchitis,AM
Polystichum lonchitis,AM
Polystichum lonchitis,AM
Polystichum luctuosum,AM
Polystichum luctuosum,nm
Polystichum luctuosum,AM
Polystichum mohrioides,AM
Polystichum montevidense,AM
Polystichum monticola,nm
Polystichum munitum,AM
Polystichum muricatum,AM
Polystichum orbiculatum,AM
Polystichum ordinatum,nm
Polystichum piceopaleaceum,AM
Polystichum piceopaleaceum,AM
Polystichum pycnopterum,AM
Polystichum richardii,AM
Polystichum semifertile,AM
Polystichum setiferum,AM
Polystichum silvaticum,AM
Polystichum transvaalense,nm
Polystichum tripteron,AM
Polystichum tripteron,AM
Polystichum wilsonii,nm
Polystichum yunnanense,AM
Polytrias indica,non-AM
Pomaderris apetala,EcM
Pomaderris apetala,EcM
Pomaderris aspera,EcM
Pomaderris aspera,EcM
Pomaderris elliptica,EcM
Pomaderris eriocephala,EcM
Pomaderris obcordata,dual
Pomatocalpa macphersonii,OM
Pommereulla cornucopiae,AM
Pongamia pinnata,AM
Pongamia pinnata,AM
Pongamia pinnata,non-AM
Pongamia pinnata,AM
Pongamia pinnata,AM
Pongamia pinnata,AM
Pongamia pinnata,AM
Pongamia pinnata,AM
Pongamia pinnata,AM
Pongamia pinnata,AM
Pongamia pinnata,AM
Pongamia pinnata,AM
Pontederia cordata,AM
Pontederia cordata,AM
Pontederia cordata,AM
Populus,EcM
Populus,EcM
Populus,EcM
