species,mycorrhiza
Brachypodium pinnatum,AM
Brachypodium pinnatum,AM
Brachypodium pinnatum,AM
Brachypodium pinnatum,AM
Brachypodium pinnatum,AM
Brachypodium pinnatum,AM
Brachypodium pinnatum,AM
Brachypodium pinnatum,nm
Brachypodium pinnatum,AM
Brachypodium pinnatum,AM
Brachypodium sylvaticum,AM
Brachypodium sylvaticum,AM
Brachypodium sylvaticum,AM
Brachypodium sylvaticum,AM
Brachypodium sylvaticum,AM
Brachypodium sylvaticum,AM
Brachypodium sylvaticum,AM
Brachypodium sylvaticum,AM
Brachypodium sylvaticum,AM
Brachypodium sylvaticum,AM
Brachyscome iberidifolia,AM
Brachyscome lineariloba,AM
Brachysema uniflorum,AM
Brachystegia,EcM
Brachystegia boehmii,EcM
Brachystegia boehmii,EcM
Brachystegia boehmii,EcM
Brachystegia boehmii,EcM
Brachystegia boehmii,EcM
Brachystegia bussei,EcM
Brachystegia bussei,EcM
Brachystegia bussei,EcM
Brachystegia cynometroides,EcM
Brachystegia eurycoma,EcM
Brachystegia eurycoma,EcM
Brachystegia eurycoma,EcM
Brachystegia floribunda,EcM
Brachystegia floribunda,EcM
Brachystegia laurentii,EcM
Brachystegia laurentii,EcM
Brachystegia leonensis,EcM
Brachystegia longifolia,EcM
Brachystegia longifolia,EcM
Brachystegia longifolia,EcM
Brachystegia longifolia,EcM
Brachystegia longifolia,EcM
Brachystegia longifolia,EcM
Brachystegia longifolia,EcM
Brachystegia microphylla,EcM
Brachystegia microphylla,EcM
Brachystegia microphylla,EcM
Brachystegia microphylla,EcM
Brachystegia spiciformis,EcM
Brachystegia spiciformis,EcM
Brachystegia spiciformis,EcM
Brachystegia spiciformis,EcM
Brachystegia spiciformis,EcM
Brachystegia spiciformis,EcM
Brachystegia spiciformis,EcM
Brachystegia spiciformis,EcM
Brachystegia utilis,EcM
Brachystegia utilis,EcM
Brachystegia zenkeri,EcM
Brackenridgea nitida,nm
Brainea insignis,AM
Brainea insignis,AM
Brasenia schreberi,nm
Brasiliopuntia brasiliensis,nm
Brassica,nm
Brassica aucheri,nm
Brassica balearica,nm
Brassica barrelieri,nm
Brassica cretica,nm
Brassica deflexa,nm
Brassica elongata,AM
Brassica fruticulosa,nm
Brassica juncea,non-AM
Brassica juncea,AM
Brassica juncea,nm
Brassica juncea,AM
Brassica juncea,AM
Brassica juncea,nm
Brassica napus,AM
Brassica napus,nm
Brassica napus,nm
Brassica napus,nm
Brassica napus,AM
Brassica napus ,AM
Brassica nigra,nm
Brassica nigra,nm
Brassica nigra,nm
Brassica nigra,nm
Brassica nigra,nm
Brassica oleracea,nm
Brassica oleracea,AM
Brassica oleracea,nm
Brassica oleracea,nm
Brassica oleracea,AM
Brassica oleracea,nm
Brassica oleracea,AM
Brassica oleracea,nm
Brassica oleracea,nm
Brassica oleracea,nm
Brassica oleracea,nm
Brassica oleracea,nm
Brassica oleracea,nm
Brassica oleracea,nm
Brassica rapa,nm
Brassica rapa,AM
Brassica rapa,AM
Brassica rapa,AM
Brassica rapa,nm
Brassica rapa,nm
Brassica rapa,nm
Brassica rapa,nm
Brassica rapa,nm
Brassica rapa,nm
Brassica rapa,nm
Brassica rapa,nm
Brassica rapa,nm
Brassica rapa,nm
Brassica rapa,nm
Brassica rapa,nm
Brassica repanda,AM
Brassica tournefortii,nm
Brassica tournefortii,nm
Brassica tournefortii,nm
Brassica tournefortii,AM
Braya alpina,nm
Braya fernaldii,nm
Braya glabella,AM
Braya glabella,nm
Braya glabella,nm
Braya humilis,nm
Braya longii,nm
Braya thorild-wulffii,nm
Brenandendron frondosum,AM
Breonia chinensis,AM
Bretschneidera sinensis,AM
Brexia ,AM
Breynia ,AM
Breynia disticha,AM
Breynia fruticosa,AM
Breynia fruticosa,AM
Breynia fruticosa,AM
Breynia vitis-idaea,non-AM
Brickellia eupatorioides,AM
Brickellia frutescens,AM
Bridelia,AM
Bridelia,AM
Bridelia ,AM
Bridelia moonii,AM
Bridelia moonii,AM
Brighamia insignis,AM
Briza marcowiczii,AM
Briza marcowiczii,AM
Briza marcowiczii,AM
Briza marcowiczii,AM
Briza maxima,AM
Briza maxima,AM
Briza maxima,AM
Briza maxima,AM
Briza maxima,AM
Briza media,AM
Briza media,AM
Briza media,AM
Briza media,AM
Briza media,AM
Briza media,AM
Briza media,AM
Briza media,AM
Briza media ,AM
Briza media ,nm
Briza media ,AM
Briza media ,AM
Briza media ,AM
Briza media ,AM
Briza minor,AM
Briza minor,AM
Briza minor,AM
Briza minor,AM
Briza minor,AM
Briza minor,AM
Brochoneura acuminata,AM
Brodiaea coronaria,AM
Bromelia urbaniana,nm
Bromelia urbaniana,nm
Bromeliaceae ,AM
Bromus,AM
Bromus,AM
Bromus benekenii,AM
Bromus benekenii,AM
Bromus briziformis,AM
Bromus catharticus,nm
Bromus ciliatus,AM
Bromus ciliatus,AM
Bromus danthoniae,AM
Bromus diandrus,AM
Bromus erectus,AM
Bromus erectus,nm
Bromus erectus,AM
Bromus erectus,AM
Bromus erectus,AM
Bromus hordeaceus,AM
Bromus hordeaceus,AM
Bromus hordeaceus,AM
Bromus hordeaceus,AM
Bromus hordeaceus,AM
Bromus hordeaceus,AM
Bromus hordeaceus,AM
Bromus inermis,AM
Bromus inermis,AM
Bromus inermis,AM
Bromus inermis,AM
Bromus inermis,AM
Bromus inermis,AM
Bromus inermis,AM
Bromus inermis,AM
Bromus inermis,AM
Bromus inermis,nm
Bromus inermis,nm
Bromus inermis,AM
Bromus inermis,AM
Bromus inermis,AM
Bromus inermis,AM
Bromus inermis,AM
Bromus japonicus,AM
Bromus japonicus,AM
Bromus japonicus,AM
Bromus japonicus,AM
Bromus lanceolatus,AM
Bromus lanceolatus,AM
Bromus pauciflorus,AM
Bromus paulsenii,AM
Bromus paulsenii,AM
Bromus paulsenii,AM
Bromus paulsenii,AM
Bromus pectinatus,AM
Bromus psammophilus,nm
Bromus psammophilus,AM
Bromus pumpellianus,AM
Bromus racemosus,AM
Bromus racemosus,AM
Bromus remotiflorus,AM
Bromus rigidus,AM
Bromus rigidus,AM
Bromus rigidus,AM
Bromus riparius,AM
Bromus riparius,AM
Bromus riparius,AM
Bromus riparius,AM
Bromus riparius,AM
Bromus riparius,AM
Bromus riparius,AM
Bromus riparius,AM
Bromus riparius,AM
Bromus riparius,AM
Bromus riparius,AM
Bromus riparius,AM
Bromus rubens,nm
Bromus rubens,AM
Bromus scoparius,AM
Bromus secalinus,AM
Bromus sewerzowii,AM
Bromus sewerzowii,nm
Bromus squarrosus,AM
Bromus squarrosus,AM
Bromus squarrosus,AM
Bromus sterilis,AM
Bromus sterilis,AM
Bromus sterilis,nm
Bromus sterilis,nm
Bromus tectorum,AM
Bromus tectorum,AM
Bromus tectorum,AM
Bromus tectorum,AM
Bromus tectorum,AM
Bromus tectorum,AM
Bromus tectorum,AM
Bromus tectorum,AM
Bromus tectorum,AM
Bromus tectorum,AM
Bromus tectorum,AM
Bromus tectorum,AM
Bromus tectorum,AM
Bromus tectorum,AM
Bromus tectorum,nm
Bromus tectorum,nm
Bromus tectorum,nm
Bromus tectorum,AM
Bromus tectorum,AM
Bromus tectorum,AM
Bromus tectorum,AM
Bromus tectorum,AM
Bromus tectorum,nm
Bromus tectorum,AM
Bromus tectorum,AM
Bromus unioloides,AM
Bromus variegatus,AM
Bromus variegatus,AM
Bromus variegatus,AM
Bromus variegatus,AM
Bromus variegatus,AM
Bromus variegatus,AM
Bromus variegatus,AM
Bromus variegatus,AM
Bromus variegatus,AM
Bromus variegatus,AM
Bromus variegatus,AM
Bromus variegatus,AM
Bromus variegatus,AM
Bromus variegatus,AM
Bromus variegatus,AM
Bromus variegatus subvillosulus,AM
Brosimum ,AM
Brosimum alicastrum,AM
Brosimum lactescens,AM
Brosimum parinarioides,AM
Brosimum rubescens,AM
Brosimum utile,AM
Brossardia papyracea,nm
Broussonetia kaempferi,AM
Broussonetia kaempferi var. australis,AM
Broussonetia kazinoki,nm
Broussonetia kazinoki,nm
Broussonetia papyrifera,dual
Broussonetia papyrifera,dual
Broussonetia papyrifera,AM
Broussonetia papyrifera,AM
Browallia americana,AM
Brownea ariza,nm
Brucea javanica,AM
Bruguiera,AM
Bruguiera cylindrica,nm
Bruguiera cylindrica,AM
Bruguiera cylindrica,AM
Bruguiera cylindrica,AM
Bruguiera gymnorhiza,nm
Bruguiera gymnorhiza,AM
Bruguiera gymnorhiza,AM
Bruguiera sexangula,AM
Bruguiera sexangula,nm
Bruguiera sexangula,AM
Bruguiera sexangula,AM
Bruguiera sexangula,AM
Bruguiera sexangula,AM
Bruguiera sexangula,AM
Brunfelsia undulata,nm
Brunonia australis,EcM
Brunonia australis,EcM
Bryodesma indicum,nm
Bryonia cretica subdioica,AM
Bryophyllum daigremontianum,AM
Bryophyllum delagoense,AM
Bryophyllum delagoense,AM
Bryophyllum pinnatum,AM
Bryophyllum pinnatum,nm
Buchanania arborescens,AM
Buchanania arborescens,AM
Buchanania arborescens,AM
Buchanania cochinchinensis,AM
Buchanania cochinchinensis,AM
Buchanania cochinchinensis,AM
Buchanania cochinchinensis,AM
Buchanania obovata,AM
Buchanania obovata,nm
Buchenavia grandis,AM
Buchenavia tetraphylla,AM
Buchloe dactyloides,AM
Buchloe dactyloides,AM
Buchnera linearis,nm
Buddleja asiatica,AM
Buddleja cordobensis,AM
Buddleja cordobensis,AM
Buddleja cordobensis,AM
Buddleja curviflora,AM
Buddleja davidii,AM
Buddleja davidii,nm
Buddleja globosa,AM
Buddleja lindleyana,dual
Buddleja stachyoides,AM
Buglossoides arvensis,AM
Buglossoides arvensis,AM
Buglossoides arvensis,nm
Buglossoides arvensis,nm
Bulbine alata,AM
Bulbine bulbosa,AM
Bulbine bulbosa,AM
Bulbine semibarbata,AM
Bulbophyllum drymoglossum,AM
Bulbostylis ,AM
Bulbostylis barbata,nm
Bulbostylis barbata,AM
Bulbostylis barbata,AM
Bulbostylis barbata,non-AM
Bulbostylis barbata,AM
Bulbostylis barbata,AM
Bulbostylis barbata,AM
Bulbostylis barbata,nm
Bulbostylis barbata,nm
Bulbostylis capillaris,nm
Bulbostylis capillaris,AM
Bulbostylis conifera,AM
Bulbostylis densa,non-AM
Bulbostylis densa,AM
Bulbostylis densa,AM
Bulbostylis densa var. capitata,nm
Bulbostylis hispidula,nm
Bulbostylis paradoxa,AM
Bulbostylis puberula,non-AM
Bulbostylis puberula,nm
Bulbostylis tenuifolia,AM
Bulnesia retama,AM
Bulnesia retama,nm
Bunias erucago ,AM
Bunias orientalis,nm
Bunias orientalis,nm
Bunias orientalis ,AM
Bunium chaerophylloides,AM
Bupleurum americanum,AM
Bupleurum americanum,AM
Bupleurum americanum,AM
Bupleurum americanum,AM
Bupleurum baldense,AM
Bupleurum falcatum,AM
Bupleurum falcatum,AM
Bupleurum falcatum,AM
Bupleurum falcatum,AM
Bupleurum falcatum ,AM
Bupleurum falcatum ,AM
Bupleurum falcatum ,AM
Bupleurum falcatum ,AM
Bupleurum falcatum subpolyphyllum,AM
Bupleurum falcatum subpolyphyllum,AM
Bupleurum falcatum subpolyphyllum,AM
Bupleurum falcatum subpolyphyllum,AM
Bupleurum falcatum subpolyphyllum,AM
Bupleurum falcatum subpolyphyllum,AM
Bupleurum falcatum subpolyphyllum,AM
Bupleurum falcatum subpolyphyllum,AM
Bupleurum falcatum subpolyphyllum,AM
Bupleurum lancifolium,AM
Bupleurum longifolium,AM
Bupleurum longifolium,AM
Bupleurum longifolium,AM
Bupleurum longifolium,AM
Bupleurum longifolium,AM
Bupleurum longifolium,AM
Bupleurum longifolium,AM
Bupleurum longifolium,AM
Bupleurum longifolium,AM
Bupleurum marginatum,AM
Bupleurum multinerve,AM
Burchardia congesta,AM
Burchardia umbellata,AM
Burchardia umbellata,AM
Burchardia umbellata,AM
Burchellia bubalina,AM
Burmannia candida,AM
Burmannia championii,AM
Burmannia championii,AM
Burmannia cryptopetala,AM
Burmannia itoana,AM
Burmannia kalbreyeri,AM
Burmannia micropetala,AM
Burmannia nepalensis,AM
Burmannia sphagnoides,AM
Burmannia tenella,AM
Burmannia tenella,AM
Burmannia wallichii,AM
Burmeistera microphylla,AM
Burretiodendron hsienmu,EcM
Bursaria spinosa,AM
Bursera fagaroides,nm
Bursera hindsiana,AM
Bursera hindsiana,AM
Bursera microphylla,AM
Bursera microphylla,AM
Burtonia villosa,EcM
Bussea occidentalis,AM
Butea monosperma,AM
Butea monosperma,AM
Butea monosperma,AM
Butia,AM
Butia,AM
Butomus umbellatus,nm
Butomus umbellatus,AM
Butomus umbellatus,nm
Buxus bodinieri,AM
Buxus microphylla,AM
Buxus papillosa,EcM
Buxus sempervirens,AM
Buxus sempervirens,EcM
Buxus sempervirens,AM
Buxus sempervirens,AM
Buxus sempervirens,AM
Buxus sempervirens,AM
Byrsonima,AM
Byrsonima ,AM
Byrsonima aerugo,AM
Byrsonima crassifolia,AM
Byrsonima sericea,AM
Byrsonima spicata,AM
Byrsonima stipulacea,AM
Byrsonima verbascifolia,AM
Byrsophyllum ellipticum,AM
Byrsophyllum ellipticum,AM
Cabomba furcata,nm
Cabralea canjerana,AM
Cacalia auriculata var. kamtschatica,AM
Cacalia auriculata var. kamtschatica,AM
Caccinia,AM
Cactaceae ,AM
Cadaba fruticosa,AM
Cadaba fruticosa,non-AM
Cadaba fruticosa,AM
Cadaba trifoliata,AM
Cadia commersoniana,AM
Caesalpinia bonduc,non-AM
Caesalpinia crista,AM
Caesalpinia decapetala,AM
Caesalpinia decapetala,dual
Caesalpinia echinata,AM
Caesalpinia eriostachys,AM
Caesalpinia ferrea,AM
Caesalpinia ferrea,AM
Caesalpinia ferrea,AM
Caesalpinia ferrea,AM
Caesalpinia gilliesii,AM
Caesalpinia gilliesii,AM
Caesalpinia gilliesii,AM
Caesalpinia gilliesii,AM
Caesalpinia gilliesii,AM
Caesalpinia pannosa,AM
Caesalpinia pannosa,AM
Caesalpinia pluviosa var. peltophoroides,AM
Caesalpinia pluviosa var. peltophoroides,nm
Caesalpinia pluviosa var. peltophoroides,AM
Caesalpinia pulcherrima,AM
Caiophora sylvestris,nm
Cajanus,AM
Cajanus,AM
Cajanus,AM
Cajanus acutifolius,AM
Cajanus cajan,AM
Cajanus cajan,AM
Cajanus cajan,AM
Cajanus cajan,AM
Cajanus cajan,AM
Cajanus cajan,AM
Cajanus cajan,AM
Cajanus cajan,AM
Cajanus cajan,AM
Cajanus cajan,AM
Cajanus cajan,AM
Cajanus cajan,AM
Cajanus cajan,AM
Cajanus marmoratus,AM
Cajanus rugosus,AM
Cajanus scarabaeoides,AM
Cajanus scarabaeoides,AM
Cajanus scarabaeoides,AM
Cajanus scarabaeoides,AM
Cajanus scarabaeoides,AM
Cajanus scarabaeoides,AM
Cajanus scarabaeoides,AM
Cajanus scarabaeoides,AM
Cakile arabica,nm
Cakile constricta,nm
Cakile edentula,nm
Cakile edentula,nm
Cakile lanceolata,nm
Cakile maritima,AM
Cakile maritima,nm
Cakile maritima,nm
Cakile maritima,nm
Cakile maritima,nm
Cakile maritima,nm
Cakile maritima,AM
Cakile maritima,nm
Cakile maritima,nm
Cakile maritima,nm
Cakile maritima,nm
Caladenia ,OM
Caladenia formosa,OM
Caladium bicolor,AM
Caladium bicolor,AM
Caladium bicolor,AM
Calamagrostis anthoxanthoides,AM
Calamagrostis anthoxanthoides,AM
Calamagrostis arundinacea,AM
Calamagrostis arundinacea,AM
Calamagrostis arundinacea,AM
Calamagrostis arundinacea,AM
Calamagrostis arundinacea,AM
Calamagrostis arundinacea,AM
Calamagrostis arundinacea,AM
Calamagrostis arundinacea,AM
Calamagrostis arundinacea,AM
Calamagrostis arundinacea,AM
Calamagrostis arundinacea,AM
Calamagrostis arundinacea,AM
Calamagrostis arundinacea,AM
Calamagrostis arundinacea,AM
Calamagrostis arundinacea,AM
Calamagrostis arundinacea,AM
Calamagrostis arundinacea,AM
Calamagrostis arundinacea,AM
Calamagrostis autumnalis,AM
Calamagrostis autumnalis,AM
Calamagrostis canadensis,AM
Calamagrostis canadensis,AM
Calamagrostis canadensis,AM
Calamagrostis canadensis,AM
Calamagrostis canadensis,AM
Calamagrostis canadensis,AM
Calamagrostis canescens,AM
Calamagrostis canescens,nm
Calamagrostis canescens,AM
Calamagrostis coarctata,AM
Calamagrostis coarctata,AM
Calamagrostis coarctata,AM
Calamagrostis effusa,AM
Calamagrostis epigeios,AM
Calamagrostis epigeios,AM
Calamagrostis epigeios,AM
Calamagrostis epigeios,AM
Calamagrostis epigeios,AM
Calamagrostis epigeios,AM
Calamagrostis epigeios,AM
Calamagrostis epigeios,AM
Calamagrostis epigeios,AM
Calamagrostis epigeios,AM
Calamagrostis epigeios,AM
Calamagrostis epigeios,AM
Calamagrostis epigeios,AM
Calamagrostis epigeios,AM
Calamagrostis epigeios,AM
Calamagrostis epigeios,AM
Calamagrostis epigeios,AM
Calamagrostis epigejos,AM
Calamagrostis epigejos,AM
Calamagrostis epigejos,AM
Calamagrostis epigejos,AM
Calamagrostis epigejos,AM
Calamagrostis epigejos,nm
Calamagrostis epigejos,AM
Calamagrostis epigejos,AM
Calamagrostis epigejos,AM
Calamagrostis inexpansa,AM
Calamagrostis lapponica,nm
Calamagrostis lapponica,nm
Calamagrostis lapponica,nm
Calamagrostis lapponica,AM
Calamagrostis lapponica,nm
Calamagrostis lapponica,nm
Calamagrostis lapponica,nm
Calamagrostis lapponica,nm
Calamagrostis lapponica,AM
Calamagrostis lapponica,nm
Calamagrostis lapponica,AM
Calamagrostis obtusata,AM
Calamagrostis obtusata,AM
Calamagrostis obtusata,AM
Calamagrostis obtusata,AM
Calamagrostis obtusata,AM
Calamagrostis obtusata,AM
Calamagrostis obtusata,AM
Calamagrostis obtusata,nm
Calamagrostis pseudophragmites,AM
Calamagrostis pseudophragmites,AM
Calamagrostis pseudophragmites,AM
Calamagrostis purpurea,nm
Calamagrostis purpurea,nm
Calamagrostis purpurea,AM
Calamagrostis purpurea,AM
Calamagrostis purpurea,AM
Calamagrostis purpurea,AM
Calamagrostis purpurea,AM
Calamagrostis stricta,AM
Calamagrostis stricta,AM
Calamagrostis stricta,AM
Calamagrostis stricta,AM
Calamagrostis stricta,AM
Calamagrostis stricta,nm
Calamagrostis stricta,AM
Calamagrostis stricta,AM
Calamagrostis varia,AM
Calamagrostis villosa,AM
Calamagrostis villosa,AM
Calamagrostis villosa,AM
Calamagrostis villosa,AM
Calamaria coromandelina,AM
Calamaria coromandelina,AM
Calamaria coromandelina,AM
Calamaria coromandelina,nm
Calamintha,AM
Calamistrum globuliferum,nm
Calamistrum globuliferum,AM
Calammophila baltica,AM
Calammophila baltica,nm
Calamovilfa longifolia,nm
Calamovilfa longifolia,nm
Calamovilfa longifolia,AM
Calamovilfa longifolia,AM
Calamovilfa longifolia,AM
Calamus ,AM
Calamus moti,AM
Calamus rhabdocladus,AM
Calandrinia ,nm
Calandrinia caespitosa,nm
Calandrinia granulifera,nm
Calandrinia uniflora,AM
Calandrinia volubilis,nm
Calanthe reflexa,AM
Calathea ,AM
Calathea concinna,AM
Calathea majestica,AM
Calathea micans,nm
Calathea ornata,nm
Calceolaria biflora,AM
Calceolaria crenatiflora,AM
Calceolaria polyrrhiza,AM
Calceolaria tripartita,AM
Caldcluvia paniculata,AM
Calendula officinalis,AM
Calendula officinalis,AM
Calendula officinalis,AM
Calendula officinalis,AM
Calendula officinalis,AM
Calendula officinalis,nm
Calepina irregularis,nm
Calla palustris,nm
Calla palustris,AM
Calla palustris,nm
Calla palustris,nm
Calla palustris,nm
Calla palustris,nm
Calliandra ,AM
Calliandra brevipes,AM
Calliandra eriophylla,AM
Calliandra erubescens,AM
Calliandra haematocephala,nm
Calliandra parvifolia,dual
Calliandra tweedii,dual
Callianthemum sajanense,AM
Callicarpa cathayana,AM
Callicarpa japonica,AM
Callichlamys ,AM
Calligonum,AM
Calligonum aphyllum,nm
Calligonum aphyllum,nm
Calligonum aphyllum,nm
Calligonum bykovii,nm
Calligonum caput-medusae,nm
Calligonum junceum,AM
Calligonum leucocladum,nm
Calligonum leucocladum,nm
Calligonum murex,nm
Calligonum polygonoides,AM
Calligonum polygonoides,AM
Calligonum polygonoides,AM
Callistachys lanceolata,dual
Callistachys lanceolata,AM
Callistemon,nm
Callistemon lanceolatus,AM
Callistemon lanceolatus,AM
Callistemon macropunctatus,EcM
Callistemon salignus,non-EcM
Callistemon salignus,EcM
Callistemon speciosus,AM
Callistephus chinensis,AM
Callistephus chinensis,AM
Callistephus chinensis,AM
Callistephus chinensis,AM
Callistephus chinensis,AM
Callistephus chinensis,AM
Callistephus chinensis,AM
Callistephus chinensis,AM
Callistephus chinensis,AM
Callitriche antarctica,nm
Callitriche antarctica,AM
Callitriche antarctica,AM
Callitriche cophocarpa,nm
Callitriche hamulata,nm
Callitriche hamulata,nm
Callitriche hamulata,AM
Callitriche hamulata,AM
Callitriche palustris,nm
Callitriche stagnalis,nm
Callitris canescens,non-EcM
Callitris columellaris,AM
Callitris columellaris,AM
Callitris columellaris,AM
Callitris columellaris,AM
Callitris columellaris,AM
Callitris columellaris,AM
Callitris columellaris,non-EcM
Callitris columellaris,non-EcM
Callitris endlicheri,AM
Callitris endlicheri,AM
Callitris intratropica,AM
Callitris muelleri,AM
Callitris oblonga,AM
Callitris rhomboidea,AM
Callitris rhomboidea,AM
Callitris rhomboidea,AM
Callitris rhomboidea,AM
Callitris rhomboidea,non-EcM
Callitris rhomboidea,AM
Calluna vulgaris,ErM
Calluna vulgaris,ErM
Calluna vulgaris,ErM
Calluna vulgaris,ErM
Calluna vulgaris,ErM
Calluna vulgaris,AM
Calluna vulgaris,AM
Calluna vulgaris,AM
Calluna vulgaris,ErM
Calluna vulgaris,ErM
Calluna vulgaris,ErM
Calluna vulgaris,ErM
Calluna vulgaris,ErM
Calluna vulgaris,ErM
Calluna vulgaris,ErM
Calluna vulgaris,ErM
Calluna vulgaris,ErM
Calluna vulgaris,ErM
Calluna vulgaris,ErM
Calluna vulgaris,ErM
Calluna vulgaris,ErM
Calluna vulgaris,ErM
Calluna vulgaris,ErM
Calluna vulgaris,ErM
Calluna vulgaris,ErM
Calluna vulgaris,ErM
Calluna vulgaris,ErM
Calluna vulgaris,ErM
Calluna vulgaris,ErM
Calluna vulgaris,ErM
Calluna vulgaris,ErM
Calluna vulgaris,ErM
Calluna vulgaris,ErM
Calluna vulgaris,ErM
Calluna vulgaris,ErM
Calluna vulgaris,ErM
Calluna vulgaris,ErM
Calluna vulgaris,ErM
Calluna vulgaris,ErM
Calluna vulgaris,ErM
Calluna vulgaris,ErM
Calluna vulgaris,ErM
Calluna vulgaris,ErM
Calluna vulgaris,ErM
Calluna vulgaris,ErM
Calluna vulgaris,ErM
Calluna vulgaris,non-EcM
Calluna vulgaris,nm
Calocedrus decurrens,AM
Calocedrus decurrens,AM
Calocedrus decurrens,AM
Calocedrus formosana,AM
Calocedrus formosana,AM
Calocedrus macrolepis,AM
Calocephalus francisii,AM
Calocephalus platycephalus,AM
Calochortus gunnisonii,nm
Calogyne,EcM
Calogyne ,dual
Caloncoba glauca,AM
Caloncoba glauca,AM
Calophyllum ,AM
Calophyllum angulare,AM
Calophyllum bracteatum,AM
Calophyllum bracteatum,AM
Calophyllum brasiliense,AM
Calophyllum brasiliense,AM
Calophyllum brasiliense var. antillanum,AM
Calophyllum brasiliense var. antillanum,AM
Calophyllum brasiliense var. antillanum,AM
Calophyllum ferrugineum,AM
Calophyllum hosei,AM
Calophyllum inophyllum,AM
Calophyllum inophyllum,AM
Calophyllum inophyllum,AM
Calophyllum inophyllum,AM
Calophyllum membranaceum,nm
Calophyllum pulcherrimum,AM
Calophyllum pulcherrimum,AM
Calophyllum sclerophyllum,AM
Calophyllum sil,AM
Calophyllum sil,AM
Calophyllum soulattri,AM
Calopogonium caeruleum,AM
Calopogonium mucunoides,AM
Calopogonium mucunoides,AM
Calopogonium mucunoides,AM
Calopogonium mucunoides,AM
Calothamnus quadrifidus,AM
Calothamnus quadrifidus,AM
Calothamnus quadrifidus,dual
Calothamnus sanguineus,dual
Calotis hispidula,AM
Calotropis gigantea,AM
Calotropis gigantea,AM
Calotropis gigantea,AM
Calotropis gigantea,AM
Calotropis gigantea,AM
Calotropis gigantea,AM
Calotropis gigantea,AM
Calotropis gigantea,AM
Calotropis gigantea,AM
Calotropis procera,AM
Calotropis procera,non-AM
Calotropis procera,AM
Calotropis procera,AM
Calotropis procera,AM
Calotropis procera,AM
Calotropis procera,AM
Calotropis procera,AM
Calotropis procera,nm
Calotropis procera,AM
Calotropis procera,AM
Calotropis procera,AM
Calotropis procera,AM
Calotropis procera,AM
Calpocalyx dinklagei,AM
Calpocalyx dinklagei,AM
Calpocalyx dinklagei,EcM
Caltha leptosepala,AM
Caltha palustris,AM
Caltha palustris,AM
Caltha palustris,AM
Caltha palustris,AM
Caltha palustris,AM
Caltha palustris,AM
Caltha palustris,AM
Caltha palustris,AM
Caltha palustris,AM
Caltha palustris,AM
Caltha palustris,nm
Caltha palustris,nm
Caltha palustris,nm
Caltha palustris,nm
Caltha palustris,AM
Caltha palustris,AM
Caltha palustris,nm
Caltha palustris,nm
Caltha palustris,AM
Caltha palustris,AM
Caltha palustris,AM
Caltha palustris,nm
Caltha palustris,AM
Caltha palustris,AM
Caltha palustris,AM
Caltha palustris,AM
Caltha palustris,AM
Caltha palustris,AM
Caltha palustris,AM
Caltha palustris,AM
Caltha palustris,AM
Caltha palustris,nm
Calycadenia multiglandulosa,AM
Calycadenia multiglandulosa,AM
Calycanthus chinensis,AM
Calycolpus goetheanus,AM
Calycophyllum obovatum,AM
Calycophyllum obovatum,AM
Calypso bulbosa,OM
Calypso bulbosa,OM
Calypso bulbosa,OM
Calyptocarpus vialis,nm
Calystegia pubescens,AM
Calystegia sepium,AM
Calystegia sepium,AM
Calystegia soldanella,AM
Calystegia soldanella,AM
Calystegia soldanella,AM
Calystegia soldanella,nm
Calystegia subacaulis,AM
Calytrix achaeta,dual
Calytrix brachychaeta,EcM
Calytrix decussata,dual
Calytrix decussata,dual
Calytrix exstipulata,dual
Calytrix exstipulata,AM
Calytrix exstipulata,AM
Calytrix involucrata,non-EcM
Calytrix leschenaultii,AM
Calytrix leschenaultii,AM
Calytrix leschenaultii,AM
Calytrix strigosa,AM
Calytrix tetragona,dual
Calytrix tetragona,dual
Calytrix tetragona,non-EcM
Calytrix tetragona,dual
Camaridium nutantiflorum,AM
Camelina alyssum,nm
Camelina hispida,nm
Camelina microcarpa,nm
Camelina microcarpa,nm
Camelina rumelica,AM
Camelina sativa,nm
Camelina sativa,nm
Camellia chekiangoleosa,AM
Camellia chekiangoleosa,AM
Camellia cuspidata,AM
Camellia grijsii,AM
Camellia japonica,AM
Camellia japonica,AM
Camellia oleifera,AM
Camellia oleifera,AM
Camellia oleifera,dual
Camellia sinensis,AM
Camellia sinensis,AM
Camellia sinensis,AM
Camellia sinensis,AM
Camellia sinensis,AM
Camellia sinensis,nm
Camissonia dentata,AM
Campanula alliariifolia,AM
Campanula alliariifolia,AM
Campanula bellidifolia,AM
Campanula bellidifolia,AM
Campanula bellidifolia,AM
Campanula bellidifolia,AM
Campanula bellidifolia,AM
Campanula bellidifolia,AM
Campanula bellidifolia,AM
Campanula cashmeriana,AM
Campanula cervicaria,AM
Campanula ciliata,AM
Campanula collina,AM
Campanula collina,AM
Campanula collina,AM
Campanula collina,nm
Campanula collina,nm
Campanula collina,nm
Campanula collina,AM
Campanula collina,AM
Campanula collina subcollina,nm
Campanula dasyantha,AM
Campanula dasyantha,AM
Campanula dasyantha,AM
Campanula fragilis,AM
Campanula glomerata,AM
Campanula glomerata,AM
Campanula glomerata,AM
Campanula glomerata,nm
Campanula glomerata,AM
Campanula glomerata,AM
